	OrthologID	Saccharomyces_cerevisiae	Saccharomycopsis_malanga
595	OG0000595	YAL053W	-processed-gene-30.11-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-30.11&CDS=1-2445
596	OG0000596	YAL058W	-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.62&CDS=1-1731
597	OG0000597	YAL059W	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.82&CDS=1-543
598	OG0000598	YAL060W	-processed-gene-3.243-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.243&CDS=1-1146
599	OG0000599	YAL067C	-processed-gene-9.0-mRNA-1_1&gene=augustus_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.0&CDS=1-1803
600	OG0000600	YAR003W	-processed-gene-14.111-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.111&CDS=1-1494
601	OG0000601	YAR007C	-processed-gene-10.68-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-10.68&CDS=1-1809
602	OG0000602	YAR008W	-processed-gene-6.71-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.71&CDS=1-1254
603	OG0000603	YAR014C	-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.8&CDS=1-2748
604	OG0000604	YAR015W	-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.59&CDS=1-942
605	OG0000605	YAR018C	-processed-gene-14.9-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-14.9&CDS=1-1632
606	OG0000606	YBL001C	-augustus-gene-12.40-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-12.40&CDS=1-327
607	OG0000607	YBL004W	-processed-gene-29.5-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-29.5&CDS=1-7578
608	OG0000608	YBL007C	-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.18&CDS=1-3339
609	OG0000609	YBL008W	-augustus-gene-10.31-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-10.31&CDS=1-2721
610	OG0000610	YBL013W	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-0.15&CDS=1-1095
611	OG0000611	YBL014C	-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.94&CDS=1-2589
612	OG0000612	YBL016W	-processed-gene-4.122-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.122&CDS=1-1053
613	OG0000613	YBL019W	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.39&CDS=1-2289
614	OG0000614	YBL020W	-processed-gene-3.34-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.34&CDS=1-1812
615	OG0000615	YBL021C	-processed-gene-3.18-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.18&CDS=1-792
616	OG0000616	YBL022C	-processed-gene-17.1-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-17.1&CDS=1-3495
617	OG0000617	YBL023C	-processed-gene-9.73-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.73&CDS=1-2571
618	OG0000618	YBL024W	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.12&CDS=1-2304
619	OG0000619	YBL025W	-processed-gene-21.51-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-21.51&CDS=1-1164
620	OG0000620	YBL026W	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.31&CDS=1-282
621	OG0000621	YBL028C	-processed-gene-11.25-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-11.25&CDS=1-306
622	OG0000622	YBL029C-A	-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-1.51&CDS=1-204
623	OG0000623	YBL032W	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-1.63&CDS=1-1014
624	OG0000624	YBL033C	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.42&CDS=1-1182
625	OG0000625	YBL034C	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002316402|dbj|BCGJ01000016.1|-processed-gene-0.32&CDS=1-4494
626	OG0000626	YBL035C	-processed-gene-16.2-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.2&CDS=1-2067
627	OG0000627	YBL036C	-processed-gene-1.79-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.79&CDS=1-810
628	OG0000628	YBL037W	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-2.67&CDS=1-2715
629	OG0000629	YBL038W	-processed-gene-17.78-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.78&CDS=1-642
630	OG0000630	YBL039C	-processed-gene-15.69-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-15.69&CDS=1-1728
631	OG0000631	YBL040C	-processed-gene-28.55-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-28.55&CDS=1-642
632	OG0000632	YBL041W	-augustus-gene-28.36-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-28.36&CDS=1-714
633	OG0000633	YBL045C	-processed-gene-0.26-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-0.26&CDS=1-1335
634	OG0000634	YBL047C	-processed-gene-13.7-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.7&CDS=1-3933
635	OG0000635	YBL049W	-augustus-gene-2.1-mRNA-1_1&gene=maker-gi|1002316410|dbj|BCGJ01000008.1|-augustus-gene-2.1&CDS=1-336
636	OG0000636	YBL050W	-processed-gene-16.66-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.66&CDS=1-873
637	OG0000637	YBL051C	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-2.6&CDS=1-2463
638	OG0000638	YBL055C	-processed-gene-5.13-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.13&CDS=1-1209
639	OG0000639	YBL057C	-processed-gene-5.15-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.15&CDS=1-750
640	OG0000640	YBL058W	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.23&CDS=1-918
641	OG0000641	YBL059C-A	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.67&CDS=1-306
642	OG0000642	YBL060W	-processed-gene-13.72-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.72&CDS=1-2859
643	OG0000643	YBL061C	-processed-gene-4.6-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-4.6&CDS=1-1419
644	OG0000644	YBL064C	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.72&CDS=1-759
645	OG0000645	YBL066C	-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-9.28&CDS=1-2826
646	OG0000646	YBL071W-A	-processed-gene-25.33-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.33&CDS=1-249
647	OG0000647	YBL076C	-processed-gene-5.32-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.32&CDS=1-3225
648	OG0000648	YBL078C	-processed-gene-6.233-mRNA-1_1&gene=snap_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.233&CDS=1-378
649	OG0000649	YBL079W	-processed-gene-6.234-mRNA-1_1&gene=snap_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.234&CDS=1-4083
650	OG0000650	YBL080C	-processed-gene-6.143-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.143&CDS=1-1632
651	OG0000651	YBL082C	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.71&CDS=1-1443
652	OG0000652	YBL084C	-processed-gene-12.59-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.59&CDS=1-2079
653	OG0000653	YBL086C	-processed-gene-26.53-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-26.53&CDS=1-1782
654	OG0000654	YBL088C	-processed-gene-6.224-mRNA-1_1&gene=snap_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.224&CDS=1-8262
655	OG0000655	YBL090W	-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.175&CDS=1-546
656	OG0000656	YBL091C	-processed-gene-6.142-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.142&CDS=1-1284
657	OG0000657	YBL092W	-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.83&CDS=1-405
658	OG0000658	YBL093C	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.67&CDS=1-525
659	OG0000659	YBL095W	-processed-gene-16.15-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.15&CDS=1-693
660	OG0000660	YBL098W	-processed-gene-16.32-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.32&CDS=1-1419
661	OG0000661	YBL099W	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-0.49&CDS=1-1644
662	OG0000662	YBL102W	-processed-gene-14.75-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.75&CDS=1-603
663	OG0000663	YBL103C	-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-13.2&CDS=1-1161
664	OG0000664	YBL104C	-augustus-gene-13.29-mRNA-1_1&gene=maker-gi|1002316412|dbj|BCGJ01000006.1|-augustus-gene-13.29&CDS=1-2760
665	OG0000665	YBL105C	-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-13.4&CDS=1-2271
666	OG0000666	YBL107C	-processed-gene-14.109-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.109&CDS=1-558
667	OG0000667	YBR002C	-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-9.36&CDS=1-708
668	OG0000668	YBR003W	-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.74&CDS=1-1443
669	OG0000669	YBR004C	-processed-gene-7.48-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.48&CDS=1-1335
670	OG0000670	YBR006W	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.1&CDS=1-1491
671	OG0000671	YBR007C	-processed-gene-4.51-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.51&CDS=1-1164
672	OG0000672	YBR017C	-processed-gene-3.249-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.249&CDS=1-2751
673	OG0000673	YBR022W	-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-6.4&CDS=1-660
674	OG0000674	YBR023C	-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-8.1&CDS=1-3699
675	OG0000675	YBR026C	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.92&CDS=1-1143
676	OG0000676	YBR028C	-processed-gene-9.5-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.5&CDS=1-1536
677	OG0000677	YBR029C	-processed-gene-3.175-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.175&CDS=1-1281
678	OG0000678	YBR030W	-processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.71&CDS=1-1890
679	OG0000679	YBR034C	-processed-gene-9.53-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-9.53&CDS=1-1035
680	OG0000680	YBR035C	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-0.47&CDS=1-669
681	OG0000681	YBR037C	-processed-gene-12.65-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.65&CDS=1-969
682	OG0000682	YBR039W	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-6.56&CDS=1-882
683	OG0000683	YBR041W	-processed-gene-1.42-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-1.42&CDS=1-2007
684	OG0000684	YBR042C	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-2.75&CDS=1-1299
685	OG0000685	YBR043C	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.75&CDS=1-2175
686	OG0000686	YBR046C	-processed-gene-8.61-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-8.61&CDS=1-993
687	OG0000687	YBR047W	-processed-gene-5.81-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-5.81&CDS=1-639
688	OG0000688	YBR053C	-processed-gene-22.12-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-22.12&CDS=1-1002
689	OG0000689	YBR055C	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-0.52&CDS=1-2736
690	OG0000690	YBR056W	-processed-gene-15.18-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-15.18&CDS=1-1590
691	OG0000691	YBR057C	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.72&CDS=1-1131
692	OG0000692	YBR058C	-processed-gene-3.239-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-3.239&CDS=1-2484
693	OG0000693	YBR058C-A	-processed-gene-13.0-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.0&CDS=1-363
694	OG0000694	YBR060C	-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.2&CDS=1-1722
695	OG0000695	YBR061C	-augustus-gene-8.36-mRNA-1_1&gene=maker-gi|1002316412|dbj|BCGJ01000006.1|-augustus-gene-8.36&CDS=1-930
696	OG0000696	YBR062C	-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.11&CDS=1-387
697	OG0000697	YBR065C	-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.6&CDS=1-1050
698	OG0000698	YBR070C	-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-7.62&CDS=1-789
699	OG0000699	YBR074W	-processed-gene-9.54-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.54&CDS=1-2946
700	OG0000700	YBR079C	-processed-gene-12.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.62&CDS=1-2856
701	OG0000701	YBR080C	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.72&CDS=1-2352
702	OG0000702	YBR081C	-processed-gene-4.10-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.10&CDS=1-3282
703	OG0000703	YBR083W	-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.23&CDS=1-2124
704	OG0000704	YBR086C	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.30&CDS=1-2394
705	OG0000705	YBR087W	-processed-gene-17.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.62&CDS=1-1068
706	OG0000706	YBR088C	-processed-gene-17.79-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.79&CDS=1-774
707	OG0000707	YBR091C	-augustus-gene-21.43-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-21.43&CDS=1-303
708	OG0000708	YBR094W	-processed-gene-8.58-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-8.58&CDS=1-1194
709	OG0000709	YBR095C	-processed-gene-8.69-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-8.69&CDS=1-1005
710	OG0000710	YBR096W	-processed-gene-10.61-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-10.61&CDS=1-723
711	OG0000711	YBR097W	-processed-gene-5.34-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-5.34&CDS=1-4275
712	OG0000712	YBR101C	-processed-gene-5.73-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.73&CDS=1-690
713	OG0000713	YBR102C	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.58&CDS=1-2010
714	OG0000714	YBR103W	-processed-gene-5.74-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.74&CDS=1-1665
715	OG0000715	YBR105C	-processed-gene-12.69-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.69&CDS=1-936
716	OG0000716	YBR106W	-processed-gene-26.76-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-26.76&CDS=1-573
717	OG0000717	YBR109C	-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-3.20&CDS=1-447
718	OG0000718	YBR110W	-processed-gene-14.66-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.66&CDS=1-1476
719	OG0000719	YBR111C	-augustus-gene-0.131-mRNA-1_1&gene=maker-gi|1002316403|dbj|BCGJ01000015.1|-augustus-gene-0.131&CDS=1-654
720	OG0000720	YBR112C	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.51&CDS=1-2952
721	OG0000721	YBR114W	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-0.62&CDS=1-2535
722	OG0000722	YBR115C	-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.12&CDS=1-4002
723	OG0000723	YBR119W	-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.14&CDS=1-696
724	OG0000724	YBR120C	-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.19&CDS=1-438
725	OG0000725	YBR121C	-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.12&CDS=1-1968
726	OG0000726	YBR122C	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-3.72&CDS=1-543
727	OG0000727	YBR123C	-processed-gene-4.37-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-4.37&CDS=1-1869
728	OG0000728	YBR125C	-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.16&CDS=1-1203
729	OG0000729	YBR126C	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-6.94&CDS=1-1449
730	OG0000730	YBR127C	-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.15&CDS=1-1542
731	OG0000731	YBR129C	-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.35&CDS=1-1320
732	OG0000732	YBR132C	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-1.99&CDS=1-1812
733	OG0000733	YBR133C	-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-1.79&CDS=1-2157
734	OG0000734	YBR135W	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-1.62&CDS=1-303
735	OG0000735	YBR136W	-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-6.4&CDS=1-6825
736	OG0000736	YBR137W	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-0.62&CDS=1-492
737	OG0000737	YBR138C	-processed-gene-3.45-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.45&CDS=1-2739
738	OG0000738	YBR141C	-processed-gene-25.34-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.34&CDS=1-1089
739	OG0000739	YBR142W	-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-6.51&CDS=1-2745
740	OG0000740	YBR143C	-processed-gene-14.47-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.47&CDS=1-1329
741	OG0000741	YBR146W	-processed-gene-27.59-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-27.59&CDS=1-939
742	OG0000742	YBR149W	-processed-gene-9.26-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.26&CDS=1-957
743	OG0000743	YBR151W	-processed-gene-27.60-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-27.60&CDS=1-882
744	OG0000744	YBR153W	-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.66&CDS=1-765
745	OG0000745	YBR154C	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-0.28&CDS=1-642
746	OG0000746	YBR155W	-processed-gene-26.80-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-26.80&CDS=1-1128
747	OG0000747	YBR156C	-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.92&CDS=1-1584
748	OG0000748	YBR158W	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.48&CDS=1-2400
749	OG0000749	YBR159W	-processed-gene-5.37-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-5.37&CDS=1-1053
750	OG0000750	YBR162C	-processed-gene-9.10-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.10&CDS=1-1257
751	OG0000751	YBR162W-A	-processed-gene-14.46-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.46&CDS=1-219
752	OG0000752	YBR163W	-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.31&CDS=1-1752
753	OG0000753	YBR164C	-processed-gene-10.63-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-10.63&CDS=1-552
754	OG0000754	YBR166C	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-2.45&CDS=1-1320
755	OG0000755	YBR170C	-processed-gene-6.38-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-6.38&CDS=1-1695
756	OG0000756	YBR171W	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.120&CDS=1-657
757	OG0000757	YBR173C	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-6.27&CDS=1-489
758	OG0000758	YBR176W	-processed-gene-7.43-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.43&CDS=1-1023
