	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
1229	OG0001229	YDR501W	augustus_masked-chrII-processed-gene-11.217-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.217&CDS=1-1593
1230	OG0001230	YDR503C	augustus_masked-chrII-processed-gene-11.254-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.254&CDS=1-816
1231	OG0001231	YDR505C	augustus_masked-chrII-processed-gene-11.255-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.255&CDS=1-2496
1232	OG0001232	YDR506C	augustus_masked-chrII-processed-gene-11.256-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.256&CDS=1-1806
1233	OG0001233	YDR511W	maker-chrII-augustus-gene-11.95-mRNA-1_1&gene=maker-chrII-augustus-gene-11.95&CDS=1-711
1234	OG0001234	YDR512C	augustus_masked-chrII-processed-gene-11.259-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.259&CDS=1-276
1235	OG0001235	YDR513W	augustus_masked-chrII-processed-gene-11.219-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.219&CDS=1-429
1236	OG0001236	YDR514C	augustus_masked-chrII-processed-gene-11.260-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.260&CDS=1-1401
1237	OG0001237	YDR515W	augustus_masked-chrII-processed-gene-11.220-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.220&CDS=1-1308
1238	OG0001238	YDR516C	augustus_masked-chrII-processed-gene-11.261-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.261&CDS=1-1500
1239	OG0001239	YDR517W	augustus_masked-chrII-processed-gene-11.221-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.221&CDS=1-1149
1240	OG0001240	YDR518W	augustus_masked-chrII-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.222&CDS=1-1551
1241	OG0001241	YDR519W	augustus_masked-chrII-processed-gene-11.223-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.223&CDS=1-405
1242	OG0001242	YDR520C	augustus_masked-chrII-processed-gene-11.262-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.262&CDS=1-2331
1243	OG0001243	YDR523C	augustus_masked-chrII-processed-gene-11.263-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.263&CDS=1-2808
1244	OG0001244	YDR524C	augustus_masked-chrII-processed-gene-11.264-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.264&CDS=1-1434
1245	OG0001245	YDR525W-A	snap_masked-chrII-processed-gene-11.41-mRNA-1_1&gene=snap_masked-chrII-processed-gene-11.41&CDS=1-240
1246	OG0001246	YDR527W	augustus_masked-chrII-processed-gene-11.224-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.224&CDS=1-1299
1247	OG0001247	YDR528W	augustus_masked-chrII-processed-gene-11.225-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.225&CDS=1-1251
1248	OG0001248	YDR531W	augustus_masked-chrII-processed-gene-11.226-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.226&CDS=1-1101
1249	OG0001249	YDR532C	augustus_masked-chrII-processed-gene-11.267-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.267&CDS=1-1152
1250	OG0001250	YDR536W	snap_masked-chrXIII-processed-gene-8.148-mRNA-1_1&gene=snap_masked-chrXIII-processed-gene-8.148&CDS=1-1683
1251	OG0001251	YDR538W	snap_masked-chrXIII-processed-gene-8.149-mRNA-1_1&gene=snap_masked-chrXIII-processed-gene-8.149&CDS=1-1029
1252	OG0001252	YDR539W	snap_masked-chrXIII-processed-gene-8.150-mRNA-1_1&gene=snap_masked-chrXIII-processed-gene-8.150&CDS=1-1509
1253	OG0001253	YEL002C	augustus_masked-chrV-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.37&CDS=1-1884
1254	OG0001254	YEL003W	genemark-chrV-processed-gene-1.57-mRNA-1_1&gene=genemark-chrV-processed-gene-1.57&CDS=1-831
1255	OG0001255	YEL005C	augustus_masked-chrV-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.36&CDS=1-846
1256	OG0001256	YEL006W	augustus_masked-chrV-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.14&CDS=1-1008
1257	OG0001257	YEL007W	augustus_masked-chrV-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.13&CDS=1-2046
1258	OG0001258	YEL009C	augustus_masked-chrV-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.35&CDS=1-873
1259	OG0001259	YEL011W	augustus_masked-chrV-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.28&CDS=1-2112
1260	OG0001260	YEL012W	augustus_masked-chrV-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.29&CDS=1-609
1261	OG0001261	YEL013W	augustus_masked-chrV-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.30&CDS=1-1734
1262	OG0001262	YEL015W	augustus_masked-chrV-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.31&CDS=1-1671
1263	OG0001263	YEL016C	augustus_masked-chrV-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.9&CDS=1-1440
1264	OG0001264	YEL017W	augustus_masked-chrV-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.32&CDS=1-975
1265	OG0001265	YEL018W	augustus_masked-chrV-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.33&CDS=1-831
1266	OG0001266	YEL019C	snap_masked-chrV-processed-gene-1.104-mRNA-1_1&gene=snap_masked-chrV-processed-gene-1.104&CDS=1-801
1267	OG0001267	YEL020C	augustus_masked-chrV-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.11&CDS=1-1680
1268	OG0001268	YEL021W	maker-chrV-augustus-gene-1.90-mRNA-1_1&gene=maker-chrV-augustus-gene-1.90&CDS=1-1029
1269	OG0001269	YEL023C	augustus_masked-chrV-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.27&CDS=1-2043
1270	OG0001270	YEL024W	augustus_masked-chrV-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.7&CDS=1-645
1271	OG0001271	YEL025C	augustus_masked-chrV-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.26&CDS=1-3612
1272	OG0001272	YEL026W	augustus_masked-chrV-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.6&CDS=1-378
1273	OG0001273	YEL027W	augustus_masked-chrV-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.5&CDS=1-480
1274	OG0001274	YEL029C	augustus_masked-chrV-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.4&CDS=1-936
1275	OG0001275	YEL031W	augustus_masked-chrV-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.2&CDS=1-3645
1276	OG0001276	YEL032W	augustus_masked-chrV-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.1&CDS=1-2931
1277	OG0001277	YEL033W	maker-chrV-snap-gene-1.91-mRNA-1_1&gene=maker-chrV-snap-gene-1.91&CDS=1-192
1278	OG0001278	YEL034C-A	maker-chrV-snap-gene-0.69-mRNA-1_1&gene=maker-chrV-snap-gene-0.69&CDS=1-807
1279	OG0001279	YEL036C	augustus_masked-chrV-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.29&CDS=1-1479
1280	OG0001280	YEL037C	augustus_masked-chrV-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.28&CDS=1-1215
1281	OG0001281	YEL038W	augustus_masked-chrV-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.11&CDS=1-690
1282	OG0001282	YEL039C	augustus_masked-chrV-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.27&CDS=1-339
1283	OG0001283	YEL040W	snap_masked-chrV-processed-gene-0.85-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.85&CDS=1-1386
1284	OG0001284	YEL041W	snap_masked-chrV-processed-gene-0.84-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.84&CDS=1-1500
1285	OG0001285	YEL042W	snap_masked-chrV-processed-gene-0.83-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.83&CDS=1-1560
1286	OG0001286	YEL043W	snap_masked-chrV-processed-gene-0.82-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.82&CDS=1-2913
1287	OG0001287	YEL044W	snap_masked-chrV-processed-gene-0.81-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.81&CDS=1-468
1288	OG0001288	YEL046C	augustus_masked-chrV-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.26&CDS=1-1161
1289	OG0001289	YEL050C	augustus_masked-chrV-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.24&CDS=1-1179
1290	OG0001290	YEL051W	augustus_masked-chrV-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.8&CDS=1-780
1291	OG0001291	YEL052W	augustus_masked-chrV-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.7&CDS=1-1533
1292	OG0001292	YEL053C	augustus_masked-chrV-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.23&CDS=1-2190
1293	OG0001293	YEL055C	augustus_masked-chrV-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.21&CDS=1-3075
1294	OG0001294	YEL056W	augustus_masked-chrV-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.6&CDS=1-1203
1295	OG0001295	YEL057C	augustus_masked-chrV-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.20&CDS=1-699
1296	OG0001296	YEL058W	snap_masked-chrV-processed-gene-0.76-mRNA-1_1&gene=snap_masked-chrV-processed-gene-0.76&CDS=1-1668
1297	OG0001297	YEL061C	augustus_masked-chrV-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.18&CDS=1-3009
1298	OG0001298	YEL062W	augustus_masked-chrV-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.4&CDS=1-1860
1299	OG0001299	YEL063C	augustus_masked-chrV-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.17&CDS=1-1770
1300	OG0001300	YEL064C	augustus_masked-chrV-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.16&CDS=1-1449
1301	OG0001301	YEL065W	augustus_masked-chrV-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.3&CDS=1-1881
1302	OG0001302	YEL066W	augustus_masked-chrV-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.2&CDS=1-483
1303	OG0001303	YEL073C	genemark-chrIII-processed-gene-2.31-mRNA-1_1&gene=genemark-chrIII-processed-gene-2.31&CDS=1-423
1304	OG0001304	YER001W	augustus_masked-chrV-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.16&CDS=1-2964
1305	OG0001305	YER003C	augustus_masked-chrV-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.38&CDS=1-1287
1306	OG0001306	YER005W	augustus_masked-chrV-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.17&CDS=1-2562
1307	OG0001307	YER006W	augustus_masked-chrV-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.18&CDS=1-1542
1308	OG0001308	YER007C-A	snap_masked-chrV-processed-gene-1.137-mRNA-1_1&gene=snap_masked-chrV-processed-gene-1.137&CDS=1-543
1309	OG0001309	YER007W	augustus_masked-chrV-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.19&CDS=1-1557
1310	OG0001310	YER008C	augustus_masked-chrV-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.40&CDS=1-3966
1311	OG0001311	YER009W	augustus_masked-chrV-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.20&CDS=1-375
1312	OG0001312	YER010C	augustus_masked-chrV-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.41&CDS=1-714
1313	OG0001313	YER012W	augustus_masked-chrV-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.22&CDS=1-594
1314	OG0001314	YER013W	augustus_masked-chrV-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.23&CDS=1-3441
1315	OG0001315	YER014W	augustus_masked-chrV-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.24&CDS=1-1617
1316	OG0001316	YER015W	augustus_masked-chrV-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.25&CDS=1-2232
1317	OG0001317	YER016W	augustus_masked-chrV-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.49&CDS=1-1023
1318	OG0001318	YER019C-A	augustus_masked-chrV-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.54&CDS=1-264
1319	OG0001319	YER019W	augustus_masked-chrV-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.50&CDS=1-1338
1320	OG0001320	YER020W	augustus_masked-chrV-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.51&CDS=1-1359
1321	OG0001321	YER021W	augustus_masked-chrV-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.52&CDS=1-1569
1322	OG0001322	YER024W	augustus_masked-chrV-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.55&CDS=1-5604
1323	OG0001323	YER025W	augustus_masked-chrV-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.56&CDS=1-1581
1324	OG0001324	YER026C	genemark-chrV-processed-gene-2.24-mRNA-1_1&gene=genemark-chrV-processed-gene-2.24&CDS=1-822
1325	OG0001325	YER028C	snap_masked-chrV-processed-gene-2.126-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.126&CDS=1-1212
1326	OG0001326	YER029C	augustus_masked-chrV-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.74&CDS=1-597
1327	OG0001327	YER030W	augustus_masked-chrV-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.57&CDS=1-453
1328	OG0001328	YER031C	augustus_masked-chrV-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.75&CDS=1-669
1329	OG0001329	YER032W	augustus_masked-chrV-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.58&CDS=1-2610
1330	OG0001330	YER033C	augustus_masked-chrV-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.76&CDS=1-3249
1331	OG0001331	YER034W	augustus_masked-chrV-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.59&CDS=1-552
1332	OG0001332	YER035W	snap_masked-chrV-processed-gene-2.110-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.110&CDS=1-432
1333	OG0001333	YER036C	augustus_masked-chrV-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.77&CDS=1-1830
1334	OG0001334	YER037W	augustus_masked-chrV-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.61&CDS=1-963
1335	OG0001335	YER038C	augustus_masked-chrV-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.78&CDS=1-1395
1336	OG0001336	YER040W	snap_masked-chrV-processed-gene-2.112-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.112&CDS=1-2187
1337	OG0001337	YER041W	snap_masked-chrV-processed-gene-2.113-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.113&CDS=1-2283
1338	OG0001338	YER042W	snap_masked-chrV-processed-gene-2.114-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.114&CDS=1-552
1339	OG0001339	YER043C	augustus_masked-chrV-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.80&CDS=1-1347
1340	OG0001340	YER044C	snap_masked-chrV-processed-gene-2.134-mRNA-1_1&gene=snap_masked-chrV-processed-gene-2.134&CDS=1-444
1341	OG0001341	YER044C-A	genemark-chrV-processed-gene-2.35-mRNA-1_1&gene=genemark-chrV-processed-gene-2.35&CDS=1-2598
1342	OG0001342	YER046W	augustus_masked-chrV-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.63&CDS=1-429
1343	OG0001343	YER047C	augustus_masked-chrV-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.82&CDS=1-2703
1344	OG0001344	YER048C	augustus_masked-chrV-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.83&CDS=1-1173
1345	OG0001345	YER048W-A	augustus_masked-chrV-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.64&CDS=1-282
1346	OG0001346	YER049W	augustus_masked-chrV-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.65&CDS=1-1929
1347	OG0001347	YER050C	augustus_masked-chrV-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.84&CDS=1-450
1348	OG0001348	YER051W	augustus_masked-chrV-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.66&CDS=1-1497
1349	OG0001349	YER052C	augustus_masked-chrV-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.85&CDS=1-1575
1350	OG0001350	YER053C	augustus_masked-chrV-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.86&CDS=1-900
1351	OG0001351	YER054C	augustus_masked-chrV-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.87&CDS=1-1656
1352	OG0001352	YER055C	augustus_masked-chrV-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.88&CDS=1-891
1353	OG0001353	YER056C	augustus_masked-chrV-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.89&CDS=1-1599
1354	OG0001354	YER057C	augustus_masked-chrV-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.91&CDS=1-387
1355	OG0001355	YER058W	augustus_masked-chrV-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.67&CDS=1-321
1356	OG0001356	YER059W	augustus_masked-chrV-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.68&CDS=1-1275
1357	OG0001357	YER063W	augustus_masked-chrV-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.71&CDS=1-636
1358	OG0001358	YER064C	augustus_masked-chrV-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.93&CDS=1-1539
1359	OG0001359	YER065C	augustus_masked-chrV-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-2.94&CDS=1-1668
1360	OG0001360	YER067W	augustus_masked-chrV-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.95&CDS=1-483
1361	OG0001361	YER068W	augustus_masked-chrV-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.96&CDS=1-1764
1362	OG0001362	YER069W	augustus_masked-chrV-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.97&CDS=1-2589
1363	OG0001363	YER071C	augustus_masked-chrV-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.117&CDS=1-378
1364	OG0001364	YER072W	augustus_masked-chrV-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.99&CDS=1-387
1365	OG0001365	YER075C	augustus_masked-chrV-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.118&CDS=1-2553
1366	OG0001366	YER076C	genemark-chrIII-processed-gene-0.39-mRNA-1_1&gene=genemark-chrIII-processed-gene-0.39&CDS=1-885
1367	OG0001367	YER078C	snap_masked-chrV-processed-gene-3.26-mRNA-1_1&gene=snap_masked-chrV-processed-gene-3.26&CDS=1-3342
1368	OG0001368	YER079W	augustus_masked-chrV-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.102&CDS=1-636
1369	OG0001369	YER080W	augustus_masked-chrV-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.103&CDS=1-1881
1370	OG0001370	YER082C	augustus_masked-chrV-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.120&CDS=1-3057
1371	OG0001371	YER084W	snap_masked-chrV-processed-gene-3.11-mRNA-1_1&gene=snap_masked-chrV-processed-gene-3.11&CDS=1-192
1372	OG0001372	YER086W	augustus_masked-chrV-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.105&CDS=1-3510
1373	OG0001373	YER087C-B	augustus_masked-chrV-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.121&CDS=1-246
1374	OG0001374	YER090W	augustus_masked-chrV-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.106&CDS=1-1521
1375	OG0001375	YER091C	augustus_masked-chrV-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.123&CDS=1-2301
1376	OG0001376	YER092W	augustus_masked-chrV-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.107&CDS=1-372
1377	OG0001377	YER093C	genemark-chrV-processed-gene-3.85-mRNA-1_1&gene=genemark-chrV-processed-gene-3.85&CDS=1-4674
1378	OG0001378	YER094C	augustus_masked-chrV-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.125&CDS=1-615
1379	OG0001379	YER095W	augustus_masked-chrV-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.108&CDS=1-1191
1380	OG0001380	YER096W	augustus_masked-chrV-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.109&CDS=1-1596
1381	OG0001381	YER100W	augustus_masked-chrV-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.111&CDS=1-750
1382	OG0001382	YER104W	augustus_masked-chrV-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.114&CDS=1-627
1383	OG0001383	YER106W	augustus_masked-chrV-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.115&CDS=1-939
1384	OG0001384	YER107C	snap_masked-chrV-processed-gene-3.39-mRNA-1_1&gene=snap_masked-chrV-processed-gene-3.39&CDS=1-1095
1385	OG0001385	YER109C	snap_masked-chrV-processed-gene-3.40-mRNA-1_1&gene=snap_masked-chrV-processed-gene-3.40&CDS=1-2412
1386	OG0001386	YER110C	augustus_masked-chrV-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.131&CDS=1-3339
1387	OG0001387	YER111C	augustus_masked-chrV-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.132&CDS=1-3354
1388	OG0001388	YER112W	augustus_masked-chrV-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.116&CDS=1-558
1389	OG0001389	YER113C	snap_masked-chrV-processed-gene-4.1-mRNA-1_1&gene=snap_masked-chrV-processed-gene-4.1&CDS=1-2112
1390	OG0001390	YER114C	snap_masked-chrV-processed-gene-4.2-mRNA-1_1&gene=snap_masked-chrV-processed-gene-4.2&CDS=1-3114
1391	OG0001391	YER115C	snap_masked-chrV-processed-gene-4.3-mRNA-1_1&gene=snap_masked-chrV-processed-gene-4.3&CDS=1-573
1392	OG0001392	YER116C	snap_masked-chrV-processed-gene-4.4-mRNA-1_1&gene=snap_masked-chrV-processed-gene-4.4&CDS=1-810
1393	OG0001393	YER118C	augustus_masked-chrV-processed-gene-4.184-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.184&CDS=1-1104
1394	OG0001394	YER119C	augustus_masked-chrV-processed-gene-4.220-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.220&CDS=1-1353
1395	OG0001395	YER120W	augustus_masked-chrV-processed-gene-4.185-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.185&CDS=1-732
