	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_rouxii
370	OG0000370	YBL080C	genemark-Zyro0B-processed-gene-3.6-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-3.6&CDS=1-1494
371	OG0000371	YBL081W	augustus_masked-Zyro0B-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.74&CDS=1-999
372	OG0000372	YBL082C	genemark-Zyro0B-processed-gene-3.27-mRNA-1_1&gene=genemark-Zyro0B-processed-gene-3.27&CDS=1-870
373	OG0000373	YBL084C	augustus_masked-Zyro0B-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.61&CDS=1-2130
374	OG0000374	YBL086C	augustus_masked-Zyro0B-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.62&CDS=1-1383
375	OG0000375	YBL088C	snap_masked-Zyro0B-processed-gene-3.109-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-3.109&CDS=1-7926
376	OG0000376	YBL090W	augustus_masked-Zyro0B-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.84&CDS=1-501
377	OG0000377	YBL091C	augustus_masked-Zyro0B-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.65&CDS=1-1911
378	OG0000378	YBL092W	augustus_masked-Zyro0B-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.85&CDS=1-393
379	OG0000379	YBL093C	augustus_masked-Zyro0E-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.105&CDS=1-606
380	OG0000380	YBL095W	augustus_masked-Zyro0E-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.82&CDS=1-690
381	OG0000381	YBL098W	maker-Zyro0F-augustus-gene-10.83-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-10.83&CDS=1-3516
382	OG0000382	YBL099W	maker-Zyro0F-augustus-gene-10.84-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-10.84&CDS=1-2691
383	OG0000383	YBL101C	augustus_masked-Zyro0F-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.18&CDS=1-3441
384	OG0000384	YBL102W	augustus_masked-Zyro0F-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.37&CDS=1-636
385	OG0000385	YBL103C	augustus_masked-Zyro0F-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.19&CDS=1-1356
386	OG0000386	YBL104C	augustus_masked-Zyro0F-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-11.57&CDS=1-5457
387	OG0000387	YBL107C	augustus_masked-Zyro0F-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-11.59&CDS=1-597
388	OG0000388	YBR002C	genemark-Zyro0A-processed-gene-3.94-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-3.94&CDS=1-855
389	OG0000389	YBR003W	augustus_masked-Zyro0A-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.25&CDS=1-1404
390	OG0000390	YBR004C	augustus_masked-Zyro0A-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.45&CDS=1-1278
391	OG0000391	YBR006W	augustus_masked-Zyro0A-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.27&CDS=1-1482
392	OG0000392	YBR007C	augustus_masked-Zyro0A-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.47&CDS=1-2232
393	OG0000393	YBR011C	augustus_masked-Zyro0A-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.68&CDS=1-861
394	OG0000394	YBR017C	augustus_masked-Zyro0A-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.97&CDS=1-2736
395	OG0000395	YBR018C	augustus_masked-Zyro0A-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.16&CDS=1-1101
396	OG0000396	YBR019C	augustus_masked-Zyro0A-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.15&CDS=1-2010
397	OG0000397	YBR022W	augustus_masked-Zyro0A-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.34&CDS=1-543
398	OG0000398	YBR023C	snap_masked-Zyro0A-processed-gene-3.115-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-3.115&CDS=1-3525
399	OG0000399	YBR026C	augustus_masked-Zyro0A-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.11&CDS=1-1113
400	OG0000400	YBR029C	maker-Zyro0A-augustus-gene-3.98-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-3.98&CDS=1-2661
401	OG0000401	YBR030W	augustus_masked-Zyro0A-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.30&CDS=1-1554
402	OG0000402	YBR034C	maker-Zyro0A-augustus-gene-3.97-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-3.97&CDS=1-1632
403	OG0000403	YBR035C	genemark-Zyro0A-processed-gene-3.51-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-3.51&CDS=1-684
404	OG0000404	YBR036C	augustus_masked-Zyro0A-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.31&CDS=1-1152
405	OG0000405	YBR037C	augustus_masked-Zyro0A-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.32&CDS=1-900
406	OG0000406	YBR038W	augustus_masked-Zyro0A-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.13&CDS=1-2856
407	OG0000407	YBR039W	augustus_masked-Zyro0A-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.6&CDS=1-903
408	OG0000408	YBR040W	genemark-Zyro0A-processed-gene-3.53-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-3.53&CDS=1-894
409	OG0000409	YBR041W	augustus_masked-Zyro0A-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.4&CDS=1-2013
410	OG0000410	YBR042C	augustus_masked-Zyro0A-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.85&CDS=1-1200
411	OG0000411	YBR044C	augustus_masked-Zyro0A-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.82&CDS=1-1707
412	OG0000412	YBR046C	genemark-Zyro0A-processed-gene-2.128-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-2.128&CDS=1-1002
413	OG0000413	YBR047W	augustus_masked-Zyro0A-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.100&CDS=1-546
414	OG0000414	YBR049C	augustus_masked-Zyro0A-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.77&CDS=1-2004
415	OG0000415	YBR053C	snap_masked-Zyro0A-processed-gene-2.46-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-2.46&CDS=1-975
416	OG0000416	YBR056W	genemark-Zyro0F-processed-gene-1.76-mRNA-1_1&gene=genemark-Zyro0F-processed-gene-1.76&CDS=1-1494
417	OG0000417	YBR057C	augustus_masked-Zyro0F-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.10&CDS=1-1122
418	OG0000418	YBR058C	augustus_masked-Zyro0F-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.9&CDS=1-2328
419	OG0000419	YBR058C-A	snap_masked-Zyro0E-processed-gene-5.120-mRNA-1_1&gene=snap_masked-Zyro0E-processed-gene-5.120&CDS=1-231
420	OG0000420	YBR060C	augustus_masked-Zyro0E-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-5.74&CDS=1-1809
421	OG0000421	YBR062C	augustus_masked-Zyro0E-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-5.76&CDS=1-516
422	OG0000422	YBR065C	augustus_masked-Zyro0C-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.101&CDS=1-1194
423	OG0000423	YBR070C	augustus_masked-Zyro0G-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.55&CDS=1-705
424	OG0000424	YBR071W	snap_masked-Zyro0G-processed-gene-9.159-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-9.159&CDS=1-729
425	OG0000425	YBR072W	augustus_masked-Zyro0A-processed-gene-10.176-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.176&CDS=1-693
426	OG0000426	YBR073W	augustus_masked-Zyro0G-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.33&CDS=1-2703
427	OG0000427	YBR074W	augustus_masked-Zyro0G-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.89&CDS=1-2850
428	OG0000428	YBR077C	augustus_masked-Zyro0G-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.106&CDS=1-474
429	OG0000429	YBR078W	augustus_masked-Zyro0G-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.94&CDS=1-1305
430	OG0000430	YBR079C	augustus_masked-Zyro0G-processed-gene-10.108-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.108&CDS=1-3036
431	OG0000431	YBR080C	augustus_masked-Zyro0G-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.109&CDS=1-2289
432	OG0000432	YBR081C	augustus_masked-Zyro0G-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.111&CDS=1-3846
433	OG0000433	YBR082C	maker-Zyro0G-augustus-gene-10.0-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-10.0&CDS=1-441
434	OG0000434	YBR083W	augustus_masked-Zyro0G-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.97&CDS=1-1815
435	OG0000435	YBR085C-A	augustus_masked-Zyro0G-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.117&CDS=1-252
436	OG0000436	YBR086C	augustus_masked-Zyro0G-processed-gene-10.118-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.118&CDS=1-5628
437	OG0000437	YBR087W	augustus_masked-Zyro0F-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.13&CDS=1-1056
438	OG0000438	YBR088C	augustus_masked-Zyro0C-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.45&CDS=1-774
439	OG0000439	YBR091C	augustus_masked-Zyro0C-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.47&CDS=1-315
440	OG0000440	YBR094W	augustus_masked-Zyro0C-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.20&CDS=1-2154
441	OG0000441	YBR095C	augustus_masked-Zyro0C-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.48&CDS=1-1053
442	OG0000442	YBR097W	augustus_masked-Zyro0C-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.22&CDS=1-4266
443	OG0000443	YBR098W	augustus_masked-Zyro0C-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.24&CDS=1-1935
444	OG0000444	YBR101C	augustus_masked-Zyro0C-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.49&CDS=1-864
445	OG0000445	YBR102C	augustus_masked-Zyro0C-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.50&CDS=1-2274
446	OG0000446	YBR103W	augustus_masked-Zyro0C-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.25&CDS=1-1512
447	OG0000447	YBR105C	augustus_masked-Zyro0C-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.54&CDS=1-978
448	OG0000448	YBR107C	augustus_masked-Zyro0C-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.55&CDS=1-639
449	OG0000449	YBR108W	augustus_masked-Zyro0C-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.33&CDS=1-1770
450	OG0000450	YBR109C	augustus_masked-Zyro0C-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.56&CDS=1-444
451	OG0000451	YBR110W	augustus_masked-Zyro0C-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.34&CDS=1-1179
452	OG0000452	YBR111C	genemark-Zyro0C-processed-gene-12.113-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-12.113&CDS=1-693
453	OG0000453	YBR111W-A	maker-Zyro0C-augustus-gene-12.170-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-12.170&CDS=1-300
454	OG0000454	YBR112C	maker-Zyro0C-snap-gene-12.8-mRNA-1_1&gene=maker-Zyro0C-snap-gene-12.8&CDS=1-2280
455	OG0000455	YBR114W	augustus_masked-Zyro0C-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-12.37&CDS=1-2277
456	OG0000456	YBR115C	augustus_masked-Zyro0C-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.96&CDS=1-4137
457	OG0000457	YBR119W	snap_masked-Zyro0C-processed-gene-13.13-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-13.13&CDS=1-816
458	OG0000458	YBR120C	augustus_masked-Zyro0C-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.131&CDS=1-471
459	OG0000459	YBR121C	maker-Zyro0C-augustus-gene-13.3-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-13.3&CDS=1-2505
460	OG0000460	YBR123C	augustus_masked-Zyro0C-processed-gene-13.133-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.133&CDS=1-3693
461	OG0000461	YBR126C	augustus_masked-Zyro0C-processed-gene-13.134-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.134&CDS=1-1461
462	OG0000462	YBR127C	augustus_masked-Zyro0C-processed-gene-13.135-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.135&CDS=1-1551
463	OG0000463	YBR128C	snap_masked-Zyro0C-processed-gene-13.54-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-13.54&CDS=1-1086
464	OG0000464	YBR129C	snap_masked-Zyro0C-processed-gene-13.56-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-13.56&CDS=1-1002
465	OG0000465	YBR130C	augustus_masked-Zyro0C-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.139&CDS=1-1446
466	OG0000466	YBR131W	snap_masked-Zyro0C-processed-gene-13.17-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-13.17&CDS=1-1785
467	OG0000467	YBR132C	augustus_masked-Zyro0C-processed-gene-13.141-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.141&CDS=1-1734
468	OG0000468	YBR133C	augustus_masked-Zyro0C-processed-gene-13.142-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.142&CDS=1-2604
469	OG0000469	YBR136W	maker-Zyro0C-augustus-gene-13.0-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-13.0&CDS=1-7293
470	OG0000470	YBR137W	augustus_masked-Zyro0B-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.80&CDS=1-552
471	OG0000471	YBR138C	augustus_masked-Zyro0B-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.99&CDS=1-1368
472	OG0000472	YBR141C	augustus_masked-Zyro0B-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.104&CDS=1-966
473	OG0000473	YBR142W	augustus_masked-Zyro0B-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.84&CDS=1-2223
474	OG0000474	YBR143C	augustus_masked-Zyro0B-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.105&CDS=1-1320
475	OG0000475	YBR146W	maker-Zyro0B-snap-gene-4.2-mRNA-1_1&gene=maker-Zyro0B-snap-gene-4.2&CDS=1-870
476	OG0000476	YBR149W	maker-Zyro0B-augustus-gene-5.1-mRNA-1_1&gene=maker-Zyro0B-augustus-gene-5.1&CDS=1-1893
477	OG0000477	YBR152W	snap_masked-Zyro0B-processed-gene-4.172-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-4.172&CDS=1-591
478	OG0000478	YBR153W	snap_masked-Zyro0B-processed-gene-4.171-mRNA-1_1&gene=snap_masked-Zyro0B-processed-gene-4.171&CDS=1-693
479	OG0000479	YBR154C	augustus_masked-Zyro0B-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.88&CDS=1-645
480	OG0000480	YBR155W	augustus_masked-Zyro0F-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.46&CDS=1-1137
481	OG0000481	YBR156C	augustus_masked-Zyro0F-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.48&CDS=1-1695
482	OG0000482	YBR157C	snap_masked-Zyro0F-processed-gene-7.95-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-7.95&CDS=1-555
483	OG0000483	YBR158W	augustus_masked-Zyro0F-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.47&CDS=1-1605
484	OG0000484	YBR160W	maker-Zyro0F-augustus-gene-7.88-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-7.88&CDS=1-1914
485	OG0000485	YBR162C	augustus_masked-Zyro0F-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.68&CDS=1-1485
486	OG0000486	YBR162W-A	snap_masked-Zyro0F-processed-gene-7.100-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-7.100&CDS=1-195
487	OG0000487	YBR163W	snap_masked-Zyro0F-processed-gene-7.103-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-7.103&CDS=1-1629
488	OG0000488	YBR164C	augustus_masked-Zyro0A-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.39&CDS=1-549
489	OG0000489	YBR165W	augustus_masked-Zyro0A-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.16&CDS=1-702
490	OG0000490	YBR166C	augustus_masked-Zyro0A-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.40&CDS=1-1320
491	OG0000491	YBR167C	augustus_masked-Zyro0A-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.41&CDS=1-366
492	OG0000492	YBR168W	augustus_masked-Zyro0A-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-8.18&CDS=1-942
493	OG0000493	YBR170C	augustus_masked-Zyro0F-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.19&CDS=1-1716
494	OG0000494	YBR171W	augustus_masked-Zyro0F-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.41&CDS=1-612
495	OG0000495	YBR173C	augustus_masked-Zyro0F-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.17&CDS=1-438
496	OG0000496	YBR175W	augustus_masked-Zyro0F-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.40&CDS=1-957
497	OG0000497	YBR179C	augustus_masked-Zyro0F-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.13&CDS=1-2538
498	OG0000498	YBR182C	augustus_masked-Zyro0A-processed-gene-10.155-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.155&CDS=1-1410
499	OG0000499	YBR185C	augustus_masked-Zyro0A-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.153&CDS=1-819
500	OG0000500	YBR186W	maker-Zyro0A-augustus-gene-10.7-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-10.7&CDS=1-2511
501	OG0000501	YBR192W	augustus_masked-Zyro0A-processed-gene-10.168-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.168&CDS=1-1158
502	OG0000502	YBR193C	augustus_masked-Zyro0A-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.149&CDS=1-651
503	OG0000503	YBR194W	snap_masked-Zyro0A-processed-gene-10.50-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-10.50&CDS=1-216
504	OG0000504	YBR195C	maker-Zyro0A-augustus-gene-10.2-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-10.2&CDS=1-1863
505	OG0000505	YBR196C	augustus_masked-Zyro0A-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.147&CDS=1-1665
506	OG0000506	YBR198C	genemark-Zyro0A-processed-gene-10.87-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-10.87&CDS=1-2472
507	OG0000507	YBR200W	augustus_masked-Zyro0D-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-3.12&CDS=1-5475
508	OG0000508	YBR201W	augustus_masked-Zyro0D-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-3.14&CDS=1-630
509	OG0000509	YBR202W	maker-Zyro0F-augustus-gene-7.90-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-7.90&CDS=1-4242
510	OG0000510	YBR203W	snap_masked-Zyro0F-processed-gene-7.122-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-7.122&CDS=1-1800
511	OG0000511	YBR204C	augustus_masked-Zyro0F-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.57&CDS=1-1047
512	OG0000512	YBR208C	augustus_masked-Zyro0F-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.56&CDS=1-5499
513	OG0000513	YBR211C	snap_masked-Zyro0C-processed-gene-4.109-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-4.109&CDS=1-930
514	OG0000514	YBR212W	augustus_masked-Zyro0C-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.51&CDS=1-2148
515	OG0000515	YBR213W	augustus_masked-Zyro0C-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.50&CDS=1-771
516	OG0000516	YBR215W	augustus_masked-Zyro0C-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-3.51&CDS=1-1890
517	OG0000517	YBR217W	maker-Zyro0C-augustus-gene-3.163-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-3.163&CDS=1-1344
518	OG0000518	YBR220C	augustus_masked-Zyro0A-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-7.110&CDS=1-1665
519	OG0000519	YBR221C	augustus_masked-Zyro0A-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-7.109&CDS=1-1083
520	OG0000520	YBR222C	augustus_masked-Zyro0E-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.77&CDS=1-1605
521	OG0000521	YBR223C	augustus_masked-Zyro0E-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.76&CDS=1-1539
522	OG0000522	YBR225W	augustus_masked-Zyro0E-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.95&CDS=1-2433
523	OG0000523	YBR227C	augustus_masked-Zyro0E-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.75&CDS=1-1512
524	OG0000524	YBR228W	augustus_masked-Zyro0E-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.94&CDS=1-897
525	OG0000525	YBR229C	maker-Zyro0E-snap-gene-1.161-mRNA-1_1&gene=maker-Zyro0E-snap-gene-1.161&CDS=1-5493
526	OG0000526	YBR230C	augustus_masked-Zyro0E-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.71&CDS=1-453
527	OG0000527	YBR231C	augustus_masked-Zyro0C-processed-gene-11.40-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.40&CDS=1-873
528	OG0000528	YBR233W	augustus_masked-Zyro0C-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.18&CDS=1-1260
529	OG0000529	YBR233W-A	augustus_masked-Zyro0C-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.20&CDS=1-252
530	OG0000530	YBR234C	augustus_masked-Zyro0C-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.42&CDS=1-1128
531	OG0000531	YBR235W	augustus_masked-Zyro0G-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.2&CDS=1-3285
532	OG0000532	YBR236C	augustus_masked-Zyro0G-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.14&CDS=1-1278
533	OG0000533	YBR237W	augustus_masked-Zyro0G-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.3&CDS=1-2493
534	OG0000534	YBR238C	maker-Zyro0G-augustus-gene-12.74-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-12.74&CDS=1-2541
535	OG0000535	YBR239C	augustus_masked-Zyro0G-processed-gene-17.149-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.149&CDS=1-1536
536	OG0000536	YBR240C	augustus_masked-Zyro0G-processed-gene-17.150-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.150&CDS=1-1011
537	OG0000537	YBR241C	augustus_masked-Zyro0G-processed-gene-17.151-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.151&CDS=1-1464
538	OG0000538	YBR243C	augustus_masked-Zyro0G-processed-gene-17.152-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.152&CDS=1-1344
539	OG0000539	YBR246W	augustus_masked-Zyro0G-processed-gene-17.117-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.117&CDS=1-1077
540	OG0000540	YBR247C	augustus_masked-Zyro0G-processed-gene-17.156-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.156&CDS=1-1422
