	OrthologID	Priceomyces_haplophilus	Saccharomyces_cerevisiae
279	OG0000279	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-6.15&CDS=1-1653	YIR031C, YNL117W
280	OG0000280	-processed-gene-6.21-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-6.21&CDS=1-399	YHL001W, YKL006W
281	OG0000281	-processed-gene-6.44-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-6.44&CDS=1-1557	YCL048W, YDR522C
282	OG0000282	-processed-gene-8.98-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-8.98&CDS=1-2028	YBR216C, YGL060W
283	OG0000283	-processed-gene-8.120-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-8.120&CDS=1-2757, -snap-gene-18.123-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-18.123&CDS=1-2268	YPR022C
284	OG0000284	-processed-gene-8.105-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-8.105&CDS=1-1674	YEL041W, YJR049C
285	OG0000285	-snap-gene-9.88-mRNA-1_1&gene=maker-gi|1002316134|dbj|BCIF01000006.1|-snap-gene-9.88&CDS=1-2010	YJL083W, YKR019C
286	OG0000286	-processed-gene-15.39-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-15.39&CDS=1-1266, -processed-gene-9.181-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.181&CDS=1-1389	YHR135C
287	OG0000287	-processed-gene-6.134-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-6.134&CDS=1-1518, -processed-gene-9.57-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.57&CDS=1-1473	YBR006W
288	OG0000288	-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.112&CDS=1-1191, -snap-gene-2.43-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-2.43&CDS=1-1017	YFR032C
289	OG0000289	-processed-gene-9.218-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.218&CDS=1-903	YBR183W, YPL087W
290	OG0000290	-processed-gene-4.133-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-4.133&CDS=1-1140, -processed-gene-9.260-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.260&CDS=1-1194	YOR084W
291	OG0000291	-processed-gene-0.64-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-0.64&CDS=1-1614, -processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.72&CDS=1-1581	YLL055W
292	OG0000292	-snap-gene-0.101-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-0.101&CDS=1-2631	YDR251W, YPL032C
293	OG0000293	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.25&CDS=1-4797, -processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-1.37&CDS=1-3942	YNL101W
294	OG0000294	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.67&CDS=1-921, -snap-gene-4.43-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-4.43&CDS=1-2220	YGR086C
295	OG0000295	-augustus-gene-0.51-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-0.51&CDS=1-525	YGR085C, YPR102C
296	OG0000296	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.43&CDS=1-2748, -processed-gene-10.170-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.170&CDS=1-3003	YKR028W
297	OG0000297	-processed-gene-1.19-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.19&CDS=1-3045	YJR091C, YPR042C
298	OG0000298	-processed-gene-1.126-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-1.126&CDS=1-324	YJR094W-A, YPR043W
299	OG0000299	-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.63&CDS=1-1539	YHR133C, YNL156C
300	OG0000300	-augustus-gene-2.95-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-2.95&CDS=1-1062	YHR132W-A, YNL157W
301	OG0000301	-processed-gene-2.139-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.139&CDS=1-1491	YGR197C, YJR015W
302	OG0000302	-processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.61&CDS=1-1806	YER059W, YIL050W
303	OG0000303	-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.130&CDS=1-3402	YER056C-A, YIL052C
304	OG0000304	-processed-gene-3.98-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.98&CDS=1-1416	YJL134W, YKR053C
305	OG0000305	-processed-gene-11.13-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-11.13&CDS=1-1086, -processed-gene-4.155-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.155&CDS=1-1077	YNL231C
306	OG0000306	-processed-gene-4.134-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.134&CDS=1-387	YBL002W, YDR224C
307	OG0000307	-processed-gene-4.144-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.144&CDS=1-1416, -snap-gene-2.0-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-2.0&CDS=1-2931	YDL020C
308	OG0000308	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.53&CDS=1-1356	YPR013C, YPR015C
309	OG0000309	-processed-gene-5.102-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.102&CDS=1-921	YJL158C, YJL160C
310	OG0000310	-processed-gene-5.131-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.131&CDS=1-855	YMR183C, YPL232W
311	OG0000311	-processed-gene-5.92-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.92&CDS=1-1140	YEL006W, YIL006W
312	OG0000312	-processed-gene-6.8-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.8&CDS=1-495	YDR418W, YEL054C
313	OG0000313	-processed-gene-6.116-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.116&CDS=1-4098, -processed-gene-6.150-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.150&CDS=1-1632	YKL103C
314	OG0000314	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.20&CDS=1-1506	YGR121C, YPR138C
315	OG0000315	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.73&CDS=1-2247, -processed-gene-6.31-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.31&CDS=1-2001	YPR159W
316	OG0000316	-processed-gene-6.51-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.51&CDS=1-501	YGR131W, YPR149W
317	OG0000317	-processed-gene-6.54-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.54&CDS=1-1983	YDL138W, YDL194W
318	OG0000318	-processed-gene-6.35-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.35&CDS=1-543	YDL137W, YDL192W
319	OG0000319	-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.90&CDS=1-360	YDL136W, YDL191W
320	OG0000320	-processed-gene-7.99-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.99&CDS=1-834	YGR136W, YPR154W
321	OG0000321	-snap-gene-7.3-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-snap-gene-7.3&CDS=1-786	YGR214W, YLR048W
322	OG0000322	-processed-gene-7.82-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.82&CDS=1-1797	YGR138C, YPR156C
323	OG0000323	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.54&CDS=1-1005	YBR147W, YOL092W
324	OG0000324	-processed-gene-8.89-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.89&CDS=1-1134	YDL175C, YIL079C
325	OG0000325	-processed-gene-8.83-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.83&CDS=1-723	YBR005W, YDR003W
326	OG0000326	-processed-gene-8.101-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-8.101&CDS=1-1509	YLR260W, YOR171C
327	OG0000327	-augustus-gene-5.51-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-5.51&CDS=1-4209, -processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.1&CDS=1-1878	YEL061C
328	OG0000328	-processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.5&CDS=1-3189	YBL101C, YPR030W
329	OG0000329	-processed-gene-4.111-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-4.111&CDS=1-594, -processed-gene-9.35-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.35&CDS=1-1668	YNL027W
330	OG0000330	-processed-gene-9.25-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.25&CDS=1-1062	YIL135C, YNL074C
331	OG0000331	-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.4&CDS=1-1680	YIL085C, YNL029C
332	OG0000332	-processed-gene-10.86-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.86&CDS=1-1131	YER027C, YGL208W
333	OG0000333	-augustus-gene-10.158-mRNA-1_1&gene=maker-gi|1002316135|dbj|BCIF01000005.1|-augustus-gene-10.158&CDS=1-1788	YNL093W, YOR089C
334	OG0000334	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.58&CDS=1-1389, -processed-gene-1.148-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-1.148&CDS=1-1158	YDR072C
335	OG0000335	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-1.23&CDS=1-1935, -processed-gene-15.66-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-15.66&CDS=1-1647	YLR248W
336	OG0000336	-processed-gene-10.213-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.213&CDS=1-909, -processed-gene-2.79-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.79&CDS=1-909	YDL124W
337	OG0000337	-processed-gene-3.51-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.51&CDS=1-1770	YJR130C, YML082W
338	OG0000338	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.81&CDS=1-426	YDL083C, YMR143W
339	OG0000339	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.63&CDS=1-597	YDL082W, YMR142C
340	OG0000340	-processed-gene-3.87-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.87&CDS=1-5082, -processed-gene-4.55-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-4.55&CDS=1-7482	YER166W
341	OG0000341	-snap-gene-4.42-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-4.42&CDS=1-297	YMR194W, YPL249C-A
342	OG0000342	-processed-gene-5.97-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.97&CDS=1-339	YDL075W, YLR406C
343	OG0000343	-processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.18&CDS=1-2838	YKL121W, YMR102C
344	OG0000344	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.49&CDS=1-1731	YHL017W, YKL039W
345	OG0000345	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.50&CDS=1-1509	YDL161W, YLR206W
346	OG0000346	-processed-gene-8.62-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.62&CDS=1-597	YBL072C, YER102W
347	OG0000347	-processed-gene-9.96-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.96&CDS=1-1365	YOR231W, YPL140C
348	OG0000348	-processed-gene-9.99-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.99&CDS=1-321	YOR234C, YPL143W
349	OG0000349	-augustus-gene-9.109-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-9.109&CDS=1-2721	YOR237W, YPL145C
350	OG0000350	-processed-gene-10.156-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.156&CDS=1-2283, -processed-gene-11.77-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.77&CDS=1-2796	YBR276C
351	OG0000351	-processed-gene-10.158-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.158&CDS=1-2169	YCR026C, YEL016C
352	OG0000352	-processed-gene-10.16-mRNA-1_1&gene=genemark-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.16&CDS=1-990	YKR076W, YMR251W
353	OG0000353	-processed-gene-10.177-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.177&CDS=1-990, -processed-gene-3.93-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.93&CDS=1-948	YKL128C
354	OG0000354	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-0.38&CDS=1-1521, -processed-gene-10.179-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.179&CDS=1-1503	YLR004C
355	OG0000355	-processed-gene-10.215-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.215&CDS=1-1785, -processed-gene-6.95-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.95&CDS=1-3102	YCR054C
356	OG0000356	-processed-gene-10.216-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.216&CDS=1-684	YFL061W, YNL335W
357	OG0000357	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-0.53&CDS=1-762	YDR099W, YER177W
358	OG0000358	-processed-gene-1.118-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.118&CDS=1-408	YCR031C, YJL191W
359	OG0000359	-processed-gene-1.119-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.119&CDS=1-390	YJL190C, YLR367W
360	OG0000360	-processed-gene-1.155-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.155&CDS=1-2541, -processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-2.86&CDS=1-2565	YLR241W
361	OG0000361	-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.102&CDS=1-411	YDR447C, YML024W
362	OG0000362	-processed-gene-1.146-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.146&CDS=1-906	YDL127W, YDL179W
363	OG0000363	-processed-gene-1.169-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-1.169&CDS=1-2196	YDR213W, YLR228C
364	OG0000364	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-2.58&CDS=1-558	YBL027W, YBR084C-A
365	OG0000365	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-3.95&CDS=1-645	YDR185C, YLR168C
366	OG0000366	-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-3.125&CDS=1-2628	YDR206W, YLR233C
367	OG0000367	-augustus-gene-3.52-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-augustus-gene-3.52&CDS=1-3018	YDR389W, YOR134W
368	OG0000368	-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-3.142&CDS=1-1656	YCL011C, YNL004W
369	OG0000369	-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-4.144&CDS=1-1818	YDR453C, YML028W
370	OG0000370	-processed-gene-5.9-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-5.9&CDS=1-7809	YBR140C, YOL081W
371	OG0000371	-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-5.79&CDS=1-3063	YFR010W, YMR110C
372	OG0000372	-snap-gene-5.69-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-snap-gene-5.69&CDS=1-786	YHR203C, YJR145C
373	OG0000373	-processed-gene-5.56-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-5.56&CDS=1-2865	YDR409W, YOR156C
374	OG0000374	-processed-gene-6.0-mRNA-1_1&gene=genemark-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-6.0&CDS=1-2658	YMR237W, YOR299W
375	OG0000375	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-6.124&CDS=1-2919	YKL072W, YMR053C
376	OG0000376	-augustus-gene-6.91-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-augustus-gene-6.91&CDS=1-3312	YBR021W, YIR028W
377	OG0000377	-processed-gene-7.67-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-7.67&CDS=1-3219	YBL106C, YPR032W
378	OG0000378	-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-7.99&CDS=1-3231	YGR070W, YLR371W
379	OG0000379	-processed-gene-7.57-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-7.57&CDS=1-1029	YDL048C, YLR375W
380	OG0000380	-processed-gene-11.42-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-11.42&CDS=1-1407, -processed-gene-8.9-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-8.9&CDS=1-1182	YLR286C
381	OG0000381	-processed-gene-11.44-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-11.44&CDS=1-1773, -processed-gene-8.17-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-8.17&CDS=1-2055	YDL170W
382	OG0000382	-processed-gene-9.77-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.77&CDS=1-309	YGR209C, YLR043C
383	OG0000383	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.90&CDS=1-507, -processed-gene-8.77-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-8.77&CDS=1-270, -processed-gene-9.125-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.125&CDS=1-2217	
384	OG0000384	-processed-gene-9.68-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.68&CDS=1-720	YDR098C, YER174C
385	OG0000385	-processed-gene-9.93-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.93&CDS=1-2427	YBR294W, YLR092W
386	OG0000386	-processed-gene-9.97-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.97&CDS=1-2400	YBR033W, YKL038W
387	OG0000387	-processed-gene-9.73-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.73&CDS=1-1395	YDR132C, YLR108C
388	OG0000388	-snap-gene-10.47-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-snap-gene-10.47&CDS=1-360	YMR230W, YOR293W
389	OG0000389	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-10.78&CDS=1-1203	YMR243C, YOR316C
390	OG0000390	-processed-gene-11.7-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-11.7&CDS=1-780	YCR010C, YNR002C
391	OG0000391	-processed-gene-11.160-mRNA-1_1&gene=genemark-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-11.160&CDS=1-969	YBL068W, YER099C
392	OG0000392	-processed-gene-12.104-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-12.104&CDS=1-3876	YDR122W, YLR096W
393	OG0000393	-processed-gene-12.105-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-12.105&CDS=1-273	YBR089C-A, YPR052C
394	OG0000394	-processed-gene-12.114-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-12.114&CDS=1-516	YMR242C, YOR312C
395	OG0000395	-snap-gene-12.53-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-snap-gene-12.53&CDS=1-2385	YDR458C, YML034W
396	OG0000396	-processed-gene-13.116-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-13.116&CDS=1-519	YKL141W, YMR118C
397	OG0000397	-processed-gene-13.98-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-13.98&CDS=1-360	YER131W, YGL189C
398	OG0000398	-processed-gene-0.66-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.66&CDS=1-1089	YBR031W, YDR012W
399	OG0000399	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.80&CDS=1-546	YJL079C, YKR013W
400	OG0000400	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.67&CDS=1-2577	YJL082W, YKR018C
401	OG0000401	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.69&CDS=1-2829	YJL105W, YKR029C
402	OG0000402	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-1.34&CDS=1-360	YFL034C-A, YLR061W
403	OG0000403	-processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-1.37&CDS=1-744	YDL204W, YDR233C
404	OG0000404	-processed-gene-1.178-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-1.178&CDS=1-1068	YBR189W, YPL081W
405	OG0000405	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-1.18&CDS=1-2127	YBL067C, YER098W
406	OG0000406	-processed-gene-2.89-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-2.89&CDS=1-1872	YDR263C, YOR033C
407	OG0000407	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-2.125&CDS=1-1407, -processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.83&CDS=1-1212	YAL040C
408	OG0000408	-processed-gene-2.100-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-2.100&CDS=1-1326	YHR001W, YKR003W
409	OG0000409	-processed-gene-3.53-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.53&CDS=1-1872	YNL293W, YOL112W
410	OG0000410	-processed-gene-4.91-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.91&CDS=1-1893	YBR238C, YGL107C
411	OG0000411	-processed-gene-4.117-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.117&CDS=1-3444	YAL017W, YOL045W
