	OrthologID	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
585	OG0000585	augustus_masked-CP014242.1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.1&CDS=1-1815	YMR106C
586	OG0000586	augustus_masked-CP014242.1-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.2&CDS=1-1707	YMR105C
587	OG0000587	genemark-CP014242.1-processed-gene-7.119-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.119&CDS=1-2184	YKL126W
588	OG0000588	genemark-CP014242.1-processed-gene-7.122-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.122&CDS=1-1824	YKL125W
589	OG0000589	augustus_masked-CP014242.1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.6&CDS=1-1779	YKL124W
590	OG0000590	augustus_masked-CP014242.1-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.22&CDS=1-426	YKL122C
591	OG0000591	augustus_masked-CP014242.1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.8&CDS=1-963	YKL120W
592	OG0000592	augustus_masked-CP014242.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.9&CDS=1-1137	YMR101C
593	OG0000593	augustus_masked-CP014242.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.23&CDS=1-654	YKL119C
594	OG0000594	snap_masked-CP014242.1-processed-gene-7.65-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-7.65&CDS=1-3015	YGR110W
595	OG0000595	augustus_masked-CP014242.1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.24&CDS=1-2088	YOR317W
596	OG0000596	augustus_masked-CP014242.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.25&CDS=1-1104	YMR234W
597	OG0000597	augustus_masked-CP014242.1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.26&CDS=1-3984	YOR296W
598	OG0000598	genemark-CP014242.1-processed-gene-7.143-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.143&CDS=1-1263	YOR294W
599	OG0000599	snap_masked-CP014242.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-7.86&CDS=1-2082	YMR232W
600	OG0000600	augustus_masked-CP014242.1-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.28&CDS=1-3081	YMR231W
601	OG0000601	augustus_masked-CP014242.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.29&CDS=1-2055	YLR362W
602	OG0000602	snap_masked-CP014242.1-processed-gene-7.89-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-7.89&CDS=1-1206	YLR360W
603	OG0000603	genemark-CP014242.1-processed-gene-7.129-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.129&CDS=1-732	YGR057C
604	OG0000604	maker-CP014242.1-augustus-gene-7.49-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-7.49&CDS=1-3999	YLR359W
605	OG0000605	augustus_masked-CP014242.1-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.32&CDS=1-1776	YKR002W
606	OG0000606	maker-CP014242.1-augustus-gene-7.45-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-7.45&CDS=1-594	YKL001C
607	OG0000607	maker-CP014242.1-augustus-gene-7.50-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-7.50&CDS=1-702	YKL002W
608	OG0000608	augustus_masked-CP014242.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.15&CDS=1-396	YKL003C
609	OG0000609	augustus_masked-CP014242.1-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.34&CDS=1-1266	YKL004W
610	OG0000610	augustus_masked-CP014242.1-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.36&CDS=1-786	YKL007W
611	OG0000611	augustus_masked-CP014242.1-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.37&CDS=1-1383	YHL002W
612	OG0000612	augustus_masked-CP014242.1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.16&CDS=1-1215	YHL003C
613	OG0000613	augustus_masked-CP014242.1-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.38&CDS=1-1182	YHL004W
614	OG0000614	augustus_masked-CP014242.1-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.39&CDS=1-708	YKL009W
615	OG0000615	augustus_masked-CP014242.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.17&CDS=1-4365	YKL010C
616	OG0000616	genemark-CP014242.1-processed-gene-7.159-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.159&CDS=1-1704	YKL089W
617	OG0000617	snap_masked-CP014242.1-processed-gene-7.103-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-7.103&CDS=1-1371	YKL090W
618	OG0000618	augustus_masked-CP014242.1-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.19&CDS=1-1536	YDR110W
619	OG0000619	augustus_masked-CP014242.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.41&CDS=1-1560	YLR089C
620	OG0000620	augustus_masked-CP014242.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.20&CDS=1-1314	YLR090W
621	OG0000621	augustus_masked-CP014242.1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.42&CDS=1-909	YDR113C
622	OG0000622	augustus_masked-CP014242.1-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-7.21&CDS=1-462	YLR091W
623	OG0000623	genemark-CP014242.1-processed-gene-7.138-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-7.138&CDS=1-333	YDR115W
624	OG0000624	maker-CP014242.1-augustus-gene-7.52-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-7.52&CDS=1-2511	YDR117C
625	OG0000625	augustus_masked-CP014242.1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.43&CDS=1-1650	YDR120C
626	OG0000626	augustus_masked-CP014242.1-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.42&CDS=1-492	YDR121W
627	OG0000627	genemark-CP014242.1-processed-gene-8.80-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-8.80&CDS=1-693	YLR093C
628	OG0000628	snap_masked-CP014242.1-processed-gene-8.19-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.19&CDS=1-3129	YLR094C
629	OG0000629	snap_masked-CP014242.1-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.20&CDS=1-2142	YLR095C
630	OG0000630	snap_masked-CP014242.1-processed-gene-8.21-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.21&CDS=1-834	YDR123C
631	OG0000631	snap_masked-CP014242.1-processed-gene-8.7-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.7&CDS=1-1116	YDR124W
632	OG0000632	genemark-CP014242.1-processed-gene-8.98-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-8.98&CDS=1-1869	YLR098C
633	OG0000633	augustus_masked-CP014242.1-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.47&CDS=1-366	YLR099W-A
634	OG0000634	augustus_masked-CP014242.1-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.48&CDS=1-4743	YDR127W
635	OG0000635	augustus_masked-CP014242.1-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.49&CDS=1-4311	YDR128W
636	OG0000636	augustus_masked-CP014242.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.62&CDS=1-1887	YDR129C
637	OG0000637	snap_masked-CP014242.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.24&CDS=1-807	YLR102C
638	OG0000638	augustus_masked-CP014242.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.64&CDS=1-1905	YLR103C
639	OG0000639	augustus_masked-CP014242.1-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.50&CDS=1-384	YLR104W
640	OG0000640	augustus_masked-CP014242.1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.65&CDS=1-1077	YLR105C
641	OG0000641	augustus_masked-CP014242.1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.66&CDS=1-14700	YLR106C
642	OG0000642	augustus_masked-CP014242.1-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.51&CDS=1-1155	YLR107W
643	OG0000643	snap_masked-CP014242.1-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.28&CDS=1-699	YDR130C
644	OG0000644	augustus_masked-CP014242.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.68&CDS=1-1374	YDR132C
645	OG0000645	augustus_masked-CP014242.1-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.52&CDS=1-501	YLR109W
646	OG0000646	augustus_masked-CP014242.1-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.53&CDS=1-1392	YLR113W
647	OG0000647	augustus_masked-CP014242.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.54&CDS=1-1146	YDR153C
648	OG0000648	augustus_masked-CP014242.1-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.71&CDS=1-783	YDR152W
649	OG0000649	augustus_masked-CP014242.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.72&CDS=1-10536	YDR150W
650	OG0000650	snap_masked-CP014242.1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.34&CDS=1-1536	YLR135W
651	OG0000651	augustus_masked-CP014242.1-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.56&CDS=1-1254	YDR148C
652	OG0000652	augustus_masked-CP014242.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-8.74&CDS=1-1662	YLR133W
653	OG0000653	snap_masked-CP014242.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-8.18&CDS=1-810	YLR132C
654	OG0000654	augustus_masked-CP014242.1-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.97&CDS=1-2574	YDR146C
655	OG0000655	augustus_masked-CP014242.1-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.99&CDS=1-2805	YLR129W
656	OG0000656	augustus_masked-CP014242.1-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.100&CDS=1-1614	YDR145W
657	OG0000657	maker-CP014242.1-augustus-gene-9.95-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-9.95&CDS=1-771	YLR128W
658	OG0000658	snap_masked-CP014242.1-processed-gene-9.47-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.47&CDS=1-2082	YLR127C
659	OG0000659	augustus_masked-CP014242.1-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.102&CDS=1-486	YDR155C
660	OG0000660	snap_masked-CP014242.1-processed-gene-9.52-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.52&CDS=1-1809	YDR137W
661	OG0000661	augustus_masked-CP014242.1-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.122&CDS=1-1809	YLR114C
662	OG0000662	snap_masked-CP014242.1-processed-gene-9.53-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.53&CDS=1-2238	YDR138W
663	OG0000663	augustus_masked-CP014242.1-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.105&CDS=1-2409	YLR115W
664	OG0000664	augustus_masked-CP014242.1-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.106&CDS=1-1266	YLR116W
665	OG0000665	augustus_masked-CP014242.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.123&CDS=1-2049	YLR117C
666	OG0000666	augustus_masked-CP014242.1-processed-gene-9.107-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.107&CDS=1-660	YDR140W
667	OG0000667	augustus_masked-CP014242.1-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.124&CDS=1-5043	YDR141C
668	OG0000668	snap_masked-CP014242.1-processed-gene-9.57-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.57&CDS=1-540	YLR119W
669	OG0000669	genemark-CP014242.1-processed-gene-9.30-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.30&CDS=1-1122	YDR142C
670	OG0000670	augustus_masked-CP014242.1-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.126&CDS=1-1839	YDR143C
671	OG0000671	snap_masked-CP014242.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.58&CDS=1-519	YDR156W
672	OG0000672	genemark-CP014242.1-processed-gene-9.13-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.13&CDS=1-1095	YDR158W
673	OG0000673	augustus_masked-CP014242.1-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.111&CDS=1-5004	YDR159W
674	OG0000674	augustus_masked-CP014242.1-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.112&CDS=1-2814	YLR138W
675	OG0000675	augustus_masked-CP014242.1-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.113&CDS=1-1143	YDR161W
676	OG0000676	augustus_masked-CP014242.1-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.128&CDS=1-780	YDR162C
677	OG0000677	snap_masked-CP014242.1-processed-gene-9.63-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.63&CDS=1-552	YDR163W
678	OG0000678	snap_masked-CP014242.1-processed-gene-9.82-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.82&CDS=1-2121	YLR139C
679	OG0000679	snap_masked-CP014242.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.64&CDS=1-1542	YLR141W
680	OG0000680	maker-CP014242.1-augustus-gene-9.93-mRNA-1_1&gene=maker-CP014242.1-augustus-gene-9.93&CDS=1-3369	YLR143W
681	OG0000681	genemark-CP014242.1-processed-gene-9.35-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.35&CDS=1-2136	YDR164C
682	OG0000682	genemark-CP014242.1-processed-gene-9.36-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.36&CDS=1-2355	YLR144C
683	OG0000683	augustus_masked-CP014242.1-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.118&CDS=1-1323	YDR165W
684	OG0000684	augustus_masked-CP014242.1-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.131&CDS=1-2571	YDR166C
685	OG0000685	genemark-CP014242.1-processed-gene-9.38-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.38&CDS=1-306	YLR147C
686	OG0000686	snap_masked-CP014242.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-9.70&CDS=1-2664	YLR148W
687	OG0000687	genemark-CP014242.1-processed-gene-9.24-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-9.24&CDS=1-603	YDR167W
688	OG0000688	augustus_masked-CP014242.1-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.120&CDS=1-1479	YDR168W
689	OG0000689	augustus_masked-CP014242.1-processed-gene-9.132-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.132&CDS=1-2196	YLR149C
690	OG0000690	augustus_masked-CP014242.1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.133&CDS=1-1683	YDR169C
691	OG0000691	augustus_masked-CP014242.1-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.121&CDS=1-774	YLR150W
692	OG0000692	augustus_masked-CP014242.1-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.134&CDS=1-981	YLR151C
693	OG0000693	augustus_masked-CP014242.1-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-9.136&CDS=1-5508	YDR170C
694	OG0000694	augustus_masked-CP014242.1-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-10.3&CDS=1-2046	YDR172W
695	OG0000695	augustus_masked-CP014242.1-processed-gene-10.4-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-10.4&CDS=1-2091	YLR130C
696	OG0000696	augustus_masked-CP014242.1-processed-gene-12.32-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.32&CDS=1-753	YDR174W
697	OG0000697	augustus_masked-CP014242.1-processed-gene-12.43-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.43&CDS=1-921	YDR175C
698	OG0000698	augustus_masked-CP014242.1-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.33&CDS=1-2196	YDR176W
699	OG0000699	augustus_masked-CP014242.1-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.44&CDS=1-1383	YLR163C
700	OG0000700	genemark-CP014242.1-processed-gene-12.22-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-12.22&CDS=1-489	YDR179C
701	OG0000701	snap_masked-CP014242.1-processed-gene-12.54-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-12.54&CDS=1-1281	YDR179W-A
702	OG0000702	genemark-CP014242.1-processed-gene-12.23-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-12.23&CDS=1-852	YLR165C
703	OG0000703	augustus_masked-CP014242.1-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.36&CDS=1-4443	YDR180W
704	OG0000704	snap_masked-CP014242.1-processed-gene-12.66-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-12.66&CDS=1-1254	YDR181C
705	OG0000705	augustus_masked-CP014242.1-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.37&CDS=1-1452	YDR182W
706	OG0000706	augustus_masked-CP014242.1-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.46&CDS=1-2472	YLR166C
707	OG0000707	augustus_masked-CP014242.1-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.38&CDS=1-642	YDR183W
708	OG0000708	genemark-CP014242.1-processed-gene-12.26-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-12.26&CDS=1-1215	YDR184C
709	OG0000709	genemark-CP014242.1-processed-gene-12.27-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-12.27&CDS=1-669	YLR168C
710	OG0000710	snap_masked-CP014242.1-processed-gene-12.70-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-12.70&CDS=1-2064	YDR186C
711	OG0000711	genemark-CP014242.1-processed-gene-12.15-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-12.15&CDS=1-420	YLR245C
712	OG0000712	augustus_masked-CP014242.1-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.39&CDS=1-1113	YLR244C
713	OG0000713	augustus_masked-CP014242.1-processed-gene-12.40-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.40&CDS=1-2550	YPL150W
714	OG0000714	augustus_masked-CP014242.1-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.41&CDS=1-873	YPL149W
715	OG0000715	augustus_masked-CP014242.1-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.50&CDS=1-1644	YOR239W
716	OG0000716	snap_masked-CP014242.1-processed-gene-12.73-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-12.73&CDS=1-603	YPL148C
717	OG0000717	augustus_masked-CP014242.1-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-12.42&CDS=1-2442	YPL147W
718	OG0000718	augustus_masked-CP014242.1-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.59&CDS=1-903	YOR238W
719	OG0000719	augustus_masked-CP014242.1-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.60&CDS=1-1326	YPL146C
720	OG0000720	augustus_masked-CP014242.1-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.83&CDS=1-1338	YPL139C
721	OG0000721	augustus_masked-CP014242.1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.84&CDS=1-1011	YPL138C
722	OG0000722	augustus_masked-CP014242.1-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.63&CDS=1-861	YOR228C
723	OG0000723	augustus_masked-CP014242.1-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.86&CDS=1-1311	YDL007W
724	OG0000724	genemark-CP014242.1-processed-gene-13.9-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-13.9&CDS=1-573	YOL067C
725	OG0000725	genemark-CP014242.1-processed-gene-13.10-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-13.10&CDS=1-1653	YOL068C
726	OG0000726	genemark-CP014242.1-processed-gene-13.11-mRNA-1_1&gene=genemark-CP014242.1-processed-gene-13.11&CDS=1-756	YDL043C
727	OG0000727	augustus_masked-CP014242.1-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.87&CDS=1-1368	YOL069W
728	OG0000728	augustus_masked-CP014242.1-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.66&CDS=1-1821	YOL070C
729	OG0000729	augustus_masked-CP014242.1-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.67&CDS=1-1197	YDL044C
730	OG0000730	augustus_masked-CP014242.1-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.68&CDS=1-933	YDL045C
731	OG0000731	augustus_masked-CP014242.1-processed-gene-13.88-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.88&CDS=1-684	YOL071W
732	OG0000732	augustus_masked-CP014242.1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.89&CDS=1-519	YDL046W
733	OG0000733	augustus_masked-CP014242.1-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.90&CDS=1-927	YDL047W
734	OG0000734	augustus_masked-CP014242.1-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.91&CDS=1-1377	YOL072W
735	OG0000735	augustus_masked-CP014242.1-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.69&CDS=1-1131	YGR072W
736	OG0000736	augustus_masked-CP014242.1-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.71&CDS=1-432	YGR074W
737	OG0000737	snap_masked-CP014242.1-processed-gene-13.159-mRNA-1_1&gene=snap_masked-CP014242.1-processed-gene-13.159&CDS=1-780	YGR075C
738	OG0000738	augustus_masked-CP014242.1-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.93&CDS=1-468	YGR076C
739	OG0000739	augustus_masked-CP014242.1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.94&CDS=1-1677	YGR077C
740	OG0000740	augustus_masked-CP014242.1-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.72&CDS=1-807	YOL073C
741	OG0000741	augustus_masked-CP014242.1-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-CP014242.1-processed-gene-13.95&CDS=1-579	YGR078C
