	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035033_Candida_cretensis
337	OG0000337	YGR217W	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.30&CDS=1-5754, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.79-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.79&CDS=1-6309
338	OG0000338	YGR235C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-2.107&CDS=1-630, snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.22&CDS=1-654
339	OG0000339	YGR238C, YHR158C	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.126&CDS=1-3030
340	OG0000340	YGR241C, YHR161C	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.105&CDS=1-2037
341	OG0000341	YGR243W, YHR162W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.98&CDS=1-393
342	OG0000342	YGR263C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.155-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-2.155&CDS=1-1050, maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-8.168-mRNA-1_1&gene=maker-NODE_2_length_1610937_cov_29.4059_ID_3-snap-gene-8.168&CDS=1-2382
343	OG0000343	YHL001W, YKL006W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.32&CDS=1-399
344	OG0000344	YHL003C, YKL008C	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-6.73-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-6.73&CDS=1-1113
345	OG0000345	YHL017W, YKL039W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-3.17&CDS=1-1707
346	OG0000346	YHR008C	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.133&CDS=1-672, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.77-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.77&CDS=1-672
347	OG0000347	YHR021C, YKL156W	snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.21&CDS=1-246
348	OG0000348	YHR032W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.44&CDS=1-1617, maker-NODE_11_length_431558_cov_36.2547_ID_21-augustus-gene-3.194-mRNA-1_1&gene=maker-NODE_11_length_431558_cov_36.2547_ID_21-augustus-gene-3.194&CDS=1-2514
349	OG0000349	YHR043C, YHR044C	snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.40&CDS=1-729
350	OG0000350	YHR115C, YNL116W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.43-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.43&CDS=1-1461
351	OG0000351	YHR117W, YNL121C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.30&CDS=1-1779
352	OG0000352	YHR123W, YNL130C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.6&CDS=1-1179
353	OG0000353	YHR131C, YNL144C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.40-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.40&CDS=1-2028
354	OG0000354	YHR132W-A, YNL157W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.277-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.277&CDS=1-366
355	OG0000355	YHR133C, YNL156C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.233-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-13.233&CDS=1-936
356	OG0000356	YHR137W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-11.79-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-11.79&CDS=1-1518, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.25&CDS=1-1488
357	OG0000357	YHR141C, YNL162W	snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.87&CDS=1-990
358	OG0000358	YHR146W, YNL173C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-3.102-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-3.102&CDS=1-1416
359	OG0000359	YHR155W, YNL257C	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-2.61&CDS=1-4929
360	OG0000360	YHR198C, YHR199C	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-1.84&CDS=1-3000
361	OG0000361	YHR203C, YJR145C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-4.6-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-4.6&CDS=1-2196
362	OG0000362	YIL105C, YNL047C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.59-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-11.59&CDS=1-2367
363	OG0000363	YIL111W, YNL052W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.19&CDS=1-471
364	OG0000364	YIL113W, YNL053W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-1.21&CDS=1-1329
365	OG0000365	YIL135C, YNL074C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.53-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.53&CDS=1-1164
366	OG0000366	YIL149C, YKR095W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.106&CDS=1-5451
367	OG0000367	YIL151C, YKR096W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.92&CDS=1-3792
368	OG0000368	YIR031C, YNL117W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.41&CDS=1-1653
369	OG0000369	YIR033W, YKL020C	maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-1.147-mRNA-1_1&gene=maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-1.147&CDS=1-4011
370	OG0000370	YIR035C, YIR036C	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.52&CDS=1-738
371	OG0000371	YIR038C	augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.105&CDS=1-1491, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.121-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-15.121&CDS=1-711
372	OG0000372	YJL039C	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-0.71&CDS=1-1539, genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.56-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.56&CDS=1-7164
373	OG0000373	YJL079C, YKR013W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.83&CDS=1-723
374	OG0000374	YJL082W, YKR018C	snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.123&CDS=1-2598
375	OG0000375	YJL083W, YKR019C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.57&CDS=1-2085
376	OG0000376	YJL098W, YKR028W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.80&CDS=1-2679
377	OG0000377	YJL105W, YKR029C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.57&CDS=1-3363
378	OG0000378	YJL133W, YKR052C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.40-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.40&CDS=1-963
379	OG0000379	YJL134W, YKR053C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.80&CDS=1-1383
380	OG0000380	YJL158C, YJL160C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.146&CDS=1-930
381	OG0000381	YJL177W, YKL180W	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.114-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.114&CDS=1-555
382	OG0000382	YJL190C, YLR367W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.83-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-13.83&CDS=1-390
383	OG0000383	YJR054W, YML047C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.128&CDS=1-1794
384	OG0000384	YJR059W, YKL198C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.74-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-10.74&CDS=1-2235
385	OG0000385	YJR094W-A, YPR043W	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-9.13&CDS=1-303
386	OG0000386	YJR117W	maker-NODE_11_length_431558_cov_36.2547_ID_21-snap-gene-1.59-mRNA-1_1&gene=maker-NODE_11_length_431558_cov_36.2547_ID_21-snap-gene-1.59&CDS=1-1530, snap_masked-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.145&CDS=1-1371
387	OG0000387	YJR130C, YML082W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.60&CDS=1-1761
388	OG0000388	YKL043W	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-0.78&CDS=1-783, snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-5.13&CDS=1-1527
389	OG0000389	YKL050C, YMR031C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.57-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-8.57&CDS=1-2265
390	OG0000390	YKL065C, YMR040W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.28&CDS=1-567
391	OG0000391	YKL068W, YMR047C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.82&CDS=1-3150
392	OG0000392	YKL072W, YMR053C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.124&CDS=1-3000
393	OG0000393	YKL091C, YMR079W	maker-NODE_5_length_709222_cov_30.1164_ID_9-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_5_length_709222_cov_30.1164_ID_9-augustus-gene-1.2&CDS=1-4656
394	OG0000394	YKL121W, YMR102C	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-3.35&CDS=1-2490
395	OG0000395	YKL126W, YMR104C	genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_11_length_431558_cov_36.2547_ID_21-processed-gene-3.119&CDS=1-1941
396	OG0000396	YKL129C, YMR109W	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-7.5&CDS=1-9906
397	OG0000397	YKL132C, YMR113W	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.91&CDS=1-2898
398	OG0000398	YKL141W, YMR118C	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-5.80&CDS=1-522
399	OG0000399	YKL221W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.80&CDS=1-1419, genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.197-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.197&CDS=1-831
400	OG0000400	YKR076W, YMR251W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.43-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.43&CDS=1-1005
401	OG0000401	YLL012W, YLR020C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.137&CDS=1-1500
402	OG0000402	YLL024C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.35&CDS=1-1950, genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-2.11&CDS=1-1932
403	OG0000403	YLL028W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.130-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.130&CDS=1-1740, maker-NODE_13_length_357561_cov_21.9019_ID_25-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_13_length_357561_cov_21.9019_ID_25-snap-gene-0.85&CDS=1-3402
404	OG0000404	YLR031W, YMR124W	snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.229-mRNA-1_1&gene=snap_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.229&CDS=1-3255
405	OG0000405	YLR044C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.75-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.75&CDS=1-1782, genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.132-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-7.132&CDS=1-1695
406	OG0000406	YLR130C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.126&CDS=1-984, maker-NODE_6_length_679914_cov_30.7648_ID_11-augustus-gene-5.336-mRNA-1_1&gene=maker-NODE_6_length_679914_cov_30.7648_ID_11-augustus-gene-5.336&CDS=1-1587
407	OG0000407	YLR244C	snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.32&CDS=1-999, snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.33-mRNA-1_1&gene=snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.33&CDS=1-1110
408	OG0000408	YLR260W, YOR171C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-0.4&CDS=1-1491
409	OG0000409	YLR270W, YOR173W	snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.114&CDS=1-912
410	OG0000410	YLR284C, YOR180C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.77&CDS=1-825
411	OG0000411	YLR286C	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.140&CDS=1-1200, genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.57&CDS=1-1488
412	OG0000412	YLR287C-A, YOR182C	maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-11.4-mRNA-1_1&gene=maker-NODE_3_length_1568754_cov_25.1773_ID_5-snap-gene-11.4&CDS=1-747
413	OG0000413	YLR300W, YOR190W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.121&CDS=1-1296
414	OG0000414	YLR433C, YML057W	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.18&CDS=1-2409
415	OG0000415	YLR449W, YML074C	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.58&CDS=1-1284
416	OG0000416	YLR456W, YPR172W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.8-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.8&CDS=1-540
417	OG0000417	YML100W, YMR261C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-0.97&CDS=1-3183
418	OG0000418	YML106W, YMR271C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.35-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.35&CDS=1-663
419	OG0000419	YML109W, YMR273C	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.125&CDS=1-3918
420	OG0000420	YMR119W, YNL008C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-0.79&CDS=1-2130
421	OG0000421	YMR152W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-4.46&CDS=1-1083, maker-NODE_13_length_357561_cov_21.9019_ID_25-snap-gene-1.161-mRNA-1_1&gene=maker-NODE_13_length_357561_cov_21.9019_ID_25-snap-gene-1.161&CDS=1-2076
422	OG0000422	YMR169C, YMR170C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.87-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-14.87&CDS=1-1503
423	OG0000423	YMR171C	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.114&CDS=1-3120, snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-5.18&CDS=1-1128
424	OG0000424	YMR177W, YPL224C	snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.130&CDS=1-1278
425	OG0000425	YMR182C, YPL230W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.36-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.36&CDS=1-1167
426	OG0000426	YMR183C, YPL232W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.139&CDS=1-852
427	OG0000427	YMR194W, YPL249C-A	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.127-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.127&CDS=1-1029
428	OG0000428	YMR199W, YPL256C	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.46&CDS=1-1644
429	OG0000429	YMR230W, YOR293W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.39-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.39&CDS=1-366
430	OG0000430	YMR237W, YOR299W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.16-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.16&CDS=1-2163
431	OG0000431	YMR242C, YOR312C	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-2.69&CDS=1-1284
432	OG0000432	YMR253C, YPL264C	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-0.140&CDS=1-1290
433	OG0000433	YMR307W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.51-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-6.51&CDS=1-1623, genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.122&CDS=1-1689
434	OG0000434	YNL027W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.41-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.41&CDS=1-1014, genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-1.25&CDS=1-1761
