	OrthologID	Metschnikowia_borealis	Saccharomyces_cerevisiae
235	OG0000235	augustus_masked-bor_s152-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s152-processed-gene-0.37&CDS=1-1269	YDR300C, YHR033W
236	OG0000236	augustus_masked-bor_s155-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s155-processed-gene-0.0&CDS=1-366, augustus_masked-bor_s399-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s399-processed-gene-0.38&CDS=1-5175	YLR247C
237	OG0000237	maker-bor_s571-augustus-gene-0.6-mRNA-1_1&gene=maker-bor_s571-augustus-gene-0.6&CDS=1-3279, snap_masked-bor_s16-processed-gene-0.62-mRNA-1_1&gene=snap_masked-bor_s16-processed-gene-0.62&CDS=1-309	YDR324C
238	OG0000238	augustus_masked-bor_s16-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.12&CDS=1-1260	YJL139C, YKR061W
239	OG0000239	augustus_masked-bor_s16-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.45&CDS=1-513	YJL177W, YKL180W
240	OG0000240	augustus_masked-bor_s16-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s16-processed-gene-0.28&CDS=1-3171, genemark-bor_s671-processed-gene-0.34-mRNA-1_1&gene=genemark-bor_s671-processed-gene-0.34&CDS=1-180	YJL020C
241	OG0000241	augustus_masked-bor_s160-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s160-processed-gene-0.9&CDS=1-1266	YDR451C, YML027W
242	OG0000242	augustus_masked-bor_s160-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s160-processed-gene-0.38&CDS=1-1647	YDL085W, YMR145C
243	OG0000243	genemark-bor_s160-processed-gene-0.152-mRNA-1_1&gene=genemark-bor_s160-processed-gene-0.152&CDS=1-2742, maker-bor_s323-augustus-gene-0.267-mRNA-1_1&gene=maker-bor_s323-augustus-gene-0.267&CDS=1-2805	YDL056W
244	OG0000244	augustus_masked-bor_s161-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s161-processed-gene-0.0&CDS=1-2646, augustus_masked-bor_s480-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s480-processed-gene-0.11&CDS=1-2622	YLR241W
245	OG0000245	augustus_masked-bor_s161-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s161-processed-gene-0.3&CDS=1-531, augustus_masked-bor_s162-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s162-processed-gene-0.4&CDS=1-1617	YBL061C
246	OG0000246	augustus_masked-bor_s162-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s162-processed-gene-0.6&CDS=1-741, augustus_masked-bor_s49-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-bor_s49-processed-gene-0.135&CDS=1-2049	YNL251C
247	OG0000247	augustus_masked-bor_s164-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s164-processed-gene-0.2&CDS=1-2100, augustus_masked-bor_s178-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-bor_s178-processed-gene-0.94&CDS=1-2103	YLL029W
248	OG0000248	augustus_masked-bor_s802-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s802-processed-gene-0.31&CDS=1-681, snap_masked-bor_s164-processed-gene-0.9-mRNA-1_1&gene=snap_masked-bor_s164-processed-gene-0.9&CDS=1-3000	YGL016W
249	OG0000249	augustus_masked-bor_s171-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s171-processed-gene-0.7&CDS=1-1806	YDL224C, YNL197C
250	OG0000250	augustus_masked-bor_s172-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s172-processed-gene-0.1&CDS=1-2055, augustus_masked-bor_s750-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s750-processed-gene-0.2&CDS=1-669	YGL045W
251	OG0000251	augustus_masked-bor_s172-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s172-processed-gene-0.3&CDS=1-3375	YGR238C, YHR158C
252	OG0000252	genemark-bor_s178-processed-gene-0.73-mRNA-1_1&gene=genemark-bor_s178-processed-gene-0.73&CDS=1-1191	YBR066C, YDR043C
253	OG0000253	augustus_masked-bor_s178-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-bor_s178-processed-gene-0.108&CDS=1-3225, augustus_masked-bor_s200-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s200-processed-gene-0.6&CDS=1-2148	YBR276C
254	OG0000254	augustus_masked-bor_s178-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-bor_s178-processed-gene-0.93&CDS=1-1533	YJR054W, YML047C
255	OG0000255	augustus_masked-bor_s302-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-bor_s302-processed-gene-1.29&CDS=1-1677, maker-bor_s188-augustus-gene-0.15-mRNA-1_1&gene=maker-bor_s188-augustus-gene-0.15&CDS=1-1071	YDR536W
256	OG0000256	augustus_masked-bor_s192-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s192-processed-gene-0.30&CDS=1-330, augustus_masked-bor_s445-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bor_s445-processed-gene-0.71&CDS=1-774	YNL200C
257	OG0000257	augustus_masked-bor_s486-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s486-processed-gene-0.35&CDS=1-2178, genemark-bor_s192-processed-gene-0.16-mRNA-1_1&gene=genemark-bor_s192-processed-gene-0.16&CDS=1-657	YLL008W
258	OG0000258	augustus_masked-bor_s192-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s192-processed-gene-0.38&CDS=1-1527	YMR199W, YPL256C
259	OG0000259	augustus_masked-bor_s192-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s192-processed-gene-0.40&CDS=1-324, augustus_masked-bor_s26-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-1.97&CDS=1-4191, augustus_masked-bor_s509-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s509-processed-gene-0.3&CDS=1-921	
260	OG0000260	augustus_masked-bor_s197-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-0.22&CDS=1-1536, augustus_masked-bor_s560-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s560-processed-gene-0.39&CDS=1-1947	YLR034C
261	OG0000261	augustus_masked-bor_s197-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-0.13&CDS=1-951, augustus_masked-bor_s200-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s200-processed-gene-0.10&CDS=1-1269	YBR053C
262	OG0000262	augustus_masked-bor_s197-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-0.29&CDS=1-480, genemark-bor_s200-processed-gene-0.14-mRNA-1_1&gene=genemark-bor_s200-processed-gene-0.14&CDS=1-402	YJR055W
263	OG0000263	genemark-bor_s197-processed-gene-0.108-mRNA-1_1&gene=genemark-bor_s197-processed-gene-0.108&CDS=1-657	YER031C, YGL210W
264	OG0000264	augustus_masked-bor_s197-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.167&CDS=1-1956, snap_masked-bor_s285-processed-gene-0.10-mRNA-1_1&gene=snap_masked-bor_s285-processed-gene-0.10&CDS=1-327	YPL210C
265	OG0000265	augustus_masked-bor_s197-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.141&CDS=1-8592, snap_masked-bor_s586-processed-gene-0.7-mRNA-1_1&gene=snap_masked-bor_s586-processed-gene-0.7&CDS=1-273	YBL088C
266	OG0000266	augustus_masked-bor_s197-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.145&CDS=1-411	YBL087C, YER117W
267	OG0000267	augustus_masked-bor_s197-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.171&CDS=1-2385	YIL105C, YNL047C
268	OG0000268	maker-bor_s197-augustus-gene-1.125-mRNA-1_1&gene=maker-bor_s197-augustus-gene-1.125&CDS=1-2745	YDL128W, YGR175C
269	OG0000269	augustus_masked-bor_s197-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.153&CDS=1-816	YDL127W, YDL179W
270	OG0000270	augustus_masked-bor_s197-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.177&CDS=1-1902, augustus_masked-bor_s197-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.178&CDS=1-2040	YPR159W
271	OG0000271	augustus_masked-bor_s197-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.179&CDS=1-507	YGR131W, YPR149W
272	OG0000272	augustus_masked-bor_s197-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.158&CDS=1-543	YDL137W, YDL192W
273	OG0000273	augustus_masked-bor_s197-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-bor_s197-processed-gene-1.159&CDS=1-360	YDL136W, YDL191W
274	OG0000274	augustus_masked-bor_s199-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s199-processed-gene-0.8&CDS=1-360, maker-bor_s365-augustus-gene-0.28-mRNA-1_1&gene=maker-bor_s365-augustus-gene-0.28&CDS=1-2481	YLR424W
275	OG0000275	augustus_masked-bor_s20-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s20-processed-gene-0.55&CDS=1-270, augustus_masked-bor_s480-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s480-processed-gene-0.30&CDS=1-4488	YDR180W
276	OG0000276	augustus_masked-bor_s20-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s20-processed-gene-0.50&CDS=1-1116, augustus_masked-bor_s517-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s517-processed-gene-0.29&CDS=1-1101	YBL016W
277	OG0000277	augustus_masked-bor_s20-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s20-processed-gene-0.61&CDS=1-858, augustus_masked-bor_s902-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s902-processed-gene-0.7&CDS=1-1032	YKL154W
278	OG0000278	augustus_masked-bor_s201-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s201-processed-gene-0.12&CDS=1-1377	YDR247W, YPL026C
279	OG0000279	snap_masked-bor_s201-processed-gene-0.49-mRNA-1_1&gene=snap_masked-bor_s201-processed-gene-0.49&CDS=1-375, snap_masked-bor_s518-processed-gene-0.2-mRNA-1_1&gene=snap_masked-bor_s518-processed-gene-0.2&CDS=1-3522	YLR067C
280	OG0000280	augustus_masked-bor_s202-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s202-processed-gene-0.33&CDS=1-375, augustus_masked-bor_s272-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s272-processed-gene-0.2&CDS=1-1572	YJL029C
281	OG0000281	snap_masked-bor_s204-processed-gene-0.6-mRNA-1_1&gene=snap_masked-bor_s204-processed-gene-0.6&CDS=1-402	YBR082C, YDR059C
282	OG0000282	augustus_masked-bor_s204-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s204-processed-gene-0.20&CDS=1-2709, snap_masked-bor_s671-processed-gene-0.22-mRNA-1_1&gene=snap_masked-bor_s671-processed-gene-0.22&CDS=1-1635	YDL170W
283	OG0000283	snap_masked-bor_s205-processed-gene-0.31-mRNA-1_1&gene=snap_masked-bor_s205-processed-gene-0.31&CDS=1-189	YLR264W, YOR167C
284	OG0000284	augustus_masked-bor_s206-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s206-processed-gene-0.37&CDS=1-2130	YGR056W, YLR357W
285	OG0000285	augustus_masked-bor_s21-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s21-processed-gene-0.33&CDS=1-681, augustus_masked-bor_s370-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-bor_s370-processed-gene-1.102&CDS=1-876	YNR027W
286	OG0000286	augustus_masked-bor_s210-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s210-processed-gene-0.34&CDS=1-3522	YDR379W, YOR127W
287	OG0000287	snap_masked-bor_s210-processed-gene-0.17-mRNA-1_1&gene=snap_masked-bor_s210-processed-gene-0.17&CDS=1-2697	YIL156W, YKR098C
288	OG0000288	snap_masked-bor_s211-processed-gene-0.21-mRNA-1_1&gene=snap_masked-bor_s211-processed-gene-0.21&CDS=1-702	YMR042W, YMR043W
289	OG0000289	augustus_masked-bor_s211-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s211-processed-gene-0.28&CDS=1-435	YDR450W, YML026C
290	OG0000290	augustus_masked-bor_s212-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bor_s212-processed-gene-0.69&CDS=1-1170	YMR243C, YOR316C
291	OG0000291	augustus_masked-bor_s212-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bor_s212-processed-gene-0.55&CDS=1-2226, snap_masked-bor_s287-processed-gene-0.4-mRNA-1_1&gene=snap_masked-bor_s287-processed-gene-0.4&CDS=1-333	YMR061W
292	OG0000292	augustus_masked-bor_s212-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s212-processed-gene-0.59&CDS=1-369	YMR230W, YOR293W
293	OG0000293	augustus_masked-bor_s212-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-bor_s212-processed-gene-1.95&CDS=1-3075	YLR450W, YML075C
294	OG0000294	augustus_masked-bor_s212-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-bor_s212-processed-gene-1.96&CDS=1-1767	YJR130C, YML082W
295	OG0000295	augustus_masked-bor_s22-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s22-processed-gene-0.20&CDS=1-315, maker-bor_s575-snap-gene-0.16-mRNA-1_1&gene=maker-bor_s575-snap-gene-0.16&CDS=1-1851	YJR110W
296	OG0000296	genemark-bor_s22-processed-gene-0.14-mRNA-1_1&gene=genemark-bor_s22-processed-gene-0.14&CDS=1-1920	YHR131C, YNL144C
297	OG0000297	augustus_masked-bor_s22-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s22-processed-gene-0.24&CDS=1-708	YGR027C, YLR333C
298	OG0000298	augustus_masked-bor_s220-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s220-processed-gene-0.3&CDS=1-2850, augustus_masked-bor_s346-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s346-processed-gene-0.33&CDS=1-1467	YJR122W
299	OG0000299	augustus_masked-bor_s220-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s220-processed-gene-0.1&CDS=1-1290, augustus_masked-bor_s302-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-bor_s302-processed-gene-0.118&CDS=1-2058	YOR049C
300	OG0000300	augustus_masked-bor_s222-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s222-processed-gene-0.22&CDS=1-492, augustus_masked-bor_s710-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s710-processed-gene-0.11&CDS=1-4620	YBR097W
301	OG0000301	augustus_masked-bor_s222-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s222-processed-gene-0.23&CDS=1-1191, augustus_masked-bor_s426-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s426-processed-gene-0.47&CDS=1-3477	YDR027C
302	OG0000302	augustus_masked-bor_s385-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s385-processed-gene-0.9&CDS=1-1908, snap_masked-bor_s237-processed-gene-0.8-mRNA-1_1&gene=snap_masked-bor_s237-processed-gene-0.8&CDS=1-633	YLR452C
303	OG0000303	augustus_masked-bor_s239-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s239-processed-gene-0.9&CDS=1-723	YDR259C, YOR028C
304	OG0000304	augustus_masked-bor_s240-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s240-processed-gene-0.0&CDS=1-1563, augustus_masked-bor_s241-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s241-processed-gene-0.19&CDS=1-381	YIL099W
305	OG0000305	augustus_masked-bor_s240-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s240-processed-gene-0.4&CDS=1-909, genemark-bor_s581-processed-gene-0.90-mRNA-1_1&gene=genemark-bor_s581-processed-gene-0.90&CDS=1-972	YGR060W
306	OG0000306	augustus_masked-bor_s241-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s241-processed-gene-0.22&CDS=1-5691, augustus_masked-bor_s936-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s936-processed-gene-0.2&CDS=1-5328	YNL271C
307	OG0000307	augustus_masked-bor_s241-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s241-processed-gene-0.23&CDS=1-351, augustus_masked-bor_s738-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.6&CDS=1-3405	YKL033W
308	OG0000308	augustus_masked-bor_s963-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s963-processed-gene-0.47&CDS=1-1287, snap_masked-bor_s241-processed-gene-0.9-mRNA-1_1&gene=snap_masked-bor_s241-processed-gene-0.9&CDS=1-264	YDL106C
309	OG0000309	snap_masked-bor_s247-processed-gene-0.0-mRNA-1_1&gene=snap_masked-bor_s247-processed-gene-0.0&CDS=1-315, snap_masked-bor_s26-processed-gene-0.95-mRNA-1_1&gene=snap_masked-bor_s26-processed-gene-0.95&CDS=1-291	YDR016C
310	OG0000310	maker-bor_s251-augustus-gene-0.15-mRNA-1_1&gene=maker-bor_s251-augustus-gene-0.15&CDS=1-858	YMR233W, YOR295W
311	OG0000311	augustus_masked-bor_s251-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s251-processed-gene-0.0&CDS=1-618, augustus_masked-bor_s45-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s45-processed-gene-0.2&CDS=1-1212	YNL326C
312	OG0000312	augustus_masked-bor_s251-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s251-processed-gene-0.10&CDS=1-2181, snap_masked-bor_s888-processed-gene-0.3-mRNA-1_1&gene=snap_masked-bor_s888-processed-gene-0.3&CDS=1-420	YOR361C
313	OG0000313	augustus_masked-bor_s253-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s253-processed-gene-0.30&CDS=1-1374, augustus_masked-bor_s581-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.63&CDS=1-1374	YMR020W
314	OG0000314	augustus_masked-bor_s253-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s253-processed-gene-0.28&CDS=1-1839, augustus_masked-bor_s26-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-1.112&CDS=1-1623	YGL186C
315	OG0000315	augustus_masked-bor_s784-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s784-processed-gene-0.24&CDS=1-1209, snap_masked-bor_s255-processed-gene-0.4-mRNA-1_1&gene=snap_masked-bor_s255-processed-gene-0.4&CDS=1-420	YML018C
316	OG0000316	snap_masked-bor_s256-processed-gene-0.2-mRNA-1_1&gene=snap_masked-bor_s256-processed-gene-0.2&CDS=1-348, snap_masked-bor_s55-processed-gene-0.98-mRNA-1_1&gene=snap_masked-bor_s55-processed-gene-0.98&CDS=1-330	YDR469W
317	OG0000317	augustus_masked-bor_s26-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-0.47&CDS=1-5001, augustus_masked-bor_s96-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s96-processed-gene-0.38&CDS=1-1092	YMR229C
318	OG0000318	augustus_masked-bor_s26-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-0.64&CDS=1-1410, augustus_masked-bor_s323-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-bor_s323-processed-gene-0.219&CDS=1-1665	YEL060C
319	OG0000319	augustus_masked-bor_s26-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-0.50&CDS=1-2148	YER066W, YFL009W
320	OG0000320	augustus_masked-bor_s26-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-0.66&CDS=1-654	YML106W, YMR271C
321	OG0000321	snap_masked-bor_s26-processed-gene-0.109-mRNA-1_1&gene=snap_masked-bor_s26-processed-gene-0.109&CDS=1-3687	YML109W, YMR273C
322	OG0000322	augustus_masked-bor_s26-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-0.54&CDS=1-780, genemark-bor_s376-processed-gene-0.2-mRNA-1_1&gene=genemark-bor_s376-processed-gene-0.2&CDS=1-573	YCR015C
323	OG0000323	maker-bor_s26-augustus-gene-1.146-mRNA-1_1&gene=maker-bor_s26-augustus-gene-1.146&CDS=1-1251	YDR348C, YHR097C
324	OG0000324	augustus_masked-bor_s26-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-1.110&CDS=1-4332, augustus_masked-bor_s96-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s96-processed-gene-0.33&CDS=1-2121	YGL205W
325	OG0000325	augustus_masked-bor_s26-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-1.82&CDS=1-1242, snap_masked-bor_s483-processed-gene-0.190-mRNA-1_1&gene=snap_masked-bor_s483-processed-gene-0.190&CDS=1-399	YMR235C
326	OG0000326	augustus_masked-bor_s26-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-bor_s26-processed-gene-1.135&CDS=1-984, augustus_masked-bor_s98-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s98-processed-gene-0.39&CDS=1-996	YOR246C
327	OG0000327	augustus_masked-bor_s260-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s260-processed-gene-0.1&CDS=1-360	YGR243W, YHR162W
328	OG0000328	augustus_masked-bor_s777-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-bor_s777-processed-gene-0.107&CDS=1-879, snap_masked-bor_s261-processed-gene-0.33-mRNA-1_1&gene=snap_masked-bor_s261-processed-gene-0.33&CDS=1-183	YLR283W
329	OG0000329	augustus_masked-bor_s264-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s264-processed-gene-0.15&CDS=1-3708	YDR122W, YLR096W
330	OG0000330	augustus_masked-bor_s418-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-bor_s418-processed-gene-0.176&CDS=1-768, snap_masked-bor_s267-processed-gene-0.11-mRNA-1_1&gene=snap_masked-bor_s267-processed-gene-0.11&CDS=1-768	YLR441C
331	OG0000331	augustus_masked-bor_s267-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s267-processed-gene-0.3&CDS=1-1323	YLR449W, YML074C
332	OG0000332	genemark-bor_s272-processed-gene-0.107-mRNA-1_1&gene=genemark-bor_s272-processed-gene-0.107&CDS=1-1065	YER045C, YIL036W
333	OG0000333	augustus_masked-bor_s302-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-bor_s302-processed-gene-1.42&CDS=1-1971, genemark-bor_s272-processed-gene-0.101-mRNA-1_1&gene=genemark-bor_s272-processed-gene-0.101&CDS=1-1869	YNL101W
334	OG0000334	augustus_masked-bor_s272-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s272-processed-gene-0.39&CDS=1-930, augustus_masked-bor_s99-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s99-processed-gene-0.0&CDS=1-969	YKL128C
335	OG0000335	augustus_masked-bor_s67-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.70&CDS=1-924, maker-bor_s28-augustus-gene-0.0-mRNA-1_1&gene=maker-bor_s28-augustus-gene-0.0&CDS=1-2208	YGR086C
336	OG0000336	augustus_masked-bor_s28-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s28-processed-gene-0.15&CDS=1-204, augustus_masked-bor_s516-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bor_s516-processed-gene-0.84&CDS=1-1911	YIL144W
337	OG0000337	augustus_masked-bor_s283-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s283-processed-gene-0.7&CDS=1-1146, augustus_masked-bor_s302-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-bor_s302-processed-gene-0.135&CDS=1-1728	YDR255C
338	OG0000338	augustus_masked-bor_s287-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s287-processed-gene-0.26&CDS=1-732, augustus_masked-bor_s479-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s479-processed-gene-0.4&CDS=1-4239	YDR159W
339	OG0000339	augustus_masked-bor_s292-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s292-processed-gene-0.7&CDS=1-903, augustus_masked-bor_s53-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s53-processed-gene-0.4&CDS=1-6369	YJL207C
340	OG0000340	augustus_masked-bor_s692-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.58&CDS=1-1605, snap_masked-bor_s296-processed-gene-0.10-mRNA-1_1&gene=snap_masked-bor_s296-processed-gene-0.10&CDS=1-381	YML130C
