	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
544	OG0000544	snap_masked-LAFE0A-processed-gene-6.190-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.190&CDS=1-1197	YJR075W
545	OG0000545	snap_masked-LAFE0A-processed-gene-6.232-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.232&CDS=1-1212	YJR076C
546	OG0000546	snap_masked-LAFE0A-processed-gene-6.191-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.191&CDS=1-1470	YKL211C
547	OG0000547	snap_masked-LAFE0A-processed-gene-6.233-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.233&CDS=1-1869	YKL212W
548	OG0000548	maker-LAFE0A-augustus-gene-6.81-mRNA-1_1&gene=maker-LAFE0A-augustus-gene-6.81&CDS=1-2553	YKL213C
549	OG0000549	snap_masked-LAFE0A-processed-gene-6.234-mRNA-1_1&gene=snap_masked-LAFE0A-processed-gene-6.234&CDS=1-924	YJR077C
550	OG0000550	snap_masked-LAFE0B-processed-gene-0.67-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.67&CDS=1-1491	YNR058W
551	OG0000551	maker-LAFE0B-augustus-gene-0.40-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-0.40&CDS=1-2337	YNR056C
552	OG0000552	augustus_masked-LAFE0B-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.84&CDS=1-1557	YFL049W
553	OG0000553	augustus_masked-LAFE0B-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.107&CDS=1-1302	YFL048C
554	OG0000554	snap_masked-LAFE0B-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.47&CDS=1-2100	YFL047W
555	OG0000555	augustus_masked-LAFE0B-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.109&CDS=1-738	YLR079W
556	OG0000556	augustus_masked-LAFE0B-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.86&CDS=1-717	YLR078C
557	OG0000557	snap_masked-LAFE0B-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.72&CDS=1-1758	YLR077W
558	OG0000558	augustus_masked-LAFE0B-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.87&CDS=1-633	YFL046W
559	OG0000559	snap_masked-LAFE0B-processed-gene-0.73-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.73&CDS=1-765	YFL045C
560	OG0000560	snap_masked-LAFE0B-processed-gene-0.74-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.74&CDS=1-660	YLR075W
561	OG0000561	snap_masked-LAFE0B-processed-gene-0.49-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.49&CDS=1-510	YLR074C
562	OG0000562	snap_masked-LAFE0B-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.75&CDS=1-855	YFL044C
563	OG0000563	snap_masked-LAFE0B-processed-gene-0.50-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.50&CDS=1-564	YLR073C
564	OG0000564	genemark-LAFE0B-processed-gene-0.35-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-0.35&CDS=1-2601	YFL042C
565	OG0000565	snap_masked-LAFE0B-processed-gene-0.51-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.51&CDS=1-2838	YLR071C
566	OG0000566	augustus_masked-LAFE0B-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-0.92&CDS=1-3945	YLR069C
567	OG0000567	snap_masked-LAFE0B-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.77&CDS=1-438	YLR068W
568	OG0000568	snap_masked-LAFE0B-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.55&CDS=1-2820	YLR067C
569	OG0000569	snap_masked-LAFE0B-processed-gene-0.78-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-0.78&CDS=1-594	YLR066W
570	OG0000570	snap_masked-LAFE0B-processed-gene-1.6-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.6&CDS=1-612	YFL038C
571	OG0000571	snap_masked-LAFE0B-processed-gene-1.7-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.7&CDS=1-786	YLR064W
572	OG0000572	snap_masked-LAFE0B-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.3&CDS=1-1347	YFL037W
573	OG0000573	augustus_masked-LAFE0B-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-1.56&CDS=1-3879	YFL036W
574	OG0000574	maker-LAFE0B-snap-gene-1.160-mRNA-1_1&gene=maker-LAFE0B-snap-gene-1.160&CDS=1-819	YFL034C-B
575	OG0000575	snap_masked-LAFE0B-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.9&CDS=1-1002	YLR063W
576	OG0000576	maker-LAFE0B-snap-gene-1.161-mRNA-1_1&gene=maker-LAFE0B-snap-gene-1.161&CDS=1-357	YLR061W
577	OG0000577	snap_masked-LAFE0B-processed-gene-1.5-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.5&CDS=1-2988	YFL034W
578	OG0000578	maker-LAFE0B-augustus-gene-1.155-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-1.155&CDS=1-6399	YLR060W
579	OG0000579	snap_masked-LAFE0B-processed-gene-1.11-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.11&CDS=1-876	YLR059C
580	OG0000580	snap_masked-LAFE0B-processed-gene-1.12-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.12&CDS=1-4365	YBL079W
581	OG0000581	snap_masked-LAFE0B-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.31&CDS=1-360	YBL078C
582	OG0000582	snap_masked-LAFE0B-processed-gene-1.33-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.33&CDS=1-3216	YBL076C
583	OG0000583	snap_masked-LAFE0B-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.13&CDS=1-246	YBL071W-A
584	OG0000584	snap_masked-LAFE0B-processed-gene-1.37-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.37&CDS=1-753	YER100W
585	OG0000585	snap_masked-LAFE0B-processed-gene-1.15-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.15&CDS=1-954	YER099C
586	OG0000586	snap_masked-LAFE0B-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.40&CDS=1-3087	YBL066C
587	OG0000587	snap_masked-LAFE0B-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.41&CDS=1-744	YBL064C
588	OG0000588	snap_masked-LAFE0B-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.42&CDS=1-1995	YBL061C
589	OG0000589	snap_masked-LAFE0B-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.43&CDS=1-1155	YER095W
590	OG0000590	snap_masked-LAFE0B-processed-gene-1.17-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.17&CDS=1-1869	YBL060W
591	OG0000591	maker-LAFE0B-snap-gene-1.158-mRNA-1_1&gene=maker-LAFE0B-snap-gene-1.158&CDS=1-615	YER094C
592	OG0000592	snap_masked-LAFE0B-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.44&CDS=1-321	YBL059C-A
593	OG0000593	maker-LAFE0B-snap-gene-1.159-mRNA-1_1&gene=maker-LAFE0B-snap-gene-1.159&CDS=1-456	YER093C-A
594	OG0000594	snap_masked-LAFE0B-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.20&CDS=1-3969	YER093C
595	OG0000595	snap_masked-LAFE0B-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.45&CDS=1-342	YER092W
596	OG0000596	snap_masked-LAFE0B-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.21&CDS=1-2304	YER091C
597	OG0000597	snap_masked-LAFE0B-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.22&CDS=1-1152	YBL058W
598	OG0000598	snap_masked-LAFE0B-processed-gene-1.46-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.46&CDS=1-633	YBL057C
599	OG0000599	snap_masked-LAFE0B-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.47&CDS=1-1515	YER090W
600	OG0000600	snap_masked-LAFE0B-processed-gene-1.23-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.23&CDS=1-1314	YBL056W
601	OG0000601	snap_masked-LAFE0B-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.48&CDS=1-1212	YBL055C
602	OG0000602	snap_masked-LAFE0B-processed-gene-1.24-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.24&CDS=1-1563	YER088C
603	OG0000603	snap_masked-LAFE0B-processed-gene-1.49-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.49&CDS=1-2250	YBL052C
604	OG0000604	snap_masked-LAFE0B-processed-gene-1.50-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.50&CDS=1-1080	YMR318C
605	OG0000605	snap_masked-LAFE0B-processed-gene-1.51-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.51&CDS=1-1548	YBL051C
606	OG0000606	snap_masked-LAFE0B-processed-gene-1.25-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.25&CDS=1-267	YER019C-A
607	OG0000607	snap_masked-LAFE0B-processed-gene-1.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.52&CDS=1-1704	YER087W
608	OG0000608	snap_masked-LAFE0B-processed-gene-1.53-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.53&CDS=1-1686	YER086W
609	OG0000609	snap_masked-LAFE0B-processed-gene-1.26-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.26&CDS=1-1278	YLR190W
610	OG0000610	snap_masked-LAFE0B-processed-gene-1.27-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-1.27&CDS=1-1161	YLR191W
611	OG0000611	snap_masked-LAFE0B-processed-gene-2.93-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.93&CDS=1-1695	YDL174C
612	OG0000612	snap_masked-LAFE0B-processed-gene-2.94-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.94&CDS=1-819	YLR192C
613	OG0000613	snap_masked-LAFE0B-processed-gene-2.92-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.92&CDS=1-468	YDL173W
614	OG0000614	snap_masked-LAFE0B-processed-gene-2.95-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.95&CDS=1-6423	YDL171C
615	OG0000615	snap_masked-LAFE0B-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.118&CDS=1-1347	YLR195C
616	OG0000616	snap_masked-LAFE0B-processed-gene-2.96-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.96&CDS=1-1677	YLR196W
617	OG0000617	snap_masked-LAFE0B-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.119&CDS=1-477	YDL169C
618	OG0000618	snap_masked-LAFE0B-processed-gene-2.97-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.97&CDS=1-1512	YLR197W
619	OG0000619	augustus_masked-LAFE0B-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-2.73&CDS=1-810	YLR199C
620	OG0000620	snap_masked-LAFE0B-processed-gene-2.98-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.98&CDS=1-345	YLR200W
621	OG0000621	snap_masked-LAFE0B-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.121&CDS=1-756	YLR201C
622	OG0000622	snap_masked-LAFE0B-processed-gene-2.99-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.99&CDS=1-1146	YDL168W
623	OG0000623	snap_masked-LAFE0B-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.122&CDS=1-1527	YDL167C
624	OG0000624	snap_masked-LAFE0B-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.123&CDS=1-636	YDL166C
625	OG0000625	snap_masked-LAFE0B-processed-gene-2.100-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.100&CDS=1-576	YDL165W
626	OG0000626	augustus_masked-LAFE0B-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-2.77&CDS=1-1266	YLR203C
627	OG0000627	snap_masked-LAFE0B-processed-gene-2.125-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.125&CDS=1-927	YLR205C
628	OG0000628	snap_masked-LAFE0B-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.126&CDS=1-2130	YDL164C
629	OG0000629	snap_masked-LAFE0B-processed-gene-2.102-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.102&CDS=1-1425	YDL161W
630	OG0000630	snap_masked-LAFE0B-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.127&CDS=1-258	YDL160C-A
631	OG0000631	snap_masked-LAFE0B-processed-gene-2.103-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.103&CDS=1-2400	YLR207W
632	OG0000632	snap_masked-LAFE0B-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.104&CDS=1-882	YLR208W
633	OG0000633	snap_masked-LAFE0B-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.129&CDS=1-915	YLR209C
634	OG0000634	snap_masked-LAFE0B-processed-gene-2.130-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.130&CDS=1-1494	YDL160C
635	OG0000635	snap_masked-LAFE0B-processed-gene-2.105-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.105&CDS=1-1368	YDL159W
636	OG0000636	snap_masked-LAFE0B-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.131&CDS=1-222	YDL157C
637	OG0000637	snap_masked-LAFE0B-processed-gene-2.106-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.106&CDS=1-1521	YDL156W
638	OG0000638	snap_masked-LAFE0B-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.132&CDS=1-738	YDR391C
639	OG0000639	snap_masked-LAFE0B-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.107&CDS=1-1344	YDL155W
640	OG0000640	snap_masked-LAFE0B-processed-gene-2.134-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.134&CDS=1-1785	YDL153C
641	OG0000641	snap_masked-LAFE0B-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.108&CDS=1-1224	YDL150W
642	OG0000642	augustus_masked-LAFE0B-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-2.62&CDS=1-2736	YDL149W
643	OG0000643	snap_masked-LAFE0B-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.135&CDS=1-2433	YDL148C
644	OG0000644	snap_masked-LAFE0B-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.110&CDS=1-1323	YDL147W
645	OG0000645	snap_masked-LAFE0B-processed-gene-2.136-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.136&CDS=1-648	YLR211C
646	OG0000646	snap_masked-LAFE0B-processed-gene-2.111-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.111&CDS=1-1443	YDL146W
647	OG0000647	augustus_masked-LAFE0B-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-2.89&CDS=1-6489	YDL145C
648	OG0000648	snap_masked-LAFE0B-processed-gene-2.140-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.140&CDS=1-1086	YDL144C
649	OG0000649	snap_masked-LAFE0B-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.112&CDS=1-2058	YLR214W
650	OG0000650	snap_masked-LAFE0B-processed-gene-2.141-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.141&CDS=1-1071	YLR215C
651	OG0000651	snap_masked-LAFE0B-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.113&CDS=1-1584	YDL143W
652	OG0000652	genemark-LAFE0B-processed-gene-2.45-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-2.45&CDS=1-780	YDL142C
653	OG0000653	snap_masked-LAFE0B-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-2.115&CDS=1-2046	YDL141W
654	OG0000654	snap_masked-LAFE0B-processed-gene-3.2-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.2&CDS=1-5202	YDL140C
655	OG0000655	snap_masked-LAFE0B-processed-gene-3.3-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.3&CDS=1-1110	YLR216C
656	OG0000656	snap_masked-LAFE0B-processed-gene-3.4-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.4&CDS=1-642	YDL139C
657	OG0000657	snap_masked-LAFE0B-processed-gene-3.5-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.5&CDS=1-252	YLR218C
658	OG0000658	snap_masked-LAFE0B-processed-gene-3.0-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.0&CDS=1-3717	YDL195W
659	OG0000659	snap_masked-LAFE0B-processed-gene-3.6-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.6&CDS=1-1050	YDL193W
660	OG0000660	snap_masked-LAFE0B-processed-gene-3.34-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.34&CDS=1-2856	YDL190C
661	OG0000661	snap_masked-LAFE0B-processed-gene-3.10-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.10&CDS=1-1029	YDL189W
662	OG0000662	snap_masked-LAFE0B-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.35&CDS=1-600	YDL135C
663	OG0000663	snap_masked-LAFE0B-processed-gene-3.36-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.36&CDS=1-1071	YDL134C
664	OG0000664	snap_masked-LAFE0B-processed-gene-3.12-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.12&CDS=1-705	YDL186W
665	OG0000665	snap_masked-LAFE0B-processed-gene-3.13-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.13&CDS=1-1851	YDL185W
666	OG0000666	snap_masked-LAFE0B-processed-gene-3.37-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.37&CDS=1-933	YDL183C
667	OG0000667	snap_masked-LAFE0B-processed-gene-3.14-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.14&CDS=1-1362	YDL133W
668	OG0000668	snap_masked-LAFE0B-processed-gene-3.15-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.15&CDS=1-2400	YDL132W
669	OG0000669	snap_masked-LAFE0B-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.17&CDS=1-255	YDL181W
670	OG0000670	maker-LAFE0B-snap-gene-3.100-mRNA-1_1&gene=maker-LAFE0B-snap-gene-3.100&CDS=1-315	YDL130W
671	OG0000671	snap_masked-LAFE0B-processed-gene-3.19-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.19&CDS=1-1209	YDL180W
672	OG0000672	snap_masked-LAFE0B-processed-gene-3.20-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.20&CDS=1-1224	YDL128W
673	OG0000673	snap_masked-LAFE0B-processed-gene-3.21-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.21&CDS=1-942	YDL179W
674	OG0000674	maker-LAFE0B-snap-gene-3.103-mRNA-1_1&gene=maker-LAFE0B-snap-gene-3.103&CDS=1-2841	YDL126C
675	OG0000675	snap_masked-LAFE0B-processed-gene-3.23-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.23&CDS=1-936	YDL124W
676	OG0000676	snap_masked-LAFE0B-processed-gene-3.41-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.41&CDS=1-444	YDL177C
677	OG0000677	augustus_masked-LAFE0B-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-3.73&CDS=1-2064	YDL176W
678	OG0000678	snap_masked-LAFE0B-processed-gene-3.25-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.25&CDS=1-2184	YIL078W
679	OG0000679	snap_masked-LAFE0B-processed-gene-3.42-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.42&CDS=1-963	YIL077C
680	OG0000680	snap_masked-LAFE0B-processed-gene-3.26-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.26&CDS=1-870	YIL076W
681	OG0000681	augustus_masked-LAFE0B-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-3.76&CDS=1-888	YER083C
682	OG0000682	snap_masked-LAFE0B-processed-gene-3.28-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.28&CDS=1-1656	YER082C
683	OG0000683	snap_masked-LAFE0B-processed-gene-3.44-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.44&CDS=1-2820	YIL075C
684	OG0000684	snap_masked-LAFE0B-processed-gene-3.46-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.46&CDS=1-1863	YER080W
685	OG0000685	snap_masked-LAFE0B-processed-gene-3.47-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.47&CDS=1-654	YER079W
686	OG0000686	maker-LAFE0B-augustus-gene-3.108-mRNA-1_1&gene=maker-LAFE0B-augustus-gene-3.108&CDS=1-3321	YER078C
687	OG0000687	snap_masked-LAFE0B-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.48&CDS=1-1263	YIL071C
688	OG0000688	snap_masked-LAFE0B-processed-gene-3.31-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.31&CDS=1-1935	YER077C
689	OG0000689	snap_masked-LAFE0B-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.49&CDS=1-786	YIL070C
690	OG0000690	snap_masked-LAFE0B-processed-gene-3.32-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-3.32&CDS=1-2556	YER075C
691	OG0000691	genemark-LAFE0B-processed-gene-4.123-mRNA-1_1&gene=genemark-LAFE0B-processed-gene-4.123&CDS=1-2751	YIL068C
692	OG0000692	maker-LAFE0B-snap-gene-3.102-mRNA-1_1&gene=maker-LAFE0B-snap-gene-3.102&CDS=1-657	YIL068W-A
693	OG0000693	snap_masked-LAFE0B-processed-gene-4.55-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.55&CDS=1-2037	YIL067C
694	OG0000694	snap_masked-LAFE0B-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.56&CDS=1-2631	YER070W
695	OG0000695	snap_masked-LAFE0B-processed-gene-4.57-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.57&CDS=1-465	YIL065C
696	OG0000696	snap_masked-LAFE0B-processed-gene-4.52-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.52&CDS=1-696	YIL064W
697	OG0000697	augustus_masked-LAFE0B-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-4.6&CDS=1-1509	YIL062C
698	OG0000698	snap_masked-LAFE0B-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.60&CDS=1-2550	YER069W
699	OG0000699	maker-LAFE0B-snap-gene-4.116-mRNA-1_1&gene=maker-LAFE0B-snap-gene-4.116&CDS=1-2628	YER068W
700	OG0000700	snap_masked-LAFE0B-processed-gene-4.89-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.89&CDS=1-480	YIL057C
701	OG0000701	snap_masked-LAFE0B-processed-gene-4.64-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.64&CDS=1-1668	YER065C
702	OG0000702	maker-LAFE0B-snap-gene-4.113-mRNA-1_1&gene=maker-LAFE0B-snap-gene-4.113&CDS=1-1707	YIL056W
703	OG0000703	snap_masked-LAFE0B-processed-gene-4.90-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.90&CDS=1-1326	YIL055C
704	OG0000704	snap_masked-LAFE0B-processed-gene-4.91-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.91&CDS=1-453	YER063W
705	OG0000705	snap_masked-LAFE0B-processed-gene-4.67-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.67&CDS=1-1275	YER061C
706	OG0000706	snap_masked-LAFE0B-processed-gene-4.94-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.94&CDS=1-297	YER058W
707	OG0000707	snap_masked-LAFE0B-processed-gene-4.68-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.68&CDS=1-384	YIL051C
708	OG0000708	snap_masked-LAFE0B-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.70&CDS=1-3417	YIL048W
709	OG0000709	snap_masked-LAFE0B-processed-gene-4.95-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.95&CDS=1-2529	YIL047C
710	OG0000710	maker-LAFE0B-snap-gene-4.114-mRNA-1_1&gene=maker-LAFE0B-snap-gene-4.114&CDS=1-891	YER055C
711	OG0000711	snap_masked-LAFE0B-processed-gene-4.72-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.72&CDS=1-1767	YIL046W
712	OG0000712	augustus_masked-LAFE0B-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-4.19&CDS=1-939	YER053C
713	OG0000713	snap_masked-LAFE0B-processed-gene-4.96-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.96&CDS=1-837	YIL044C
714	OG0000714	augustus_masked-LAFE0B-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-LAFE0B-processed-gene-4.20&CDS=1-612	YNL111C
715	OG0000715	snap_masked-LAFE0B-processed-gene-4.75-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.75&CDS=1-1569	YER052C
716	OG0000716	snap_masked-LAFE0B-processed-gene-4.97-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.97&CDS=1-855	YIL043C
717	OG0000717	snap_masked-LAFE0B-processed-gene-4.98-mRNA-1_1&gene=snap_masked-LAFE0B-processed-gene-4.98&CDS=1-1395	YER051W
