	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034671_Blastobotrys_peoriensis
562	OG0000562	YBR055C	genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.137&CDS=1-2763
563	OG0000563	YBR056W	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.151&CDS=1-1521
564	OG0000564	YBR057C	snap_masked-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.77&CDS=1-963
565	OG0000565	YBR058C	genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_90_length_56889_cov_12.2959_ID_179-processed-gene-0.48&CDS=1-2355
566	OG0000566	YBR060C	genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.5&CDS=1-1581
567	OG0000567	YBR061C	maker-NODE_56_length_89863_cov_12.3234_ID_111-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_56_length_89863_cov_12.3234_ID_111-augustus-gene-0.77&CDS=1-1749
568	OG0000568	YBR062C	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.262-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.262&CDS=1-522
569	OG0000569	YBR065C	augustus_masked-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.98&CDS=1-1020
570	OG0000570	YBR070C	genemark-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.73&CDS=1-708
571	OG0000571	YBR073W	genemark-NODE_75_length_67443_cov_12.6553_ID_149-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_75_length_67443_cov_12.6553_ID_149-processed-gene-0.12&CDS=1-2493
572	OG0000572	YBR074W	genemark-NODE_37_length_121468_cov_12.1133_ID_73-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_37_length_121468_cov_12.1133_ID_73-processed-gene-0.162&CDS=1-2838
573	OG0000573	YBR079C	maker-NODE_29_length_143740_cov_12.1056_ID_57-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_29_length_143740_cov_12.1056_ID_57-augustus-gene-0.0&CDS=1-3474
574	OG0000574	YBR080C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.41&CDS=1-2373
575	OG0000575	YBR081C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.11&CDS=1-3231
576	OG0000576	YBR083W	genemark-NODE_97_length_50587_cov_11.5134_ID_193-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_97_length_50587_cov_11.5134_ID_193-processed-gene-0.3&CDS=1-2778
577	OG0000577	YBR085W	snap_masked-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.69&CDS=1-882
578	OG0000578	YBR086C	genemark-NODE_77_length_65578_cov_11.8323_ID_153-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_77_length_65578_cov_11.8323_ID_153-processed-gene-0.50&CDS=1-2358
579	OG0000579	YBR087W	genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.15&CDS=1-1050
580	OG0000580	YBR088C	genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.94&CDS=1-783
581	OG0000581	YBR094W	genemark-NODE_82_length_62967_cov_13.2027_ID_163-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_82_length_62967_cov_13.2027_ID_163-processed-gene-0.31&CDS=1-2121
582	OG0000582	YBR095C	genemark-NODE_82_length_62967_cov_13.2027_ID_163-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_82_length_62967_cov_13.2027_ID_163-processed-gene-0.43&CDS=1-990
583	OG0000583	YBR096W	genemark-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.156&CDS=1-651
584	OG0000584	YBR097W	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.281-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.281&CDS=1-4560
585	OG0000585	YBR101C	genemark-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.13&CDS=1-834
586	OG0000586	YBR102C	augustus_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.70&CDS=1-2277
587	OG0000587	YBR103W	snap_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_34_length_128293_cov_13.6237_ID_67-processed-gene-0.163&CDS=1-1878
588	OG0000588	YBR105C	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.237-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.237&CDS=1-768
589	OG0000589	YBR106W	genemark-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_58_length_89598_cov_11.9073_ID_115-processed-gene-0.77&CDS=1-564
590	OG0000590	YBR109C	augustus_masked-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_38_length_121218_cov_15.9074_ID_75-processed-gene-0.13&CDS=1-450
591	OG0000591	YBR110W	genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.179-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.179&CDS=1-1410
592	OG0000592	YBR112C	genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_13_length_230157_cov_12.3957_ID_25-processed-gene-0.26&CDS=1-2898
593	OG0000593	YBR114W	genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.6&CDS=1-2643
594	OG0000594	YBR115C	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.198&CDS=1-4212
595	OG0000595	YBR121C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.19&CDS=1-1971
596	OG0000596	YBR122C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.17&CDS=1-579
597	OG0000597	YBR123C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.66&CDS=1-1536
598	OG0000598	YBR126C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.25&CDS=1-1410
599	OG0000599	YBR127C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.16&CDS=1-1542
600	OG0000600	YBR133C	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.127&CDS=1-2193
601	OG0000601	YBR135W	maker-NODE_6_length_282082_cov_12.0598_ID_11-augustus-gene-1.288-mRNA-1_1&gene=maker-NODE_6_length_282082_cov_12.0598_ID_11-augustus-gene-1.288&CDS=1-297
602	OG0000602	YBR136W	augustus_masked-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.10&CDS=1-7077
603	OG0000603	YBR137W	genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_9_length_261673_cov_13.3741_ID_17-processed-gene-0.14&CDS=1-486
604	OG0000604	YBR139W	genemark-NODE_105_length_41571_cov_12.6022_ID_209-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_105_length_41571_cov_12.6022_ID_209-processed-gene-0.55&CDS=1-1605
605	OG0000605	YBR141C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.143&CDS=1-843
606	OG0000606	YBR142W	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.202-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.202&CDS=1-2076
607	OG0000607	YBR143C	genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_22_length_171471_cov_11.5858_ID_43-processed-gene-0.154&CDS=1-1272
608	OG0000608	YBR146W	genemark-NODE_67_length_79590_cov_12.2649_ID_133-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_67_length_79590_cov_12.2649_ID_133-processed-gene-0.101&CDS=1-1020
609	OG0000609	YBR153W	genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.119&CDS=1-756
610	OG0000610	YBR155W	genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.72&CDS=1-1113
611	OG0000611	YBR156C	genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_35_length_127356_cov_12.2146_ID_69-processed-gene-0.93&CDS=1-3168
612	OG0000612	YBR158W	genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.135&CDS=1-1668
613	OG0000613	YBR160W	maker-NODE_79_length_63687_cov_11.772_ID_157-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_79_length_63687_cov_11.772_ID_157-snap-gene-0.79&CDS=1-1941
614	OG0000614	YBR162C	genemark-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.94&CDS=1-1449
615	OG0000615	YBR162W-A	augustus_masked-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_48_length_106024_cov_12.8149_ID_95-processed-gene-0.172&CDS=1-198
616	OG0000616	YBR164C	genemark-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.26&CDS=1-549
617	OG0000617	YBR166C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.240-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.240&CDS=1-1323
618	OG0000618	YBR167C	augustus_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.115&CDS=1-339
619	OG0000619	YBR170C	augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.124&CDS=1-1749
620	OG0000620	YBR171W	genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.48&CDS=1-546
621	OG0000621	YBR173C	augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.122&CDS=1-450
622	OG0000622	YBR176W	genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.30&CDS=1-984
623	OG0000623	YBR179C	genemark-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_76_length_66447_cov_12.3715_ID_151-processed-gene-0.3&CDS=1-2664
624	OG0000624	YBR182C	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.133&CDS=1-2052
625	OG0000625	YBR185C	maker-NODE_6_length_282082_cov_12.0598_ID_11-augustus-gene-1.280-mRNA-1_1&gene=maker-NODE_6_length_282082_cov_12.0598_ID_11-augustus-gene-1.280&CDS=1-816
626	OG0000626	YBR187W	genemark-NODE_138_length_23047_cov_13.2944_ID_275-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_138_length_23047_cov_13.2944_ID_275-processed-gene-0.5&CDS=1-1527
627	OG0000627	YBR192W	genemark-NODE_115_length_35191_cov_12.4779_ID_229-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_115_length_35191_cov_12.4779_ID_229-processed-gene-0.40&CDS=1-1074
628	OG0000628	YBR193C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.145&CDS=1-561
629	OG0000629	YBR195C	genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.107&CDS=1-1305
630	OG0000630	YBR196C	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.49&CDS=1-1662
631	OG0000631	YBR198C	genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.96&CDS=1-2199
632	OG0000632	YBR199W	genemark-NODE_60_length_88785_cov_12.0581_ID_119-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_60_length_88785_cov_12.0581_ID_119-processed-gene-0.75&CDS=1-1329
633	OG0000633	YBR200W	maker-NODE_18_length_201582_cov_12.1594_ID_35-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_18_length_201582_cov_12.1594_ID_35-snap-gene-0.92&CDS=1-2064
634	OG0000634	YBR201W	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-0.83&CDS=1-810
635	OG0000635	YBR202W	genemark-NODE_117_length_34073_cov_12.3031_ID_233-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_117_length_34073_cov_12.3031_ID_233-processed-gene-0.3&CDS=1-2349
636	OG0000636	YBR204C	genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.26&CDS=1-1539
637	OG0000637	YBR208C	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.51&CDS=1-5457
638	OG0000638	YBR213W	maker-NODE_51_length_97760_cov_11.4993_ID_101-snap-gene-0.159-mRNA-1_1&gene=maker-NODE_51_length_97760_cov_11.4993_ID_101-snap-gene-0.159&CDS=1-699
639	OG0000639	YBR215W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-1.129&CDS=1-1128
640	OG0000640	YBR217W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-1.127&CDS=1-384
641	OG0000641	YBR220C	genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.39&CDS=1-1578
642	OG0000642	YBR221C	snap_masked-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.258-mRNA-1_1&gene=snap_masked-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.258&CDS=1-960
643	OG0000643	YBR222C	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.53&CDS=1-1581
644	OG0000644	YBR223C	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.54&CDS=1-1512
645	OG0000645	YBR228W	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.56&CDS=1-861
646	OG0000646	YBR229C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.6&CDS=1-2748
647	OG0000647	YBR231C	genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.108&CDS=1-963
648	OG0000648	YBR233W	genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.147&CDS=1-1005
649	OG0000649	YBR233W-A	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.114&CDS=1-315
650	OG0000650	YBR234C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.77&CDS=1-1089
651	OG0000651	YBR235W	genemark-NODE_87_length_58037_cov_11.6484_ID_173-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_87_length_58037_cov_11.6484_ID_173-processed-gene-0.32&CDS=1-3813
652	OG0000652	YBR236C	genemark-NODE_87_length_58037_cov_11.6484_ID_173-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_87_length_58037_cov_11.6484_ID_173-processed-gene-0.31&CDS=1-1449
653	OG0000653	YBR237W	snap_masked-NODE_160_length_7834_cov_12.8016_ID_319-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_160_length_7834_cov_12.8016_ID_319-processed-gene-0.0&CDS=1-3066
654	OG0000654	YBR243C	genemark-NODE_109_length_39861_cov_12.5601_ID_217-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_109_length_39861_cov_12.5601_ID_217-processed-gene-0.58&CDS=1-1452
655	OG0000655	YBR244W	genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.32&CDS=1-513
656	OG0000656	YBR246W	genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.15&CDS=1-1092
657	OG0000657	YBR247C	genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.37&CDS=1-1338
658	OG0000658	YBR248C	maker-NODE_31_length_135762_cov_11.5624_ID_61-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_135762_cov_11.5624_ID_61-snap-gene-0.2&CDS=1-2808
659	OG0000659	YBR251W	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.158&CDS=1-984
660	OG0000660	YBR254C	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.174&CDS=1-423
661	OG0000661	YBR255W	augustus_masked-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.222-mRNA-1_1&gene=augustus_masked-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.222&CDS=1-1953
662	OG0000662	YBR256C	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.45&CDS=1-693
663	OG0000663	YBR257W	genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.113&CDS=1-660
664	OG0000664	YBR260C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.200&CDS=1-2286
665	OG0000665	YBR261C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.206&CDS=1-687
666	OG0000666	YBR265W	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.55&CDS=1-954
667	OG0000667	YBR267W	genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_28_length_144136_cov_11.9627_ID_55-processed-gene-0.83&CDS=1-1401
668	OG0000668	YBR268W	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-0.92&CDS=1-312
669	OG0000669	YBR269C	genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.11&CDS=1-426
670	OG0000670	YBR271W	genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_10_length_248695_cov_12.5105_ID_19-processed-gene-1.24&CDS=1-912
671	OG0000671	YBR274W	genemark-NODE_112_length_36788_cov_12.1643_ID_223-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_112_length_36788_cov_12.1643_ID_223-processed-gene-0.35&CDS=1-1539
672	OG0000672	YBR276C	augustus_masked-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.98&CDS=1-2736
673	OG0000673	YBR279W	genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.17&CDS=1-1218
674	OG0000674	YBR280C	augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.64&CDS=1-1620
675	OG0000675	YBR281C	augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-0.41&CDS=1-2640
676	OG0000676	YBR282W	genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_12_length_235068_cov_12.0792_ID_23-processed-gene-1.153&CDS=1-417
677	OG0000677	YBR286W	genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_50_length_98139_cov_11.6892_ID_99-processed-gene-0.29&CDS=1-1539
678	OG0000678	YBR287W	genemark-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_39_length_120692_cov_12.2275_ID_77-processed-gene-0.58&CDS=1-1518
679	OG0000679	YBR288C	genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_47_length_106780_cov_11.904_ID_93-processed-gene-0.27&CDS=1-1470
