	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035048_Barnettozyma_salicaria
390	OG0000390	YKR070W	genemark-flattened_line_2-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.8&CDS=1-1563, genemark-flattened_line_2-processed-gene-6.169-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.169&CDS=1-1563
391	OG0000391	YKR075C, YOR062C	genemark-flattened_line_27-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.113&CDS=1-678
392	OG0000392	YKR089C, YOR081C	genemark-flattened_line_27-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.49&CDS=1-2550
393	OG0000393	YKR091W, YOR083W	genemark-flattened_line_5-processed-gene-6.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.125&CDS=1-1158
394	OG0000394	YKR093W	genemark-flattened_line_2-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.57&CDS=1-1881, genemark-flattened_line_2-processed-gene-8.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.11&CDS=1-1881
395	OG0000395	YLL012W, YLR020C	genemark-flattened_line_21-processed-gene-2.71-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.71&CDS=1-1332
396	OG0000396	YLL014W	snap_masked-flattened_line_2-processed-gene-4.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.15&CDS=1-315, snap_masked-flattened_line_2-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.51&CDS=1-315
397	OG0000397	YLL016W, YLR310C	genemark-flattened_line_49-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.101&CDS=1-3693
398	OG0000398	YLL021W	genemark-flattened_line_2-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.20&CDS=1-3810, genemark-flattened_line_2-processed-gene-5.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.135&CDS=1-3810
399	OG0000399	YLL027W	maker-flattened_line_2-snap-gene-4.0-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.0&CDS=1-690, maker-flattened_line_2-snap-gene-5.48-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.48&CDS=1-690
400	OG0000400	YLL057C	genemark-flattened_line_2-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.155&CDS=1-1194, genemark-flattened_line_2-processed-gene-6.185-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.185&CDS=1-1194
401	OG0000401	YLR005W	augustus_masked-flattened_line_2-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.128&CDS=1-2484, maker-flattened_line_2-augustus-gene-5.98-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.98&CDS=1-2484
402	OG0000402	YLR029C, YMR121C	snap_masked-flattened_line_7-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.98&CDS=1-618
403	OG0000403	YLR031W, YMR124W	snap_masked-flattened_line_7-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.79&CDS=1-3582
404	OG0000404	YLR200W	genemark-flattened_line_2-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.1&CDS=1-330, genemark-flattened_line_2-processed-gene-6.173-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.173&CDS=1-330
405	OG0000405	YLR201C	snap_masked-flattened_line_2-processed-gene-3.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.58&CDS=1-738, snap_masked-flattened_line_2-processed-gene-6.10-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.10&CDS=1-738
406	OG0000406	YLR203C	genemark-flattened_line_2-processed-gene-4.112-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.112&CDS=1-1272, genemark-flattened_line_2-processed-gene-5.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.124&CDS=1-1272
407	OG0000407	YLR205C	genemark-flattened_line_2-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.7&CDS=1-858, genemark-flattened_line_2-processed-gene-6.170-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.170&CDS=1-858
408	OG0000408	YLR241W	augustus_masked-flattened_line_2-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.106&CDS=1-2535, augustus_masked-flattened_line_2-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.106&CDS=1-2535
409	OG0000409	YLR260W, YOR171C	genemark-flattened_line_0-processed-gene-8.260-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.260&CDS=1-1518
410	OG0000410	YLR264W, YOR167C	maker-flattened_line_19-augustus-gene-2.228-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.228&CDS=1-219
411	OG0000411	YLR270W, YOR173W	genemark-flattened_line_25-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.3&CDS=1-981
412	OG0000412	YLR273C, YOR178C	augustus_masked-flattened_line_19-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.203&CDS=1-1665
413	OG0000413	YLR284C, YOR180C	genemark-flattened_line_11-processed-gene-5.269-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.269&CDS=1-822
414	OG0000414	YLR287C-A, YOR182C	maker-flattened_line_19-augustus-gene-2.235-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.235&CDS=1-1224
415	OG0000415	YLR300W, YOR190W	genemark-flattened_line_11-processed-gene-5.265-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.265&CDS=1-1284
416	OG0000416	YLR368W	snap_masked-flattened_line_33-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.103&CDS=1-1680, snap_masked-flattened_line_5-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.96&CDS=1-1710
417	OG0000417	YLR441C	genemark-flattened_line_29-processed-gene-1.270-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.270&CDS=1-765, genemark-flattened_line_9-processed-gene-3.106-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.106&CDS=1-765
418	OG0000418	YLR450W, YML075C	maker-flattened_line_45-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_45-augustus-gene-0.135&CDS=1-4338
419	OG0000419	YLR451W	genemark-flattened_line_2-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.121&CDS=1-2694, genemark-flattened_line_2-processed-gene-7.40-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.40&CDS=1-2694
420	OG0000420	YLR452C	genemark-flattened_line_2-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.139&CDS=1-2073, genemark-flattened_line_2-processed-gene-7.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.20&CDS=1-2073
421	OG0000421	YML073C	genemark-flattened_line_11-processed-gene-4.30-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-4.30&CDS=1-531, genemark-flattened_line_45-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.100&CDS=1-528
422	OG0000422	YML100W, YMR261C	genemark-flattened_line_17-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.145&CDS=1-3210
423	OG0000423	YML109W, YMR273C	genemark-flattened_line_5-processed-gene-4.16-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.16&CDS=1-2550
424	OG0000424	YML116W, YMR279C	genemark-flattened_line_35-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.224&CDS=1-1500
425	OG0000425	YML120C	genemark-flattened_line_2-processed-gene-4.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.118&CDS=1-1557, genemark-flattened_line_2-processed-gene-4.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.156&CDS=1-1557
426	OG0000426	YMR009W	maker-flattened_line_2-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.111&CDS=1-828, maker-flattened_line_2-snap-gene-8.142-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.142&CDS=1-828
427	OG0000427	YMR010W	maker-flattened_line_2-snap-gene-3.51-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.51&CDS=1-963, maker-flattened_line_2-snap-gene-5.51-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.51&CDS=1-963
428	OG0000428	YMR043W	genemark-flattened_line_2-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.14&CDS=1-642, genemark-flattened_line_2-processed-gene-8.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.57&CDS=1-642
429	OG0000429	YMR044W	genemark-flattened_line_2-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.41&CDS=1-1299, genemark-flattened_line_2-processed-gene-8.27-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.27&CDS=1-1299
430	OG0000430	YMR083W	genemark-flattened_line_11-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.78&CDS=1-1095, genemark-flattened_line_5-processed-gene-5.140-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-5.140&CDS=1-1122
431	OG0000431	YMR119W, YNL008C	snap_masked-flattened_line_11-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.143&CDS=1-2169
432	OG0000432	YMR161W	genemark-flattened_line_2-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.139&CDS=1-996, genemark-flattened_line_2-processed-gene-7.9-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.9&CDS=1-996
433	OG0000433	YMR164C	augustus_masked-flattened_line_2-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.5&CDS=1-2154, snap_masked-flattened_line_2-processed-gene-7.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.82&CDS=1-2154
434	OG0000434	YMR166C	genemark-flattened_line_2-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.142&CDS=1-1074, genemark-flattened_line_2-processed-gene-7.6-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.6&CDS=1-1074
435	OG0000435	YMR167W	genemark-flattened_line_2-processed-gene-2.166-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.166&CDS=1-2097, genemark-flattened_line_2-processed-gene-7.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.8&CDS=1-2097
436	OG0000436	YMR183C, YPL232W	snap_masked-flattened_line_0-processed-gene-8.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.27&CDS=1-885
437	OG0000437	YMR194W, YPL249C-A	genemark-flattened_line_11-processed-gene-5.215-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.215&CDS=1-300
438	OG0000438	YMR199W, YPL256C	genemark-flattened_line_35-processed-gene-0.278-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.278&CDS=1-1269
439	OG0000439	YMR222C, YOR280C	genemark-flattened_line_19-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.29&CDS=1-693
440	OG0000440	YMR237W, YOR299W	genemark-flattened_line_0-processed-gene-8.209-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.209&CDS=1-2019
441	OG0000441	YMR242C, YOR312C	snap_masked-flattened_line_3-processed-gene-5.119-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.119&CDS=1-522
442	OG0000442	YMR253C, YPL264C	genemark-flattened_line_17-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.36&CDS=1-1266
443	OG0000443	YNL021W	snap_masked-flattened_line_2-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.59&CDS=1-2109, snap_masked-flattened_line_2-processed-gene-8.209-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.209&CDS=1-2109
444	OG0000444	YNL022C	genemark-flattened_line_2-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.37&CDS=1-1434, genemark-flattened_line_2-processed-gene-8.30-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.30&CDS=1-1434
445	OG0000445	YNL035C	genemark-flattened_line_2-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.44&CDS=1-1125, genemark-flattened_line_2-processed-gene-8.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.24&CDS=1-1125
446	OG0000446	YNL037C	snap_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.62&CDS=1-1083, snap_masked-flattened_line_2-processed-gene-8.206-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.206&CDS=1-1083
447	OG0000447	YNL048W	maker-flattened_line_2-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.6&CDS=1-4044, maker-flattened_line_2-augustus-gene-8.65-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.65&CDS=1-3969
448	OG0000448	YNL095C, YOR092W	genemark-flattened_line_9-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.60&CDS=1-1458
449	OG0000449	YNL103W	genemark-flattened_line_5-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.49&CDS=1-1044, genemark-flattened_line_7-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.124&CDS=1-603
450	OG0000450	YNL104C, YOR108W	genemark-flattened_line_7-processed-gene-5.87-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.87&CDS=1-1827
451	OG0000451	YNL108C, YOR110W	maker-flattened_line_7-augustus-gene-5.117-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-5.117&CDS=1-1743
452	OG0000452	YNL258C	augustus_masked-flattened_line_2-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.39&CDS=1-2118, snap_masked-flattened_line_2-processed-gene-6.32-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.32&CDS=1-2118
453	OG0000453	YNL283C, YOL105C	genemark-flattened_line_7-processed-gene-6.57-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-6.57&CDS=1-1119
454	OG0000454	YNL298W, YOL113W	genemark-flattened_line_5-processed-gene-7.126-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.126&CDS=1-2583
455	OG0000455	YNL301C, YOL120C	maker-flattened_line_29-snap-gene-1.85-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.85&CDS=1-939
456	OG0000456	YOL030W	genemark-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.52&CDS=1-1410, genemark-flattened_line_2-processed-gene-8.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.16&CDS=1-1410
457	OG0000457	YOL031C	genemark-flattened_line_2-processed-gene-2.183-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.183&CDS=1-1188, genemark-flattened_line_2-processed-gene-6.154-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.154&CDS=1-1188
458	OG0000458	YOL032W	snap_masked-flattened_line_2-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.87&CDS=1-636, snap_masked-flattened_line_2-processed-gene-6.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.48&CDS=1-636
459	OG0000459	YOL033W	genemark-flattened_line_2-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.163&CDS=1-1536, genemark-flattened_line_2-processed-gene-6.177-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.177&CDS=1-1536
460	OG0000460	YOL034W	genemark-flattened_line_2-processed-gene-2.188-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.188&CDS=1-3282, genemark-flattened_line_2-processed-gene-6.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.149&CDS=1-3282
461	OG0000461	YOL039W	genemark-flattened_line_2-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.159&CDS=1-330, genemark-flattened_line_2-processed-gene-6.181-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.181&CDS=1-330
462	OG0000462	YOL040C	genemark-flattened_line_2-processed-gene-2.185-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.185&CDS=1-429, genemark-flattened_line_2-processed-gene-6.152-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.152&CDS=1-429
463	OG0000463	YOL041C	genemark-flattened_line_2-processed-gene-2.184-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.184&CDS=1-1332, genemark-flattened_line_2-processed-gene-6.153-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.153&CDS=1-1332
464	OG0000464	YOL065C	genemark-flattened_line_2-processed-gene-4.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.124&CDS=1-972, genemark-flattened_line_2-processed-gene-4.150-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.150&CDS=1-915
465	OG0000465	YOR017W	genemark-flattened_line_2-processed-gene-3.43-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.43&CDS=1-2004, genemark-flattened_line_2-processed-gene-5.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.114&CDS=1-2004
466	OG0000466	YOR099W	genemark-flattened_line_2-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.19&CDS=1-1221, genemark-flattened_line_2-processed-gene-8.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.52&CDS=1-1221
467	OG0000467	YOR153W	genemark-flattened_line_19-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.20&CDS=1-4530, genemark-flattened_line_5-processed-gene-7.122-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.122&CDS=1-4515
468	OG0000468	YOR197W	genemark-flattened_line_2-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.18&CDS=1-1203, genemark-flattened_line_2-processed-gene-5.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.137&CDS=1-1203
469	OG0000469	YOR205C	genemark-flattened_line_2-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.14&CDS=1-1665, genemark-flattened_line_2-processed-gene-5.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.141&CDS=1-1665
470	OG0000470	YOR206W	genemark-flattened_line_2-processed-gene-3.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.0&CDS=1-2115, genemark-flattened_line_2-processed-gene-6.174-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.174&CDS=1-2115
471	OG0000471	YOR227W, YPL137C	genemark-flattened_line_7-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.155&CDS=1-3639
472	OG0000472	YOR231W, YPL140C	genemark-flattened_line_35-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.203&CDS=1-1461
473	OG0000473	YOR234C, YPL143W	genemark-flattened_line_0-processed-gene-8.269-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.269&CDS=1-321
474	OG0000474	YOR237W, YPL145C	genemark-flattened_line_0-processed-gene-8.270-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.270&CDS=1-1275
475	OG0000475	YOR320C	genemark-flattened_line_11-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.79&CDS=1-1635, genemark-flattened_line_3-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-3.22&CDS=1-1752
476	OG0000476	YOR327C	genemark-flattened_line_2-processed-gene-2.180-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.180&CDS=1-339, genemark-flattened_line_2-processed-gene-6.157-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.157&CDS=1-339
477	OG0000477	YOR388C, YPL275W	genemark-flattened_line_31-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.33&CDS=1-1089
478	OG0000478	YOR390W, YPL279C	genemark-flattened_line_3-processed-gene-7.187-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.187&CDS=1-1059
479	OG0000479	YPL012W	genemark-flattened_line_2-processed-gene-3.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.38&CDS=1-3612, genemark-flattened_line_2-processed-gene-5.119-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.119&CDS=1-3612
480	OG0000480	YPL088W	genemark-flattened_line_2-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.15&CDS=1-1035, genemark-flattened_line_2-processed-gene-8.56-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.56&CDS=1-1035
481	OG0000481	YPL120W	genemark-flattened_line_2-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.15&CDS=1-1374, genemark-flattened_line_2-processed-gene-5.140-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.140&CDS=1-1374
482	OG0000482	YPL159C, YPR151C	snap_masked-flattened_line_39-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.191&CDS=1-666
483	OG0000483	YPL184C	genemark-flattened_line_2-processed-gene-2.173-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.173&CDS=1-1830, genemark-flattened_line_2-processed-gene-6.164-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.164&CDS=1-1830
484	OG0000484	YPL186C	snap_masked-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.102&CDS=1-1011, snap_masked-flattened_line_2-processed-gene-6.30-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.30&CDS=1-1011
