	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034709_Kluyveromyces_aestuarii
328	OG0000328	YMR318C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.11&CDS=1-1095, snap_masked-NODE_36_length_13334_cov_29.8516_ID_71-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_36_length_13334_cov_29.8516_ID_71-processed-gene-0.6&CDS=1-1086
329	OG0000329	YNL104C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.137&CDS=1-1734, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.159-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.159&CDS=1-1830
330	OG0000330	YNL125C	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.167&CDS=1-1737, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.44&CDS=1-1812
331	OG0000331	YNL301C, YOL120C	genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.54&CDS=1-969
332	OG0000332	YOR032C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.129&CDS=1-939, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-5.38&CDS=1-2550
333	OG0000333	YOR204W, YPL119C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.7-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-3.7&CDS=1-1881
334	OG0000334	YOR229W, YOR230W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.47&CDS=1-1347
335	OG0000335	YOR231W, YPL140C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.46&CDS=1-1467
336	OG0000336	YOR234C, YPL143W	augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.74&CDS=1-321
337	OG0000337	YOR237W, YPL145C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-4.42&CDS=1-1245
338	OG0000338	YOR348C	snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.252-mRNA-1_1&gene=snap_masked-NODE_15_length_291038_cov_28.0476_ID_29-processed-gene-1.252&CDS=1-1701, snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.111&CDS=1-1719
339	OG0000339	YOR389W, YPL277C	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.7&CDS=1-1941
340	OG0000340	YOR390W, YPL279C	augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-2.187&CDS=1-1041
341	OG0000341	YPR058W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.143-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.143&CDS=1-921, snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.38&CDS=1-906
342	OG0000342	YPR165W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.124&CDS=1-624, snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.125-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-8.125&CDS=1-627
343	OG0000343	YPR169W-A, YPR170W-B	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-8.1-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-8.1&CDS=1-339
344	OG0000344		augustus_masked-NODE_31_length_28265_cov_30.9157_ID_61-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_31_length_28265_cov_30.9157_ID_61-processed-gene-0.26&CDS=1-1641, augustus_masked-NODE_39_length_8623_cov_58.1797_ID_77-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_39_length_8623_cov_58.1797_ID_77-processed-gene-0.1&CDS=1-1080, snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_13_length_344462_cov_51.4643_ID_25-processed-gene-0.59&CDS=1-1392
345	OG0000345	YAL001C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.102&CDS=1-3468
346	OG0000346	YAL002W	augustus_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_740742_cov_27.1728_ID_5-processed-gene-6.104&CDS=1-3561
347	OG0000347	YAL003W	maker-NODE_3_length_740742_cov_27.1728_ID_5-snap-gene-6.66-mRNA-1_1&gene=maker-NODE_3_length_740742_cov_27.1728_ID_5-snap-gene-6.66&CDS=1-621
348	OG0000348	YAL009W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.139&CDS=1-870
349	OG0000349	YAL010C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.193-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.193&CDS=1-1344
350	OG0000350	YAL011W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.138&CDS=1-2100
351	OG0000351	YAL012W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.136-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.136&CDS=1-1173
352	OG0000352	YAL013W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.134&CDS=1-1797
353	OG0000353	YAL014C	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.279-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.279&CDS=1-786
354	OG0000354	YAL016W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.131&CDS=1-1821
355	OG0000355	YAL019W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.127&CDS=1-3177
356	OG0000356	YAL020C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.181-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.181&CDS=1-1050
357	OG0000357	YAL021C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.180-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.180&CDS=1-2376
358	OG0000358	YAL022C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.179-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.179&CDS=1-1281
359	OG0000359	YAL024C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.177-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.177&CDS=1-3984
360	OG0000360	YAL026C	maker-NODE_6_length_597287_cov_27.2088_ID_11-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_6_length_597287_cov_27.2088_ID_11-augustus-gene-4.2&CDS=1-4899
361	OG0000361	YAL027W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.175-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.175&CDS=1-747
362	OG0000362	YAL031C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.171-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.171&CDS=1-2325
363	OG0000363	YAL032C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.170-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.170&CDS=1-1269
364	OG0000364	YAL033W	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.216-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.216&CDS=1-486
365	OG0000365	YAL034W-A	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.118&CDS=1-846
366	OG0000366	YAL035W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.115&CDS=1-2892
367	OG0000367	YAL036C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.165-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.165&CDS=1-1107
368	OG0000368	YAL038W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.112-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.112&CDS=1-1503
369	OG0000369	YAL039C	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.62&CDS=1-858
370	OG0000370	YAL040C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-1.107&CDS=1-1236
371	OG0000371	YAL041W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.52&CDS=1-2262
372	OG0000372	YAL042W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.53&CDS=1-1215
373	OG0000373	YAL043C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.51&CDS=1-2403
374	OG0000374	YAL044C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.56&CDS=1-516
375	OG0000375	YAL044W-A	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.72&CDS=1-336
376	OG0000376	YAL046C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.57&CDS=1-270
377	OG0000377	YAL047C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.58&CDS=1-2307
378	OG0000378	YAL048C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.59&CDS=1-1977
379	OG0000379	YAL049C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.60&CDS=1-732
380	OG0000380	YAL055W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.80&CDS=1-420
381	OG0000381	YAL058W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.85&CDS=1-1707
382	OG0000382	YAL059W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-2.86&CDS=1-534
383	OG0000383	YAL067C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-2.124&CDS=1-1767
384	OG0000384	YAR002C-A	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.125-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.125&CDS=1-654
385	OG0000385	YAR002W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.103&CDS=1-1620
386	OG0000386	YAR003W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.104&CDS=1-1338
387	OG0000387	YAR007C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.126&CDS=1-1896
388	OG0000388	YAR008W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-4.108&CDS=1-873
389	OG0000389	YAR014C	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.58&CDS=1-1944
390	OG0000390	YAR015W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.33&CDS=1-915
391	OG0000391	YAR018C	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-1.95-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-1.95&CDS=1-2202
392	OG0000392	YAR035W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.56&CDS=1-2076
393	OG0000393	YAR042W	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-1.97-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-1.97&CDS=1-3549
394	OG0000394	YBL001C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.124&CDS=1-324
395	OG0000395	YBL004W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.146&CDS=1-7452
396	OG0000396	YBL006C	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.119&CDS=1-543
397	OG0000397	YBL007C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.19-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.19&CDS=1-3636
398	OG0000398	YBL008W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-6.45&CDS=1-2481
399	OG0000399	YBL010C	snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.208-mRNA-1_1&gene=snap_masked-NODE_8_length_516559_cov_30.1547_ID_15-processed-gene-4.208&CDS=1-684
400	OG0000400	YBL013W	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.3&CDS=1-1089
401	OG0000401	YBL014C	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.21&CDS=1-2553
402	OG0000402	YBL015W	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.25&CDS=1-1569
403	OG0000403	YBL018C	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.5&CDS=1-393
404	OG0000404	YBL019W	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.27&CDS=1-1368
405	OG0000405	YBL020W	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.28&CDS=1-1665
406	OG0000406	YBL021C	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.6&CDS=1-618
407	OG0000407	YBL022C	snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_26_length_63280_cov_28.0214_ID_51-processed-gene-0.7&CDS=1-3300
408	OG0000408	YBL023C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.117&CDS=1-2637
409	OG0000409	YBL024W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.93&CDS=1-2034
410	OG0000410	YBL025W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-0.92&CDS=1-375
411	OG0000411	YBL028C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.102&CDS=1-327
412	OG0000412	YBL029W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.100&CDS=1-1254
413	OG0000413	YBL031W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.29&CDS=1-1035
414	OG0000414	YBL032W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.28&CDS=1-918
415	OG0000415	YBL033C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.58&CDS=1-900
416	OG0000416	YBL034C	augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.170&CDS=1-3819
417	OG0000417	YBL035C	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.112-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.112&CDS=1-1968
418	OG0000418	YBL036C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.53&CDS=1-750
419	OG0000419	YBL037W	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.26&CDS=1-2838
420	OG0000420	YBL038W	genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-3.83&CDS=1-663
421	OG0000421	YBL039C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.66&CDS=1-1734
422	OG0000422	YBL040C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.68&CDS=1-657
423	OG0000423	YBL043W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.40&CDS=1-594
424	OG0000424	YBL045C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.69&CDS=1-1332
425	OG0000425	YBL046W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.90&CDS=1-1098
426	OG0000426	YBL047C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-7.71&CDS=1-3708
427	OG0000427	YBL050W	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-7.97-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-7.97&CDS=1-876
428	OG0000428	YBL051C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.10&CDS=1-1812
429	OG0000429	YBL054W	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.133&CDS=1-1638
430	OG0000430	YBL055C	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.110&CDS=1-1221
431	OG0000431	YBL056W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.38&CDS=1-1314
432	OG0000432	YBL058W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.39&CDS=1-1236
433	OG0000433	YBL059C-A	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.114&CDS=1-321
434	OG0000434	YBL060W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.44&CDS=1-1902
435	OG0000435	YBL061C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.20&CDS=1-2139
436	OG0000436	YBL064C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-5.21&CDS=1-744
437	OG0000437	YBL066C	maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-5.50-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-snap-gene-5.50&CDS=1-3156
