	OrthologID	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
746	OG0000746	YCL001W	augustus_masked-NW_001834691.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.75&CDS=1-561
747	OG0000747	YCL004W	genemark-NW_001834691.1-processed-gene-0.38-mRNA-1_1&gene=genemark-NW_001834691.1-processed-gene-0.38&CDS=1-861
748	OG0000748	YCL005W-A	maker-NW_001834687.1-snap-gene-1.136-mRNA-1_1&gene=maker-NW_001834687.1-snap-gene-1.136&CDS=1-216
749	OG0000749	YCL008C	augustus_masked-NW_001834618.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834618.1-processed-gene-0.1&CDS=1-1359
750	OG0000750	YCL009C	augustus_masked-NW_001834618.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834618.1-processed-gene-0.2&CDS=1-903
751	OG0000751	YCL010C	augustus_masked-NW_001834685.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.87&CDS=1-873
752	OG0000752	YCL012C	augustus_masked-NW_001834685.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.86&CDS=1-324
753	OG0000753	YCL014W	augustus_masked-NW_001834685.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.68&CDS=1-4719
754	OG0000754	YCL016C	augustus_masked-NW_001834685.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.85&CDS=1-1131
755	OG0000755	YCL017C	augustus_masked-NW_001834685.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.84&CDS=1-1491
756	OG0000756	YCL018W	augustus_masked-NW_001834685.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NW_001834685.1-processed-gene-1.66&CDS=1-1092
757	OG0000757	YCL027W	augustus_masked-NW_001834690.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.50&CDS=1-1485
758	OG0000758	YCL028W	augustus_masked-NW_001834689.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.18&CDS=1-1257
759	OG0000759	YCL029C	augustus_masked-NW_001834689.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.39&CDS=1-1317
760	OG0000760	YCL030C	augustus_masked-NW_001834689.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.38&CDS=1-2433
761	OG0000761	YCL031C	augustus_masked-NW_001834689.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.36&CDS=1-918
762	OG0000762	YCL032W	genemark-NW_001834690.1-processed-gene-1.114-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.114&CDS=1-993
763	OG0000763	YCL033C	augustus_masked-NW_001834690.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.23&CDS=1-465
764	OG0000764	YCL034W	augustus_masked-NW_001834689.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.16&CDS=1-969
765	OG0000765	YCL038C	augustus_masked-NW_001834690.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-1.26&CDS=1-1560
766	OG0000766	YCL039W	augustus_masked-NW_001834689.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.14&CDS=1-2355
767	OG0000767	YCL043C	genemark-NW_001834690.1-processed-gene-1.88-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.88&CDS=1-1623
768	OG0000768	YCL044C	maker-NW_001834689.1-snap-gene-0.0-mRNA-1_1&gene=maker-NW_001834689.1-snap-gene-0.0&CDS=1-1260
769	OG0000769	YCL045C	augustus_masked-NW_001834689.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.30&CDS=1-2229
770	OG0000770	YCL047C	augustus_masked-NW_001834689.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.29&CDS=1-777
771	OG0000771	YCL048W	augustus_masked-NW_001834689.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.11&CDS=1-1485
772	OG0000772	YCL051W	augustus_masked-NW_001834689.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.8&CDS=1-1611
773	OG0000773	YCL052C	augustus_masked-NW_001834689.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.24&CDS=1-1323
774	OG0000774	YCL054W	augustus_masked-NW_001834689.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.7&CDS=1-2532
775	OG0000775	YCL055W	augustus_masked-NW_001834689.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.6&CDS=1-954
776	OG0000776	YCL057C-A	augustus_masked-NW_001834689.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.23&CDS=1-258
777	OG0000777	YCL057W	augustus_masked-NW_001834689.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.4&CDS=1-2217
778	OG0000778	YCL059C	augustus_masked-NW_001834689.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.22&CDS=1-1014
779	OG0000779	YCL061C	augustus_masked-NW_001834689.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.21&CDS=1-2955
780	OG0000780	YCL063W	augustus_masked-NW_001834689.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.2&CDS=1-1422
781	OG0000781	YCL064C	augustus_masked-NW_001834689.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-0.20&CDS=1-1050
782	OG0000782	YCL075W	augustus_masked-NW_001834604.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NW_001834604.1-processed-gene-0.27&CDS=1-384
783	OG0000783	YCR002C	augustus_masked-NW_001834687.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.52&CDS=1-957
784	OG0000784	YCR003W	augustus_masked-NW_001834691.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.78&CDS=1-525
785	OG0000785	YCR004C	augustus_masked-NW_001834691.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.92&CDS=1-750
786	OG0000786	YCR009C	augustus_masked-NW_001834642.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.61&CDS=1-795
787	OG0000787	YCR011C	augustus_masked-NW_001834691.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.95&CDS=1-3141
788	OG0000788	YCR012W	augustus_masked-NW_001834691.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.81&CDS=1-1245
789	OG0000789	YCR014C	augustus_masked-NW_001834691.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-0.96&CDS=1-1788
790	OG0000790	YCR015C	augustus_masked-NW_001834642.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.64&CDS=1-924
791	OG0000791	YCR016W	augustus_masked-NW_001834518.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834518.1-processed-gene-0.7&CDS=1-870
792	OG0000792	YCR017C	augustus_masked-NW_001834592.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834592.1-processed-gene-0.22&CDS=1-3018
793	OG0000793	YCR019W	augustus_masked-NW_001834647.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834647.1-processed-gene-0.48&CDS=1-1044
794	OG0000794	YCR020C	augustus_masked-NW_001834647.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001834647.1-processed-gene-0.69&CDS=1-651
795	OG0000795	YCR020C-A	augustus_masked-NW_001834647.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001834647.1-processed-gene-0.70&CDS=1-276
796	OG0000796	YCR020W-B	snap_masked-NW_001834647.1-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NW_001834647.1-processed-gene-0.94&CDS=1-213
797	OG0000797	YCR024C	augustus_masked-NW_001834656.1-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.143&CDS=1-1449
798	OG0000798	YCR026C	augustus_masked-NW_001834656.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.145&CDS=1-2505
799	OG0000799	YCR027C	augustus_masked-NW_001834656.1-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.146&CDS=1-681
800	OG0000800	YCR028C	augustus_masked-NW_001834689.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.91&CDS=1-1569
801	OG0000801	YCR028C-A	augustus_masked-NW_001834689.1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.90&CDS=1-378
802	OG0000802	YCR032W	augustus_masked-NW_001834689.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NW_001834689.1-processed-gene-1.119&CDS=1-6459
803	OG0000803	YCR033W	augustus_masked-NW_001834684.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NW_001834684.1-processed-gene-1.64&CDS=1-4317
804	OG0000804	YCR034W	augustus_masked-NW_001834684.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NW_001834684.1-processed-gene-1.65&CDS=1-1050
805	OG0000805	YCR036W	augustus_masked-NW_001834684.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NW_001834684.1-processed-gene-1.66&CDS=1-1002
806	OG0000806	YCR037C	augustus_masked-NW_001834684.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NW_001834684.1-processed-gene-1.84&CDS=1-2742
807	OG0000807	YCR042C	maker-NW_001834690.1-snap-gene-1.131-mRNA-1_1&gene=maker-NW_001834690.1-snap-gene-1.131&CDS=1-4305
808	OG0000808	YCR044C	genemark-NW_001834690.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NW_001834690.1-processed-gene-1.103&CDS=1-1065
809	OG0000809	YCR046C	augustus_masked-NW_001834687.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.10&CDS=1-570
810	OG0000810	YCR047C	augustus_masked-NW_001834694.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-0.63&CDS=1-807
811	OG0000811	YCR051W	augustus_masked-NW_001834687.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.40&CDS=1-624
812	OG0000812	YCR053W	augustus_masked-NW_001834533.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834533.1-processed-gene-0.9&CDS=1-1539
813	OG0000813	YCR054C	augustus_masked-NW_001834687.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.8&CDS=1-1620
814	OG0000814	YCR057C	augustus_masked-NW_001834687.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.7&CDS=1-2715
815	OG0000815	YCR059C	augustus_masked-NW_001834687.1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.6&CDS=1-768
816	OG0000816	YCR060W	augustus_masked-NW_001834687.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.37&CDS=1-351
817	OG0000817	YCR061W	augustus_masked-NW_001834533.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834533.1-processed-gene-0.10&CDS=1-1839
818	OG0000818	YCR063W	augustus_masked-NW_001834687.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.35&CDS=1-471
819	OG0000819	YCR065W	augustus_masked-NW_001834687.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.34&CDS=1-1674
820	OG0000820	YCR066W	augustus_masked-NW_001834687.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.33&CDS=1-1302
821	OG0000821	YCR068W	snap_masked-NW_001834687.1-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-1.171&CDS=1-1611
822	OG0000822	YCR069W	snap_masked-NW_001834687.1-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-1.170&CDS=1-951
823	OG0000823	YCR071C	augustus_masked-NW_001834548.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.5&CDS=1-498
824	OG0000824	YCR072C	augustus_masked-NW_001834687.1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.4&CDS=1-1536
825	OG0000825	YCR075C	augustus_masked-NW_001834548.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.6&CDS=1-777
826	OG0000826	YCR075W-A	snap_masked-NW_001834687.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.71&CDS=1-246
827	OG0000827	YCR076C	snap_masked-NW_001834687.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.50&CDS=1-921
828	OG0000828	YCR077C	augustus_masked-NW_001834687.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.85&CDS=1-2736
829	OG0000829	YCR079W	augustus_masked-NW_001834687.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.101&CDS=1-1416
830	OG0000830	YCR081W	snap_masked-NW_001834687.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.68&CDS=1-4107
831	OG0000831	YCR082W	genemark-NW_001834687.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_001834687.1-processed-gene-0.29&CDS=1-381
832	OG0000832	YCR083W	augustus_masked-NW_001834548.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.1&CDS=1-477
833	OG0000833	YCR084C	augustus_masked-NW_001834687.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.81&CDS=1-2232
834	OG0000834	YCR086W	augustus_masked-NW_001834687.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.97&CDS=1-597
835	OG0000835	YCR087C-A	augustus_masked-NW_001834687.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.80&CDS=1-474
836	OG0000836	YCR088W	augustus_masked-NW_001834548.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834548.1-processed-gene-0.2&CDS=1-1710
837	OG0000837	YCR090C	augustus_masked-NW_001834687.1-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-0.79&CDS=1-558
838	OG0000838	YCR092C	augustus_masked-NW_001834467.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NW_001834467.1-processed-gene-0.1&CDS=1-3069
839	OG0000839	YCR093W	augustus_masked-NW_001834599.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834599.1-processed-gene-0.7&CDS=1-5253
840	OG0000840	YCR094W	augustus_masked-NW_001834599.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834599.1-processed-gene-0.8&CDS=1-1173
841	OG0000841	YCR095C	snap_masked-NW_001834687.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NW_001834687.1-processed-gene-0.41&CDS=1-1095
842	OG0000842	YCR097W	snap_masked-NW_001834669.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NW_001834669.1-processed-gene-0.4&CDS=1-195
843	OG0000843	YCR098C	augustus_masked-NW_001834672.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.96&CDS=1-1689
844	OG0000844	YCR106W	augustus_masked-NW_001834626.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NW_001834626.1-processed-gene-0.6&CDS=1-2829
845	OG0000845	YDL001W	augustus_masked-NW_001834678.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NW_001834678.1-processed-gene-0.108&CDS=1-1341
846	OG0000846	YDL002C	augustus_masked-NW_001834678.1-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NW_001834678.1-processed-gene-0.144&CDS=1-873
847	OG0000847	YDL003W	augustus_masked-NW_001834678.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NW_001834678.1-processed-gene-0.106&CDS=1-1809
848	OG0000848	YDL004W	augustus_masked-NW_001834644.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.0&CDS=1-327
849	OG0000849	YDL005C	snap_masked-NW_001834676.1-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NW_001834676.1-processed-gene-0.177&CDS=1-1134
850	OG0000850	YDL006W	genemark-NW_001834676.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_001834676.1-processed-gene-0.68&CDS=1-849
851	OG0000851	YDL007W	genemark-NW_001834676.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_001834676.1-processed-gene-0.69&CDS=1-1311
852	OG0000852	YDL008W	augustus_masked-NW_001834678.1-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NW_001834678.1-processed-gene-0.148&CDS=1-528
853	OG0000853	YDL013W	augustus_masked-NW_001834692.1-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NW_001834692.1-processed-gene-1.122&CDS=1-1773
854	OG0000854	YDL014W	augustus_masked-NW_001834676.1-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NW_001834676.1-processed-gene-0.131&CDS=1-1011
855	OG0000855	YDL015C	augustus_masked-NW_001834676.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834676.1-processed-gene-0.98&CDS=1-936
856	OG0000856	YDL017W	augustus_masked-NW_001834676.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_001834676.1-processed-gene-0.132&CDS=1-1500
857	OG0000857	YDL018C	snap_masked-NW_001834668.1-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.150&CDS=1-606
858	OG0000858	YDL020C	snap_masked-NW_001834668.1-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.147&CDS=1-1599
859	OG0000859	YDL025C	maker-NW_001834678.1-snap-gene-0.250-mRNA-1_1&gene=maker-NW_001834678.1-snap-gene-0.250&CDS=1-1773
860	OG0000860	YDL027C	augustus_masked-NW_001834678.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834678.1-processed-gene-0.137&CDS=1-1146
861	OG0000861	YDL028C	snap_masked-NW_001834683.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NW_001834683.1-processed-gene-0.8&CDS=1-2358
862	OG0000862	YDL029W	augustus_masked-NW_001834616.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001834616.1-processed-gene-0.60&CDS=1-1173
863	OG0000863	YDL030W	augustus_masked-NW_001834616.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NW_001834616.1-processed-gene-0.61&CDS=1-1551
864	OG0000864	YDL031W	augustus_masked-NW_001834683.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.96&CDS=1-2931
865	OG0000865	YDL033C	genemark-NW_001834616.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_001834616.1-processed-gene-0.15&CDS=1-1245
866	OG0000866	YDL035C	augustus_masked-NW_001834683.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.82&CDS=1-2631
867	OG0000867	YDL040C	augustus_masked-NW_001834683.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.84&CDS=1-2538
868	OG0000868	YDL043C	augustus_masked-NW_001834683.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.86&CDS=1-783
869	OG0000869	YDL044C	augustus_masked-NW_001834683.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.87&CDS=1-2589
870	OG0000870	YDL045C	augustus_masked-NW_001834616.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NW_001834616.1-processed-gene-0.50&CDS=1-939
871	OG0000871	YDL045W-A	augustus_masked-NW_001834683.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834683.1-processed-gene-0.98&CDS=1-285
872	OG0000872	YDL046W	augustus_masked-NW_001834644.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.10&CDS=1-516
873	OG0000873	YDL047W	augustus_masked-NW_001834644.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834644.1-processed-gene-0.9&CDS=1-933
874	OG0000874	YDL051W	augustus_masked-NW_001834614.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.20&CDS=1-777
875	OG0000875	YDL052C	augustus_masked-NW_001834619.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.46&CDS=1-792
876	OG0000876	YDL054C	genemark-NW_001834473.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_001834473.1-processed-gene-0.7&CDS=1-1407
877	OG0000877	YDL055C	augustus_masked-NW_001834581.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834581.1-processed-gene-0.22&CDS=1-1083
878	OG0000878	YDL056W	augustus_masked-NW_001834619.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.57&CDS=1-2367
879	OG0000879	YDL057W	augustus_masked-NW_001834619.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.58&CDS=1-1914
880	OG0000880	YDL058W	augustus_masked-NW_001834619.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.59&CDS=1-7638
881	OG0000881	YDL059C	augustus_masked-NW_001834619.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.50&CDS=1-609
882	OG0000882	YDL060W	augustus_masked-NW_001834619.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.61&CDS=1-2400
883	OG0000883	YDL063C	augustus_masked-NW_001834619.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.51&CDS=1-1848
884	OG0000884	YDL064W	augustus_masked-NW_001834619.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.62&CDS=1-471
885	OG0000885	YDL065C	genemark-NW_001834619.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_001834619.1-processed-gene-0.30&CDS=1-885
886	OG0000886	YDL066W	augustus_masked-NW_001834686.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.82&CDS=1-1467
887	OG0000887	YDL067C	genemark-NW_001834686.1-processed-gene-1.152-mRNA-1_1&gene=genemark-NW_001834686.1-processed-gene-1.152&CDS=1-138
888	OG0000888	YDL072C	augustus_masked-NW_001834686.1-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.103&CDS=1-528
889	OG0000889	YDL073W	augustus_masked-NW_001834693.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-0.58&CDS=1-2904
890	OG0000890	YDL076C	augustus_masked-NW_001834686.1-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.100&CDS=1-948
891	OG0000891	YDL077C	snap_masked-NW_001834686.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NW_001834686.1-processed-gene-1.44&CDS=1-3111
