	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034607_Saccharomycopsis_capsularis
882	OG0000882	YCR036W	genemark-flattened_line_64-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.13&CDS=1-1056
883	OG0000883	YCR042C	genemark-flattened_line_72-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.126&CDS=1-5043
884	OG0000884	YCR043C	augustus_masked-flattened_line_24-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.43&CDS=1-915
885	OG0000885	YCR044C	genemark-flattened_line_18-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.12&CDS=1-1185
886	OG0000886	YCR045C	genemark-flattened_line_22-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.36&CDS=1-1296
887	OG0000887	YCR046C	genemark-flattened_line_22-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.18&CDS=1-567
888	OG0000888	YCR047C	genemark-flattened_line_22-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.17&CDS=1-819
889	OG0000889	YCR051W	genemark-flattened_line_62-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.224&CDS=1-744
890	OG0000890	YCR053W	genemark-flattened_line_18-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.102&CDS=1-1578
891	OG0000891	YCR054C	genemark-flattened_line_156-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.40&CDS=1-1746
892	OG0000892	YCR057C	maker-flattened_line_38-augustus-gene-1.217-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.217&CDS=1-3231
893	OG0000893	YCR059C	genemark-flattened_line_22-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.95&CDS=1-798
894	OG0000894	YCR060W	snap_masked-flattened_line_22-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.16&CDS=1-954
895	OG0000895	YCR061W	genemark-flattened_line_22-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.92&CDS=1-1980
896	OG0000896	YCR063W	genemark-flattened_line_10-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.32&CDS=1-411
897	OG0000897	YCR065W	augustus_masked-flattened_line_128-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.26&CDS=1-1938
898	OG0000898	YCR066W	genemark-flattened_line_10-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.17&CDS=1-2469
899	OG0000899	YCR071C	genemark-flattened_line_106-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.91&CDS=1-477
900	OG0000900	YCR072C	snap_masked-flattened_line_50-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-1.54&CDS=1-1581
901	OG0000901	YCR075C	genemark-flattened_line_74-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.162&CDS=1-1122
902	OG0000902	YCR077C	genemark-flattened_line_80-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.163&CDS=1-2550
903	OG0000903	YCR079W	genemark-flattened_line_42-processed-gene-1.167-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.167&CDS=1-1494
904	OG0000904	YCR081W	genemark-flattened_line_54-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.132&CDS=1-7050
905	OG0000905	YCR086W	snap_masked-flattened_line_2-processed-gene-4.54-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.54&CDS=1-1662
906	OG0000906	YCR087C-A	genemark-flattened_line_68-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.166&CDS=1-513
907	OG0000907	YCR088W	genemark-flattened_line_74-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.168&CDS=1-2058
908	OG0000908	YCR090C	genemark-flattened_line_48-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.22&CDS=1-480
909	OG0000909	YCR092C	snap_masked-flattened_line_128-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.22&CDS=1-3267
910	OG0000910	YCR093W	maker-flattened_line_18-snap-gene-1.39-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.39&CDS=1-6627
911	OG0000911	YCR095C	genemark-flattened_line_8-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.102&CDS=1-1824
912	OG0000912	YCR098C	genemark-flattened_line_32-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.67&CDS=1-1536
913	OG0000913	YCR106W, YLL054C	
914	OG0000914	YDL001W	genemark-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.29&CDS=1-1383
915	OG0000915	YDL002C	genemark-flattened_line_0-processed-gene-5.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.107&CDS=1-1137
916	OG0000916	YDL003W	genemark-flattened_line_68-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.137&CDS=1-2142
917	OG0000917	YDL004W	maker-flattened_line_38-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.75&CDS=1-1533
918	OG0000918	YDL006W	genemark-flattened_line_2-processed-gene-4.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.31&CDS=1-1581
919	OG0000919	YDL007W	genemark-flattened_line_48-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.45&CDS=1-1317
920	OG0000920	YDL008W	maker-flattened_line_76-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.72&CDS=1-396
921	OG0000921	YDL013W	snap_masked-flattened_line_56-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-1.13&CDS=1-1125
922	OG0000922	YDL014W	genemark-flattened_line_10-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.5&CDS=1-951
923	OG0000923	YDL015C	genemark-flattened_line_66-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.40&CDS=1-996
924	OG0000924	YDL017W	genemark-flattened_line_74-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.169&CDS=1-2559
925	OG0000925	YDL020C	snap_masked-flattened_line_30-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-2.92&CDS=1-1677
926	OG0000926	YDL025C	maker-flattened_line_28-snap-gene-2.128-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-2.128&CDS=1-2790
927	OG0000927	YDL028C	genemark-flattened_line_2-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.31&CDS=1-2460
928	OG0000928	YDL029W	genemark-flattened_line_2-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.14&CDS=1-1176
929	OG0000929	YDL030W	genemark-flattened_line_70-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.58&CDS=1-1959
930	OG0000930	YDL031W	genemark-flattened_line_26-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.86&CDS=1-2931
931	OG0000931	YDL033C	snap_masked-flattened_line_148-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.49&CDS=1-1287
932	OG0000932	YDL035C	genemark-flattened_line_0-processed-gene-5.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.90&CDS=1-2733
933	OG0000933	YDL040C	genemark-flattened_line_48-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.30&CDS=1-2574
934	OG0000934	YDL043C	genemark-flattened_line_74-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.130&CDS=1-729
935	OG0000935	YDL044C	augustus_masked-flattened_line_14-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.99&CDS=1-1350
936	OG0000936	YDL045C	genemark-flattened_line_26-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.116&CDS=1-1188
937	OG0000937	YDL045W-A	genemark-flattened_line_14-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.49&CDS=1-270
938	OG0000938	YDL046W	genemark-flattened_line_6-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.101&CDS=1-597
939	OG0000939	YDL047W	genemark-flattened_line_128-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.59&CDS=1-930
940	OG0000940	YDL051W	genemark-flattened_line_10-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.26&CDS=1-960
941	OG0000941	YDL052C	genemark-flattened_line_62-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.184&CDS=1-894
942	OG0000942	YDL054C	genemark-flattened_line_90-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.33&CDS=1-1716
943	OG0000943	YDL056W	maker-flattened_line_54-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-1.1&CDS=1-2766
944	OG0000944	YDL058W	snap_masked-flattened_line_150-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.22&CDS=1-6711
945	OG0000945	YDL059C	snap_masked-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.67&CDS=1-669
946	OG0000946	YDL060W	genemark-flattened_line_2-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.0&CDS=1-2253
947	OG0000947	YDL063C	genemark-flattened_line_2-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.20&CDS=1-2424
948	OG0000948	YDL064W	genemark-flattened_line_4-processed-gene-4.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.90&CDS=1-471
949	OG0000949	YDL065C	genemark-flattened_line_4-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.81&CDS=1-1089
950	OG0000950	YDL067C	genemark-flattened_line_6-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.93&CDS=1-180
951	OG0000951	YDL072C	genemark-flattened_line_0-processed-gene-4.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.5&CDS=1-555
952	OG0000952	YDL073W	snap_masked-flattened_line_0-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.22&CDS=1-5322
953	OG0000953	YDL074C	snap_masked-flattened_line_0-processed-gene-4.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.45&CDS=1-2148
954	OG0000954	YDL076C	snap_masked-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.51&CDS=1-2520
955	OG0000955	YDL077C	genemark-flattened_line_12-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.10&CDS=1-3777
956	OG0000956	YDL078C	genemark-flattened_line_6-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.93&CDS=1-1035
957	OG0000957	YDL081C	genemark-flattened_line_32-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.102&CDS=1-324
958	OG0000958	YDL084W	genemark-flattened_line_120-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.20&CDS=1-1290
959	OG0000959	YDL087C	genemark-flattened_line_0-processed-gene-5.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.110&CDS=1-882
960	OG0000960	YDL090C	genemark-flattened_line_48-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.81&CDS=1-1590
961	OG0000961	YDL092W	genemark-flattened_line_122-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.6&CDS=1-378
962	OG0000962	YDL095W	genemark-flattened_line_28-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.46&CDS=1-2607
963	OG0000963	YDL097C	genemark-flattened_line_146-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.43&CDS=1-1281
964	OG0000964	YDL098C	augustus_masked-flattened_line_32-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-2.49&CDS=1-660
965	OG0000965	YDL100C	genemark-flattened_line_122-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.7&CDS=1-1059
966	OG0000966	YDL102W	genemark-flattened_line_38-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.105&CDS=1-3270
967	OG0000967	YDL103C	genemark-flattened_line_2-processed-gene-6.36-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.36&CDS=1-1404
968	OG0000968	YDL104C	genemark-flattened_line_34-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.164&CDS=1-1242
969	OG0000969	YDL105W	genemark-flattened_line_84-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.21&CDS=1-1299
970	OG0000970	YDL106C	genemark-flattened_line_32-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.73&CDS=1-2334
971	OG0000971	YDL107W	genemark-flattened_line_104-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.95&CDS=1-1161
972	OG0000972	YDL108W	genemark-flattened_line_38-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.211&CDS=1-933
973	OG0000973	YDL110C	snap_masked-flattened_line_104-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.2&CDS=1-498
974	OG0000974	YDL111C	genemark-flattened_line_8-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.30&CDS=1-960
975	OG0000975	YDL112W	augustus_masked-flattened_line_104-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.55&CDS=1-4641
976	OG0000976	YDL113C	snap_masked-flattened_line_165-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_165-processed-gene-0.13&CDS=1-1890
977	OG0000977	YDL114W	genemark-flattened_line_28-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.24&CDS=1-942
978	OG0000978	YDL116W	snap_masked-flattened_line_146-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.2&CDS=1-2691
979	OG0000979	YDL117W	genemark-flattened_line_100-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.90&CDS=1-4065
980	OG0000980	YDL119C	genemark-flattened_line_122-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.4&CDS=1-1029
981	OG0000981	YDL120W	genemark-flattened_line_20-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.24&CDS=1-609
982	OG0000982	YDL122W	maker-flattened_line_48-snap-gene-1.129-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-1.129&CDS=1-2028
983	OG0000983	YDL124W	genemark-flattened_line_2-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.22&CDS=1-897
984	OG0000984	YDL125C	maker-flattened_line_102-augustus-gene-0.74-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.74&CDS=1-468
985	OG0000985	YDL126C	genemark-flattened_line_68-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.159&CDS=1-2463
986	OG0000986	YDL130W	genemark-flattened_line_10-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.23&CDS=1-312
987	OG0000987	YDL131W	genemark-flattened_line_28-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.81&CDS=1-1239
988	OG0000988	YDL132W	genemark-flattened_line_0-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.83&CDS=1-2262
989	OG0000989	YDL133W	genemark-flattened_line_6-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.1&CDS=1-1551
990	OG0000990	YDL135C	genemark-flattened_line_42-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.87&CDS=1-591
991	OG0000991	YDL139C	augustus_masked-flattened_line_18-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.35&CDS=1-2193
992	OG0000992	YDL140C	genemark-flattened_line_2-processed-gene-6.58-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.58&CDS=1-5250
993	OG0000993	YDL141W	genemark-flattened_line_2-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.27&CDS=1-2040
994	OG0000994	YDL142C	augustus_masked-flattened_line_86-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.32&CDS=1-1047
995	OG0000995	YDL143W	genemark-flattened_line_86-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.131&CDS=1-1605
996	OG0000996	YDL145C	genemark-flattened_line_12-processed-gene-3.251-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.251&CDS=1-3633
997	OG0000997	YDL146W	augustus_masked-flattened_line_12-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.135&CDS=1-3375
998	OG0000998	YDL147W	genemark-flattened_line_18-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.21&CDS=1-1326
999	OG0000999	YDL148C	genemark-flattened_line_82-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.6&CDS=1-2505
1000	OG0001000	YDL149W	augustus_masked-flattened_line_165-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.23&CDS=1-3102
1001	OG0001001	YDL150W	augustus_masked-flattened_line_38-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.55&CDS=1-1380
1002	OG0001002	YDL153C	genemark-flattened_line_46-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.28&CDS=1-1716
1003	OG0001003	YDL156W	genemark-flattened_line_28-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.77&CDS=1-1629
1004	OG0001004	YDL157C	augustus_masked-flattened_line_28-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.59&CDS=1-285
1005	OG0001005	YDL159W	genemark-flattened_line_0-processed-gene-4.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.43&CDS=1-1545
1006	OG0001006	YDL160C	genemark-flattened_line_0-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.79&CDS=1-1512
1007	OG0001007	YDL164C	genemark-flattened_line_10-processed-gene-2.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.29&CDS=1-2574
1008	OG0001008	YDL165W	genemark-flattened_line_44-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.34&CDS=1-1167
1009	OG0001009	YDL166C	genemark-flattened_line_44-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.11&CDS=1-588
1010	OG0001010	YDL167C	genemark-flattened_line_175-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_175-processed-gene-0.12&CDS=1-1887
1011	OG0001011	YDL168W	genemark-flattened_line_8-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.20&CDS=1-1152
1012	OG0001012	YDL169C	augustus_masked-flattened_line_60-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.56&CDS=1-1071
1013	OG0001013	YDL170W	maker-flattened_line_4-snap-gene-1.37-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.37&CDS=1-2283
1014	OG0001014	YDL171C	genemark-flattened_line_24-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.13&CDS=1-6432
1015	OG0001015	YDL177C	snap_masked-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.14&CDS=1-576
1016	OG0001016	YDL178W	genemark-flattened_line_12-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.14&CDS=1-1650
1017	OG0001017	YDL183C	augustus_masked-flattened_line_56-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-1.74&CDS=1-2454
1018	OG0001018	YDL185W	genemark-flattened_line_114-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.20&CDS=1-3201
1019	OG0001019	YDL188C	genemark-flattened_line_18-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.17&CDS=1-1071
1020	OG0001020	YDL189W	genemark-flattened_line_2-processed-gene-6.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.60&CDS=1-1638
1021	OG0001021	YDL190C	genemark-flattened_line_42-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.76&CDS=1-3333
1022	OG0001022	YDL195W	augustus_masked-flattened_line_26-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.40&CDS=1-4296
1023	OG0001023	YDL198C	genemark-flattened_line_66-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.66&CDS=1-903
1024	OG0001024	YDL201W	genemark-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.66&CDS=1-981
