	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
893	OG0000893	YDL064W	maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-1.6&CDS=1-471
894	OG0000894	YDL065C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.144&CDS=1-930
895	OG0000895	YDL067C	snap_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.28&CDS=1-177
896	OG0000896	YDL074C	snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.119&CDS=1-2016
897	OG0000897	YDL076C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.60&CDS=1-1623
898	OG0000898	YDL077C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-2.85&CDS=1-2439
899	OG0000899	YDL081C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-3.98&CDS=1-321
900	OG0000900	YDL084W	maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-3.0&CDS=1-1308
901	OG0000901	YDL086W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.164&CDS=1-816
902	OG0000902	YDL087C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.166&CDS=1-717
903	OG0000903	YDL089W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.96&CDS=1-1035
904	OG0000904	YDL090C	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.128&CDS=1-1344
905	OG0000905	YDL092W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.129&CDS=1-399
906	OG0000906	YDL095W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.122&CDS=1-2277
907	OG0000907	YDL097C	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.95&CDS=1-1257
908	OG0000908	YDL098C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.170&CDS=1-561
909	OG0000909	YDL099W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.123&CDS=1-945
910	OG0000910	YDL100C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.162&CDS=1-1011
911	OG0000911	YDL101C	maker-NODE_31_length_114607_cov_26.3092_ID_3092-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_31_length_114607_cov_26.3092_ID_3092-augustus-gene-0.109&CDS=1-1434
912	OG0000912	YDL102W	augustus_masked-NODE_78_length_15075_cov_22.3418_ID_12028-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_78_length_15075_cov_22.3418_ID_12028-processed-gene-0.10&CDS=1-3324
913	OG0000913	YDL103C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.244&CDS=1-1335
914	OG0000914	YDL104C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.235&CDS=1-1176
915	OG0000915	YDL105W	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.193&CDS=1-1152
916	OG0000916	YDL106C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-0.43&CDS=1-1440
917	OG0000917	YDL107W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.38&CDS=1-1041
918	OG0000918	YDL108W	genemark-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.202-mRNA-1_1&gene=genemark-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.202&CDS=1-981
919	OG0000919	YDL110C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.90&CDS=1-435
920	OG0000920	YDL111C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.39&CDS=1-789
921	OG0000921	YDL112W	genemark-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.191-mRNA-1_1&gene=genemark-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.191&CDS=1-4050
922	OG0000922	YDL115C	maker-NODE_14_length_268870_cov_26.8865_ID_1946-snap-gene-1.293-mRNA-1_1&gene=maker-NODE_14_length_268870_cov_26.8865_ID_1946-snap-gene-1.293&CDS=1-840
923	OG0000923	YDL116W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.126&CDS=1-2142
924	OG0000924	YDL117W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.94&CDS=1-2697
925	OG0000925	YDL119C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.131&CDS=1-849
926	OG0000926	YDL120W	augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.65&CDS=1-402
927	OG0000927	YDL122W	snap_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_26_length_130411_cov_22.7649_ID_2775-processed-gene-0.48&CDS=1-1821
928	OG0000928	YDL124W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.21&CDS=1-933
929	OG0000929	YDL125C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-7.93&CDS=1-441
930	OG0000930	YDL126C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.113&CDS=1-2484
931	OG0000931	YDL127W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.158&CDS=1-879
932	OG0000932	YDL128W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.68&CDS=1-1191
933	OG0000933	YDL130W	maker-NODE_59_length_35517_cov_23.2744_ID_5480-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_59_length_35517_cov_23.2744_ID_5480-augustus-gene-0.3&CDS=1-309
934	OG0000934	YDL131W	maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-3.4-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-3.4&CDS=1-1335
935	OG0000935	YDL132W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.64&CDS=1-2346
936	OG0000936	YDL133W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.70&CDS=1-1167
937	OG0000937	YDL134C	augustus_masked-NODE_89_length_8128_cov_22.6847_ID_6167-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_89_length_8128_cov_22.6847_ID_6167-processed-gene-0.9&CDS=1-1065
938	OG0000938	YDL135C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.77&CDS=1-594
939	OG0000939	YDL140C	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.29&CDS=1-5196
940	OG0000940	YDL141W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.59&CDS=1-2004
941	OG0000941	YDL142C	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.30&CDS=1-807
942	OG0000942	YDL143W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.60&CDS=1-1587
943	OG0000943	YDL144C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-1.90&CDS=1-1029
944	OG0000944	YDL145C	augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_19_length_221202_cov_23.1889_ID_2151-processed-gene-1.26&CDS=1-7722
945	OG0000945	YDL146W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.61&CDS=1-1323
946	OG0000946	YDL147W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.62&CDS=1-1335
947	OG0000947	YDL148C	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.34&CDS=1-2430
948	OG0000948	YDL149W	genemark-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.1&CDS=1-2472
949	OG0000949	YDL150W	augustus_masked-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.8&CDS=1-1176
950	OG0000950	YDL153C	augustus_masked-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_91_length_5941_cov_23.0489_ID_12024-processed-gene-0.6&CDS=1-1716
951	OG0000951	YDL154W	snap_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.95&CDS=1-2037
952	OG0000952	YDL156W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.62&CDS=1-1551
953	OG0000953	YDL157C	augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.16&CDS=1-330
954	OG0000954	YDL159W	augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.26&CDS=1-1467
955	OG0000955	YDL160C	augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.17&CDS=1-1590
956	OG0000956	YDL164C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.128&CDS=1-2391
957	OG0000957	YDL165W	augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.40&CDS=1-906
958	OG0000958	YDL166C	augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.33&CDS=1-552
959	OG0000959	YDL167C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.28&CDS=1-1791
960	OG0000960	YDL168W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.67&CDS=1-1149
961	OG0000961	YDL169C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.69&CDS=1-588
962	OG0000962	YDL171C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.89&CDS=1-6408
963	OG0000963	YDL177C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.218&CDS=1-426
964	OG0000964	YDL178W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.60&CDS=1-1590
965	OG0000965	YDL180W	snap_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.21&CDS=1-1116
966	OG0000966	YDL181W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.67&CDS=1-255
967	OG0000967	YDL183C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.51&CDS=1-882
968	OG0000968	YDL185W	maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-0.83-mRNA-1_1&gene=maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-0.83&CDS=1-1851
969	OG0000969	YDL186W	snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.31&CDS=1-1800
970	OG0000970	YDL189W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.43&CDS=1-1422
971	OG0000971	YDL190C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.76&CDS=1-3069
972	OG0000972	YDL193W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.40&CDS=1-1008
973	OG0000973	YDL195W	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.58&CDS=1-3618
974	OG0000974	YDL198C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.219-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.219&CDS=1-906
975	OG0000975	YDL201W	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.56&CDS=1-885
976	OG0000976	YDL202W	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.222-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.222&CDS=1-705
977	OG0000977	YDL203C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.273-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.273&CDS=1-1935
978	OG0000978	YDL205C	augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.28&CDS=1-1221
979	OG0000979	YDL207W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.79&CDS=1-1731
980	OG0000980	YDL208W	augustus_masked-NODE_86_length_10968_cov_24.3971_ID_12000-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_86_length_10968_cov_24.3971_ID_12000-processed-gene-0.16&CDS=1-471
981	OG0000981	YDL209C	augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_71_length_21065_cov_24.0764_ID_10010-processed-gene-0.27&CDS=1-903
982	OG0000982	YDL212W	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.53&CDS=1-690
983	OG0000983	YDL213C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-0.51&CDS=1-642
984	OG0000984	YDL215C	augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_61_length_34174_cov_21.9468_ID_5095-processed-gene-0.20&CDS=1-3024
985	OG0000985	YDL217C	genemark-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.99&CDS=1-558
986	OG0000986	YDL225W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.125&CDS=1-1479
987	OG0000987	YDL226C	augustus_masked-NODE_49_length_50590_cov_22.9765_ID_4604-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_49_length_50590_cov_22.9765_ID_4604-processed-gene-0.40&CDS=1-1089
988	OG0000988	YDL230W	augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.23&CDS=1-933
989	OG0000989	YDL231C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.97&CDS=1-3183
990	OG0000990	YDL233W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.72&CDS=1-1977
991	OG0000991	YDL234C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.93&CDS=1-2088
992	OG0000992	YDL235C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.92&CDS=1-390
993	OG0000993	YDL236W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.68&CDS=1-906
994	OG0000994	YDL238C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.88&CDS=1-1374
995	OG0000995	YDL240W	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.56&CDS=1-3702
996	OG0000996	YDR001C	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.40&CDS=1-2265
997	OG0000997	YDR002W	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.58&CDS=1-621
998	OG0000998	YDR004W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.43&CDS=1-1083
999	OG0000999	YDR005C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.62&CDS=1-981
1000	OG0001000	YDR006C	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.50&CDS=1-1944
