	OrthologID	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
597	OG0000597	augustus_masked-NW_001809794.1-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-2.41&CDS=1-1947	YIR027C
598	OG0000598	augustus_masked-NW_001809794.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-2.42&CDS=1-1092	YBR026C
599	OG0000599	augustus_masked-NW_001809794.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.116&CDS=1-1410	YER122C
600	OG0000600	augustus_masked-NW_001809794.1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.117&CDS=1-2520	YIL022W
601	OG0000601	snap_masked-NW_001809794.1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-3.18&CDS=1-2334	YIL031W
602	OG0000602	genemark-NW_001809794.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-3.60&CDS=1-663	YBL095W
603	OG0000603	maker-NW_001809794.1-augustus-gene-3.0-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-3.0&CDS=1-1062	YOR074C
604	OG0000604	augustus_masked-NW_001809794.1-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.119&CDS=1-1446	YOR073W
605	OG0000605	augustus_masked-NW_001809794.1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.115&CDS=1-312	YKR083C
606	OG0000606	maker-NW_001809794.1-augustus-gene-3.4-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-3.4&CDS=1-984	YKR081C
607	OG0000607	augustus_masked-NW_001809794.1-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.121&CDS=1-372	YKL086W
608	OG0000608	augustus_masked-NW_001809794.1-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.136&CDS=1-1428	YPR161C
609	OG0000609	augustus_masked-NW_001809794.1-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.138&CDS=1-864	YOR065W
610	OG0000610	augustus_masked-NW_001809794.1-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.139&CDS=1-432	YKR074W
611	OG0000611	augustus_masked-NW_001809794.1-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.141&CDS=1-990	YOR061W
612	OG0000612	augustus_masked-NW_001809794.1-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.142&CDS=1-840	YNL284C
613	OG0000613	augustus_masked-NW_001809794.1-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.123&CDS=1-441	YDR512C
614	OG0000614	augustus_masked-NW_001809794.1-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.143&CDS=1-2757	YIL118W
615	OG0000615	augustus_masked-NW_001809794.1-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.124&CDS=1-4380	YNL139C
616	OG0000616	augustus_masked-NW_001809794.1-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.144&CDS=1-1215	YPR186C
617	OG0000617	genemark-NW_001809794.1-processed-gene-3.75-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-3.75&CDS=1-5631	YPR184W
618	OG0000618	genemark-NW_001809794.1-processed-gene-3.79-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-3.79&CDS=1-2067	YGR194C
619	OG0000619	augustus_masked-NW_001809794.1-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.127&CDS=1-1533	YJR003C
620	OG0000620	augustus_masked-NW_001809794.1-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.128&CDS=1-1110	YIR034C
621	OG0000621	augustus_masked-NW_001809794.1-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.145&CDS=1-1167	YKL021C
622	OG0000622	genemark-NW_001809794.1-processed-gene-3.83-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-3.83&CDS=1-1908	YKL022C
623	OG0000623	augustus_masked-NW_001809794.1-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.130&CDS=1-1197	YGR223C
624	OG0000624	augustus_masked-NW_001809794.1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.131&CDS=1-2283	YLL013C
625	OG0000625	maker-NW_001809794.1-augustus-gene-3.9-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-3.9&CDS=1-2688	YER049W
626	OG0000626	augustus_masked-NW_001809794.1-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-3.132&CDS=1-1584	YER052C
627	OG0000627	maker-NW_001809794.1-augustus-gene-4.180-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-4.180&CDS=1-2562	YHR137W
628	OG0000628	maker-NW_001809794.1-augustus-gene-4.181-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-4.181&CDS=1-1377	YLR212C
629	OG0000629	genemark-NW_001809794.1-processed-gene-4.59-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-4.59&CDS=1-1908	YPL248C
630	OG0000630	augustus_masked-NW_001809794.1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.15&CDS=1-2790	YGR100W
631	OG0000631	augustus_masked-NW_001809794.1-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.16&CDS=1-915	YIL021W
632	OG0000632	augustus_masked-NW_001809794.1-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.39&CDS=1-801	YIL020C
633	OG0000633	augustus_masked-NW_001809794.1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.17&CDS=1-978	YIL019W
634	OG0000634	augustus_masked-NW_001809794.1-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.18&CDS=1-2106	YBL097W
635	OG0000635	augustus_masked-NW_001809794.1-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.19&CDS=1-2034	YPR024W
636	OG0000636	augustus_masked-NW_001809794.1-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.20&CDS=1-1296	YFR034C
637	OG0000637	genemark-NW_001809794.1-processed-gene-4.98-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-4.98&CDS=1-1308	YJR122W
638	OG0000638	augustus_masked-NW_001809794.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.22&CDS=1-1395	YPR162C
639	OG0000639	augustus_masked-NW_001809794.1-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.23&CDS=1-1254	YLR452C
640	OG0000640	augustus_masked-NW_001809794.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.44&CDS=1-1596	YER025W
641	OG0000641	augustus_masked-NW_001809794.1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.45&CDS=1-2475	YLR451W
642	OG0000642	augustus_masked-NW_001809794.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.24&CDS=1-1305	YJR124C
643	OG0000643	augustus_masked-NW_001809794.1-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.26&CDS=1-672	YJR123W
644	OG0000644	augustus_masked-NW_001809794.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.49&CDS=1-1620	YNL125C
645	OG0000645	augustus_masked-NW_001809794.1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.27&CDS=1-1296	YPR173C
646	OG0000646	maker-NW_001809794.1-augustus-gene-4.178-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-4.178&CDS=1-2256	YPR191W
647	OG0000647	augustus_masked-NW_001809794.1-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.29&CDS=1-474	YPR187W
648	OG0000648	maker-NW_001809794.1-augustus-gene-4.185-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-4.185&CDS=1-1053	YHR128W
649	OG0000649	augustus_masked-NW_001809794.1-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.32&CDS=1-375	YNL149C
650	OG0000650	augustus_masked-NW_001809794.1-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.33&CDS=1-1533	YPR137W
651	OG0000651	augustus_masked-NW_001809794.1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.55&CDS=1-660	YNL151C
652	OG0000652	augustus_masked-NW_001809794.1-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.34&CDS=1-1590	YNL152W
653	OG0000653	augustus_masked-NW_001809794.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.35&CDS=1-555	YKR085C
654	OG0000654	augustus_masked-NW_001809794.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-4.57&CDS=1-1806	YIL144W
655	OG0000655	genemark-NW_001809794.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-4.94&CDS=1-966	YKR071C
656	OG0000656	genemark-NW_001809794.1-processed-gene-4.119-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-4.119&CDS=1-1152	YPR065W
657	OG0000657	augustus_masked-NW_001809794.1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.10&CDS=1-1737	YGR119C
658	OG0000658	augustus_masked-NW_001809794.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.13&CDS=1-864	YIL145C
659	OG0000659	augustus_masked-NW_001809794.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.32&CDS=1-1161	YOR084W
660	OG0000660	augustus_masked-NW_001809794.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.14&CDS=1-972	YKR092C
661	OG0000661	augustus_masked-NW_001809794.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.15&CDS=1-2520	YIL143C
662	OG0000662	genemark-NW_001809794.1-processed-gene-5.56-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-5.56&CDS=1-525	YBL090W
663	OG0000663	genemark-NW_001809794.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-5.80&CDS=1-1764	YPR190C
664	OG0000664	augustus_masked-NW_001809794.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.17&CDS=1-4137	YPR189W
665	OG0000665	maker-NW_001809794.1-augustus-gene-5.95-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-5.95&CDS=1-3285	YEL052W
666	OG0000666	augustus_masked-NW_001809794.1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.36&CDS=1-2445	YDR416W
667	OG0000667	augustus_masked-NW_001809794.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.20&CDS=1-768	YEL051W
668	OG0000668	maker-NW_001809794.1-snap-gene-5.1-mRNA-1_1&gene=maker-NW_001809794.1-snap-gene-5.1&CDS=1-2856	YKL148C
669	OG0000669	snap_masked-NW_001809794.1-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-5.120&CDS=1-3003	YOR069W
670	OG0000670	maker-NW_001809794.1-augustus-gene-5.100-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-5.100&CDS=1-1482	YBR173C
671	OG0000671	augustus_masked-NW_001809794.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.25&CDS=1-927	YDL014W
672	OG0000672	augustus_masked-NW_001809794.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.26&CDS=1-1206	YDL013W
673	OG0000673	augustus_masked-NW_001809794.1-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.39&CDS=1-1704	YML013W
674	OG0000674	augustus_masked-NW_001809794.1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.28&CDS=1-1950	YIL155C
675	OG0000675	augustus_masked-NW_001809794.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.42&CDS=1-588	YPR131C
676	OG0000676	augustus_masked-NW_001809794.1-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.43&CDS=1-2439	YPR135W
677	OG0000677	augustus_masked-NW_001809794.1-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.44&CDS=1-942	YPR129W
678	OG0000678	augustus_masked-NW_001809794.1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.31&CDS=1-1092	YPR133C
679	OG0000679	genemark-NW_001809794.1-processed-gene-5.91-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-5.91&CDS=1-999	YPR128C
680	OG0000680	genemark-NW_001809794.1-processed-gene-5.93-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-5.93&CDS=1-1176	YKL149C
681	OG0000681	augustus_masked-NW_001809794.1-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-5.47&CDS=1-882	YKL150W
682	OG0000682	augustus_masked-NW_001809794.1-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.130&CDS=1-1038	YKL151C
683	OG0000683	augustus_masked-NW_001809794.1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.133&CDS=1-1068	YLR151C
684	OG0000684	augustus_masked-NW_001809794.1-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.135&CDS=1-1425	YHR065C
685	OG0000685	augustus_masked-NW_001809794.1-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.138&CDS=1-963	YDR313C
686	OG0000686	augustus_masked-NW_001809794.1-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.136&CDS=1-510	YDR308C
687	OG0000687	augustus_masked-NW_001809794.1-processed-gene-6.164-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.164&CDS=1-2352	YKL155C
688	OG0000688	augustus_masked-NW_001809794.1-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.140&CDS=1-726	YGR235C
689	OG0000689	augustus_masked-NW_001809794.1-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.165&CDS=1-1095	YGR257C
690	OG0000690	augustus_masked-NW_001809794.1-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.166&CDS=1-4872	YHR186C
691	OG0000691	augustus_masked-NW_001809794.1-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.142&CDS=1-1143	YPL092W
692	OG0000692	maker-NW_001809794.1-augustus-gene-6.3-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-6.3&CDS=1-3549	YBR121C
693	OG0000693	augustus_masked-NW_001809794.1-processed-gene-6.170-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.170&CDS=1-1785	YHR078W
694	OG0000694	augustus_masked-NW_001809794.1-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.144&CDS=1-726	YDR296W
695	OG0000695	augustus_masked-NW_001809794.1-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.146&CDS=1-1335	YKL145W
696	OG0000696	augustus_masked-NW_001809794.1-processed-gene-6.171-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.171&CDS=1-582	YKL144C
697	OG0000697	augustus_masked-NW_001809794.1-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.172&CDS=1-1086	YOR042W
698	OG0000698	snap_masked-NW_001809794.1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-6.57&CDS=1-966	YKR070W
699	OG0000699	augustus_masked-NW_001809794.1-processed-gene-6.176-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.176&CDS=1-1605	YKR069W
700	OG0000700	augustus_masked-NW_001809794.1-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.150&CDS=1-1254	YOR051C
701	OG0000701	augustus_masked-NW_001809794.1-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.177&CDS=1-513	YOR052C
702	OG0000702	maker-NW_001809794.1-augustus-gene-6.4-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-6.4&CDS=1-573	YKR068C
703	OG0000703	augustus_masked-NW_001809794.1-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.151&CDS=1-987	YDR297W
704	OG0000704	augustus_masked-NW_001809794.1-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.156&CDS=1-1299	YMR140W
705	OG0000705	augustus_masked-NW_001809794.1-processed-gene-6.180-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.180&CDS=1-2823	YBR281C
706	OG0000706	augustus_masked-NW_001809794.1-processed-gene-6.160-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.160&CDS=1-1857	YJL100W
707	OG0000707	augustus_masked-NW_001809794.1-processed-gene-6.162-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-6.162&CDS=1-786	YOR278W
708	OG0000708	maker-NW_001809794.1-augustus-gene-7.7-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-7.7&CDS=1-2175	YEL062W
709	OG0000709	augustus_masked-NW_001809794.1-processed-gene-7.221-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.221&CDS=1-1713	YLR259C
710	OG0000710	augustus_masked-NW_001809794.1-processed-gene-7.222-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.222&CDS=1-1404	YML043C
711	OG0000711	augustus_masked-NW_001809794.1-processed-gene-7.225-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.225&CDS=1-1608	YOL013C
712	OG0000712	augustus_masked-NW_001809794.1-processed-gene-7.267-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.267&CDS=1-2613	YEL061C
713	OG0000713	augustus_masked-NW_001809794.1-processed-gene-7.268-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.268&CDS=1-375	YMR074C
714	OG0000714	maker-NW_001809794.1-augustus-gene-7.0-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-7.0&CDS=1-636	YLR262C
715	OG0000715	augustus_masked-NW_001809794.1-processed-gene-7.270-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.270&CDS=1-1620	YML014W
716	OG0000716	augustus_masked-NW_001809794.1-processed-gene-7.230-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.230&CDS=1-723	YML015C
717	OG0000717	augustus_masked-NW_001809794.1-processed-gene-7.271-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.271&CDS=1-1665	YGR088W
718	OG0000718	genemark-NW_001809794.1-processed-gene-7.134-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.134&CDS=1-2349	YHR207C
719	OG0000719	snap_masked-NW_001809794.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-7.84&CDS=1-450	YMR073C
720	OG0000720	maker-NW_001809794.1-snap-gene-7.307-mRNA-1_1&gene=maker-NW_001809794.1-snap-gene-7.307&CDS=1-2421	YPL072W
721	OG0000721	snap_masked-NW_001809794.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NW_001809794.1-processed-gene-7.86&CDS=1-258	YBL029C-A
722	OG0000722	genemark-NW_001809794.1-processed-gene-7.138-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.138&CDS=1-315	YAL044W-A
723	OG0000723	augustus_masked-NW_001809794.1-processed-gene-7.274-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.274&CDS=1-1641	YML054C
724	OG0000724	augustus_masked-NW_001809794.1-processed-gene-7.275-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.275&CDS=1-1260	YGL164C
725	OG0000725	augustus_masked-NW_001809794.1-processed-gene-7.276-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.276&CDS=1-1128	YFL039C
726	OG0000726	maker-NW_001809794.1-augustus-gene-7.2-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-7.2&CDS=1-333	YOR327C
727	OG0000727	maker-NW_001809794.1-snap-gene-7.309-mRNA-1_1&gene=maker-NW_001809794.1-snap-gene-7.309&CDS=1-513	YAL044C
728	OG0000728	genemark-NW_001809794.1-processed-gene-7.192-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.192&CDS=1-2046	YDL206W
729	OG0000729	augustus_masked-NW_001809794.1-processed-gene-7.239-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.239&CDS=1-1014	YBR272C
730	OG0000730	augustus_masked-NW_001809794.1-processed-gene-7.280-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.280&CDS=1-2823	YNL236W
731	OG0000731	maker-NW_001809794.1-augustus-gene-7.11-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-7.11&CDS=1-2262	YBR263W
732	OG0000732	augustus_masked-NW_001809794.1-processed-gene-7.240-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.240&CDS=1-1329	YJL123C
733	OG0000733	augustus_masked-NW_001809794.1-processed-gene-7.283-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.283&CDS=1-1131	YJL126W
734	OG0000734	augustus_masked-NW_001809794.1-processed-gene-7.242-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.242&CDS=1-1290	YLR191W
735	OG0000735	augustus_masked-NW_001809794.1-processed-gene-7.243-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.243&CDS=1-1710	YEL042W
736	OG0000736	augustus_masked-NW_001809794.1-processed-gene-7.244-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.244&CDS=1-1506	YJR049C
737	OG0000737	genemark-NW_001809794.1-processed-gene-7.150-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.150&CDS=1-1911	YOR204W
738	OG0000738	genemark-NW_001809794.1-processed-gene-7.151-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.151&CDS=1-1116	YGL038C
739	OG0000739	augustus_masked-NW_001809794.1-processed-gene-7.246-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.246&CDS=1-693	YGL037C
740	OG0000740	augustus_masked-NW_001809794.1-processed-gene-7.285-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.285&CDS=1-777	YJR050W
741	OG0000741	genemark-NW_001809794.1-processed-gene-7.201-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-7.201&CDS=1-2019	YGR145W
742	OG0000742	maker-NW_001809794.1-augustus-gene-7.14-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-7.14&CDS=1-2973	YHR018C
743	OG0000743	augustus_masked-NW_001809794.1-processed-gene-7.247-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.247&CDS=1-2055	YHR020W
744	OG0000744	augustus_masked-NW_001809794.1-processed-gene-7.288-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-7.288&CDS=1-936	YFR025C
