	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
292	OG0000292	YGR094W	genemark-scf7180000030496-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000030496-processed-gene-0.49&CDS=1-3180, maker-scf7180000030409-augustus-gene-0.70-mRNA-1_1&gene=maker-scf7180000030409-augustus-gene-0.70&CDS=1-4344
293	OG0000293	YGR124W, YPR145W	snap_masked-scf7180000030504-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000030504-processed-gene-0.100&CDS=1-1716
294	OG0000294	YGR130C	augustus_masked-scf7180000030504-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000030504-processed-gene-0.30&CDS=1-942, snap_masked-scf7180000030405-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000030405-processed-gene-0.47&CDS=1-1983
295	OG0000295	YGR138C, YPR156C	snap_masked-scf7180000030405-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000030405-processed-gene-0.44&CDS=1-1887
296	OG0000296	YGR191W	augustus_masked-scf7180000030450-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030450-processed-gene-0.7&CDS=1-2397, genemark-scf7180000030435-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000030435-processed-gene-0.47&CDS=1-1836
297	OG0000297	YGR209C, YLR043C	snap_masked-scf7180000030435-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000030435-processed-gene-0.78&CDS=1-312
298	OG0000298	YGR254W, YHR174W	snap_masked-scf7180000030501-processed-gene-0.192-mRNA-1_1&gene=snap_masked-scf7180000030501-processed-gene-0.192&CDS=1-1311
299	OG0000299	YGR256W, YHR183W	snap_masked-scf7180000030440-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000030440-processed-gene-0.69&CDS=1-1476
300	OG0000300	YGR264C	genemark-scf7180000030440-processed-gene-0.157-mRNA-1_1&gene=genemark-scf7180000030440-processed-gene-0.157&CDS=1-2256, snap_masked-scf7180000030497-processed-gene-0.133-mRNA-1_1&gene=snap_masked-scf7180000030497-processed-gene-0.133&CDS=1-2232
301	OG0000301	YHL007C	genemark-scf7180000030523-processed-gene-1.215-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-1.215&CDS=1-2292, snap_masked-scf7180000030454-processed-gene-0.127-mRNA-1_1&gene=snap_masked-scf7180000030454-processed-gene-0.127&CDS=1-2817
302	OG0000302	YHL033C, YLL045C	snap_masked-scf7180000030455-processed-gene-1.97-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.97&CDS=1-768
303	OG0000303	YHR021C, YKL156W	snap_masked-scf7180000030504-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scf7180000030504-processed-gene-0.93&CDS=1-309
304	OG0000304	YHR043C, YHR044C	genemark-scf7180000030517-processed-gene-0.140-mRNA-1_1&gene=genemark-scf7180000030517-processed-gene-0.140&CDS=1-753
305	OG0000305	YHR108W	genemark-scf7180000030454-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030454-processed-gene-0.39&CDS=1-1689, genemark-scf7180000030523-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.121&CDS=1-1713
306	OG0000306	YHR135C	snap_masked-scf7180000030434-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000030434-processed-gene-0.19&CDS=1-1584, snap_masked-scf7180000030492-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-1.73&CDS=1-1581
307	OG0000307	YHR140W	genemark-scf7180000030104-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000030104-processed-gene-0.1&CDS=1-537, snap_masked-scf7180000030434-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000030434-processed-gene-0.43&CDS=1-723
308	OG0000308	YIL009C-A	genemark-scf7180000030510-processed-gene-2.7-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.7&CDS=1-477, snap_masked-scf7180000030180-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030180-processed-gene-0.0&CDS=1-222
309	OG0000309	YIL109C	genemark-scf7180000030449-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000030449-processed-gene-0.14&CDS=1-2763, genemark-scf7180000030512-processed-gene-0.161-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.161&CDS=1-2670
310	OG0000310	YIL117C, YNL058C	augustus_masked-scf7180000030512-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000030512-processed-gene-0.79&CDS=1-999
311	OG0000311	YIL120W, YIL121W	genemark-scf7180000030512-processed-gene-0.197-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.197&CDS=1-1740
312	OG0000312	YIR033W	genemark-scf7180000030516-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000030516-processed-gene-0.64&CDS=1-3204, snap_masked-scf7180000030477-processed-gene-0.119-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-0.119&CDS=1-2667
313	OG0000313	YJL083W	maker-scf7180000030452-augustus-gene-1.99-mRNA-1_1&gene=maker-scf7180000030452-augustus-gene-1.99&CDS=1-1644, snap_masked-scf7180000030477-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-0.107&CDS=1-1686
314	OG0000314	YJL099W	genemark-scf7180000029965-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000029965-processed-gene-0.5&CDS=1-2262, genemark-scf7180000030077-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000030077-processed-gene-0.0&CDS=1-2262
315	OG0000315	YJL109C	augustus_masked-scf7180000030052-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030052-processed-gene-0.1&CDS=1-813, augustus_masked-scf7180000030387-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030387-processed-gene-0.3&CDS=1-3711
316	OG0000316	YJL112W	genemark-scf7180000029938-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000029938-processed-gene-0.10&CDS=1-1926, snap_masked-scf7180000030452-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-0.109&CDS=1-2070
317	OG0000317	YJL133W, YKR052C	snap_masked-scf7180000030477-processed-gene-1.65-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-1.65&CDS=1-894
318	OG0000318	YJL139C, YKR061W	snap_masked-scf7180000030477-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scf7180000030477-processed-gene-1.64&CDS=1-1455
319	OG0000319	YJL151C	genemark-scf7180000030526-processed-gene-1.237-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-1.237&CDS=1-420, snap_masked-scf7180000030431-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000030431-processed-gene-0.23&CDS=1-462
320	OG0000320	YJL158C	snap_masked-scf7180000030452-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-0.115&CDS=1-657, snap_masked-scf7180000030526-processed-gene-1.131-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-1.131&CDS=1-660
321	OG0000321	YJL177W, YKL180W	maker-scf7180000030525-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000030525-snap-gene-0.4&CDS=1-552
322	OG0000322	YJL203W	snap_masked-scf7180000030457-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030457-processed-gene-0.0&CDS=1-1074, snap_masked-scf7180000030515-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000030515-processed-gene-0.46&CDS=1-204
323	OG0000323	YJL210W	augustus_masked-scf7180000029956-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000029956-processed-gene-0.0&CDS=1-822, augustus_masked-scf7180000029982-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000029982-processed-gene-0.3&CDS=1-822
324	OG0000324	YJR049C	genemark-scf7180000030423-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000030423-processed-gene-0.64&CDS=1-1401, genemark-scf7180000030525-processed-gene-2.233-mRNA-1_1&gene=genemark-scf7180000030525-processed-gene-2.233&CDS=1-1599
325	OG0000325	YJR054W	augustus_masked-scf7180000030158-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030158-processed-gene-0.1&CDS=1-342, genemark-scf7180000030423-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000030423-processed-gene-0.56&CDS=1-1800
326	OG0000326	YJR094W-A, YPR043W	snap_masked-scf7180000030499-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scf7180000030499-processed-gene-1.77&CDS=1-288
327	OG0000327	YJR130C, YML082W	maker-scf7180000030514-snap-gene-0.180-mRNA-1_1&gene=maker-scf7180000030514-snap-gene-0.180&CDS=1-2355
328	OG0000328	YKL029C	genemark-scf7180000030427-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000030427-processed-gene-0.0&CDS=1-1938, genemark-scf7180000030523-processed-gene-1.208-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-1.208&CDS=1-1965
329	OG0000329	YKL051W	augustus_masked-scf7180000030481-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000030481-processed-gene-0.147&CDS=1-1002, genemark-scf7180000030441-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000030441-processed-gene-0.29&CDS=1-990
330	OG0000330	YKL157W	augustus_masked-scf7180000030504-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000030504-processed-gene-0.65&CDS=1-2616, maker-scf7180000030517-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000030517-snap-gene-0.0&CDS=1-2514
331	OG0000331	YKL187C	augustus_masked-scf7180000030489-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scf7180000030489-processed-gene-1.103&CDS=1-2052, snap_masked-scf7180000030480-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-0.39&CDS=1-2211
332	OG0000332	YKL195W	augustus_masked-scf7180000030108-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030108-processed-gene-0.0&CDS=1-336, genemark-scf7180000030489-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000030489-processed-gene-1.63&CDS=1-837
333	OG0000333	YKL201C	augustus_masked-scf7180000030423-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000030423-processed-gene-0.35&CDS=1-2517, genemark-scf7180000030525-processed-gene-2.199-mRNA-1_1&gene=genemark-scf7180000030525-processed-gene-2.199&CDS=1-2796
334	OG0000334	YKR006C	augustus_masked-scf7180000030523-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scf7180000030523-processed-gene-1.96&CDS=1-738, snap_masked-scf7180000030126-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030126-processed-gene-0.1&CDS=1-366
335	OG0000335	YKR045C	genemark-scf7180000030452-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-0.11&CDS=1-678, snap_masked-scf7180000030131-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030131-processed-gene-0.0&CDS=1-315
336	OG0000336	YKR100C	maker-scf7180000030413-snap-gene-0.43-mRNA-1_1&gene=maker-scf7180000030413-snap-gene-0.43&CDS=1-792, snap_masked-scf7180000030473-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000030473-processed-gene-0.43&CDS=1-894
337	OG0000337	YLL003W	snap_masked-scf7180000030034-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030034-processed-gene-0.2&CDS=1-951, snap_masked-scf7180000030522-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scf7180000030522-processed-gene-1.123&CDS=1-1299
338	OG0000338	YLL010C, YLR019W	genemark-scf7180000030456-processed-gene-1.185-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.185&CDS=1-1464
339	OG0000339	YLL028W	augustus_masked-scf7180000030519-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scf7180000030519-processed-gene-1.138&CDS=1-1647, snap_masked-scf7180000030425-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000030425-processed-gene-0.57&CDS=1-1722
340	OG0000340	YLL048C	genemark-scf7180000030455-processed-gene-1.185-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.185&CDS=1-4989, genemark-scf7180000030519-processed-gene-1.38-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-1.38&CDS=1-4818
341	OG0000341	YLR029C, YMR121C	snap_masked-scf7180000030509-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000030509-processed-gene-0.36&CDS=1-612
342	OG0000342	YLR058C	snap_masked-scf7180000030510-processed-gene-2.168-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.168&CDS=1-1407, snap_masked-scf7180000030524-processed-gene-4.90-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.90&CDS=1-1407
343	OG0000343	YLR089C	genemark-scf7180000030522-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000030522-processed-gene-0.25&CDS=1-1551, snap_masked-scf7180000030513-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-1.82&CDS=1-1590
344	OG0000344	YLR132C	snap_masked-scf7180000029997-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000029997-processed-gene-0.4&CDS=1-732, snap_masked-scf7180000030513-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000030513-processed-gene-0.12&CDS=1-930
345	OG0000345	YLR133W	genemark-scf7180000029997-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000029997-processed-gene-0.3&CDS=1-813, genemark-scf7180000030513-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000030513-processed-gene-0.77&CDS=1-1731
346	OG0000346	YLR174W	genemark-scf7180000030518-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030518-processed-gene-0.39&CDS=1-1245, snap_masked-scf7180000030490-processed-gene-1.137-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.137&CDS=1-1233
347	OG0000347	YLR176C	snap_masked-scf7180000030490-processed-gene-1.176-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.176&CDS=1-2253, snap_masked-scf7180000030518-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000030518-processed-gene-0.69&CDS=1-2478
348	OG0000348	YLR177W	augustus_masked-scf7180000030494-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.265&CDS=1-2736, genemark-scf7180000030475-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000030475-processed-gene-0.76&CDS=1-2262
349	OG0000349	YLR248W	genemark-scf7180000030452-processed-gene-1.33-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.33&CDS=1-1692, snap_masked-scf7180000030490-processed-gene-1.134-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.134&CDS=1-1782
350	OG0000350	YLR287C-A, YOR182C	augustus_masked-scf7180000030455-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000030455-processed-gene-1.12&CDS=1-204
351	OG0000351	YLR300W	snap_masked-scf7180000030442-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.100&CDS=1-1329, snap_masked-scf7180000030455-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.100&CDS=1-1317
352	OG0000352	YLR307W, YLR308W	maker-scf7180000030425-snap-gene-0.73-mRNA-1_1&gene=maker-scf7180000030425-snap-gene-0.73&CDS=1-1572
353	OG0000353	YLR357W	augustus_masked-scf7180000030489-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000030489-processed-gene-0.62&CDS=1-2793, snap_masked-scf7180000030480-processed-gene-1.157-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-1.157&CDS=1-2622
354	OG0000354	YLR441C	snap_masked-scf7180000030480-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000030480-processed-gene-0.5&CDS=1-765, snap_masked-scf7180000030489-processed-gene-1.235-mRNA-1_1&gene=snap_masked-scf7180000030489-processed-gene-1.235&CDS=1-765
355	OG0000355	YML093W	augustus_masked-scf7180000030015-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030015-processed-gene-0.1&CDS=1-1473, maker-scf7180000030428-augustus-gene-0.57-mRNA-1_1&gene=maker-scf7180000030428-augustus-gene-0.57&CDS=1-3108
356	OG0000356	YML111W	augustus_masked-scf7180000030524-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-0.21&CDS=1-3519, maker-scf7180000030428-snap-gene-0.52-mRNA-1_1&gene=maker-scf7180000030428-snap-gene-0.52&CDS=1-2649
357	OG0000357	YMR008C	genemark-scf7180000030524-processed-gene-5.26-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.26&CDS=1-1989, snap_masked-scf7180000030455-processed-gene-1.81-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.81&CDS=1-1974
358	OG0000358	YMR073C	genemark-scf7180000030454-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000030454-processed-gene-0.53&CDS=1-597, snap_masked-scf7180000030043-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000030043-processed-gene-0.4&CDS=1-588
359	OG0000359	YMR077C	augustus_masked-scf7180000030105-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030105-processed-gene-0.0&CDS=1-420, genemark-scf7180000030523-processed-gene-1.220-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-1.220&CDS=1-630
360	OG0000360	YMR105C	genemark-scf7180000030509-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000030509-processed-gene-0.95&CDS=1-1707, snap_masked-scf7180000030490-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-0.11&CDS=1-1713
361	OG0000361	YMR108W	genemark-scf7180000030490-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000030490-processed-gene-0.127&CDS=1-2313, maker-scf7180000030509-snap-gene-0.81-mRNA-1_1&gene=maker-scf7180000030509-snap-gene-0.81&CDS=1-1941
362	OG0000362	YMR117C	augustus_masked-scf7180000030490-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-0.44&CDS=1-657, snap_masked-scf7180000030033-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030033-processed-gene-0.0&CDS=1-384
363	OG0000363	YMR144W	augustus_masked-scf7180000030091-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030091-processed-gene-0.0&CDS=1-579, augustus_masked-scf7180000030481-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000030481-processed-gene-0.133&CDS=1-1044
364	OG0000364	YMR145C	genemark-scf7180000030481-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000030481-processed-gene-0.3&CDS=1-1599, snap_masked-scf7180000030452-processed-gene-1.259-mRNA-1_1&gene=snap_masked-scf7180000030452-processed-gene-1.259&CDS=1-1680
365	OG0000365	YMR152W	genemark-scf7180000030407-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000030407-processed-gene-0.5&CDS=1-1107, genemark-scf7180000030452-processed-gene-1.94-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.94&CDS=1-1104
366	OG0000366	YMR169C, YMR170C	maker-scf7180000030452-augustus-gene-1.106-mRNA-1_1&gene=maker-scf7180000030452-augustus-gene-1.106&CDS=1-3273
367	OG0000367	YMR183C, YPL232W	snap_masked-scf7180000030439-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-0.85&CDS=1-882
368	OG0000368	YMR186W, YPL240C	snap_masked-scf7180000030492-processed-gene-1.24-mRNA-1_1&gene=snap_masked-scf7180000030492-processed-gene-1.24&CDS=1-2100
369	OG0000369	YMR190C	genemark-scf7180000030439-processed-gene-1.116-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.116&CDS=1-2472, genemark-scf7180000030492-processed-gene-1.147-mRNA-1_1&gene=genemark-scf7180000030492-processed-gene-1.147&CDS=1-4077
370	OG0000370	YMR194W, YPL249C-A	snap_masked-scf7180000030439-processed-gene-1.157-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.157&CDS=1-300
371	OG0000371	YMR196W	genemark-scf7180000030439-processed-gene-1.80-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.80&CDS=1-3144, maker-scf7180000030492-augustus-gene-1.249-mRNA-1_1&gene=maker-scf7180000030492-augustus-gene-1.249&CDS=1-4536
372	OG0000372	YMR205C	genemark-scf7180000030439-processed-gene-1.120-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.120&CDS=1-2868, genemark-scf7180000030486-processed-gene-1.64-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.64&CDS=1-2862
373	OG0000373	YMR230W, YOR293W	maker-scf7180000030524-snap-gene-1.164-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-1.164&CDS=1-315
374	OG0000374	YMR242C, YOR312C	maker-scf7180000030524-snap-gene-1.154-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-1.154&CDS=1-525
375	OG0000375	YMR243C	genemark-scf7180000030428-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000030428-processed-gene-0.24&CDS=1-1266, snap_masked-scf7180000030524-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-1.64&CDS=1-1410
376	OG0000376	YMR253C, YPL264C	maker-scf7180000030524-augustus-gene-1.101-mRNA-1_1&gene=maker-scf7180000030524-augustus-gene-1.101&CDS=1-1425
377	OG0000377	YMR261C	snap_masked-scf7180000030428-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scf7180000030428-processed-gene-0.122&CDS=1-3237, snap_masked-scf7180000030524-processed-gene-1.45-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-1.45&CDS=1-2937
378	OG0000378	YMR280C	genemark-scf7180000030524-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-0.120&CDS=1-3696, snap_masked-scf7180000029947-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000029947-processed-gene-0.0&CDS=1-819
379	OG0000379	YMR299C	augustus_masked-scf7180000030490-processed-gene-1.279-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-1.279&CDS=1-942, snap_masked-scf7180000030073-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000030073-processed-gene-0.0&CDS=1-381
380	OG0000380	YNL008C	augustus_masked-scf7180000030097-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030097-processed-gene-0.2&CDS=1-378, genemark-scf7180000030509-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000030509-processed-gene-0.103&CDS=1-1800
