	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034623_Pichia_norvegensis
357	OG0000357	YLR300W, YOR190W	snap_masked-flattened_line_168-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_168-processed-gene-0.23&CDS=1-1296
358	OG0000358	YLR433C, YML057W	maker-flattened_line_18-snap-gene-1.154-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.154&CDS=1-3636
359	OG0000359	YLR456W, YPR172W	snap_masked-flattened_line_62-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.97&CDS=1-489
360	OG0000360	YML054C	snap_masked-flattened_line_130-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.31&CDS=1-1710, snap_masked-flattened_line_50-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.150&CDS=1-1710
361	OG0000361	YML073C	maker-flattened_line_14-augustus-gene-1.156-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.156&CDS=1-498, snap_masked-flattened_line_22-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.115&CDS=1-492
362	OG0000362	YML085C, YML124C	snap_masked-flattened_line_108-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.39&CDS=1-2733
363	OG0000363	YML100W, YMR261C	augustus_masked-flattened_line_38-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.160&CDS=1-4290
364	OG0000364	YML106W, YMR271C	snap_masked-flattened_line_128-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.38&CDS=1-654
365	OG0000365	YML109W, YMR273C	augustus_masked-flattened_line_74-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.8&CDS=1-3546
366	OG0000366	YMR070W, YPL230W	snap_masked-flattened_line_36-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.36&CDS=1-2151
367	OG0000367	YMR083W	snap_masked-flattened_line_332-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.0&CDS=1-1131, snap_masked-flattened_line_336-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_336-processed-gene-0.4&CDS=1-1131
368	OG0000368	YMR152W	snap_masked-flattened_line_114-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.38&CDS=1-1080, snap_masked-flattened_line_58-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.90&CDS=1-1086
369	OG0000369	YMR172W, YOL116W	augustus_masked-flattened_line_114-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.3&CDS=1-1734
370	OG0000370	YMR177W, YPL224C	maker-flattened_line_52-snap-gene-0.63-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.63&CDS=1-1470
371	OG0000371	YMR183C, YPL232W	snap_masked-flattened_line_42-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.69&CDS=1-885
372	OG0000372	YMR194C-B	snap_masked-flattened_line_496-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_496-processed-gene-0.4&CDS=1-342, snap_masked-flattened_line_628-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_628-processed-gene-0.0&CDS=1-342
373	OG0000373	YMR201C	augustus_masked-flattened_line_494-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_494-processed-gene-0.4&CDS=1-1065, genemark-flattened_line_330-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_330-processed-gene-0.5&CDS=1-1065
374	OG0000374	YMR222C, YOR280C	snap_masked-flattened_line_50-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.144&CDS=1-747
375	OG0000375	YMR230W, YOR293W	snap_masked-flattened_line_136-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.21&CDS=1-363
376	OG0000376	YMR236W	snap_masked-flattened_line_346-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_346-processed-gene-0.6&CDS=1-621, snap_masked-flattened_line_400-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_400-processed-gene-0.7&CDS=1-621
377	OG0000377	YMR242C, YOR312C	snap_masked-flattened_line_24-processed-gene-0.281-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.281&CDS=1-579
378	OG0000378	YMR243C, YOR316C	snap_masked-flattened_line_136-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.17&CDS=1-1470
379	OG0000379	YMR253C, YPL264C	snap_masked-flattened_line_58-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.83&CDS=1-1125
380	OG0000380	YMR303C, YOL086C	snap_masked-flattened_line_74-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.91&CDS=1-1044
381	OG0000381	YMR312W	augustus_masked-flattened_line_402-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_402-processed-gene-0.2&CDS=1-726, augustus_masked-flattened_line_516-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_516-processed-gene-0.2&CDS=1-726
382	OG0000382	YMR319C	snap_masked-flattened_line_34-processed-gene-0.252-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.252&CDS=1-1371, snap_masked-flattened_line_34-processed-gene-0.254-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.254&CDS=1-1596
383	OG0000383	YNL087W, YOR086C	snap_masked-flattened_line_6-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.118&CDS=1-3600
384	OG0000384	YNL096C, YOR096W	snap_masked-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.162&CDS=1-564
385	OG0000385	YNL104C, YOR108W	snap_masked-flattened_line_56-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.64&CDS=1-1731
386	OG0000386	YNL106C, YOR109W	augustus_masked-flattened_line_6-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.80&CDS=1-5532
387	OG0000387	YNL108C, YOR110W	maker-flattened_line_60-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.0&CDS=1-1419
388	OG0000388	YNL153C	augustus_masked-flattened_line_546-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_546-processed-gene-0.3&CDS=1-441, augustus_masked-flattened_line_586-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_586-processed-gene-0.1&CDS=1-441
389	OG0000389	YNL213C	snap_masked-flattened_line_354-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_354-processed-gene-0.4&CDS=1-756, snap_masked-flattened_line_520-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_520-processed-gene-0.0&CDS=1-756
390	OG0000390	YNL283C, YOL105C	snap_masked-flattened_line_24-processed-gene-0.270-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.270&CDS=1-1173
391	OG0000391	YNL293W, YOL112W	snap_masked-flattened_line_56-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.119&CDS=1-2067
392	OG0000392	YNL298W, YOL113W	snap_masked-flattened_line_42-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.76&CDS=1-2547
393	OG0000393	YNL301C, YOL120C	maker-flattened_line_156-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_156-snap-gene-0.18&CDS=1-963
394	OG0000394	YNL312W	augustus_masked-flattened_line_364-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_364-processed-gene-0.8&CDS=1-825, augustus_masked-flattened_line_398-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_398-processed-gene-0.7&CDS=1-768
395	OG0000395	YNL322C	snap_masked-flattened_line_4-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.153&CDS=1-588, snap_masked-flattened_line_62-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.86&CDS=1-597
396	OG0000396	YOL022C	genemark-flattened_line_252-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_252-processed-gene-0.1&CDS=1-1152, genemark-flattened_line_408-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_408-processed-gene-0.3&CDS=1-1152
397	OG0000397	YOL072W	snap_masked-flattened_line_172-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.6&CDS=1-3471, snap_masked-flattened_line_184-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.8&CDS=1-3462
398	OG0000398	YOL119C, YOR306C	snap_masked-flattened_line_4-processed-gene-1.143-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.143&CDS=1-1452
399	OG0000399	YOR049C	snap_masked-flattened_line_20-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.139&CDS=1-1278, snap_masked-flattened_line_30-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.162&CDS=1-1269
400	OG0000400	YOR126C	genemark-flattened_line_18-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.92&CDS=1-834, snap_masked-flattened_line_18-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.14&CDS=1-1314
401	OG0000401	YOR188W	snap_masked-flattened_line_414-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_414-processed-gene-0.2&CDS=1-2106, snap_masked-flattened_line_50-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.188&CDS=1-4044
402	OG0000402	YOR227W, YPL137C	snap_masked-flattened_line_106-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.35&CDS=1-3735
403	OG0000403	YOR231W, YPL140C	augustus_masked-flattened_line_142-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.9&CDS=1-1377
404	OG0000404	YOR237W, YPL145C	snap_masked-flattened_line_20-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.11&CDS=1-1269
405	OG0000405	YOR256C, YPL176C	snap_masked-flattened_line_28-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.142&CDS=1-2496
406	OG0000406	YOR307C	snap_masked-flattened_line_16-processed-gene-1.180-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.180&CDS=1-1401, snap_masked-flattened_line_436-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_436-processed-gene-0.4&CDS=1-1401
407	OG0000407	YOR320C	augustus_masked-flattened_line_204-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.10&CDS=1-4608, augustus_masked-flattened_line_232-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.10&CDS=1-2559
408	OG0000408	YOR348C	maker-flattened_line_156-snap-gene-0.17-mRNA-1_1&gene=maker-flattened_line_156-snap-gene-0.17&CDS=1-3330, snap_masked-flattened_line_46-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.159&CDS=1-1713
409	OG0000409	YOR358W	snap_masked-flattened_line_376-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_376-processed-gene-0.0&CDS=1-870, snap_masked-flattened_line_432-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_432-processed-gene-0.6&CDS=1-765
410	OG0000410	YOR390W, YPL279C	augustus_masked-flattened_line_78-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.134&CDS=1-1164
411	OG0000411	YPL002C	augustus_masked-flattened_line_712-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_712-processed-gene-0.2&CDS=1-627, genemark-flattened_line_572-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_572-processed-gene-0.2&CDS=1-618
412	OG0000412	YPL050C	snap_masked-flattened_line_386-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_386-processed-gene-0.3&CDS=1-1029, snap_masked-flattened_line_388-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_388-processed-gene-0.0&CDS=1-1029
413	OG0000413	YPL054W	maker-flattened_line_386-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_386-snap-gene-0.10&CDS=1-762, maker-flattened_line_388-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_388-snap-gene-0.6&CDS=1-750
414	OG0000414	YPL110C	augustus_masked-flattened_line_538-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_538-processed-gene-0.0&CDS=1-1341, augustus_masked-flattened_line_540-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_540-processed-gene-0.0&CDS=1-1341
415	OG0000415	YPL170W	snap_masked-flattened_line_418-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_418-processed-gene-0.3&CDS=1-480, snap_masked-flattened_line_442-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_442-processed-gene-0.7&CDS=1-480
416	OG0000416	YPR013C, YPR015C	snap_masked-flattened_line_64-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.163&CDS=1-1485
417	OG0000417	YPR021C	augustus_masked-flattened_line_196-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.3&CDS=1-2124, augustus_masked-flattened_line_216-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_216-processed-gene-0.8&CDS=1-2139
418	OG0000418	YPR124W	maker-flattened_line_532-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_532-augustus-gene-0.2&CDS=1-723, snap_masked-flattened_line_242-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.9&CDS=1-828
419	OG0000419	YPR163C	snap_masked-flattened_line_180-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.8&CDS=1-1371, snap_masked-flattened_line_186-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_186-processed-gene-0.27&CDS=1-1263
420	OG0000420	YAL001C	snap_masked-flattened_line_60-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.44&CDS=1-3792
421	OG0000421	YAL002W	snap_masked-flattened_line_64-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.145&CDS=1-4014
422	OG0000422	YAL009W	snap_masked-flattened_line_4-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.101&CDS=1-1557
423	OG0000423	YAL010C	augustus_masked-flattened_line_4-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.25&CDS=1-1479
424	OG0000424	YAL011W	augustus_masked-flattened_line_106-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.62&CDS=1-2745
425	OG0000425	YAL013W	snap_masked-flattened_line_176-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.36&CDS=1-981
426	OG0000426	YAL016W	augustus_masked-flattened_line_10-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.215&CDS=1-1908
427	OG0000427	YAL019W	snap_masked-flattened_line_4-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.102&CDS=1-4650
428	OG0000428	YAL020C	augustus_masked-flattened_line_4-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.26&CDS=1-1083
429	OG0000429	YAL021C	augustus_masked-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.16&CDS=1-7386
430	OG0000430	YAL023C	snap_masked-flattened_line_0-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.52&CDS=1-2292
431	OG0000431	YAL024C	snap_masked-flattened_line_46-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.191&CDS=1-3759
432	OG0000432	YAL025C	snap_masked-flattened_line_32-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.92&CDS=1-942
433	OG0000433	YAL026C	snap_masked-flattened_line_58-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.76&CDS=1-4380
434	OG0000434	YAL032C	snap_masked-flattened_line_46-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.184&CDS=1-1149
435	OG0000435	YAL033W	snap_masked-flattened_line_2-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.128&CDS=1-423
436	OG0000436	YAL034W-A	snap_masked-flattened_line_6-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.127&CDS=1-528
437	OG0000437	YAL035W	snap_masked-flattened_line_12-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.86&CDS=1-3003
438	OG0000438	YAL036C	snap_masked-flattened_line_4-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.95&CDS=1-1104
439	OG0000439	YAL038W	snap_masked-flattened_line_118-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.29&CDS=1-1512
440	OG0000440	YAL039C	snap_masked-flattened_line_48-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.88&CDS=1-825
441	OG0000441	YAL041W	maker-flattened_line_142-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_142-snap-gene-0.0&CDS=1-2892
442	OG0000442	YAL042W	snap_masked-flattened_line_142-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.20&CDS=1-1233
443	OG0000443	YAL043C	genemark-flattened_line_104-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.49&CDS=1-2172
444	OG0000444	YAL044C	snap_masked-flattened_line_92-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.42&CDS=1-507
445	OG0000445	YAL046C	snap_masked-flattened_line_72-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.57&CDS=1-273
446	OG0000446	YAL048C	snap_masked-flattened_line_74-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.80&CDS=1-1911
447	OG0000447	YAL053W	maker-flattened_line_36-augustus-gene-0.169-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.169&CDS=1-5088
448	OG0000448	YAL058W	snap_masked-flattened_line_0-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.73&CDS=1-1680
449	OG0000449	YAL059W	snap_masked-flattened_line_80-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.33&CDS=1-567
450	OG0000450	YAL060W	snap_masked-flattened_line_156-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_156-processed-gene-0.47&CDS=1-1143
451	OG0000451	YAL062W	snap_masked-flattened_line_20-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.10&CDS=1-1383
452	OG0000452	YAR007C	snap_masked-flattened_line_2-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.118&CDS=1-1824
453	OG0000453	YAR008W	maker-flattened_line_84-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.131&CDS=1-912
454	OG0000454	YAR009C, YPR137C-B	
455	OG0000455	YAR015W	snap_masked-flattened_line_34-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.220&CDS=1-912
456	OG0000456	YAR018C	snap_masked-flattened_line_34-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.219&CDS=1-1212
457	OG0000457	YAR035W	snap_masked-flattened_line_64-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.108&CDS=1-2106
458	OG0000458	YBL001C	snap_masked-flattened_line_54-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.224&CDS=1-315
459	OG0000459	YBL004W	snap_masked-flattened_line_28-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.123&CDS=1-7593
460	OG0000460	YBL007C	augustus_masked-flattened_line_114-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.17&CDS=1-3510
461	OG0000461	YBL008W	snap_masked-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.46&CDS=1-2835
462	OG0000462	YBL011W	snap_masked-flattened_line_138-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.6&CDS=1-2232
463	OG0000463	YBL013W	genemark-flattened_line_6-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.192&CDS=1-1011
464	OG0000464	YBL014C	snap_masked-flattened_line_6-processed-gene-1.152-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.152&CDS=1-2070
465	OG0000465	YBL015W	snap_masked-flattened_line_68-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.53&CDS=1-3078
466	OG0000466	YBL016W	snap_masked-flattened_line_16-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.158&CDS=1-1053
467	OG0000467	YBL019W	snap_masked-flattened_line_14-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.10&CDS=1-1890
468	OG0000468	YBL021C	genemark-flattened_line_112-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.17&CDS=1-537
