	OrthologID	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
700	OG0000700	augustus_masked-NC_016479.1-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.123&CDS=1-420	YPR100W
701	OG0000701	maker-NC_016479.1-augustus-gene-11.4-mRNA-1_1&gene=maker-NC_016479.1-augustus-gene-11.4&CDS=1-495	YPR098C
702	OG0000702	maker-NC_016479.1-snap-gene-11.3-mRNA-1_1&gene=maker-NC_016479.1-snap-gene-11.3&CDS=1-2964	YPR097W
703	OG0000703	augustus_masked-NC_016479.1-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.105&CDS=1-3390	YPR095C
704	OG0000704	augustus_masked-NC_016479.1-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.126&CDS=1-324	YPR094W
705	OG0000705	augustus_masked-NC_016479.1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.106&CDS=1-2535	YPR091C
706	OG0000706	augustus_masked-NC_016479.1-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.127&CDS=1-2775	YPR089W
707	OG0000707	augustus_masked-NC_016479.1-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.108&CDS=1-1659	YPR085C
708	OG0000708	augustus_masked-NC_016479.1-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.128&CDS=1-1509	YPR084W
709	OG0000709	augustus_masked-NC_016479.1-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.110&CDS=1-426	YPR082C
710	OG0000710	augustus_masked-NC_016479.1-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.112&CDS=1-1044	YPR075C
711	OG0000711	augustus_masked-NC_016479.1-processed-gene-11.114-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.114&CDS=1-486	YPR073C
712	OG0000712	augustus_masked-NC_016479.1-processed-gene-11.131-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.131&CDS=1-1725	YPR072W
713	OG0000713	augustus_masked-NC_016479.1-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.115&CDS=1-3021	YBR112C
714	OG0000714	augustus_masked-NC_016479.1-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.132&CDS=1-1725	YPR070W
715	OG0000715	augustus_masked-NC_016479.1-processed-gene-11.116-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.116&CDS=1-1929	YPR068C
716	OG0000716	snap_masked-NC_016479.1-processed-gene-11.44-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-11.44&CDS=1-417	YPR067W
717	OG0000717	augustus_masked-NC_016479.1-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.135&CDS=1-933	YPR066W
718	OG0000718	augustus_masked-NC_016479.1-processed-gene-11.136-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.136&CDS=1-534	YBR106W
719	OG0000719	augustus_masked-NC_016479.1-processed-gene-11.137-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.137&CDS=1-1227	YPR065W
720	OG0000720	augustus_masked-NC_016479.1-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.118&CDS=1-405	YPR063C
721	OG0000721	augustus_masked-NC_016479.1-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.138&CDS=1-462	YPR062W
722	OG0000722	augustus_masked-NC_016479.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.119&CDS=1-975	YPR061C
723	OG0000723	augustus_masked-NC_016479.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-11.120&CDS=1-708	YPR060C
724	OG0000724	maker-NC_016479.1-snap-gene-11.2-mRNA-1_1&gene=maker-NC_016479.1-snap-gene-11.2&CDS=1-345	YPR059C
725	OG0000725	augustus_masked-NC_016479.1-processed-gene-12.92-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.92&CDS=1-903	YPR058W
726	OG0000726	augustus_masked-NC_016479.1-processed-gene-12.93-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.93&CDS=1-1170	YPR057W
727	OG0000727	augustus_masked-NC_016479.1-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.94&CDS=1-1017	YPR056W
728	OG0000728	augustus_masked-NC_016479.1-processed-gene-12.95-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.95&CDS=1-3174	YPR055W
729	OG0000729	augustus_masked-NC_016479.1-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.96&CDS=1-1308	YPR054W
730	OG0000730	augustus_masked-NC_016479.1-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.97&CDS=1-561	YPR051W
731	OG0000731	augustus_masked-NC_016479.1-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.91&CDS=1-4119	YPR049C
732	OG0000732	augustus_masked-NC_016479.1-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.98&CDS=1-1359	YPR047W
733	OG0000733	genemark-NC_016479.1-processed-gene-12.57-mRNA-1_1&gene=genemark-NC_016479.1-processed-gene-12.57&CDS=1-705	YBL038W
734	OG0000734	augustus_masked-NC_016479.1-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.118&CDS=1-1074	YBR087W
735	OG0000735	augustus_masked-NC_016479.1-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.100&CDS=1-3156	YBL037W
736	OG0000736	augustus_masked-NC_016479.1-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.119&CDS=1-2115	YBL035C
737	OG0000737	augustus_masked-NC_016479.1-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.120&CDS=1-4890	YBL034C
738	OG0000738	augustus_masked-NC_016479.1-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.121&CDS=1-1008	YBL033C
739	OG0000739	augustus_masked-NC_016479.1-processed-gene-12.102-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.102&CDS=1-1167	YBL032W
740	OG0000740	snap_masked-NC_016479.1-processed-gene-12.13-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-12.13&CDS=1-1440	YBL031W
741	OG0000741	snap_masked-NC_016479.1-processed-gene-12.33-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-12.33&CDS=1-294	YBL029C-A
742	OG0000742	augustus_masked-NC_016479.1-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.104&CDS=1-1272	YBL029W
743	OG0000743	augustus_masked-NC_016479.1-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.123&CDS=1-333	YBL028C
744	OG0000744	augustus_masked-NC_016479.1-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.124&CDS=1-1443	YBR083W
745	OG0000745	augustus_masked-NC_016479.1-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.106&CDS=1-441	YBR082C
746	OG0000746	augustus_masked-NC_016479.1-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.126&CDS=1-2547	YDR057W
747	OG0000747	augustus_masked-NC_016479.1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.127&CDS=1-1281	YBR078W
748	OG0000748	augustus_masked-NC_016479.1-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.107&CDS=1-819	YDR054C
749	OG0000749	augustus_masked-NC_016479.1-processed-gene-12.108-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.108&CDS=1-1698	YDR052C
750	OG0000750	augustus_masked-NC_016479.1-processed-gene-12.109-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.109&CDS=1-978	YDR051C
751	OG0000751	augustus_masked-NC_016479.1-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.110&CDS=1-744	YDR050C
752	OG0000752	augustus_masked-NC_016479.1-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.128&CDS=1-438	YBR070C
753	OG0000753	augustus_masked-NC_016479.1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.111&CDS=1-624	YBR071W
754	OG0000754	augustus_masked-NC_016479.1-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.112&CDS=1-645	YBR072W
755	OG0000755	maker-NC_016479.1-augustus-gene-12.46-mRNA-1_1&gene=maker-NC_016479.1-augustus-gene-12.46&CDS=1-3018	YDR047W
756	OG0000756	augustus_masked-NC_016479.1-processed-gene-12.113-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.113&CDS=1-1713	YDR046C
757	OG0000757	augustus_masked-NC_016479.1-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.114&CDS=1-330	YDR045C
758	OG0000758	augustus_masked-NC_016479.1-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.130&CDS=1-981	YDR044W
759	OG0000759	augustus_masked-NC_016479.1-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.131&CDS=1-645	YDR041W
760	OG0000760	augustus_masked-NC_016479.1-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-12.132&CDS=1-1782	YDR037W
761	OG0000761	augustus_masked-NC_016479.1-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.39&CDS=1-3471	YBR059C
762	OG0000762	snap_masked-NC_016479.1-processed-gene-13.85-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-13.85&CDS=1-1329	YDR036C
763	OG0000763	snap_masked-NC_016479.1-processed-gene-13.86-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-13.86&CDS=1-984	YBR057C
764	OG0000764	augustus_masked-NC_016479.1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.41&CDS=1-1119	YDR035W
765	OG0000765	augustus_masked-NC_016479.1-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.58&CDS=1-2277	YDR034C
766	OG0000766	augustus_masked-NC_016479.1-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.59&CDS=1-2466	YBR055C
767	OG0000767	augustus_masked-NC_016479.1-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.42&CDS=1-594	YDR032C
768	OG0000768	genemark-NC_016479.1-processed-gene-13.5-mRNA-1_1&gene=genemark-NC_016479.1-processed-gene-13.5&CDS=1-1434	YDR030C
769	OG0000769	augustus_masked-NC_016479.1-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.44&CDS=1-5337	YDR027C
770	OG0000770	augustus_masked-NC_016479.1-processed-gene-13.63-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.63&CDS=1-1374	YDR023W
771	OG0000771	augustus_masked-NC_016479.1-processed-gene-13.46-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.46&CDS=1-528	YDR022C
772	OG0000772	augustus_masked-NC_016479.1-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.47&CDS=1-753	YDR020C
773	OG0000773	genemark-NC_016479.1-processed-gene-13.11-mRNA-1_1&gene=genemark-NC_016479.1-processed-gene-13.11&CDS=1-1170	YDR019C
774	OG0000774	augustus_masked-NC_016479.1-processed-gene-13.50-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.50&CDS=1-3981	YDR017C
775	OG0000775	augustus_masked-NC_016479.1-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.65&CDS=1-660	YDR014W-A
776	OG0000776	augustus_masked-NC_016479.1-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.66&CDS=1-1194	YDR014W
777	OG0000777	augustus_masked-NC_016479.1-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.52&CDS=1-627	YDR013W
778	OG0000778	augustus_masked-NC_016479.1-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.68&CDS=1-1656	YBR030W
779	OG0000779	augustus_masked-NC_016479.1-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.69&CDS=1-459	YNL281W
780	OG0000780	augustus_masked-NC_016479.1-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.70&CDS=1-651	YNL282W
781	OG0000781	augustus_masked-NC_016479.1-processed-gene-13.55-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.55&CDS=1-819	YNL284C
782	OG0000782	augustus_masked-NC_016479.1-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.71&CDS=1-2787	YNL287W
783	OG0000783	augustus_masked-NC_016479.1-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.72&CDS=1-1107	YNL288W
784	OG0000784	augustus_masked-NC_016479.1-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.73&CDS=1-858	YNL289W
785	OG0000785	augustus_masked-NC_016479.1-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.74&CDS=1-1014	YNL290W
786	OG0000786	augustus_masked-NC_016479.1-processed-gene-13.56-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.56&CDS=1-1635	YNL291C
787	OG0000787	augustus_masked-NC_016479.1-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.75&CDS=1-1266	YNL292W
788	OG0000788	augustus_masked-NC_016479.1-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.76&CDS=1-1896	YNL293W
789	OG0000789	augustus_masked-NC_016479.1-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.57&CDS=1-1605	YNL294C
790	OG0000790	augustus_masked-NC_016479.1-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-13.77&CDS=1-1470	YNL295W
791	OG0000791	augustus_masked-NC_016479.1-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.42&CDS=1-4929	YNL297C
792	OG0000792	augustus_masked-NC_016479.1-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.44&CDS=1-2457	YNL298W
793	OG0000793	augustus_masked-NC_016479.1-processed-gene-14.69-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.69&CDS=1-1749	YNL304W
794	OG0000794	augustus_masked-NC_016479.1-processed-gene-14.47-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.47&CDS=1-861	YNL305C
795	OG0000795	augustus_masked-NC_016479.1-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.71&CDS=1-723	YNL306W
796	OG0000796	augustus_masked-NC_016479.1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.48&CDS=1-1815	YNL308C
797	OG0000797	augustus_masked-NC_016479.1-processed-gene-14.74-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.74&CDS=1-1596	YNL309W
798	OG0000798	augustus_masked-NC_016479.1-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.49&CDS=1-630	YNL310C
799	OG0000799	augustus_masked-NC_016479.1-processed-gene-14.50-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.50&CDS=1-1062	YBR053C
800	OG0000800	augustus_masked-NC_016479.1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.54&CDS=1-1008	YBR046C
801	OG0000801	snap_masked-NC_016479.1-processed-gene-14.103-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-14.103&CDS=1-1878	YBR045C
802	OG0000802	augustus_masked-NC_016479.1-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.56&CDS=1-1440	YBR044C
803	OG0000803	augustus_masked-NC_016479.1-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.58&CDS=1-1026	YBR042C
804	OG0000804	augustus_masked-NC_016479.1-processed-gene-14.76-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.76&CDS=1-2019	YBR041W
805	OG0000805	augustus_masked-NC_016479.1-processed-gene-14.77-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.77&CDS=1-906	YBR040W
806	OG0000806	augustus_masked-NC_016479.1-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.78&CDS=1-930	YBR039W
807	OG0000807	augustus_masked-NC_016479.1-processed-gene-14.79-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.79&CDS=1-1038	YBR034C
808	OG0000808	augustus_masked-NC_016479.1-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.80&CDS=1-684	YBR035C
809	OG0000809	augustus_masked-NC_016479.1-processed-gene-14.59-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.59&CDS=1-2184	YAR035W
810	OG0000810	augustus_masked-NC_016479.1-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.81&CDS=1-921	YAR015W
811	OG0000811	augustus_masked-NC_016479.1-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.82&CDS=1-708	YDL018C
812	OG0000812	augustus_masked-NC_016479.1-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.62&CDS=1-1818	YDL017W
813	OG0000813	augustus_masked-NC_016479.1-processed-gene-14.83-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.83&CDS=1-954	YDL015C
814	OG0000814	augustus_masked-NC_016479.1-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.63&CDS=1-960	YDL014W
815	OG0000815	augustus_masked-NC_016479.1-processed-gene-14.64-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.64&CDS=1-318	YDL012C
816	OG0000816	augustus_masked-NC_016479.1-processed-gene-14.85-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.85&CDS=1-2136	YDL013W
817	OG0000817	augustus_masked-NC_016479.1-processed-gene-14.65-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.65&CDS=1-618	YDL008W
818	OG0000818	augustus_masked-NC_016479.1-processed-gene-14.66-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.66&CDS=1-3042	YDR006C
819	OG0000819	augustus_masked-NC_016479.1-processed-gene-14.67-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-14.67&CDS=1-1242	YDR005C
820	OG0000820	augustus_masked-NC_016479.1-processed-gene-15.77-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.77&CDS=1-1455	YDR004W
821	OG0000821	snap_masked-NC_016479.1-processed-gene-15.3-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-15.3&CDS=1-1266	YBR003W
822	OG0000822	maker-NC_016479.1-augustus-gene-15.39-mRNA-1_1&gene=maker-NC_016479.1-augustus-gene-15.39&CDS=1-6831	YBR136W
823	OG0000823	augustus_masked-NC_016479.1-processed-gene-15.91-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.91&CDS=1-303	YBR135W
824	OG0000824	augustus_masked-NC_016479.1-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.80&CDS=1-2241	YBR133C
825	OG0000825	augustus_masked-NC_016479.1-processed-gene-15.92-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.92&CDS=1-2241	YDL028C
826	OG0000826	augustus_masked-NC_016479.1-processed-gene-15.93-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.93&CDS=1-1776	YDL025C
827	OG0000827	augustus_masked-NC_016479.1-processed-gene-15.94-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.94&CDS=1-2187	YFL047W
828	OG0000828	augustus_masked-NC_016479.1-processed-gene-15.95-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.95&CDS=1-1764	YFL049W
829	OG0000829	augustus_masked-NC_016479.1-processed-gene-15.82-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.82&CDS=1-1536	YNL073W
830	OG0000830	augustus_masked-NC_016479.1-processed-gene-15.83-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.83&CDS=1-1239	YDL033C
831	OG0000831	augustus_masked-NC_016479.1-processed-gene-15.84-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.84&CDS=1-2094	YDL035C
832	OG0000832	augustus_masked-NC_016479.1-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.85&CDS=1-528	YDL046W
833	OG0000833	genemark-NC_016479.1-processed-gene-15.62-mRNA-1_1&gene=genemark-NC_016479.1-processed-gene-15.62&CDS=1-942	YDL045C
834	OG0000834	augustus_masked-NC_016479.1-processed-gene-15.97-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.97&CDS=1-1335	YDL044C
835	OG0000835	augustus_masked-NC_016479.1-processed-gene-15.99-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.99&CDS=1-510	YOL067C
836	OG0000836	augustus_masked-NC_016479.1-processed-gene-15.100-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.100&CDS=1-2505	YDL040C
837	OG0000837	augustus_masked-NC_016479.1-processed-gene-15.101-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.101&CDS=1-1803	YOL066C
838	OG0000838	augustus_masked-NC_016479.1-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.102&CDS=1-936	YDL047W
839	OG0000839	augustus_masked-NC_016479.1-processed-gene-15.103-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.103&CDS=1-717	YGR075C
840	OG0000840	maker-NC_016479.1-augustus-gene-15.40-mRNA-1_1&gene=maker-NC_016479.1-augustus-gene-15.40&CDS=1-552	YGR076C
841	OG0000841	augustus_masked-NC_016479.1-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.105&CDS=1-588	YGR078C
842	OG0000842	augustus_masked-NC_016479.1-processed-gene-15.87-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.87&CDS=1-534	YBR137W
843	OG0000843	augustus_masked-NC_016479.1-processed-gene-15.107-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.107&CDS=1-1476	YBR138C
844	OG0000844	augustus_masked-NC_016479.1-processed-gene-15.108-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.108&CDS=1-2304	YOL076W
845	OG0000845	augustus_masked-NC_016479.1-processed-gene-15.88-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.88&CDS=1-1506	YBR139W
846	OG0000846	augustus_masked-NC_016479.1-processed-gene-15.110-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.110&CDS=1-1083	YBR141C
847	OG0000847	snap_masked-NC_016479.1-processed-gene-15.12-mRNA-1_1&gene=snap_masked-NC_016479.1-processed-gene-15.12&CDS=1-2217	YBR142W
848	OG0000848	augustus_masked-NC_016479.1-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-15.111&CDS=1-1314	YBR143C
849	OG0000849	augustus_masked-NC_016479.1-processed-gene-16.6-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.6&CDS=1-741	YBR153W
850	OG0000850	augustus_masked-NC_016479.1-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-NC_016479.1-processed-gene-16.8&CDS=1-645	YBR154C
