	OrthologID	Candida_homilentoma	Saccharomyces_cerevisiae
935	OG0000935	-processed-gene-8.204-mRNA-1_1&gene=augustus_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.204&CDS=1-1230	YMR182C
936	OG0000936	-processed-gene-8.139-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.139&CDS=1-621	YLR262C
937	OG0000937	-processed-gene-8.109-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.109&CDS=1-366	YMR074C
938	OG0000938	-processed-gene-8.110-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.110&CDS=1-2610	YEL061C
939	OG0000939	-processed-gene-8.111-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.111&CDS=1-1479	YOL013C
940	OG0000940	-processed-gene-8.206-mRNA-1_1&gene=augustus_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.206&CDS=1-1416	YML043C
941	OG0000941	-processed-gene-8.141-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.141&CDS=1-1701	YLR259C
942	OG0000942	-processed-gene-8.113-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.113&CDS=1-990	YNL027W
943	OG0000943	-processed-gene-8.115-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.115&CDS=1-1332	YJR122W
944	OG0000944	-processed-gene-8.142-mRNA-1_1&gene=snap_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.142&CDS=1-189	YHR072W-A
945	OG0000945	-processed-gene-8.183-mRNA-1_1&gene=augustus_masked-gi|1002316226|dbj|BCGB01000007.1|-processed-gene-8.183&CDS=1-2367	YDR320C
946	OG0000946	-processed-gene-0.93-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.93&CDS=1-1677	YAR018C
947	OG0000947	-processed-gene-0.110-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.110&CDS=1-927	YAR015W
948	OG0000948	-processed-gene-0.94-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.94&CDS=1-3072	YOL090W
949	OG0000949	-augustus-gene-0.44-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-augustus-gene-0.44&CDS=1-4026	YCR028C
950	OG0000950	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.95&CDS=1-552	YLR411W
951	OG0000951	-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.55&CDS=1-678	YIL007C
952	OG0000952	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.75&CDS=1-345	YIL008W
953	OG0000953	-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.56&CDS=1-1350	YEL002C
954	OG0000954	-processed-gene-0.97-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.97&CDS=1-381	YEL003W
955	OG0000955	-processed-gene-0.116-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.116&CDS=1-534	YMR009W
956	OG0000956	-processed-gene-0.98-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.98&CDS=1-1464	YNL317W
957	OG0000957	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.78&CDS=1-948	YOL136C
958	OG0000958	-processed-gene-0.118-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.118&CDS=1-2160	YOR017W
959	OG0000959	-processed-gene-0.120-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.120&CDS=1-1431	YPL063W
960	OG0000960	-processed-gene-0.121-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.121&CDS=1-810	YER026C
961	OG0000961	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-0.99&CDS=1-678	YBR045C
962	OG0000962	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.57&CDS=1-1119	YKL080W
963	OG0000963	-processed-gene-1.55-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.55&CDS=1-1329	YKL082C
964	OG0000964	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.56&CDS=1-525	YPR028W
965	OG0000965	-processed-gene-1.58-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.58&CDS=1-2442	YPR029C
966	OG0000966	-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.102&CDS=1-1008	YPL064C
967	OG0000967	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.74&CDS=1-3537	YPL217C
968	OG0000968	-processed-gene-1.79-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.79&CDS=1-192	YPL189C-A
969	OG0000969	-processed-gene-1.80-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.80&CDS=1-297	YMR286W
970	OG0000970	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.63&CDS=1-3753	YOR349W
971	OG0000971	-processed-gene-1.83-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.83&CDS=1-2019	YMR108W
972	OG0000972	-processed-gene-1.86-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.86&CDS=1-1056	YDR282C
973	OG0000973	-processed-gene-1.64-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.64&CDS=1-2094	YKL104C
974	OG0000974	-processed-gene-1.87-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.87&CDS=1-219	YIL156W-B
975	OG0000975	-processed-gene-1.66-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.66&CDS=1-1371	YER020W
976	OG0000976	-processed-gene-1.92-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.92&CDS=1-1416	YML007W
977	OG0000977	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.93&CDS=1-2427	YEL053C
978	OG0000978	-processed-gene-1.67-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.67&CDS=1-3648	YDR325W
979	OG0000979	-processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.68&CDS=1-1158	YML008C
980	OG0000980	-processed-gene-1.94-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.94&CDS=1-2196	YDR324C
981	OG0000981	-processed-gene-1.97-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.97&CDS=1-1512	YCL032W
982	OG0000982	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.117&CDS=1-621	YFR001W
983	OG0000983	-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.143&CDS=1-999	YGR101W
984	OG0000984	-processed-gene-1.72-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-1.72&CDS=1-312	YDL081C
985	OG0000985	-processed-gene-2.47-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.47&CDS=1-2667	YOR211C
986	OG0000986	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.72&CDS=1-2529	YPL126W
987	OG0000987	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.50&CDS=1-216	YOR210W
988	OG0000988	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.53&CDS=1-1209	YOR196C
989	OG0000989	-processed-gene-2.54-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.54&CDS=1-2271	YPL116W
990	OG0000990	-processed-gene-2.55-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.55&CDS=1-3501	YPL115C
991	OG0000991	-processed-gene-2.74-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.74&CDS=1-783	YOR194C
992	OG0000992	-augustus-gene-2.139-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-augustus-gene-2.139&CDS=1-948	YGR282C
993	OG0000993	-processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.78&CDS=1-1146	YMR310C
994	OG0000994	-processed-gene-2.79-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.79&CDS=1-1344	YOR198C
995	OG0000995	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.58&CDS=1-864	YPL117C
996	OG0000996	-processed-gene-2.59-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.59&CDS=1-930	YGR284C
997	OG0000997	-processed-gene-2.60-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.60&CDS=1-747	YKL087C
998	OG0000998	-snap-gene-2.144-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-2.144&CDS=1-2289	YPL109C
999	OG0000999	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.83&CDS=1-1758	YOR059C
1000	OG0001000	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.61&CDS=1-282	YGR181W
1001	OG0001001	-processed-gene-2.62-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.62&CDS=1-723	YBL041W
1002	OG0001002	-processed-gene-2.84-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.84&CDS=1-636	YBL040C
1003	OG0001003	-snap-gene-2.141-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-2.141&CDS=1-4791	YDR301W
1004	OG0001004	-snap-gene-2.146-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-2.146&CDS=1-204	YGR183C
1005	OG0001005	-processed-gene-2.87-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.87&CDS=1-1194	YGR185C
1006	OG0001006	-processed-gene-2.69-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.69&CDS=1-1899	YCR088W
1007	OG0001007	-processed-gene-2.91-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.91&CDS=1-1494	YMR171C
1008	OG0001008	-processed-gene-2.92-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-2.92&CDS=1-465	YDL208W
1009	OG0001009	-augustus-gene-3.4-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-augustus-gene-3.4&CDS=1-5127	YDR238C
1010	OG0001010	-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.114&CDS=1-2106	YMR075W
1011	OG0001011	-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.115&CDS=1-1323	YMR062C
1012	OG0001012	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.91&CDS=1-990	YDL114W
1013	OG0001013	-augustus-gene-3.5-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-augustus-gene-3.5&CDS=1-3795	YAR042W
1014	OG0001014	-processed-gene-3.70-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.70&CDS=1-381	YIR009W
1015	OG0001015	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.94&CDS=1-1605	YER014W
1016	OG0001016	-processed-gene-3.71-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.71&CDS=1-2124	YLR117C
1017	OG0001017	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.22&CDS=1-669	YDR140W
1018	OG0001018	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.73&CDS=1-1371	YLR116W
1019	OG0001019	-processed-gene-3.74-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.74&CDS=1-1935	YLR427W
1020	OG0001020	-snap-gene-3.7-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-3.7&CDS=1-519	YML055W
1021	OG0001021	-processed-gene-3.99-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.99&CDS=1-1782	YKL191W
1022	OG0001022	-processed-gene-3.101-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.101&CDS=1-1347	YAL022C
1023	OG0001023	-processed-gene-3.102-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.102&CDS=1-2214	YJL093C
1024	OG0001024	-processed-gene-3.103-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.103&CDS=1-750	YMR188C
1025	OG0001025	-processed-gene-3.104-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.104&CDS=1-1185	YIL116W
1026	OG0001026	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.76&CDS=1-609	YLR292C
1027	OG0001027	-processed-gene-3.77-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.77&CDS=1-3384	YOR191W
1028	OG0001028	-processed-gene-3.106-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.106&CDS=1-1308	YML071C
1029	OG0001029	-processed-gene-3.78-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.78&CDS=1-1053	YLR447C
1030	OG0001030	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.79&CDS=1-1428	YOR368W
1031	OG0001031	-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.128&CDS=1-2937	YPL244C
1032	OG0001032	-processed-gene-3.82-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.82&CDS=1-1263	YNL326C
1033	OG0001033	-processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.83&CDS=1-1515	YNL330C
1034	OG0001034	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.84&CDS=1-1572	YPL188W
1035	OG0001035	-processed-gene-3.85-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.85&CDS=1-2265	YBR112C
1036	OG0001036	-processed-gene-3.111-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.111&CDS=1-627	YBR111C
1037	OG0001037	-snap-gene-3.13-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-3.13&CDS=1-2286	YBR212W
1038	OG0001038	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-3.89&CDS=1-4143	YOR373W
1039	OG0001039	-processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.43&CDS=1-426	YOR369C
1040	OG0001040	-processed-gene-4.44-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.44&CDS=1-1896	YOR370C
1041	OG0001041	-processed-gene-4.40-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.40&CDS=1-816	YBR213W
1042	OG0001042	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.45&CDS=1-1302	YOR323C
1043	OG0001043	-processed-gene-4.41-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.41&CDS=1-3810	YAL026C
1044	OG0001044	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.46&CDS=1-1533	YGR083C
1045	OG0001045	-processed-gene-4.47-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.47&CDS=1-5517	YHL030W
1046	OG0001046	-processed-gene-4.49-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.49&CDS=1-9306	YDR150W
1047	OG0001047	-processed-gene-4.65-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.65&CDS=1-465	YBR109C
1048	OG0001048	-processed-gene-4.50-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.50&CDS=1-3456	YOR346W
1049	OG0001049	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.66&CDS=1-1425	YBR110W
1050	OG0001050	-processed-gene-4.52-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.52&CDS=1-837	YBR185C
1051	OG0001051	-processed-gene-4.67-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.67&CDS=1-1275	YPL054W
1052	OG0001052	-processed-gene-4.68-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.68&CDS=1-1923	YPL093W
1053	OG0001053	-processed-gene-4.69-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.69&CDS=1-2304	YPL050C
1054	OG0001054	-processed-gene-4.54-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.54&CDS=1-1485	YKR072C
1055	OG0001055	-processed-gene-4.73-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.73&CDS=1-2751	YGL137W
1056	OG0001056	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.74&CDS=1-1800	YNL048W
1057	OG0001057	-processed-gene-4.57-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.57&CDS=1-1230	YBL091C
1058	OG0001058	-snap-gene-4.122-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-4.122&CDS=1-732	YER120W
1059	OG0001059	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.77&CDS=1-318	YBL001C
1060	OG0001060	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.78&CDS=1-1146	YDR502C
1061	OG0001061	-processed-gene-4.62-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.62&CDS=1-3351	YCL061C
1062	OG0001062	-processed-gene-4.80-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-4.80&CDS=1-1140	YCL059C
1063	OG0001063	-processed-gene-5.46-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.46&CDS=1-750	YLR186W
1064	OG0001064	-processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.59&CDS=1-1149	YML060W
1065	OG0001065	-processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.49&CDS=1-2337	YNL218W
1066	OG0001066	-processed-gene-5.60-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.60&CDS=1-1827	YNL279W
1067	OG0001067	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.62&CDS=1-1170	YGL246C
1068	OG0001068	-processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.50&CDS=1-2427	YOR154W
1069	OG0001069	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.22&CDS=1-2016	YDR194C
1070	OG0001070	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.8&CDS=1-648	YNR049C
1071	OG0001071	-processed-gene-5.64-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.64&CDS=1-1341	YCR095C
1072	OG0001072	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.65&CDS=1-2592	YER069W
1073	OG0001073	-processed-gene-5.68-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.68&CDS=1-534	YOR252W
1074	OG0001074	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.10&CDS=1-495	YOR276W
1075	OG0001075	-snap-gene-5.86-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-5.86&CDS=1-2742	YMR212C
1076	OG0001076	-processed-gene-5.52-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.52&CDS=1-1953	YMR213W
1077	OG0001077	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.53&CDS=1-2190	YOR275C
1078	OG0001078	-snap-gene-5.85-mRNA-1_1&gene=maker-gi|1002316227|dbj|BCGB01000006.1|-snap-gene-5.85&CDS=1-1482	YOR274W
1079	OG0001079	-processed-gene-5.72-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.72&CDS=1-918	YKL019W
1080	OG0001080	-processed-gene-5.55-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.55&CDS=1-1455	YMR209C
1081	OG0001081	-processed-gene-5.73-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.73&CDS=1-1353	YOR272W
1082	OG0001082	-processed-gene-5.56-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.56&CDS=1-1587	YMR217W
1083	OG0001083	-processed-gene-5.57-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.57&CDS=1-984	YOR271C
1084	OG0001084	-processed-gene-5.76-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.76&CDS=1-1308	YMR208W
1085	OG0001085	-processed-gene-5.77-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.77&CDS=1-4950	YML103C
1086	OG0001086	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.36&CDS=1-954	YMR267W
1087	OG0001087	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.80&CDS=1-555	YNL090W
1088	OG0001088	-processed-gene-5.81-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.81&CDS=1-3537	YNL091W
1089	OG0001089	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-5.82&CDS=1-1980	YOR087W
1090	OG0001090	-processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.42&CDS=1-921	YHR142W
1091	OG0001091	-processed-gene-6.47-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.47&CDS=1-528	YNR036C
1092	OG0001092	-processed-gene-6.65-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.65&CDS=1-1026	YNR035C
1093	OG0001093	-processed-gene-6.66-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.66&CDS=1-2109	YJL128C
1094	OG0001094	-processed-gene-6.48-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.48&CDS=1-4695	YPL167C
1095	OG0001095	-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.86&CDS=1-663	YPR113W
1096	OG0001096	-processed-gene-6.67-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.67&CDS=1-2604	YOR249C
1097	OG0001097	-processed-gene-6.68-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.68&CDS=1-2223	YHR197W
1098	OG0001098	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002316227|dbj|BCGB01000006.1|-processed-gene-6.50&CDS=1-3951	YLR384C
