	OrthologID	Saccharomyces_cerevisiae	yHAB160_Kazachstania_kunashirensis
838	OG0000838	YDL129W	augustus_masked-scf7180000008952-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.49&CDS=1-939
839	OG0000839	YDL130W	maker-scf7180000008977-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000008977-augustus-gene-0.4&CDS=1-315
840	OG0000840	YDL132W	augustus_masked-scf7180000008952-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.46&CDS=1-2460
841	OG0000841	YDL133W	augustus_masked-scf7180000008952-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.45&CDS=1-1359
842	OG0000842	YDL134C	augustus_masked-scf7180000008952-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.75&CDS=1-1092
843	OG0000843	YDL135C	augustus_masked-scf7180000008952-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.74&CDS=1-609
844	OG0000844	YDL137W	snap_masked-scf7180000008952-processed-gene-3.121-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.121&CDS=1-543
845	OG0000845	YDL139C	augustus_masked-scf7180000008952-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.73&CDS=1-660
846	OG0000846	YDL140C	augustus_masked-scf7180000008952-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.72&CDS=1-5145
847	OG0000847	YDL141W	augustus_masked-scf7180000008952-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.41&CDS=1-2061
848	OG0000848	YDL143W	augustus_masked-scf7180000008952-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.40&CDS=1-1455
849	OG0000849	YDL144C	augustus_masked-scf7180000008952-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.71&CDS=1-1062
850	OG0000850	YDL145C	maker-scf7180000008977-augustus-gene-1.1-mRNA-1_1&gene=maker-scf7180000008977-augustus-gene-1.1&CDS=1-5196
851	OG0000851	YDL146W	augustus_masked-scf7180000008952-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.39&CDS=1-1428
852	OG0000852	YDL147W	augustus_masked-scf7180000008952-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.38&CDS=1-1332
853	OG0000853	YDL148C	augustus_masked-scf7180000008952-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.69&CDS=1-2424
854	OG0000854	YDL149W	augustus_masked-scf7180000008952-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.37&CDS=1-2808
855	OG0000855	YDL150W	augustus_masked-scf7180000008952-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.36&CDS=1-1308
856	OG0000856	YDL153C	augustus_masked-scf7180000008952-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.68&CDS=1-1773
857	OG0000857	YDL154W	augustus_masked-scf7180000008952-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.35&CDS=1-2649
858	OG0000858	YDL155W	augustus_masked-scf7180000008952-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.34&CDS=1-1491
859	OG0000859	YDL156W	augustus_masked-scf7180000008952-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.33&CDS=1-1509
860	OG0000860	YDL157C	snap_masked-scf7180000008952-processed-gene-3.149-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.149&CDS=1-294
861	OG0000861	YDL160C	augustus_masked-scf7180000008952-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.67&CDS=1-1470
862	OG0000862	YDL160C-A	snap_masked-scf7180000008952-processed-gene-3.147-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.147&CDS=1-186
863	OG0000863	YDL164C	augustus_masked-scf7180000008952-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.28&CDS=1-2118
864	OG0000864	YDL165W	augustus_masked-scf7180000008952-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.65&CDS=1-573
865	OG0000865	YDL166C	snap_masked-scf7180000008952-processed-gene-3.108-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.108&CDS=1-645
866	OG0000866	YDL167C	maker-scf7180000008952-snap-gene-3.2-mRNA-1_1&gene=maker-scf7180000008952-snap-gene-3.2&CDS=1-1341
867	OG0000867	YDL168W	genemark-scf7180000008952-processed-gene-3.232-mRNA-1_1&gene=genemark-scf7180000008952-processed-gene-3.232&CDS=1-1113
868	OG0000868	YDL169C	snap_masked-scf7180000008952-processed-gene-3.144-mRNA-1_1&gene=snap_masked-scf7180000008952-processed-gene-3.144&CDS=1-525
869	OG0000869	YDL173W	augustus_masked-scf7180000008952-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.27&CDS=1-642
870	OG0000870	YDL174C	augustus_masked-scf7180000008952-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-3.63&CDS=1-1830
871	OG0000871	YDL176W	snap_masked-scf7180000008977-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scf7180000008977-processed-gene-0.93&CDS=1-2193
872	OG0000872	YDL177C	augustus_masked-scf7180000008977-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.33&CDS=1-468
873	OG0000873	YDL178W	augustus_masked-scf7180000008977-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.51&CDS=1-1659
874	OG0000874	YDL180W	snap_masked-scf7180000008977-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000008977-processed-gene-0.95&CDS=1-1725
875	OG0000875	YDL181W	augustus_masked-scf7180000008977-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-0.54&CDS=1-258
876	OG0000876	YDL183C	augustus_masked-scf7180000008977-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.13&CDS=1-921
877	OG0000877	YDL185W	maker-scf7180000008952-augustus-gene-3.9-mRNA-1_1&gene=maker-scf7180000008952-augustus-gene-3.9&CDS=1-1803
878	OG0000878	YDL186W	augustus_masked-scf7180000008977-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.15&CDS=1-798
879	OG0000879	YDL189W	snap_masked-scf7180000008977-processed-gene-1.144-mRNA-1_1&gene=snap_masked-scf7180000008977-processed-gene-1.144&CDS=1-1254
880	OG0000880	YDL190C	augustus_masked-scf7180000008977-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.14&CDS=1-2853
881	OG0000881	YDL193W	augustus_masked-scf7180000008977-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.47&CDS=1-1071
882	OG0000882	YDL195W	augustus_masked-scf7180000008977-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-scf7180000008977-processed-gene-1.49&CDS=1-3789
883	OG0000883	YDL198C	augustus_masked-scf7180000008957-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.99&CDS=1-903
884	OG0000884	YDL200C	snap_masked-scf7180000008957-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000008957-processed-gene-0.64&CDS=1-573
885	OG0000885	YDL201W	augustus_masked-scf7180000008949-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000008949-processed-gene-0.70&CDS=1-882
886	OG0000886	YDL202W	augustus_masked-scf7180000008957-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.119&CDS=1-768
887	OG0000887	YDL203C	augustus_masked-scf7180000008957-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.101&CDS=1-1563
888	OG0000888	YDL205C	augustus_masked-scf7180000008957-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.102&CDS=1-981
889	OG0000889	YDL206W	augustus_masked-scf7180000008957-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.120&CDS=1-2082
890	OG0000890	YDL207W	augustus_masked-scf7180000008957-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000008957-processed-gene-0.121&CDS=1-1662
891	OG0000891	YDL208W	augustus_masked-scf7180000008949-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000008949-processed-gene-0.77&CDS=1-450
892	OG0000892	YDL209C	genemark-scf7180000008957-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000008957-processed-gene-0.28&CDS=1-4569
893	OG0000893	YDL210W	augustus_masked-scf7180000008932-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000008932-processed-gene-0.1&CDS=1-1719
894	OG0000894	YDL211C	snap_masked-scf7180000008927-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000008927-processed-gene-0.47&CDS=1-1104
895	OG0000895	YDL212W	augustus_masked-scf7180000008927-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.8&CDS=1-609
896	OG0000896	YDL213C	snap_masked-scf7180000008927-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000008927-processed-gene-0.46&CDS=1-642
897	OG0000897	YDL215C	augustus_masked-scf7180000008927-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.19&CDS=1-3300
898	OG0000898	YDL216C	augustus_masked-scf7180000008927-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.18&CDS=1-1125
899	OG0000899	YDL217C	augustus_masked-scf7180000008927-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.17&CDS=1-582
900	OG0000900	YDL218W	augustus_masked-scf7180000008927-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000008927-processed-gene-0.6&CDS=1-843
901	OG0000901	YDL219W	maker-scf7180000008927-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000008927-augustus-gene-0.0&CDS=1-456
902	OG0000902	YDL220C	snap_masked-scf7180000008927-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000008927-processed-gene-0.41&CDS=1-2376
903	OG0000903	YDL222C	snap_masked-scf7180000008927-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000008927-processed-gene-0.40&CDS=1-945
904	OG0000904	YDL226C	augustus_masked-scf7180000008897-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000008897-processed-gene-0.11&CDS=1-1077
905	OG0000905	YDL227C	augustus_masked-scf7180000008897-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000008897-processed-gene-0.12&CDS=1-1740
906	OG0000906	YDL230W	augustus_masked-scf7180000008980-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-1.192&CDS=1-1029
907	OG0000907	YDL231C	augustus_masked-scf7180000008980-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-1.154&CDS=1-3309
908	OG0000908	YDL233W	augustus_masked-scf7180000008980-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-1.193&CDS=1-2064
909	OG0000909	YDL234C	augustus_masked-scf7180000008980-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-1.155&CDS=1-2697
910	OG0000910	YDL238C	snap_masked-scf7180000008980-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scf7180000008980-processed-gene-1.55&CDS=1-1455
911	OG0000911	YDL240W	augustus_masked-scf7180000008980-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-scf7180000008980-processed-gene-1.196&CDS=1-3066
912	OG0000912	YDR002W	augustus_masked-scf7180000008955-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000008955-processed-gene-0.100&CDS=1-600
913	OG0000913	YDR003W	augustus_masked-scf7180000008976-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.89&CDS=1-663
914	OG0000914	YDR004W	augustus_masked-scf7180000008976-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-1.88&CDS=1-1467
915	OG0000915	YDR005C	snap_masked-scf7180000008976-processed-gene-1.120-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-1.120&CDS=1-1311
916	OG0000916	YDR007W	augustus_masked-scf7180000008936-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000008936-processed-gene-0.4&CDS=1-675
917	OG0000917	YDR013W	augustus_masked-scf7180000008976-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.113&CDS=1-636
918	OG0000918	YDR014W	augustus_masked-scf7180000008976-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.126&CDS=1-1995
919	OG0000919	YDR014W-A	snap_masked-scf7180000008976-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-0.41&CDS=1-774
920	OG0000920	YDR016C	augustus_masked-scf7180000008976-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.111&CDS=1-309
921	OG0000921	YDR017C	maker-scf7180000008976-snap-gene-0.129-mRNA-1_1&gene=maker-scf7180000008976-snap-gene-0.129&CDS=1-2637
922	OG0000922	YDR019C	augustus_masked-scf7180000008976-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.109&CDS=1-1224
923	OG0000923	YDR020C	augustus_masked-scf7180000008976-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.108&CDS=1-636
924	OG0000924	YDR021W	augustus_masked-scf7180000008976-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.124&CDS=1-1212
925	OG0000925	YDR022C	snap_masked-scf7180000008976-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-0.23&CDS=1-510
926	OG0000926	YDR023W	augustus_masked-scf7180000008976-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.123&CDS=1-1374
927	OG0000927	YDR026C	augustus_masked-scf7180000008976-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.106&CDS=1-1884
928	OG0000928	YDR027C	augustus_masked-scf7180000008976-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.105&CDS=1-2769
929	OG0000929	YDR030C	augustus_masked-scf7180000008976-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.103&CDS=1-1389
930	OG0000930	YDR032C	snap_masked-scf7180000008958-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000008958-processed-gene-0.66&CDS=1-594
931	OG0000931	YDR034C	augustus_masked-scf7180000008976-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.101&CDS=1-2376
932	OG0000932	YDR035W	augustus_masked-scf7180000008976-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.121&CDS=1-1119
933	OG0000933	YDR036C	augustus_masked-scf7180000008976-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.99&CDS=1-1542
934	OG0000934	YDR037W	augustus_masked-scf7180000008976-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.120&CDS=1-1776
935	OG0000935	YDR041W	augustus_masked-scf7180000008976-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.119&CDS=1-654
936	OG0000936	YDR043C	augustus_masked-scf7180000008959-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000008959-processed-gene-0.41&CDS=1-621
937	OG0000937	YDR044W	augustus_masked-scf7180000008976-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.118&CDS=1-984
938	OG0000938	YDR045C	genemark-scf7180000008976-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-0.52&CDS=1-330
939	OG0000939	YDR047W	augustus_masked-scf7180000008976-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.117&CDS=1-1092
940	OG0000940	YDR049W	augustus_masked-scf7180000008976-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.116&CDS=1-1914
941	OG0000941	YDR050C	augustus_masked-scf7180000008976-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.92&CDS=1-744
942	OG0000942	YDR051C	augustus_masked-scf7180000008976-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.91&CDS=1-1011
943	OG0000943	YDR052C	augustus_masked-scf7180000008976-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.90&CDS=1-2019
944	OG0000944	YDR054C	augustus_masked-scf7180000008976-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-0.89&CDS=1-897
945	OG0000945	YDR056C	augustus_masked-scf7180000008923-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000008923-processed-gene-0.17&CDS=1-612
946	OG0000946	YDR057W	augustus_masked-scf7180000008923-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000008923-processed-gene-0.36&CDS=1-1587
947	OG0000947	YDR058C	augustus_masked-scf7180000008933-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000008933-processed-gene-0.3&CDS=1-1176
948	OG0000948	YDR060W	augustus_masked-scf7180000008983-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000008983-processed-gene-0.48&CDS=1-3033
949	OG0000949	YDR061W	augustus_masked-scf7180000008948-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.92&CDS=1-1599
950	OG0000950	YDR062W	augustus_masked-scf7180000008948-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.91&CDS=1-1692
951	OG0000951	YDR064W	maker-scf7180000008948-snap-gene-0.157-mRNA-1_1&gene=maker-scf7180000008948-snap-gene-0.157&CDS=1-846
952	OG0000952	YDR065W	augustus_masked-scf7180000008948-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.88&CDS=1-1020
953	OG0000953	YDR067C	genemark-scf7180000008948-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000008948-processed-gene-0.114&CDS=1-468
954	OG0000954	YDR068W	augustus_masked-scf7180000008948-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.87&CDS=1-960
955	OG0000955	YDR069C	augustus_masked-scf7180000008948-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.67&CDS=1-3039
956	OG0000956	YDR070C	augustus_masked-scf7180000008948-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.66&CDS=1-315
957	OG0000957	YDR072C	maker-scf7180000008948-snap-gene-0.154-mRNA-1_1&gene=maker-scf7180000008948-snap-gene-0.154&CDS=1-1503
958	OG0000958	YDR073W	augustus_masked-scf7180000008948-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.86&CDS=1-438
959	OG0000959	YDR074W	maker-scf7180000008948-snap-gene-0.156-mRNA-1_1&gene=maker-scf7180000008948-snap-gene-0.156&CDS=1-2679
960	OG0000960	YDR075W	augustus_masked-scf7180000008984-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scf7180000008984-processed-gene-1.32&CDS=1-924
961	OG0000961	YDR076W	augustus_masked-scf7180000008948-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.84&CDS=1-1071
962	OG0000962	YDR078C	augustus_masked-scf7180000008948-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.63&CDS=1-798
963	OG0000963	YDR079C-A	snap_masked-scf7180000008948-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000008948-processed-gene-0.14&CDS=1-216
964	OG0000964	YDR079W	augustus_masked-scf7180000008948-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.82&CDS=1-330
965	OG0000965	YDR080W	augustus_masked-scf7180000008948-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.81&CDS=1-2775
966	OG0000966	YDR081C	augustus_masked-scf7180000008948-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000008948-processed-gene-0.62&CDS=1-2439
967	OG0000967	YDR082W	augustus_masked-scf7180000008952-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.32&CDS=1-1326
968	OG0000968	YDR083W	augustus_masked-scf7180000008952-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.31&CDS=1-1113
969	OG0000969	YDR084C	augustus_masked-scf7180000008952-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.14&CDS=1-609
970	OG0000970	YDR086C	augustus_masked-scf7180000008952-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.12&CDS=1-219
971	OG0000971	YDR087C	augustus_masked-scf7180000008952-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.11&CDS=1-840
972	OG0000972	YDR088C	augustus_masked-scf7180000008952-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000008952-processed-gene-1.10&CDS=1-1026
