	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
385	OG0000385	YIL085C, YNL029C	-processed-gene-2.1-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.1&CDS=1-1758
386	OG0000386	YIL105C, YNL047C	-processed-gene-13.45-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.45&CDS=1-3060
387	OG0000387	YIL113W, YNL053W	-processed-gene-12.83-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.83&CDS=1-2064
388	OG0000388	YIL120W, YIL121W	-processed-gene-9.24-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.24&CDS=1-1470
389	OG0000389	YIL135C, YNL074C	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.39&CDS=1-1026
390	OG0000390	YIL149C, YKR095W	-processed-gene-12.55-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.55&CDS=1-6165
391	OG0000391	YIL151C, YKR096W	-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-13.95&CDS=1-3945
392	OG0000392	YIL156W, YKR098C	-processed-gene-3.58-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.58&CDS=1-2958
393	OG0000393	YIL166C	-processed-gene-7.51-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.51&CDS=1-1650, -processed-gene-7.55-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-7.55&CDS=1-1677
394	OG0000394	YIR031C, YNL117W	-processed-gene-3.25-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.25&CDS=1-1653
395	OG0000395	YIR038C	-processed-gene-14.112-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.112&CDS=1-768, -processed-gene-9.0-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.0&CDS=1-2133
396	OG0000396	YJL076W, YKR010C	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.50&CDS=1-3777
397	OG0000397	YJL079C, YKR013W	-processed-gene-22.87-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-22.87&CDS=1-993
398	OG0000398	YJL082W, YKR018C	-processed-gene-5.91-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.91&CDS=1-2628
399	OG0000399	YJL084C, YKR021W	-processed-gene-14.107-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.107&CDS=1-3309
400	OG0000400	YJL105W, YKR029C	-processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.94&CDS=1-3810
401	OG0000401	YJL127C	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.22&CDS=1-1800, -processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.3&CDS=1-636
402	OG0000402	YJL133W, YKR052C	-processed-gene-7.156-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.156&CDS=1-1026
403	OG0000403	YJL134W, YKR053C	-processed-gene-19.37-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.37&CDS=1-1506
404	OG0000404	YJL138C, YKR059W	-processed-gene-19.32-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.32&CDS=1-1188
405	OG0000405	YJL139C, YKR061W	-processed-gene-2.9-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.9&CDS=1-1209
406	OG0000406	YJL158C, YJL160C	-processed-gene-0.28-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.28&CDS=1-861
407	OG0000407	YJL177W, YKL180W	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.22&CDS=1-552
408	OG0000408	YJL190C, YLR367W	-processed-gene-12.56-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-12.56&CDS=1-390
409	OG0000409	YJR054W, YML047C	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.62&CDS=1-1695
410	OG0000410	YJR059W, YKL198C	-processed-gene-12.63-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.63&CDS=1-2421
411	OG0000411	YJR078W	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316294|dbj|BCGE01000010.1|-processed-gene-0.13&CDS=1-657, -processed-gene-0.4-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.4&CDS=1-1359
412	OG0000412	YJR080C	-processed-gene-11.33-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.33&CDS=1-1233, -processed-gene-18.33-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.33&CDS=1-1008
413	OG0000413	YJR091C, YPR042C	-processed-gene-0.9-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-0.9&CDS=1-3360
414	OG0000414	YJR094W-A, YPR043W	-augustus-gene-6.155-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-augustus-gene-6.155&CDS=1-879
415	OG0000415	YKL043W	-processed-gene-11.35-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.35&CDS=1-1368, -processed-gene-7.109-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-7.109&CDS=1-1542
416	OG0000416	YKL050C, YMR031C	-processed-gene-5.19-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.19&CDS=1-2445
417	OG0000417	YKL062W, YMR037C	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.27&CDS=1-1773
418	OG0000418	YKL068W, YMR047C	-processed-gene-7.82-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-7.82&CDS=1-3129
419	OG0000419	YKL072W, YMR053C	-processed-gene-7.79-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-7.79&CDS=1-3003
420	OG0000420	YKL096W	-processed-gene-10.57-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.57&CDS=1-960, -processed-gene-23.79-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-23.79&CDS=1-474
421	OG0000421	YKL121W, YMR102C	-processed-gene-5.118-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.118&CDS=1-2865
422	OG0000422	YKL126W, YMR104C	-processed-gene-11.104-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-11.104&CDS=1-2340
423	OG0000423	YKL129C, YMR109W	-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.62&CDS=1-8583
424	OG0000424	YKL132C, YMR113W	-augustus-gene-5.3-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-augustus-gene-5.3&CDS=1-2964
425	OG0000425	YKL140W	-processed-gene-5.128-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.128&CDS=1-1437, -processed-gene-7.79-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-7.79&CDS=1-1479
426	OG0000426	YKL141W, YMR118C	-processed-gene-27.84-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.84&CDS=1-537
427	OG0000427	YKL217W	-processed-gene-12.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.10&CDS=1-1587, -processed-gene-3.64-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.64&CDS=1-1560
428	OG0000428	YKR075C, YOR062C	-processed-gene-9.53-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.53&CDS=1-834
429	OG0000429	YKR076W, YMR251W	-processed-gene-13.73-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.73&CDS=1-1002
430	OG0000430	YLL012W, YLR020C	-processed-gene-10.63-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.63&CDS=1-1539
431	OG0000431	YLL016W, YLR310C	-processed-gene-16.5-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.5&CDS=1-4044
432	OG0000432	YLL029W	-processed-gene-10.42-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-10.42&CDS=1-2097, -processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.54&CDS=1-2115
433	OG0000433	YLL057C	-processed-gene-4.58-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-4.58&CDS=1-1161, -processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.5&CDS=1-1134
434	OG0000434	YLR031W, YMR124W	-processed-gene-4.35-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.35&CDS=1-3288
435	OG0000435	YLR098C, YOR337W	-processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.32&CDS=1-2517
436	OG0000436	YLR130C	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-0.38&CDS=1-1110, -processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.44&CDS=1-1002
437	OG0000437	YLR188W	-processed-gene-25.85-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.85&CDS=1-2334, -processed-gene-3.36-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.36&CDS=1-2151
438	OG0000438	YLR241W	-processed-gene-12.46-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-12.46&CDS=1-2583, -processed-gene-8.36-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-8.36&CDS=1-2550
439	OG0000439	YLR248W	-processed-gene-21.14-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.14&CDS=1-1680, -processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.36&CDS=1-1890
440	OG0000440	YLR256W	-augustus-gene-4.129-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-augustus-gene-4.129&CDS=1-8241, -processed-gene-6.73-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.73&CDS=1-3276
441	OG0000441	YLR260W, YOR171C	-processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-6.42&CDS=1-1542
442	OG0000442	YLR264W, YOR167C	-processed-gene-17.30-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.30&CDS=1-201
443	OG0000443	YLR270W, YOR173W	-processed-gene-5.51-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.51&CDS=1-933
444	OG0000444	YLR287C-A, YOR182C	-snap-gene-10.135-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-snap-gene-10.135&CDS=1-618
445	OG0000445	YLR361C	-processed-gene-12.65-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.65&CDS=1-2088, -processed-gene-27.71-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.71&CDS=1-2166
446	OG0000446	YLR433C, YML057W	-processed-gene-6.120-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.120&CDS=1-2490
447	OG0000447	YLR441C	-processed-gene-11.7-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.7&CDS=1-768, -processed-gene-6.117-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.117&CDS=1-765
448	OG0000448	YLR449W, YML074C	-processed-gene-6.114-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.114&CDS=1-1326
449	OG0000449	YLR450W, YML075C	-processed-gene-6.30-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.30&CDS=1-4950
450	OG0000450	YLR456W, YPR172W	-processed-gene-14.86-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.86&CDS=1-537
451	OG0000451	YML100W, YMR261C	-processed-gene-3.114-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-3.114&CDS=1-3300
452	OG0000452	YML106W, YMR271C	-processed-gene-7.120-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.120&CDS=1-657
453	OG0000453	YML109W, YMR273C	-processed-gene-27.48-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.48&CDS=1-5280
454	OG0000454	YMR020W	-processed-gene-13.51-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-13.51&CDS=1-1509, -processed-gene-14.57-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-14.57&CDS=1-1443
455	OG0000455	YMR058W	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-1.25&CDS=1-2832, -processed-gene-1.70-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-1.70&CDS=1-1866
456	OG0000456	YMR119W, YNL008C	-processed-gene-7.171-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.171&CDS=1-2403
457	OG0000457	YMR177W, YPL224C	-processed-gene-3.5-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-3.5&CDS=1-1203
458	OG0000458	YMR182C, YPL230W	-processed-gene-2.15-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.15&CDS=1-1821
459	OG0000459	YMR183C, YPL232W	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.11&CDS=1-873
460	OG0000460	YMR194W, YPL249C-A	-processed-gene-1.124-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-1.124&CDS=1-1095
461	OG0000461	YMR199W, YPL256C	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.124&CDS=1-2166
462	OG0000462	YMR221C	-processed-gene-15.82-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.82&CDS=1-1587, -processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.104&CDS=1-1605
463	OG0000463	YMR222C, YOR280C	-processed-gene-6.114-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.114&CDS=1-828
464	OG0000464	YMR230W, YOR293W	-processed-gene-7.154-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.154&CDS=1-366
465	OG0000465	YMR233W, YOR295W	-snap-gene-23.3-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-23.3&CDS=1-696
466	OG0000466	YMR237W, YOR299W	-augustus-gene-1.2-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-1.2&CDS=1-2673
467	OG0000467	YMR242C, YOR312C	-processed-gene-11.123-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.123&CDS=1-516
468	OG0000468	YMR253C, YPL264C	-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.18&CDS=1-1227
469	OG0000469	YNL027W	-processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.11&CDS=1-1329, -processed-gene-9.78-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.78&CDS=1-1896
470	OG0000470	YNL045W	-processed-gene-12.53-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-12.53&CDS=1-1908, -processed-gene-12.67-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-12.67&CDS=1-1884
471	OG0000471	YNL049C	-processed-gene-12.71-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.71&CDS=1-2724, -processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-8.71&CDS=1-2760
472	OG0000472	YNL096C, YOR096W	-processed-gene-4.55-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-4.55&CDS=1-564
473	OG0000473	YNL098C, YOR101W	-processed-gene-2.45-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.45&CDS=1-912
474	OG0000474	YNL101W	-processed-gene-3.22-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.22&CDS=1-1965, -processed-gene-9.33-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.33&CDS=1-2058
475	OG0000475	YNL104C	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.69&CDS=1-1848, -processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-6.110&CDS=1-1815
476	OG0000476	YNL108C, YOR110W	-snap-gene-16.123-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-16.123&CDS=1-1368
477	OG0000477	YNL202W	-processed-gene-24.8-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.8&CDS=1-861, -processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-3.33&CDS=1-864
478	OG0000478	YNL231C	-processed-gene-15.118-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.118&CDS=1-1035, -processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.44&CDS=1-1008
479	OG0000479	YNL271C	-processed-gene-28.84-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.84&CDS=1-5622, -processed-gene-3.64-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.64&CDS=1-5565
480	OG0000480	YNL293W, YOL112W	-processed-gene-2.31-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.31&CDS=1-1692
481	OG0000481	YNL299W, YOL115W	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-2.32&CDS=1-3891
482	OG0000482	YNL301C, YOL120C	-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.28&CDS=1-2541
483	OG0000483	YNR018W	-processed-gene-0.47-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.47&CDS=1-597, -processed-gene-11.84-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-11.84&CDS=1-618
484	OG0000484	YOL075C	-processed-gene-2.0-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.0&CDS=1-3921, -processed-gene-21.37-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.37&CDS=1-3870
485	OG0000485	YOR049C	-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.68&CDS=1-2703, -processed-gene-17.79-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.79&CDS=1-1629
486	OG0000486	YOR153W	-processed-gene-11.111-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.111&CDS=1-5475, -processed-gene-3.15-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.15&CDS=1-4527
487	OG0000487	YOR222W, YPL134C	-processed-gene-7.122-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.122&CDS=1-864
488	OG0000488	YOR226C, YPL135W	-processed-gene-13.54-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-13.54&CDS=1-552
489	OG0000489	YOR231W, YPL140C	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.62&CDS=1-1839
490	OG0000490	YOR233W, YPL141C	-processed-gene-13.79-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.79&CDS=1-2979
491	OG0000491	YOR234C, YPL143W	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.24&CDS=1-321
492	OG0000492	YOR237W, YPL145C	-processed-gene-2.23-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.23&CDS=1-1305
493	OG0000493	YOR256C, YPL176C	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-5.65&CDS=1-2568
494	OG0000494	YOR270C	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-1.44&CDS=1-2820, -snap-gene-10.37-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-snap-gene-10.37&CDS=1-2427
495	OG0000495	YOR388C	-processed-gene-8.66-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.66&CDS=1-1131, -processed-gene-8.67-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.67&CDS=1-1131
496	OG0000496	YOR390W, YPL279C	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.59&CDS=1-1104
497	OG0000497	YPL113C	-processed-gene-10.50-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-10.50&CDS=1-1104, -processed-gene-27.88-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.88&CDS=1-1092
498	OG0000498	YPL262W	-processed-gene-12.4-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.4&CDS=1-1473, -processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.32&CDS=1-1395
499	OG0000499	YPR003C	-processed-gene-21.0-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-21.0&CDS=1-2565, -processed-gene-21.6-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-21.6&CDS=1-2631
500	OG0000500	YPR013C, YPR015C	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.49&CDS=1-1614
501	OG0000501	YPR159W	-processed-gene-9.81-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.81&CDS=1-1938, -processed-gene-9.86-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.86&CDS=1-2166
502	OG0000502	YPR169W-A, YPR170W-B	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.49&CDS=1-252
503	OG0000503	YPR181C	-processed-gene-15.93-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.93&CDS=1-2283, -processed-gene-17.42-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-17.42&CDS=1-2463
504	OG0000504	YAL002W	-processed-gene-5.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-5.10&CDS=1-4164
505	OG0000505	YAL003W	-snap-gene-3.78-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-3.78&CDS=1-624
506	OG0000506	YAL008W	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.44&CDS=1-507
507	OG0000507	YAL009W	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.118&CDS=1-1806
508	OG0000508	YAL010C	-processed-gene-10.127-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.127&CDS=1-1404
509	OG0000509	YAL011W	-processed-gene-10.105-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.105&CDS=1-2610
510	OG0000510	YAL012W	-processed-gene-14.147-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.147&CDS=1-1194
