	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
1127	OG0001127	YDR415C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.127&CDS=1-1149
1128	OG0001128	YDR416W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.153&CDS=1-2442
1129	OG0001129	YDR419W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.150&CDS=1-1923
1130	OG0001130	YDR421W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.148&CDS=1-2499
1131	OG0001131	YDR422C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.124&CDS=1-2232
1132	OG0001132	YDR425W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.121&CDS=1-1848
1133	OG0001133	YDR427W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.120&CDS=1-1188
1134	OG0001134	YDR428C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.119&CDS=1-753
1135	OG0001135	YDR429C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.118&CDS=1-849
1136	OG0001136	YDR430C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.24&CDS=1-2967
1137	OG0001137	YDR432W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.41&CDS=1-1233
1138	OG0001138	YDR434W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.71&CDS=1-1581
1139	OG0001139	YDR435C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.21&CDS=1-972
1140	OG0001140	YDR437W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.90&CDS=1-408
1141	OG0001141	YDR439W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.37&CDS=1-753
1142	OG0001142	YDR440W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.35&CDS=1-1740
1143	OG0001143	YDR443C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.16&CDS=1-4083
1144	OG0001144	YDR444W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.85&CDS=1-1995
1145	OG0001145	YDR446W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.84&CDS=1-915
1146	OG0001146	YDR448W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.32&CDS=1-1302
1147	OG0001147	YDR449C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.13&CDS=1-1335
1148	OG0001148	YDR452W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.29&CDS=1-2028
1149	OG0001149	YDR454C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.8&CDS=1-561
1150	OG0001150	YDR456W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.28&CDS=1-1884
1151	OG0001151	YDR457W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.26&CDS=1-9768
1152	OG0001152	YDR460W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.52&CDS=1-966
1153	OG0001153	YDR461C-A	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.44&CDS=1-213
1154	OG0001154	YDR462W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.2&CDS=1-456
1155	OG0001155	YDR463W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.47&CDS=1-1857
1156	OG0001156	YDR464W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.46&CDS=1-4236
1157	OG0001157	YDR465C	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.95&CDS=1-1161
1158	OG0001158	YDR466W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.32&CDS=1-2580
1159	OG0001159	YDR468C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.14&CDS=1-618
1160	OG0001160	YDR469W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.119&CDS=1-222
1161	OG0001161	YDR470C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.13&CDS=1-1464
1162	OG0001162	YDR472W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-0.115&CDS=1-840
1163	OG0001163	YDR473C	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.27&CDS=1-1338
1164	OG0001164	YDR475C	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.28&CDS=1-2250
1165	OG0001165	YDR476C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.132&CDS=1-645
1166	OG0001166	YDR477W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.109&CDS=1-1818
1167	OG0001167	YDR478W	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.11&CDS=1-567
1168	OG0001168	YDR479C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-1.133&CDS=1-1656
1169	OG0001169	YDR481C	augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.100&CDS=1-1653
1170	OG0001170	YDR482C	snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_8_length_524868_cov_24.3509_ID_15-processed-gene-0.55&CDS=1-423
1171	OG0001171	YDR484W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-2.83&CDS=1-1773
1172	OG0001172	YDR485C	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-2.159&CDS=1-2235
1173	OG0001173	YDR486C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.120&CDS=1-678
1174	OG0001174	YDR487C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.121&CDS=1-642
1175	OG0001175	YDR489W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.118&CDS=1-906
1176	OG0001176	YDR493W	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.125&CDS=1-357
1177	OG0001177	YDR494W	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.9&CDS=1-1038
1178	OG0001178	YDR495C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.144&CDS=1-2742
1179	OG0001179	YDR496C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.145&CDS=1-2001
1180	OG0001180	YDR497C	augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.146&CDS=1-1728
1181	OG0001181	YDR498C	snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_5_length_592613_cov_24.8497_ID_9-processed-gene-3.33&CDS=1-1020
1182	OG0001182	YDR499W	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.161&CDS=1-2184
1183	OG0001183	YDR501W	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.160&CDS=1-1626
1184	OG0001184	YDR503C	snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.67&CDS=1-801
1185	OG0001185	YDR506C	snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.65&CDS=1-1860
1186	OG0001186	YDR507C	maker-NODE_25_length_88139_cov_25.0029_ID_49-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_25_length_88139_cov_25.0029_ID_49-augustus-gene-0.90&CDS=1-3807
1187	OG0001187	YDR512C	snap_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.31&CDS=1-255
1188	OG0001188	YDR514C	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.78&CDS=1-1386
1189	OG0001189	YDR517W	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.58&CDS=1-1206
1190	OG0001190	YDR520C	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.81&CDS=1-7221
1191	OG0001191	YDR527W	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.63&CDS=1-1272
1192	OG0001192	YDR529C	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.66&CDS=1-381
1193	OG0001193	YDR531W	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.82&CDS=1-1083
1194	OG0001194	YDR532C	augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_25_length_88139_cov_25.0029_ID_49-processed-gene-0.64&CDS=1-1110
1195	OG0001195	YDR536W	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-1.149-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-1.149&CDS=1-3096
1196	OG0001196	YDR539W	maker-NODE_22_length_115979_cov_25.962_ID_43-augustus-gene-0.86-mRNA-1_1&gene=maker-NODE_22_length_115979_cov_25.962_ID_43-augustus-gene-0.86&CDS=1-2292
1197	OG0001197	YEL001C	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.30&CDS=1-711
1198	OG0001198	YEL002C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.123&CDS=1-1284
1199	OG0001199	YEL004W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.102&CDS=1-1224
1200	OG0001200	YEL005C	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.27&CDS=1-873
1201	OG0001201	YEL007W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.99&CDS=1-2280
1202	OG0001202	YEL009C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-0.120&CDS=1-750
1203	OG0001203	YEL011W	augustus_masked-NODE_33_length_40727_cov_25.9977_ID_65-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_33_length_40727_cov_25.9977_ID_65-processed-gene-0.55&CDS=1-2109
1204	OG0001204	YEL012W	maker-NODE_33_length_40727_cov_25.9977_ID_65-augustus-gene-0.20-mRNA-1_1&gene=maker-NODE_33_length_40727_cov_25.9977_ID_65-augustus-gene-0.20&CDS=1-933
1205	OG0001205	YEL013W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.196&CDS=1-1698
1206	OG0001206	YEL015W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.195&CDS=1-1758
1207	OG0001207	YEL017W	snap_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.35&CDS=1-864
1208	OG0001208	YEL018W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.192&CDS=1-732
1209	OG0001209	YEL019C	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.234&CDS=1-780
1210	OG0001210	YEL020C	maker-NODE_17_length_180969_cov_24.8013_ID_33-augustus-gene-0.161-mRNA-1_1&gene=maker-NODE_17_length_180969_cov_24.8013_ID_33-augustus-gene-0.161&CDS=1-3021
1211	OG0001211	YEL020W-A	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.191&CDS=1-261
1212	OG0001212	YEL021W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.190&CDS=1-807
1213	OG0001213	YEL022W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.189&CDS=1-4251
1214	OG0001214	YEL023C	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.226&CDS=1-1989
1215	OG0001215	YEL024W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.187&CDS=1-651
1216	OG0001216	YEL026W	augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_17_length_180969_cov_24.8013_ID_33-processed-gene-0.185&CDS=1-378
1217	OG0001217	YEL029C	augustus_masked-NODE_9_length_377283_cov_23.5738_ID_17-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_377283_cov_23.5738_ID_17-processed-gene-2.70&CDS=1-945
1218	OG0001218	YEL031W	augustus_masked-NODE_9_length_377283_cov_23.5738_ID_17-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_377283_cov_23.5738_ID_17-processed-gene-2.40&CDS=1-3648
1219	OG0001219	YEL032W	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.130&CDS=1-2898
1220	OG0001220	YEL036C	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.112&CDS=1-1413
1221	OG0001221	YEL037C	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.113&CDS=1-1233
1222	OG0001222	YEL038W	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.132&CDS=1-654
1223	OG0001223	YEL040W	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.133&CDS=1-1425
1224	OG0001224	YEL042W	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.135&CDS=1-1605
1225	OG0001225	YEL043W	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.136&CDS=1-3366
1226	OG0001226	YEL046C	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.116&CDS=1-1161
1227	OG0001227	YEL047C	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.117&CDS=1-1407
1228	OG0001228	YEL048C	augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_647733_cov_24.3938_ID_7-processed-gene-3.118&CDS=1-450
1229	OG0001229	YEL050C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.154&CDS=1-1179
1230	OG0001230	YEL051W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.126&CDS=1-861
1231	OG0001231	YEL052W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.125&CDS=1-1512
1232	OG0001232	YEL053C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.152&CDS=1-2289
1233	OG0001233	YEL055C	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.88&CDS=1-3054
1234	OG0001234	YEL058W	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.109&CDS=1-1626
1235	OG0001235	YEL059C-A	snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.13&CDS=1-306
1236	OG0001236	YEL060C	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.92&CDS=1-1986
1237	OG0001237	YEL062W	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.110&CDS=1-2025
1238	OG0001238	YEL064C	augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.166&CDS=1-1479
