	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_bailii
952	OG0000952	YDR204W	genemark-ZYBA0S01-processed-gene-12.5-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.5&CDS=1-996
953	OG0000953	YDR205W	genemark-ZYBA0S01-processed-gene-12.6-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.6&CDS=1-2049
954	OG0000954	YDR206W	snap_masked-ZYBA0S01-processed-gene-12.55-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-12.55&CDS=1-2394
955	OG0000955	YDR207C	genemark-ZYBA0S01-processed-gene-12.33-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.33&CDS=1-1917
956	OG0000956	YDR208W	genemark-ZYBA0S01-processed-gene-12.12-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.12&CDS=1-2238
957	OG0000957	YDR211W	genemark-ZYBA0S01-processed-gene-12.13-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.13&CDS=1-2154
958	OG0000958	YDR212W	genemark-ZYBA0S01-processed-gene-12.15-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.15&CDS=1-1677
959	OG0000959	YDR213W	maker-ZYBA0S01-snap-gene-12.133-mRNA-1_1&gene=maker-ZYBA0S01-snap-gene-12.133&CDS=1-1881
960	OG0000960	YDR214W	genemark-ZYBA0S01-processed-gene-12.17-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.17&CDS=1-1026
961	OG0000961	YDR216W	genemark-ZYBA0S01-processed-gene-12.18-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.18&CDS=1-3669
962	OG0000962	YDR217C	snap_masked-ZYBA0S01-processed-gene-12.80-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-12.80&CDS=1-3393
963	OG0000963	YDR219C	snap_masked-ZYBA0S01-processed-gene-12.83-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-12.83&CDS=1-849
964	OG0000964	YDR221W	snap_masked-ZYBA0S01-processed-gene-12.66-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-12.66&CDS=1-1959
965	OG0000965	YDR227W	snap_masked-ZYBA0S01-processed-gene-12.72-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-12.72&CDS=1-4038
966	OG0000966	YDR228C	genemark-ZYBA0S01-processed-gene-12.43-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.43&CDS=1-1836
967	OG0000967	YDR229W	genemark-ZYBA0S01-processed-gene-12.31-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.31&CDS=1-1134
968	OG0000968	YDR231C	genemark-ZYBA0S01-processed-gene-12.46-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-12.46&CDS=1-591
969	OG0000969	YDR232W	genemark-ZYBA0S01-processed-gene-13.1-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-13.1&CDS=1-1668
970	OG0000970	YDR233C	genemark-ZYBA0S01-processed-gene-13.5-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-13.5&CDS=1-1218
971	OG0000971	YDR234W	maker-ZYBA0S01-augustus-gene-13.48-mRNA-1_1&gene=maker-ZYBA0S01-augustus-gene-13.48&CDS=1-4719
972	OG0000972	YDR237W	snap_masked-ZYBA0S01-processed-gene-13.57-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-13.57&CDS=1-837
973	OG0000973	YDR238C	genemark-ZYBA0S07-processed-gene-1.47-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.47&CDS=1-2910
974	OG0000974	YDR239C	augustus_masked-ZYBA0S07-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-1.27&CDS=1-2778
975	OG0000975	YDR240C	augustus_masked-ZYBA0S07-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-1.28&CDS=1-1272
976	OG0000976	YDR243C	augustus_masked-ZYBA0S07-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-ZYBA0S07-processed-gene-1.30&CDS=1-1716
977	OG0000977	YDR244W	genemark-ZYBA0S07-processed-gene-1.49-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.49&CDS=1-1686
978	OG0000978	YDR245W	genemark-ZYBA0S07-processed-gene-1.50-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.50&CDS=1-1107
979	OG0000979	YDR246W	genemark-ZYBA0S07-processed-gene-1.53-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.53&CDS=1-642
980	OG0000980	YDR249C	augustus_masked-ZYBA0S09-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-ZYBA0S09-processed-gene-3.55&CDS=1-939
981	OG0000981	YDR253C	genemark-ZYBA0S09-processed-gene-3.218-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-3.218&CDS=1-525
982	OG0000982	YDR254W	genemark-ZYBA0S09-processed-gene-3.190-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-3.190&CDS=1-1287
983	OG0000983	YDR255C	genemark-ZYBA0S09-processed-gene-3.222-mRNA-1_1&gene=genemark-ZYBA0S09-processed-gene-3.222&CDS=1-1230
984	OG0000984	YDR257C	genemark-ZYBA0S03-processed-gene-8.102-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.102&CDS=1-1461
985	OG0000985	YDR258C	genemark-ZYBA0S03-processed-gene-8.103-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-8.103&CDS=1-2421
986	OG0000986	YDR261C	maker-ZYBA0S03-augustus-gene-9.96-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-9.96&CDS=1-1956
987	OG0000987	YDR262W	snap_masked-ZYBA0S03-processed-gene-9.101-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-9.101&CDS=1-1680
988	OG0000988	YDR264C	augustus_masked-ZYBA0S03-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-2.29&CDS=1-6273
989	OG0000989	YDR265W	snap_masked-ZYBA0S03-processed-gene-2.46-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-2.46&CDS=1-1014
990	OG0000990	YDR266C	genemark-ZYBA0S03-processed-gene-2.116-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.116&CDS=1-1938
991	OG0000991	YDR267C	genemark-ZYBA0S03-processed-gene-2.117-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.117&CDS=1-890
992	OG0000992	YDR268W	snap_masked-ZYBA0S03-processed-gene-2.48-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-2.48&CDS=1-1767
993	OG0000993	YDR279W	genemark-ZYBA0S03-processed-gene-9.57-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.57&CDS=1-1014
994	OG0000994	YDR280W	genemark-ZYBA0S03-processed-gene-9.58-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.58&CDS=1-921
995	OG0000995	YDR282C	genemark-ZYBA0S03-processed-gene-9.79-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.79&CDS=1-1248
996	OG0000996	YDR283C	maker-ZYBA0S03-snap-gene-9.41-mRNA-1_1&gene=maker-ZYBA0S03-snap-gene-9.41&CDS=1-5580
997	OG0000997	YDR284C	genemark-ZYBA0S03-processed-gene-9.61-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.61&CDS=1-870
998	OG0000998	YDR285W	genemark-ZYBA0S03-processed-gene-9.83-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.83&CDS=1-2648
999	OG0000999	YDR286C	snap_masked-ZYBA0S03-processed-gene-9.115-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-9.115&CDS=1-315
1000	OG0001000	YDR287W	genemark-ZYBA0S03-processed-gene-9.82-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.82&CDS=1-876
1001	OG0001001	YDR288W	genemark-ZYBA0S03-processed-gene-9.81-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.81&CDS=1-882
1002	OG0001002	YDR289C	snap_masked-ZYBA0S03-processed-gene-9.139-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-9.139&CDS=1-1083
1003	OG0001003	YDR291W	genemark-ZYBA0S03-processed-gene-9.63-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.63&CDS=1-3210
1004	OG0001004	YDR292C	genemark-ZYBA0S03-processed-gene-9.85-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.85&CDS=1-1806
1005	OG0001005	YDR293C	genemark-ZYBA0S03-processed-gene-9.88-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-9.88&CDS=1-3729
1006	OG0001006	YDR294C	maker-ZYBA0S03-augustus-gene-9.99-mRNA-1_1&gene=maker-ZYBA0S03-augustus-gene-9.99&CDS=1-5256
1007	OG0001007	YDR296W	genemark-ZYBA0S03-processed-gene-10.129-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.129&CDS=1-663
1008	OG0001008	YDR297W	genemark-ZYBA0S03-processed-gene-10.130-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.130&CDS=1-1005
1009	OG0001009	YDR298C	genemark-ZYBA0S03-processed-gene-10.131-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-10.131&CDS=1-612
1010	OG0001010	YDR299W	genemark-ZYBA0S01-processed-gene-15.99-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.99&CDS=1-1518
1011	OG0001011	YDR300C	genemark-ZYBA0S01-processed-gene-15.142-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.142&CDS=1-1248
1012	OG0001012	YDR301W	genemark-ZYBA0S01-processed-gene-15.101-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.101&CDS=1-4668
1013	OG0001013	YDR303C	genemark-ZYBA0S01-processed-gene-15.144-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.144&CDS=1-2400
1014	OG0001014	YDR304C	genemark-ZYBA0S01-processed-gene-15.145-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.145&CDS=1-624
1015	OG0001015	YDR306C	augustus_masked-ZYBA0S01-processed-gene-15.54-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-15.54&CDS=1-1740
1016	OG0001016	YDR307W	snap_masked-ZYBA0S01-processed-gene-15.208-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.208&CDS=1-1980
1017	OG0001017	YDR308C	genemark-ZYBA0S01-processed-gene-15.149-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.149&CDS=1-432
1018	OG0001018	YDR309C	snap_masked-ZYBA0S01-processed-gene-15.259-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.259&CDS=1-1104
1019	OG0001019	YDR310C	snap_masked-ZYBA0S01-processed-gene-15.261-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-15.261&CDS=1-2847
1020	OG0001020	YDR311W	genemark-ZYBA0S01-processed-gene-15.105-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.105&CDS=1-1866
1021	OG0001021	YDR313C	genemark-ZYBA0S01-processed-gene-15.156-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.156&CDS=1-582
1022	OG0001022	YDR314C	genemark-ZYBA0S01-processed-gene-15.157-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.157&CDS=1-1944
1023	OG0001023	YDR316W	genemark-ZYBA0S01-processed-gene-15.109-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-15.109&CDS=1-1338
1024	OG0001024	YDR317W	augustus_masked-ZYBA0S17-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ZYBA0S17-processed-gene-0.22&CDS=1-1251
1025	OG0001025	YDR318W	augustus_masked-ZYBA0S03-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-1.110&CDS=1-984
1026	OG0001026	YDR320C	augustus_masked-ZYBA0S03-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-1.132&CDS=1-1884
1027	OG0001027	YDR320C-A	snap_masked-ZYBA0S03-processed-gene-1.88-mRNA-1_1&gene=snap_masked-ZYBA0S03-processed-gene-1.88&CDS=1-216
1028	OG0001028	YDR321W	genemark-ZYBA0S03-processed-gene-2.112-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.112&CDS=1-1134
1029	OG0001029	YDR322C-A	augustus_masked-ZYBA0S03-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-ZYBA0S03-processed-gene-2.5&CDS=1-270
1030	OG0001030	YDR322W	genemark-ZYBA0S03-processed-gene-2.88-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.88&CDS=1-1059
1031	OG0001031	YDR324C	genemark-ZYBA0S03-processed-gene-1.26-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.26&CDS=1-2211
1032	OG0001032	YDR325W	genemark-ZYBA0S03-processed-gene-1.44-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.44&CDS=1-3021
1033	OG0001033	YDR326C	genemark-ZYBA0S03-processed-gene-1.22-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.22&CDS=1-4266
1034	OG0001034	YDR328C	genemark-ZYBA0S03-processed-gene-1.21-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.21&CDS=1-507
1035	OG0001035	YDR329C	genemark-ZYBA0S03-processed-gene-1.20-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.20&CDS=1-1299
1036	OG0001036	YDR330W	genemark-ZYBA0S03-processed-gene-1.42-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.42&CDS=1-1428
1037	OG0001037	YDR331W	genemark-ZYBA0S03-processed-gene-1.41-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-1.41&CDS=1-1221
1038	OG0001038	YDR332W	genemark-ZYBA0S03-processed-gene-2.90-mRNA-1_1&gene=genemark-ZYBA0S03-processed-gene-2.90&CDS=1-2031
1039	OG0001039	YDR333C	genemark-ZYBA0S02-processed-gene-3.102-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-3.102&CDS=1-2088
1040	OG0001040	YDR334W	genemark-ZYBA0S01-processed-gene-3.75-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.75&CDS=1-4473
1041	OG0001041	YDR335W	genemark-ZYBA0S01-processed-gene-3.72-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.72&CDS=1-3672
1042	OG0001042	YDR336W	genemark-ZYBA0S01-processed-gene-3.71-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.71&CDS=1-990
1043	OG0001043	YDR337W	genemark-ZYBA0S01-processed-gene-3.70-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.70&CDS=1-870
1044	OG0001044	YDR338C	genemark-ZYBA0S01-processed-gene-3.52-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.52&CDS=1-2067
1045	OG0001045	YDR339C	genemark-ZYBA0S01-processed-gene-3.50-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.50&CDS=1-567
1046	OG0001046	YDR341C	genemark-ZYBA0S01-processed-gene-3.49-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.49&CDS=1-1818
1047	OG0001047	YDR346C	genemark-ZYBA0S01-processed-gene-3.69-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.69&CDS=1-1377
1048	OG0001048	YDR347W	genemark-ZYBA0S01-processed-gene-3.68-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.68&CDS=1-918
1049	OG0001049	YDR349C	genemark-ZYBA0S01-processed-gene-3.42-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-3.42&CDS=1-1965
1050	OG0001050	YDR350C	snap_masked-ZYBA0S01-processed-gene-2.70-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-2.70&CDS=1-2037
1051	OG0001051	YDR352W	genemark-ZYBA0S01-processed-gene-2.133-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.133&CDS=1-921
1052	OG0001052	YDR353W	genemark-ZYBA0S01-processed-gene-2.130-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-2.130&CDS=1-957
1053	OG0001053	YDR354W	maker-ZYBA0S08-augustus-gene-0.39-mRNA-1_1&gene=maker-ZYBA0S08-augustus-gene-0.39&CDS=1-2817
1054	OG0001054	YDR356W	genemark-ZYBA0S08-processed-gene-0.99-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.99&CDS=1-2463
1055	OG0001055	YDR359C	genemark-ZYBA0S08-processed-gene-0.124-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.124&CDS=1-2772
1056	OG0001056	YDR361C	genemark-ZYBA0S08-processed-gene-0.125-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.125&CDS=1-816
1057	OG0001057	YDR362C	genemark-ZYBA0S08-processed-gene-0.126-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.126&CDS=1-1893
1058	OG0001058	YDR363W	genemark-ZYBA0S08-processed-gene-0.105-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-0.105&CDS=1-1227
1059	OG0001059	YDR364C	maker-ZYBA0S08-augustus-gene-0.43-mRNA-1_1&gene=maker-ZYBA0S08-augustus-gene-0.43&CDS=1-3231
1060	OG0001060	YDR369C	snap_masked-ZYBA0S08-processed-gene-1.11-mRNA-1_1&gene=snap_masked-ZYBA0S08-processed-gene-1.11&CDS=1-2208
1061	OG0001061	YDR370C	genemark-ZYBA0S08-processed-gene-1.63-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.63&CDS=1-591
1062	OG0001062	YDR371W	genemark-ZYBA0S08-processed-gene-1.66-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.66&CDS=1-1491
1063	OG0001063	YDR372C	genemark-ZYBA0S08-processed-gene-1.79-mRNA-1_1&gene=genemark-ZYBA0S08-processed-gene-1.79&CDS=1-999
1064	OG0001064	YDR373W	genemark-ZYBA0S13-processed-gene-1.100-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.100&CDS=1-570
1065	OG0001065	YDR374W-A	genemark-ZYBA0S13-processed-gene-1.101-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.101&CDS=1-351
1066	OG0001066	YDR375C	genemark-ZYBA0S13-processed-gene-1.138-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.138&CDS=1-1371
1067	OG0001067	YDR376W	genemark-ZYBA0S13-processed-gene-1.102-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.102&CDS=1-1470
1068	OG0001068	YDR377W	genemark-ZYBA0S13-processed-gene-1.103-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.103&CDS=1-306
1069	OG0001069	YDR379C-A	snap_masked-ZYBA0S13-processed-gene-1.63-mRNA-1_1&gene=snap_masked-ZYBA0S13-processed-gene-1.63&CDS=1-237
1070	OG0001070	YDR380W	genemark-ZYBA0S13-processed-gene-1.105-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.105&CDS=1-1845
1071	OG0001071	YDR381C-A	snap_masked-ZYBA0S05-processed-gene-4.65-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-4.65&CDS=1-318
1072	OG0001072	YDR381W	maker-ZYBA0S05-snap-gene-4.3-mRNA-1_1&gene=maker-ZYBA0S05-snap-gene-4.3&CDS=1-663
1073	OG0001073	YDR382W	genemark-ZYBA0S05-processed-gene-4.134-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.134&CDS=1-327
1074	OG0001074	YDR383C	snap_masked-ZYBA0S05-processed-gene-4.63-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-4.63&CDS=1-522
1075	OG0001075	YDR384C	genemark-ZYBA0S05-processed-gene-4.112-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.112&CDS=1-828
1076	OG0001076	YDR386W	genemark-ZYBA0S05-processed-gene-4.130-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.130&CDS=1-1866
1077	OG0001077	YDR387C	genemark-ZYBA0S05-processed-gene-4.110-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.110&CDS=1-1602
1078	OG0001078	YDR388W	genemark-ZYBA0S05-processed-gene-4.129-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.129&CDS=1-1446
1079	OG0001079	YDR389W	snap_masked-ZYBA0S05-processed-gene-4.80-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-4.80&CDS=1-2253
1080	OG0001080	YDR390C	genemark-ZYBA0S05-processed-gene-4.109-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.109&CDS=1-1875
1081	OG0001081	YDR391C	genemark-ZYBA0S13-processed-gene-1.131-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.131&CDS=1-705
1082	OG0001082	YDR392W	genemark-ZYBA0S05-processed-gene-4.124-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.124&CDS=1-984
1083	OG0001083	YDR393W	genemark-ZYBA0S05-processed-gene-4.122-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.122&CDS=1-1512
1084	OG0001084	YDR394W	genemark-ZYBA0S05-processed-gene-4.121-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.121&CDS=1-1281
1085	OG0001085	YDR395W	genemark-ZYBA0S05-processed-gene-4.120-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.120&CDS=1-2835
1086	OG0001086	YDR397C	genemark-ZYBA0S05-processed-gene-4.101-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.101&CDS=1-531
1087	OG0001087	YDR398W	genemark-ZYBA0S05-processed-gene-4.119-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.119&CDS=1-1755
1088	OG0001088	YDR400W	genemark-ZYBA0S05-processed-gene-4.118-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.118&CDS=1-1650
1089	OG0001089	YDR402C	genemark-ZYBA0S05-processed-gene-4.100-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.100&CDS=1-1473
1090	OG0001090	YDR403W	genemark-ZYBA0S05-processed-gene-4.117-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.117&CDS=1-1581
1091	OG0001091	YDR404C	genemark-ZYBA0S05-processed-gene-4.99-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.99&CDS=1-513
1092	OG0001092	YDR405W	genemark-ZYBA0S05-processed-gene-4.98-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-4.98&CDS=1-762
1093	OG0001093	YDR407C	augustus_masked-ZYBA0S05-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-3.111&CDS=1-4719
1094	OG0001094	YDR408C	genemark-ZYBA0S05-processed-gene-3.68-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.68&CDS=1-636
1095	OG0001095	YDR411C	genemark-ZYBA0S05-processed-gene-3.65-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.65&CDS=1-930
1096	OG0001096	YDR412W	genemark-ZYBA0S05-processed-gene-3.86-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.86&CDS=1-681
1097	OG0001097	YDR414C	augustus_masked-ZYBA0S05-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-3.107&CDS=1-1047
1098	OG0001098	YDR415C	genemark-ZYBA0S05-processed-gene-3.63-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.63&CDS=1-1107
1099	OG0001099	YDR416W	snap_masked-ZYBA0S05-processed-gene-3.41-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.41&CDS=1-2394
1100	OG0001100	YDR419W	genemark-ZYBA0S05-processed-gene-3.81-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.81&CDS=1-1800
1101	OG0001101	YDR421W	snap_masked-ZYBA0S05-processed-gene-3.36-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.36&CDS=1-2535
1102	OG0001102	YDR422C	genemark-ZYBA0S05-processed-gene-3.60-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.60&CDS=1-2328
1103	OG0001103	YDR424C	snap_masked-ZYBA0S05-processed-gene-3.12-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.12&CDS=1-234
1104	OG0001104	YDR425W	genemark-ZYBA0S05-processed-gene-3.75-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.75&CDS=1-1920
1105	OG0001105	YDR427W	snap_masked-ZYBA0S05-processed-gene-3.30-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.30&CDS=1-1188
1106	OG0001106	YDR428C	genemark-ZYBA0S05-processed-gene-3.56-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.56&CDS=1-720
1107	OG0001107	YDR429C	genemark-ZYBA0S05-processed-gene-3.55-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.55&CDS=1-819
1108	OG0001108	YDR430C	maker-ZYBA0S05-snap-gene-3.132-mRNA-1_1&gene=maker-ZYBA0S05-snap-gene-3.132&CDS=1-3624
1109	OG0001109	YDR432W	genemark-ZYBA0S05-processed-gene-3.53-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.53&CDS=1-1227
1110	OG0001110	YDR434W	genemark-ZYBA0S05-processed-gene-3.52-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.52&CDS=1-1557
1111	OG0001111	YDR435C	genemark-ZYBA0S05-processed-gene-2.82-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.82&CDS=1-993
1112	OG0001112	YDR437W	genemark-ZYBA0S05-processed-gene-2.103-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.103&CDS=1-414
1113	OG0001113	YDR439W	snap_masked-ZYBA0S05-processed-gene-2.49-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-2.49&CDS=1-711
1114	OG0001114	YDR440W	genemark-ZYBA0S05-processed-gene-2.99-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.99&CDS=1-1710
1115	OG0001115	YDR443C	genemark-ZYBA0S05-processed-gene-2.77-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.77&CDS=1-4083
1116	OG0001116	YDR444W	augustus_masked-ZYBA0S05-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.146&CDS=1-1962
1117	OG0001117	YDR446W	snap_masked-ZYBA0S05-processed-gene-2.44-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-2.44&CDS=1-807
1118	OG0001118	YDR448W	genemark-ZYBA0S05-processed-gene-2.95-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.95&CDS=1-1305
1119	OG0001119	YDR449C	genemark-ZYBA0S05-processed-gene-2.72-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.72&CDS=1-1305
1120	OG0001120	YDR452W	genemark-ZYBA0S05-processed-gene-2.92-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.92&CDS=1-1971
