	OrthologID	Saccharomyces_cerevisiae	Starmerella_bombicola_JCM9596
753	OG0000753	YDL213C	-processed-gene-28.73-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.73&CDS=1-585
754	OG0000754	YDL215C	-processed-gene-2.99-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.99&CDS=1-3171
755	OG0000755	YDL216C	-processed-gene-13.62-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-13.62&CDS=1-501
756	OG0000756	YDL217C	-processed-gene-8.46-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.46&CDS=1-546
757	OG0000757	YDL219W	-processed-gene-22.124-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.124&CDS=1-465
758	OG0000758	YDL226C	-processed-gene-7.138-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.138&CDS=1-1056
759	OG0000759	YDL230W	-processed-gene-12.80-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.80&CDS=1-1824
760	OG0000760	YDL231C	-processed-gene-26.56-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.56&CDS=1-2610
761	OG0000761	YDL234C	-processed-gene-21.69-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.69&CDS=1-2088
762	OG0000762	YDL235C	-processed-gene-9.3-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.3&CDS=1-393
763	OG0000763	YDL236W	-processed-gene-27.81-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.81&CDS=1-897
764	OG0000764	YDL238C	-processed-gene-5.131-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.131&CDS=1-1326
765	OG0000765	YDL240W	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.79&CDS=1-3060
766	OG0000766	YDR002W	-processed-gene-8.88-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.88&CDS=1-648
767	OG0000767	YDR005C	-processed-gene-13.73-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.73&CDS=1-756
768	OG0000768	YDR007W	-processed-gene-27.92-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.92&CDS=1-621
769	OG0000769	YDR013W	-processed-gene-5.27-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-5.27&CDS=1-570
770	OG0000770	YDR017C	-processed-gene-27.4-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.4&CDS=1-2016
771	OG0000771	YDR019C	-processed-gene-15.95-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.95&CDS=1-1146
772	OG0000772	YDR020C	-processed-gene-17.110-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.110&CDS=1-696
773	OG0000773	YDR021W	-processed-gene-17.90-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.90&CDS=1-1182
774	OG0000774	YDR023W	-processed-gene-16.90-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.90&CDS=1-1335
775	OG0000775	YDR027C	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.66&CDS=1-3231
776	OG0000776	YDR028C	-processed-gene-4.65-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.65&CDS=1-2256
777	OG0000777	YDR030C	-processed-gene-5.79-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.79&CDS=1-1113
778	OG0000778	YDR032C	-processed-gene-17.46-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-17.46&CDS=1-603
779	OG0000779	YDR035W	-processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.86&CDS=1-1107
780	OG0000780	YDR036C	-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.106&CDS=1-1449
781	OG0000781	YDR041W	-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.76&CDS=1-1446
782	OG0000782	YDR044W	-processed-gene-10.96-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.96&CDS=1-966
783	OG0000783	YDR045C	-processed-gene-8.67-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.67&CDS=1-303
784	OG0000784	YDR047W	-processed-gene-7.100-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.100&CDS=1-1077
785	OG0000785	YDR049W	-processed-gene-5.33-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-5.33&CDS=1-1665
786	OG0000786	YDR050C	-processed-gene-16.88-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.88&CDS=1-753
787	OG0000787	YDR051C	-processed-gene-25.40-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.40&CDS=1-579
788	OG0000788	YDR052C	-processed-gene-27.61-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.61&CDS=1-1359
789	OG0000789	YDR054C	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.88&CDS=1-684
790	OG0000790	YDR058C	-processed-gene-6.91-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.91&CDS=1-801
791	OG0000791	YDR060W	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.52&CDS=1-2910
792	OG0000792	YDR061W	-processed-gene-11.74-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.74&CDS=1-1407
793	OG0000793	YDR062W	-processed-gene-11.72-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.72&CDS=1-1728
794	OG0000794	YDR064W	-processed-gene-11.76-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.76&CDS=1-453
795	OG0000795	YDR067C	-processed-gene-11.70-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.70&CDS=1-561
796	OG0000796	YDR071C	-processed-gene-11.10-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.10&CDS=1-738
797	OG0000797	YDR074W	-processed-gene-5.116-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.116&CDS=1-2448
798	OG0000798	YDR075W	-processed-gene-13.72-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.72&CDS=1-930
799	OG0000799	YDR079C-A	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.73&CDS=1-213
800	OG0000800	YDR079W	-processed-gene-9.101-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.101&CDS=1-189
801	OG0000801	YDR080W	-processed-gene-1.8-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.8&CDS=1-2652
802	OG0000802	YDR083W	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.6&CDS=1-1128
803	OG0000803	YDR084C	-processed-gene-9.100-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.100&CDS=1-609
804	OG0000804	YDR086C	-augustus-gene-11.334-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-11.334&CDS=1-531
805	OG0000805	YDR087C	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.43&CDS=1-843
806	OG0000806	YDR090C	-processed-gene-10.138-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.138&CDS=1-915
807	OG0000807	YDR091C	-processed-gene-11.132-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.132&CDS=1-2142
808	OG0000808	YDR092W	-processed-gene-4.69-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.69&CDS=1-450
809	OG0000809	YDR101C	-processed-gene-16.67-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.67&CDS=1-1368
810	OG0000810	YDR104C	-processed-gene-10.111-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.111&CDS=1-2994
811	OG0000811	YDR105C	-processed-gene-13.69-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-13.69&CDS=1-1353
812	OG0000812	YDR109C	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.45&CDS=1-1683
813	OG0000813	YDR111C	-processed-gene-25.122-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.122&CDS=1-1431
814	OG0000814	YDR115W	-processed-gene-19.296-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.296&CDS=1-327
815	OG0000815	YDR116C	-processed-gene-19.295-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.295&CDS=1-879
816	OG0000816	YDR117C	-processed-gene-19.137-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.137&CDS=1-1674
817	OG0000817	YDR120C	-processed-gene-7.83-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.83&CDS=1-1386
818	OG0000818	YDR121W	-processed-gene-19.279-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.279&CDS=1-615
819	OG0000819	YDR126W	-processed-gene-28.64-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.64&CDS=1-996
820	OG0000820	YDR127W	-processed-gene-4.75-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.75&CDS=1-4590
821	OG0000821	YDR128W	-processed-gene-4.76-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.76&CDS=1-3489
822	OG0000822	YDR129C	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-2.0&CDS=1-3009
823	OG0000823	YDR135C	-processed-gene-28.79-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.79&CDS=1-4491
824	OG0000824	YDR140W	-processed-gene-19.225-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.225&CDS=1-684
825	OG0000825	YDR141C	-processed-gene-19.118-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.118&CDS=1-4620
826	OG0000826	YDR142C	-processed-gene-25.3-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.3&CDS=1-957
827	OG0000827	YDR145W	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.14&CDS=1-1626
828	OG0000828	YDR148C	-processed-gene-3.154-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.154&CDS=1-1320
829	OG0000829	YDR150W	-processed-gene-4.106-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.106&CDS=1-6204
830	OG0000830	YDR152W	-processed-gene-19.247-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.247&CDS=1-696
831	OG0000831	YDR155C	-processed-gene-19.198-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.198&CDS=1-489
832	OG0000832	YDR158W	-processed-gene-22.2-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.2&CDS=1-1074
833	OG0000833	YDR159W	-processed-gene-11.39-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.39&CDS=1-3450
834	OG0000834	YDR161W	-processed-gene-19.301-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.301&CDS=1-1035
835	OG0000835	YDR162C	-processed-gene-19.246-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.246&CDS=1-456
836	OG0000836	YDR164C	-processed-gene-20.95-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.95&CDS=1-2199
837	OG0000837	YDR165W	-processed-gene-15.101-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.101&CDS=1-876
838	OG0000838	YDR166C	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.77&CDS=1-2652
839	OG0000839	YDR167W	-processed-gene-10.107-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.107&CDS=1-711
840	OG0000840	YDR168W	-processed-gene-10.106-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.106&CDS=1-1353
841	OG0000841	YDR169C	-processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.66&CDS=1-957
842	OG0000842	YDR170C	-processed-gene-3.7-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.7&CDS=1-5460
843	OG0000843	YDR175C	-processed-gene-4.56-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.56&CDS=1-912
844	OG0000844	YDR176W	-processed-gene-4.146-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.146&CDS=1-2058
845	OG0000845	YDR177W	-processed-gene-9.70-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.70&CDS=1-603
846	OG0000846	YDR182W	-processed-gene-4.116-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.116&CDS=1-1230
847	OG0000847	YDR188W	-processed-gene-13.77-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.77&CDS=1-1593
848	OG0000848	YDR189W	-processed-gene-13.79-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.79&CDS=1-1905
849	OG0000849	YDR190C	-processed-gene-13.99-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.99&CDS=1-1386
850	OG0000850	YDR194C	-processed-gene-17.59-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-17.59&CDS=1-1827
851	OG0000851	YDR196C	-processed-gene-8.102-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.102&CDS=1-744
852	OG0000852	YDR204W	-processed-gene-13.122-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.122&CDS=1-735
853	OG0000853	YDR205W	-processed-gene-13.101-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.101&CDS=1-2034
854	OG0000854	YDR207C	-processed-gene-4.113-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.113&CDS=1-993
855	OG0000855	YDR208W	-processed-gene-6.64-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.64&CDS=1-2145
856	OG0000856	YDR211W	-processed-gene-14.110-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.110&CDS=1-1995
857	OG0000857	YDR212W	-processed-gene-25.31-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.31&CDS=1-1668
858	OG0000858	YDR214W	-processed-gene-25.33-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.33&CDS=1-966
859	OG0000859	YDR217C	-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.70&CDS=1-2316
860	OG0000860	YDR221W	-processed-gene-9.132-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.132&CDS=1-1446
861	OG0000861	YDR226W	-processed-gene-16.136-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.136&CDS=1-819
862	OG0000862	YDR228C	-processed-gene-16.160-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.160&CDS=1-1578
863	OG0000863	YDR229W	-processed-gene-19.66-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.66&CDS=1-1311
864	OG0000864	YDR231C	-processed-gene-25.5-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.5&CDS=1-471
865	OG0000865	YDR232W	-processed-gene-25.1-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.1&CDS=1-1710
866	OG0000866	YDR234W	-processed-gene-16.109-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.109&CDS=1-2025
867	OG0000867	YDR235W	-processed-gene-5.36-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-5.36&CDS=1-1215
868	OG0000868	YDR236C	-processed-gene-10.149-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.149&CDS=1-546
869	OG0000869	YDR237W	-processed-gene-8.106-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.106&CDS=1-849
870	OG0000870	YDR238C	-processed-gene-16.106-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-16.106&CDS=1-2781
871	OG0000871	YDR244W	-processed-gene-10.52-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-10.52&CDS=1-1800
872	OG0000872	YDR245W	-processed-gene-15.99-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.99&CDS=1-987
873	OG0000873	YDR246W	-processed-gene-12.46-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-12.46&CDS=1-411
874	OG0000874	YDR255C	-processed-gene-4.68-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.68&CDS=1-1167
875	OG0000875	YDR257C	-processed-gene-12.53-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-12.53&CDS=1-1278
876	OG0000876	YDR258C	-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-4.46&CDS=1-2148
877	OG0000877	YDR265W	-processed-gene-4.133-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.133&CDS=1-948
878	OG0000878	YDR266C	-processed-gene-4.157-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-4.157&CDS=1-1602
879	OG0000879	YDR267C	-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-1.85&CDS=1-993
880	OG0000880	YDR268W	-processed-gene-27.49-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.49&CDS=1-1092
881	OG0000881	YDR270W	-processed-gene-17.54-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.54&CDS=1-2865
882	OG0000882	YDR280W	-processed-gene-25.55-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.55&CDS=1-969
883	OG0000883	YDR282C	-processed-gene-2.96-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.96&CDS=1-1002
884	OG0000884	YDR283C	-processed-gene-10.102-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.102&CDS=1-5232
885	OG0000885	YDR284C	-processed-gene-10.75-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.75&CDS=1-792
886	OG0000886	YDR286C	-processed-gene-10.103-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.103&CDS=1-291
887	OG0000887	YDR289C	-processed-gene-18.22-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.22&CDS=1-828
888	OG0000888	YDR291W	-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.27&CDS=1-3696
889	OG0000889	YDR292C	-processed-gene-1.17-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.17&CDS=1-1656
890	OG0000890	YDR293C	-processed-gene-10.74-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-10.74&CDS=1-3231
891	OG0000891	YDR294C	-processed-gene-3.101-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.101&CDS=1-1740
892	OG0000892	YDR296W	-processed-gene-14.50-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.50&CDS=1-1032
893	OG0000893	YDR297W	-processed-gene-2.130-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.130&CDS=1-927
894	OG0000894	YDR298C	-processed-gene-10.112-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.112&CDS=1-660
895	OG0000895	YDR299W	-processed-gene-6.72-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-6.72&CDS=1-1314
896	OG0000896	YDR301W	-processed-gene-20.48-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.48&CDS=1-3573
897	OG0000897	YDR302W	-processed-gene-20.49-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.49&CDS=1-585
898	OG0000898	YDR305C	-processed-gene-10.45-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-10.45&CDS=1-495
899	OG0000899	YDR306C	-processed-gene-5.138-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.138&CDS=1-1194
900	OG0000900	YDR308C	-processed-gene-24.33-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.33&CDS=1-420
901	OG0000901	YDR311W	-processed-gene-7.57-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.57&CDS=1-1590
902	OG0000902	YDR316W	-processed-gene-19.9-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.9&CDS=1-912
903	OG0000903	YDR320C	-processed-gene-7.54-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.54&CDS=1-2100
904	OG0000904	YDR322C-A	-processed-gene-5.147-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.147&CDS=1-273
905	OG0000905	YDR322W	-processed-gene-5.124-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.124&CDS=1-1014
906	OG0000906	YDR323C	-processed-gene-14.17-mRNA-1_1&gene=genemark-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.17&CDS=1-1161
907	OG0000907	YDR324C	-processed-gene-2.6-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-2.6&CDS=1-2115
908	OG0000908	YDR325W	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-1.39&CDS=1-2706
909	OG0000909	YDR328C	-processed-gene-13.97-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.97&CDS=1-489
910	OG0000910	YDR329C	-processed-gene-10.109-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.109&CDS=1-1182
911	OG0000911	YDR330W	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.65&CDS=1-1131
912	OG0000912	YDR331W	-processed-gene-18.94-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-18.94&CDS=1-1239
913	OG0000913	YDR332W	-processed-gene-5.71-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-5.71&CDS=1-1923
914	OG0000914	YDR334W	-processed-gene-11.116-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.116&CDS=1-4362
915	OG0000915	YDR335W	-processed-gene-16.85-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.85&CDS=1-3699
916	OG0000916	YDR336W	-processed-gene-23.65-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.65&CDS=1-717
