	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034978_Cyberlindnera_mrakii
601	OG0000601	YBR060C	snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-1.163&CDS=1-2148
602	OG0000602	YBR061C	maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.61-mRNA-1_1&gene=maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.61&CDS=1-1353
603	OG0000603	YBR065C	maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.62-mRNA-1_1&gene=maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.62&CDS=1-1404
604	OG0000604	YBR067C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.77&CDS=1-642
605	OG0000605	YBR070C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.149-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.149&CDS=1-519
606	OG0000606	YBR073W	augustus_masked-NODE_29_length_131293_cov_12.3032_ID_57-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_29_length_131293_cov_12.3032_ID_57-processed-gene-0.172&CDS=1-2580
607	OG0000607	YBR074W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-6.120&CDS=1-2949
608	OG0000608	YBR076W	snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.72&CDS=1-1122
609	OG0000609	YBR079C	snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.72&CDS=1-2739
610	OG0000610	YBR080C	genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.174-mRNA-1_1&gene=genemark-NODE_30_length_126602_cov_11.7939_ID_59-processed-gene-0.174&CDS=1-2271
611	OG0000611	YBR081C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.28&CDS=1-3090
612	OG0000612	YBR082C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.253-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.253&CDS=1-441
613	OG0000613	YBR083W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.251-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.251&CDS=1-1920
614	OG0000614	YBR086C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.293-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.293&CDS=1-2712
615	OG0000615	YBR087W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.17&CDS=1-1053
616	OG0000616	YBR088C	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.5&CDS=1-774
617	OG0000617	YBR091C	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.2&CDS=1-297
618	OG0000618	YBR094W	snap_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.100&CDS=1-2127
619	OG0000619	YBR095C	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.1&CDS=1-1032
620	OG0000620	YBR097W	maker-NODE_3_length_717632_cov_12.2362_ID_5-snap-gene-5.93-mRNA-1_1&gene=maker-NODE_3_length_717632_cov_12.2362_ID_5-snap-gene-5.93&CDS=1-4863
621	OG0000621	YBR098W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.19&CDS=1-2145
622	OG0000622	YBR101C	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.44&CDS=1-849
623	OG0000623	YBR102C	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.37&CDS=1-2010
624	OG0000624	YBR103W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-0.47&CDS=1-1527
625	OG0000625	YBR105C	genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.56&CDS=1-780
626	OG0000626	YBR106W	genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.138&CDS=1-567
627	OG0000627	YBR109C	augustus_masked-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.12&CDS=1-441
628	OG0000628	YBR110W	snap_masked-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.152&CDS=1-1332
629	OG0000629	YBR111C	genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.74&CDS=1-624
630	OG0000630	YBR111W-A	genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.98&CDS=1-288
631	OG0000631	YBR112C	genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_39_length_91775_cov_11.9371_ID_77-processed-gene-0.73&CDS=1-2049
632	OG0000632	YBR114W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.279-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.279&CDS=1-2439
633	OG0000633	YBR115C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.246-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.246&CDS=1-4161
634	OG0000634	YBR120C	augustus_masked-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.22&CDS=1-2700
635	OG0000635	YBR121C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.80&CDS=1-1971
636	OG0000636	YBR122C	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.136-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.136&CDS=1-540
637	OG0000637	YBR123C	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.195-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.195&CDS=1-1509
638	OG0000638	YBR125C	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.3&CDS=1-1002
639	OG0000639	YBR126C	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.144&CDS=1-1413
640	OG0000640	YBR127C	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.24&CDS=1-1530
641	OG0000641	YBR131W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.73&CDS=1-1626
642	OG0000642	YBR132C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.77&CDS=1-1752
643	OG0000643	YBR133C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.94-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-2.94&CDS=1-1941
644	OG0000644	YBR136W	maker-NODE_5_length_658169_cov_12.3468_ID_9-augustus-gene-2.58-mRNA-1_1&gene=maker-NODE_5_length_658169_cov_12.3468_ID_9-augustus-gene-2.58&CDS=1-7065
645	OG0000645	YBR137W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.78-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.78&CDS=1-471
646	OG0000646	YBR138C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-2.17&CDS=1-1191
647	OG0000647	YBR142W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-0.110&CDS=1-2121
648	OG0000648	YBR143C	maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-0.57&CDS=1-2493
649	OG0000649	YBR146W	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.153&CDS=1-801
650	OG0000650	YBR149W	genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.102&CDS=1-960
651	OG0000651	YBR151W	genemark-NODE_40_length_88697_cov_12.0789_ID_79-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_40_length_88697_cov_12.0789_ID_79-processed-gene-0.88&CDS=1-882
652	OG0000652	YBR153W	snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.245-mRNA-1_1&gene=snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.245&CDS=1-777
653	OG0000653	YBR154C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.124&CDS=1-645
654	OG0000654	YBR155W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.278-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.278&CDS=1-1161
655	OG0000655	YBR156C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.233-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.233&CDS=1-2754
656	OG0000656	YBR158W	maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-2.107-mRNA-1_1&gene=maker-NODE_4_length_705674_cov_11.8238_ID_7-augustus-gene-2.107&CDS=1-1989
657	OG0000657	YBR160W	maker-NODE_27_length_152177_cov_11.8685_ID_53-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_27_length_152177_cov_11.8685_ID_53-snap-gene-0.95&CDS=1-2031
658	OG0000658	YBR162C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.35&CDS=1-1371
659	OG0000659	YBR162W-A	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.67&CDS=1-183
660	OG0000660	YBR163W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.133&CDS=1-1518
661	OG0000661	YBR164C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.121&CDS=1-549
662	OG0000662	YBR166C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.118&CDS=1-1317
663	OG0000663	YBR167C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.99&CDS=1-393
664	OG0000664	YBR170C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.102&CDS=1-1689
665	OG0000665	YBR171W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.134&CDS=1-585
666	OG0000666	YBR173C	augustus_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.63&CDS=1-435
667	OG0000667	YBR175W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.36&CDS=1-957
668	OG0000668	YBR176W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.69&CDS=1-915
669	OG0000669	YBR179C	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.105&CDS=1-2478
670	OG0000670	YBR180W	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.22&CDS=1-1497
671	OG0000671	YBR182C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.130&CDS=1-1434
672	OG0000672	YBR185C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.179&CDS=1-828
673	OG0000673	YBR186W	augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.18&CDS=1-1260
674	OG0000674	YBR187W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.124&CDS=1-1002
675	OG0000675	YBR192W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.130&CDS=1-1062
676	OG0000676	YBR193C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.152&CDS=1-576
677	OG0000677	YBR195C	augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.45&CDS=1-1845
678	OG0000678	YBR196C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.155-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.155&CDS=1-1650
679	OG0000679	YBR198C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-1.157&CDS=1-2097
680	OG0000680	YBR199W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.36&CDS=1-1368
681	OG0000681	YBR200W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.99&CDS=1-1464
682	OG0000682	YBR202W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.259-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-7.259&CDS=1-2421
683	OG0000683	YBR203W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.134&CDS=1-1380
684	OG0000684	YBR204C	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.7&CDS=1-1092
685	OG0000685	YBR207W	augustus_masked-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.103&CDS=1-3201
686	OG0000686	YBR208C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.149&CDS=1-5487
687	OG0000687	YBR212W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.68&CDS=1-1623
688	OG0000688	YBR213W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.86&CDS=1-786
689	OG0000689	YBR215W	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.71&CDS=1-1413
690	OG0000690	YBR217W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.71-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.71&CDS=1-543
691	OG0000691	YBR218C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.138-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-6.138&CDS=1-3540
692	OG0000692	YBR220C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.141&CDS=1-1524
693	OG0000693	YBR221C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.192&CDS=1-1131
694	OG0000694	YBR222C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.138&CDS=1-1596
695	OG0000695	YBR223C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.242-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.242&CDS=1-1791
696	OG0000696	YBR227C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.106&CDS=1-1518
697	OG0000697	YBR228W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.91-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.91&CDS=1-3048
698	OG0000698	YBR229C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.77-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-4.77&CDS=1-2715
699	OG0000699	YBR230C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-2.8&CDS=1-582
700	OG0000700	YBR231C	snap_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.131&CDS=1-933
701	OG0000701	YBR233W	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.63&CDS=1-1281
702	OG0000702	YBR233W-A	snap_masked-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-1.40&CDS=1-294
703	OG0000703	YBR234C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-1.62&CDS=1-1092
704	OG0000704	YBR235W	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.45&CDS=1-3411
705	OG0000705	YBR236C	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.68&CDS=1-1422
706	OG0000706	YBR237W	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.46&CDS=1-2373
707	OG0000707	YBR238C	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.83&CDS=1-1761
708	OG0000708	YBR239C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.125&CDS=1-1365
709	OG0000709	YBR243C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.143&CDS=1-1347
710	OG0000710	YBR246W	snap_masked-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-0.104&CDS=1-1071
711	OG0000711	YBR247C	genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.131&CDS=1-1368
712	OG0000712	YBR248C	genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.133&CDS=1-1656
713	OG0000713	YBR249C	genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_28_length_146636_cov_11.8629_ID_55-processed-gene-0.143&CDS=1-1077
714	OG0000714	YBR251W	genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.161&CDS=1-933
715	OG0000715	YBR254C	genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.0&CDS=1-423
716	OG0000716	YBR255C-A	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-4.118&CDS=1-351
717	OG0000717	YBR255W	genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_18_length_219433_cov_11.7399_ID_35-processed-gene-0.25&CDS=1-1779
718	OG0000718	YBR256C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.123&CDS=1-672
719	OG0000719	YBR257W	genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.214-mRNA-1_1&gene=genemark-NODE_20_length_196215_cov_11.9671_ID_39-processed-gene-0.214&CDS=1-786
720	OG0000720	YBR260C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-0.58&CDS=1-1887
