	OrthologID	Fusarium_graminearum	Saccharomyces_cerevisiae
2571	OG0002571	XP_011326679.1	YPR082C
2572	OG0002572	XP_011326681.1	YGR229C
2573	OG0002573	XP_011326682.1	YPR055W
2574	OG0002574	XP_011326686.1	YOR017W
2575	OG0002575	XP_011326690.1	YDL185W
2576	OG0002576	XP_011326694.1	YDR468C
2577	OG0002577	XP_011326695.1	YDL207W
2578	OG0002578	XP_011326696.1	YDR293C
2579	OG0002579	XP_011326698.1	YNL085W
2580	OG0002580	XP_011326704.1	YFL053W
2581	OG0002581	XP_011326705.1	YLR275W
2582	OG0002582	XP_011326706.1	YDR036C
2583	OG0002583	XP_011326708.1	YBL035C
2584	OG0002584	XP_011326713.1	YOR289W
2585	OG0002585	XP_011326721.1	YOR367W
2586	OG0002586	XP_011326729.1	YJL010C
2587	OG0002587	XP_011326734.1	YIL070C
2588	OG0002588	XP_011326735.1	YOR252W
2589	OG0002589	XP_011326737.1	YKR017C
2590	OG0002590	XP_011326741.1	YDR469W
2591	OG0002591	XP_011326742.1	YDR064W
2592	OG0002592	XP_011326744.1	YML060W
2593	OG0002593	XP_011326745.1	YMR288W
2594	OG0002594	XP_011326749.1	YLR084C
2595	OG0002595	XP_011326750.1	YGL085W
2596	OG0002596	XP_011326751.1	YNR035C
2597	OG0002597	XP_011326752.1	YLR129W
2598	OG0002598	XP_011326754.1	YNL168C
2599	OG0002599	XP_011326755.1	YJR025C
2600	OG0002600	XP_011326756.1	YHR175W
2601	OG0002601	XP_011326757.1	YLR151C
2602	OG0002602	XP_011326759.1	YDR414C
2603	OG0002603	XP_011326769.1	YJR101W
2604	OG0002604	XP_011326770.1	YPL162C
2605	OG0002605	XP_011326774.1	YGL080W
2606	OG0002606	XP_011326775.1	YBR218C
2607	OG0002607	XP_011326776.1	YNL023C
2608	OG0002608	XP_011326777.1	YNL320W
2609	OG0002609	XP_011326779.1	YDR265W
2610	OG0002610	XP_011326784.1	YGL124C
2611	OG0002611	XP_011326785.1	YDR141C
2612	OG0002612	XP_011326787.1	YKL125W
2613	OG0002613	XP_011326788.1	YBL021C
2614	OG0002614	XP_011326789.1	YEL003W
2615	OG0002615	XP_011326792.1	YDR517W
2616	OG0002616	XP_011326793.1	YPL157W
2617	OG0002617	XP_011326794.1	YPL263C
2618	OG0002618	XP_011326802.1	YKL012W
2619	OG0002619	XP_011326803.1	YDR091C
2620	OG0002620	XP_011326804.1	YER164W
2621	OG0002621	XP_011326806.1	YKL197C
2622	OG0002622	XP_011326807.1	YBR202W
2623	OG0002623	XP_011326808.1	YGL129C
2624	OG0002624	XP_011326809.1	YOR294W
2625	OG0002625	XP_011326814.1	YCR092C
2626	OG0002626	XP_011326816.1	YFL045C
2627	OG0002627	XP_011326817.1	YDL206W
2628	OG0002628	XP_011326818.1	YBL097W
2629	OG0002629	XP_011326825.1	YOR296W
2630	OG0002630	XP_011326826.1	YDR524C
2631	OG0002631	XP_011326827.1	YDL101C
2632	OG0002632	XP_011326830.1	YKL024C
2633	OG0002633	XP_011326832.1	YMR010W
2634	OG0002634	XP_011326834.1	YPL023C
2635	OG0002635	XP_011326835.1	YLR382C
2636	OG0002636	XP_011326836.1	YCR075C
2637	OG0002637	XP_011326838.1	YPR021C
2638	OG0002638	XP_011326840.1	YDL155W
2639	OG0002639	XP_011326849.1	YIL026C
2640	OG0002640	XP_011326851.1	YNL189W
2641	OG0002641	XP_011326852.1	YLR419W
2642	OG0002642	XP_011326860.1	YKR063C
2643	OG0002643	XP_011326869.1	YGR036C
2644	OG0002644	XP_011326876.1	YNL127W
2645	OG0002645	XP_011326878.1	YOL086W-A
2646	OG0002646	XP_011326882.1	YJR006W
2647	OG0002647	XP_011326883.1	YFL028C
2648	OG0002648	XP_011326888.1	YGL238W
2649	OG0002649	XP_011326892.1	YKR001C
2650	OG0002650	XP_011326894.1	YOR375C
2651	OG0002651	XP_011326895.1	YDL102W
2652	OG0002652	XP_011326900.1	YKL034W
2653	OG0002653	XP_011326904.1	YOR187W
2654	OG0002654	XP_011326905.1	YNL149C
2655	OG0002655	XP_011326919.1	YGL099W
2656	OG0002656	XP_011326920.1	YKL143W
2657	OG0002657	XP_011326921.1	YDR159W
2658	OG0002658	XP_011326925.1	YDR339C
2659	OG0002659	XP_011326926.1	YOL094C
2660	OG0002660	XP_011326931.1	YJR062C
2661	OG0002661	XP_011326933.1	YLR175W
2662	OG0002662	XP_011326937.1	YOR236W
2663	OG0002663	XP_011326940.1	YIL102C-A
2664	OG0002664	XP_011326941.1	YGR278W
2665	OG0002665	XP_011326945.1	YML080W
2666	OG0002666	XP_011326946.1	YNL233W
2667	OG0002667	XP_011326953.1	YGR270W
2668	OG0002668	XP_011326956.1	YPL215W
2669	OG0002669	XP_011326957.1	YER061C
2670	OG0002670	XP_011326960.1	YGR193C
2671	OG0002671	XP_011326966.1	YPR031W
2672	OG0002672	XP_011326968.1	YER133W
2673	OG0002673	XP_011326970.1	YJR086W
2674	OG0002674	XP_011326972.1	YBR079C
2675	OG0002675	XP_011326974.1	YIL049W
2676	OG0002676	XP_011326977.1	YAL036C
2677	OG0002677	XP_011326982.1	YLR203C
2678	OG0002678	XP_011326983.1	YML049C
2679	OG0002679	XP_011326986.1	YGR181W
2680	OG0002680	XP_011326989.1	YPL203W
2681	OG0002681	XP_011326992.1	YPL001W
2682	OG0002682	XP_011326995.1	YGL068W
2683	OG0002683	XP_011326996.1	YLR106C
2684	OG0002684	XP_011327000.1	YJL109C
2685	OG0002685	XP_011327002.1	YPL214C
2686	OG0002686	XP_011327004.1	YDR232W
2687	OG0002687	XP_011327006.1	YOL049W
2688	OG0002688	XP_011327007.1	YCR028C-A
2689	OG0002689	XP_011327014.1	YMR034C
2690	OG0002690	XP_011327021.1	YIL143C
2691	OG0002691	XP_011327022.1	YKL084W
2692	OG0002692	XP_011327023.1	YOL038W
2693	OG0002693	XP_011327025.1	YDL178W
2694	OG0002694	XP_011327031.1	YCL001W
2695	OG0002695	XP_011327032.1	YBR279W
2696	OG0002696	XP_011327035.1	YOR369C
2697	OG0002697	XP_011327038.1	YOR243C
2698	OG0002698	XP_011327041.1	YHR169W
2699	OG0002699	XP_011327045.1	YJR122W
2700	OG0002700	XP_011327052.1	YIL126W
2701	OG0002701	XP_011327054.1	YBR231C
2702	OG0002702	XP_011327056.1	YHR084W
2703	OG0002703	XP_011327059.1	YLR429W
2704	OG0002704	XP_011327060.1	YJR092W
2705	OG0002705	XP_011327061.1	YIL020C
2706	OG0002706	XP_011327063.1	YMR202W
2707	OG0002707	XP_011327064.1	YFL013C
2708	OG0002708	XP_011327068.1	YOR164C
2709	OG0002709	XP_011327070.1	YOL129W
2710	OG0002710	XP_011327073.1	YNL232W
2711	OG0002711	XP_011327075.1	YNL292W
2712	OG0002712	XP_011327077.1	YMR125W
2713	OG0002713	XP_011327079.1	YMR139W
2714	OG0002714	XP_011327080.1	YLR345W
2715	OG0002715	XP_011327081.1	YMR203W
2716	OG0002716	XP_011327084.1	YDR237W
2717	OG0002717	XP_011327085.1	YBR101C
2718	OG0002718	XP_011327087.1	YLR281C
2719	OG0002719	XP_011327089.1	YGR200C
2720	OG0002720	XP_011327090.1	YIL008W
2721	OG0002721	XP_011327091.1	YOR113W
2722	OG0002722	XP_011327096.1	YIL134W
2723	OG0002723	XP_011327097.1	YNL070W
2724	OG0002724	XP_011327098.1	YOR319W
2725	OG0002725	XP_011327100.1	YDL117W
2726	OG0002726	XP_011327102.1	YGL246C
2727	OG0002727	XP_011327105.1	YHR051W
2728	OG0002728	XP_011327106.1	YCR034W
2729	OG0002729	XP_011327122.1	YKL148C
2730	OG0002730	XP_011327123.1	YPR097W
2731	OG0002731	XP_011327133.1	YBR199W
2732	OG0002732	XP_011327136.1	YIL067C
2733	OG0002733	XP_011327142.1	YNL246W
2734	OG0002734	XP_011327144.1	YCR057C
2735	OG0002735	XP_011327147.1	YMR304W
2736	OG0002736	XP_011327158.1	YKL095W
2737	OG0002737	XP_011327159.1	YOR077W
2738	OG0002738	XP_011327160.1	YGR063C
2739	OG0002739	XP_011327162.1	YGR123C
2740	OG0002740	XP_011327164.1	YGL119W
2741	OG0002741	XP_011327165.1	YHR074W
2742	OG0002742	XP_011327167.1	YOR287C
2743	OG0002743	XP_011327170.1	YBR146W
2744	OG0002744	XP_011327173.1	YKL190W
2745	OG0002745	XP_011327174.1	YFL024C
2746	OG0002746	XP_011327175.1	YKR038C
2747	OG0002747	XP_011327182.1	YLR247C
2748	OG0002748	XP_011327188.1	YNL291C
2749	OG0002749	XP_011327189.1	YPR028W
2750	OG0002750	XP_011327190.1	YLR176C
2751	OG0002751	XP_011327191.1	YER052C
2752	OG0002752	XP_011327192.1	YJL204C
2753	OG0002753	XP_011327193.1	YDL108W
2754	OG0002754	XP_011327198.1	YOR239W
2755	OG0002755	XP_011327204.1	YPL195W
2756	OG0002756	XP_011327205.1	YFL047W
2757	OG0002757	XP_011327210.1	YNL081C
2758	OG0002758	XP_011327212.1	YNR046W
2759	OG0002759	XP_011327214.1	YDR412W
2760	OG0002760	XP_011327217.1	YHR119W
2761	OG0002761	XP_011327224.1	YCL054W
2762	OG0002762	XP_011327225.1	YOR211C
2763	OG0002763	XP_011327226.1	YNR039C
2764	OG0002764	XP_011327228.1	YMR100W
2765	OG0002765	XP_011327229.1	YKL172W
2766	OG0002766	XP_011327239.1	YOR291W
2767	OG0002767	XP_011327240.1	YKR048C
2768	OG0002768	XP_011327241.1	YIL074C
2769	OG0002769	XP_011327242.1	YOR326W
2770	OG0002770	XP_011327243.1	YDL166C
2771	OG0002771	XP_011327244.1	YJR069C
2772	OG0002772	XP_011327246.1	YCR027C
2773	OG0002773	XP_011327248.1	YHR128W
2774	OG0002774	XP_011327249.1	YKL160W
2775	OG0002775	XP_011327252.1	YGR277C
2776	OG0002776	XP_011327253.1	YLR441C
2777	OG0002777	XP_011327254.1	YGR031W
2778	OG0002778	XP_011327260.1	YKL191W
2779	OG0002779	XP_011327269.1	YPR169W
2780	OG0002780	XP_011327275.1	YIL075C
2781	OG0002781	XP_011327291.1	YPL225W
2782	OG0002782	XP_011327292.1	YKL209C
2783	OG0002783	XP_011327296.1	YJL057C
2784	OG0002784	XP_011327300.1	YML010W
2785	OG0002785	XP_011327301.1	YPL247C
2786	OG0002786	XP_011327303.1	YIL156W-B
2787	OG0002787	XP_011327304.1	YAL038W
2788	OG0002788	XP_011327313.1	YBL064C
2789	OG0002789	XP_011327317.1	YBR041W
2790	OG0002790	XP_011327318.1	YDR434W
2791	OG0002791	XP_011327325.1	YPL172C
2792	OG0002792	XP_011327328.1	YDR097C
2793	OG0002793	XP_011327336.1	YML051W
2794	OG0002794	XP_011327370.1	YNL208W
2795	OG0002795	XP_011327657.1	YLR220W
2796	OG0002796	XP_011327674.1	YDL156W
2797	OG0002797	XP_011327675.1	YLR189C
2798	OG0002798	XP_011327681.1	YMR277W
2799	OG0002799	XP_011327682.1	YLR272C
2800	OG0002800	XP_011327683.1	YDL017W
2801	OG0002801	XP_011327684.1	YGL103W
2802	OG0002802	XP_011327685.1	YPL008W
2803	OG0002803	XP_011327694.1	YPL054W
2804	OG0002804	XP_011327695.1	YKL192C
2805	OG0002805	XP_011327704.1	YBR290W
2806	OG0002806	XP_011327728.1	YLL063C
2807	OG0002807	XP_011327729.1	YBL039C
2808	OG0002808	XP_011327765.1	YDR074W
2809	OG0002809	XP_011327771.1	YNL051W
2810	OG0002810	XP_011327780.1	YFR052W
2811	OG0002811	XP_011327781.1	YDL145C
2812	OG0002812	XP_011327782.1	YOR336W
2813	OG0002813	XP_011327784.1	YMR308C
2814	OG0002814	XP_011327788.1	YMR296C
2815	OG0002815	XP_011327789.1	YLR342W
2816	OG0002816	XP_011327793.1	YJR074W
2817	OG0002817	XP_011327794.1	YDL125C
2818	OG0002818	XP_011327796.1	YGR113W
2819	OG0002819	XP_011327797.1	YLR074C
2820	OG0002820	XP_011327798.1	YLR304C
2821	OG0002821	XP_011327799.1	YPL246C
2822	OG0002822	XP_011327800.1	YLR088W
2823	OG0002823	XP_011327801.1	YDR427W
2824	OG0002824	XP_011327803.1	YGR001C
2825	OG0002825	XP_011327804.1	YMR223W
2826	OG0002826	XP_011327806.1	YCR061W
2827	OG0002827	XP_011327808.1	YGL163C
2828	OG0002828	XP_011327811.1	YFL044C
2829	OG0002829	XP_011327817.1	YDR148C
2830	OG0002830	XP_011327819.1	YBL003C
2831	OG0002831	XP_011327821.1	YNL224C
2832	OG0002832	XP_011327822.1	YNL223W
2833	OG0002833	XP_011327823.1	YNL227C
2834	OG0002834	XP_011327827.1	YLR186W
2835	OG0002835	XP_011327828.1	YMR188C
2836	OG0002836	XP_011327829.1	YER047C
2837	OG0002837	XP_011327830.1	YNL041C
2838	OG0002838	XP_011327831.1	YDL149W
2839	OG0002839	XP_011327836.1	YLR386W
2840	OG0002840	XP_011327838.1	YFL018C
2841	OG0002841	XP_011327839.1	YLR336C
2842	OG0002842	XP_011327845.1	YLR201C
2843	OG0002843	XP_011327846.1	YLR383W
2844	OG0002844	XP_011327849.1	YGL232W
2845	OG0002845	XP_011327851.1	YGR029W
2846	OG0002846	XP_011327854.1	YGR060W
2847	OG0002847	XP_011327855.1	YPR155C
2848	OG0002848	XP_011327868.1	YPL207W
2849	OG0002849	XP_011327869.1	YGR082W
2850	OG0002850	XP_011327870.1	YBR102C
2851	OG0002851	XP_011327880.1	YMR213W
2852	OG0002852	XP_011327881.1	YJL163C
2853	OG0002853	XP_011327882.1	YDR305C
2854	OG0002854	XP_011327885.1	YBR155W
2855	OG0002855	XP_011327887.1	YNL088W
2856	OG0002856	XP_011327888.1	YMR028W
2857	OG0002857	XP_011327895.1	YPL217C
2858	OG0002858	XP_011327896.1	YKL052C
2859	OG0002859	XP_011327898.1	YNL136W
2860	OG0002860	XP_011327900.1	YDR332W
2861	OG0002861	XP_011327902.1	YOR305W
2862	OG0002862	XP_011327903.1	YIL129C
2863	OG0002863	XP_011327904.1	YHR042W
2864	OG0002864	XP_011327906.1	YNL207W
2865	OG0002865	XP_011327907.1	YHR027C
2866	OG0002866	XP_011327909.1	YER183C
2867	OG0002867	XP_011327910.1	YOR160W
2868	OG0002868	XP_011327918.1	YMR178W
2869	OG0002869	XP_011327919.1	YDR063W
2870	OG0002870	XP_011327920.1	YGL091C
2871	OG0002871	XP_011327921.1	YJR070C
2872	OG0002872	XP_011327922.1	YDR180W
2873	OG0002873	XP_011327924.1	YJR138W
2874	OG0002874	XP_011327928.1	YFL016C
2875	OG0002875	XP_011327930.1	YDL031W
2876	OG0002876	XP_011327935.1	YMR026C
2877	OG0002877	XP_011327944.1	YBR154C
2878	OG0002878	XP_011327945.1	YOR198C
2879	OG0002879	XP_011327948.1	YHR168W
2880	OG0002880	XP_011327949.1	YBL024W
2881	OG0002881	XP_011327954.1	YKR024C
2882	OG0002882	XP_011327956.1	YMR220W
2883	OG0002883	XP_011327959.1	YNR054C
2884	OG0002884	XP_011327960.1	YHR170W
2885	OG0002885	XP_011327964.1	YOR075W
2886	OG0002886	XP_011327966.1	YGL231C
2887	OG0002887	XP_011327969.1	YBR173C
2888	OG0002888	XP_011327970.1	YDR061W
2889	OG0002889	XP_011327973.1	YDL063C
2890	OG0002890	XP_011327974.1	YMR167W
2891	OG0002891	XP_011327978.1	YNL312W
2892	OG0002892	XP_011327980.1	YPL117C
2893	OG0002893	XP_011327981.1	YNL084C
2894	OG0002894	XP_011327983.1	YGR037C
2895	OG0002895	XP_011327987.1	YGL035C
2896	OG0002896	XP_011327989.1	YER122C
2897	OG0002897	XP_011327992.1	YNL256W
2898	OG0002898	XP_011328000.1	YDR120C
2899	OG0002899	XP_011328001.1	YPR184W
2900	OG0002900	XP_011328006.1	YLR241W
2901	OG0002901	XP_011328015.1	YNL135C
2902	OG0002902	XP_011328016.1	YKL210W
2903	OG0002903	XP_011328019.1	YDR164C
2904	OG0002904	XP_011328024.1	YBR295W
2905	OG0002905	XP_011328038.1	YGR227W
2906	OG0002906	XP_011328042.1	YER127W
2907	OG0002907	XP_011328044.1	YCR077C
2908	OG0002908	XP_011328046.1	YNR036C
2909	OG0002909	XP_011328048.1	YBL105C
2910	OG0002910	XP_011328049.1	YDR393W
2911	OG0002911	XP_011328050.1	YNL010W
2912	OG0002912	XP_011328053.1	YBL082C
2913	OG0002913	XP_011328060.1	YIL116W
2914	OG0002914	XP_011328063.1	YGR205W
2915	OG0002915	XP_011328064.1	YKR009C
2916	OG0002916	XP_011328069.1	YBR035C
2917	OG0002917	XP_011328070.1	YJL130C
2918	OG0002918	XP_011328073.1	YDR331W
2919	OG0002919	XP_011328075.1	YOR100C
2920	OG0002920	XP_011328076.1	YDR205W
2921	OG0002921	XP_011328077.1	YBR110W
2922	OG0002922	XP_011328079.1	YDL098C
2923	OG0002923	XP_011328080.1	YLR172C
2924	OG0002924	XP_011328084.1	YEL052W
2925	OG0002925	XP_011328091.1	YDL133W
2926	OG0002926	XP_011328093.1	YLR114C
2927	OG0002927	XP_011328095.1	YPR160W
2928	OG0002928	XP_011328096.1	YLR113W
2929	OG0002929	XP_011328101.1	YKR054C
2930	OG0002930	XP_011328107.1	YJL112W
2931	OG0002931	XP_011328108.1	YPR060C
2932	OG0002932	XP_011328109.1	YDR361C
2933	OG0002933	XP_011328110.1	YOR132W
2934	OG0002934	XP_011328118.1	YLR103C
2935	OG0002935	XP_011328119.1	YDR373W
2936	OG0002936	XP_011328120.1	YLR137W
2937	OG0002937	XP_011328121.1	YGL009C
2938	OG0002938	XP_011328124.1	YGR020C
2939	OG0002939	XP_011328125.1	YDL046W
2940	OG0002940	XP_011328127.1	YBR243C
2941	OG0002941	XP_011328131.1	YOR136W
2942	OG0002942	XP_011328132.1	YDR166C
2943	OG0002943	XP_011328134.1	YLR420W
2944	OG0002944	XP_011328135.1	YKR051W
2945	OG0002945	XP_011328136.1	YLR087C
2946	OG0002946	XP_011328139.1	YGL125W
2947	OG0002947	XP_011328146.1	YKR034W
2948	OG0002948	XP_011328147.1	YLR015W
2949	OG0002949	XP_011328149.1	YLR007W
2950	OG0002950	XP_011328156.1	YPR048W
2951	OG0002951	XP_011328158.1	YDL226C
2952	OG0002952	XP_011328159.1	YGR207C
2953	OG0002953	XP_011328160.1	YOR303W
2954	OG0002954	XP_011328165.1	YFR047C
2955	OG0002955	XP_011328170.1	YGR119C
2956	OG0002956	XP_011328172.1	YIR012W
2957	OG0002957	XP_011328173.1	YPL138C
2958	OG0002958	XP_011328178.1	YIL001W
2959	OG0002959	XP_011328182.1	YDR214W
2960	OG0002960	XP_011328184.1	YIL098C
2961	OG0002961	XP_011328186.1	YHR147C
2962	OG0002962	XP_011328189.1	YFR009W
2963	OG0002963	XP_011328198.1	YIL150C
2964	OG0002964	XP_011328202.1	YBR094W
2965	OG0002965	XP_011328205.1	YGL083W
2966	OG0002966	XP_011328206.1	YJR148W
2967	OG0002967	XP_011328208.1	YDL231C
2968	OG0002968	XP_011328209.1	YHR164C
2969	OG0002969	XP_011328214.1	YMR071C
2970	OG0002970	XP_011328219.1	YCL033C
2971	OG0002971	XP_011328220.1	YIL044C
2972	OG0002972	XP_011328221.1	YKL006C-A
2973	OG0002973	XP_011328222.1	YHR016C
2974	OG0002974	XP_011328224.1	YML127W
2975	OG0002975	XP_011328231.1	YJL080C
2976	OG0002976	XP_011328234.1	YFR033C
2977	OG0002977	XP_011328236.1	YER010C
2978	OG0002978	XP_011328239.1	YOL060C
2979	OG0002979	XP_011328241.1	YML004C
2980	OG0002980	XP_011328252.1	YJL034W
2981	OG0002981	XP_011328260.1	YJR064W
2982	OG0002982	XP_011328270.1	YMR205C
2983	OG0002983	XP_011328273.1	YLR347C
2984	OG0002984	XP_011328277.1	YAR015W
2985	OG0002985	XP_011328284.1	YKL155C
2986	OG0002986	XP_011328288.1	YOR196C
2987	OG0002987	XP_011328292.1	YGR061C
2988	OG0002988	XP_011328298.1	YNL200C
2989	OG0002989	XP_011328299.1	YPL013C
2990	OG0002990	XP_011328302.1	YER118C
2991	OG0002991	XP_011328305.1	YDL147W
2992	OG0002992	XP_011328307.1	YML081C-A
2993	OG0002993	XP_011328310.1	YBR167C
2994	OG0002994	XP_011328315.1	YJR075W
2995	OG0002995	XP_011328318.1	YNL305C
2996	OG0002996	XP_011328319.1	YJR076C
2997	OG0002997	XP_011328320.1	YGR223C
2998	OG0002998	XP_011328321.1	YIR005W
2999	OG0002999	XP_011328325.1	YPL166W
3000	OG0003000	XP_011328328.1	YKL027W
3001	OG0003001	XP_011328336.1	YAR018C
3002	OG0003002	XP_011328338.1	YCR042C
3003	OG0003003	XP_011328344.1	YFR018C
3004	OG0003004	XP_011328348.1	YLR195C
3005	OG0003005	XP_011328352.1	YOR118W
3006	OG0003006	XP_011328353.1	YML030W
3007	OG0003007	XP_011328360.1	YJR013W
3008	OG0003008	XP_011328364.1	YHR190W
3009	OG0003009	XP_011328365.1	YIR004W
3010	OG0003010	XP_011328369.1	YKL221W
3011	OG0003011	XP_011328382.1	YGR195W
3012	OG0003012	XP_011328383.1	YOR288C
3013	OG0003013	XP_011328384.1	YLR181C
3014	OG0003014	XP_011328386.1	YPL063W
3015	OG0003015	XP_011328411.1	YBR182C
3016	OG0003016	XP_011328412.1	YGR274C
3017	OG0003017	XP_011328421.1	YOR380W
3018	OG0003018	XP_011328429.1	YGL084C
3019	OG0003019	XP_011328432.1	YLR097C
3020	OG0003020	XP_011328433.1	YGR257C
3021	OG0003021	XP_011328434.1	YNL035C
3022	OG0003022	XP_011328435.1	YPL028W
3023	OG0003023	XP_011328439.1	YHR122W
3024	OG0003024	XP_011328447.1	YEL012W
3025	OG0003025	XP_011328448.1	YBR176W
3026	OG0003026	XP_011328449.1	YBR217W
3027	OG0003027	XP_011328451.1	YDR052C
3028	OG0003028	XP_011328452.1	YER078C
3029	OG0003029	XP_011328455.1	YOL004W
3030	OG0003030	XP_011328461.1	YBR061C
3031	OG0003031	XP_011328462.1	YNL297C
3032	OG0003032	XP_011328463.1	YHL011C
3033	OG0003033	XP_011328468.1	YGL087C
3034	OG0003034	XP_011328479.1	YEL009C
3035	OG0003035	XP_011328481.1	YJR139C
3036	OG0003036	XP_011328482.1	YDL201W
3037	OG0003037	XP_011328483.1	YML104C
3038	OG0003038	XP_011328486.1	YLR377C
3039	OG0003039	XP_011328492.1	YNL288W
3040	OG0003040	XP_011328495.1	YOR043W
3041	OG0003041	XP_011328497.1	YLR208W
3042	OG0003042	XP_011328502.1	YML126C
3043	OG0003043	XP_011328505.1	YGL153W
3044	OG0003044	XP_011328506.1	YIL144W
3045	OG0003045	XP_011328507.1	YPL103C
3046	OG0003046	XP_011328509.1	YML095C
3047	OG0003047	XP_011328514.1	YBR004C
3048	OG0003048	XP_011328515.1	YPL006W
3049	OG0003049	XP_011328527.1	YGL256W
3050	OG0003050	XP_011328528.1	YER008C
3051	OG0003051	XP_011328532.1	YKL010C
3052	OG0003052	XP_011328535.1	YML110C
3053	OG0003053	XP_011328542.1	YER068W
3054	OG0003054	XP_011328546.1	YIL153W
3055	OG0003055	XP_011328555.1	YPL098C
3056	OG0003056	XP_011328557.1	YPL015C
3057	OG0003057	XP_011328558.1	YDR397C
3058	OG0003058	XP_011328572.1	YOR197W
3059	OG0003059	XP_011328583.1	YGL037C
3060	OG0003060	XP_011328594.1	YLR359W
3061	OG0003061	XP_011328616.1	YDR460W
3062	OG0003062	XP_011328621.1	YER170W
3063	OG0003063	XP_011328627.1	YPR125W
3064	OG0003064	XP_011328628.1	YJL036W
3065	OG0003065	XP_011328629.1	YNL238W
3066	OG0003066	XP_011328651.1	YOL138C
3067	OG0003067	XP_011328761.1	YOR056C
3068	OG0003068	XP_011328762.1	YHR072W-A
3069	OG0003069	XP_011328763.1	YOL052C
3070	OG0003070	XP_011328764.1	YIL003W
3071	OG0003071	XP_011328779.1	YPL029W
3072	OG0003072	XP_011328785.1	YLL048C
3073	OG0003073	XP_011328786.1	YLR378C
3074	OG0003074	XP_011328787.1	YOR274W
3075	OG0003075	XP_011328791.1	YGL112C
3076	OG0003076	XP_011328798.1	YCL004W
3077	OG0003077	XP_011328799.1	YML025C
3078	OG0003078	XP_011328800.1	YDR322W
3079	OG0003079	XP_011328804.1	YGL115W
3080	OG0003080	XP_011328805.1	YEL013W
3081	OG0003081	XP_011328806.1	YMR150C
3082	OG0003082	XP_011328810.1	YLL002W
3083	OG0003083	XP_011328819.1	YNL005C
3084	OG0003084	XP_011328820.1	YLR104W
3085	OG0003085	XP_011328821.1	YMR311C
3086	OG0003086	XP_011328825.1	YDR257C
3087	OG0003087	XP_011328829.1	YHL020C
3088	OG0003088	XP_011328833.1	YDL205C
3089	OG0003089	XP_011328835.1	YML064C
3090	OG0003090	XP_011328840.1	YJR057W
3091	OG0003091	XP_011328849.1	YPR088C
3092	OG0003092		YAL051W, YOR363C
3093	OG0003093		YDR213W, YLR228C
