	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
528	OG0000528	YML013W	augustus_masked-flattened_line_19-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.75&CDS=1-1608, augustus_masked-flattened_line_19-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.83&CDS=1-1608
529	OG0000529	YML014W	augustus_masked-flattened_line_82-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.17&CDS=1-858, augustus_masked-flattened_line_82-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.26&CDS=1-858
530	OG0000530	YML100W, YMR261C	snap_masked-flattened_line_56-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.26&CDS=1-3177
531	OG0000531	YML106W, YMR271C	augustus_masked-flattened_line_89-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.51&CDS=1-663
532	OG0000532	YMR036C	augustus_masked-flattened_line_16-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.29&CDS=1-2232, augustus_masked-flattened_line_16-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.90&CDS=1-2232
533	OG0000533	YMR055C	augustus_masked-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.69&CDS=1-948, augustus_masked-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.45&CDS=1-948
534	OG0000534	YMR058W	maker-flattened_line_0-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.2&CDS=1-3384, maker-flattened_line_0-augustus-gene-6.233-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.233&CDS=1-3384
535	OG0000535	YMR073C	augustus_masked-flattened_line_16-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.103&CDS=1-450, augustus_masked-flattened_line_16-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.20&CDS=1-450
536	OG0000536	YMR119W, YNL008C	maker-flattened_line_34-snap-gene-1.172-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.172&CDS=1-2268
537	OG0000537	YMR155W	augustus_masked-flattened_line_3-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.6&CDS=1-1521, augustus_masked-flattened_line_3-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.68&CDS=1-1521
538	OG0000538	YMR169C, YMR170C	augustus_masked-flattened_line_76-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.3&CDS=1-1503
539	OG0000539	YMR171C	augustus_masked-flattened_line_3-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.159&CDS=1-1464, augustus_masked-flattened_line_3-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.67&CDS=1-1464
540	OG0000540	YMR177W, YPL224C	snap_masked-flattened_line_14-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.31&CDS=1-1143
541	OG0000541	YMR182C, YPL230W	augustus_masked-flattened_line_125-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.13&CDS=1-1242
542	OG0000542	YMR183C, YPL232W	augustus_masked-flattened_line_36-processed-gene-1.228-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.228&CDS=1-852
543	OG0000543	YMR194W, YPL249C-A	augustus_masked-flattened_line_26-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.209&CDS=1-984
544	OG0000544	YMR199W, YPL256C	augustus_masked-flattened_line_68-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.84&CDS=1-1692
545	OG0000545	YMR220W	augustus_masked-flattened_line_3-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.152&CDS=1-1350, augustus_masked-flattened_line_3-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.74&CDS=1-1350
546	OG0000546	YMR230W, YOR293W	genemark-flattened_line_89-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.10&CDS=1-363
547	OG0000547	YMR237W, YOR299W	genemark-flattened_line_78-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.162&CDS=1-2163
548	OG0000548	YMR241W	augustus_masked-flattened_line_0-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.111&CDS=1-906, augustus_masked-flattened_line_0-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.88&CDS=1-906
549	OG0000549	YMR242C, YOR312C	augustus_masked-flattened_line_30-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.3&CDS=1-516
550	OG0000550	YMR253C, YPL264C	augustus_masked-flattened_line_17-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.10&CDS=1-1284
551	OG0000551	YMR289W	maker-flattened_line_0-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.0&CDS=1-1686, maker-flattened_line_0-augustus-gene-5.165-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.165&CDS=1-1686
552	OG0000552	YMR303C, YOL086C	augustus_masked-flattened_line_6-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.69&CDS=1-1044
553	OG0000553	YMR307W	augustus_masked-flattened_line_16-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.53&CDS=1-1623, augustus_masked-flattened_line_16-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.50&CDS=1-1623
554	OG0000554	YMR310C	augustus_masked-flattened_line_3-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.112&CDS=1-1119, augustus_masked-flattened_line_3-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.65&CDS=1-1119
555	OG0000555	YMR311C	augustus_masked-flattened_line_3-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.132&CDS=1-585, augustus_masked-flattened_line_3-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.90&CDS=1-585
556	OG0000556	YNL036W	augustus_masked-flattened_line_16-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.49&CDS=1-816, augustus_masked-flattened_line_16-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.54&CDS=1-816
557	OG0000557	YNL041C	augustus_masked-flattened_line_16-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.72&CDS=1-2334, augustus_masked-flattened_line_16-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.67&CDS=1-2334
558	OG0000558	YNL042W	augustus_masked-flattened_line_16-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.92&CDS=1-1551, augustus_masked-flattened_line_16-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.34&CDS=1-1551
559	OG0000559	YNL059C	augustus_masked-flattened_line_0-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.23&CDS=1-2313, augustus_masked-flattened_line_0-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.61&CDS=1-2313
560	OG0000560	YNL061W	augustus_masked-flattened_line_0-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.46&CDS=1-1848, augustus_masked-flattened_line_0-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.57&CDS=1-1848
561	OG0000561	YNL062C	augustus_masked-flattened_line_0-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.24&CDS=1-1386, augustus_masked-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.60&CDS=1-1386
562	OG0000562	YNL064C	augustus_masked-flattened_line_0-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.44&CDS=1-1218, augustus_masked-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.59&CDS=1-1218
563	OG0000563	YNL084C	augustus_masked-flattened_line_16-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.33&CDS=1-1128, augustus_masked-flattened_line_16-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.86&CDS=1-1128
564	OG0000564	YNL096C, YOR096W	augustus_masked-flattened_line_38-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.55&CDS=1-564
565	OG0000565	YNL106C, YOR109W	augustus_masked-flattened_line_36-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.25&CDS=1-3891
566	OG0000566	YNL108C, YOR110W	maker-flattened_line_36-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.113&CDS=1-1404
567	OG0000567	YNL115C	augustus_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.63&CDS=1-1653, augustus_masked-flattened_line_0-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.107&CDS=1-1653
568	OG0000568	YNL124W	augustus_masked-flattened_line_0-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.26&CDS=1-1758, snap_masked-flattened_line_0-processed-gene-3.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.153&CDS=1-1449
569	OG0000569	YNL129W	augustus_masked-flattened_line_0-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.43&CDS=1-714, augustus_masked-flattened_line_0-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.62&CDS=1-714
570	OG0000570	YNL137C	augustus_masked-flattened_line_0-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.47&CDS=1-2043, augustus_masked-flattened_line_0-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.56&CDS=1-2043
571	OG0000571	YNL138W	augustus_masked-flattened_line_0-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.45&CDS=1-1617, augustus_masked-flattened_line_0-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.58&CDS=1-1617
572	OG0000572	YNL206C	augustus_masked-flattened_line_0-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.66&CDS=1-1437, augustus_masked-flattened_line_0-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.104&CDS=1-1437
573	OG0000573	YNL211C	augustus_masked-flattened_line_0-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.70&CDS=1-252, augustus_masked-flattened_line_0-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.100&CDS=1-252
574	OG0000574	YNL212W	augustus_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.45&CDS=1-2430, augustus_masked-flattened_line_0-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.141&CDS=1-2430
575	OG0000575	YNL277W	maker-flattened_line_82-augustus-gene-0.107-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.107&CDS=1-2610, maker-flattened_line_82-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.111&CDS=1-2610
576	OG0000576	YNL301C, YOL120C	maker-flattened_line_4-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.34&CDS=1-2154
577	OG0000577	YNR013C	augustus_masked-flattened_line_16-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.105&CDS=1-2541, augustus_masked-flattened_line_16-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.18&CDS=1-2541
578	OG0000578	YNR016C	augustus_masked-flattened_line_3-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.54&CDS=1-9936, maker-flattened_line_3-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.4&CDS=1-9936
579	OG0000579	YOL026C	augustus_masked-flattened_line_0-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.34&CDS=1-408, augustus_masked-flattened_line_0-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.71&CDS=1-408
580	OG0000580	YOL038W	augustus_masked-flattened_line_0-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.32&CDS=1-750, augustus_masked-flattened_line_0-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.73&CDS=1-750
581	OG0000581	YOL041C	augustus_masked-flattened_line_16-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.68&CDS=1-1395, augustus_masked-flattened_line_16-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.71&CDS=1-1395
582	OG0000582	YOL058W	augustus_masked-flattened_line_3-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.38&CDS=1-1248, augustus_masked-flattened_line_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.23&CDS=1-1248
583	OG0000583	YOL075C	genemark-flattened_line_40-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.40&CDS=1-3795, maker-flattened_line_78-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.2&CDS=1-4602
584	OG0000584	YOL090W	augustus_masked-flattened_line_19-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.114&CDS=1-2985, snap_masked-flattened_line_19-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.32&CDS=1-2985
585	OG0000585	YOL102C	augustus_masked-flattened_line_0-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.89&CDS=1-648, augustus_masked-flattened_line_0-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.29&CDS=1-648
586	OG0000586	YOL125W	augustus_masked-flattened_line_3-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.137&CDS=1-1245, augustus_masked-flattened_line_3-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.20&CDS=1-1245
587	OG0000587	YOR005C	maker-flattened_line_0-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.4&CDS=1-4248, maker-flattened_line_0-augustus-gene-6.231-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.231&CDS=1-4248
588	OG0000588	YOR006C	augustus_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.64&CDS=1-1014, augustus_masked-flattened_line_0-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.50&CDS=1-1014
589	OG0000589	YOR007C	augustus_masked-flattened_line_0-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.66&CDS=1-1023, augustus_masked-flattened_line_0-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.48&CDS=1-1023
590	OG0000590	YOR021C	maker-flattened_line_0-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.3&CDS=1-2784, maker-flattened_line_0-augustus-gene-6.232-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.232&CDS=1-2784
591	OG0000591	YOR049C	augustus_masked-flattened_line_46-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.112&CDS=1-1281, genemark-flattened_line_17-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.80&CDS=1-1389
592	OG0000592	YOR069W	augustus_masked-flattened_line_19-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.52&CDS=1-1995, augustus_masked-flattened_line_19-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.110&CDS=1-1995
593	OG0000593	YOR078W	augustus_masked-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.111&CDS=1-645, augustus_masked-flattened_line_0-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.9&CDS=1-645
594	OG0000594	YOR079C	augustus_masked-flattened_line_0-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.90&CDS=1-894, augustus_masked-flattened_line_0-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.28&CDS=1-894
595	OG0000595	YOR080W	augustus_masked-flattened_line_0-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.112&CDS=1-2163, augustus_masked-flattened_line_0-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.8&CDS=1-2163
596	OG0000596	YOR116C	augustus_masked-flattened_line_19-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.62&CDS=1-4341, augustus_masked-flattened_line_19-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.100&CDS=1-4341
597	OG0000597	YOR117W	augustus_masked-flattened_line_19-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.61&CDS=1-1281, augustus_masked-flattened_line_19-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.101&CDS=1-1281
598	OG0000598	YOR126C	augustus_masked-flattened_line_1-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.132&CDS=1-795, augustus_masked-flattened_line_58-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.33&CDS=1-795
599	OG0000599	YOR136W	augustus_masked-flattened_line_0-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.116&CDS=1-1095, augustus_masked-flattened_line_0-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.83&CDS=1-1095
600	OG0000600	YOR149C	augustus_masked-flattened_line_0-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.113&CDS=1-1482, genemark-flattened_line_0-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.65&CDS=1-1482
601	OG0000601	YOR159C	augustus_masked-flattened_line_0-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.109&CDS=1-261, augustus_masked-flattened_line_0-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.90&CDS=1-261
602	OG0000602	YOR194C	augustus_masked-flattened_line_3-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.114&CDS=1-834, augustus_masked-flattened_line_3-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.63&CDS=1-834
603	OG0000603	YOR196C	augustus_masked-flattened_line_3-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.109&CDS=1-1194, augustus_masked-flattened_line_3-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.84&CDS=1-1194
604	OG0000604	YOR198C	augustus_masked-flattened_line_3-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.113&CDS=1-1398, augustus_masked-flattened_line_3-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.64&CDS=1-1398
605	OG0000605	YOR204W, YPL119C	maker-flattened_line_12-augustus-gene-2.94-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.94&CDS=1-3621
606	OG0000606	YOR208W	snap_masked-flattened_line_3-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.87&CDS=1-1884, snap_masked-flattened_line_3-processed-gene-4.224-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.224&CDS=1-1884
