	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034946_Ambrosiozyma_oregonensis
621	OG0000621	YBR103W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-3.23&CDS=1-1608
622	OG0000622	YBR105C	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.124&CDS=1-867
623	OG0000623	YBR106W	maker-NODE_36_length_143234_cov_69.1716_ID_71-augustus-gene-0.179-mRNA-1_1&gene=maker-NODE_36_length_143234_cov_69.1716_ID_71-augustus-gene-0.179&CDS=1-1656
624	OG0000624	YBR109C	maker-NODE_19_length_283276_cov_66.6713_ID_37-augustus-gene-1.252-mRNA-1_1&gene=maker-NODE_19_length_283276_cov_66.6713_ID_37-augustus-gene-1.252&CDS=1-450
625	OG0000625	YBR110W	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.33&CDS=1-1428
626	OG0000626	YBR111C	maker-NODE_17_length_334567_cov_67.8042_ID_33-snap-gene-2.126-mRNA-1_1&gene=maker-NODE_17_length_334567_cov_67.8042_ID_33-snap-gene-2.126&CDS=1-3027
627	OG0000627	YBR114W	snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.121&CDS=1-2664
628	OG0000628	YBR115C	snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.163&CDS=1-4170
629	OG0000629	YBR120C	snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.23&CDS=1-483
630	OG0000630	YBR121C	augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.96&CDS=1-2793
631	OG0000631	YBR122C	snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_37_length_142714_cov_69.3347_ID_73-processed-gene-0.135&CDS=1-549
632	OG0000632	YBR123C	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.119&CDS=1-1815
633	OG0000633	YBR125C	snap_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_51_length_80923_cov_113.927_ID_101-processed-gene-0.22&CDS=1-1326
634	OG0000634	YBR126C	maker-NODE_51_length_80923_cov_113.927_ID_101-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_51_length_80923_cov_113.927_ID_101-augustus-gene-0.97&CDS=1-2448
635	OG0000635	YBR127C	augustus_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.137&CDS=1-1497
636	OG0000636	YBR133C	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.37&CDS=1-2412
637	OG0000637	YBR135W	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.8&CDS=1-303
638	OG0000638	YBR136W	snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_43_length_119858_cov_67.8265_ID_85-processed-gene-0.9&CDS=1-7194
639	OG0000639	YBR141C	augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.128&CDS=1-1032
640	OG0000640	YBR142W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.65&CDS=1-2514
641	OG0000641	YBR143C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.82&CDS=1-1287
642	OG0000642	YBR146W	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.114&CDS=1-960
643	OG0000643	YBR149W	augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-0.102&CDS=1-930
644	OG0000644	YBR154C	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.130&CDS=1-642
645	OG0000645	YBR155W	snap_masked-NODE_78_length_27276_cov_78.4228_ID_155-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_78_length_27276_cov_78.4228_ID_155-processed-gene-0.20&CDS=1-1179
646	OG0000646	YBR156C	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.52&CDS=1-2760
647	OG0000647	YBR158W	maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-0.43&CDS=1-1554
648	OG0000648	YBR160W	maker-NODE_7_length_498213_cov_70.1258_ID_13-snap-gene-2.96-mRNA-1_1&gene=maker-NODE_7_length_498213_cov_70.1258_ID_13-snap-gene-2.96&CDS=1-1929
649	OG0000649	YBR162C	augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.40&CDS=1-1419
650	OG0000650	YBR162W-A	genemark-NODE_56_length_73519_cov_68.6095_ID_111-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_56_length_73519_cov_68.6095_ID_111-processed-gene-0.97&CDS=1-186
651	OG0000651	YBR163W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-2.93&CDS=1-1773
652	OG0000652	YBR164C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.53&CDS=1-549
653	OG0000653	YBR166C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-4.52&CDS=1-1323
654	OG0000654	YBR167C	augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-4.89&CDS=1-489
655	OG0000655	YBR170C	maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-2.101-mRNA-1_1&gene=maker-NODE_2_length_577604_cov_68.7021_ID_3-snap-gene-2.101&CDS=1-1698
656	OG0000656	YBR171W	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.91&CDS=1-675
657	OG0000657	YBR173C	maker-NODE_34_length_152273_cov_66.6081_ID_67-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_34_length_152273_cov_66.6081_ID_67-augustus-gene-0.85&CDS=1-441
658	OG0000658	YBR176W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.12&CDS=1-945
659	OG0000659	YBR179C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.148-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.148&CDS=1-2571
660	OG0000660	YBR185C	snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.68&CDS=1-837
661	OG0000661	YBR186W	snap_masked-NODE_59_length_61083_cov_90.0868_ID_117-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_59_length_61083_cov_90.0868_ID_117-processed-gene-0.32&CDS=1-1836
662	OG0000662	YBR187W	genemark-NODE_59_length_61083_cov_90.0868_ID_117-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_59_length_61083_cov_90.0868_ID_117-processed-gene-0.61&CDS=1-1023
663	OG0000663	YBR189W	maker-NODE_22_length_240944_cov_72.0822_ID_43-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_22_length_240944_cov_72.0822_ID_43-snap-gene-0.0&CDS=1-570
664	OG0000664	YBR192W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.49&CDS=1-1116
665	OG0000665	YBR193C	augustus_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.31&CDS=1-753
666	OG0000666	YBR196C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.110&CDS=1-1641
667	OG0000667	YBR198C	snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_7_length_498213_cov_70.1258_ID_13-processed-gene-3.108&CDS=1-2409
668	OG0000668	YBR200W	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.106&CDS=1-1815
669	OG0000669	YBR201W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.111&CDS=1-909
670	OG0000670	YBR202W	snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-1.201-mRNA-1_1&gene=snap_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-1.201&CDS=1-2472
671	OG0000671	YBR203W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-5.28&CDS=1-1740
672	OG0000672	YBR204C	snap_masked-NODE_68_length_43719_cov_63.5871_ID_135-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_68_length_43719_cov_63.5871_ID_135-processed-gene-0.33&CDS=1-2037
673	OG0000673	YBR208C	augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-4.197&CDS=1-5496
674	OG0000674	YBR212W	snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.115&CDS=1-1647
675	OG0000675	YBR213W	snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.159&CDS=1-822
676	OG0000676	YBR215W	augustus_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.60&CDS=1-1527
677	OG0000677	YBR217W	augustus_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.29&CDS=1-522
678	OG0000678	YBR218C	snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.137&CDS=1-3534
679	OG0000679	YBR220C	augustus_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.45&CDS=1-1854
680	OG0000680	YBR221C	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.67&CDS=1-1110
681	OG0000681	YBR223C	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.91&CDS=1-2046
682	OG0000682	YBR227C	genemark-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.72-mRNA-1_1&gene=genemark-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.72&CDS=1-1800
683	OG0000683	YBR228W	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.128&CDS=1-1041
684	OG0000684	YBR229C	genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.163-mRNA-1_1&gene=genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.163&CDS=1-2799
685	OG0000685	YBR231C	snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.17&CDS=1-933
686	OG0000686	YBR233W	snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.37&CDS=1-1479
687	OG0000687	YBR234C	snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_31_length_174477_cov_101.441_ID_61-processed-gene-0.142&CDS=1-1092
688	OG0000688	YBR235W	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-1.68&CDS=1-3777
689	OG0000689	YBR236C	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-2.66&CDS=1-1635
690	OG0000690	YBR239C	augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.37&CDS=1-1755
691	OG0000691	YBR243C	augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.41&CDS=1-1389
692	OG0000692	YBR246W	augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-1.36&CDS=1-1053
693	OG0000693	YBR247C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.124&CDS=1-1425
694	OG0000694	YBR248C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.103&CDS=1-1680
695	OG0000695	YBR249C	snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_50_length_86447_cov_77.602_ID_99-processed-gene-0.33&CDS=1-1089
696	OG0000696	YBR251W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.156&CDS=1-984
697	OG0000697	YBR254C	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.43&CDS=1-426
698	OG0000698	YBR255C-A	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.40&CDS=1-462
699	OG0000699	YBR255W	augustus_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-3.160&CDS=1-1884
700	OG0000700	YBR256C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.113&CDS=1-705
701	OG0000701	YBR257W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.71&CDS=1-870
702	OG0000702	YBR258C	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-2.53&CDS=1-462
703	OG0000703	YBR260C	snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.100&CDS=1-2034
704	OG0000704	YBR261C	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.121&CDS=1-729
705	OG0000705	YBR263W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.93&CDS=1-1482
706	OG0000706	YBR265W	snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.31&CDS=1-942
707	OG0000707	YBR267W	snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_25_length_206780_cov_70.5737_ID_49-processed-gene-0.64&CDS=1-1254
708	OG0000708	YBR268W	augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.222&CDS=1-288
709	OG0000709	YBR269C	augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.194&CDS=1-384
710	OG0000710	YBR271W	snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-1.86&CDS=1-1227
711	OG0000711	YBR272C	augustus_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.144&CDS=1-1434
712	OG0000712	YBR274W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.57&CDS=1-1653
713	OG0000713	YBR276C	snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_88_length_13037_cov_71.0584_ID_175-processed-gene-0.1&CDS=1-3612
714	OG0000714	YBR279W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-3.82&CDS=1-1221
715	OG0000715	YBR280C	snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.48&CDS=1-1572
716	OG0000716	YBR281C	snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.171&CDS=1-2727
717	OG0000717	YBR282W	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.121&CDS=1-444
718	OG0000718	YBR283C	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.97&CDS=1-1485
719	OG0000719	YBR287W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-4.73&CDS=1-1458
720	OG0000720	YBR288C	augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-2.138&CDS=1-1842
721	OG0000721	YBR289W	maker-NODE_52_length_78870_cov_78.7946_ID_103-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_52_length_78870_cov_78.7946_ID_103-snap-gene-0.104&CDS=1-3150
722	OG0000722	YBR291C	snap_masked-NODE_52_length_78870_cov_78.7946_ID_103-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_52_length_78870_cov_78.7946_ID_103-processed-gene-0.44&CDS=1-903
723	OG0000723	YCL001W	augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.176&CDS=1-558
724	OG0000724	YCL004W	snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.88&CDS=1-1440
725	OG0000725	YCL005W-A	maker-NODE_24_length_208480_cov_68.3436_ID_47-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_24_length_208480_cov_68.3436_ID_47-snap-gene-1.46&CDS=1-222
726	OG0000726	YCL008C	maker-NODE_24_length_208480_cov_68.3436_ID_47-snap-gene-1.47-mRNA-1_1&gene=maker-NODE_24_length_208480_cov_68.3436_ID_47-snap-gene-1.47&CDS=1-1143
727	OG0000727	YCL009C	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.53&CDS=1-903
728	OG0000728	YCL010C	maker-NODE_61_length_52752_cov_72.8796_ID_121-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_61_length_52752_cov_72.8796_ID_121-snap-gene-0.51&CDS=1-819
729	OG0000729	YCL014W	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-0.69&CDS=1-5661
730	OG0000730	YCL016C	augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-1.38&CDS=1-1224
731	OG0000731	YCL017C	snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.96&CDS=1-1425
732	OG0000732	YCL018W	snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.126&CDS=1-1092
733	OG0000733	YCL027W	augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-6.114&CDS=1-1512
734	OG0000734	YCL029C	snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.152&CDS=1-2514
735	OG0000735	YCL030C	snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.122&CDS=1-2556
736	OG0000736	YCL031C	augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-3.74&CDS=1-954
