	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
349	OG0000349	YML100W, YMR261C	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.127&CDS=1-2199
350	OG0000350	YML106W, YMR271C	genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_77_length_77390_cov_11.3037_ID_153-processed-gene-0.50&CDS=1-669
351	OG0000351	YML109W, YMR273C	genemark-NODE_243_length_13739_cov_11.4898_ID_485-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_243_length_13739_cov_11.4898_ID_485-processed-gene-0.4&CDS=1-3165
352	OG0000352	YML118W, YMR285C	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.62&CDS=1-1530
353	OG0000353	YML123C	maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-1.3&CDS=1-1767, maker-NODE_1_length_424910_cov_11.4403_ID_1-snap-gene-1.109-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-snap-gene-1.109&CDS=1-2319
354	OG0000354	YMR119W, YNL008C	genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.86&CDS=1-2391
355	OG0000355	YMR177W, YPL224C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.166&CDS=1-1383
356	OG0000356	YMR183C, YPL232W	genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.23&CDS=1-858
357	OG0000357	YMR194W, YPL249C-A	augustus_masked-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.52&CDS=1-309
358	OG0000358	YMR222C, YOR280C	maker-NODE_14_length_231766_cov_11.1265_ID_27-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_14_length_231766_cov_11.1265_ID_27-augustus-gene-0.106&CDS=1-750
359	OG0000359	YMR230W, YOR293W	snap_masked-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.87&CDS=1-339
360	OG0000360	YMR233W, YOR295W	maker-NODE_8_length_270071_cov_11.3361_ID_15-snap-gene-1.36-mRNA-1_1&gene=maker-NODE_8_length_270071_cov_11.3361_ID_15-snap-gene-1.36&CDS=1-795
361	OG0000361	YMR237W, YOR299W	genemark-NODE_56_length_99794_cov_11.0017_ID_111-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_56_length_99794_cov_11.0017_ID_111-processed-gene-0.88&CDS=1-2082
362	OG0000362	YMR242C, YOR312C	maker-NODE_7_length_273906_cov_11.6642_ID_13-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_7_length_273906_cov_11.6642_ID_13-snap-gene-0.141&CDS=1-513
363	OG0000363	YMR253C, YPL264C	genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_155_length_31338_cov_10.7597_ID_309-processed-gene-0.21&CDS=1-1401
364	OG0000364	YMR269W	genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-0.70&CDS=1-582, snap_masked-NODE_768_length_419_cov_0.888889_ID_1535-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_768_length_419_cov_0.888889_ID_1535-processed-gene-0.1&CDS=1-243
365	OG0000365	YMR318C	genemark-NODE_192_length_21431_cov_13.4539_ID_383-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_192_length_21431_cov_13.4539_ID_383-processed-gene-0.25&CDS=1-1077, genemark-NODE_59_length_97968_cov_11.3929_ID_117-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_59_length_97968_cov_11.3929_ID_117-processed-gene-0.21&CDS=1-1077
366	OG0000366	YNL087W, YOR086C	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.168&CDS=1-3747
367	OG0000367	YNL095C, YOR092W	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.120&CDS=1-1593
368	OG0000368	YNL096C, YOR096W	genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.57&CDS=1-579
369	OG0000369	YNL098C, YOR101W	genemark-NODE_110_length_52412_cov_11.5951_ID_219-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_110_length_52412_cov_11.5951_ID_219-processed-gene-0.48&CDS=1-543
370	OG0000370	YNL106C, YOR109W	maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.119-mRNA-1_1&gene=maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.119&CDS=1-3822
371	OG0000371	YNL108C, YOR110W	maker-NODE_1_length_424910_cov_11.4403_ID_1-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-snap-gene-0.6&CDS=1-849
372	OG0000372	YNL234W	genemark-NODE_109_length_53110_cov_12.1246_ID_217-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_109_length_53110_cov_12.1246_ID_217-processed-gene-0.62&CDS=1-486, maker-NODE_259_length_11458_cov_14.4222_ID_517-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_259_length_11458_cov_14.4222_ID_517-augustus-gene-0.9&CDS=1-939
373	OG0000373	YNL274C	augustus_masked-NODE_99_length_59690_cov_22.0025_ID_197-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_99_length_59690_cov_22.0025_ID_197-processed-gene-0.19&CDS=1-996, snap_masked-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.70&CDS=1-987
374	OG0000374	YNL283C, YOL105C	augustus_masked-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.69&CDS=1-1047
375	OG0000375	YNL293W, YOL112W	genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.99&CDS=1-2322
376	OG0000376	YNL299W, YOL115W	genemark-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_20_length_209916_cov_11.68_ID_39-processed-gene-1.32&CDS=1-2073
377	OG0000377	YNL301C, YOL120C	genemark-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.68&CDS=1-561
378	OG0000378	YNL302C, YOL121C	genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.12&CDS=1-438
379	OG0000379	YNR018W	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.154&CDS=1-591, genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_41_length_125786_cov_11.5009_ID_81-processed-gene-0.129&CDS=1-657
380	OG0000380	YNR055C	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.37&CDS=1-1632, snap_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.276-mRNA-1_1&gene=snap_masked-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.276&CDS=1-2025
381	OG0000381	YNR074C	genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.188&CDS=1-1119, genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.100&CDS=1-1128
382	OG0000382	YOL108C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.146&CDS=1-1377, genemark-NODE_259_length_11458_cov_14.4222_ID_517-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_259_length_11458_cov_14.4222_ID_517-processed-gene-0.11&CDS=1-447
383	OG0000383	YOL122C	augustus_masked-NODE_274_length_10213_cov_17.1211_ID_547-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_274_length_10213_cov_17.1211_ID_547-processed-gene-0.12&CDS=1-1686, genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.40&CDS=1-1920
384	OG0000384	YOL137W	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.41&CDS=1-1641, genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.73&CDS=1-1476
385	OG0000385	YOR049C	genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.110&CDS=1-975, genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_91_length_65902_cov_11.5626_ID_181-processed-gene-0.46&CDS=1-990
386	OG0000386	YOR059C	genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_36_length_135873_cov_11.6034_ID_71-processed-gene-0.96&CDS=1-1317, genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.100&CDS=1-1515
387	OG0000387	YOR061W	genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_28_length_151875_cov_11.5163_ID_55-processed-gene-0.144&CDS=1-1038, maker-NODE_89_length_67453_cov_12.474_ID_177-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_89_length_67453_cov_12.474_ID_177-snap-gene-0.2&CDS=1-1074
388	OG0000388	YOR120W	augustus_masked-NODE_80_length_75781_cov_11.369_ID_159-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_80_length_75781_cov_11.369_ID_159-processed-gene-0.40&CDS=1-906, genemark-NODE_192_length_21431_cov_13.4539_ID_383-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_192_length_21431_cov_13.4539_ID_383-processed-gene-0.28&CDS=1-930
389	OG0000389	YOR194C	genemark-NODE_174_length_25817_cov_12.1004_ID_347-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_174_length_25817_cov_12.1004_ID_347-processed-gene-0.35&CDS=1-936, snap_masked-NODE_90_length_67021_cov_12.7312_ID_179-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_90_length_67021_cov_12.7312_ID_179-processed-gene-0.76&CDS=1-1014
390	OG0000390	YOR226C, YPL135W	snap_masked-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_76_length_77784_cov_11.034_ID_151-processed-gene-0.46&CDS=1-543
391	OG0000391	YOR234C, YPL143W	genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.74&CDS=1-321
392	OG0000392	YOR237W, YPL145C	maker-NODE_44_length_123047_cov_11.5463_ID_87-augustus-gene-0.202-mRNA-1_1&gene=maker-NODE_44_length_123047_cov_11.5463_ID_87-augustus-gene-0.202&CDS=1-1104
393	OG0000393	YOR256C, YPL176C	genemark-NODE_87_length_67939_cov_11.8386_ID_173-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_87_length_67939_cov_11.8386_ID_173-processed-gene-0.113&CDS=1-2787
394	OG0000394	YOR296W	augustus_masked-NODE_104_length_57380_cov_11.9769_ID_207-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_104_length_57380_cov_11.9769_ID_207-processed-gene-0.41&CDS=1-2718, maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-1.156&CDS=1-3606
395	OG0000395	YOR359W	genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_35_length_136208_cov_11.4011_ID_69-processed-gene-0.59&CDS=1-2028, snap_masked-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.92&CDS=1-309
396	OG0000396	YOR390W, YPL279C	genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_21_length_195060_cov_11.2816_ID_41-processed-gene-0.151&CDS=1-1401
397	OG0000397	YPL092W	genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.15&CDS=1-1218, snap_masked-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.105&CDS=1-1257
398	OG0000398	YPL242C	genemark-NODE_261_length_11302_cov_11.9571_ID_521-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_261_length_11302_cov_11.9571_ID_521-processed-gene-0.4&CDS=1-4575, maker-NODE_15_length_231195_cov_11.3764_ID_29-snap-gene-1.12-mRNA-1_1&gene=maker-NODE_15_length_231195_cov_11.3764_ID_29-snap-gene-1.12&CDS=1-2379
399	OG0000399	YPR013C, YPR015C	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.58&CDS=1-981
400	OG0000400	YPR022C	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.58&CDS=1-2520, genemark-NODE_148_length_33221_cov_12.7995_ID_295-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_148_length_33221_cov_12.7995_ID_295-processed-gene-0.12&CDS=1-2724
401	OG0000401	YPR127W	augustus_masked-NODE_144_length_34656_cov_11.6243_ID_287-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_144_length_34656_cov_11.6243_ID_287-processed-gene-0.6&CDS=1-1002, genemark-NODE_253_length_12977_cov_14.818_ID_505-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_253_length_12977_cov_14.818_ID_505-processed-gene-0.15&CDS=1-999
402	OG0000402	YPR179C	augustus_masked-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.55&CDS=1-4455, genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.178-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.178&CDS=1-1065
403	OG0000403	YPR201W	genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_22_length_187272_cov_11.383_ID_43-processed-gene-0.87&CDS=1-1272, genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_50_length_107181_cov_11.4829_ID_99-processed-gene-0.69&CDS=1-1176
404	OG0000404		augustus_masked-NODE_126_length_44256_cov_12.2589_ID_251-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_126_length_44256_cov_12.2589_ID_251-processed-gene-0.18&CDS=1-2238, genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.212-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.212&CDS=1-2406, maker-NODE_30_length_147641_cov_11.6001_ID_59-augustus-gene-0.97-mRNA-1_1&gene=maker-NODE_30_length_147641_cov_11.6001_ID_59-augustus-gene-0.97&CDS=1-2805
405	OG0000405	YAL001C	genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-1.179&CDS=1-4137
406	OG0000406	YAL002W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.227-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.227&CDS=1-4896
407	OG0000407	YAL003W	genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.181&CDS=1-687
408	OG0000408	YAL009W	maker-NODE_2_length_326681_cov_11.449_ID_3-snap-gene-2.3-mRNA-1_1&gene=maker-NODE_2_length_326681_cov_11.449_ID_3-snap-gene-2.3&CDS=1-525
409	OG0000409	YAL010C	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.177-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.177&CDS=1-1230
410	OG0000410	YAL011W	maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.254-mRNA-1_1&gene=maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.254&CDS=1-1680
411	OG0000411	YAL012W	genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.54&CDS=1-1233
412	OG0000412	YAL013W	snap_masked-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.25&CDS=1-1296
413	OG0000413	YAL016W	genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-0.50&CDS=1-1848
414	OG0000414	YAL018C	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.149&CDS=1-804
415	OG0000415	YAL019W	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.95&CDS=1-3276
416	OG0000416	YAL020C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-1.88&CDS=1-1116
417	OG0000417	YAL021C	genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.224-mRNA-1_1&gene=genemark-NODE_23_length_186393_cov_11.231_ID_45-processed-gene-0.224&CDS=1-1788
418	OG0000418	YAL022C	genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_7_length_273906_cov_11.6642_ID_13-processed-gene-1.146&CDS=1-1416
419	OG0000419	YAL023C	genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.128&CDS=1-2214
420	OG0000420	YAL024C	augustus_masked-NODE_105_length_56663_cov_13.4377_ID_209-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_105_length_56663_cov_13.4377_ID_209-processed-gene-0.7&CDS=1-3885
421	OG0000421	YAL025C	augustus_masked-NODE_333_length_5476_cov_13.5071_ID_665-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_333_length_5476_cov_13.5071_ID_665-processed-gene-0.5&CDS=1-903
422	OG0000422	YAL026C	snap_masked-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.75&CDS=1-4065
423	OG0000423	YAL032C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.231-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.231&CDS=1-1293
424	OG0000424	YAL033W	genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_112_length_50345_cov_10.9217_ID_223-processed-gene-0.76&CDS=1-534
425	OG0000425	YAL034W-A	genemark-NODE_333_length_5476_cov_13.5071_ID_665-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_333_length_5476_cov_13.5071_ID_665-processed-gene-0.11&CDS=1-813
426	OG0000426	YAL035W	genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.116&CDS=1-3138
427	OG0000427	YAL036C	maker-NODE_97_length_62045_cov_11.7576_ID_193-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_97_length_62045_cov_11.7576_ID_193-snap-gene-0.81&CDS=1-1095
428	OG0000428	YAL038W	genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_48_length_109651_cov_11.3697_ID_95-processed-gene-0.207&CDS=1-1539
429	OG0000429	YAL041W	augustus_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.48&CDS=1-2691
430	OG0000430	YAL042W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-2.2-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-2.2&CDS=1-1167
431	OG0000431	YAL043C	maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-2.148-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-2.148&CDS=1-2235
432	OG0000432	YAL044C	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.218-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.218&CDS=1-612
433	OG0000433	YAL044W-A	genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_61_length_95655_cov_13.3228_ID_121-processed-gene-0.119&CDS=1-357
434	OG0000434	YAL046C	genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_63_length_91661_cov_11.196_ID_125-processed-gene-0.124&CDS=1-393
435	OG0000435	YAL048C	maker-NODE_243_length_13739_cov_11.4898_ID_485-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_243_length_13739_cov_11.4898_ID_485-augustus-gene-0.10&CDS=1-1920
436	OG0000436	YAL049C	genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.229-mRNA-1_1&gene=genemark-NODE_30_length_147641_cov_11.6001_ID_59-processed-gene-0.229&CDS=1-735
437	OG0000437	YAL053W	maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_241_length_13882_cov_13.3463_ID_481-augustus-gene-0.1&CDS=1-1887
438	OG0000438	YAL058W	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.175&CDS=1-1725
439	OG0000439	YAL060W	genemark-NODE_140_length_36739_cov_12.6419_ID_279-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_140_length_36739_cov_12.6419_ID_279-processed-gene-0.58&CDS=1-1080
440	OG0000440	YAL062W	genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_184_length_23573_cov_13.8357_ID_367-processed-gene-0.9&CDS=1-1365
441	OG0000441	YAR003W	snap_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-0.53&CDS=1-1401
442	OG0000442	YAR007C	maker-NODE_76_length_77784_cov_11.034_ID_151-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_76_length_77784_cov_11.034_ID_151-augustus-gene-0.13&CDS=1-1860
443	OG0000443	YAR008W	snap_masked-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_18_length_217989_cov_11.6202_ID_35-processed-gene-1.85&CDS=1-777
