	OrthologID	Metschnikowia_shivogae	Saccharomyces_cerevisiae
762	OG0000762	genemark-shi_s16-processed-gene-4.43-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.43&CDS=1-3189	YOL034W
763	OG0000763	maker-shi_s16-augustus-gene-4.185-mRNA-1_1&gene=maker-shi_s16-augustus-gene-4.185&CDS=1-426	YGL106W
764	OG0000764	maker-shi_s16-snap-gene-4.184-mRNA-1_1&gene=maker-shi_s16-snap-gene-4.184&CDS=1-3378	YNL001W
765	OG0000765	maker-shi_s16-snap-gene-4.183-mRNA-1_1&gene=maker-shi_s16-snap-gene-4.183&CDS=1-1422	YBR239C
766	OG0000766	genemark-shi_s16-processed-gene-4.18-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.18&CDS=1-2736	YJL187C
767	OG0000767	genemark-shi_s16-processed-gene-4.51-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.51&CDS=1-3939	YER008C
768	OG0000768	genemark-shi_s16-processed-gene-4.52-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.52&CDS=1-564	YBR171W
769	OG0000769	genemark-shi_s16-processed-gene-4.54-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.54&CDS=1-717	YPL051W
770	OG0000770	genemark-shi_s16-processed-gene-4.22-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.22&CDS=1-1401	YER081W
771	OG0000771	genemark-shi_s16-processed-gene-4.23-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.23&CDS=1-2880	YIL075C
772	OG0000772	genemark-shi_s16-processed-gene-4.26-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.26&CDS=1-1608	YER014W
773	OG0000773	augustus_masked-shi_s16-processed-gene-4.175-mRNA-1_1&gene=augustus_masked-shi_s16-processed-gene-4.175&CDS=1-1455	YGL143C
774	OG0000774	genemark-shi_s16-processed-gene-4.57-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.57&CDS=1-1266	YDR316W
775	OG0000775	genemark-shi_s16-processed-gene-4.28-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.28&CDS=1-1275	YDL097C
776	OG0000776	genemark-shi_s16-processed-gene-4.58-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.58&CDS=1-2340	YDL116W
777	OG0000777	genemark-shi_s16-processed-gene-4.30-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.30&CDS=1-4209	YDL112W
778	OG0000778	genemark-shi_s16-processed-gene-4.60-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.60&CDS=1-867	YDL111C
779	OG0000779	genemark-shi_s16-processed-gene-4.34-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.34&CDS=1-1308	YDL090C
780	OG0000780	genemark-shi_s16-processed-gene-4.62-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.62&CDS=1-378	YDL092W
781	OG0000781	genemark-shi_s16-processed-gene-4.36-mRNA-1_1&gene=genemark-shi_s16-processed-gene-4.36&CDS=1-1317	YMR155W
782	OG0000782	snap_masked-shi_s18-processed-gene-0.58-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-0.58&CDS=1-342	YER072W
783	OG0000783	genemark-shi_s18-processed-gene-0.19-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.19&CDS=1-4119	YOR291W
784	OG0000784	genemark-shi_s18-processed-gene-0.1-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.1&CDS=1-1719	YMR227C
785	OG0000785	genemark-shi_s18-processed-gene-0.3-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.3&CDS=1-696	YKL033W-A
786	OG0000786	augustus_masked-shi_s18-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-0.86&CDS=1-1674	YHL010C
787	OG0000787	genemark-shi_s18-processed-gene-0.5-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.5&CDS=1-4977	YMR229C
788	OG0000788	genemark-shi_s18-processed-gene-0.20-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.20&CDS=1-3891	YMR269W
789	OG0000789	genemark-shi_s18-processed-gene-0.6-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.6&CDS=1-2634	YMR268C
790	OG0000790	snap_masked-shi_s18-processed-gene-0.47-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-0.47&CDS=1-3258	YPL160W
791	OG0000791	genemark-shi_s18-processed-gene-0.8-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.8&CDS=1-774	YML105C
792	OG0000792	genemark-shi_s18-processed-gene-0.24-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.24&CDS=1-1131	YMR272C
793	OG0000793	snap_masked-shi_s18-processed-gene-0.67-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-0.67&CDS=1-804	YMR274C
794	OG0000794	genemark-shi_s18-processed-gene-0.10-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.10&CDS=1-2028	YDR234W
795	OG0000795	genemark-shi_s18-processed-gene-0.27-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.27&CDS=1-903	YCR016W
796	OG0000796	genemark-shi_s18-processed-gene-0.11-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.11&CDS=1-819	YCR015C
797	OG0000797	genemark-shi_s18-processed-gene-0.12-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.12&CDS=1-1686	YOR205C
798	OG0000798	genemark-shi_s18-processed-gene-0.14-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.14&CDS=1-1431	YOR046C
799	OG0000799	genemark-shi_s18-processed-gene-0.30-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.30&CDS=1-1014	YDR347W
800	OG0000800	genemark-shi_s18-processed-gene-0.33-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.33&CDS=1-165	YDR276C
801	OG0000801	genemark-shi_s18-processed-gene-0.36-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.36&CDS=1-318	YOR045W
802	OG0000802	genemark-shi_s18-processed-gene-0.16-mRNA-1_1&gene=genemark-shi_s18-processed-gene-0.16&CDS=1-1233	YMR235C
803	OG0000803	maker-shi_s18-augustus-gene-0.122-mRNA-1_1&gene=maker-shi_s18-augustus-gene-0.122&CDS=1-3183	YGL186C
804	OG0000804	snap_masked-shi_s18-processed-gene-1.48-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-1.48&CDS=1-4353	YLR425W
805	OG0000805	genemark-shi_s18-processed-gene-1.98-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.98&CDS=1-522	YKL190W
806	OG0000806	genemark-shi_s18-processed-gene-1.100-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.100&CDS=1-5643	YLR430W
807	OG0000807	genemark-shi_s18-processed-gene-1.120-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.120&CDS=1-1035	YML067C
808	OG0000808	genemark-shi_s18-processed-gene-1.121-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.121&CDS=1-1734	YHR150W
809	OG0000809	genemark-shi_s18-processed-gene-1.107-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.107&CDS=1-1569	YNR012W
810	OG0000810	genemark-shi_s18-processed-gene-1.108-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.108&CDS=1-1527	YDR111C
811	OG0000811	genemark-shi_s18-processed-gene-1.126-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.126&CDS=1-1794	YLR088W
812	OG0000812	genemark-shi_s18-processed-gene-1.110-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.110&CDS=1-825	YDR116C
813	OG0000813	genemark-shi_s18-processed-gene-1.129-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.129&CDS=1-1698	YDR117C
814	OG0000814	genemark-shi_s18-processed-gene-1.112-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.112&CDS=1-1497	YDR434W
815	OG0000815	genemark-shi_s18-processed-gene-1.130-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.130&CDS=1-3306	YER176W
816	OG0000816	snap_masked-shi_s18-processed-gene-1.85-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-1.85&CDS=1-1527	YBR127C
817	OG0000817	genemark-shi_s18-processed-gene-1.132-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.132&CDS=1-1107	YPR084W
818	OG0000818	genemark-shi_s18-processed-gene-1.115-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.115&CDS=1-1482	YPR083W
819	OG0000819	genemark-shi_s18-processed-gene-1.116-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.116&CDS=1-1164	YNL263C
820	OG0000820	genemark-shi_s18-processed-gene-1.117-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.117&CDS=1-8061	YNL262W
821	OG0000821	genemark-shi_s18-processed-gene-1.135-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.135&CDS=1-1068	YHR156C
822	OG0000822	genemark-shi_s18-processed-gene-1.118-mRNA-1_1&gene=genemark-shi_s18-processed-gene-1.118&CDS=1-426	YNL260C
823	OG0000823	augustus_masked-shi_s18-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-2.101&CDS=1-999	YLR017W
824	OG0000824	genemark-shi_s18-processed-gene-2.52-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.52&CDS=1-1629	YOR245C
825	OG0000825	genemark-shi_s18-processed-gene-2.48-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.48&CDS=1-2229	YLL004W
826	OG0000826	genemark-shi_s18-processed-gene-2.49-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.49&CDS=1-750	YJR024C
827	OG0000827	genemark-shi_s18-processed-gene-2.54-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.54&CDS=1-285	YJR022W
828	OG0000828	genemark-shi_s18-processed-gene-2.55-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.55&CDS=1-4230	YHR164C
829	OG0000829	genemark-shi_s18-processed-gene-2.69-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.69&CDS=1-2241	YLR207W
830	OG0000830	genemark-shi_s18-processed-gene-2.72-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.72&CDS=1-966	YPR176C
831	OG0000831	genemark-shi_s18-processed-gene-2.73-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.73&CDS=1-1974	YPR175W
832	OG0000832	genemark-shi_s18-processed-gene-2.58-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.58&CDS=1-498	YIR022W
833	OG0000833	genemark-shi_s18-processed-gene-2.59-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.59&CDS=1-732	YKL055C
834	OG0000834	genemark-shi_s18-processed-gene-2.60-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.60&CDS=1-1443	YDR221W
835	OG0000835	genemark-shi_s18-processed-gene-2.78-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.78&CDS=1-1287	YMR014W
836	OG0000836	genemark-shi_s18-processed-gene-2.61-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.61&CDS=1-1308	YOL125W
837	OG0000837	genemark-shi_s18-processed-gene-2.79-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.79&CDS=1-504	YKL056C
838	OG0000838	genemark-shi_s18-processed-gene-2.81-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.81&CDS=1-3471	YIL147C
839	OG0000839	augustus_masked-shi_s18-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-2.111&CDS=1-1605	YDR349C
840	OG0000840	genemark-shi_s18-processed-gene-2.82-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.82&CDS=1-1092	YML038C
841	OG0000841	snap_masked-shi_s18-processed-gene-2.15-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-2.15&CDS=1-2226	YDR164C
842	OG0000842	genemark-shi_s18-processed-gene-2.83-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.83&CDS=1-1278	YDR165W
843	OG0000843	genemark-shi_s18-processed-gene-2.84-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.84&CDS=1-2091	YLR114C
844	OG0000844	genemark-shi_s18-processed-gene-2.64-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.64&CDS=1-561	YLR109W
845	OG0000845	snap_masked-shi_s18-processed-gene-2.40-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-2.40&CDS=1-1629	YLR141W
846	OG0000846	genemark-shi_s18-processed-gene-2.87-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.87&CDS=1-453	YDR162C
847	OG0000847	genemark-shi_s18-processed-gene-2.66-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.66&CDS=1-696	YDR152W
848	OG0000848	genemark-shi_s18-processed-gene-2.91-mRNA-1_1&gene=genemark-shi_s18-processed-gene-2.91&CDS=1-2349	YLR222C
849	OG0000849	genemark-shi_s18-processed-gene-3.54-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.54&CDS=1-1434	YLR142W
850	OG0000850	augustus_masked-shi_s18-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-3.104&CDS=1-3129	YDR217C
851	OG0000851	genemark-shi_s18-processed-gene-3.86-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.86&CDS=1-2376	YLR223C
852	OG0000852	genemark-shi_s18-processed-gene-3.58-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.58&CDS=1-1644	YEL042W
853	OG0000853	genemark-shi_s18-processed-gene-3.62-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.62&CDS=1-678	YGL037C
854	OG0000854	genemark-shi_s18-processed-gene-3.87-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.87&CDS=1-2037	YGR145W
855	OG0000855	genemark-shi_s18-processed-gene-3.89-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.89&CDS=1-1389	YHR018C
856	OG0000856	genemark-shi_s18-processed-gene-3.90-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.90&CDS=1-1653	YHR019C
857	OG0000857	genemark-shi_s18-processed-gene-3.63-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.63&CDS=1-2058	YHR020W
858	OG0000858	genemark-shi_s18-processed-gene-3.91-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.91&CDS=1-888	YFR025C
859	OG0000859	genemark-shi_s18-processed-gene-3.64-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.64&CDS=1-1563	YCR024C
860	OG0000860	snap_masked-shi_s18-processed-gene-3.17-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-3.17&CDS=1-273	YEL020W-A
861	OG0000861	genemark-shi_s18-processed-gene-3.92-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.92&CDS=1-1998	YEL065W
862	OG0000862	genemark-shi_s18-processed-gene-3.69-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.69&CDS=1-1503	YOR329C
863	OG0000863	genemark-shi_s18-processed-gene-3.94-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.94&CDS=1-3330	YHL007C
864	OG0000864	genemark-shi_s18-processed-gene-3.70-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.70&CDS=1-246	YCL057C-A
865	OG0000865	genemark-shi_s18-processed-gene-3.71-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.71&CDS=1-1110	YCL055W
866	OG0000866	genemark-shi_s18-processed-gene-3.73-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.73&CDS=1-1428	YPL228W
867	OG0000867	genemark-shi_s18-processed-gene-3.74-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.74&CDS=1-945	YPL227C
868	OG0000868	genemark-shi_s18-processed-gene-3.76-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.76&CDS=1-1452	YFL018C
869	OG0000869	genemark-shi_s18-processed-gene-3.77-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.77&CDS=1-1488	YFL022C
870	OG0000870	genemark-shi_s18-processed-gene-3.79-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.79&CDS=1-657	YLR051C
871	OG0000871	maker-shi_s18-snap-gene-3.4-mRNA-1_1&gene=maker-shi_s18-snap-gene-3.4&CDS=1-4278	YGR054W
872	OG0000872	genemark-shi_s18-processed-gene-3.99-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.99&CDS=1-1239	YJL183W
873	OG0000873	genemark-shi_s18-processed-gene-3.100-mRNA-1_1&gene=genemark-shi_s18-processed-gene-3.100&CDS=1-969	YOL107W
874	OG0000874	genemark-shi_s18-processed-gene-4.57-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.57&CDS=1-2028	YMR137C
875	OG0000875	genemark-shi_s18-processed-gene-4.54-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.54&CDS=1-552	YMR138W
876	OG0000876	genemark-shi_s18-processed-gene-4.58-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.58&CDS=1-759	YGR033C
877	OG0000877	genemark-shi_s18-processed-gene-4.60-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.60&CDS=1-1626	YLR345W
878	OG0000878	genemark-shi_s18-processed-gene-4.61-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.61&CDS=1-312	YJL184W
879	OG0000879	genemark-shi_s18-processed-gene-4.86-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.86&CDS=1-360	YJL179W
880	OG0000880	genemark-shi_s18-processed-gene-4.62-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.62&CDS=1-1014	YJL180C
881	OG0000881	snap_masked-shi_s18-processed-gene-4.9-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-4.9&CDS=1-2367	YNL201C
882	OG0000882	genemark-shi_s18-processed-gene-4.87-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.87&CDS=1-651	YGR036C
883	OG0000883	genemark-shi_s18-processed-gene-4.88-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.88&CDS=1-2598	YLR347C
884	OG0000884	snap_masked-shi_s18-processed-gene-4.12-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-4.12&CDS=1-1383	YOL116W
885	OG0000885	genemark-shi_s18-processed-gene-4.90-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.90&CDS=1-1209	YPL154C
886	OG0000886	genemark-shi_s18-processed-gene-4.91-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.91&CDS=1-1506	YBR056W
887	OG0000887	genemark-shi_s18-processed-gene-4.68-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.68&CDS=1-3492	YDR291W
888	OG0000888	genemark-shi_s18-processed-gene-4.92-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.92&CDS=1-2013	YJR005W
889	OG0000889	genemark-shi_s18-processed-gene-4.93-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.93&CDS=1-906	YJR008W
890	OG0000890	genemark-shi_s18-processed-gene-4.69-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.69&CDS=1-900	YJR007W
891	OG0000891	genemark-shi_s18-processed-gene-4.70-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.70&CDS=1-1566	YOR161C
892	OG0000892	genemark-shi_s18-processed-gene-4.71-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.71&CDS=1-756	YHR012W
893	OG0000893	genemark-shi_s18-processed-gene-4.99-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.99&CDS=1-582	YDL165W
894	OG0000894	genemark-shi_s18-processed-gene-4.73-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.73&CDS=1-642	YDL166C
895	OG0000895	genemark-shi_s18-processed-gene-4.102-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.102&CDS=1-876	YLR205C
896	OG0000896	genemark-shi_s18-processed-gene-4.74-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.74&CDS=1-510	YLR193C
897	OG0000897	genemark-shi_s18-processed-gene-4.76-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.76&CDS=1-348	YLR200W
898	OG0000898	genemark-shi_s18-processed-gene-4.104-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.104&CDS=1-810	YLR201C
899	OG0000899	genemark-shi_s18-processed-gene-4.105-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.105&CDS=1-1011	YOR292C
900	OG0000900	genemark-shi_s18-processed-gene-4.79-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.79&CDS=1-2409	YLR045C
901	OG0000901	genemark-shi_s18-processed-gene-4.80-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.80&CDS=1-765	YGR207C
902	OG0000902	genemark-shi_s18-processed-gene-4.81-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.81&CDS=1-885	YGR205W
903	OG0000903	genemark-shi_s18-processed-gene-4.106-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.106&CDS=1-651	YJL001W
904	OG0000904	genemark-shi_s18-processed-gene-4.107-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.107&CDS=1-1419	YJL002C
905	OG0000905	genemark-shi_s18-processed-gene-4.85-mRNA-1_1&gene=genemark-shi_s18-processed-gene-4.85&CDS=1-186	YBR162W-A
906	OG0000906	genemark-shi_s18-processed-gene-5.47-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.47&CDS=1-11109	YPL231W
907	OG0000907	genemark-shi_s18-processed-gene-5.49-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.49&CDS=1-750	YLR150W
908	OG0000908	genemark-shi_s18-processed-gene-5.50-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.50&CDS=1-1371	YDR169C
909	OG0000909	genemark-shi_s18-processed-gene-5.51-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.51&CDS=1-2325	YBR202W
910	OG0000910	genemark-shi_s18-processed-gene-5.68-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.68&CDS=1-1713	YGR124W
911	OG0000911	genemark-shi_s18-processed-gene-5.54-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.54&CDS=1-828	YFR052W
912	OG0000912	genemark-shi_s18-processed-gene-5.69-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.69&CDS=1-795	YPL065W
913	OG0000913	genemark-shi_s18-processed-gene-5.55-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.55&CDS=1-1110	YDR173C
914	OG0000914	genemark-shi_s18-processed-gene-5.56-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.56&CDS=1-1293	YCL034W
915	OG0000915	genemark-shi_s18-processed-gene-5.74-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.74&CDS=1-444	YIL004C
916	OG0000916	genemark-shi_s18-processed-gene-5.58-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.58&CDS=1-906	YIL003W
917	OG0000917	genemark-shi_s18-processed-gene-5.75-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.75&CDS=1-627	YER002W
918	OG0000918	maker-shi_s18-augustus-gene-5.142-mRNA-1_1&gene=maker-shi_s18-augustus-gene-5.142&CDS=1-1779	YER003C
919	OG0000919	genemark-shi_s18-processed-gene-5.78-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.78&CDS=1-2100	YIL005W
920	OG0000920	genemark-shi_s18-processed-gene-5.60-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.60&CDS=1-3072	YKL210W
921	OG0000921	genemark-shi_s18-processed-gene-5.79-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.79&CDS=1-3549	YKL209C
922	OG0000922	augustus_masked-shi_s18-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-5.126&CDS=1-726	YOR352W
923	OG0000923	genemark-shi_s18-processed-gene-5.84-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.84&CDS=1-609	YJR073C
924	OG0000924	genemark-shi_s18-processed-gene-5.85-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.85&CDS=1-1041	YMR214W
925	OG0000925	genemark-shi_s18-processed-gene-5.64-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.64&CDS=1-1470	YMR211W
926	OG0000926	genemark-shi_s18-processed-gene-5.86-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.86&CDS=1-1332	YNR050C
927	OG0000927	genemark-shi_s18-processed-gene-5.65-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.65&CDS=1-549	YJR074W
928	OG0000928	genemark-shi_s18-processed-gene-5.66-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.66&CDS=1-2112	YKL135C
929	OG0000929	genemark-shi_s18-processed-gene-5.88-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.88&CDS=1-696	YOL135C
930	OG0000930	genemark-shi_s18-processed-gene-5.67-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.67&CDS=1-345	YOL133W
931	OG0000931	snap_masked-shi_s18-processed-gene-5.45-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-5.45&CDS=1-918	YNL316C
932	OG0000932	genemark-shi_s18-processed-gene-5.90-mRNA-1_1&gene=genemark-shi_s18-processed-gene-5.90&CDS=1-462	YIL065C
933	OG0000933	genemark-shi_s18-processed-gene-6.61-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.61&CDS=1-501	YKR065C
934	OG0000934	genemark-shi_s18-processed-gene-6.62-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.62&CDS=1-2940	YIL125W
935	OG0000935	genemark-shi_s18-processed-gene-6.93-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.93&CDS=1-861	YIL124W
936	OG0000936	genemark-shi_s18-processed-gene-6.94-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.94&CDS=1-315	YDR286C
937	OG0000937	genemark-shi_s18-processed-gene-6.69-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.69&CDS=1-1926	YDR208W
938	OG0000938	genemark-shi_s18-processed-gene-6.97-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.97&CDS=1-861	YDL001W
939	OG0000939	snap_masked-shi_s18-processed-gene-6.9-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-6.9&CDS=1-7536	YBL004W
940	OG0000940	snap_masked-shi_s18-processed-gene-6.37-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-6.37&CDS=1-357	YER134C
941	OG0000941	snap_masked-shi_s18-processed-gene-6.38-mRNA-1_1&gene=snap_masked-shi_s18-processed-gene-6.38&CDS=1-324	YKL124W
942	OG0000942	genemark-shi_s18-processed-gene-6.99-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.99&CDS=1-1584	YJR010W
943	OG0000943	augustus_masked-shi_s18-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-shi_s18-processed-gene-6.153&CDS=1-1569	YMR015C
944	OG0000944	genemark-shi_s18-processed-gene-6.73-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.73&CDS=1-2097	YLR002C
945	OG0000945	genemark-shi_s18-processed-gene-6.74-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.74&CDS=1-519	YHR193C
946	OG0000946	genemark-shi_s18-processed-gene-6.80-mRNA-1_1&gene=genemark-shi_s18-processed-gene-6.80&CDS=1-438	YHR191C
