	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
405	OG0000405	YNL025C	augustus_masked-scf7180000050169-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050169-processed-gene-0.3&CDS=1-744, augustus_masked-scf7180000050395-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050395-processed-gene-0.61&CDS=1-993
406	OG0000406	YNL026W	augustus_masked-scf7180000049553-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049553-processed-gene-0.1&CDS=1-588, augustus_masked-scf7180000050395-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050395-processed-gene-0.76&CDS=1-1350
407	OG0000407	YNL061W	augustus_masked-scf7180000050155-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050155-processed-gene-0.14&CDS=1-1476, snap_masked-scf7180000049700-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000049700-processed-gene-0.1&CDS=1-915
408	OG0000408	YNL098C, YOR101W	augustus_masked-scf7180000050299-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.85&CDS=1-1083
409	OG0000409	YNL215W	augustus_masked-scf7180000049693-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049693-processed-gene-0.11&CDS=1-927, augustus_masked-scf7180000049694-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049694-processed-gene-0.9&CDS=1-927
410	OG0000410	YNL283C, YOL105C	augustus_masked-scf7180000050318-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050318-processed-gene-0.11&CDS=1-1494
411	OG0000411	YNL301C, YOL120C	maker-scf7180000050319-augustus-gene-1.207-mRNA-1_1&gene=maker-scf7180000050319-augustus-gene-1.207&CDS=1-558
412	OG0000412	YNL302C, YOL121C	augustus_masked-scf7180000050322-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.6&CDS=1-432
413	OG0000413	YOL031C	augustus_masked-scf7180000049738-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049738-processed-gene-0.5&CDS=1-858, augustus_masked-scf7180000050382-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.152&CDS=1-1245
414	OG0000414	YOL040C	augustus_masked-scf7180000049721-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049721-processed-gene-0.6&CDS=1-426, augustus_masked-scf7180000050382-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.116&CDS=1-426
415	OG0000415	YOL123W	augustus_masked-scf7180000050319-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.135&CDS=1-1659, augustus_masked-scf7180000050322-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.30&CDS=1-1305
416	OG0000416	YOR011W	augustus_masked-scf7180000050320-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050320-processed-gene-0.84&CDS=1-4164, augustus_masked-scf7180000050382-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.139&CDS=1-4107
417	OG0000417	YOR138C	augustus_masked-scf7180000049724-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049724-processed-gene-0.2&CDS=1-1476, snap_masked-scf7180000050278-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000050278-processed-gene-0.14&CDS=1-1818
418	OG0000418	YOR162C, YOR172W	augustus_masked-scf7180000050354-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.127&CDS=1-2604
419	OG0000419	YOR181W	augustus_masked-scf7180000049685-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049685-processed-gene-0.0&CDS=1-1758, genemark-scf7180000050204-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000050204-processed-gene-0.8&CDS=1-1551
420	OG0000420	YOR226C, YPL135W	genemark-scf7180000050294-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000050294-processed-gene-0.91&CDS=1-453
421	OG0000421	YOR231W, YPL140C	maker-scf7180000050291-snap-gene-0.81-mRNA-1_1&gene=maker-scf7180000050291-snap-gene-0.81&CDS=1-4350
422	OG0000422	YOR234C, YPL143W	augustus_masked-scf7180000050291-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000050291-processed-gene-0.95&CDS=1-321
423	OG0000423	YOR267C	augustus_masked-scf7180000050348-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050348-processed-gene-0.60&CDS=1-1866, augustus_masked-scf7180000050387-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000050387-processed-gene-0.13&CDS=1-1674
424	OG0000424	YOR370C	augustus_masked-scf7180000049730-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049730-processed-gene-0.3&CDS=1-735, augustus_masked-scf7180000049933-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000049933-processed-gene-0.39&CDS=1-228
425	OG0000425	YOR389W, YPL277C	augustus_masked-scf7180000050302-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-0.59&CDS=1-1809
426	OG0000426	YOR390W, YPL279C	augustus_masked-scf7180000050202-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000050202-processed-gene-0.29&CDS=1-1071
427	OG0000427	YPL026C	augustus_masked-scf7180000050384-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-scf7180000050384-processed-gene-0.135&CDS=1-1278, snap_masked-scf7180000050374-processed-gene-0.139-mRNA-1_1&gene=snap_masked-scf7180000050374-processed-gene-0.139&CDS=1-1278
428	OG0000428	YPL120W	augustus_masked-scf7180000049479-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000049479-processed-gene-0.63&CDS=1-1503, augustus_masked-scf7180000049701-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049701-processed-gene-0.1&CDS=1-756
429	OG0000429	YPL130W	augustus_masked-scf7180000049493-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-0.2&CDS=1-495, augustus_masked-scf7180000050294-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.15&CDS=1-927
430	OG0000430	YPL148C	augustus_masked-scf7180000050294-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050294-processed-gene-0.31&CDS=1-483, snap_masked-scf7180000050114-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000050114-processed-gene-0.1&CDS=1-282
431	OG0000431	YPL255W	augustus_masked-scf7180000049891-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049891-processed-gene-0.1&CDS=1-285, augustus_masked-scf7180000050273-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.206&CDS=1-828
432	OG0000432	YPR013C, YPR015C	augustus_masked-scf7180000050304-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050304-processed-gene-0.58&CDS=1-1353
433	OG0000433	YPR057W	augustus_masked-scf7180000050203-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.22&CDS=1-807, snap_masked-scf7180000050313-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000050313-processed-gene-0.1&CDS=1-1077
434	OG0000434	YPR093C	augustus_masked-scf7180000049862-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049862-processed-gene-0.1&CDS=1-453, snap_masked-scf7180000050331-processed-gene-0.151-mRNA-1_1&gene=snap_masked-scf7180000050331-processed-gene-0.151&CDS=1-855
435	OG0000435	YPR155C	augustus_masked-scf7180000050238-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000050238-processed-gene-0.12&CDS=1-1074, snap_masked-scf7180000050238-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000050238-processed-gene-0.20&CDS=1-1782
436	OG0000436	YPR192W	augustus_masked-scf7180000049726-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049726-processed-gene-0.31&CDS=1-873, augustus_masked-scf7180000049740-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049740-processed-gene-0.4&CDS=1-873
437	OG0000437		genemark-scf7180000049433-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000049433-processed-gene-0.4&CDS=1-1155, genemark-scf7180000049725-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000049725-processed-gene-0.2&CDS=1-1074, maker-scf7180000050246-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000050246-augustus-gene-0.2&CDS=1-786
438	OG0000438	YAL002W	augustus_masked-scf7180000050273-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.241&CDS=1-4020
439	OG0000439	YAL003W	maker-scf7180000050400-augustus-gene-0.64-mRNA-1_1&gene=maker-scf7180000050400-augustus-gene-0.64&CDS=1-630
440	OG0000440	YAL008W	augustus_masked-scf7180000050382-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.97&CDS=1-597
441	OG0000441	YAL009W	augustus_masked-scf7180000050382-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.96&CDS=1-828
442	OG0000442	YAL010C	augustus_masked-scf7180000050382-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.129&CDS=1-1419
443	OG0000443	YAL011W	augustus_masked-scf7180000050382-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.95&CDS=1-2169
444	OG0000444	YAL012W	augustus_masked-scf7180000050382-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.94&CDS=1-1173
445	OG0000445	YAL013W	augustus_masked-scf7180000050382-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.93&CDS=1-1359
446	OG0000446	YAL014C	augustus_masked-scf7180000050382-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.89&CDS=1-798
447	OG0000447	YAL015C	augustus_masked-scf7180000050382-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.90&CDS=1-1326
448	OG0000448	YAL016W	augustus_masked-scf7180000050382-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.156&CDS=1-1848
449	OG0000449	YAL017W	augustus_masked-scf7180000050382-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.126&CDS=1-4053
450	OG0000450	YAL018C	augustus_masked-scf7180000050382-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.91&CDS=1-903
451	OG0000451	YAL019W	augustus_masked-scf7180000050382-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.128&CDS=1-3129
452	OG0000452	YAL020C	augustus_masked-scf7180000050382-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.92&CDS=1-1170
453	OG0000453	YAL021C	augustus_masked-scf7180000050382-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.125&CDS=1-2418
454	OG0000454	YAL023C	augustus_masked-scf7180000050382-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.119&CDS=1-2259
455	OG0000455	YAL025C	augustus_masked-scf7180000050382-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.120&CDS=1-912
456	OG0000456	YAL026C	augustus_masked-scf7180000050382-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.123&CDS=1-4026
457	OG0000457	YAL027W	augustus_masked-scf7180000050382-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.88&CDS=1-780
458	OG0000458	YAL028W	augustus_masked-scf7180000050382-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.87&CDS=1-1773
459	OG0000459	YAL031C	genemark-scf7180000050273-processed-gene-1.90-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.90&CDS=1-2775
460	OG0000460	YAL032C	snap_masked-scf7180000050273-processed-gene-1.185-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-1.185&CDS=1-1248
461	OG0000461	YAL033W	genemark-scf7180000050273-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.45&CDS=1-387
462	OG0000462	YAL034W-A	augustus_masked-scf7180000050273-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.238&CDS=1-795
463	OG0000463	YAL035W	augustus_masked-scf7180000050213-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000050213-processed-gene-0.80&CDS=1-2955
464	OG0000464	YAL036C	augustus_masked-scf7180000050273-processed-gene-1.279-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.279&CDS=1-1107
465	OG0000465	YAL038W	augustus_masked-scf7180000050273-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.236&CDS=1-1503
466	OG0000466	YAL039C	augustus_masked-scf7180000050273-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.278&CDS=1-846
467	OG0000467	YAL040C	augustus_masked-scf7180000050273-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.277&CDS=1-1518
468	OG0000468	YAL041W	augustus_masked-scf7180000050273-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.235&CDS=1-2454
469	OG0000469	YAL042W	augustus_masked-scf7180000050273-processed-gene-1.234-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.234&CDS=1-1260
470	OG0000470	YAL043C	augustus_masked-scf7180000050273-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.276&CDS=1-2430
471	OG0000471	YAL044C	augustus_masked-scf7180000050273-processed-gene-1.275-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.275&CDS=1-540
472	OG0000472	YAL044W-A	genemark-scf7180000050273-processed-gene-1.39-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.39&CDS=1-327
473	OG0000473	YAL049C	augustus_masked-scf7180000050374-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-scf7180000050374-processed-gene-0.178&CDS=1-747
474	OG0000474	YAL055W	augustus_masked-scf7180000049933-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000049933-processed-gene-0.37&CDS=1-495
475	OG0000475	YAR002C-A	augustus_masked-scf7180000050273-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.240&CDS=1-651
476	OG0000476	YAR002W	snap_masked-scf7180000050273-processed-gene-1.190-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-1.190&CDS=1-1743
477	OG0000477	YAR007C	augustus_masked-scf7180000050273-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.239&CDS=1-1860
478	OG0000478	YAR008W	augustus_masked-scf7180000050273-processed-gene-1.284-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.284&CDS=1-894
479	OG0000479	YAR014C	augustus_masked-scf7180000050319-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.80&CDS=1-2037
480	OG0000480	YAR018C	maker-scf7180000050319-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000050319-augustus-gene-0.41&CDS=1-4107
481	OG0000481	YAR035W	maker-scf7180000050314-snap-gene-0.74-mRNA-1_1&gene=maker-scf7180000050314-snap-gene-0.74&CDS=1-3036
482	OG0000482	YBL001C	augustus_masked-scf7180000050319-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.72&CDS=1-324
483	OG0000483	YBL004W	augustus_masked-scf7180000050319-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.54&CDS=1-7470
484	OG0000484	YBL007C	maker-scf7180000050360-augustus-gene-0.33-mRNA-1_1&gene=maker-scf7180000050360-augustus-gene-0.33&CDS=1-4053
485	OG0000485	YBL008W	augustus_masked-scf7180000050360-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050360-processed-gene-0.54&CDS=1-2568
486	OG0000486	YBL010C	snap_masked-scf7180000050360-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000050360-processed-gene-0.69&CDS=1-846
487	OG0000487	YBL011W	maker-scf7180000050360-augustus-gene-0.32-mRNA-1_1&gene=maker-scf7180000050360-augustus-gene-0.32&CDS=1-3081
488	OG0000488	YBL014C	snap_masked-scf7180000050360-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scf7180000050360-processed-gene-0.85&CDS=1-2772
489	OG0000489	YBL015W	augustus_masked-scf7180000050097-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.74&CDS=1-1578
490	OG0000490	YBL016W	augustus_masked-scf7180000050097-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.73&CDS=1-1056
491	OG0000491	YBL019W	augustus_masked-scf7180000050097-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.72&CDS=1-1584
492	OG0000492	YBL020W	augustus_masked-scf7180000050097-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.71&CDS=1-1665
493	OG0000493	YBL021C	augustus_masked-scf7180000050097-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.104&CDS=1-537
494	OG0000494	YBL022C	augustus_masked-scf7180000050097-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.103&CDS=1-3435
495	OG0000495	YBL023C	augustus_masked-scf7180000050097-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000050097-processed-gene-0.102&CDS=1-2613
496	OG0000496	YBL024W	augustus_masked-scf7180000050393-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050393-processed-gene-0.30&CDS=1-2076
497	OG0000497	YBL025W	augustus_masked-scf7180000050393-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050393-processed-gene-0.31&CDS=1-579
498	OG0000498	YBL026W	maker-scf7180000050097-augustus-gene-0.136-mRNA-1_1&gene=maker-scf7180000050097-augustus-gene-0.136&CDS=1-285
499	OG0000499	YBL028C	augustus_masked-scf7180000050203-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.14&CDS=1-330
500	OG0000500	YBL029C-A	snap_masked-scf7180000050203-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000050203-processed-gene-0.65&CDS=1-249
501	OG0000501	YBL029W	augustus_masked-scf7180000050203-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.44&CDS=1-1002
502	OG0000502	YBL030C	augustus_masked-scf7180000050372-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scf7180000050372-processed-gene-0.64&CDS=1-912
503	OG0000503	YBL031W	augustus_masked-scf7180000050203-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.45&CDS=1-726
504	OG0000504	YBL032W	augustus_masked-scf7180000050203-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.46&CDS=1-963
505	OG0000505	YBL033C	augustus_masked-scf7180000050203-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.15&CDS=1-927
506	OG0000506	YBL034C	snap_masked-scf7180000050203-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000050203-processed-gene-0.67&CDS=1-4608
507	OG0000507	YBL035C	augustus_masked-scf7180000050203-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.17&CDS=1-2046
508	OG0000508	YBL036C	augustus_masked-scf7180000050372-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000050372-processed-gene-0.65&CDS=1-747
509	OG0000509	YBL037W	snap_masked-scf7180000050203-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000050203-processed-gene-0.99&CDS=1-3027
510	OG0000510	YBL038W	augustus_masked-scf7180000050203-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050203-processed-gene-0.48&CDS=1-669
511	OG0000511	YBL040C	augustus_masked-scf7180000050197-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050197-processed-gene-0.53&CDS=1-654
512	OG0000512	YBL041W	augustus_masked-scf7180000050197-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000050197-processed-gene-0.76&CDS=1-726
513	OG0000513	YBL042C	augustus_masked-scf7180000050197-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050197-processed-gene-0.54&CDS=1-1827
514	OG0000514	YBL043W	snap_masked-scf7180000050197-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000050197-processed-gene-0.30&CDS=1-471
515	OG0000515	YBL045C	augustus_masked-scf7180000050373-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000050373-processed-gene-0.0&CDS=1-1374
516	OG0000516	YBL046W	snap_masked-scf7180000050373-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000050373-processed-gene-0.29&CDS=1-1044
517	OG0000517	YBL050W	maker-scf7180000050373-augustus-gene-0.44-mRNA-1_1&gene=maker-scf7180000050373-augustus-gene-0.44&CDS=1-876
518	OG0000518	YBL051C	augustus_masked-scf7180000050211-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000050211-processed-gene-0.75&CDS=1-1695
