	OrthologID	Saccharomyces_cerevisiae	Sporopachydermia_quercuum
557	OG0000557	YOR246C	-processed-gene-3.51-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.51&CDS=1-1005, -processed-gene-9.41-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-9.41&CDS=1-1008
558	OG0000558	YOR256C, YPL176C	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-1.69&CDS=1-2580
559	OG0000559	YOR270C	-processed-gene-13.17-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-13.17&CDS=1-2529, -snap-gene-2.30-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-2.30&CDS=1-2685
560	OG0000560	YOR307C	-processed-gene-13.59-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.59&CDS=1-1272, -processed-gene-7.35-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.35&CDS=1-1179
561	OG0000561	YOR390W, YPL279C	-processed-gene-12.14-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.14&CDS=1-1248
562	OG0000562	YPL088W	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-1.14&CDS=1-1050, -processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-1.37&CDS=1-1020
563	OG0000563	YPL174C	-processed-gene-1.70-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-1.70&CDS=1-3444, -processed-gene-2.57-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-2.57&CDS=1-705
564	OG0000564	YPL259C	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-5.62&CDS=1-1452, -processed-gene-8.90-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.90&CDS=1-1308
565	OG0000565	YPR003C	-processed-gene-14.50-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.50&CDS=1-2706, -processed-gene-18.101-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-18.101&CDS=1-2721
566	OG0000566	YPR075C	-processed-gene-17.57-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-17.57&CDS=1-1356, -processed-gene-7.125-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.125&CDS=1-1056
567	OG0000567	YPR159W	-processed-gene-7.24-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-7.24&CDS=1-2232, -processed-gene-8.66-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.66&CDS=1-1962
568	OG0000568	YAL001C	-processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.46&CDS=1-4710
569	OG0000569	YAL002W	-augustus-gene-6.107-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-augustus-gene-6.107&CDS=1-5028
570	OG0000570	YAL003W	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-4.53&CDS=1-636
571	OG0000571	YAL009W	-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.112&CDS=1-1263
572	OG0000572	YAL010C	-augustus-gene-15.46-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-augustus-gene-15.46&CDS=1-1281
573	OG0000573	YAL011W	-processed-gene-11.95-mRNA-1_1&gene=genemark-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.95&CDS=1-3840
574	OG0000574	YAL013W	-processed-gene-3.78-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-3.78&CDS=1-1656
575	OG0000575	YAL014C	-snap-gene-17.4-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-17.4&CDS=1-870
576	OG0000576	YAL016W	-snap-gene-6.80-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-6.80&CDS=1-2268
577	OG0000577	YAL019W	-processed-gene-10.84-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.84&CDS=1-2841
578	OG0000578	YAL020C	-processed-gene-14.49-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.49&CDS=1-1338
579	OG0000579	YAL021C	-processed-gene-6.29-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.29&CDS=1-2208
580	OG0000580	YAL022C	-processed-gene-6.14-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.14&CDS=1-1560
581	OG0000581	YAL024C	-processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-4.61&CDS=1-3486
582	OG0000582	YAL025C	-processed-gene-4.31-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-4.31&CDS=1-942
583	OG0000583	YAL026C	-processed-gene-4.32-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-4.32&CDS=1-4146
584	OG0000584	YAL027W	-processed-gene-17.67-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-17.67&CDS=1-711
585	OG0000585	YAL032C	-snap-gene-12.2-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-12.2&CDS=1-1518
586	OG0000586	YAL033W	-processed-gene-12.26-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-12.26&CDS=1-594
587	OG0000587	YAL034W-A	-processed-gene-9.57-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-9.57&CDS=1-882
588	OG0000588	YAL035W	-processed-gene-5.35-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.35&CDS=1-2994
589	OG0000589	YAL036C	-snap-gene-5.109-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-5.109&CDS=1-1107
590	OG0000590	YAL039C	-processed-gene-1.97-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-1.97&CDS=1-792
591	OG0000591	YAL041W	-processed-gene-9.59-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-9.59&CDS=1-3615
592	OG0000592	YAL042W	-processed-gene-9.26-mRNA-1_1&gene=genemark-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-9.26&CDS=1-1179
593	OG0000593	YAL043C	-snap-gene-4.89-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-4.89&CDS=1-2430
594	OG0000594	YAL044C	-processed-gene-13.122-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.122&CDS=1-534
595	OG0000595	YAL044W-A	-processed-gene-13.147-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.147&CDS=1-336
596	OG0000596	YAL046C	-processed-gene-11.66-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-11.66&CDS=1-435
597	OG0000597	YAL048C	-augustus-gene-11.38-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-augustus-gene-11.38&CDS=1-1929
598	OG0000598	YAL049C	-processed-gene-17.60-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-17.60&CDS=1-723
599	OG0000599	YAL058W	-processed-gene-6.37-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-6.37&CDS=1-1770
600	OG0000600	YAL060W	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-8.59&CDS=1-1188
601	OG0000601	YAL061W	-processed-gene-13.63-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.63&CDS=1-1125
602	OG0000602	YAR002W	-processed-gene-6.61-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.61&CDS=1-1482
603	OG0000603	YAR003W	-processed-gene-6.59-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-6.59&CDS=1-1557
604	OG0000604	YAR007C	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-1.52&CDS=1-1794
605	OG0000605	YAR008W	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-1.22&CDS=1-798
606	OG0000606	YAR014C	-snap-gene-1.64-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-1.64&CDS=1-927
607	OG0000607	YAR015W	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-3.60&CDS=1-948
608	OG0000608	YAR018C	-processed-gene-3.44-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-3.44&CDS=1-1935
609	OG0000609	YBL001C	-snap-gene-5.0-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-5.0&CDS=1-321
610	OG0000610	YBL004W	-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-5.68&CDS=1-8016
611	OG0000611	YBL007C	-snap-gene-8.86-mRNA-1_1&gene=maker-gi|1002316344|dbj|BCGN01000009.1|-snap-gene-8.86&CDS=1-3519
612	OG0000612	YBL011W	-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-9.15&CDS=1-2247
613	OG0000613	YBL013W	-processed-gene-8.57-mRNA-1_1&gene=genemark-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-8.57&CDS=1-1335
614	OG0000614	YBL014C	-processed-gene-15.101-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-15.101&CDS=1-3213
615	OG0000615	YBL015W	-processed-gene-13.99-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-13.99&CDS=1-1563
616	OG0000616	YBL018C	-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.23&CDS=1-612
617	OG0000617	YBL019W	-snap-gene-5.110-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-5.110&CDS=1-1794
618	OG0000618	YBL020W	-processed-gene-9.47-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-9.47&CDS=1-1632
619	OG0000619	YBL021C	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-5.80&CDS=1-573
620	OG0000620	YBL022C	-processed-gene-4.54-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-4.54&CDS=1-3543
621	OG0000621	YBL023C	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-4.53&CDS=1-2511
622	OG0000622	YBL024W	-processed-gene-4.52-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-4.52&CDS=1-2235
623	OG0000623	YBL026W	-snap-gene-4.100-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-4.100&CDS=1-288
624	OG0000624	YBL029C-A	-snap-gene-9.40-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-9.40&CDS=1-213
625	OG0000625	YBL029W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-0.40&CDS=1-1221
626	OG0000626	YBL033C	-processed-gene-18.39-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-18.39&CDS=1-1134
627	OG0000627	YBL034C	-processed-gene-22.100-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-22.100&CDS=1-4740
628	OG0000628	YBL035C	-processed-gene-8.110-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.110&CDS=1-2112
629	OG0000629	YBL036C	-processed-gene-8.109-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.109&CDS=1-780
630	OG0000630	YBL037W	-snap-gene-8.123-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-8.123&CDS=1-2919
631	OG0000631	YBL038W	-processed-gene-11.47-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.47&CDS=1-723
632	OG0000632	YBL039C	-processed-gene-5.50-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.50&CDS=1-1728
633	OG0000633	YBL041W	-processed-gene-4.54-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-4.54&CDS=1-708
634	OG0000634	YBL047C	-processed-gene-1.6-mRNA-1_1&gene=genemark-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-1.6&CDS=1-5655
635	OG0000635	YBL049W	-snap-gene-9.16-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-9.16&CDS=1-342
636	OG0000636	YBL050W	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-1.39&CDS=1-873
637	OG0000637	YBL051C	-processed-gene-10.39-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.39&CDS=1-2700
638	OG0000638	YBL054W	-processed-gene-6.73-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-6.73&CDS=1-1062
639	OG0000639	YBL055C	-processed-gene-13.113-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.113&CDS=1-1080
640	OG0000640	YBL057C	-processed-gene-12.72-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.72&CDS=1-558
641	OG0000641	YBL058W	-processed-gene-12.53-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.53&CDS=1-1176
642	OG0000642	YBL059C-A	-processed-gene-6.87-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-6.87&CDS=1-330
643	OG0000643	YBL061C	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.23&CDS=1-1905
644	OG0000644	YBL063W	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.11&CDS=1-3510
645	OG0000645	YBL071W-A	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-0.92&CDS=1-237
646	OG0000646	YBL074C	-processed-gene-13.81-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.81&CDS=1-1203
647	OG0000647	YBL076C	-processed-gene-13.79-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.79&CDS=1-3276
648	OG0000648	YBL078C	-snap-gene-13.112-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-13.112&CDS=1-372
649	OG0000649	YBL080C	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-1.14&CDS=1-1608
650	OG0000650	YBL082C	-snap-gene-15.16-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-15.16&CDS=1-1290
651	OG0000651	YBL084C	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-0.33&CDS=1-2091
652	OG0000652	YBL086C	-processed-gene-0.105-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-0.105&CDS=1-1158
653	OG0000653	YBL088C	-snap-gene-11.51-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-11.51&CDS=1-9585
654	OG0000654	YBL090W	-processed-gene-11.6-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-11.6&CDS=1-561
655	OG0000655	YBL091C	-processed-gene-12.52-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.52&CDS=1-1314
656	OG0000656	YBL092W	-processed-gene-14.43-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-14.43&CDS=1-393
657	OG0000657	YBL093C	-processed-gene-9.101-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-9.101&CDS=1-621
658	OG0000658	YBL095W	-processed-gene-13.3-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-13.3&CDS=1-918
659	OG0000659	YBL098W	-processed-gene-13.2-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-13.2&CDS=1-1422
660	OG0000660	YBL099W	-snap-gene-13.90-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-13.90&CDS=1-1638
661	OG0000661	YBL103C	-processed-gene-8.88-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-8.88&CDS=1-1797
662	OG0000662	YBL104C	-snap-gene-3.39-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-3.39&CDS=1-3138
663	OG0000663	YBL105C	-processed-gene-4.39-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-4.39&CDS=1-2526
664	OG0000664	YBR002C	-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-2.25&CDS=1-807
665	OG0000665	YBR003W	-processed-gene-2.41-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-2.41&CDS=1-1491
666	OG0000666	YBR004C	-processed-gene-5.10-mRNA-1_1&gene=genemark-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-5.10&CDS=1-1413
667	OG0000667	YBR006W	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-3.72&CDS=1-1491
668	OG0000668	YBR007C	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-1.76&CDS=1-1758
669	OG0000669	YBR011C	-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.38&CDS=1-852
670	OG0000670	YBR017C	-processed-gene-1.29-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-1.29&CDS=1-2901
671	OG0000671	YBR018C	-processed-gene-19.109-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-19.109&CDS=1-1074
672	OG0000672	YBR022W	-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-9.19&CDS=1-483
673	OG0000673	YBR023C	-processed-gene-4.112-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-4.112&CDS=1-3726
674	OG0000674	YBR025C	-snap-gene-7.46-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-7.46&CDS=1-1182
675	OG0000675	YBR026C	-processed-gene-7.15-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-7.15&CDS=1-1215
676	OG0000676	YBR028C	-processed-gene-9.66-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-9.66&CDS=1-1764
677	OG0000677	YBR029C	-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-14.21&CDS=1-1317
678	OG0000678	YBR030W	-processed-gene-8.90-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-8.90&CDS=1-1614
679	OG0000679	YBR034C	-processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-4.87&CDS=1-1047
680	OG0000680	YBR035C	-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-12.114&CDS=1-729
681	OG0000681	YBR037C	-processed-gene-7.102-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-7.102&CDS=1-942
682	OG0000682	YBR039W	-processed-gene-12.28-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-12.28&CDS=1-891
683	OG0000683	YBR041W	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-5.66&CDS=1-1941
684	OG0000684	YBR046C	-processed-gene-5.40-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.40&CDS=1-1005
685	OG0000685	YBR047W	-processed-gene-10.79-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-10.79&CDS=1-513
686	OG0000686	YBR055C	-processed-gene-19.46-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.46&CDS=1-2757
687	OG0000687	YBR058C	-processed-gene-12.74-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-12.74&CDS=1-2334
688	OG0000688	YBR060C	-processed-gene-10.99-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.99&CDS=1-1488
689	OG0000689	YBR061C	-processed-gene-16.48-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.48&CDS=1-918
690	OG0000690	YBR062C	-processed-gene-16.47-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.47&CDS=1-522
691	OG0000691	YBR065C	-processed-gene-16.46-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-16.46&CDS=1-1077
692	OG0000692	YBR070C	-snap-gene-12.99-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-12.99&CDS=1-678
693	OG0000693	YBR072W	-processed-gene-3.62-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.62&CDS=1-618
694	OG0000694	YBR074W	-processed-gene-17.89-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-17.89&CDS=1-3204
695	OG0000695	YBR078W	-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-1.12&CDS=1-1209
696	OG0000696	YBR079C	-snap-gene-1.35-mRNA-1_1&gene=maker-gi|1002316341|dbj|BCGN01000012.1|-snap-gene-1.35&CDS=1-3498
697	OG0000697	YBR080C	-processed-gene-10.94-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-10.94&CDS=1-2421
698	OG0000698	YBR081C	-processed-gene-12.52-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-12.52&CDS=1-3834
699	OG0000699	YBR083W	-processed-gene-3.53-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.53&CDS=1-3111
700	OG0000700	YBR085W	-processed-gene-8.76-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-8.76&CDS=1-909
701	OG0000701	YBR086C	-processed-gene-8.94-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.94&CDS=1-2091
702	OG0000702	YBR087W	-snap-gene-11.23-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-11.23&CDS=1-1065
703	OG0000703	YBR088C	-snap-gene-11.18-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-11.18&CDS=1-771
704	OG0000704	YBR091C	-snap-gene-11.24-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-11.24&CDS=1-345
705	OG0000705	YBR094W	-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.129&CDS=1-2208
706	OG0000706	YBR095C	-processed-gene-11.69-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.69&CDS=1-1215
707	OG0000707	YBR097W	-processed-gene-2.129-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.129&CDS=1-4953
708	OG0000708	YBR101C	-processed-gene-2.127-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-2.127&CDS=1-852
709	OG0000709	YBR102C	-processed-gene-12.12-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-12.12&CDS=1-2784
710	OG0000710	YBR103W	-snap-gene-12.103-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-12.103&CDS=1-1941
711	OG0000711	YBR106W	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-3.63&CDS=1-564
712	OG0000712	YBR109C	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.68&CDS=1-447
713	OG0000713	YBR110W	-processed-gene-6.18-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.18&CDS=1-1419
714	OG0000714	YBR111W-A	-processed-gene-6.19-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-6.19&CDS=1-282
