	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
1463	OG0001463	YFR019W	maker-flattened_line_106-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.2&CDS=1-7110
1464	OG0001464	YFR021W	maker-flattened_line_50-snap-gene-0.224-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.224&CDS=1-3129
1465	OG0001465	YFR024C-A	maker-flattened_line_50-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.76&CDS=1-1305
1466	OG0001466	YFR025C	augustus_masked-flattened_line_72-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.18&CDS=1-954
1467	OG0001467	YFR027W	augustus_masked-flattened_line_34-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.20&CDS=1-1047
1468	OG0001468	YFR028C	augustus_masked-flattened_line_4-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.146&CDS=1-1776
1469	OG0001469	YFR029W	augustus_masked-flattened_line_10-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.44&CDS=1-3096
1470	OG0001470	YFR030W	augustus_masked-flattened_line_6-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.139&CDS=1-3177
1471	OG0001471	YFR031C	augustus_masked-flattened_line_42-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.198&CDS=1-3531
1472	OG0001472	YFR038W	augustus_masked-flattened_line_20-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.32&CDS=1-2838
1473	OG0001473	YFR041C	augustus_masked-flattened_line_0-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.1&CDS=1-969
1474	OG0001474	YFR044C	augustus_masked-flattened_line_2-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.111&CDS=1-1428
1475	OG0001475	YFR047C	augustus_masked-flattened_line_36-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.9&CDS=1-924
1476	OG0001476	YFR048W	augustus_masked-flattened_line_28-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.174&CDS=1-2238
1477	OG0001477	YFR049W	maker-flattened_line_2-augustus-gene-1.160-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-1.160&CDS=1-339
1478	OG0001478	YFR050C	augustus_masked-flattened_line_52-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.34&CDS=1-780
1479	OG0001479	YFR051C	augustus_masked-flattened_line_0-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.151&CDS=1-1671
1480	OG0001480	YFR052W	augustus_masked-flattened_line_46-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.59&CDS=1-804
1481	OG0001481	YGL001C	augustus_masked-flattened_line_30-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.205&CDS=1-1095
1482	OG0001482	YGL003C	genemark-flattened_line_6-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.20&CDS=1-2205
1483	OG0001483	YGL009C	augustus_masked-flattened_line_102-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.24&CDS=1-2313
1484	OG0001484	YGL010W	maker-flattened_line_120-augustus-gene-0.87-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.87&CDS=1-579
1485	OG0001485	YGL011C	augustus_masked-flattened_line_0-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.29&CDS=1-735
1486	OG0001486	YGL012W	augustus_masked-flattened_line_2-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.36&CDS=1-1443
1487	OG0001487	YGL016W	augustus_masked-flattened_line_0-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.19&CDS=1-3183
1488	OG0001488	YGL017W	augustus_masked-flattened_line_2-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.140&CDS=1-1857
1489	OG0001489	YGL018C	augustus_masked-flattened_line_80-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.37&CDS=1-678
1490	OG0001490	YGL019W	augustus_masked-flattened_line_6-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.19&CDS=1-876
1491	OG0001491	YGL022W	augustus_masked-flattened_line_44-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.226&CDS=1-2280
1492	OG0001492	YGL026C	augustus_masked-flattened_line_42-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.170&CDS=1-2109
1493	OG0001493	YGL027C	augustus_masked-flattened_line_16-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.88&CDS=1-2529
1494	OG0001494	YGL028C	genemark-flattened_line_132-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.34&CDS=1-1845
1495	OG0001495	YGL033W	augustus_masked-flattened_line_16-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.89&CDS=1-675
1496	OG0001496	YGL037C	maker-flattened_line_18-augustus-gene-0.74-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.74&CDS=1-729
1497	OG0001497	YGL040C	augustus_masked-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.12&CDS=1-1026
1498	OG0001498	YGL043W	augustus_masked-flattened_line_72-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.14&CDS=1-918
1499	OG0001499	YGL045W	maker-flattened_line_2-augustus-gene-2.91-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.91&CDS=1-2196
1500	OG0001500	YGL047W	augustus_masked-flattened_line_98-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.103&CDS=1-570
1501	OG0001501	YGL048C	maker-flattened_line_102-augustus-gene-0.51-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.51&CDS=1-1200
1502	OG0001502	YGL050W	augustus_masked-flattened_line_146-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.55&CDS=1-954
1503	OG0001503	YGL055W	augustus_masked-flattened_line_12-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.38&CDS=1-1446
1504	OG0001504	YGL058W	augustus_masked-flattened_line_8-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.26&CDS=1-453
1505	OG0001505	YGL059W	augustus_masked-flattened_line_0-processed-gene-7.154-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.154&CDS=1-1686
1506	OG0001506	YGL064C	augustus_masked-flattened_line_2-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.27&CDS=1-1875
1507	OG0001507	YGL065C	maker-flattened_line_18-snap-gene-2.137-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.137&CDS=1-1371
1508	OG0001508	YGL067W	augustus_masked-flattened_line_118-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.84&CDS=1-1797
1509	OG0001509	YGL068W	augustus_masked-flattened_line_4-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.152&CDS=1-513
1510	OG0001510	YGL070C	maker-flattened_line_4-augustus-gene-5.71-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.71&CDS=1-339
1511	OG0001511	YGL073W	augustus_masked-flattened_line_62-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.195&CDS=1-2364
1512	OG0001512	YGL077C	augustus_masked-flattened_line_20-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.88&CDS=1-1551
1513	OG0001513	YGL078C	augustus_masked-flattened_line_58-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.21&CDS=1-1560
1514	OG0001514	YGL079W	augustus_masked-flattened_line_0-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.146&CDS=1-633
1515	OG0001515	YGL080W	genemark-flattened_line_0-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.18&CDS=1-378
1516	OG0001516	YGL083W	augustus_masked-flattened_line_108-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.9&CDS=1-2727
1517	OG0001517	YGL084C	augustus_masked-flattened_line_22-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.8&CDS=1-1725
1518	OG0001518	YGL085W	augustus_masked-flattened_line_22-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.4&CDS=1-672
1519	OG0001519	YGL086W	maker-flattened_line_18-augustus-gene-1.115-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.115&CDS=1-2217
1520	OG0001520	YGL087C	maker-flattened_line_22-augustus-gene-1.116-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.116&CDS=1-417
1521	OG0001521	YGL091C	augustus_masked-flattened_line_0-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.122&CDS=1-1014
1522	OG0001522	YGL093W	augustus_masked-flattened_line_16-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.142&CDS=1-4401
1523	OG0001523	YGL094C	maker-flattened_line_16-augustus-gene-2.63-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-2.63&CDS=1-3237
1524	OG0001524	YGL095C	augustus_masked-flattened_line_16-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.138&CDS=1-1755
1525	OG0001525	YGL097W	augustus_masked-flattened_line_8-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.107&CDS=1-2007
1526	OG0001526	YGL099W	augustus_masked-flattened_line_2-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.3&CDS=1-2148
1527	OG0001527	YGL100W	maker-flattened_line_0-augustus-gene-1.82-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.82&CDS=1-1098
1528	OG0001528	YGL103W	augustus_masked-flattened_line_0-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.110&CDS=1-447
1529	OG0001529	YGL105W	augustus_masked-flattened_line_0-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.115&CDS=1-1089
1530	OG0001530	YGL110C	augustus_masked-flattened_line_0-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.128&CDS=1-1968
1531	OG0001531	YGL111W	augustus_masked-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.113&CDS=1-1305
1532	OG0001532	YGL112C	augustus_masked-flattened_line_122-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.12&CDS=1-1425
1533	OG0001533	YGL114W	augustus_masked-flattened_line_22-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.45&CDS=1-2190
1534	OG0001534	YGL115W	augustus_masked-flattened_line_44-processed-gene-0.272-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.272&CDS=1-975
1535	OG0001535	YGL119W	augustus_masked-flattened_line_0-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.40&CDS=1-1623
1536	OG0001536	YGL122C	augustus_masked-flattened_line_0-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.35&CDS=1-1788
1537	OG0001537	YGL123W	augustus_masked-flattened_line_42-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.179&CDS=1-774
1538	OG0001538	YGL124C	augustus_masked-flattened_line_14-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.35&CDS=1-1917
1539	OG0001539	YGL125W	augustus_masked-flattened_line_28-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.81&CDS=1-1770
1540	OG0001540	YGL126W	augustus_masked-flattened_line_4-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.10&CDS=1-822
1541	OG0001541	YGL129C	augustus_masked-flattened_line_22-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.26&CDS=1-1383
1542	OG0001542	YGL130W	augustus_masked-flattened_line_56-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.172&CDS=1-1212
1543	OG0001543	YGL131C	augustus_masked-flattened_line_2-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.100&CDS=1-5496
1544	OG0001544	YGL136C	maker-flattened_line_2-augustus-gene-3.48-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.48&CDS=1-969
1545	OG0001545	YGL137W	maker-flattened_line_2-augustus-gene-3.49-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.49&CDS=1-2619
1546	OG0001546	YGL140C	genemark-flattened_line_58-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.223&CDS=1-3522
1547	OG0001547	YGL141W	augustus_masked-flattened_line_52-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.52&CDS=1-3192
1548	OG0001548	YGL142C	genemark-flattened_line_86-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.139&CDS=1-1542
1549	OG0001549	YGL143C	maker-flattened_line_86-augustus-gene-0.190-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.190&CDS=1-2832
1550	OG0001550	YGL148W	augustus_masked-flattened_line_64-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.42&CDS=1-1140
1551	OG0001551	YGL150C	maker-flattened_line_72-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.67&CDS=1-4326
1552	OG0001552	YGL151W	maker-flattened_line_72-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_72-augustus-gene-0.68&CDS=1-2853
1553	OG0001553	YGL153W	augustus_masked-flattened_line_72-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.21&CDS=1-996
1554	OG0001554	YGL154C	augustus_masked-flattened_line_72-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.41&CDS=1-2367
1555	OG0001555	YGL155W	augustus_masked-flattened_line_72-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.20&CDS=1-1182
1556	OG0001556	YGL156W	augustus_masked-flattened_line_16-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.100&CDS=1-3513
1557	OG0001557	YGL159W	augustus_masked-flattened_line_18-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.23&CDS=1-1050
1558	OG0001558	YGL161C	augustus_masked-flattened_line_66-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.196&CDS=1-915
1559	OG0001559	YGL164C	augustus_masked-flattened_line_2-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.63&CDS=1-1605
1560	OG0001560	YGL166W	snap_masked-flattened_line_2-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.0&CDS=1-861
1561	OG0001561	YGL167C	augustus_masked-flattened_line_84-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.181&CDS=1-2793
1562	OG0001562	YGL169W	augustus_masked-flattened_line_54-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.16&CDS=1-1173
1563	OG0001563	YGL171W	augustus_masked-flattened_line_62-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.219&CDS=1-1713
1564	OG0001564	YGL172W	augustus_masked-flattened_line_0-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.21&CDS=1-1503
1565	OG0001565	YGL173C	augustus_masked-flattened_line_0-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.41&CDS=1-4560
1566	OG0001566	YGL174W	augustus_masked-flattened_line_0-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.42&CDS=1-1032
1567	OG0001567	YGL180W	augustus_masked-flattened_line_2-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.112&CDS=1-3075
1568	OG0001568	YGL183C	augustus_masked-flattened_line_2-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.95&CDS=1-651
1569	OG0001569	YGL187C	snap_masked-flattened_line_122-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.80&CDS=1-513
1570	OG0001570	YGL190C	augustus_masked-flattened_line_60-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.182&CDS=1-1416
1571	OG0001571	YGL191W	augustus_masked-flattened_line_24-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.190&CDS=1-426
1572	OG0001572	YGL192W	augustus_masked-flattened_line_12-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.101&CDS=1-1593
1573	OG0001573	YGL194C	augustus_masked-flattened_line_8-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.34&CDS=1-1371
1574	OG0001574	YGL195W	augustus_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.143&CDS=1-8127
1575	OG0001575	YGL196W	augustus_masked-flattened_line_38-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.253&CDS=1-1302
1576	OG0001576	YGL198W	augustus_masked-flattened_line_62-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.174&CDS=1-873
1577	OG0001577	YGL200C	augustus_masked-flattened_line_146-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.53&CDS=1-627
1578	OG0001578	YGL201C	augustus_masked-flattened_line_62-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.216&CDS=1-2841
1579	OG0001579	YGL202W	maker-flattened_line_6-snap-gene-2.98-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.98&CDS=1-3183
1580	OG0001580	YGL203C	augustus_masked-flattened_line_30-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.203&CDS=1-2151
1581	OG0001581	YGL205W	augustus_masked-flattened_line_16-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.94&CDS=1-2145
1582	OG0001582	YGL206C	augustus_masked-flattened_line_12-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.95&CDS=1-4980
1583	OG0001583	YGL207W	genemark-flattened_line_32-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.84&CDS=1-3096
1584	OG0001584	YGL209W	augustus_masked-flattened_line_22-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.78&CDS=1-1038
1585	OG0001585	YGL211W	augustus_masked-flattened_line_10-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.68&CDS=1-1179
1586	OG0001586	YGL212W	augustus_masked-flattened_line_4-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.39&CDS=1-1014
1587	OG0001587	YGL213C	maker-flattened_line_14-snap-gene-1.5-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.5&CDS=1-933
1588	OG0001588	YGL215W	augustus_masked-flattened_line_2-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.138&CDS=1-1593
1589	OG0001589	YGL216W	snap_masked-flattened_line_2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.8&CDS=1-2790
1590	OG0001590	YGL220W	maker-flattened_line_20-augustus-gene-2.147-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.147&CDS=1-264
1591	OG0001591	YGL221C	maker-flattened_line_20-augustus-gene-2.150-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.150&CDS=1-867
1592	OG0001592	YGL224C	augustus_masked-flattened_line_0-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.131&CDS=1-759
1593	OG0001593	YGL225W	augustus_masked-flattened_line_36-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.48&CDS=1-1071
1594	OG0001594	YGL231C	augustus_masked-flattened_line_62-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.221&CDS=1-555
