	OrthologID	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
553	OG0000553	snap_masked-NC_016449.1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.76&CDS=1-912	YCR015C
554	OG0000554	snap_masked-NC_016449.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.56&CDS=1-798	YCR016W
555	OG0000555	snap_masked-NC_016449.1-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.77&CDS=1-2886	YCR017C
556	OG0000556	snap_masked-NC_016449.1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.78&CDS=1-2118	YEL011W
557	OG0000557	snap_masked-NC_016449.1-processed-gene-7.79-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.79&CDS=1-618	YEL012W
558	OG0000558	snap_masked-NC_016449.1-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.80&CDS=1-207	YCR020W-B
559	OG0000559	snap_masked-NC_016449.1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.59&CDS=1-285	YCR020C-A
560	OG0000560	snap_masked-NC_016449.1-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.81&CDS=1-1038	YCR019W
561	OG0000561	snap_masked-NC_016449.1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.82&CDS=1-1704	YEL013W
562	OG0000562	snap_masked-NC_016449.1-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.83&CDS=1-1728	YEL015W
563	OG0000563	snap_masked-NC_016449.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.84&CDS=1-921	YEL017W
564	OG0000564	snap_masked-NC_016449.1-processed-gene-7.85-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.85&CDS=1-726	YEL018W
565	OG0000565	snap_masked-NC_016449.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.61&CDS=1-792	YEL019C
566	OG0000566	maker-NC_016449.1-augustus-gene-7.48-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-7.48&CDS=1-3018	YEL020C
567	OG0000567	snap_masked-NC_016449.1-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.87&CDS=1-261	YEL020W-A
568	OG0000568	snap_masked-NC_016449.1-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.88&CDS=1-795	YEL021W
569	OG0000569	snap_masked-NC_016449.1-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.89&CDS=1-4200	YEL022W
570	OG0000570	snap_masked-NC_016449.1-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.66&CDS=1-1176	YJR032W
571	OG0000571	snap_masked-NC_016449.1-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.90&CDS=1-3987	YJR033C
572	OG0000572	snap_masked-NC_016449.1-processed-gene-7.67-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.67&CDS=1-303	YJR034W
573	OG0000573	snap_masked-NC_016449.1-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.68&CDS=1-3111	YJR035W
574	OG0000574	snap_masked-NC_016449.1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.69&CDS=1-2061	YEL023C
575	OG0000575	snap_masked-NC_016449.1-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.91&CDS=1-636	YEL024W
576	OG0000576	snap_masked-NC_016449.1-processed-gene-7.92-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.92&CDS=1-2511	YJR036C
577	OG0000577	augustus_masked-NC_016449.1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-7.114&CDS=1-6210	YJR039W
578	OG0000578	augustus_masked-NC_016449.1-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-7.132&CDS=1-381	YEL026W
579	OG0000579	augustus_masked-NC_016449.1-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-7.115&CDS=1-2259	YJR040W
580	OG0000580	snap_masked-NC_016449.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.93&CDS=1-3411	YJR041C
581	OG0000581	snap_masked-NC_016449.1-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.73&CDS=1-2160	YJR042W
582	OG0000582	snap_masked-NC_016449.1-processed-gene-7.94-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.94&CDS=1-480	YEL027W
583	OG0000583	snap_masked-NC_016449.1-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.95&CDS=1-1185	YJR043C
584	OG0000584	snap_masked-NC_016449.1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.80&CDS=1-810	YEL029C
585	OG0000585	augustus_masked-NC_016449.1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.43&CDS=1-1794	YML088W
586	OG0000586	snap_masked-NC_016449.1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.102&CDS=1-1587	YML086C
587	OG0000587	augustus_masked-NC_016449.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.63&CDS=1-1341	YML085C
588	OG0000588	snap_masked-NC_016449.1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.104&CDS=1-1716	YML123C
589	OG0000589	maker-NC_016449.1-augustus-gene-8.125-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-8.125&CDS=1-1974	YHR190W
590	OG0000590	snap_masked-NC_016449.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.84&CDS=1-897	YML121W
591	OG0000591	snap_masked-NC_016449.1-processed-gene-8.85-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.85&CDS=1-987	YDL209C
592	OG0000592	snap_masked-NC_016449.1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.109&CDS=1-1695	YDR243C
593	OG0000593	snap_masked-NC_016449.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.86&CDS=1-1719	YDR244W
594	OG0000594	snap_masked-NC_016449.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.87&CDS=1-996	YDR245W
595	OG0000595	snap_masked-NC_016449.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.88&CDS=1-3786	YPL016W
596	OG0000596	augustus_masked-NC_016449.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.68&CDS=1-2904	YPL022W
597	OG0000597	snap_masked-NC_016449.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.89&CDS=1-1917	YPL023C
598	OG0000598	augustus_masked-NC_016449.1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.69&CDS=1-699	YPL024W
599	OG0000599	maker-NC_016449.1-snap-gene-8.127-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-8.127&CDS=1-681	YDR246W
600	OG0000600	augustus_masked-NC_016449.1-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.70&CDS=1-4455	YDR464W
601	OG0000601	snap_masked-NC_016449.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.114&CDS=1-1686	YDR463W
602	OG0000602	augustus_masked-NC_016449.1-processed-gene-8.72-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.72&CDS=1-1122	YML038C
603	OG0000603	snap_masked-NC_016449.1-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.116&CDS=1-450	YDR462W
604	OG0000604	snap_masked-NC_016449.1-processed-gene-8.92-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.92&CDS=1-804	YGR152C
605	OG0000605	snap_masked-NC_016449.1-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.117&CDS=1-1281	YGL038C
606	OG0000606	snap_masked-NC_016449.1-processed-gene-8.118-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.118&CDS=1-675	YGL037C
607	OG0000607	augustus_masked-NC_016449.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-8.54&CDS=1-2610	YGL036W
608	OG0000608	snap_masked-NC_016449.1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.94&CDS=1-3648	YGR145W
609	OG0000609	snap_masked-NC_016449.1-processed-gene-8.97-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.97&CDS=1-702	YGL033W
610	OG0000610	snap_masked-NC_016449.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.121&CDS=1-654	YGR147C
611	OG0000611	snap_masked-NC_016449.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.98&CDS=1-318	YGL030W
612	OG0000612	snap_masked-NC_016449.1-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.99&CDS=1-1284	YGR149W
613	OG0000613	snap_masked-NC_016449.1-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.123&CDS=1-2571	YGR150C
614	OG0000614	snap_masked-NC_016449.1-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-8.100&CDS=1-345	YGL029W
615	OG0000615	snap_masked-NC_016449.1-processed-gene-9.96-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.96&CDS=1-2421	YGL027C
616	OG0000616	snap_masked-NC_016449.1-processed-gene-9.98-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.98&CDS=1-1371	YBL014C
617	OG0000617	snap_masked-NC_016449.1-processed-gene-9.99-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.99&CDS=1-2115	YGL026C
618	OG0000618	snap_masked-NC_016449.1-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.100&CDS=1-999	YGL025C
619	OG0000619	snap_masked-NC_016449.1-processed-gene-9.94-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.94&CDS=1-1107	YBL013W
620	OG0000620	augustus_masked-NC_016449.1-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.55&CDS=1-2052	YGL023C
621	OG0000621	snap_masked-NC_016449.1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.103&CDS=1-2289	YGL022W
622	OG0000622	genemark-NC_016449.1-processed-gene-9.32-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-9.32&CDS=1-948	YLR316C
623	OG0000623	augustus_masked-NC_016449.1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.58&CDS=1-2550	YLR318W
624	OG0000624	snap_masked-NC_016449.1-processed-gene-9.127-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.127&CDS=1-2223	YLR319C
625	OG0000625	augustus_masked-NC_016449.1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.59&CDS=1-4344	YLR320W
626	OG0000626	snap_masked-NC_016449.1-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.128&CDS=1-1479	YGR002C
627	OG0000627	augustus_masked-NC_016449.1-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.60&CDS=1-2208	YGR003W
628	OG0000628	snap_masked-NC_016449.1-processed-gene-9.129-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.129&CDS=1-756	YLR323C
629	OG0000629	snap_masked-NC_016449.1-processed-gene-9.108-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.108&CDS=1-1614	YLR324W
630	OG0000630	maker-NC_016449.1-snap-gene-9.147-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-9.147&CDS=1-1491	YGR005C
631	OG0000631	snap_masked-NC_016449.1-processed-gene-9.109-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.109&CDS=1-510	YGR006W
632	OG0000632	augustus_masked-NC_016449.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.63&CDS=1-1002	YGR007W
633	OG0000633	snap_masked-NC_016449.1-processed-gene-9.110-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.110&CDS=1-1476	YFL016C
634	OG0000634	snap_masked-NC_016449.1-processed-gene-9.111-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.111&CDS=1-1278	YLR049C
635	OG0000635	snap_masked-NC_016449.1-processed-gene-9.112-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.112&CDS=1-501	YFL017C
636	OG0000636	augustus_masked-NC_016449.1-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.82&CDS=1-228	YFL017W-A
637	OG0000637	snap_masked-NC_016449.1-processed-gene-9.113-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.113&CDS=1-1491	YFL018C
638	OG0000638	augustus_masked-NC_016449.1-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.84&CDS=1-681	YLR051C
639	OG0000639	snap_masked-NC_016449.1-processed-gene-9.114-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.114&CDS=1-588	YLR052W
640	OG0000640	snap_masked-NC_016449.1-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.115&CDS=1-1497	YFL022C
641	OG0000641	augustus_masked-NC_016449.1-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.85&CDS=1-4398	YLR054C
642	OG0000642	augustus_masked-NC_016449.1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.86&CDS=1-2496	YFL023W
643	OG0000643	snap_masked-NC_016449.1-processed-gene-9.116-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.116&CDS=1-2247	YFL024C
644	OG0000644	snap_masked-NC_016449.1-processed-gene-9.117-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.117&CDS=1-3039	YFL025C
645	OG0000645	snap_masked-NC_016449.1-processed-gene-9.140-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.140&CDS=1-1407	YFL026W
646	OG0000646	augustus_masked-NC_016449.1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.70&CDS=1-1377	YOR298W
647	OG0000647	maker-NC_016449.1-augustus-gene-9.93-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-9.93&CDS=1-1704	YMR235C
648	OG0000648	snap_masked-NC_016449.1-processed-gene-9.119-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.119&CDS=1-405	YMR236W
649	OG0000649	maker-NC_016449.1-snap-gene-9.145-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-9.145&CDS=1-2049	YOR299W
650	OG0000650	snap_masked-NC_016449.1-processed-gene-9.121-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.121&CDS=1-1737	YIL162W
651	OG0000651	augustus_masked-NC_016449.1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-9.74&CDS=1-1359	YOR301W
652	OG0000652	snap_masked-NC_016449.1-processed-gene-9.125-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-9.125&CDS=1-1197	YOR303W
653	OG0000653	snap_masked-NC_016449.1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.114&CDS=1-1521	YMR239C
654	OG0000654	snap_masked-NC_016449.1-processed-gene-10.115-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.115&CDS=1-1419	YMR240C
655	OG0000655	augustus_masked-NC_016449.1-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.60&CDS=1-222	YOR304C-A
656	OG0000656	snap_masked-NC_016449.1-processed-gene-10.117-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.117&CDS=1-717	YOR305W
657	OG0000657	snap_masked-NC_016449.1-processed-gene-10.118-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.118&CDS=1-939	YMR241W
658	OG0000658	maker-NC_016449.1-snap-gene-10.182-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-10.182&CDS=1-1272	YOR307C
659	OG0000659	augustus_masked-NC_016449.1-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.85&CDS=1-1728	YOR308C
660	OG0000660	snap_masked-NC_016449.1-processed-gene-10.144-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.144&CDS=1-1542	YOR310C
661	OG0000661	snap_masked-NC_016449.1-processed-gene-10.145-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.145&CDS=1-993	YOR311C
662	OG0000662	snap_masked-NC_016449.1-processed-gene-10.147-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.147&CDS=1-1011	YOR313C
663	OG0000663	augustus_masked-NC_016449.1-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.63&CDS=1-1146	YOR315W
664	OG0000664	snap_masked-NC_016449.1-processed-gene-10.148-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.148&CDS=1-1302	YMR243C
665	OG0000665	augustus_masked-NC_016449.1-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.91&CDS=1-930	YCR021C
666	OG0000666	snap_masked-NC_016449.1-processed-gene-10.151-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.151&CDS=1-351	YMR244C-A
667	OG0000667	augustus_masked-NC_016449.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.65&CDS=1-1593	YFL027C
668	OG0000668	snap_masked-NC_016449.1-processed-gene-10.152-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.152&CDS=1-1764	YLR055C
669	OG0000669	snap_masked-NC_016449.1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.122&CDS=1-801	YFL028C
670	OG0000670	snap_masked-NC_016449.1-processed-gene-10.123-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.123&CDS=1-1068	YLR056W
671	OG0000671	snap_masked-NC_016449.1-processed-gene-10.124-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.124&CDS=1-2319	YLR057W
672	OG0000672	augustus_masked-NC_016449.1-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.94&CDS=1-945	YIL119C
673	OG0000673	snap_masked-NC_016449.1-processed-gene-10.157-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.157&CDS=1-837	YFL031W
674	OG0000674	augustus_masked-NC_016449.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.97&CDS=1-957	YLR059C
675	OG0000675	augustus_masked-NC_016449.1-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.68&CDS=1-5082	YFL033C
676	OG0000676	snap_masked-NC_016449.1-processed-gene-10.126-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.126&CDS=1-1785	YLR060W
677	OG0000677	snap_masked-NC_016449.1-processed-gene-10.159-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.159&CDS=1-2898	YFL034W
678	OG0000678	maker-NC_016449.1-snap-gene-10.180-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-10.180&CDS=1-1824	YFL034C-B
679	OG0000679	snap_masked-NC_016449.1-processed-gene-10.160-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.160&CDS=1-3894	YFL036W
680	OG0000680	snap_masked-NC_016449.1-processed-gene-10.161-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.161&CDS=1-1347	YFL037W
681	OG0000681	snap_masked-NC_016449.1-processed-gene-10.129-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.129&CDS=1-813	YLR064W
682	OG0000682	snap_masked-NC_016449.1-processed-gene-10.130-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.130&CDS=1-612	YFL038C
683	OG0000683	snap_masked-NC_016449.1-processed-gene-10.162-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.162&CDS=1-444	YLR065C
684	OG0000684	augustus_masked-NC_016449.1-processed-gene-10.75-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.75&CDS=1-582	YLR066W
685	OG0000685	augustus_masked-NC_016449.1-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.103&CDS=1-2553	YLR067C
686	OG0000686	snap_masked-NC_016449.1-processed-gene-10.133-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.133&CDS=1-420	YLR068W
687	OG0000687	snap_masked-NC_016449.1-processed-gene-10.167-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.167&CDS=1-2907	YLR071C
688	OG0000688	snap_masked-NC_016449.1-processed-gene-10.168-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.168&CDS=1-609	YLR073C
689	OG0000689	snap_masked-NC_016449.1-processed-gene-10.135-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.135&CDS=1-957	YFL044C
690	OG0000690	snap_masked-NC_016449.1-processed-gene-10.169-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.169&CDS=1-513	YLR074C
691	OG0000691	snap_masked-NC_016449.1-processed-gene-10.136-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.136&CDS=1-663	YLR075W
692	OG0000692	snap_masked-NC_016449.1-processed-gene-10.137-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.137&CDS=1-759	YFL045C
693	OG0000693	snap_masked-NC_016449.1-processed-gene-10.170-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.170&CDS=1-630	YFL046W
694	OG0000694	snap_masked-NC_016449.1-processed-gene-10.138-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.138&CDS=1-1782	YLR077W
695	OG0000695	augustus_masked-NC_016449.1-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.109&CDS=1-738	YLR078C
696	OG0000696	augustus_masked-NC_016449.1-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-10.82&CDS=1-945	YLR079W
697	OG0000697	snap_masked-NC_016449.1-processed-gene-10.172-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.172&CDS=1-2202	YFL047W
698	OG0000698	maker-NC_016449.1-augustus-gene-10.176-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-10.176&CDS=1-1719	YFL048C
699	OG0000699	snap_masked-NC_016449.1-processed-gene-10.173-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-10.173&CDS=1-1518	YFL049W
700	OG0000700	snap_masked-NC_016450.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.25&CDS=1-1047	YMR315W
701	OG0000701	snap_masked-NC_016450.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.3&CDS=1-591	YOL149W
702	OG0000702	snap_masked-NC_016450.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.26&CDS=1-1860	YOL148C
703	OG0000703	snap_masked-NC_016450.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.27&CDS=1-693	YOL147C
704	OG0000704	snap_masked-NC_016450.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.4&CDS=1-558	YOL146W
705	OG0000705	snap_masked-NC_016450.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.28&CDS=1-3339	YOL145C
706	OG0000706	augustus_masked-NC_016450.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NC_016450.1-processed-gene-0.54&CDS=1-1431	YOL144W
707	OG0000707	snap_masked-NC_016450.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.29&CDS=1-498	YOL143C
708	OG0000708	snap_masked-NC_016450.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.31&CDS=1-1767	YNL329C
709	OG0000709	snap_masked-NC_016450.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.33&CDS=1-432	YNL328C
710	OG0000710	snap_masked-NC_016450.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.34&CDS=1-1008	YNL326C
711	OG0000711	snap_masked-NC_016450.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.7&CDS=1-708	YOL142W
712	OG0000712	snap_masked-NC_016450.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.35&CDS=1-2574	YNL325C
713	OG0000713	snap_masked-NC_016450.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.8&CDS=1-1224	YNL323W
714	OG0000714	snap_masked-NC_016450.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.9&CDS=1-1206	YOL140W
715	OG0000715	snap_masked-NC_016450.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NC_016450.1-processed-gene-0.37&CDS=1-669	YNL322C
