	OrthologID	Saccharomyces_cerevisiae	Wickerhamiella_domercqiae
779	OG0000779	YDR086C	-processed-gene-23.2-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.2&CDS=1-195
780	OG0000780	YDR087C	-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.82&CDS=1-849
781	OG0000781	YDR091C	-processed-gene-20.167-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.167&CDS=1-2775
782	OG0000782	YDR092W	-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.21&CDS=1-462
783	OG0000783	YDR101C	-processed-gene-15.90-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.90&CDS=1-1284
784	OG0000784	YDR105C	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.41&CDS=1-3444
785	OG0000785	YDR109C	-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-5.4&CDS=1-1689
786	OG0000786	YDR115W	-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.13&CDS=1-1890
787	OG0000787	YDR116C	-processed-gene-15.14-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.14&CDS=1-2208
788	OG0000788	YDR117C	-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.35&CDS=1-1629
789	OG0000789	YDR120C	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.61&CDS=1-1458
790	OG0000790	YDR121W	-processed-gene-13.105-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.105&CDS=1-633
791	OG0000791	YDR124W	-processed-gene-15.158-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.158&CDS=1-939
792	OG0000792	YDR126W	-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.36&CDS=1-1023
793	OG0000793	YDR128W	-processed-gene-6.78-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.78&CDS=1-3606
794	OG0000794	YDR129C	-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.122&CDS=1-1869
795	OG0000795	YDR141C	-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.24&CDS=1-4251
796	OG0000796	YDR142C	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-2.31&CDS=1-2268
797	OG0000797	YDR145W	-processed-gene-36.45-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.45&CDS=1-1644
798	OG0000798	YDR148C	-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-6.40&CDS=1-1242
799	OG0000799	YDR150W	-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.75&CDS=1-5469
800	OG0000800	YDR152W	-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.40&CDS=1-675
801	OG0000801	YDR155C	-processed-gene-22.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.22&CDS=1-579
802	OG0000802	YDR158W	-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.105&CDS=1-1086
803	OG0000803	YDR159W	-processed-gene-23.82-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.82&CDS=1-3009
804	OG0000804	YDR161W	-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.18&CDS=1-1023
805	OG0000805	YDR162C	-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.41&CDS=1-528
806	OG0000806	YDR164C	-processed-gene-18.12-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.12&CDS=1-2070
807	OG0000807	YDR165W	-processed-gene-25.4-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.4&CDS=1-954
808	OG0000808	YDR166C	-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.30&CDS=1-2499
809	OG0000809	YDR167W	-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.40&CDS=1-588
810	OG0000810	YDR168W	-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.39&CDS=1-1377
811	OG0000811	YDR169C	-processed-gene-17.78-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.78&CDS=1-1122
812	OG0000812	YDR170C	-processed-gene-13.5-mRNA-1_1&gene=genemark-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.5&CDS=1-7041
813	OG0000813	YDR173C	-processed-gene-12.27-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.27&CDS=1-843
814	OG0000814	YDR175C	-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-0.31&CDS=1-864
815	OG0000815	YDR182W	-processed-gene-20.155-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.155&CDS=1-1233
816	OG0000816	YDR188W	-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.80&CDS=1-1593
817	OG0000817	YDR189W	-augustus-gene-15.118-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-15.118&CDS=1-3489
818	OG0000818	YDR190C	-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.104&CDS=1-1377
819	OG0000819	YDR194C	-processed-gene-15.115-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.115&CDS=1-1770
820	OG0000820	YDR196C	-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.72&CDS=1-696
821	OG0000821	YDR198C	-processed-gene-15.96-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.96&CDS=1-996
822	OG0000822	YDR204W	-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.76&CDS=1-1092
823	OG0000823	YDR208W	-processed-gene-14.101-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.101&CDS=1-2184
824	OG0000824	YDR211W	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-5.33&CDS=1-1944
825	OG0000825	YDR212W	-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-7.137&CDS=1-1665
826	OG0000826	YDR214W	-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-7.138&CDS=1-3414
827	OG0000827	YDR217C	-processed-gene-15.140-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.140&CDS=1-2268
828	OG0000828	YDR221W	-processed-gene-21.19-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.19&CDS=1-1512
829	OG0000829	YDR226W	-processed-gene-17.93-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.93&CDS=1-1497
830	OG0000830	YDR228C	-processed-gene-19.35-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.35&CDS=1-1521
831	OG0000831	YDR229W	-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.130&CDS=1-1245
832	OG0000832	YDR232W	-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.150&CDS=1-1626
833	OG0000833	YDR234W	-processed-gene-22.8-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.8&CDS=1-2943
834	OG0000834	YDR235W	-processed-gene-19.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-19.94&CDS=1-1302
835	OG0000835	YDR236C	-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.110&CDS=1-534
836	OG0000836	YDR237W	-processed-gene-21.125-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.125&CDS=1-864
837	OG0000837	YDR238C	-processed-gene-21.126-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.126&CDS=1-2772
838	OG0000838	YDR245W	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.29&CDS=1-1644
839	OG0000839	YDR246W	-processed-gene-13.142-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.142&CDS=1-408
840	OG0000840	YDR255C	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.68&CDS=1-1134
841	OG0000841	YDR256C	-processed-gene-21.28-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.28&CDS=1-1503
842	OG0000842	YDR258C	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.35&CDS=1-2235
843	OG0000843	YDR265W	-processed-gene-31.38-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.38&CDS=1-852
844	OG0000844	YDR266C	-processed-gene-31.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.20&CDS=1-1695
845	OG0000845	YDR268W	-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.96&CDS=1-2298
846	OG0000846	YDR280W	-processed-gene-17.91-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.91&CDS=1-912
847	OG0000847	YDR282C	-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.37&CDS=1-1368
848	OG0000848	YDR284C	-processed-gene-14.91-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.91&CDS=1-735
849	OG0000849	YDR287W	-processed-gene-25.19-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.19&CDS=1-852
850	OG0000850	YDR289C	-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.97&CDS=1-1005
851	OG0000851	YDR291W	-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-10.15&CDS=1-2853
852	OG0000852	YDR292C	-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.30&CDS=1-1743
853	OG0000853	YDR293C	-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.5&CDS=1-3543
854	OG0000854	YDR294C	-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.93&CDS=1-1647
855	OG0000855	YDR297W	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.8&CDS=1-1071
856	OG0000856	YDR298C	-processed-gene-35.59-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.59&CDS=1-660
857	OG0000857	YDR299W	-processed-gene-13.147-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.147&CDS=1-1302
858	OG0000858	YDR311W	-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.15&CDS=1-1596
859	OG0000859	YDR313C	-processed-gene-19.36-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-19.36&CDS=1-717
860	OG0000860	YDR316W	-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.29&CDS=1-906
861	OG0000861	YDR319C	-processed-gene-30.33-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-30.33&CDS=1-771
862	OG0000862	YDR320C	-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.41&CDS=1-2208
863	OG0000863	YDR322C-A	-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.74&CDS=1-276
864	OG0000864	YDR322W	-processed-gene-11.15-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.15&CDS=1-1035
865	OG0000865	YDR323C	-processed-gene-6.48-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-6.48&CDS=1-1323
866	OG0000866	YDR324C	-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.4&CDS=1-2058
867	OG0000867	YDR325W	-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.1&CDS=1-2775
868	OG0000868	YDR328C	-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.102&CDS=1-609
869	OG0000869	YDR329C	-processed-gene-34.55-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.55&CDS=1-1155
870	OG0000870	YDR330W	-processed-gene-31.24-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.24&CDS=1-1167
871	OG0000871	YDR331W	-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.75&CDS=1-1140
872	OG0000872	YDR332W	-processed-gene-31.103-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.103&CDS=1-1920
873	OG0000873	YDR335W	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.40&CDS=1-3597
874	OG0000874	YDR336W	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.23&CDS=1-705
875	OG0000875	YDR339C	-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.22&CDS=1-4515
876	OG0000876	YDR341C	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.21&CDS=1-1809
877	OG0000877	YDR346C	-processed-gene-32.96-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-32.96&CDS=1-4449
878	OG0000878	YDR353W	-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-2.93&CDS=1-960
879	OG0000879	YDR354W	-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.19&CDS=1-1053
880	OG0000880	YDR359C	-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.5&CDS=1-5118
881	OG0000881	YDR362C	-processed-gene-3.200-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-3.200&CDS=1-1686
882	OG0000882	YDR363W	-processed-gene-17.12-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.12&CDS=1-1350
883	OG0000883	YDR363W-A	-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.118&CDS=1-201
884	OG0000884	YDR367W	-processed-gene-11.115-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-11.115&CDS=1-813
885	OG0000885	YDR371W	-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.89&CDS=1-1038
886	OG0000886	YDR372C	-processed-gene-28.37-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-28.37&CDS=1-1011
887	OG0000887	YDR375C	-processed-gene-28.93-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-28.93&CDS=1-1305
888	OG0000888	YDR377W	-processed-gene-21.75-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.75&CDS=1-297
889	OG0000889	YDR379C-A	-processed-gene-8.62-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.62&CDS=1-249
890	OG0000890	YDR379W, YOR127W	
891	OG0000891	YDR381W	-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.92&CDS=1-819
892	OG0000892	YDR386W	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.27&CDS=1-1626
893	OG0000893	YDR388W	-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-6.4&CDS=1-1272
894	OG0000894	YDR390C	-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.134&CDS=1-1725
895	OG0000895	YDR392W	-processed-gene-34.92-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.92&CDS=1-1104
896	OG0000896	YDR393W	-processed-gene-33.24-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.24&CDS=1-963
897	OG0000897	YDR394W	-processed-gene-18.8-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.8&CDS=1-3084
898	OG0000898	YDR397C	-processed-gene-34.64-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.64&CDS=1-417
899	OG0000899	YDR398W	-processed-gene-34.67-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-34.67&CDS=1-1872
900	OG0000900	YDR400W	-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-14.7&CDS=1-906
901	OG0000901	YDR404C	-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.55&CDS=1-513
902	OG0000902	YDR405W	-augustus-gene-8.159-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-8.159&CDS=1-1374
903	OG0000903	YDR407C	-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-10.97&CDS=1-3225
904	OG0000904	YDR408C	-processed-gene-9.153-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.153&CDS=1-630
905	OG0000905	YDR410C	-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.7&CDS=1-663
906	OG0000906	YDR411C	-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.85&CDS=1-696
907	OG0000907	YDR414C	-processed-gene-31.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.22&CDS=1-933
908	OG0000908	YDR419W	-processed-gene-31.39-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.39&CDS=1-1683
909	OG0000909	YDR427W	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-11.61&CDS=1-1146
910	OG0000910	YDR428C	-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-11.77&CDS=1-633
911	OG0000911	YDR429C	-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-11.57&CDS=1-1593
912	OG0000912	YDR430C	-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.21&CDS=1-2799
913	OG0000913	YDR435C	-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.80&CDS=1-681
914	OG0000914	YDR448W	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-0.8&CDS=1-1266
915	OG0000915	YDR449C	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-0.29&CDS=1-1158
916	OG0000916	YDR454C	-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.109&CDS=1-573
917	OG0000917	YDR456W	-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.86&CDS=1-1653
918	OG0000918	YDR459C	-processed-gene-36.85-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.85&CDS=1-1071
919	OG0000919	YDR460W	-processed-gene-36.111-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.111&CDS=1-945
920	OG0000920	YDR462W	-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.7&CDS=1-459
921	OG0000921	YDR468C	-processed-gene-19.45-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.45&CDS=1-666
922	OG0000922	YDR469W	-processed-gene-19.84-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.84&CDS=1-1356
923	OG0000923	YDR472W	-processed-gene-36.84-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-36.84&CDS=1-651
924	OG0000924	YDR476C	-processed-gene-35.93-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.93&CDS=1-681
925	OG0000925	YDR481C	-augustus-gene-3.174-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-augustus-gene-3.174&CDS=1-2328
926	OG0000926	YDR484W	-processed-gene-17.77-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.77&CDS=1-1662
927	OG0000927	YDR487C	-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-7.140&CDS=1-624
928	OG0000928	YDR489W	-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-3.194&CDS=1-3060
929	OG0000929	YDR490C	-processed-gene-19.86-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.86&CDS=1-2934
930	OG0000930	YDR493W	-processed-gene-16.74-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.74&CDS=1-324
931	OG0000931	YDR498C	-processed-gene-35.87-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.87&CDS=1-975
932	OG0000932	YDR510W	-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-0.30&CDS=1-309
933	OG0000933	YDR511W	-processed-gene-26.110-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-26.110&CDS=1-405
934	OG0000934	YDR517W	-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.59&CDS=1-996
935	OG0000935	YDR519W	-processed-gene-19.99-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.99&CDS=1-417
936	OG0000936	YDR523C	-processed-gene-19.68-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.68&CDS=1-1341
937	OG0000937	YDR527W	-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.45&CDS=1-1389
938	OG0000938	YDR529C	-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.77&CDS=1-384
939	OG0000939	YDR531W	-snap-gene-8.127-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-snap-gene-8.127&CDS=1-1182
940	OG0000940	YDR536W	-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.63&CDS=1-1788
941	OG0000941	YEL002C	-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.107&CDS=1-1338
942	OG0000942	YEL003W	-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.19&CDS=1-321
