	OrthologID	Metschnikowia_hawaiiensis	Saccharomyces_cerevisiae
254	OG0000254	snap_masked-haw-_s151-processed-gene-1.79-mRNA-1_1&gene=snap_masked-haw-_s151-processed-gene-1.79&CDS=1-1263, snap_masked-haw-_s539-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s539-processed-gene-0.7&CDS=1-1284	YDL131W
255	OG0000255	snap_masked-haw-_s151-processed-gene-1.95-mRNA-1_1&gene=snap_masked-haw-_s151-processed-gene-1.95&CDS=1-615, snap_masked-haw-_s160-processed-gene-4.107-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.107&CDS=1-627	YNR018W
256	OG0000256	augustus_masked-haw-_s151-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-haw-_s151-processed-gene-1.177&CDS=1-1236	YDR353W, YHR106W
257	OG0000257	snap_masked-haw-_s154-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s154-processed-gene-0.6&CDS=1-336	YDL075W, YLR406C
258	OG0000258	snap_masked-haw-_s155-processed-gene-0.47-mRNA-1_1&gene=snap_masked-haw-_s155-processed-gene-0.47&CDS=1-360	YGR243W, YHR162W
259	OG0000259	snap_masked-haw-_s155-processed-gene-0.73-mRNA-1_1&gene=snap_masked-haw-_s155-processed-gene-0.73&CDS=1-2415	YMR119W, YNL008C
260	OG0000260	snap_masked-haw-_s157-processed-gene-0.24-mRNA-1_1&gene=snap_masked-haw-_s157-processed-gene-0.24&CDS=1-906	YBR105C, YGR066C
261	OG0000261	maker-haw-_s49-snap-gene-0.69-mRNA-1_1&gene=maker-haw-_s49-snap-gene-0.69&CDS=1-639, snap_masked-haw-_s157-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s157-processed-gene-0.10&CDS=1-459	YIR001C
262	OG0000262	snap_masked-haw-_s157-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s157-processed-gene-0.18&CDS=1-876	YMR183C, YPL232W
263	OG0000263	snap_masked-haw-_s159-processed-gene-0.31-mRNA-1_1&gene=snap_masked-haw-_s159-processed-gene-0.31&CDS=1-1407	YGR108W, YPR119W
264	OG0000264	genemark-haw-_s159-processed-gene-0.17-mRNA-1_1&gene=genemark-haw-_s159-processed-gene-0.17&CDS=1-2607, snap_masked-haw-_s555-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s555-processed-gene-0.3&CDS=1-222	YHR154W
265	OG0000265	snap_masked-haw-_s159-processed-gene-0.38-mRNA-1_1&gene=snap_masked-haw-_s159-processed-gene-0.38&CDS=1-1512	YDL161W, YLR206W
266	OG0000266	snap_masked-haw-_s159-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s159-processed-gene-0.37&CDS=1-1617	YHL017W, YKL039W
267	OG0000267	maker-haw-_s16-snap-gene-0.121-mRNA-1_1&gene=maker-haw-_s16-snap-gene-0.121&CDS=1-1362	YCL011C, YNL004W
268	OG0000268	augustus_masked-haw-_s16-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-haw-_s16-processed-gene-0.18&CDS=1-2415, augustus_masked-haw-_s669-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-haw-_s669-processed-gene-0.11&CDS=1-291	YPL126W
269	OG0000269	genemark-haw-_s16-processed-gene-0.113-mRNA-1_1&gene=genemark-haw-_s16-processed-gene-0.113&CDS=1-1011	YBR161W, YPL057C
270	OG0000270	snap_masked-haw-_s160-processed-gene-0.38-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-0.38&CDS=1-1719, snap_masked-haw-_s90-processed-gene-0.60-mRNA-1_1&gene=snap_masked-haw-_s90-processed-gene-0.60&CDS=1-1674	YDR242W
271	OG0000271	maker-haw-_s160-snap-gene-0.73-mRNA-1_1&gene=maker-haw-_s160-snap-gene-0.73&CDS=1-2556	YBR205W, YOR099W
272	OG0000272	maker-haw-_s160-augustus-gene-1.1-mRNA-1_1&gene=maker-haw-_s160-augustus-gene-1.1&CDS=1-2139	YDL134C, YDL188C
273	OG0000273	augustus_masked-haw-_s160-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-haw-_s160-processed-gene-1.23&CDS=1-2439	YBR294W, YLR092W
274	OG0000274	snap_masked-haw-_s160-processed-gene-1.83-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-1.83&CDS=1-966	YGR136W, YPR154W
275	OG0000275	augustus_masked-haw-_s160-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-haw-_s160-processed-gene-2.3&CDS=1-360	YDL136W, YDL191W
276	OG0000276	snap_masked-haw-_s160-processed-gene-2.62-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-2.62&CDS=1-543	YDL137W, YDL192W
277	OG0000277	snap_masked-haw-_s160-processed-gene-2.49-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-2.49&CDS=1-507	YGR131W, YPR149W
278	OG0000278	maker-haw-_s160-snap-gene-2.36-mRNA-1_1&gene=maker-haw-_s160-snap-gene-2.36&CDS=1-3810	YGR143W, YPR159W
279	OG0000279	snap_masked-haw-_s160-processed-gene-2.57-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-2.57&CDS=1-2391	YIL105C, YNL047C
280	OG0000280	snap_masked-haw-_s160-processed-gene-2.76-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-2.76&CDS=1-411	YBL087C, YER117W
281	OG0000281	snap_masked-haw-_s160-processed-gene-2.77-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-2.77&CDS=1-1185	YNL283C, YOL105C
282	OG0000282	snap_masked-haw-_s160-processed-gene-3.50-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-3.50&CDS=1-780, snap_masked-haw-_s162-processed-gene-0.17-mRNA-1_1&gene=snap_masked-haw-_s162-processed-gene-0.17&CDS=1-183	YJR060W
283	OG0000283	snap_masked-haw-_s160-processed-gene-3.54-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-3.54&CDS=1-657	YER031C, YGL210W
284	OG0000284	snap_masked-haw-_s160-processed-gene-4.64-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.64&CDS=1-738, snap_masked-haw-_s72-processed-gene-0.112-mRNA-1_1&gene=snap_masked-haw-_s72-processed-gene-0.112&CDS=1-753	YKL040C
285	OG0000285	snap_masked-haw-_s160-processed-gene-4.67-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.67&CDS=1-1536, snap_masked-haw-_s342-processed-gene-0.11-mRNA-1_1&gene=snap_masked-haw-_s342-processed-gene-0.11&CDS=1-1959	YLR034C
286	OG0000286	snap_masked-haw-_s160-processed-gene-4.78-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.78&CDS=1-1539	YFR012W, YOL019W
287	OG0000287	snap_masked-haw-_s160-processed-gene-4.89-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.89&CDS=1-804, snap_masked-haw-_s89-processed-gene-0.74-mRNA-1_1&gene=snap_masked-haw-_s89-processed-gene-0.74&CDS=1-801	YMR226C
288	OG0000288	snap_masked-haw-_s160-processed-gene-4.119-mRNA-1_1&gene=snap_masked-haw-_s160-processed-gene-4.119&CDS=1-1269	YDR300C, YHR033W
289	OG0000289	snap_masked-haw-_s161-processed-gene-0.39-mRNA-1_1&gene=snap_masked-haw-_s161-processed-gene-0.39&CDS=1-1779	YDR497C, YOL103W
290	OG0000290	snap_masked-haw-_s161-processed-gene-0.46-mRNA-1_1&gene=snap_masked-haw-_s161-processed-gene-0.46&CDS=1-561	YNL096C, YOR096W
291	OG0000291	maker-haw-_s162-snap-gene-0.27-mRNA-1_1&gene=maker-haw-_s162-snap-gene-0.27&CDS=1-801	YMR233W, YOR295W
292	OG0000292	snap_masked-haw-_s165-processed-gene-0.40-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-0.40&CDS=1-3795	YDR122W, YLR096W
293	OG0000293	snap_masked-haw-_s165-processed-gene-0.34-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-0.34&CDS=1-2130	YGR056W, YLR357W
294	OG0000294	snap_masked-haw-_s165-processed-gene-0.50-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-0.50&CDS=1-1116, snap_masked-haw-_s481-processed-gene-0.25-mRNA-1_1&gene=snap_masked-haw-_s481-processed-gene-0.25&CDS=1-1170	YCR044C
295	OG0000295	snap_masked-haw-_s165-processed-gene-1.83-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-1.83&CDS=1-1413	YJL139C, YKR061W
296	OG0000296	snap_masked-haw-_s165-processed-gene-1.101-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-1.101&CDS=1-510	YJL177W, YKL180W
297	OG0000297	snap_masked-haw-_s165-processed-gene-1.86-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-1.86&CDS=1-2319, snap_masked-haw-_s94-processed-gene-0.30-mRNA-1_1&gene=snap_masked-haw-_s94-processed-gene-0.30&CDS=1-234	YJL176C
298	OG0000298	maker-haw-_s165-snap-gene-2.91-mRNA-1_1&gene=maker-haw-_s165-snap-gene-2.91&CDS=1-2439, snap_masked-haw-_s31-processed-gene-1.45-mRNA-1_1&gene=snap_masked-haw-_s31-processed-gene-1.45&CDS=1-2826	YOR270C
299	OG0000299	snap_masked-haw-_s165-processed-gene-2.88-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-2.88&CDS=1-4119	YCR073C, YNR031C
300	OG0000300	augustus_masked-haw-_s638-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-haw-_s638-processed-gene-0.0&CDS=1-696, snap_masked-haw-_s165-processed-gene-2.80-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-2.80&CDS=1-1545	YCR072C
301	OG0000301	snap_masked-haw-_s165-processed-gene-3.159-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-3.159&CDS=1-3030	YGL049C, YGR162W
302	OG0000302	snap_masked-haw-_s165-processed-gene-3.135-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-3.135&CDS=1-966	YJL133W, YKR052C
303	OG0000303	snap_masked-haw-_s165-processed-gene-3.137-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-3.137&CDS=1-1578	YLL012W, YLR020C
304	OG0000304	snap_masked-haw-_s165-processed-gene-3.139-mRNA-1_1&gene=snap_masked-haw-_s165-processed-gene-3.139&CDS=1-1470, snap_masked-haw-_s298-processed-gene-0.56-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-0.56&CDS=1-1362	YHR176W
305	OG0000305	augustus_masked-haw-_s165-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-haw-_s165-processed-gene-3.50&CDS=1-870	YHR198C, YHR199C
306	OG0000306	augustus_masked-haw-_s300-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-haw-_s300-processed-gene-0.74&CDS=1-3285, snap_masked-haw-_s169-processed-gene-0.17-mRNA-1_1&gene=snap_masked-haw-_s169-processed-gene-0.17&CDS=1-279	YPR055W
307	OG0000307	augustus_masked-haw-_s172-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-haw-_s172-processed-gene-0.0&CDS=1-471, snap_masked-haw-_s344-processed-gene-0.22-mRNA-1_1&gene=snap_masked-haw-_s344-processed-gene-0.22&CDS=1-4590	YIR006C
308	OG0000308	snap_masked-haw-_s175-processed-gene-0.95-mRNA-1_1&gene=snap_masked-haw-_s175-processed-gene-0.95&CDS=1-573	YGL147C, YNL067W
309	OG0000309	genemark-haw-_s425-processed-gene-0.48-mRNA-1_1&gene=genemark-haw-_s425-processed-gene-0.48&CDS=1-1524, snap_masked-haw-_s175-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s175-processed-gene-0.66&CDS=1-1212	YDR013W
310	OG0000310	snap_masked-haw-_s175-processed-gene-0.79-mRNA-1_1&gene=snap_masked-haw-_s175-processed-gene-0.79&CDS=1-1647	YDL085W, YMR145C
311	OG0000311	snap_masked-haw-_s175-processed-gene-0.115-mRNA-1_1&gene=snap_masked-haw-_s175-processed-gene-0.115&CDS=1-1263	YDR451C, YML027W
312	OG0000312	maker-haw-_s456-augustus-gene-0.5-mRNA-1_1&gene=maker-haw-_s456-augustus-gene-0.5&CDS=1-1914, snap_masked-haw-_s178-processed-gene-0.81-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.81&CDS=1-1509	YBR006W
313	OG0000313	snap_masked-haw-_s178-processed-gene-0.87-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.87&CDS=1-465	YBR048W, YDR025W
314	OG0000314	snap_masked-haw-_s178-processed-gene-0.127-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.127&CDS=1-639	YBR014C, YDL010W
315	OG0000315	snap_masked-haw-_s178-processed-gene-0.128-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.128&CDS=1-1653	YIR031C, YNL117W
316	OG0000316	snap_masked-haw-_s178-processed-gene-0.88-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.88&CDS=1-1701	YDL042C, YOL068C
317	OG0000317	snap_masked-haw-_s178-processed-gene-0.139-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.139&CDS=1-2079, snap_masked-haw-_s374-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s374-processed-gene-0.6&CDS=1-963	YNL110C
318	OG0000318	genemark-haw-_s274-processed-gene-0.78-mRNA-1_1&gene=genemark-haw-_s274-processed-gene-0.78&CDS=1-3366, snap_masked-haw-_s178-processed-gene-0.154-mRNA-1_1&gene=snap_masked-haw-_s178-processed-gene-0.154&CDS=1-2655	YDR490C
319	OG0000319	augustus_masked-haw-_s178-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-haw-_s178-processed-gene-0.30&CDS=1-2043, augustus_masked-haw-_s48-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-haw-_s48-processed-gene-0.0&CDS=1-351	YKL134C
320	OG0000320	maker-haw-_s181-snap-gene-0.14-mRNA-1_1&gene=maker-haw-_s181-snap-gene-0.14&CDS=1-5742, snap_masked-haw-_s5-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s5-processed-gene-0.8&CDS=1-312	YMR176W
321	OG0000321	genemark-haw-_s30-processed-gene-0.113-mRNA-1_1&gene=genemark-haw-_s30-processed-gene-0.113&CDS=1-1044, snap_masked-haw-_s187-processed-gene-0.34-mRNA-1_1&gene=snap_masked-haw-_s187-processed-gene-0.34&CDS=1-390	YNR021W
322	OG0000322	snap_masked-haw-_s187-processed-gene-0.36-mRNA-1_1&gene=snap_masked-haw-_s187-processed-gene-0.36&CDS=1-1584, snap_masked-haw-_s23-processed-gene-0.86-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.86&CDS=1-1617	YMR221C
323	OG0000323	snap_masked-haw-_s191-processed-gene-0.14-mRNA-1_1&gene=snap_masked-haw-_s191-processed-gene-0.14&CDS=1-768, snap_masked-haw-_s298-processed-gene-2.64-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.64&CDS=1-768	YLR441C
324	OG0000324	genemark-haw-_s195-processed-gene-0.106-mRNA-1_1&gene=genemark-haw-_s195-processed-gene-0.106&CDS=1-2040	YGR241C, YHR161C
325	OG0000325	snap_masked-haw-_s195-processed-gene-1.91-mRNA-1_1&gene=snap_masked-haw-_s195-processed-gene-1.91&CDS=1-1113, snap_masked-haw-_s303-processed-gene-0.8-mRNA-1_1&gene=snap_masked-haw-_s303-processed-gene-0.8&CDS=1-1155	YEL046C
326	OG0000326	snap_masked-haw-_s195-processed-gene-1.92-mRNA-1_1&gene=snap_masked-haw-_s195-processed-gene-1.92&CDS=1-804, snap_masked-haw-_s451-processed-gene-0.100-mRNA-1_1&gene=snap_masked-haw-_s451-processed-gene-0.100&CDS=1-1104	YGR189C
327	OG0000327	snap_masked-haw-_s195-processed-gene-1.138-mRNA-1_1&gene=snap_masked-haw-_s195-processed-gene-1.138&CDS=1-2340	YDL109C, YGL144C
328	OG0000328	snap_masked-haw-_s195-processed-gene-1.143-mRNA-1_1&gene=snap_masked-haw-_s195-processed-gene-1.143&CDS=1-2487, snap_masked-haw-_s303-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s303-processed-gene-0.10&CDS=1-432	YER157W
329	OG0000329	snap_masked-haw-_s195-processed-gene-1.110-mRNA-1_1&gene=snap_masked-haw-_s195-processed-gene-1.110&CDS=1-1152	YBR291C, YFR045W
330	OG0000330	snap_masked-haw-_s199-processed-gene-0.76-mRNA-1_1&gene=snap_masked-haw-_s199-processed-gene-0.76&CDS=1-840	YLR270W, YOR173W
331	OG0000331	augustus_masked-haw-_s453-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-haw-_s453-processed-gene-0.0&CDS=1-1101, snap_masked-haw-_s199-processed-gene-0.86-mRNA-1_1&gene=snap_masked-haw-_s199-processed-gene-0.86&CDS=1-1116	YBL016W
332	OG0000332	snap_masked-haw-_s20-processed-gene-0.52-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-0.52&CDS=1-369	YHR132W-A, YNL157W
333	OG0000333	augustus_masked-haw-_s26-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-haw-_s26-processed-gene-0.39&CDS=1-642, snap_masked-haw-_s20-processed-gene-0.64-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-0.64&CDS=1-1989	YDL167C
334	OG0000334	snap_masked-haw-_s20-processed-gene-0.39-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-0.39&CDS=1-2625, snap_masked-haw-_s579-processed-gene-0.56-mRNA-1_1&gene=snap_masked-haw-_s579-processed-gene-0.56&CDS=1-2679	YLR241W
335	OG0000335	snap_masked-haw-_s20-processed-gene-0.43-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-0.43&CDS=1-1365, snap_masked-haw-_s47-processed-gene-0.87-mRNA-1_1&gene=snap_masked-haw-_s47-processed-gene-0.87&CDS=1-1377	YBR028C
336	OG0000336	maker-haw-_s253-snap-gene-0.36-mRNA-1_1&gene=maker-haw-_s253-snap-gene-0.36&CDS=1-390, snap_masked-haw-_s20-processed-gene-0.48-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-0.48&CDS=1-390	YJL190C
337	OG0000337	augustus_masked-haw-_s20-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-haw-_s20-processed-gene-1.198&CDS=1-1761	YDR358W, YHR108W
338	OG0000338	snap_masked-haw-_s20-processed-gene-1.138-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-1.138&CDS=1-678	YDR185C, YLR168C
339	OG0000339	snap_masked-haw-_s20-processed-gene-1.105-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-1.105&CDS=1-588	YDR453C, YML028W
340	OG0000340	maker-haw-_s20-augustus-gene-1.289-mRNA-1_1&gene=maker-haw-_s20-augustus-gene-1.289&CDS=1-2655	YMR237W, YOR299W
341	OG0000341	snap_masked-haw-_s20-processed-gene-1.172-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-1.172&CDS=1-1782	YHR117W, YNL121C
342	OG0000342	snap_masked-haw-_s20-processed-gene-1.128-mRNA-1_1&gene=snap_masked-haw-_s20-processed-gene-1.128&CDS=1-1020	YAL034C, YOR338W
343	OG0000343	maker-haw-_s202-snap-gene-0.10-mRNA-1_1&gene=maker-haw-_s202-snap-gene-0.10&CDS=1-1896, snap_masked-haw-_s485-processed-gene-0.7-mRNA-1_1&gene=snap_masked-haw-_s485-processed-gene-0.7&CDS=1-498	YNL016W
344	OG0000344	snap_masked-haw-_s202-processed-gene-0.16-mRNA-1_1&gene=snap_masked-haw-_s202-processed-gene-0.16&CDS=1-1956, snap_masked-haw-_s543-processed-gene-0.6-mRNA-1_1&gene=snap_masked-haw-_s543-processed-gene-0.6&CDS=1-1473	YNL027W
345	OG0000345	snap_masked-haw-_s209-processed-gene-0.29-mRNA-1_1&gene=snap_masked-haw-_s209-processed-gene-0.29&CDS=1-1749	YBR021W, YIR028W
346	OG0000346	genemark-haw-_s425-processed-gene-0.63-mRNA-1_1&gene=genemark-haw-_s425-processed-gene-0.63&CDS=1-2349, snap_masked-haw-_s209-processed-gene-0.10-mRNA-1_1&gene=snap_masked-haw-_s209-processed-gene-0.10&CDS=1-2337	YPR003C
347	OG0000347	snap_masked-haw-_s209-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s209-processed-gene-0.37&CDS=1-708	YBR181C, YPL090C
348	OG0000348	snap_masked-haw-_s213-processed-gene-0.2-mRNA-1_1&gene=snap_masked-haw-_s213-processed-gene-0.2&CDS=1-996	YCR073W-A, YNR034W
349	OG0000349	snap_masked-haw-_s213-processed-gene-0.3-mRNA-1_1&gene=snap_masked-haw-_s213-processed-gene-0.3&CDS=1-4764, snap_masked-haw-_s442-processed-gene-1.64-mRNA-1_1&gene=snap_masked-haw-_s442-processed-gene-1.64&CDS=1-4248	YGR281W
350	OG0000350	genemark-haw-_s213-processed-gene-0.40-mRNA-1_1&gene=genemark-haw-_s213-processed-gene-0.40&CDS=1-1815	YEL039C, YJR048W
351	OG0000351	augustus_masked-haw-_s443-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-haw-_s443-processed-gene-0.45&CDS=1-921, snap_masked-haw-_s22-processed-gene-0.35-mRNA-1_1&gene=snap_masked-haw-_s22-processed-gene-0.35&CDS=1-1017	YMR029C
352	OG0000352	snap_masked-haw-_s22-processed-gene-0.39-mRNA-1_1&gene=snap_masked-haw-_s22-processed-gene-0.39&CDS=1-1413, snap_masked-haw-_s663-processed-gene-0.15-mRNA-1_1&gene=snap_masked-haw-_s663-processed-gene-0.15&CDS=1-1380	YMR020W
353	OG0000353	snap_masked-haw-_s220-processed-gene-0.37-mRNA-1_1&gene=snap_masked-haw-_s220-processed-gene-0.37&CDS=1-4047	YGR070W, YLR371W
354	OG0000354	snap_masked-haw-_s220-processed-gene-0.40-mRNA-1_1&gene=snap_masked-haw-_s220-processed-gene-0.40&CDS=1-1413	YDL048C, YLR375W
355	OG0000355	snap_masked-haw-_s220-processed-gene-0.57-mRNA-1_1&gene=snap_masked-haw-_s220-processed-gene-0.57&CDS=1-192, snap_masked-haw-_s31-processed-gene-1.79-mRNA-1_1&gene=snap_masked-haw-_s31-processed-gene-1.79&CDS=1-1509	YDR434W
356	OG0000356	maker-haw-_s313-snap-gene-0.121-mRNA-1_1&gene=maker-haw-_s313-snap-gene-0.121&CDS=1-2601, snap_masked-haw-_s220-processed-gene-0.45-mRNA-1_1&gene=snap_masked-haw-_s220-processed-gene-0.45&CDS=1-1857	YMR058W
357	OG0000357	snap_masked-haw-_s220-processed-gene-0.47-mRNA-1_1&gene=snap_masked-haw-_s220-processed-gene-0.47&CDS=1-3192	YBL106C, YPR032W
358	OG0000358	genemark-haw-_s225-processed-gene-0.6-mRNA-1_1&gene=genemark-haw-_s225-processed-gene-0.6&CDS=1-2163, snap_masked-haw-_s417-processed-gene-0.70-mRNA-1_1&gene=snap_masked-haw-_s417-processed-gene-0.70&CDS=1-3237	YGL179C
359	OG0000359	snap_masked-haw-_s225-processed-gene-0.5-mRNA-1_1&gene=snap_masked-haw-_s225-processed-gene-0.5&CDS=1-321, snap_masked-haw-_s256-processed-gene-0.56-mRNA-1_1&gene=snap_masked-haw-_s256-processed-gene-0.56&CDS=1-321	YKR083C
360	OG0000360	snap_masked-haw-_s229-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s229-processed-gene-0.18&CDS=1-939	YDR151C, YLR136C
361	OG0000361	snap_masked-haw-_s23-processed-gene-0.63-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.63&CDS=1-762, snap_masked-haw-_s23-processed-gene-0.93-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.93&CDS=1-723	YIR038C
362	OG0000362	snap_masked-haw-_s23-processed-gene-0.66-mRNA-1_1&gene=snap_masked-haw-_s23-processed-gene-0.66&CDS=1-1797	YJL083W, YKR019C
363	OG0000363	augustus_masked-haw-_s232-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-haw-_s232-processed-gene-0.6&CDS=1-393, maker-haw-_s298-snap-gene-1.45-mRNA-1_1&gene=maker-haw-_s298-snap-gene-1.45&CDS=1-3615	YER093C
364	OG0000364	snap_masked-haw-_s250-processed-gene-0.38-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.38&CDS=1-759	YER062C, YIL053W
365	OG0000365	snap_masked-haw-_s250-processed-gene-0.31-mRNA-1_1&gene=snap_masked-haw-_s250-processed-gene-0.31&CDS=1-453, snap_masked-haw-_s30-processed-gene-0.69-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-0.69&CDS=1-738	YKL206C
366	OG0000366	augustus_masked-haw-_s256-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-haw-_s256-processed-gene-0.72&CDS=1-3342, augustus_masked-haw-_s78-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-haw-_s78-processed-gene-0.6&CDS=1-489	YIL031W
367	OG0000367	augustus_masked-haw-_s266-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-haw-_s266-processed-gene-0.0&CDS=1-222, snap_masked-haw-_s30-processed-gene-2.196-mRNA-1_1&gene=snap_masked-haw-_s30-processed-gene-2.196&CDS=1-3837	YML091C
368	OG0000368	maker-haw-_s424-snap-gene-0.26-mRNA-1_1&gene=maker-haw-_s424-snap-gene-0.26&CDS=1-2238, snap_masked-haw-_s270-processed-gene-0.18-mRNA-1_1&gene=snap_masked-haw-_s270-processed-gene-0.18&CDS=1-924	YGR086C
369	OG0000369	augustus_masked-haw-_s488-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-haw-_s488-processed-gene-0.13&CDS=1-762, snap_masked-haw-_s274-processed-gene-0.48-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.48&CDS=1-1281	YOL097C
370	OG0000370	snap_masked-haw-_s274-processed-gene-0.51-mRNA-1_1&gene=snap_masked-haw-_s274-processed-gene-0.51&CDS=1-7602	YBR140C, YOL081W
371	OG0000371	maker-haw-_s28-snap-gene-0.10-mRNA-1_1&gene=maker-haw-_s28-snap-gene-0.10&CDS=1-1941	YDR505C, YLR177W
372	OG0000372	snap_masked-haw-_s284-processed-gene-0.128-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.128&CDS=1-459	YGL031C, YGR148C
373	OG0000373	snap_masked-haw-_s284-processed-gene-0.136-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.136&CDS=1-915	YDR368W, YOR120W
374	OG0000374	augustus_masked-haw-_s319-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-haw-_s319-processed-gene-0.15&CDS=1-2556, snap_masked-haw-_s284-processed-gene-0.137-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.137&CDS=1-1380	YPL083C
375	OG0000375	snap_masked-haw-_s284-processed-gene-0.181-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.181&CDS=1-1707, snap_masked-haw-_s298-processed-gene-2.105-mRNA-1_1&gene=snap_masked-haw-_s298-processed-gene-2.105&CDS=1-1689	YNR055C
376	OG0000376	maker-haw-_s284-snap-gene-0.61-mRNA-1_1&gene=maker-haw-_s284-snap-gene-0.61&CDS=1-1155	YEL007W, YHR177W
377	OG0000377	snap_masked-haw-_s284-processed-gene-0.158-mRNA-1_1&gene=snap_masked-haw-_s284-processed-gene-0.158&CDS=1-1125	YMR253C, YPL264C
378	OG0000378	snap_masked-haw-_s295-processed-gene-0.42-mRNA-1_1&gene=snap_masked-haw-_s295-processed-gene-0.42&CDS=1-321	YER056C-A, YIL052C
