	OrthologID	Lachancea_quebecensis	Saccharomyces_cerevisiae
1008	OG0001008	snap_masked-LAQU0S02-processed-gene-5.46-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-5.46&CDS=1-1323	YJL049W
1009	OG0001009	genemark-LAQU0S02-processed-gene-5.26-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.26&CDS=1-1158	YBR273C
1010	OG0001010	maker-LAQU0S02-augustus-gene-5.83-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-5.83&CDS=1-1557	YBR274W
1011	OG0001011	snap_masked-LAQU0S02-processed-gene-5.68-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-5.68&CDS=1-5016	YBR275C
1012	OG0001012	genemark-LAQU0S02-processed-gene-5.8-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.8&CDS=1-2394	YJL070C
1013	OG0001013	genemark-LAQU0S02-processed-gene-5.29-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.29&CDS=1-1623	YJL071W
1014	OG0001014	genemark-LAQU0S02-processed-gene-5.9-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.9&CDS=1-627	YJL072C
1015	OG0001015	genemark-LAQU0S02-processed-gene-5.11-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.11&CDS=1-1536	YBR286W
1016	OG0001016	genemark-LAQU0S02-processed-gene-5.30-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.30&CDS=1-1830	YJL073W
1017	OG0001017	genemark-LAQU0S02-processed-gene-5.12-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.12&CDS=1-1230	YBR287W
1018	OG0001018	genemark-LAQU0S02-processed-gene-5.13-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.13&CDS=1-3672	YJL074C
1019	OG0001019	snap_masked-LAQU0S02-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-5.72&CDS=1-3708	YJL076W
1020	OG0001020	augustus_masked-LAQU0S02-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-5.100&CDS=1-1722	YOR386W
1021	OG0001021	snap_masked-LAQU0S02-processed-gene-5.73-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-5.73&CDS=1-984	YKR011C
1022	OG0001022	genemark-LAQU0S02-processed-gene-5.17-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.17&CDS=1-3612	YJL080C
1023	OG0001023	augustus_masked-LAQU0S02-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-5.103&CDS=1-2853	YJL081C
1024	OG0001024	genemark-LAQU0S02-processed-gene-5.36-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.36&CDS=1-1620	YKR017C
1025	OG0001025	genemark-LAQU0S02-processed-gene-5.37-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.37&CDS=1-2175	YKR018C
1026	OG0001026	genemark-LAQU0S02-processed-gene-5.38-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.38&CDS=1-1992	YJL083W
1027	OG0001027	snap_masked-LAQU0S02-processed-gene-5.61-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-5.61&CDS=1-399	YKR020W
1028	OG0001028	genemark-LAQU0S02-processed-gene-5.21-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.21&CDS=1-2820	YJL084C
1029	OG0001029	genemark-LAQU0S02-processed-gene-5.39-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.39&CDS=1-1863	YJL085W
1030	OG0001030	genemark-LAQU0S02-processed-gene-5.22-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.22&CDS=1-2469	YJL087C
1031	OG0001031	genemark-LAQU0S02-processed-gene-5.40-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.40&CDS=1-975	YJL088W
1032	OG0001032	augustus_masked-LAQU0S02-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-5.107&CDS=1-552	YLR306W
1033	OG0001033	genemark-LAQU0S02-processed-gene-5.24-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-5.24&CDS=1-948	YLR308W
1034	OG0001034	snap_masked-LAQU0S02-processed-gene-6.60-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-6.60&CDS=1-2781	YLR309C
1035	OG0001035	snap_masked-LAQU0S02-processed-gene-6.61-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-6.61&CDS=1-4644	YLR310C
1036	OG0001036	genemark-LAQU0S02-processed-gene-6.0-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.0&CDS=1-1707	YLL018C
1037	OG0001037	augustus_masked-LAQU0S02-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.110&CDS=1-261	YLL018C-A
1038	OG0001038	augustus_masked-LAQU0S02-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.115&CDS=1-312	YGL030W
1039	OG0001039	genemark-LAQU0S02-processed-gene-6.2-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.2&CDS=1-597	YGR147C
1040	OG0001040	snap_masked-LAQU0S02-processed-gene-6.64-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-6.64&CDS=1-654	YGL033W
1041	OG0001041	augustus_masked-LAQU0S02-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.136&CDS=1-6087	YGR145W
1042	OG0001042	maker-LAQU0S02-augustus-gene-6.49-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-6.49&CDS=1-2133	YGL038C
1043	OG0001043	genemark-LAQU0S02-processed-gene-6.35-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.35&CDS=1-726	YGR152C
1044	OG0001044	maker-LAQU0S02-snap-gene-6.159-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-6.159&CDS=1-2391	YGR019W
1045	OG0001045	augustus_masked-LAQU0S02-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.122&CDS=1-1965	YLR330W
1046	OG0001046	genemark-LAQU0S02-processed-gene-6.36-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.36&CDS=1-354	YGR020C
1047	OG0001047	augustus_masked-LAQU0S02-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.123&CDS=1-858	YGR021W
1048	OG0001048	maker-LAQU0S02-snap-gene-6.162-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-6.162&CDS=1-1131	YPR011C
1049	OG0001049	genemark-LAQU0S02-processed-gene-6.38-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.38&CDS=1-735	YPR016C
1050	OG0001050	augustus_masked-LAQU0S02-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.141&CDS=1-405	YPR017C
1051	OG0001051	augustus_masked-LAQU0S02-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-6.125&CDS=1-5754	YPR019W
1052	OG0001052	genemark-LAQU0S02-processed-gene-6.21-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.21&CDS=1-357	YPR020W
1053	OG0001053	genemark-LAQU0S02-processed-gene-6.40-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.40&CDS=1-1698	YGL171W
1054	OG0001054	genemark-LAQU0S02-processed-gene-6.22-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.22&CDS=1-714	YLR312W-A
1055	OG0001055	genemark-LAQU0S02-processed-gene-6.41-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.41&CDS=1-4329	YLL021W
1056	OG0001056	genemark-LAQU0S02-processed-gene-6.42-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.42&CDS=1-1479	YLR314C
1057	OG0001057	genemark-LAQU0S02-processed-gene-6.43-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.43&CDS=1-531	YER134C
1058	OG0001058	genemark-LAQU0S02-processed-gene-6.44-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.44&CDS=1-1572	YBL015W
1059	OG0001059	genemark-LAQU0S02-processed-gene-6.45-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.45&CDS=1-1065	YBL016W
1060	OG0001060	genemark-LAQU0S02-processed-gene-6.27-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.27&CDS=1-396	YBL018C
1061	OG0001061	genemark-LAQU0S02-processed-gene-6.46-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.46&CDS=1-1545	YBL019W
1062	OG0001062	genemark-LAQU0S02-processed-gene-6.47-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.47&CDS=1-1701	YBL020W
1063	OG0001063	genemark-LAQU0S02-processed-gene-6.28-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.28&CDS=1-549	YBL021C
1064	OG0001064	genemark-LAQU0S02-processed-gene-6.29-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.29&CDS=1-3327	YBL022C
1065	OG0001065	genemark-LAQU0S02-processed-gene-6.31-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-6.31&CDS=1-2568	YBL023C
1066	OG0001066	genemark-LAQU0S02-processed-gene-7.46-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.46&CDS=1-2064	YBL024W
1067	OG0001067	genemark-LAQU0S02-processed-gene-7.47-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.47&CDS=1-411	YBL025W
1068	OG0001068	augustus_masked-LAQU0S02-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.0&CDS=1-456	YER137C
1069	OG0001069	genemark-LAQU0S02-processed-gene-7.48-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.48&CDS=1-285	YBL026W
1070	OG0001070	genemark-LAQU0S02-processed-gene-7.49-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.49&CDS=1-1341	YER136W
1071	OG0001071	genemark-LAQU0S02-processed-gene-7.45-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.45&CDS=1-1563	YDR061W
1072	OG0001072	genemark-LAQU0S02-processed-gene-7.50-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.50&CDS=1-1686	YDR062W
1073	OG0001073	augustus_masked-LAQU0S02-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.6&CDS=1-438	YDR063W
1074	OG0001074	maker-LAQU0S02-augustus-gene-7.138-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-7.138&CDS=1-453	YDR064W
1075	OG0001075	snap_masked-LAQU0S02-processed-gene-7.99-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-7.99&CDS=1-846	YDR065W
1076	OG0001076	genemark-LAQU0S02-processed-gene-7.73-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.73&CDS=1-672	YER139C
1077	OG0001077	genemark-LAQU0S02-processed-gene-7.52-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.52&CDS=1-1494	YER140W
1078	OG0001078	genemark-LAQU0S02-processed-gene-7.53-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.53&CDS=1-1437	YER141W
1079	OG0001079	genemark-LAQU0S02-processed-gene-7.74-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.74&CDS=1-822	YER142C
1080	OG0001080	genemark-LAQU0S02-processed-gene-7.54-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.54&CDS=1-1206	YER143W
1081	OG0001081	genemark-LAQU0S02-processed-gene-7.75-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.75&CDS=1-654	YDR067C
1082	OG0001082	genemark-LAQU0S02-processed-gene-7.55-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.55&CDS=1-888	YDR068W
1083	OG0001083	genemark-LAQU0S02-processed-gene-7.76-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.76&CDS=1-2583	YDR069C
1084	OG0001084	genemark-LAQU0S02-processed-gene-7.77-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.77&CDS=1-300	YDR070C
1085	OG0001085	genemark-LAQU0S02-processed-gene-7.78-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.78&CDS=1-585	YDR071C
1086	OG0001086	augustus_masked-LAQU0S02-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.12&CDS=1-243	YER146W
1087	OG0001087	maker-LAQU0S02-snap-gene-7.42-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-7.42&CDS=1-1197	YDR072C
1088	OG0001088	augustus_masked-LAQU0S02-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.13&CDS=1-2997	YDR074W
1089	OG0001089	augustus_masked-LAQU0S02-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.29&CDS=1-1842	YER147C
1090	OG0001090	genemark-LAQU0S02-processed-gene-7.59-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.59&CDS=1-690	YER148W
1091	OG0001091	augustus_masked-LAQU0S02-processed-gene-7.30-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.30&CDS=1-1185	YER149C
1092	OG0001092	genemark-LAQU0S02-processed-gene-7.60-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.60&CDS=1-921	YDR075W
1093	OG0001093	snap_masked-LAQU0S02-processed-gene-7.109-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-7.109&CDS=1-1194	YDR076W
1094	OG0001094	genemark-LAQU0S02-processed-gene-7.62-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.62&CDS=1-1317	YER150W
1095	OG0001095	genemark-LAQU0S02-processed-gene-7.82-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.82&CDS=1-2349	YER151C
1096	OG0001096	genemark-LAQU0S02-processed-gene-7.83-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.83&CDS=1-747	YDR078C
1097	OG0001097	genemark-LAQU0S02-processed-gene-7.84-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.84&CDS=1-864	YER153C
1098	OG0001098	snap_masked-LAQU0S02-processed-gene-7.111-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-7.111&CDS=1-1119	YER154W
1099	OG0001099	augustus_masked-LAQU0S02-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.34&CDS=1-5901	YER155C
1100	OG0001100	augustus_masked-LAQU0S02-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.35&CDS=1-1002	YER156C
1101	OG0001101	genemark-LAQU0S02-processed-gene-7.64-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.64&CDS=1-318	YDR079W
1102	OG0001102	augustus_masked-LAQU0S02-processed-gene-7.19-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.19&CDS=1-2187	YER157W
1103	OG0001103	augustus_masked-LAQU0S02-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-7.36&CDS=1-216	YDR079C-A
1104	OG0001104	genemark-LAQU0S02-processed-gene-7.66-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.66&CDS=1-2850	YDR080W
1105	OG0001105	genemark-LAQU0S02-processed-gene-7.87-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.87&CDS=1-2391	YDR081C
1106	OG0001106	snap_masked-LAQU0S02-processed-gene-7.115-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-7.115&CDS=1-1392	YDR082W
1107	OG0001107	genemark-LAQU0S02-processed-gene-7.89-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.89&CDS=1-639	YLR298C
1108	OG0001108	maker-LAQU0S02-snap-gene-7.40-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-7.40&CDS=1-3102	YOR187W
1109	OG0001109	genemark-LAQU0S02-processed-gene-7.70-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-7.70&CDS=1-3486	YOR188W
1110	OG0001110	maker-LAQU0S02-augustus-gene-8.73-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-8.73&CDS=1-4839	YOR191W
1111	OG0001111	genemark-LAQU0S02-processed-gene-8.82-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.82&CDS=1-405	YGL054C
1112	OG0001112	augustus_masked-LAQU0S02-processed-gene-8.159-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.159&CDS=1-1026	YBR211C
1113	OG0001113	genemark-LAQU0S02-processed-gene-8.83-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.83&CDS=1-1710	YBR212W
1114	OG0001114	genemark-LAQU0S02-processed-gene-8.116-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.116&CDS=1-1464	YGL055W
1115	OG0001115	genemark-LAQU0S02-processed-gene-8.86-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.86&CDS=1-1410	YBR214W
1116	OG0001116	snap_masked-LAQU0S02-processed-gene-8.7-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-8.7&CDS=1-906	YGL057C
1117	OG0001117	maker-LAQU0S02-augustus-gene-8.77-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-8.77&CDS=1-492	YGL058W
1118	OG0001118	genemark-LAQU0S02-processed-gene-8.118-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.118&CDS=1-1482	YGL059W
1119	OG0001119	augustus_masked-LAQU0S02-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.161&CDS=1-1863	YBR215W
1120	OG0001120	augustus_masked-LAQU0S02-processed-gene-8.189-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.189&CDS=1-2028	YGL060W
1121	OG0001121	genemark-LAQU0S02-processed-gene-8.89-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.89&CDS=1-582	YBR217W
1122	OG0001122	snap_masked-LAQU0S02-processed-gene-8.10-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-8.10&CDS=1-669	YGL061C
1123	OG0001123	genemark-LAQU0S02-processed-gene-8.120-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.120&CDS=1-3522	YBR218C
1124	OG0001124	genemark-LAQU0S02-processed-gene-8.121-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.121&CDS=1-387	YGL127C
1125	OG0001125	genemark-LAQU0S02-processed-gene-8.91-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.91&CDS=1-1089	YGL126W
1126	OG0001126	augustus_masked-LAQU0S02-processed-gene-8.192-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.192&CDS=1-1632	YBR220C
1127	OG0001127	maker-LAQU0S02-augustus-gene-8.78-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-8.78&CDS=1-4359	YBR222C
1128	OG0001128	genemark-LAQU0S02-processed-gene-8.92-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.92&CDS=1-1797	YGL125W
1129	OG0001129	augustus_masked-LAQU0S02-processed-gene-8.165-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.165&CDS=1-2256	YBR225W
1130	OG0001130	genemark-LAQU0S02-processed-gene-8.126-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.126&CDS=1-1536	YBR227C
1131	OG0001131	genemark-LAQU0S02-processed-gene-8.127-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.127&CDS=1-2775	YBR229C
1132	OG0001132	genemark-LAQU0S02-processed-gene-8.128-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.128&CDS=1-1911	YGL124C
1133	OG0001133	augustus_masked-LAQU0S02-processed-gene-8.197-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.197&CDS=1-510	YBR230C
1134	OG0001134	genemark-LAQU0S02-processed-gene-8.95-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.95&CDS=1-774	YGL123W
1135	OG0001135	genemark-LAQU0S02-processed-gene-8.130-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.130&CDS=1-1572	YGL122C
1136	OG0001136	genemark-LAQU0S02-processed-gene-8.96-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.96&CDS=1-1356	YGL119W
1137	OG0001137	genemark-LAQU0S02-processed-gene-8.97-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.97&CDS=1-1722	YGL116W
1138	OG0001138	genemark-LAQU0S02-processed-gene-8.98-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.98&CDS=1-960	YGL115W
1139	OG0001139	augustus_masked-LAQU0S02-processed-gene-8.170-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.170&CDS=1-2181	YGL114W
1140	OG0001140	genemark-LAQU0S02-processed-gene-8.132-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.132&CDS=1-855	YBR231C
1141	OG0001141	genemark-LAQU0S02-processed-gene-8.100-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.100&CDS=1-1176	YBR233W
1142	OG0001142	augustus_masked-LAQU0S02-processed-gene-8.172-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.172&CDS=1-2217	YGL113W
1143	OG0001143	genemark-LAQU0S02-processed-gene-8.133-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.133&CDS=1-1533	YGL112C
1144	OG0001144	snap_masked-LAQU0S02-processed-gene-8.22-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-8.22&CDS=1-246	YBR233W-A
1145	OG0001145	genemark-LAQU0S02-processed-gene-8.134-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.134&CDS=1-1119	YBR234C
1146	OG0001146	genemark-LAQU0S02-processed-gene-8.102-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.102&CDS=1-1332	YGL111W
1147	OG0001147	genemark-LAQU0S02-processed-gene-8.135-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.135&CDS=1-1797	YGL110C
1148	OG0001148	genemark-LAQU0S02-processed-gene-8.103-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.103&CDS=1-3369	YBR235W
1149	OG0001149	genemark-LAQU0S02-processed-gene-8.136-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.136&CDS=1-1239	YBR236C
1150	OG0001150	genemark-LAQU0S02-processed-gene-8.104-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.104&CDS=1-2445	YBR237W
1151	OG0001151	genemark-LAQU0S02-processed-gene-8.138-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.138&CDS=1-1956	YBR238C
1152	OG0001152	genemark-LAQU0S02-processed-gene-8.105-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.105&CDS=1-429	YGL106W
1153	OG0001153	genemark-LAQU0S02-processed-gene-8.139-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.139&CDS=1-1362	YBR239C
1154	OG0001154	genemark-LAQU0S02-processed-gene-8.106-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.106&CDS=1-1116	YGL105W
1155	OG0001155	snap_masked-LAQU0S02-processed-gene-8.61-mRNA-1_1&gene=snap_masked-LAQU0S02-processed-gene-8.61&CDS=1-1050	YBR240C
1156	OG0001156	genemark-LAQU0S02-processed-gene-8.141-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.141&CDS=1-1515	YBR241C
1157	OG0001157	genemark-LAQU0S02-processed-gene-8.107-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.107&CDS=1-447	YGL103W
1158	OG0001158	augustus_masked-LAQU0S02-processed-gene-8.179-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.179&CDS=1-699	YGL101W
1159	OG0001159	genemark-LAQU0S02-processed-gene-8.142-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.142&CDS=1-1344	YBR243C
1160	OG0001160	genemark-LAQU0S02-processed-gene-8.109-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.109&CDS=1-1047	YGL100W
1161	OG0001161	genemark-LAQU0S02-processed-gene-8.110-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.110&CDS=1-483	YIR037W
1162	OG0001162	maker-LAQU0S02-augustus-gene-8.76-mRNA-1_1&gene=maker-LAQU0S02-augustus-gene-8.76&CDS=1-3141	YGL099W
1163	OG0001163	augustus_masked-LAQU0S02-processed-gene-8.183-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.183&CDS=1-789	YGL098W
1164	OG0001164	genemark-LAQU0S02-processed-gene-8.146-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.146&CDS=1-1389	YBR247C
1165	OG0001165	genemark-LAQU0S02-processed-gene-8.114-mRNA-1_1&gene=genemark-LAQU0S02-processed-gene-8.114&CDS=1-1443	YGL097W
1166	OG0001166	maker-LAQU0S02-snap-gene-8.154-mRNA-1_1&gene=maker-LAQU0S02-snap-gene-8.154&CDS=1-2742	YBR248C
1167	OG0001167	augustus_masked-LAQU0S02-processed-gene-8.215-mRNA-1_1&gene=augustus_masked-LAQU0S02-processed-gene-8.215&CDS=1-1218	YBR250W
1168	OG0001168	genemark-LAQU0S03-processed-gene-0.1-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.1&CDS=1-1560	YGR229C
1169	OG0001169	genemark-LAQU0S03-processed-gene-0.22-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.22&CDS=1-1512	YGR227W
1170	OG0001170	genemark-LAQU0S03-processed-gene-0.2-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.2&CDS=1-1509	YHR151C
1171	OG0001171	snap_masked-LAQU0S03-processed-gene-0.61-mRNA-1_1&gene=snap_masked-LAQU0S03-processed-gene-0.61&CDS=1-1626	YHR150W
1172	OG0001172	snap_masked-LAQU0S03-processed-gene-0.62-mRNA-1_1&gene=snap_masked-LAQU0S03-processed-gene-0.62&CDS=1-1644	YGR225W
1173	OG0001173	genemark-LAQU0S03-processed-gene-0.3-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.3&CDS=1-1269	YGR223C
1174	OG0001174	snap_masked-LAQU0S03-processed-gene-0.63-mRNA-1_1&gene=snap_masked-LAQU0S03-processed-gene-0.63&CDS=1-894	YGR222W
1175	OG0001175	genemark-LAQU0S03-processed-gene-0.26-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.26&CDS=1-549	YHR148W
1176	OG0001176	genemark-LAQU0S03-processed-gene-0.5-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.5&CDS=1-675	YHR147C
1177	OG0001177	genemark-LAQU0S03-processed-gene-0.6-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.6&CDS=1-804	YGR220C
1178	OG0001178	genemark-LAQU0S03-processed-gene-0.27-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.27&CDS=1-3252	YGR218W
1179	OG0001179	genemark-LAQU0S03-processed-gene-0.28-mRNA-1_1&gene=genemark-LAQU0S03-processed-gene-0.28&CDS=1-6012	YGR217W
