	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035274_Wickerhamomyces_alni
729	OG0000729	YBR236C	augustus_masked-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.130&CDS=1-1485
730	OG0000730	YBR237W	genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_36_length_108922_cov_11.1402_ID_7707-processed-gene-0.55&CDS=1-2403
731	OG0000731	YBR241C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.54&CDS=1-1419
732	OG0000732	YBR243C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.107&CDS=1-1338
733	OG0000733	YBR246W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.105&CDS=1-1083
734	OG0000734	YBR247C	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.60&CDS=1-1377
735	OG0000735	YBR248C	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.61&CDS=1-1659
736	OG0000736	YBR251W	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.232-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.232&CDS=1-972
737	OG0000737	YBR254C	genemark-NODE_62_length_42014_cov_11.4031_ID_7606-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_62_length_42014_cov_11.4031_ID_7606-processed-gene-0.38&CDS=1-435
738	OG0000738	YBR255C-A	genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-1.131&CDS=1-372
739	OG0000739	YBR255W	genemark-NODE_62_length_42014_cov_11.4031_ID_7606-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_62_length_42014_cov_11.4031_ID_7606-processed-gene-0.50&CDS=1-1773
740	OG0000740	YBR256C	augustus_masked-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.233&CDS=1-702
741	OG0000741	YBR257W	snap_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.100&CDS=1-825
742	OG0000742	YBR258C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.138&CDS=1-468
743	OG0000743	YBR260C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.139&CDS=1-1980
744	OG0000744	YBR261C	genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.34&CDS=1-729
745	OG0000745	YBR265W	genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.170-mRNA-1_1&gene=genemark-NODE_15_length_209627_cov_11.6964_ID_18026-processed-gene-1.170&CDS=1-909
746	OG0000746	YBR267W	snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.84&CDS=1-1221
747	OG0000747	YBR268W	genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.12&CDS=1-309
748	OG0000748	YBR269C	genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_78_length_16074_cov_10.8701_ID_8923-processed-gene-0.16&CDS=1-378
749	OG0000749	YBR271W	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.109&CDS=1-1149
750	OG0000750	YBR272C	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.67&CDS=1-1386
751	OG0000751	YBR273C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.140&CDS=1-1545
752	OG0000752	YBR274W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.29&CDS=1-1587
753	OG0000753	YBR275C	snap_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-0.73&CDS=1-4935
754	OG0000754	YBR276C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.40&CDS=1-3075
755	OG0000755	YBR279W	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.78&CDS=1-1212
756	OG0000756	YBR281C	augustus_masked-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_44_length_76636_cov_14.2264_ID_6859-processed-gene-0.94&CDS=1-3984
757	OG0000757	YBR282W	snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-1.79&CDS=1-438
758	OG0000758	YBR283C	genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_49_length_67856_cov_16.0793_ID_7060-processed-gene-0.18&CDS=1-1443
759	OG0000759	YBR286W	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.137&CDS=1-1530
760	OG0000760	YBR287W	genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.88&CDS=1-1359
761	OG0000761	YBR288C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.54-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.54&CDS=1-1518
762	OG0000762	YBR289W	maker-NODE_2_length_785837_cov_11.428_ID_4746-snap-gene-3.180-mRNA-1_1&gene=maker-NODE_2_length_785837_cov_11.428_ID_4746-snap-gene-3.180&CDS=1-2985
763	OG0000763	YBR291C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.88&CDS=1-894
764	OG0000764	YBR293W	genemark-NODE_42_length_87864_cov_14.6865_ID_6933-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_42_length_87864_cov_14.6865_ID_6933-processed-gene-0.55&CDS=1-1713
765	OG0000765	YBR294W	genemark-NODE_55_length_51937_cov_14.6728_ID_7486-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_55_length_51937_cov_14.6728_ID_7486-processed-gene-0.27&CDS=1-2280
766	OG0000766	YBR296C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.30&CDS=1-1773
767	OG0000767	YCL001W	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.70&CDS=1-555
768	OG0000768	YCL002C	maker-NODE_45_length_75470_cov_12.1368_ID_6889-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_45_length_75470_cov_12.1368_ID_6889-snap-gene-0.40&CDS=1-651
769	OG0000769	YCL004W	augustus_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.22&CDS=1-1455
770	OG0000770	YCL005W-A	genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_35_length_109357_cov_11.5325_ID_7024-processed-gene-0.100&CDS=1-216
771	OG0000771	YCL009C	genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-0.43&CDS=1-891
772	OG0000772	YCL010C	augustus_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.2&CDS=1-2019
773	OG0000773	YCL012C	snap_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.95&CDS=1-474
774	OG0000774	YCL014W	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.74&CDS=1-3729
775	OG0000775	YCL016C	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.51&CDS=1-1041
776	OG0000776	YCL017C	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.52&CDS=1-1377
777	OG0000777	YCL018W	genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_45_length_75470_cov_12.1368_ID_6889-processed-gene-0.53&CDS=1-1089
778	OG0000778	YCL026C-B	genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_33_length_116069_cov_10.4712_ID_6197-processed-gene-0.79&CDS=1-576
779	OG0000779	YCL027W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.27-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.27&CDS=1-1425
780	OG0000780	YCL029C	augustus_masked-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.119&CDS=1-2586
781	OG0000781	YCL030C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.62&CDS=1-2529
782	OG0000782	YCL031C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.68&CDS=1-888
783	OG0000783	YCL032W	maker-NODE_39_length_96090_cov_11.7198_ID_6412-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_39_length_96090_cov_11.7198_ID_6412-augustus-gene-0.0&CDS=1-1233
784	OG0000784	YCL033C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.92&CDS=1-414
785	OG0000785	YCL034W	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.63&CDS=1-1101
786	OG0000786	YCL038C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.35&CDS=1-1650
787	OG0000787	YCL039W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-1.58&CDS=1-1644
788	OG0000788	YCL043C	genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_39_length_96090_cov_11.7198_ID_6412-processed-gene-0.93&CDS=1-1548
789	OG0000789	YCL045C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.91&CDS=1-2649
790	OG0000790	YCL052C	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.32&CDS=1-1347
791	OG0000791	YCL054W	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.68&CDS=1-2475
792	OG0000792	YCL055W	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.69&CDS=1-1320
793	OG0000793	YCL057C-A	augustus_masked-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.219&CDS=1-249
794	OG0000794	YCL057W	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.79&CDS=1-2043
795	OG0000795	YCL061C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.30-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.30&CDS=1-3735
796	OG0000796	YCR002C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.79&CDS=1-1014
797	OG0000797	YCR003W	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-0.56&CDS=1-558
798	OG0000798	YCR008W	augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.182&CDS=1-2472
799	OG0000799	YCR011C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.49&CDS=1-3009
800	OG0000800	YCR012W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.94&CDS=1-1245
801	OG0000801	YCR014C	snap_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.187&CDS=1-1485
802	OG0000802	YCR015C	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.117&CDS=1-774
803	OG0000803	YCR016W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.89&CDS=1-927
804	OG0000804	YCR017C	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.119&CDS=1-2790
805	OG0000805	YCR019W	genemark-NODE_58_length_44259_cov_12.5131_ID_8359-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_58_length_44259_cov_12.5131_ID_8359-processed-gene-0.34&CDS=1-1065
806	OG0000806	YCR020C	genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_40_length_95558_cov_12.1275_ID_16063-processed-gene-0.70&CDS=1-657
807	OG0000807	YCR020C-A	snap_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-2.87&CDS=1-273
808	OG0000808	YCR021C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.65-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.65&CDS=1-918
809	OG0000809	YCR023C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-5.139-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-5.139&CDS=1-1689
810	OG0000810	YCR024C	augustus_masked-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.39&CDS=1-1452
811	OG0000811	YCR027C	genemark-NODE_38_length_101703_cov_10.941_ID_12574-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_38_length_101703_cov_10.941_ID_12574-processed-gene-0.71&CDS=1-543
812	OG0000812	YCR028C-A	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.74&CDS=1-390
813	OG0000813	YCR030C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.73&CDS=1-2664
814	OG0000814	YCR032W	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.68&CDS=1-6471
815	OG0000815	YCR033W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.113&CDS=1-3588
816	OG0000816	YCR035C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.92&CDS=1-1131
817	OG0000817	YCR036W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-0.93&CDS=1-1014
818	OG0000818	YCR042C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.51-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.51&CDS=1-3978
819	OG0000819	YCR044C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.77&CDS=1-801
820	OG0000820	YCR045C	genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_26_length_151081_cov_10.9555_ID_6809-processed-gene-0.124&CDS=1-1395
821	OG0000821	YCR046C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.17&CDS=1-519
822	OG0000822	YCR047C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.16&CDS=1-807
823	OG0000823	YCR051W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.35&CDS=1-627
824	OG0000824	YCR053W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.107&CDS=1-1524
825	OG0000825	YCR054C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.82&CDS=1-1452
826	OG0000826	YCR057C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.81&CDS=1-2730
827	OG0000827	YCR059C	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.80&CDS=1-765
828	OG0000828	YCR060W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.106&CDS=1-990
829	OG0000829	YCR061W	augustus_masked-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.158&CDS=1-1833
830	OG0000830	YCR063W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.104&CDS=1-456
831	OG0000831	YCR066W	genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_13_length_217331_cov_11.2721_ID_5089-processed-gene-1.103&CDS=1-1410
832	OG0000832	YCR068W	augustus_masked-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.24&CDS=1-2967
833	OG0000833	YCR071C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.70&CDS=1-405
834	OG0000834	YCR072C	genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_37_length_104688_cov_11.462_ID_6089-processed-gene-0.69&CDS=1-1527
835	OG0000835	YCR075C	genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.99&CDS=1-846
836	OG0000836	YCR077C	augustus_masked-NODE_41_length_92629_cov_11.8038_ID_6724-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_41_length_92629_cov_11.8038_ID_6724-processed-gene-0.111&CDS=1-2301
837	OG0000837	YCR079W	genemark-NODE_41_length_92629_cov_11.8038_ID_6724-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_41_length_92629_cov_11.8038_ID_6724-processed-gene-0.36&CDS=1-1296
838	OG0000838	YCR081W	genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_47_length_71546_cov_14.1678_ID_8848-processed-gene-0.78&CDS=1-4020
839	OG0000839	YCR084C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.57&CDS=1-1893
840	OG0000840	YCR086W	maker-NODE_5_length_396261_cov_11.9408_ID_5026-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_5_length_396261_cov_11.9408_ID_5026-snap-gene-2.0&CDS=1-936
841	OG0000841	YCR087C-A	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.116&CDS=1-447
842	OG0000842	YCR088W	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.117&CDS=1-1563
843	OG0000843	YCR090C	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.92&CDS=1-483
