	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
244	OG0000244	YDR205W	augustus_masked-LQMS01001451.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001451.1-processed-gene-0.0&CDS=1-591, genemark-LQMS01002324.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002324.1-processed-gene-0.32&CDS=1-1989
245	OG0000245	YDR206W, YLR233C	genemark-LQMS01002235.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002235.1-processed-gene-0.30&CDS=1-2643
246	OG0000246	YDR213W, YLR228C	genemark-LQMS01002364.1-processed-gene-0.127-mRNA-1_1&gene=genemark-LQMS01002364.1-processed-gene-0.127&CDS=1-2217
247	OG0000247	YDR216W	genemark-LQMS01002251.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002251.1-processed-gene-0.19&CDS=1-3321, genemark-LQMS01002267.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002267.1-processed-gene-0.21&CDS=1-642
248	OG0000248	YDR247W, YPL026C	genemark-LQMS01002370.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.21&CDS=1-1557
249	OG0000249	YDR251W, YPL032C	maker-LQMS01002371.1-augustus-gene-0.5-mRNA-1_1&gene=maker-LQMS01002371.1-augustus-gene-0.5&CDS=1-3174
250	OG0000250	YDR252W, YPL037C	genemark-LQMS01002371.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.46&CDS=1-471
251	OG0000251	YDR259C, YOR028C	genemark-LQMS01002369.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.96&CDS=1-618
252	OG0000252	YDR263C, YOR033C	genemark-LQMS01002131.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002131.1-processed-gene-0.12&CDS=1-1707
253	OG0000253	YDR264C, YOR034C	genemark-LQMS01002371.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.25&CDS=1-2631
254	OG0000254	YDR272W, YOR040W	genemark-LQMS01002377.1-processed-gene-1.48-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.48&CDS=1-768
255	OG0000255	YDR300C, YHR033W	snap_masked-LQMS01002342.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LQMS01002342.1-processed-gene-0.40&CDS=1-1293
256	OG0000256	YDR312W, YHR066W	genemark-LQMS01002320.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002320.1-processed-gene-0.70&CDS=1-1260
257	OG0000257	YDR348C, YHR097C	maker-LQMS01002190.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMS01002190.1-snap-gene-0.1&CDS=1-1425
258	OG0000258	YDR351W, YHR103W	genemark-LQMS01002309.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.38&CDS=1-2472
259	OG0000259	YDR368W, YOR120W	maker-LQMS01002380.1-augustus-gene-0.105-mRNA-1_1&gene=maker-LQMS01002380.1-augustus-gene-0.105&CDS=1-1962
260	OG0000260	YDR385W, YOR133W	snap_masked-LQMS01002369.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQMS01002369.1-processed-gene-0.7&CDS=1-2526
261	OG0000261	YDR389W, YOR134W	genemark-LQMS01002339.1-processed-gene-0.76-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.76&CDS=1-1776
262	OG0000262	YDR418W, YEL054C	genemark-LQMS01002304.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.5&CDS=1-495
263	OG0000263	YDR447C, YML024W	maker-LQMS01002364.1-augustus-gene-0.194-mRNA-1_1&gene=maker-LQMS01002364.1-augustus-gene-0.194&CDS=1-411
264	OG0000264	YDR450W, YML026C	genemark-LQMS01002373.1-processed-gene-0.146-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.146&CDS=1-435
265	OG0000265	YDR451C, YML027W	genemark-LQMS01002373.1-processed-gene-0.107-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.107&CDS=1-1194
266	OG0000266	YDR453C, YML028W	genemark-LQMS01002362.1-processed-gene-0.106-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.106&CDS=1-585
267	OG0000267	YDR458C, YML034W	augustus_masked-LQMS01002169.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMS01002169.1-processed-gene-0.10&CDS=1-3015
268	OG0000268	YDR492W, YOL002C	augustus_masked-LQMS01002256.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-LQMS01002256.1-processed-gene-0.36&CDS=1-3384
269	OG0000269	YDR497C, YOL103W	genemark-LQMS01002361.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.5&CDS=1-1692
270	OG0000270	YDR500C, YLR185W	snap_masked-LQMS01002329.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LQMS01002329.1-processed-gene-0.28&CDS=1-264
271	OG0000271	YDR501W, YLR183C	genemark-LQMS01002329.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002329.1-processed-gene-0.40&CDS=1-1542
272	OG0000272	YDR505C, YLR177W	genemark-LQMS01002329.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002329.1-processed-gene-0.42&CDS=1-2211
273	OG0000273	YEL006W, YIL006W	genemark-LQMS01002317.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002317.1-processed-gene-0.40&CDS=1-1149
274	OG0000274	YEL007W, YHR177W	genemark-LQMS01002380.1-processed-gene-2.100-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.100&CDS=1-1800
275	OG0000275	YEL022W, YJR031C	genemark-LQMS01002206.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002206.1-processed-gene-0.2&CDS=1-4686
276	OG0000276	YEL034W, YJR047C	genemark-LQMS01002328.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002328.1-processed-gene-0.38&CDS=1-468
277	OG0000277	YEL039C, YJR048W	maker-LQMS01002377.1-snap-gene-1.171-mRNA-1_1&gene=maker-LQMS01002377.1-snap-gene-1.171&CDS=1-1842
278	OG0000278	YEL041W, YJR049C	genemark-LQMS01002362.1-processed-gene-0.79-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.79&CDS=1-1872
279	OG0000279	YEL047C, YJR051W	genemark-LQMS01002356.1-processed-gene-0.128-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.128&CDS=1-1476
280	OG0000280	YEL066W, YPR193C	genemark-LQMS01002374.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.67&CDS=1-462
281	OG0000281	YER004W	genemark-LQMS01002131.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002131.1-processed-gene-0.10&CDS=1-690, genemark-LQMS01002380.1-processed-gene-2.102-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.102&CDS=1-690
282	OG0000282	YER019C-A, YER087C-B	genemark-LQMS01002335.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.70&CDS=1-279
283	OG0000283	YER028C, YGL209W	genemark-LQMS01002322.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.34&CDS=1-1356
284	OG0000284	YER037W, YGL224C	genemark-LQMS01002344.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002344.1-processed-gene-0.8&CDS=1-849
285	OG0000285	YER045C, YIL036W	genemark-LQMS01002188.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002188.1-processed-gene-0.12&CDS=1-1206
286	OG0000286	YER056C-A, YIL052C	snap_masked-LQMS01002288.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-LQMS01002288.1-processed-gene-0.17&CDS=1-339
287	OG0000287	YER057C, YIL051C	snap_masked-LQMS01002288.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LQMS01002288.1-processed-gene-0.18&CDS=1-360
288	OG0000288	YER059W, YIL050W	genemark-LQMS01002288.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002288.1-processed-gene-0.30&CDS=1-2085
289	OG0000289	YER062C, YIL053W	genemark-LQMS01002293.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002293.1-processed-gene-0.29&CDS=1-759
290	OG0000290	YER064C, YIL056W	genemark-LQMS01002368.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.62&CDS=1-1857
291	OG0000291	YER066W, YFL009W	genemark-LQMS01002335.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.63&CDS=1-2364
292	OG0000292	YER067W, YIL057C	genemark-LQMS01002266.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002266.1-processed-gene-0.18&CDS=1-606
293	OG0000293	YER074W, YIL069C	augustus_masked-LQMS01002293.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQMS01002293.1-processed-gene-0.47&CDS=1-426
294	OG0000294	YER131W, YGL189C	genemark-LQMS01002340.1-processed-gene-0.79-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.79&CDS=1-357
295	OG0000295	YER145C	genemark-LQMS01002289.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQMS01002289.1-processed-gene-0.41&CDS=1-1152, genemark-LQMS01002352.1-processed-gene-0.115-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.115&CDS=1-1155
296	OG0000296	YER166W	genemark-LQMS01002228.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002228.1-processed-gene-0.9&CDS=1-4548, genemark-LQMS01002366.1-processed-gene-0.131-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.131&CDS=1-4971
297	OG0000297	YFL004W, YPL019C	maker-LQMS01002379.1-augustus-gene-1.1-mRNA-1_1&gene=maker-LQMS01002379.1-augustus-gene-1.1&CDS=1-3027
298	OG0000298	YFL034C-A, YLR061W	genemark-LQMS01002353.1-processed-gene-0.181-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.181&CDS=1-357
299	OG0000299	YFL048C, YLR080W	genemark-LQMS01002346.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQMS01002346.1-processed-gene-0.40&CDS=1-1440
300	OG0000300	YFL053W, YML070W	augustus_masked-LQMS01002380.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LQMS01002380.1-processed-gene-0.102&CDS=1-3636
301	OG0000301	YFL061W, YNL335W	genemark-LQMS01002376.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.140&CDS=1-942
302	OG0000302	YFR013W, YOL017W	genemark-LQMS01002273.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002273.1-processed-gene-0.50&CDS=1-1968
303	OG0000303	YFR019W	augustus_masked-LQMS01001712.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01001712.1-processed-gene-0.0&CDS=1-843, genemark-LQMS01002255.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMS01002255.1-processed-gene-0.22&CDS=1-7278
304	OG0000304	YFR022W, YOR018W	maker-LQMS01002255.1-augustus-gene-0.33-mRNA-1_1&gene=maker-LQMS01002255.1-augustus-gene-0.33&CDS=1-3153
305	OG0000305	YGL031C, YGR148C	genemark-LQMS01002353.1-processed-gene-0.143-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.143&CDS=1-465
306	OG0000306	YGL049C, YGR162W	genemark-LQMS01002196.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002196.1-processed-gene-0.3&CDS=1-3177
307	OG0000307	YGL071W, YPL202C	genemark-LQMS01002227.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002227.1-processed-gene-0.21&CDS=1-2436
308	OG0000308	YGL076C, YPL198W	snap_masked-LQMS01002310.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LQMS01002310.1-processed-gene-0.13&CDS=1-723
309	OG0000309	YGL077C	genemark-LQMS01002343.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.100&CDS=1-1710, genemark-LQMS01002359.1-processed-gene-0.81-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.81&CDS=1-1590
310	OG0000310	YGL096W, YPL177C	genemark-LQMS01002373.1-processed-gene-0.161-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.161&CDS=1-711
311	OG0000311	YGL133W, YPL216W	genemark-LQMS01002343.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.61&CDS=1-3534
312	OG0000312	YGL135W, YPL220W	genemark-LQMS01002290.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMS01002290.1-processed-gene-0.37&CDS=1-651
313	OG0000313	YGL139W, YPL221W	genemark-LQMS01002327.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002327.1-processed-gene-0.24&CDS=1-2262
314	OG0000314	YGL147C, YNL067W	genemark-LQMS01002316.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.34&CDS=1-573
315	OG0000315	YGL162W, YPR009W	genemark-LQMS01002332.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQMS01002332.1-processed-gene-0.49&CDS=1-1059
316	OG0000316	YGL185C	genemark-LQMS01002212.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002212.1-processed-gene-0.2&CDS=1-1086, genemark-LQMS01002340.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQMS01002340.1-processed-gene-0.56&CDS=1-1086
317	OG0000317	YGL205W	genemark-LQMS01002214.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002214.1-processed-gene-0.3&CDS=1-2169, snap_masked-LQMS01002214.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LQMS01002214.1-processed-gene-0.16&CDS=1-2532
318	OG0000318	YGR008C, YLR327C	snap_masked-LQMS01002318.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LQMS01002318.1-processed-gene-0.55&CDS=1-261
319	OG0000319	YGR010W, YLR328W	genemark-LQMS01002368.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.77&CDS=1-1311
320	OG0000320	YGR021W	augustus_masked-LQMS01000467.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01000467.1-processed-gene-0.0&CDS=1-222, augustus_masked-LQMS01002356.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LQMS01002356.1-processed-gene-0.40&CDS=1-828
321	OG0000321	YGR027C, YLR333C	genemark-LQMS01002379.1-processed-gene-1.230-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.230&CDS=1-315
322	OG0000322	YGR034W, YLR344W	maker-LQMS01002370.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMS01002370.1-snap-gene-0.0&CDS=1-381
323	OG0000323	YGR038W, YLR350W	genemark-LQMS01002236.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002236.1-processed-gene-0.26&CDS=1-714
324	OG0000324	YGR056W, YLR357W	augustus_masked-LQMS01002378.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-LQMS01002378.1-processed-gene-0.86&CDS=1-5181
325	OG0000325	YGR070W, YLR371W	genemark-LQMS01002369.1-processed-gene-0.122-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.122&CDS=1-4242
326	OG0000326	YGR085C, YPR102C	snap_masked-LQMS01002360.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LQMS01002360.1-processed-gene-0.30&CDS=1-531
327	OG0000327	YGR086C	genemark-LQMS01002360.1-processed-gene-0.122-mRNA-1_1&gene=genemark-LQMS01002360.1-processed-gene-0.122&CDS=1-927, genemark-LQMS01002365.1-processed-gene-0.97-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.97&CDS=1-915
328	OG0000328	YGR092W, YPR111W	genemark-LQMS01002360.1-processed-gene-0.115-mRNA-1_1&gene=genemark-LQMS01002360.1-processed-gene-0.115&CDS=1-1923
329	OG0000329	YGR108W, YPR119W	genemark-LQMS01002376.1-processed-gene-0.138-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.138&CDS=1-1359
330	OG0000330	YGR118W, YPR132W	genemark-LQMS01002272.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002272.1-processed-gene-0.4&CDS=1-435
331	OG0000331	YGR121C, YPR138C	genemark-LQMS01002304.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.17&CDS=1-1635
332	OG0000332	YGR131W, YPR149W	genemark-LQMS01002200.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMS01002200.1-processed-gene-0.12&CDS=1-510
333	OG0000333	YGR134W	augustus_masked-LQMS01002288.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LQMS01002288.1-processed-gene-0.63&CDS=1-3696, genemark-LQMS01002356.1-processed-gene-0.132-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.132&CDS=1-1296
334	OG0000334	YGR138C, YPR156C	genemark-LQMS01002380.1-processed-gene-1.45-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.45&CDS=1-1782
335	OG0000335	YGR141W, YPR157W	genemark-LQMS01002338.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002338.1-processed-gene-0.57&CDS=1-1314
336	OG0000336	YGR209C, YLR043C	genemark-LQMS01002342.1-processed-gene-0.99-mRNA-1_1&gene=genemark-LQMS01002342.1-processed-gene-0.99&CDS=1-309
337	OG0000337	YGR214W, YLR048W	genemark-LQMS01002234.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQMS01002234.1-processed-gene-0.31&CDS=1-783
338	OG0000338	YGR238C, YHR158C	genemark-LQMS01002211.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002211.1-processed-gene-0.15&CDS=1-2943
339	OG0000339	YGR241C, YHR161C	genemark-LQMS01002323.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.85&CDS=1-1992
340	OG0000340	YGR243W, YHR162W	genemark-LQMS01002158.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002158.1-processed-gene-0.9&CDS=1-405
341	OG0000341	YGR248W, YHR163W	augustus_masked-LQMS01002374.1-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-LQMS01002374.1-processed-gene-0.234&CDS=1-1554
342	OG0000342	YGR254W	augustus_masked-LQMS01002114.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMS01002114.1-processed-gene-0.13&CDS=1-996, genemark-LQMS01002364.1-processed-gene-0.129-mRNA-1_1&gene=genemark-LQMS01002364.1-processed-gene-0.129&CDS=1-1320
343	OG0000343	YGR263C	genemark-LQMS01002278.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002278.1-processed-gene-0.23&CDS=1-1266, maker-LQMS01002318.1-snap-gene-0.109-mRNA-1_1&gene=maker-LQMS01002318.1-snap-gene-0.109&CDS=1-2301
344	OG0000344	YHL001W, YKL006W	genemark-LQMS01002371.1-processed-gene-0.68-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.68&CDS=1-399
345	OG0000345	YHL003C, YKL008C	genemark-LQMS01002368.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002368.1-processed-gene-0.46&CDS=1-1227
346	OG0000346	YHL017W, YKL039W	augustus_masked-LQMS01002359.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMS01002359.1-processed-gene-0.11&CDS=1-1758
347	OG0000347	YHR115C, YNL116W	snap_masked-LQMS01002283.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LQMS01002283.1-processed-gene-0.16&CDS=1-1287
348	OG0000348	YHR117W, YNL121C	genemark-LQMS01002306.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.32&CDS=1-1806
349	OG0000349	YHR131C, YNL144C	genemark-LQMS01002379.1-processed-gene-1.228-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.228&CDS=1-1767
350	OG0000350	YHR132W-A, YNL157W	augustus_masked-LQMS01002337.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-LQMS01002337.1-processed-gene-0.98&CDS=1-2058
351	OG0000351	YHR133C, YNL156C	genemark-LQMS01002337.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMS01002337.1-processed-gene-0.37&CDS=1-954
352	OG0000352	YHR141C, YNL162W	maker-LQMS01002334.1-snap-gene-0.94-mRNA-1_1&gene=maker-LQMS01002334.1-snap-gene-0.94&CDS=1-318
353	OG0000353	YHR146W, YNL173C	snap_masked-LQMS01002352.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LQMS01002352.1-processed-gene-0.54&CDS=1-1422
354	OG0000354	YHR155W, YNL257C	snap_masked-LQMS01002378.1-processed-gene-1.99-mRNA-1_1&gene=snap_masked-LQMS01002378.1-processed-gene-1.99&CDS=1-6624
355	OG0000355	YHR176W	genemark-LQMS01002307.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQMS01002307.1-processed-gene-0.61&CDS=1-1434, genemark-LQMS01002309.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.41&CDS=1-1494
356	OG0000356	YHR198C, YHR199C	genemark-LQMS01002348.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.78&CDS=1-819
357	OG0000357	YHR203C, YJR145C	maker-LQMS01002268.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMS01002268.1-snap-gene-0.1&CDS=1-2625
358	OG0000358	YIL085C, YNL029C	genemark-LQMS01002374.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.41&CDS=1-2745
359	OG0000359	YIL095W, YNL020C	genemark-LQMS01002355.1-processed-gene-0.89-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.89&CDS=1-2040
360	OG0000360	YIL105C, YNL047C	genemark-LQMS01002343.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQMS01002343.1-processed-gene-0.92&CDS=1-2325
361	OG0000361	YIL111W, YNL052W	genemark-LQMS01002380.1-processed-gene-1.54-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.54&CDS=1-450
362	OG0000362	YIL113W, YNL053W	genemark-LQMS01002380.1-processed-gene-1.61-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.61&CDS=1-1590
363	OG0000363	YIL114C, YNL055C	maker-LQMS01002301.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMS01002301.1-augustus-gene-0.4&CDS=1-1953
364	OG0000364	YIL117C, YNL058C	genemark-LQMS01002184.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002184.1-processed-gene-0.4&CDS=1-849
365	OG0000365	YIL135C, YNL074C	genemark-LQMS01002326.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002326.1-processed-gene-0.57&CDS=1-1146
366	OG0000366	YIL149C, YKR095W	genemark-LQMS01002330.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002330.1-processed-gene-0.47&CDS=1-5250
367	OG0000367	YIL151C, YKR096W	genemark-LQMS01002330.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002330.1-processed-gene-0.64&CDS=1-3972
368	OG0000368	YIL156W, YKR098C	genemark-LQMS01002351.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.14&CDS=1-2613
369	OG0000369	YIL160C	genemark-LQMS01002302.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002302.1-processed-gene-0.15&CDS=1-1224, genemark-LQMS01002350.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002350.1-processed-gene-0.7&CDS=1-1224
370	OG0000370	YIR001C	genemark-LQMS01002317.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMS01002317.1-processed-gene-0.43&CDS=1-513, genemark-LQMS01002339.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQMS01002339.1-processed-gene-0.55&CDS=1-666
371	OG0000371	YIR013C, YLR013W	genemark-LQMS01002361.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.29&CDS=1-1038
372	OG0000372	YIR031C, YNL117W	genemark-LQMS01002305.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002305.1-processed-gene-0.30&CDS=1-1677
373	OG0000373	YIR033W, YKL020C	genemark-LQMS01002377.1-processed-gene-0.102-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.102&CDS=1-3405
374	OG0000374	YIR035C, YIR036C	augustus_masked-LQMS01002365.1-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-LQMS01002365.1-processed-gene-0.193&CDS=1-1569
375	OG0000375	YJL046W	augustus_masked-LQMS01000581.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMS01000581.1-processed-gene-0.0&CDS=1-279, augustus_masked-LQMS01001836.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01001836.1-processed-gene-0.2&CDS=1-867
376	OG0000376	YJL076W, YKR010C	genemark-LQMS01002327.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002327.1-processed-gene-0.26&CDS=1-3138
377	OG0000377	YJL079C, YKR013W	genemark-LQMS01002345.1-processed-gene-0.88-mRNA-1_1&gene=genemark-LQMS01002345.1-processed-gene-0.88&CDS=1-885
378	OG0000378	YJL082W, YKR018C	genemark-LQMS01002352.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.140&CDS=1-2634
379	OG0000379	YJL083W, YKR019C	snap_masked-LQMS01002376.1-processed-gene-0.190-mRNA-1_1&gene=snap_masked-LQMS01002376.1-processed-gene-0.190&CDS=1-1947
380	OG0000380	YJL084C, YKR021W	genemark-LQMS01002166.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002166.1-processed-gene-0.9&CDS=1-2760
381	OG0000381	YJL098W, YKR028W	genemark-LQMS01002307.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002307.1-processed-gene-0.67&CDS=1-2580
382	OG0000382	YJL099W, YKR027W	genemark-LQMS01002307.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQMS01002307.1-processed-gene-0.51&CDS=1-2670
383	OG0000383	YJL105W, YKR029C	genemark-LQMS01002352.1-processed-gene-0.136-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.136&CDS=1-3426
384	OG0000384	YJL133W, YKR052C	genemark-LQMS01002233.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002233.1-processed-gene-0.15&CDS=1-972
385	OG0000385	YJL134W, YKR053C	snap_masked-LQMS01002253.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LQMS01002253.1-processed-gene-0.52&CDS=1-2559
