	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035641_Yamadazyma_scolyti
780	OG0000780	YDL164C	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.52&CDS=1-2076
781	OG0000781	YDL165W	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.90&CDS=1-567
782	OG0000782	YDL166C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.74&CDS=1-723
783	OG0000783	YDL167C	genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-5.61&CDS=1-1956
784	OG0000784	YDL168W	snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.200-mRNA-1_1&gene=snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.200&CDS=1-1134
785	OG0000785	YDL170W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.81&CDS=1-1926
786	OG0000786	YDL171C	augustus_masked-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_29_length_87390_cov_28.3536_ID_3068-processed-gene-0.91&CDS=1-6357
787	OG0000787	YDL177C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.17&CDS=1-507
788	OG0000788	YDL178W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.18&CDS=1-1605
789	OG0000789	YDL183C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.63&CDS=1-891
790	OG0000790	YDL185W	snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.122&CDS=1-1920
791	OG0000791	YDL188C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.82&CDS=1-990
792	OG0000792	YDL190C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.70&CDS=1-3180
793	OG0000793	YDL193W	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.48&CDS=1-1044
794	OG0000794	YDL195W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.71&CDS=1-3837
795	OG0000795	YDL198C	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-1.38&CDS=1-912
796	OG0000796	YDL201W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.134&CDS=1-879
797	OG0000797	YDL202W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-0.135&CDS=1-756
798	OG0000798	YDL205C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.68&CDS=1-1005
799	OG0000799	YDL207W	augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.210-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.210&CDS=1-1347
800	OG0000800	YDL208W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.97&CDS=1-462
801	OG0000801	YDL209C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.27&CDS=1-945
802	OG0000802	YDL210W	augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.98&CDS=1-1665
803	OG0000803	YDL212W	genemark-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.4&CDS=1-714
804	OG0000804	YDL213C	genemark-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.17&CDS=1-612
805	OG0000805	YDL215C	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.87&CDS=1-4056
806	OG0000806	YDL216C	snap_masked-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_37_length_64369_cov_36.8038_ID_5894-processed-gene-0.58&CDS=1-705
807	OG0000807	YDL217C	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.35&CDS=1-540
808	OG0000808	YDL219W	augustus_masked-NODE_28_length_97279_cov_26.9019_ID_2895-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_28_length_97279_cov_26.9019_ID_2895-processed-gene-0.69&CDS=1-486
809	OG0000809	YDL225W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.295-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.295&CDS=1-1755
810	OG0000810	YDL228C	maker-NODE_3_length_891353_cov_30.1887_ID_1825-snap-gene-6.3-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-snap-gene-6.3&CDS=1-465
811	OG0000811	YDL230W	snap_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.3&CDS=1-927
812	OG0000812	YDL235C	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.85&CDS=1-441
813	OG0000813	YDL236W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.91&CDS=1-927
814	OG0000814	YDL237W	maker-NODE_24_length_108804_cov_29.3414_ID_3852-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_24_length_108804_cov_29.3414_ID_3852-snap-gene-0.40&CDS=1-2751
815	OG0000815	YDL238C	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-0.100&CDS=1-1551
816	OG0000816	YDL240W	maker-NODE_16_length_216442_cov_36.8176_ID_2354-augustus-gene-1.198-mRNA-1_1&gene=maker-NODE_16_length_216442_cov_36.8176_ID_2354-augustus-gene-1.198&CDS=1-3465
817	OG0000817	YDR002W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-0.62&CDS=1-612
818	OG0000818	YDR004W	snap_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.162&CDS=1-1242
819	OG0000819	YDR005C	maker-NODE_16_length_216442_cov_36.8176_ID_2354-snap-gene-1.120-mRNA-1_1&gene=maker-NODE_16_length_216442_cov_36.8176_ID_2354-snap-gene-1.120&CDS=1-1065
820	OG0000820	YDR006C	augustus_masked-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_22_length_122971_cov_32.7259_ID_7671-processed-gene-0.121&CDS=1-1437
821	OG0000821	YDR007W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.178-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.178&CDS=1-768
822	OG0000822	YDR013W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-1.109&CDS=1-654
823	OG0000823	YDR016C	snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.162&CDS=1-225
824	OG0000824	YDR017C	genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-1.105&CDS=1-1062
825	OG0000825	YDR019C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.94&CDS=1-1185
826	OG0000826	YDR020C	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.57&CDS=1-687
827	OG0000827	YDR023W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.20&CDS=1-1383
828	OG0000828	YDR027C	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.73&CDS=1-3873
829	OG0000829	YDR028C	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.71&CDS=1-2823
830	OG0000830	YDR030C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-3.45&CDS=1-1314
831	OG0000831	YDR031W	genemark-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.183&CDS=1-303
832	OG0000832	YDR034C	genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.171-mRNA-1_1&gene=genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.171&CDS=1-2313
833	OG0000833	YDR036C	augustus_masked-NODE_38_length_63465_cov_28.2542_ID_4430-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_38_length_63465_cov_28.2542_ID_4430-processed-gene-0.38&CDS=1-1347
834	OG0000834	YDR037W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.267-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.267&CDS=1-1770
835	OG0000835	YDR041W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.268-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.268&CDS=1-723
836	OG0000836	YDR044W	maker-NODE_34_length_69846_cov_53.4932_ID_3662-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_34_length_69846_cov_53.4932_ID_3662-snap-gene-0.47&CDS=1-2562
837	OG0000837	YDR045C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.304-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.304&CDS=1-333
838	OG0000838	YDR047W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.255-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.255&CDS=1-1086
839	OG0000839	YDR049W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.256-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.256&CDS=1-1737
840	OG0000840	YDR050C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.308-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.308&CDS=1-744
841	OG0000841	YDR051C	maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-7.348-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-7.348&CDS=1-960
842	OG0000842	YDR054C	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.55-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.55&CDS=1-720
843	OG0000843	YDR057W	genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.129-mRNA-1_1&gene=genemark-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.129&CDS=1-1539
844	OG0000844	YDR060W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-4.119&CDS=1-3072
845	OG0000845	YDR061W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.62&CDS=1-1581
846	OG0000846	YDR062W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.63&CDS=1-1665
847	OG0000847	YDR064W	maker-NODE_17_length_195034_cov_27.8368_ID_2750-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_17_length_195034_cov_27.8368_ID_2750-snap-gene-0.95&CDS=1-834
848	OG0000848	YDR067C	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.11-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-5.11&CDS=1-588
849	OG0000849	YDR068W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.115&CDS=1-984
850	OG0000850	YDR071C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.106&CDS=1-681
851	OG0000851	YDR074W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.21&CDS=1-2580
852	OG0000852	YDR079C-A	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.130&CDS=1-213
853	OG0000853	YDR079W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.111&CDS=1-285
854	OG0000854	YDR080W	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.21&CDS=1-2961
855	OG0000855	YDR081C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.132&CDS=1-2307
856	OG0000856	YDR083W	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.65&CDS=1-1158
857	OG0000857	YDR084C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.131&CDS=1-684
858	OG0000858	YDR090C	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.219-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.219&CDS=1-6000
859	OG0000859	YDR091C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.39&CDS=1-1827
860	OG0000860	YDR092W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-1.62&CDS=1-462
861	OG0000861	YDR097C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.83&CDS=1-3510
862	OG0000862	YDR101C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.38&CDS=1-1521
863	OG0000863	YDR105C	maker-NODE_20_length_149750_cov_40.9465_ID_2229-snap-gene-0.249-mRNA-1_1&gene=maker-NODE_20_length_149750_cov_40.9465_ID_2229-snap-gene-0.249&CDS=1-1887
864	OG0000864	YDR109C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.84&CDS=1-1950
865	OG0000865	YDR111C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.136&CDS=1-1515
866	OG0000866	YDR115W	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.81&CDS=1-348
867	OG0000867	YDR116C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.157&CDS=1-783
868	OG0000868	YDR117C	genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-1.112&CDS=1-1641
869	OG0000869	YDR120C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.143&CDS=1-1554
870	OG0000870	YDR121W	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-0.45&CDS=1-672
871	OG0000871	YDR124W	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.5&CDS=1-1218
872	OG0000872	YDR126W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-6.162&CDS=1-1014
873	OG0000873	YDR127W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-4.29&CDS=1-6279
874	OG0000874	YDR128W	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-0.139&CDS=1-4143
875	OG0000875	YDR129C	augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_36_length_64859_cov_30.1357_ID_7042-processed-gene-0.37&CDS=1-1908
876	OG0000876	YDR135C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.55&CDS=1-6858
877	OG0000877	YDR140W	maker-NODE_9_length_364984_cov_35.4331_ID_4957-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_9_length_364984_cov_35.4331_ID_4957-augustus-gene-1.1&CDS=1-2661
878	OG0000878	YDR141C	snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-2.23&CDS=1-4089
879	OG0000879	YDR142C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-3.15&CDS=1-3282
880	OG0000880	YDR145W	augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.101&CDS=1-1308
881	OG0000881	YDR148C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.118&CDS=1-1314
882	OG0000882	YDR150W	augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.151&CDS=1-10338
883	OG0000883	YDR152W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.61&CDS=1-690
884	OG0000884	YDR155C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-7.59&CDS=1-489
885	OG0000885	YDR156W	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-2.60&CDS=1-552
886	OG0000886	YDR158W	maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-2.49-mRNA-1_1&gene=maker-NODE_1_length_1124597_cov_29.4403_ID_2943-augustus-gene-2.49&CDS=1-1902
887	OG0000887	YDR159W	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-7.86-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-7.86&CDS=1-3729
888	OG0000888	YDR160W	augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.108&CDS=1-2577
889	OG0000889	YDR161W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.144&CDS=1-1035
