	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
913	OG0000913	YDL193W	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.148-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.148&CDS=1-1098
914	OG0000914	YDL195W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.148&CDS=1-3918
915	OG0000915	YDL198C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.21&CDS=1-900
916	OG0000916	YDL201W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.121&CDS=1-894
917	OG0000917	YDL202W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.122&CDS=1-768
918	OG0000918	YDL205C	maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-0.37&CDS=1-1080
919	OG0000919	YDL207W	maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.169-mRNA-1_1&gene=maker-NODE_21_length_217050_cov_48.8671_ID_41-snap-gene-1.169&CDS=1-2148
920	OG0000920	YDL208W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.99&CDS=1-438
921	OG0000921	YDL209C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.98&CDS=1-1056
922	OG0000922	YDL212W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.104&CDS=1-663
923	OG0000923	YDL213C	augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_26_length_126748_cov_37.8281_ID_51-processed-gene-0.47&CDS=1-681
924	OG0000924	YDL215C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-6.56&CDS=1-3111
925	OG0000925	YDL217C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.257-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.257&CDS=1-543
926	OG0000926	YDL219W	maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-6.1-mRNA-1_1&gene=maker-NODE_5_length_785164_cov_45.4552_ID_9-snap-gene-6.1&CDS=1-1119
927	OG0000927	YDL233W	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.216-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.216&CDS=1-2196
928	OG0000928	YDL234C	augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_22_length_207061_cov_43.0719_ID_43-processed-gene-1.53&CDS=1-2250
929	OG0000929	YDL235C	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.117&CDS=1-441
930	OG0000930	YDL236W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-1.116&CDS=1-900
931	OG0000931	YDL238C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.14&CDS=1-1449
932	OG0000932	YDL240W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.64&CDS=1-3465
933	OG0000933	YDR002W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.79&CDS=1-612
934	OG0000934	YDR004W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.138&CDS=1-1656
935	OG0000935	YDR005C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.139&CDS=1-1350
936	OG0000936	YDR006C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.163&CDS=1-2433
937	OG0000937	YDR007W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.72&CDS=1-726
938	OG0000938	YDR013W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.51&CDS=1-585
939	OG0000939	YDR017C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.67&CDS=1-3543
940	OG0000940	YDR020C	maker-NODE_21_length_217050_cov_48.8671_ID_41-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_21_length_217050_cov_48.8671_ID_41-augustus-gene-0.9&CDS=1-702
941	OG0000941	YDR023W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-0.67&CDS=1-1389
942	OG0000942	YDR026C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.64&CDS=1-2808
943	OG0000943	YDR027C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.61&CDS=1-3981
944	OG0000944	YDR030C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.74&CDS=1-1335
945	OG0000945	YDR036C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.123&CDS=1-1584
946	OG0000946	YDR041W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-0.57&CDS=1-795
947	OG0000947	YDR043C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.59&CDS=1-789
948	OG0000948	YDR044W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-3.18&CDS=1-960
949	OG0000949	YDR045C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.10&CDS=1-336
950	OG0000950	YDR047W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.95&CDS=1-1089
951	OG0000951	YDR049W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-0.103&CDS=1-1872
952	OG0000952	YDR050C	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.109&CDS=1-705
953	OG0000953	YDR051C	genemark-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.21-mRNA-1_1&gene=genemark-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.21&CDS=1-942
954	OG0000954	YDR052C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-1.25&CDS=1-2763
955	OG0000955	YDR057W	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.123&CDS=1-1320
956	OG0000956	YDR058C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.120&CDS=1-678
957	OG0000957	YDR060W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.181&CDS=1-3420
958	OG0000958	YDR061W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-2.101&CDS=1-1572
959	OG0000959	YDR062W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.48&CDS=1-1707
960	OG0000960	YDR064W	maker-NODE_14_length_300086_cov_45.7339_ID_27-augustus-gene-2.100-mRNA-1_1&gene=maker-NODE_14_length_300086_cov_45.7339_ID_27-augustus-gene-2.100&CDS=1-954
961	OG0000961	YDR067C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.41&CDS=1-600
962	OG0000962	YDR068W	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.21&CDS=1-918
963	OG0000963	YDR071C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.39&CDS=1-747
964	OG0000964	YDR072C	augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_14_length_300086_cov_45.7339_ID_27-processed-gene-1.18&CDS=1-1320
965	OG0000965	YDR074W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.225-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.225&CDS=1-2466
966	OG0000966	YDR075W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-1.1&CDS=1-933
967	OG0000967	YDR079C-A	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-0.117&CDS=1-219
968	OG0000968	YDR079W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-0.2&CDS=1-981
969	OG0000969	YDR080W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-0.99&CDS=1-3201
970	OG0000970	YDR083W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.33&CDS=1-1218
971	OG0000971	YDR086C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.195-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.195&CDS=1-198
972	OG0000972	YDR087C	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.12&CDS=1-834
973	OG0000973	YDR088C	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.32&CDS=1-1293
974	OG0000974	YDR089W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.99&CDS=1-3213
975	OG0000975	YDR091C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.90&CDS=1-1818
976	OG0000976	YDR092W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-9.81-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-9.81&CDS=1-444
977	OG0000977	YDR097C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.105&CDS=1-5856
978	OG0000978	YDR100W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-2.80-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-augustus-gene-2.80&CDS=1-429
979	OG0000979	YDR101C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.58&CDS=1-1725
980	OG0000980	YDR103W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.73&CDS=1-3090
981	OG0000981	YDR104C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.37&CDS=1-3867
982	OG0000982	YDR106W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.119&CDS=1-912
983	OG0000983	YDR108W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.71&CDS=1-2169
984	OG0000984	YDR109C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-5.134&CDS=1-3942
985	OG0000985	YDR115W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-0.93&CDS=1-387
986	OG0000986	YDR116C	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.52&CDS=1-837
987	OG0000987	YDR117C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.89&CDS=1-1776
988	OG0000988	YDR120C	snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-1.69&CDS=1-1563
989	OG0000989	YDR121W	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.47&CDS=1-768
990	OG0000990	YDR124W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-1.29&CDS=1-903
991	OG0000991	YDR126W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.46&CDS=1-1191
992	OG0000992	YDR127W	maker-NODE_6_length_707688_cov_38.2434_ID_11-snap-gene-2.49-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-snap-gene-2.49&CDS=1-5256
993	OG0000993	YDR129C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.114&CDS=1-7113
994	OG0000994	YDR137W	snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.190-mRNA-1_1&gene=snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.190&CDS=1-2199
995	OG0000995	YDR140W	snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.5&CDS=1-669
996	OG0000996	YDR141C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-2.68&CDS=1-5460
997	OG0000997	YDR142C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.56&CDS=1-1104
998	OG0000998	YDR145W	maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-snap-gene-0.2&CDS=1-2310
999	OG0000999	YDR148C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-0.19&CDS=1-1320
1000	OG0001000	YDR150W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-2.115&CDS=1-8598
1001	OG0001001	YDR152W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.52&CDS=1-759
1002	OG0001002	YDR153C	snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.231&CDS=1-1422
1003	OG0001003	YDR155C	maker-NODE_12_length_398974_cov_37.4773_ID_23-augustus-gene-2.88-mRNA-1_1&gene=maker-NODE_12_length_398974_cov_37.4773_ID_23-augustus-gene-2.88&CDS=1-483
1004	OG0001004	YDR158W	augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_260039_cov_39.3695_ID_35-processed-gene-0.91&CDS=1-1086
1005	OG0001005	YDR159W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.61&CDS=1-3696
1006	OG0001006	YDR161W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.11&CDS=1-1206
1007	OG0001007	YDR162C	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.53&CDS=1-888
1008	OG0001008	YDR164C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-6.54&CDS=1-2139
1009	OG0001009	YDR165W	augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-NODE_12_length_398974_cov_37.4773_ID_23-processed-gene-2.55&CDS=1-1284
1010	OG0001010	YDR166C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.47&CDS=1-2766
1011	OG0001011	YDR167W	augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_25_length_133158_cov_51.1595_ID_49-processed-gene-0.78&CDS=1-1653
1012	OG0001012	YDR168W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.154&CDS=1-1593
1013	OG0001013	YDR169C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-4.78&CDS=1-1890
1014	OG0001014	YDR171W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-5.46&CDS=1-1635
1015	OG0001015	YDR172W	augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_17_length_278381_cov_40.6668_ID_33-processed-gene-1.54&CDS=1-2217
1016	OG0001016	YDR174W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.62&CDS=1-657
1017	OG0001017	YDR175C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.63&CDS=1-1041
1018	OG0001018	YDR176W	maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-2.48-mRNA-1_1&gene=maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-2.48&CDS=1-2634
1019	OG0001019	YDR177W	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.132&CDS=1-711
1020	OG0001020	YDR179W-A	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.74&CDS=1-1626
1021	OG0001021	YDR180W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.89&CDS=1-4695
1022	OG0001022	YDR182W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-10.33&CDS=1-1542
1023	OG0001023	YDR183W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.96&CDS=1-687
1024	OG0001024	YDR187C	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.108-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.108&CDS=1-2886
