	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
380	OG0000380	augustus_masked-kam_s271-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-kam_s271-processed-gene-1.86&CDS=1-1275, snap_masked-kam_s18-processed-gene-0.145-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.145&CDS=1-1224	YLR174W
381	OG0000381	genemark-kam_s18-processed-gene-0.24-mRNA-1_1&gene=genemark-kam_s18-processed-gene-0.24&CDS=1-381	YGR034W, YLR344W
382	OG0000382	snap_masked-kam_s18-processed-gene-0.168-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.168&CDS=1-864, snap_masked-kam_s245-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-0.21&CDS=1-864	YNL202W
383	OG0000383	snap_masked-kam_s18-processed-gene-0.201-mRNA-1_1&gene=snap_masked-kam_s18-processed-gene-0.201&CDS=1-2535	YKL121W, YMR102C
384	OG0000384	snap_masked-kam_s19-processed-gene-0.36-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-0.36&CDS=1-591	YBL072C, YER102W
385	OG0000385	snap_masked-kam_s19-processed-gene-1.98-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-1.98&CDS=1-1005	YBR273C, YJL048C
386	OG0000386	snap_masked-kam_s19-processed-gene-1.114-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-1.114&CDS=1-2001	YBR216C, YGL060W
387	OG0000387	genemark-kam_s19-processed-gene-2.65-mRNA-1_1&gene=genemark-kam_s19-processed-gene-2.65&CDS=1-465	YBR048W, YDR025W
388	OG0000388	snap_masked-kam_s19-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-2.45&CDS=1-639	YBR014C, YDL010W
389	OG0000389	snap_masked-kam_s19-processed-gene-2.46-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-2.46&CDS=1-1653	YIR031C, YNL117W
390	OG0000390	snap_masked-kam_s19-processed-gene-2.23-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-2.23&CDS=1-1611	YDL042C, YOL068C
391	OG0000391	snap_masked-kam_s19-processed-gene-3.87-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-3.87&CDS=1-3192	YBL106C, YPR032W
392	OG0000392	maker-kam_s39-augustus-gene-0.113-mRNA-1_1&gene=maker-kam_s39-augustus-gene-0.113&CDS=1-2601, snap_masked-kam_s19-processed-gene-3.90-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-3.90&CDS=1-1857	YMR058W
393	OG0000393	snap_masked-kam_s19-processed-gene-4.68-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-4.68&CDS=1-1410	YDL048C, YLR375W
394	OG0000394	snap_masked-kam_s19-processed-gene-4.70-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-4.70&CDS=1-4062	YGR070W, YLR371W
395	OG0000395	genemark-kam_s19-processed-gene-5.45-mRNA-1_1&gene=genemark-kam_s19-processed-gene-5.45&CDS=1-1878, snap_masked-kam_s245-processed-gene-0.33-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-0.33&CDS=1-1617	YMR221C
396	OG0000396	genemark-kam_s19-processed-gene-6.6-mRNA-1_1&gene=genemark-kam_s19-processed-gene-6.6&CDS=1-1311	YNL108C, YOR110W
397	OG0000397	genemark-kam_s19-processed-gene-6.34-mRNA-1_1&gene=genemark-kam_s19-processed-gene-6.34&CDS=1-1947, snap_masked-kam_s38-processed-gene-2.76-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-2.76&CDS=1-1536	YLR034C
398	OG0000398	snap_masked-kam_s19-processed-gene-6.99-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-6.99&CDS=1-1641, snap_masked-kam_s7-processed-gene-1.119-mRNA-1_1&gene=snap_masked-kam_s7-processed-gene-1.119&CDS=1-1527	YOL137W
399	OG0000399	augustus_masked-kam_s3-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-kam_s3-processed-gene-1.134&CDS=1-2199, snap_masked-kam_s19-processed-gene-6.85-mRNA-1_1&gene=snap_masked-kam_s19-processed-gene-6.85&CDS=1-924	YGR086C
400	OG0000400	snap_masked-kam_s2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-0.8&CDS=1-1011	YBR161W, YPL057C
401	OG0000401	augustus_masked-kam_s2-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-kam_s2-processed-gene-2.34&CDS=1-2652	YJL084C, YKR021W
402	OG0000402	snap_masked-kam_s2-processed-gene-3.83-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-3.83&CDS=1-2517	YDR351W, YHR103W
403	OG0000403	snap_masked-kam_s2-processed-gene-3.98-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-3.98&CDS=1-1710	YGR138C, YPR156C
404	OG0000404	snap_masked-kam_s2-processed-gene-3.100-mRNA-1_1&gene=snap_masked-kam_s2-processed-gene-3.100&CDS=1-1164, snap_masked-kam_s6-processed-gene-1.100-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.100&CDS=1-1113	YEL046C
405	OG0000405	augustus_masked-kam_s209-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-kam_s209-processed-gene-0.36&CDS=1-336, snap_masked-kam_s38-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-2.61&CDS=1-732	YHR041C
406	OG0000406	genemark-kam_s213-processed-gene-0.3-mRNA-1_1&gene=genemark-kam_s213-processed-gene-0.3&CDS=1-366	YHR141C, YNL162W
407	OG0000407	augustus_masked-kam_s213-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-kam_s213-processed-gene-0.57&CDS=1-372	YGR209C, YLR043C
408	OG0000408	snap_masked-kam_s24-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s24-processed-gene-0.19&CDS=1-198, snap_masked-kam_s38-processed-gene-3.89-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.89&CDS=1-2787	YIL137C
409	OG0000409	augustus_masked-kam_s24-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-kam_s24-processed-gene-1.63&CDS=1-561, snap_masked-kam_s62-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-0.58&CDS=1-945	YHR062C
410	OG0000410	snap_masked-kam_s245-processed-gene-0.16-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-0.16&CDS=1-753, snap_masked-kam_s245-processed-gene-0.40-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-0.40&CDS=1-729	YIR038C
411	OG0000411	snap_masked-kam_s245-processed-gene-1.40-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-1.40&CDS=1-720	YDR098C, YER174C
412	OG0000412	augustus_masked-kam_s245-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-kam_s245-processed-gene-1.129&CDS=1-2355	YDR264C, YOR034C
413	OG0000413	augustus_masked-kam_s245-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-kam_s245-processed-gene-1.131&CDS=1-1161	YCL048W, YDR522C
414	OG0000414	genemark-kam_s245-processed-gene-2.2-mRNA-1_1&gene=genemark-kam_s245-processed-gene-2.2&CDS=1-1941	YDR263C, YOR033C
415	OG0000415	snap_masked-kam_s245-processed-gene-2.78-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.78&CDS=1-1740, snap_masked-kam_s274-processed-gene-0.10-mRNA-1_1&gene=snap_masked-kam_s274-processed-gene-0.10&CDS=1-1704	YBR132C
416	OG0000416	snap_masked-kam_s245-processed-gene-2.82-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.82&CDS=1-1776	YIL085C, YNL029C
417	OG0000417	genemark-kam_s245-processed-gene-2.13-mRNA-1_1&gene=genemark-kam_s245-processed-gene-2.13&CDS=1-666, snap_masked-kam_s245-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.61&CDS=1-1782	YJL127C
418	OG0000418	genemark-kam_s245-processed-gene-2.38-mRNA-1_1&gene=genemark-kam_s245-processed-gene-2.38&CDS=1-1122	YIL135C, YNL074C
419	OG0000419	snap_masked-kam_s245-processed-gene-2.88-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.88&CDS=1-2466, snap_masked-kam_s6-processed-gene-2.41-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.41&CDS=1-2502	YFL042C
420	OG0000420	snap_masked-kam_s245-processed-gene-2.92-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-2.92&CDS=1-483	YBR244W, YIR037W
421	OG0000421	snap_masked-kam_s245-processed-gene-3.51-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-3.51&CDS=1-861	YDR253C, YPL038W
422	OG0000422	snap_masked-kam_s245-processed-gene-3.57-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-3.57&CDS=1-1134, snap_masked-kam_s3-processed-gene-1.57-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-1.57&CDS=1-1110	YDL022W
423	OG0000423	genemark-kam_s245-processed-gene-3.145-mRNA-1_1&gene=genemark-kam_s245-processed-gene-3.145&CDS=1-426	YDL083C, YMR143W
424	OG0000424	snap_masked-kam_s245-processed-gene-3.63-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-3.63&CDS=1-591	YDL082W, YMR142C
425	OG0000425	snap_masked-kam_s245-processed-gene-3.64-mRNA-1_1&gene=snap_masked-kam_s245-processed-gene-3.64&CDS=1-1233	YLR300W, YOR190W
426	OG0000426	genemark-kam_s245-processed-gene-3.158-mRNA-1_1&gene=genemark-kam_s245-processed-gene-3.158&CDS=1-435	YDR450W, YML026C
427	OG0000427	snap_masked-kam_s255-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s255-processed-gene-0.6&CDS=1-1245	YGL082W, YPL191C
428	OG0000428	snap_masked-kam_s265-processed-gene-0.111-mRNA-1_1&gene=snap_masked-kam_s265-processed-gene-0.111&CDS=1-1191	YBR066C, YDR043C
429	OG0000429	snap_masked-kam_s265-processed-gene-0.140-mRNA-1_1&gene=snap_masked-kam_s265-processed-gene-0.140&CDS=1-1815, snap_masked-kam_s6-processed-gene-3.129-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.129&CDS=1-1596	YLR248W
430	OG0000430	augustus_masked-kam_s4-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-0.60&CDS=1-2859, genemark-kam_s265-processed-gene-0.7-mRNA-1_1&gene=genemark-kam_s265-processed-gene-0.7&CDS=1-2349	YPR003C
431	OG0000431	genemark-kam_s265-processed-gene-0.40-mRNA-1_1&gene=genemark-kam_s265-processed-gene-0.40&CDS=1-345	YDR069C, YER144C
432	OG0000432	augustus_masked-kam_s265-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-kam_s265-processed-gene-0.90&CDS=1-567	YLR287C-A, YOR182C
433	OG0000433	snap_masked-kam_s267-processed-gene-0.12-mRNA-1_1&gene=snap_masked-kam_s267-processed-gene-0.12&CDS=1-1842	YHR146W, YNL173C
434	OG0000434	snap_masked-kam_s27-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-0.21&CDS=1-1560	YEL041W, YJR049C
435	OG0000435	snap_masked-kam_s27-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-0.7&CDS=1-2589	YDR223W, YLR223C
436	OG0000436	snap_masked-kam_s27-processed-gene-1.3-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-1.3&CDS=1-2589	YDR458C, YML034W
437	OG0000437	snap_masked-kam_s27-processed-gene-1.32-mRNA-1_1&gene=snap_masked-kam_s27-processed-gene-1.32&CDS=1-564, snap_masked-kam_s74-processed-gene-1.83-mRNA-1_1&gene=snap_masked-kam_s74-processed-gene-1.83&CDS=1-549	YLR109W
438	OG0000438	snap_masked-kam_s270-processed-gene-0.2-mRNA-1_1&gene=snap_masked-kam_s270-processed-gene-0.2&CDS=1-3021	YJR091C, YPR042C
439	OG0000439	snap_masked-kam_s270-processed-gene-0.4-mRNA-1_1&gene=snap_masked-kam_s270-processed-gene-0.4&CDS=1-279	YJR094W-A, YPR043W
440	OG0000440	snap_masked-kam_s271-processed-gene-0.47-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-0.47&CDS=1-1374, snap_masked-kam_s74-processed-gene-1.91-mRNA-1_1&gene=snap_masked-kam_s74-processed-gene-1.91&CDS=1-1377	YMR020W
441	OG0000441	snap_masked-kam_s271-processed-gene-0.33-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-0.33&CDS=1-267	YBR089C-A, YPR052C
442	OG0000442	augustus_masked-kam_s271-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-kam_s271-processed-gene-1.90&CDS=1-2250, snap_masked-kam_s271-processed-gene-1.33-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.33&CDS=1-1005	YJR019C
443	OG0000443	snap_masked-kam_s271-processed-gene-1.48-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.48&CDS=1-1797	YGR092W, YPR111W
444	OG0000444	snap_masked-kam_s271-processed-gene-1.49-mRNA-1_1&gene=snap_masked-kam_s271-processed-gene-1.49&CDS=1-558	YKL065C, YMR040W
445	OG0000445	snap_masked-kam_s272-processed-gene-0.17-mRNA-1_1&gene=snap_masked-kam_s272-processed-gene-0.17&CDS=1-1617	YHL017W, YKL039W
446	OG0000446	augustus_masked-kam_s38-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-kam_s38-processed-gene-2.98&CDS=1-1344, snap_masked-kam_s272-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s272-processed-gene-0.19&CDS=1-1359	YKL046C
447	OG0000447	snap_masked-kam_s272-processed-gene-0.14-mRNA-1_1&gene=snap_masked-kam_s272-processed-gene-0.14&CDS=1-1503	YDL161W, YLR206W
448	OG0000448	snap_masked-kam_s273-processed-gene-0.10-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.10&CDS=1-435	YGR118W, YPR132W
449	OG0000449	genemark-kam_s273-processed-gene-0.159-mRNA-1_1&gene=genemark-kam_s273-processed-gene-0.159&CDS=1-1806	YDL224C, YNL197C
450	OG0000450	snap_masked-kam_s273-processed-gene-0.20-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.20&CDS=1-3930	YLL016W, YLR310C
451	OG0000451	snap_masked-kam_s273-processed-gene-0.30-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.30&CDS=1-1923	YHR131C, YNL144C
452	OG0000452	snap_masked-kam_s273-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.58&CDS=1-312	YGR027C, YLR333C
453	OG0000453	snap_masked-kam_s273-processed-gene-0.65-mRNA-1_1&gene=snap_masked-kam_s273-processed-gene-0.65&CDS=1-819	YDL049C, YJL174W
454	OG0000454	snap_masked-kam_s274-processed-gene-0.9-mRNA-1_1&gene=snap_masked-kam_s274-processed-gene-0.9&CDS=1-5301	YIL149C, YKR095W
455	OG0000455	snap_masked-kam_s274-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kam_s274-processed-gene-0.5&CDS=1-3732	YIL151C, YKR096W
456	OG0000456	snap_masked-kam_s274-processed-gene-0.11-mRNA-1_1&gene=snap_masked-kam_s274-processed-gene-0.11&CDS=1-5643, snap_masked-kam_s74-processed-gene-0.8-mRNA-1_1&gene=snap_masked-kam_s74-processed-gene-0.8&CDS=1-306	YJL039C
457	OG0000457	snap_masked-kam_s275-processed-gene-0.25-mRNA-1_1&gene=snap_masked-kam_s275-processed-gene-0.25&CDS=1-876	YMR183C, YPL232W
458	OG0000458	genemark-kam_s275-processed-gene-0.48-mRNA-1_1&gene=genemark-kam_s275-processed-gene-0.48&CDS=1-981, snap_masked-kam_s39-processed-gene-0.170-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.170&CDS=1-468	YPR187W
459	OG0000459	snap_masked-kam_s275-processed-gene-0.17-mRNA-1_1&gene=snap_masked-kam_s275-processed-gene-0.17&CDS=1-906	YBR105C, YGR066C
460	OG0000460	snap_masked-kam_s276-processed-gene-0.13-mRNA-1_1&gene=snap_masked-kam_s276-processed-gene-0.13&CDS=1-546	YBR005W, YDR003W
461	OG0000461	maker-kam_s276-augustus-gene-0.11-mRNA-1_1&gene=maker-kam_s276-augustus-gene-0.11&CDS=1-1875, snap_masked-kam_s62-processed-gene-2.101-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-2.101&CDS=1-1773	YNL104C
462	OG0000462	genemark-kam_s277-processed-gene-0.6-mRNA-1_1&gene=genemark-kam_s277-processed-gene-0.6&CDS=1-558	YNL301C, YOL120C
463	OG0000463	genemark-kam_s277-processed-gene-0.7-mRNA-1_1&gene=genemark-kam_s277-processed-gene-0.7&CDS=1-432	YNL302C, YOL121C
464	OG0000464	genemark-kam_s277-processed-gene-0.24-mRNA-1_1&gene=genemark-kam_s277-processed-gene-0.24&CDS=1-756	YIR035C, YIR036C
465	OG0000465	snap_masked-kam_s3-processed-gene-0.1-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-0.1&CDS=1-1791, snap_masked-kam_s73-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s73-processed-gene-0.7&CDS=1-2022	YHR124W
466	OG0000466	snap_masked-kam_s3-processed-gene-0.10-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-0.10&CDS=1-1659	YKL127W, YMR105C
467	OG0000467	snap_masked-kam_s3-processed-gene-1.52-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-1.52&CDS=1-246	YHR021C, YKL156W
468	OG0000468	snap_masked-kam_s3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-kam_s3-processed-gene-1.23&CDS=1-1152	YDR312W, YHR066W
469	OG0000469	snap_masked-kam_s34-processed-gene-0.2-mRNA-1_1&gene=snap_masked-kam_s34-processed-gene-0.2&CDS=1-996	YCR073W-A, YNR034W
470	OG0000470	snap_masked-kam_s34-processed-gene-0.3-mRNA-1_1&gene=snap_masked-kam_s34-processed-gene-0.3&CDS=1-4758, snap_masked-kam_s4-processed-gene-1.116-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.116&CDS=1-4239	YGR281W
471	OG0000471	augustus_masked-kam_s34-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-kam_s34-processed-gene-0.25&CDS=1-1731	YEL039C, YJR048W
472	OG0000472	snap_masked-kam_s38-processed-gene-1.7-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-1.7&CDS=1-1269	YDR300C, YHR033W
473	OG0000473	snap_masked-kam_s38-processed-gene-1.36-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-1.36&CDS=1-1533	YFR012W, YOL019W
474	OG0000474	snap_masked-kam_s38-processed-gene-2.87-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-2.87&CDS=1-657	YER031C, YGL210W
475	OG0000475	snap_masked-kam_s38-processed-gene-3.92-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.92&CDS=1-3537	YGL133W, YPL216W
476	OG0000476	snap_masked-kam_s38-processed-gene-3.74-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.74&CDS=1-411	YBL087C, YER117W
477	OG0000477	snap_masked-kam_s38-processed-gene-3.99-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.99&CDS=1-2391	YIL105C, YNL047C
478	OG0000478	snap_masked-kam_s38-processed-gene-3.105-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.105&CDS=1-1893, snap_masked-kam_s38-processed-gene-3.106-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.106&CDS=1-2022	YPR159W
479	OG0000479	snap_masked-kam_s38-processed-gene-3.107-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.107&CDS=1-507	YGR131W, YPR149W
480	OG0000480	maker-kam_s39-augustus-gene-0.114-mRNA-1_1&gene=maker-kam_s39-augustus-gene-0.114&CDS=1-2247, snap_masked-kam_s66-processed-gene-0.78-mRNA-1_1&gene=snap_masked-kam_s66-processed-gene-0.78&CDS=1-600	YJL097W
481	OG0000481	maker-kam_s4-augustus-gene-0.0-mRNA-1_1&gene=maker-kam_s4-augustus-gene-0.0&CDS=1-2946	YBR021W, YIR028W
482	OG0000482	snap_masked-kam_s4-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.23&CDS=1-708	YBR181C, YPL090C
483	OG0000483	snap_masked-kam_s4-processed-gene-1.109-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.109&CDS=1-765	YDR272W, YOR040W
484	OG0000484	snap_masked-kam_s4-processed-gene-1.132-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.132&CDS=1-1926	YER064C, YIL056W
485	OG0000485	snap_masked-kam_s4-processed-gene-1.113-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.113&CDS=1-2097	YBR001C, YDR001C
486	OG0000486	snap_masked-kam_s4-processed-gene-1.141-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.141&CDS=1-3582	YJL105W, YKR029C
487	OG0000487	snap_masked-kam_s4-processed-gene-1.143-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.143&CDS=1-2583	YJL082W, YKR018C
488	OG0000488	snap_masked-kam_s4-processed-gene-1.145-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.145&CDS=1-1014	YBR031W, YDR012W
489	OG0000489	genemark-kam_s4-processed-gene-2.72-mRNA-1_1&gene=genemark-kam_s4-processed-gene-2.72&CDS=1-1824	YBR241C, YGL104C
490	OG0000490	snap_masked-kam_s4-processed-gene-2.42-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.42&CDS=1-447	YIL111W, YNL052W
491	OG0000491	snap_masked-kam_s4-processed-gene-2.26-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.26&CDS=1-1425	YLR260W, YOR171C
492	OG0000492	snap_masked-kam_s4-processed-gene-2.27-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.27&CDS=1-3231	YBL101C, YPR030W
493	OG0000493	augustus_masked-kam_s4-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-2.135&CDS=1-1182	YDL088C, YMR153W
494	OG0000494	maker-kam_s4-augustus-gene-4.97-mRNA-1_1&gene=maker-kam_s4-augustus-gene-4.97&CDS=1-4878	YLR450W, YML075C
495	OG0000495	snap_masked-kam_s4-processed-gene-4.109-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.109&CDS=1-1305	YGR141W, YPR157W
496	OG0000496	maker-kam_s4-augustus-gene-4.96-mRNA-1_1&gene=maker-kam_s4-augustus-gene-4.96&CDS=1-405	YER074W, YIL069C
497	OG0000497	genemark-kam_s4-processed-gene-5.39-mRNA-1_1&gene=genemark-kam_s4-processed-gene-5.39&CDS=1-369	YMR230W, YOR293W
498	OG0000498	snap_masked-kam_s4-processed-gene-5.165-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.165&CDS=1-1170	YMR243C, YOR316C
499	OG0000499	snap_masked-kam_s45-processed-gene-0.26-mRNA-1_1&gene=snap_masked-kam_s45-processed-gene-0.26&CDS=1-2115	YKL050C, YMR031C
500	OG0000500	genemark-kam_s47-processed-gene-0.41-mRNA-1_1&gene=genemark-kam_s47-processed-gene-0.41&CDS=1-336	YDL075W, YLR406C
501	OG0000501	maker-kam_s52-snap-gene-0.32-mRNA-1_1&gene=maker-kam_s52-snap-gene-0.32&CDS=1-288	YMR194W, YPL249C-A
502	OG0000502	genemark-kam_s58-processed-gene-0.29-mRNA-1_1&gene=genemark-kam_s58-processed-gene-0.29&CDS=1-777	YMR233W, YOR295W
503	OG0000503	snap_masked-kam_s59-processed-gene-0.112-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.112&CDS=1-723	YDR259C, YOR028C
504	OG0000504	genemark-kam_s59-processed-gene-0.97-mRNA-1_1&gene=genemark-kam_s59-processed-gene-0.97&CDS=1-735	YHL003C, YKL008C
505	OG0000505	snap_masked-kam_s6-processed-gene-0.26-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.26&CDS=1-2046	YGR241C, YHR161C
506	OG0000506	snap_masked-kam_s6-processed-gene-1.129-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.129&CDS=1-2328	YDL109C, YGL144C
507	OG0000507	snap_masked-kam_s6-processed-gene-2.25-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.25&CDS=1-894	YBR104W, YPR058W
508	OG0000508	maker-kam_s6-augustus-gene-2.61-mRNA-1_1&gene=maker-kam_s6-augustus-gene-2.61&CDS=1-2385	YCR048W, YNR019W
509	OG0000509	snap_masked-kam_s6-processed-gene-3.123-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.123&CDS=1-1086	YDL246C, YJR159W
510	OG0000510	snap_masked-kam_s6-processed-gene-3.146-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.146&CDS=1-1437	YGR121C, YPR138C
511	OG0000511	snap_masked-kam_s6-processed-gene-4.144-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.144&CDS=1-495	YDR418W, YEL054C
512	OG0000512	genemark-kam_s6-processed-gene-4.84-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.84&CDS=1-792	YGR214W, YLR048W
513	OG0000513	snap_masked-kam_s6-processed-gene-4.128-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.128&CDS=1-900	YGL162W, YPR009W
514	OG0000514	snap_masked-kam_s6-processed-gene-4.150-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-4.150&CDS=1-870	YBR183W, YPL087W
515	OG0000515	snap_masked-kam_s6-processed-gene-5.96-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-5.96&CDS=1-1257	YMR177W, YPL224C
516	OG0000516	snap_masked-kam_s6-processed-gene-6.21-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-6.21&CDS=1-561	YNL096C, YOR096W
517	OG0000517	snap_masked-kam_s6-processed-gene-7.63-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-7.63&CDS=1-1782	YDR497C, YOL103W
518	OG0000518	snap_masked-kam_s6-processed-gene-8.62-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-8.62&CDS=1-1812, snap_masked-kam_s6-processed-gene-8.63-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-8.63&CDS=1-1749	YCR023C
519	OG0000519	genemark-kam_s6-processed-gene-8.36-mRNA-1_1&gene=genemark-kam_s6-processed-gene-8.36&CDS=1-2094	YBR238C, YGL107C
520	OG0000520	genemark-kam_s6-processed-gene-8.49-mRNA-1_1&gene=genemark-kam_s6-processed-gene-8.49&CDS=1-3588	YAL017W, YOL045W
521	OG0000521	snap_masked-kam_s6-processed-gene-8.71-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-8.71&CDS=1-1257	YAL015C, YOL043C
522	OG0000522	snap_masked-kam_s6-processed-gene-8.73-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-8.73&CDS=1-969, snap_masked-kam_s62-processed-gene-1.17-mRNA-1_1&gene=snap_masked-kam_s62-processed-gene-1.17&CDS=1-930	YKL128C
523	OG0000523	snap_masked-kam_s6-processed-gene-9.87-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-9.87&CDS=1-279	YGR008C, YLR327C
