	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026145_Ambrosiozyma_vanderkliftii
527	OG0000527	YAL036C	augustus_masked-flattened_line_70-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.129&CDS=1-1101
528	OG0000528	YAL038W	augustus_masked-flattened_line_18-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.60&CDS=1-1506
529	OG0000529	YAL039C	augustus_masked-flattened_line_30-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.220&CDS=1-801
530	OG0000530	YAL042W	augustus_masked-flattened_line_30-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.213&CDS=1-1221
531	OG0000531	YAL043C	augustus_masked-flattened_line_174-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.53&CDS=1-2463
532	OG0000532	YAL044C	augustus_masked-flattened_line_52-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.135&CDS=1-516
533	OG0000533	YAL044W-A	augustus_masked-flattened_line_52-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.160&CDS=1-375
534	OG0000534	YAL046C	augustus_masked-flattened_line_32-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.92&CDS=1-381
535	OG0000535	YAL048C	augustus_masked-flattened_line_110-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.3&CDS=1-2007
536	OG0000536	YAL049C	maker-flattened_line_4-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.104&CDS=1-729
537	OG0000537	YAL053W	augustus_masked-flattened_line_4-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.79&CDS=1-2235
538	OG0000538	YAL058W	augustus_masked-flattened_line_6-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.61&CDS=1-1734
539	OG0000539	YAL059W	augustus_masked-flattened_line_2-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.57&CDS=1-597
540	OG0000540	YAL067C	augustus_masked-flattened_line_106-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.8&CDS=1-1779
541	OG0000541	YAR007C	augustus_masked-flattened_line_28-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.22&CDS=1-1842
542	OG0000542	YAR008W	maker-flattened_line_142-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_142-snap-gene-0.80&CDS=1-816
543	OG0000543	YAR014C	maker-flattened_line_90-snap-gene-0.110-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.110&CDS=1-1971
544	OG0000544	YAR015W	augustus_masked-flattened_line_94-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.79&CDS=1-912
545	OG0000545	YAR018C	augustus_masked-flattened_line_94-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.78&CDS=1-1254
546	OG0000546	YBL001C	augustus_masked-flattened_line_96-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.31&CDS=1-324
547	OG0000547	YBL004W	augustus_masked-flattened_line_108-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.42&CDS=1-7608
548	OG0000548	YBL007C	augustus_masked-flattened_line_148-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.70&CDS=1-3855
549	OG0000549	YBL008W	augustus_masked-flattened_line_18-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.57&CDS=1-3060
550	OG0000550	YBL013W	augustus_masked-flattened_line_20-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.92&CDS=1-1032
551	OG0000551	YBL018C	genemark-flattened_line_233-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_233-processed-gene-0.14&CDS=1-396
552	OG0000552	YBL020W	genemark-flattened_line_326-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_326-processed-gene-0.3&CDS=1-1611
553	OG0000553	YBL021C	maker-flattened_line_326-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_326-snap-gene-0.10&CDS=1-1188
554	OG0000554	YBL022C	augustus_masked-flattened_line_32-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.124&CDS=1-3432
555	OG0000555	YBL023C	augustus_masked-flattened_line_90-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.75&CDS=1-2688
556	OG0000556	YBL024W	augustus_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.64&CDS=1-2085
557	OG0000557	YBL029C-A	genemark-flattened_line_164-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.50&CDS=1-315
558	OG0000558	YBL029W	augustus_masked-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.89&CDS=1-1731
559	OG0000559	YBL032W	maker-flattened_line_128-snap-gene-0.116-mRNA-1_1&gene=maker-flattened_line_128-snap-gene-0.116&CDS=1-2463
560	OG0000560	YBL033C	augustus_masked-flattened_line_70-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.99&CDS=1-1017
561	OG0000561	YBL034C	snap_masked-flattened_line_14-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.77&CDS=1-4353
562	OG0000562	YBL035C	augustus_masked-flattened_line_124-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.34&CDS=1-1893
563	OG0000563	YBL036C	augustus_masked-flattened_line_64-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.44&CDS=1-813
564	OG0000564	YBL037W	augustus_masked-flattened_line_64-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.45&CDS=1-3024
565	OG0000565	YBL038W	augustus_masked-flattened_line_323-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_323-processed-gene-0.0&CDS=1-696
566	OG0000566	YBL039C	augustus_masked-flattened_line_208-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.58&CDS=1-1725
567	OG0000567	YBL040C	augustus_masked-flattened_line_208-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_208-processed-gene-0.62&CDS=1-645
568	OG0000568	YBL041W	genemark-flattened_line_208-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_208-processed-gene-0.8&CDS=1-711
569	OG0000569	YBL045C	augustus_masked-flattened_line_182-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.47&CDS=1-1329
570	OG0000570	YBL047C	maker-flattened_line_168-augustus-gene-0.53-mRNA-1_1&gene=maker-flattened_line_168-augustus-gene-0.53&CDS=1-4746
571	OG0000571	YBL049W	augustus_masked-flattened_line_204-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.2&CDS=1-831
572	OG0000572	YBL050W	augustus_masked-flattened_line_24-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.74&CDS=1-897
573	OG0000573	YBL051C	maker-flattened_line_202-snap-gene-0.58-mRNA-1_1&gene=maker-flattened_line_202-snap-gene-0.58&CDS=1-1635
574	OG0000574	YBL057C	augustus_masked-flattened_line_26-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.217&CDS=1-651
575	OG0000575	YBL058W	maker-flattened_line_26-augustus-gene-0.227-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.227&CDS=1-1155
576	OG0000576	YBL060W	augustus_masked-flattened_line_274-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_274-processed-gene-0.26&CDS=1-2622
577	OG0000577	YBL061C	augustus_masked-flattened_line_78-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.39&CDS=1-2286
578	OG0000578	YBL066C	augustus_masked-flattened_line_274-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_274-processed-gene-0.25&CDS=1-3030
579	OG0000579	YBL071W-A	augustus_masked-flattened_line_78-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.14&CDS=1-228
580	OG0000580	YBL076C	augustus_masked-flattened_line_102-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.38&CDS=1-3219
581	OG0000581	YBL078C	genemark-flattened_line_16-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.93&CDS=1-375
582	OG0000582	YBL079W	augustus_masked-flattened_line_243-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_243-processed-gene-0.6&CDS=1-4287
583	OG0000583	YBL080C	augustus_masked-flattened_line_16-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.191&CDS=1-1464
584	OG0000584	YBL082C	augustus_masked-flattened_line_102-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.12&CDS=1-1467
585	OG0000585	YBL084C	augustus_masked-flattened_line_20-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.14&CDS=1-2076
586	OG0000586	YBL086C	augustus_masked-flattened_line_0-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.106&CDS=1-1173
587	OG0000587	YBL088C	snap_masked-flattened_line_130-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.7&CDS=1-8904
588	OG0000588	YBL090W	augustus_masked-flattened_line_20-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.32&CDS=1-522
589	OG0000589	YBL091C	augustus_masked-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.15&CDS=1-1287
590	OG0000590	YBL092W	genemark-flattened_line_82-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.52&CDS=1-393
591	OG0000591	YBL093C	augustus_masked-flattened_line_82-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.105&CDS=1-543
592	OG0000592	YBL095W	augustus_masked-flattened_line_233-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_233-processed-gene-0.36&CDS=1-705
593	OG0000593	YBL098W	augustus_masked-flattened_line_26-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.171&CDS=1-1374
594	OG0000594	YBL099W	maker-flattened_line_106-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.88&CDS=1-1635
595	OG0000595	YBL102W	augustus_masked-flattened_line_12-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.39&CDS=1-636
596	OG0000596	YBL103C	augustus_masked-flattened_line_12-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.12&CDS=1-2493
597	OG0000597	YBL104C	genemark-flattened_line_132-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.35&CDS=1-3387
598	OG0000598	YBL105C	maker-flattened_line_132-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_132-augustus-gene-0.0&CDS=1-2163
599	OG0000599	YBR003W	augustus_masked-flattened_line_152-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.18&CDS=1-1509
600	OG0000600	YBR004C	augustus_masked-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.94&CDS=1-1254
601	OG0000601	YBR007C	augustus_masked-flattened_line_116-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.78&CDS=1-2313
602	OG0000602	YBR011C	augustus_masked-flattened_line_62-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.132&CDS=1-855
603	OG0000603	YBR016W	augustus_masked-flattened_line_24-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.39&CDS=1-348
604	OG0000604	YBR017C	augustus_masked-flattened_line_90-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.89&CDS=1-2823
605	OG0000605	YBR022W	augustus_masked-flattened_line_90-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.101&CDS=1-564
606	OG0000606	YBR023C	augustus_masked-flattened_line_90-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.91&CDS=1-3843
607	OG0000607	YBR026C	maker-flattened_line_184-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_184-snap-gene-0.47&CDS=1-1524
608	OG0000608	YBR028C	augustus_masked-flattened_line_90-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.82&CDS=1-1461
609	OG0000609	YBR029C	augustus_masked-flattened_line_60-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.73&CDS=1-1341
610	OG0000610	YBR030W	maker-flattened_line_54-snap-gene-0.116-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.116&CDS=1-1854
611	OG0000611	YBR034C	augustus_masked-flattened_line_102-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.28&CDS=1-1050
612	OG0000612	YBR035C	snap_masked-flattened_line_196-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_196-processed-gene-0.27&CDS=1-657
613	OG0000613	YBR038W	genemark-flattened_line_20-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.61&CDS=1-3021
614	OG0000614	YBR040W	augustus_masked-flattened_line_134-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.74&CDS=1-909
615	OG0000615	YBR041W	augustus_masked-flattened_line_52-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.142&CDS=1-1977
616	OG0000616	YBR043C	augustus_masked-flattened_line_10-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.102&CDS=1-2073
617	OG0000617	YBR046C	augustus_masked-flattened_line_106-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.35&CDS=1-1023
618	OG0000618	YBR047W	snap_masked-flattened_line_184-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.68&CDS=1-690
619	OG0000619	YBR053C	augustus_masked-flattened_line_42-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.120&CDS=1-987
620	OG0000620	YBR056W	maker-flattened_line_2-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.0&CDS=1-2928
621	OG0000621	YBR057C	augustus_masked-flattened_line_6-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.103&CDS=1-1512
622	OG0000622	YBR058C	augustus_masked-flattened_line_6-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.116&CDS=1-2388
623	OG0000623	YBR060C	augustus_masked-flattened_line_112-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.8&CDS=1-1794
624	OG0000624	YBR061C	augustus_masked-flattened_line_14-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.180&CDS=1-906
625	OG0000625	YBR065C	augustus_masked-flattened_line_14-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.182&CDS=1-1134
626	OG0000626	YBR070C	genemark-flattened_line_14-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.81&CDS=1-717
627	OG0000627	YBR072W	augustus_masked-flattened_line_28-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.27&CDS=1-738
628	OG0000628	YBR073W	augustus_masked-flattened_line_114-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.91&CDS=1-2811
629	OG0000629	YBR074W	augustus_masked-flattened_line_22-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.110&CDS=1-3087
630	OG0000630	YBR076W	snap_masked-flattened_line_2-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.48&CDS=1-558
631	OG0000631	YBR078W	snap_masked-flattened_line_72-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.14&CDS=1-1236
632	OG0000632	YBR079C	maker-flattened_line_72-snap-gene-0.138-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.138&CDS=1-3336
633	OG0000633	YBR080C	augustus_masked-flattened_line_136-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.45&CDS=1-2256
634	OG0000634	YBR081C	augustus_masked-flattened_line_74-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.139&CDS=1-4104
635	OG0000635	YBR083W	augustus_masked-flattened_line_44-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.45&CDS=1-2484
636	OG0000636	YBR084W	augustus_masked-flattened_line_36-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.179&CDS=1-2967
637	OG0000637	YBR085W	augustus_masked-flattened_line_46-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.73&CDS=1-915
638	OG0000638	YBR086C	augustus_masked-flattened_line_124-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.45&CDS=1-2076
639	OG0000639	YBR087W	augustus_masked-flattened_line_323-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_323-processed-gene-0.6&CDS=1-1134
640	OG0000640	YBR088C	maker-flattened_line_102-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.1&CDS=1-777
641	OG0000641	YBR091C	augustus_masked-flattened_line_196-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.4&CDS=1-327
642	OG0000642	YBR094W	maker-flattened_line_245-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_245-augustus-gene-0.40&CDS=1-2199
643	OG0000643	YBR095C	augustus_masked-flattened_line_245-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_245-processed-gene-0.37&CDS=1-1236
644	OG0000644	YBR096W	augustus_masked-flattened_line_196-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.8&CDS=1-684
645	OG0000645	YBR097W	maker-flattened_line_118-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_118-snap-gene-0.2&CDS=1-4743
646	OG0000646	YBR101C	augustus_masked-flattened_line_235-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_235-processed-gene-0.5&CDS=1-1098
647	OG0000647	YBR102C	augustus_masked-flattened_line_28-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.52&CDS=1-1692
648	OG0000648	YBR103W	augustus_masked-flattened_line_20-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.29&CDS=1-1653
649	OG0000649	YBR105C	augustus_masked-flattened_line_118-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.92&CDS=1-897
650	OG0000650	YBR106W	augustus_masked-flattened_line_58-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.157&CDS=1-570
651	OG0000651	YBR110W	augustus_masked-flattened_line_164-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.2&CDS=1-1446
652	OG0000652	YBR111C	augustus_masked-flattened_line_198-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.52&CDS=1-639
653	OG0000653	YBR111W-A	augustus_masked-flattened_line_198-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.61&CDS=1-333
654	OG0000654	YBR112C	maker-flattened_line_198-snap-gene-0.68-mRNA-1_1&gene=maker-flattened_line_198-snap-gene-0.68&CDS=1-2304
655	OG0000655	YBR114W	augustus_masked-flattened_line_2-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.2&CDS=1-2739
656	OG0000656	YBR115C	augustus_masked-flattened_line_154-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.4&CDS=1-4170
657	OG0000657	YBR119W	augustus_masked-flattened_line_82-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.98&CDS=1-750
