	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
673	OG0000673	YBR112C	snap_masked-flattened_line_13-processed-gene-3.39-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-3.39&CDS=1-2535
674	OG0000674	YBR114W	snap_masked-flattened_line_25-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.159&CDS=1-2460
675	OG0000675	YBR115C	snap_masked-flattened_line_25-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.158&CDS=1-4161
676	OG0000676	YBR117C	snap_masked-flattened_line_31-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.79&CDS=1-2034
677	OG0000677	YBR120C	snap_masked-flattened_line_39-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.130&CDS=1-336
678	OG0000678	YBR121C	maker-flattened_line_29-augustus-gene-1.184-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.184&CDS=1-3471
679	OG0000679	YBR122C	snap_masked-flattened_line_15-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.114&CDS=1-528
680	OG0000680	YBR123C	genemark-flattened_line_23-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.32&CDS=1-1986
681	OG0000681	YBR125C	genemark-flattened_line_3-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.97&CDS=1-1029
682	OG0000682	YBR126C	snap_masked-flattened_line_3-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.71&CDS=1-1419
683	OG0000683	YBR127C	snap_masked-flattened_line_47-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.127&CDS=1-1545
684	OG0000684	YBR131W	snap_masked-flattened_line_37-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.76&CDS=1-1704
685	OG0000685	YBR132C	snap_masked-flattened_line_23-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.103&CDS=1-1719
686	OG0000686	YBR133C	snap_masked-flattened_line_15-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.34&CDS=1-1359
687	OG0000687	YBR135W	snap_masked-flattened_line_15-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.10&CDS=1-306
688	OG0000688	YBR136W	snap_masked-flattened_line_15-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.11&CDS=1-6084
689	OG0000689	YBR137W	snap_masked-flattened_line_11-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.90&CDS=1-510
690	OG0000690	YBR141C	genemark-flattened_line_17-processed-gene-3.117-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.117&CDS=1-981
691	OG0000691	YBR142W	snap_masked-flattened_line_17-processed-gene-3.34-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.34&CDS=1-2439
692	OG0000692	YBR143C	snap_masked-flattened_line_17-processed-gene-3.52-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.52&CDS=1-1308
693	OG0000693	YBR146W	snap_masked-flattened_line_5-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.68&CDS=1-948
694	OG0000694	YBR149W	snap_masked-flattened_line_39-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.37&CDS=1-975
695	OG0000695	YBR151W	snap_masked-flattened_line_11-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.10&CDS=1-864
696	OG0000696	YBR153W	maker-flattened_line_5-augustus-gene-0.85-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-0.85&CDS=1-1029
697	OG0000697	YBR154C	snap_masked-flattened_line_5-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.83&CDS=1-642
698	OG0000698	YBR155W	genemark-flattened_line_9-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.65&CDS=1-1191
699	OG0000699	YBR158W	snap_masked-flattened_line_7-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-5.150&CDS=1-1608
700	OG0000700	YBR159W	snap_masked-flattened_line_3-processed-gene-5.126-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.126&CDS=1-1017
701	OG0000701	YBR160W	snap_masked-flattened_line_3-processed-gene-5.105-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.105&CDS=1-927
702	OG0000702	YBR162C	snap_masked-flattened_line_49-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.114&CDS=1-1323
703	OG0000703	YBR162W-A	snap_masked-flattened_line_9-processed-gene-4.115-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.115&CDS=1-207
704	OG0000704	YBR163W	genemark-flattened_line_19-processed-gene-2.192-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.192&CDS=1-1770
705	OG0000705	YBR164C	snap_masked-flattened_line_1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.74&CDS=1-555
706	OG0000706	YBR166C	snap_masked-flattened_line_1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.48&CDS=1-1326
707	OG0000707	YBR167C	genemark-flattened_line_27-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.128&CDS=1-363
708	OG0000708	YBR170C	snap_masked-flattened_line_29-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.54&CDS=1-1602
709	OG0000709	YBR171W	snap_masked-flattened_line_1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.11&CDS=1-558
710	OG0000710	YBR173C	genemark-flattened_line_1-processed-gene-7.19-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.19&CDS=1-1569
711	OG0000711	YBR179C	snap_masked-flattened_line_23-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.102&CDS=1-2622
712	OG0000712	YBR180W	genemark-flattened_line_3-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.69&CDS=1-1293
713	OG0000713	YBR182C	snap_masked-flattened_line_23-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.119&CDS=1-2091
714	OG0000714	YBR185C	genemark-flattened_line_13-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.140&CDS=1-804
715	OG0000715	YBR187W	snap_masked-flattened_line_29-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.87&CDS=1-963
716	OG0000716	YBR192W	genemark-flattened_line_29-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.115&CDS=1-1137
717	OG0000717	YBR193C	snap_masked-flattened_line_29-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.65&CDS=1-669
718	OG0000718	YBR195C	genemark-flattened_line_29-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.126&CDS=1-1203
719	OG0000719	YBR196C	snap_masked-flattened_line_3-processed-gene-5.118-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.118&CDS=1-1653
720	OG0000720	YBR198C	snap_masked-flattened_line_3-processed-gene-6.76-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.76&CDS=1-2289
721	OG0000721	YBR200W	snap_masked-flattened_line_1-processed-gene-5.65-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.65&CDS=1-1725
722	OG0000722	YBR202W	snap_masked-flattened_line_45-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.205&CDS=1-2340
723	OG0000723	YBR203W	snap_masked-flattened_line_31-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.163&CDS=1-2262
724	OG0000724	YBR207W	snap_masked-flattened_line_17-processed-gene-3.29-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.29&CDS=1-1263
725	OG0000725	YBR208C	snap_masked-flattened_line_29-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.128&CDS=1-5427
726	OG0000726	YBR212W	genemark-flattened_line_13-processed-gene-3.163-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.163&CDS=1-1338
727	OG0000727	YBR213W	snap_masked-flattened_line_45-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.248&CDS=1-879
728	OG0000728	YBR215W	snap_masked-flattened_line_5-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.47&CDS=1-1128
729	OG0000729	YBR217W	snap_masked-flattened_line_5-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.48&CDS=1-357
730	OG0000730	YBR218C	augustus_masked-flattened_line_27-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.79&CDS=1-4443
731	OG0000731	YBR220C	snap_masked-flattened_line_1-processed-gene-5.73-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.73&CDS=1-1623
732	OG0000732	YBR221C	snap_masked-flattened_line_27-processed-gene-1.264-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.264&CDS=1-1170
733	OG0000733	YBR223C	augustus_masked-flattened_line_9-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.38&CDS=1-1566
734	OG0000734	YBR229C	snap_masked-flattened_line_15-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.87&CDS=1-2517
735	OG0000735	YBR231C	snap_masked-flattened_line_37-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.88&CDS=1-918
736	OG0000736	YBR233W	snap_masked-flattened_line_37-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.87&CDS=1-1719
737	OG0000737	YBR234C	snap_masked-flattened_line_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.49&CDS=1-1128
738	OG0000738	YBR235W	maker-flattened_line_13-snap-gene-3.266-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.266&CDS=1-6009
739	OG0000739	YBR236C	snap_masked-flattened_line_45-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.225&CDS=1-1422
740	OG0000740	YBR239C	augustus_masked-flattened_line_3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.33&CDS=1-1440
741	OG0000741	YBR243C	snap_masked-flattened_line_29-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.134&CDS=1-3372
742	OG0000742	YBR245C	augustus_masked-flattened_line_5-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.111&CDS=1-3798
743	OG0000743	YBR246W	augustus_masked-flattened_line_29-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.68&CDS=1-969
744	OG0000744	YBR247C	snap_masked-flattened_line_11-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.91&CDS=1-1383
745	OG0000745	YBR248C	snap_masked-flattened_line_11-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.93&CDS=1-1770
746	OG0000746	YBR249C	snap_masked-flattened_line_29-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.113&CDS=1-1095
747	OG0000747	YBR256C	snap_masked-flattened_line_43-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.89&CDS=1-708
748	OG0000748	YBR257W	snap_masked-flattened_line_55-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.94&CDS=1-780
749	OG0000749	YBR260C	snap_masked-flattened_line_29-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.84&CDS=1-1920
750	OG0000750	YBR261C	snap_masked-flattened_line_11-processed-gene-5.160-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.160&CDS=1-708
751	OG0000751	YBR265W	snap_masked-flattened_line_3-processed-gene-7.28-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.28&CDS=1-900
752	OG0000752	YBR267W	snap_masked-flattened_line_29-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.114&CDS=1-1146
753	OG0000753	YBR268W	snap_masked-flattened_line_29-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.121&CDS=1-294
754	OG0000754	YBR269C	snap_masked-flattened_line_7-processed-gene-4.66-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.66&CDS=1-399
755	OG0000755	YBR271W	snap_masked-flattened_line_7-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.67&CDS=1-1143
756	OG0000756	YBR276C	snap_masked-flattened_line_9-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.32&CDS=1-2679
757	OG0000757	YBR279W	snap_masked-flattened_line_61-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.57&CDS=1-1425
758	OG0000758	YBR280C	snap_masked-flattened_line_37-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.59&CDS=1-1587
759	OG0000759	YBR283C	snap_masked-flattened_line_29-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.95&CDS=1-1404
760	OG0000760	YBR286W	snap_masked-flattened_line_39-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.26&CDS=1-1623
761	OG0000761	YBR287W	snap_masked-flattened_line_47-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.80&CDS=1-1365
762	OG0000762	YBR288C	snap_masked-flattened_line_37-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.86&CDS=1-1371
763	OG0000763	YBR290W	snap_masked-flattened_line_25-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.40&CDS=1-1014
764	OG0000764	YBR291C	genemark-flattened_line_25-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.107&CDS=1-1755
765	OG0000765	YBR296C	snap_masked-flattened_line_23-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.112&CDS=1-1779
766	OG0000766	YCL001W	snap_masked-flattened_line_9-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.29&CDS=1-1683
767	OG0000767	YCL004W	genemark-flattened_line_9-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.105&CDS=1-1671
768	OG0000768	YCL005W-A	snap_masked-flattened_line_5-processed-gene-4.53-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.53&CDS=1-216
769	OG0000769	YCL009C	genemark-flattened_line_1-processed-gene-5.121-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-5.121&CDS=1-909
770	OG0000770	YCL010C	snap_masked-flattened_line_9-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.17&CDS=1-936
771	OG0000771	YCL014W	augustus_masked-flattened_line_9-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.2&CDS=1-3225
772	OG0000772	YCL016C	snap_masked-flattened_line_9-processed-gene-3.59-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.59&CDS=1-1011
773	OG0000773	YCL017C	augustus_masked-flattened_line_9-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.51&CDS=1-2199
774	OG0000774	YCL018W	snap_masked-flattened_line_9-processed-gene-2.3-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.3&CDS=1-1113
775	OG0000775	YCL027W	snap_masked-flattened_line_5-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.64&CDS=1-993
776	OG0000776	YCL029C	snap_masked-flattened_line_45-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.186&CDS=1-780
777	OG0000777	YCL030C	maker-flattened_line_27-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-0.105&CDS=1-3696
778	OG0000778	YCL031C	maker-flattened_line_17-augustus-gene-1.158-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.158&CDS=1-1506
779	OG0000779	YCL032W	snap_masked-flattened_line_25-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.145&CDS=1-1290
780	OG0000780	YCL034W	snap_masked-flattened_line_51-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.103&CDS=1-1266
781	OG0000781	YCL039W	augustus_masked-flattened_line_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.96&CDS=1-1827
782	OG0000782	YCL043C	snap_masked-flattened_line_9-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.72&CDS=1-1575
783	OG0000783	YCL044C	snap_masked-flattened_line_7-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.36&CDS=1-975
784	OG0000784	YCL045C	snap_masked-flattened_line_15-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.40&CDS=1-2592
785	OG0000785	YCL047C	augustus_masked-flattened_line_21-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.63&CDS=1-1833
786	OG0000786	YCL055W	snap_masked-flattened_line_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.23&CDS=1-912
787	OG0000787	YCL057C-A	snap_masked-flattened_line_53-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.42&CDS=1-252
788	OG0000788	YCL057W	snap_masked-flattened_line_29-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.106&CDS=1-2037
789	OG0000789	YCL059C	snap_masked-flattened_line_7-processed-gene-6.106-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.106&CDS=1-1086
790	OG0000790	YCL061C	snap_masked-flattened_line_7-processed-gene-6.73-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.73&CDS=1-3030
791	OG0000791	YCR002C	maker-flattened_line_3-snap-gene-6.53-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.53&CDS=1-2103
792	OG0000792	YCR003W	snap_masked-flattened_line_3-processed-gene-6.97-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.97&CDS=1-540
793	OG0000793	YCR008W	snap_masked-flattened_line_3-processed-gene-5.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.128&CDS=1-1929
794	OG0000794	YCR009C	snap_masked-flattened_line_71-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.16&CDS=1-792
795	OG0000795	YCR011C	augustus_masked-flattened_line_3-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.12&CDS=1-4389
796	OG0000796	YCR015C	snap_masked-flattened_line_45-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.187&CDS=1-732
797	OG0000797	YCR016W	snap_masked-flattened_line_45-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.232&CDS=1-618
798	OG0000798	YCR017C	snap_masked-flattened_line_3-processed-gene-4.7-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.7&CDS=1-2868
799	OG0000799	YCR020C-A	augustus_masked-flattened_line_35-processed-gene-1.225-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.225&CDS=1-300
800	OG0000800	YCR021C	snap_masked-flattened_line_25-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.117&CDS=1-1047
801	OG0000801	YCR024C	snap_masked-flattened_line_9-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.59&CDS=1-1308
802	OG0000802	YCR027C	snap_masked-flattened_line_13-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.6&CDS=1-552
803	OG0000803	YCR028C	snap_masked-flattened_line_1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.73&CDS=1-1404
804	OG0000804	YCR028C-A	snap_masked-flattened_line_29-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.79&CDS=1-399
805	OG0000805	YCR030C	snap_masked-flattened_line_27-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.80&CDS=1-2310
806	OG0000806	YCR033W	snap_masked-flattened_line_5-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.67&CDS=1-2754
807	OG0000807	YCR034W	snap_masked-flattened_line_5-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.82&CDS=1-996
808	OG0000808	YCR035C	snap_masked-flattened_line_5-processed-gene-6.107-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.107&CDS=1-1053
809	OG0000809	YCR036W	snap_masked-flattened_line_5-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.61&CDS=1-957
810	OG0000810	YCR042C	maker-flattened_line_55-augustus-gene-0.51-mRNA-1_1&gene=maker-flattened_line_55-augustus-gene-0.51&CDS=1-6135
811	OG0000811	YCR044C	genemark-flattened_line_35-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-1.98&CDS=1-1050
812	OG0000812	YCR047C	augustus_masked-flattened_line_35-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.226&CDS=1-2676
