	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
1182	OG0001182	YDR393W	augustus_masked-scf7180000020207-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000020207-processed-gene-0.51&CDS=1-1266
1183	OG0001183	YDR394W	genemark-scf7180000020207-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.29&CDS=1-1299
1184	OG0001184	YDR395W	genemark-scf7180000020207-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.28&CDS=1-2820
1185	OG0001185	YDR397C	genemark-scf7180000020207-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.19&CDS=1-459
1186	OG0001186	YDR398W	genemark-scf7180000020224-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.86&CDS=1-1920
1187	OG0001187	YDR399W	genemark-scf7180000020207-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.27&CDS=1-657
1188	OG0001188	YDR400W	genemark-scf7180000020207-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.26&CDS=1-1080
1189	OG0001189	YDR402C	snap_masked-scf7180000020207-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000020207-processed-gene-0.1&CDS=1-1509
1190	OG0001190	YDR403W	genemark-scf7180000020207-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.25&CDS=1-1617
1191	OG0001191	YDR404C	genemark-scf7180000020207-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.17&CDS=1-513
1192	OG0001192	YDR405W	genemark-scf7180000020207-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020207-processed-gene-0.24&CDS=1-675
1193	OG0001193	YDR407C	augustus_masked-scf7180000020213-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-0.24&CDS=1-3888
1194	OG0001194	YDR408C	genemark-scf7180000020213-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.114&CDS=1-639
1195	OG0001195	YDR410C	genemark-scf7180000020213-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.115&CDS=1-762
1196	OG0001196	YDR411C	snap_masked-scf7180000020213-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-0.71&CDS=1-1002
1197	OG0001197	YDR412W	genemark-scf7180000020213-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.90&CDS=1-723
1198	OG0001198	YDR415C	augustus_masked-scf7180000020213-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-0.28&CDS=1-2067
1199	OG0001199	YDR416W	augustus_masked-scf7180000020213-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-0.3&CDS=1-2574
1200	OG0001200	YDR419W	genemark-scf7180000020213-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-0.93&CDS=1-1977
1201	OG0001201	YDR420W	snap_masked-scf7180000020231-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000020231-processed-gene-0.48&CDS=1-4182
1202	OG0001202	YDR421W	genemark-scf7180000020231-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.94&CDS=1-2958
1203	OG0001203	YDR422C	genemark-scf7180000020231-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.118&CDS=1-1878
1204	OG0001204	YDR423C	augustus_masked-scf7180000020231-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000020231-processed-gene-0.32&CDS=1-1485
1205	OG0001205	YDR424C	augustus_masked-scf7180000020231-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020231-processed-gene-0.33&CDS=1-270
1206	OG0001206	YDR425W	genemark-scf7180000020224-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.98&CDS=1-2151
1207	OG0001207	YDR427W	genemark-scf7180000020231-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.96&CDS=1-1233
1208	OG0001208	YDR429C	genemark-scf7180000020224-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.135&CDS=1-831
1209	OG0001209	YDR430C	maker-scf7180000020118-augustus-gene-0.17-mRNA-1_1&gene=maker-scf7180000020118-augustus-gene-0.17&CDS=1-4893
1210	OG0001210	YDR432W	genemark-scf7180000020231-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.97&CDS=1-1416
1211	OG0001211	YDR434W	genemark-scf7180000020231-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.98&CDS=1-1557
1212	OG0001212	YDR435C	genemark-scf7180000020231-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.120&CDS=1-969
1213	OG0001213	YDR437W	snap_masked-scf7180000020231-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000020231-processed-gene-0.56&CDS=1-486
1214	OG0001214	YDR439W	augustus_masked-scf7180000020231-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000020231-processed-gene-0.16&CDS=1-1098
1215	OG0001215	YDR440W	augustus_masked-scf7180000020231-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000020231-processed-gene-0.17&CDS=1-2223
1216	OG0001216	YDR443C	genemark-scf7180000020231-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.121&CDS=1-4413
1217	OG0001217	YDR444W	genemark-scf7180000020231-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.105&CDS=1-1911
1218	OG0001218	YDR446W	snap_masked-scf7180000020163-processed-gene-1.58-mRNA-1_1&gene=snap_masked-scf7180000020163-processed-gene-1.58&CDS=1-954
1219	OG0001219	YDR448W	genemark-scf7180000020082-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.21&CDS=1-1326
1220	OG0001220	YDR449C	genemark-scf7180000020082-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.9&CDS=1-1347
1221	OG0001221	YDR452W	genemark-scf7180000020082-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.19&CDS=1-1803
1222	OG0001222	YDR454C	genemark-scf7180000020082-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.7&CDS=1-555
1223	OG0001223	YDR456W	genemark-scf7180000020082-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.18&CDS=1-2016
1224	OG0001224	YDR457W	maker-scf7180000020082-snap-gene-0.22-mRNA-1_1&gene=maker-scf7180000020082-snap-gene-0.22&CDS=1-9789
1225	OG0001225	YDR459C	snap_masked-scf7180000020082-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000020082-processed-gene-0.30&CDS=1-1155
1226	OG0001226	YDR460W	genemark-scf7180000020082-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.16&CDS=1-978
1227	OG0001227	YDR462W	genemark-scf7180000020082-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020082-processed-gene-0.15&CDS=1-459
1228	OG0001228	YDR463W	genemark-scf7180000020120-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.16&CDS=1-1278
1229	OG0001229	YDR464W	augustus_masked-scf7180000020120-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000020120-processed-gene-0.106&CDS=1-5073
1230	OG0001230	YDR465C	genemark-scf7180000020120-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.15&CDS=1-1218
1231	OG0001231	YDR466W	maker-scf7180000020120-snap-gene-0.41-mRNA-1_1&gene=maker-scf7180000020120-snap-gene-0.41&CDS=1-2925
1232	OG0001232	YDR468C	genemark-scf7180000020120-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.14&CDS=1-678
1233	OG0001233	YDR469W	genemark-scf7180000020120-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.32&CDS=1-315
1234	OG0001234	YDR470C	snap_masked-scf7180000020120-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000020120-processed-gene-0.53&CDS=1-1284
1235	OG0001235	YDR472W	genemark-scf7180000020120-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.31&CDS=1-753
1236	OG0001236	YDR473C	snap_masked-scf7180000020120-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000020120-processed-gene-0.52&CDS=1-1137
1237	OG0001237	YDR476C	genemark-scf7180000020120-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.10&CDS=1-696
1238	OG0001238	YDR477W	genemark-scf7180000020163-processed-gene-1.105-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.105&CDS=1-1908
1239	OG0001239	YDR478W	augustus_masked-scf7180000020120-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000020120-processed-gene-0.100&CDS=1-561
1240	OG0001240	YDR479C	genemark-scf7180000020120-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.9&CDS=1-1839
1241	OG0001241	YDR481C	augustus_masked-scf7180000020227-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000020227-processed-gene-0.16&CDS=1-1716
1242	OG0001242	YDR482C	genemark-scf7180000020227-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-0.59&CDS=1-489
1243	OG0001243	YDR483W	genemark-scf7180000020227-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020227-processed-gene-0.80&CDS=1-1368
1244	OG0001244	YDR484W	genemark-scf7180000020189-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000020189-processed-gene-0.62&CDS=1-1875
1245	OG0001245	YDR485C	genemark-scf7180000020189-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020189-processed-gene-0.43&CDS=1-2178
1246	OG0001246	YDR487C	genemark-scf7180000020225-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000020225-processed-gene-0.109&CDS=1-636
1247	OG0001247	YDR488C	augustus_masked-scf7180000020189-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000020189-processed-gene-0.79&CDS=1-1920
1248	OG0001248	YDR489W	genemark-scf7180000020189-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000020189-processed-gene-0.61&CDS=1-957
1249	OG0001249	YDR495C	augustus_masked-scf7180000020189-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000020189-processed-gene-0.97&CDS=1-2931
1250	OG0001250	YDR496C	genemark-scf7180000020189-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000020189-processed-gene-0.65&CDS=1-1908
1251	OG0001251	YDR497C	genemark-scf7180000020225-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000020225-processed-gene-0.107&CDS=1-1905
1252	OG0001252	YDR498C	genemark-scf7180000020189-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020189-processed-gene-0.66&CDS=1-924
1253	OG0001253	YDR499W	genemark-scf7180000020228-processed-gene-3.155-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.155&CDS=1-2286
1254	OG0001254	YDR506C	genemark-scf7180000020228-processed-gene-3.186-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.186&CDS=1-3786
1255	OG0001255	YDR507C	genemark-scf7180000020228-processed-gene-3.187-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.187&CDS=1-3441
1256	OG0001256	YDR510W	genemark-scf7180000020228-processed-gene-3.188-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.188&CDS=1-309
1257	OG0001257	YDR511W	genemark-scf7180000020223-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-0.85&CDS=1-396
1258	OG0001258	YDR512C	snap_masked-scf7180000020228-processed-gene-3.92-mRNA-1_1&gene=snap_masked-scf7180000020228-processed-gene-3.92&CDS=1-261
1259	OG0001259	YDR514C	genemark-scf7180000020228-processed-gene-3.158-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.158&CDS=1-1461
1260	OG0001260	YDR517W	genemark-scf7180000020228-processed-gene-3.159-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.159&CDS=1-1215
1261	OG0001261	YDR519W	augustus_masked-scf7180000020228-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.30&CDS=1-399
1262	OG0001262	YDR520C	augustus_masked-scf7180000020228-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.59&CDS=1-2103
1263	OG0001263	YDR523C	genemark-scf7180000020228-processed-gene-3.193-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.193&CDS=1-1548
1264	OG0001264	YDR524C	augustus_masked-scf7180000020228-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.61&CDS=1-1131
1265	OG0001265	YDR524C-B	augustus_masked-scf7180000020228-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.62&CDS=1-219
1266	OG0001266	YDR525W-A	augustus_masked-scf7180000020228-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.31&CDS=1-255
1267	OG0001267	YDR527W	genemark-scf7180000020228-processed-gene-3.163-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.163&CDS=1-1413
1268	OG0001268	YDR529C	genemark-scf7180000020228-processed-gene-3.166-mRNA-1_1&gene=genemark-scf7180000020228-processed-gene-3.166&CDS=1-384
1269	OG0001269	YDR531W	augustus_masked-scf7180000020228-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-3.63&CDS=1-1182
1270	OG0001270	YDR532C	snap_masked-scf7180000020228-processed-gene-3.97-mRNA-1_1&gene=snap_masked-scf7180000020228-processed-gene-3.97&CDS=1-1119
1271	OG0001271	YEL001C	augustus_masked-scf7180000020226-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000020226-processed-gene-0.15&CDS=1-759
1272	OG0001272	YEL002C	genemark-scf7180000020234-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000020234-processed-gene-0.84&CDS=1-1422
1273	OG0001273	YEL004W	augustus_masked-scf7180000020234-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000020234-processed-gene-0.6&CDS=1-1353
1274	OG0001274	YEL005C	augustus_masked-scf7180000020234-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000020234-processed-gene-0.14&CDS=1-888
1275	OG0001275	YEL007W	genemark-scf7180000020234-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020234-processed-gene-0.73&CDS=1-2301
1276	OG0001276	YEL009C	genemark-scf7180000020226-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.29&CDS=1-807
1277	OG0001277	YEL011W	genemark-scf7180000020222-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.65&CDS=1-2112
1278	OG0001278	YEL012W	genemark-scf7180000020222-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.66&CDS=1-609
1279	OG0001279	YEL013W	genemark-scf7180000020222-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.60&CDS=1-1824
1280	OG0001280	YEL015W	genemark-scf7180000020222-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000020222-processed-gene-0.61&CDS=1-1788
1281	OG0001281	YEL017W	snap_masked-scf7180000020021-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000020021-processed-gene-0.10&CDS=1-1026
1282	OG0001282	YEL018W	snap_masked-scf7180000020021-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000020021-processed-gene-0.11&CDS=1-1062
1283	OG0001283	YEL019C	snap_masked-scf7180000020021-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000020021-processed-gene-0.8&CDS=1-843
1284	OG0001284	YEL020C	genemark-scf7180000020021-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020021-processed-gene-0.16&CDS=1-1680
1285	OG0001285	YEL020W-A	augustus_masked-scf7180000020021-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000020021-processed-gene-0.5&CDS=1-261
1286	OG0001286	YEL021W	genemark-scf7180000020021-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000020021-processed-gene-0.20&CDS=1-798
1287	OG0001287	YEL022W	genemark-scf7180000020021-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000020021-processed-gene-0.21&CDS=1-4605
1288	OG0001288	YEL023C	genemark-scf7180000020214-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.122&CDS=1-1890
1289	OG0001289	YEL024W	genemark-scf7180000020214-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.93&CDS=1-669
1290	OG0001290	YEL026W	genemark-scf7180000020211-processed-gene-1.33-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.33&CDS=1-381
1291	OG0001291	YEL027W	genemark-scf7180000020211-processed-gene-1.34-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.34&CDS=1-480
1292	OG0001292	YEL031W	genemark-scf7180000020214-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.91&CDS=1-3651
1293	OG0001293	YEL032W	genemark-scf7180000020214-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.90&CDS=1-2952
1294	OG0001294	YEL034W	genemark-scf7180000020214-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.89&CDS=1-471
1295	OG0001295	YEL036C	genemark-scf7180000020211-processed-gene-1.21-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-1.21&CDS=1-1362
1296	OG0001296	YEL037C	genemark-scf7180000020214-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.118&CDS=1-1185
1297	OG0001297	YEL038W	genemark-scf7180000020214-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.88&CDS=1-681
1298	OG0001298	YEL040W	genemark-scf7180000020214-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.87&CDS=1-1389
1299	OG0001299	YEL042W	genemark-scf7180000020214-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.85&CDS=1-1599
1300	OG0001300	YEL043W	genemark-scf7180000020214-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.84&CDS=1-3054
1301	OG0001301	YEL044W	genemark-scf7180000020214-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.83&CDS=1-498
1302	OG0001302	YEL046C	genemark-scf7180000020214-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.116&CDS=1-1161
1303	OG0001303	YEL048C	genemark-scf7180000020214-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.114&CDS=1-477
1304	OG0001304	YEL050C	genemark-scf7180000020224-processed-gene-0.94-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.94&CDS=1-1116
1305	OG0001305	YEL051W	genemark-scf7180000020224-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.132&CDS=1-807
1306	OG0001306	YEL052W	genemark-scf7180000020224-processed-gene-0.133-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.133&CDS=1-1377
1307	OG0001307	YEL053C	genemark-scf7180000020224-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.95&CDS=1-2379
1308	OG0001308	YEL055C	augustus_masked-scf7180000020134-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000020134-processed-gene-0.120&CDS=1-3072
1309	OG0001309	YEL056W	genemark-scf7180000020134-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.53&CDS=1-1293
1310	OG0001310	YEL058W	genemark-scf7180000020134-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.72&CDS=1-1614
1311	OG0001311	YEL060C	genemark-scf7180000020134-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.54&CDS=1-1608
1312	OG0001312	YEL061C	genemark-scf7180000020166-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020166-processed-gene-0.121&CDS=1-3216
1313	OG0001313	YEL062W	genemark-scf7180000020166-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020166-processed-gene-0.82&CDS=1-1863
1314	OG0001314	YEL064C	genemark-scf7180000020223-processed-gene-1.34-mRNA-1_1&gene=genemark-scf7180000020223-processed-gene-1.34&CDS=1-1512
1315	OG0001315	YEL065W	genemark-scf7180000020134-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.52&CDS=1-1923
1316	OG0001316	YER002W	genemark-scf7180000020094-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020094-processed-gene-0.18&CDS=1-717
1317	OG0001317	YER003C	genemark-scf7180000020094-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000020094-processed-gene-0.13&CDS=1-1284
1318	OG0001318	YER004W	genemark-scf7180000019976-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000019976-processed-gene-0.38&CDS=1-681
1319	OG0001319	YER005W	genemark-scf7180000020226-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.24&CDS=1-1920
1320	OG0001320	YER006W	genemark-scf7180000020226-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.25&CDS=1-1578
1321	OG0001321	YER007C-A	augustus_masked-scf7180000020226-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000020226-processed-gene-0.11&CDS=1-543
1322	OG0001322	YER007W	augustus_masked-scf7180000020226-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000020226-processed-gene-0.4&CDS=1-1533
1323	OG0001323	YER009W	genemark-scf7180000020226-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.27&CDS=1-375
1324	OG0001324	YER010C	genemark-scf7180000020226-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.36&CDS=1-747
1325	OG0001325	YER012W	genemark-scf7180000020226-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000020226-processed-gene-0.42&CDS=1-600
