	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034893_Ogataea_philodendra
874	OG0000874	YDR160W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.106&CDS=1-2376
875	OG0000875	YDR161W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.33&CDS=1-1116
876	OG0000876	YDR164C	augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.136&CDS=1-5079
877	OG0000877	YDR165W	augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.301-mRNA-1_1&gene=augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.301&CDS=1-1227
878	OG0000878	YDR166C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.147-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.147&CDS=1-2634
879	OG0000879	YDR167W	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.12&CDS=1-675
880	OG0000880	YDR168W	genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-1.114&CDS=1-1470
881	OG0000881	YDR169C	genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.170-mRNA-1_1&gene=genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.170&CDS=1-1575
882	OG0000882	YDR170C	genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.171&CDS=1-6117
883	OG0000883	YDR171W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.119&CDS=1-918
884	OG0000884	YDR172W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.81&CDS=1-1914
885	OG0000885	YDR173C	augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.51&CDS=1-996
886	OG0000886	YDR174W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.229-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.229&CDS=1-639
887	OG0000887	YDR175C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.339-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.339&CDS=1-978
888	OG0000888	YDR176W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.227-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.227&CDS=1-2043
889	OG0000889	YDR177W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.83&CDS=1-684
890	OG0000890	YDR180W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.81-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.81&CDS=1-4149
891	OG0000891	YDR182W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.157-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.157&CDS=1-1182
892	OG0000892	YDR183W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.231-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.231&CDS=1-501
893	OG0000893	YDR188W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.193-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-4.193&CDS=1-1599
894	OG0000894	YDR189W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.102&CDS=1-1953
895	OG0000895	YDR190C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.294-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.294&CDS=1-1371
896	OG0000896	YDR191W	snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.72&CDS=1-1206
897	OG0000897	YDR198C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.28&CDS=1-1188
898	OG0000898	YDR202C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.106-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.106&CDS=1-1029
899	OG0000899	YDR204W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.230-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.230&CDS=1-885
900	OG0000900	YDR208W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.62&CDS=1-1329
901	OG0000901	YDR211W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.109&CDS=1-2025
902	OG0000902	YDR212W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.107&CDS=1-1659
903	OG0000903	YDR214W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.181-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.181&CDS=1-999
904	OG0000904	YDR217C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.161-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.161&CDS=1-3126
905	OG0000905	YDR221W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.206-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.206&CDS=1-1404
906	OG0000906	YDR223W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.121-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.121&CDS=1-2046
907	OG0000907	YDR229W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-3.137&CDS=1-1275
908	OG0000908	YDR231C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.40&CDS=1-465
909	OG0000909	YDR232W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-0.76&CDS=1-1683
910	OG0000910	YDR233C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.59-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.59&CDS=1-849
911	OG0000911	YDR234W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.173-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.173&CDS=1-2028
912	OG0000912	YDR235W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.125&CDS=1-1503
913	OG0000913	YDR237W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.169&CDS=1-894
914	OG0000914	YDR238C	augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.88&CDS=1-4434
915	OG0000915	YDR245W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-0.49&CDS=1-1005
916	OG0000916	YDR248C	augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.321-mRNA-1_1&gene=augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-2.321&CDS=1-540
917	OG0000917	YDR254W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.94&CDS=1-1296
918	OG0000918	YDR255C	augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.158&CDS=1-1173
919	OG0000919	YDR256C	augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.181&CDS=1-1521
920	OG0000920	YDR257C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.24&CDS=1-1500
921	OG0000921	YDR258C	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.124&CDS=1-2172
922	OG0000922	YDR262W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.113&CDS=1-933
923	OG0000923	YDR264C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.178-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.178&CDS=1-2103
924	OG0000924	YDR265W	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.160&CDS=1-1254
925	OG0000925	YDR266C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.84&CDS=1-1488
926	OG0000926	YDR267C	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.114&CDS=1-948
927	OG0000927	YDR268W	snap_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.87&CDS=1-1098
928	OG0000928	YDR276C	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.112&CDS=1-168
929	OG0000929	YDR279W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.131&CDS=1-900
930	OG0000930	YDR280W	augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.238-mRNA-1_1&gene=augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.238&CDS=1-933
931	OG0000931	YDR282C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.50&CDS=1-1107
932	OG0000932	YDR283C	augustus_masked-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.305-mRNA-1_1&gene=augustus_masked-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.305&CDS=1-4902
933	OG0000933	YDR284C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.76&CDS=1-903
934	OG0000934	YDR291W	augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.164&CDS=1-3309
935	OG0000935	YDR292C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.116&CDS=1-1593
936	OG0000936	YDR293C	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.63&CDS=1-3687
937	OG0000937	YDR294C	augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.241&CDS=1-1671
938	OG0000938	YDR296W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.140&CDS=1-615
939	OG0000939	YDR297W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.161&CDS=1-990
940	OG0000940	YDR298C	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.68&CDS=1-615
941	OG0000941	YDR299W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.23&CDS=1-5205
942	OG0000942	YDR301W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.245-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.245&CDS=1-4029
943	OG0000943	YDR302W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.242-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.242&CDS=1-795
944	OG0000944	YDR305C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.115-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.115&CDS=1-552
945	OG0000945	YDR306C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.64&CDS=1-1278
946	OG0000946	YDR308C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.54-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.54&CDS=1-414
947	OG0000947	YDR311W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.159-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.159&CDS=1-1863
948	OG0000948	YDR313C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-0.80&CDS=1-693
949	OG0000949	YDR316W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.243-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.243&CDS=1-1308
950	OG0000950	YDR318W	maker-NODE_3_length_643798_cov_66.6584_ID_5-snap-gene-4.167-mRNA-1_1&gene=maker-NODE_3_length_643798_cov_66.6584_ID_5-snap-gene-4.167&CDS=1-1617
951	OG0000951	YDR320C	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.327-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.327&CDS=1-1872
952	OG0000952	YDR322C-A	maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-3.246-mRNA-1_1&gene=maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-3.246&CDS=1-273
953	OG0000953	YDR322W	snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.84&CDS=1-1044
954	OG0000954	YDR323C	genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.103&CDS=1-723
955	OG0000955	YDR324C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-10.151-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-10.151&CDS=1-2043
956	OG0000956	YDR325W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.86&CDS=1-3279
957	OG0000957	YDR328C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.104-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.104&CDS=1-519
958	OG0000958	YDR329C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.268-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.268&CDS=1-1338
959	OG0000959	YDR330W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.80&CDS=1-1350
960	OG0000960	YDR331W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.75&CDS=1-1128
961	OG0000961	YDR332W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.32&CDS=1-1680
962	OG0000962	YDR333C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.75-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.75&CDS=1-1770
963	OG0000963	YDR334W	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.40&CDS=1-4485
964	OG0000964	YDR335W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.183-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.183&CDS=1-3723
965	OG0000965	YDR336W	snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.11&CDS=1-573
966	OG0000966	YDR337W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.89-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.89&CDS=1-858
967	OG0000967	YDR338C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.82-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.82&CDS=1-1869
968	OG0000968	YDR339C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.110&CDS=1-564
969	OG0000969	YDR341C	augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.40&CDS=1-3786
970	OG0000970	YDR346C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.201-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.201&CDS=1-1164
971	OG0000971	YDR349C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.164-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-3.164&CDS=1-1650
972	OG0000972	YDR352W	augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-1.11&CDS=1-696
973	OG0000973	YDR353W	augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-1.202&CDS=1-1410
974	OG0000974	YDR354W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.61&CDS=1-1083
975	OG0000975	YDR361C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.108&CDS=1-885
976	OG0000976	YDR362C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.62&CDS=1-1878
977	OG0000977	YDR363W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.113&CDS=1-1359
978	OG0000978	YDR363W-A	augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.159&CDS=1-231
979	OG0000979	YDR364C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.67&CDS=1-1443
980	OG0000980	YDR365C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.20&CDS=1-1689
981	OG0000981	YDR367W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.60&CDS=1-615
982	OG0000982	YDR372C	maker-NODE_23_length_126160_cov_79.7986_ID_45-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_23_length_126160_cov_79.7986_ID_45-augustus-gene-0.8&CDS=1-1221
983	OG0000983	YDR373W	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.219-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.219&CDS=1-1848
984	OG0000984	YDR375C	augustus_masked-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.159&CDS=1-1335
985	OG0000985	YDR376W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.126-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.126&CDS=1-1380
986	OG0000986	YDR377W	augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.290-mRNA-1_1&gene=augustus_masked-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.290&CDS=1-294
987	OG0000987	YDR378C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.58&CDS=1-216
988	OG0000988	YDR381C-A	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.26&CDS=1-315
989	OG0000989	YDR381W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.66&CDS=1-675
990	OG0000990	YDR382W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.64&CDS=1-327
991	OG0000991	YDR388W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.56&CDS=1-1392
