	OrthologID	Metschnikowia_kipukae	Saccharomyces_cerevisiae
293	OG0000293	snap_masked-kipT_s19-processed-gene-7.55-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-7.55&CDS=1-1737, snap_masked-kipT_s2-processed-gene-1.92-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-1.92&CDS=1-1689	YBR132C
294	OG0000294	snap_masked-kipT_s19-processed-gene-7.66-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-7.66&CDS=1-1899	YDR263C, YOR033C
295	OG0000295	snap_masked-kipT_s19-processed-gene-7.71-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-7.71&CDS=1-1173	YCL048W, YDR522C
296	OG0000296	snap_masked-kipT_s19-processed-gene-8.65-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-8.65&CDS=1-2289	YDR264C, YOR034C
297	OG0000297	snap_masked-kipT_s19-processed-gene-8.74-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-8.74&CDS=1-711	YDR098C, YER174C
298	OG0000298	snap_masked-kipT_s19-processed-gene-8.88-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-8.88&CDS=1-1614, snap_masked-kipT_s22-processed-gene-6.42-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-6.42&CDS=1-1572	YMR221C
299	OG0000299	snap_masked-kipT_s19-processed-gene-8.99-mRNA-1_1&gene=snap_masked-kipT_s19-processed-gene-8.99&CDS=1-864, snap_masked-kipT_s42-processed-gene-1.22-mRNA-1_1&gene=snap_masked-kipT_s42-processed-gene-1.22&CDS=1-864	YNL202W
300	OG0000300	maker-kipT_s2-snap-gene-0.1-mRNA-1_1&gene=maker-kipT_s2-snap-gene-0.1&CDS=1-558	YNL301C, YOL120C
301	OG0000301	snap_masked-kipT_s2-processed-gene-0.45-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-0.45&CDS=1-435	YNL302C, YOL121C
302	OG0000302	snap_masked-kipT_s2-processed-gene-0.66-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-0.66&CDS=1-759	YIR035C, YIR036C
303	OG0000303	maker-kipT_s8-augustus-gene-12.156-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-12.156&CDS=1-3390, snap_masked-kipT_s2-processed-gene-0.72-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-0.72&CDS=1-2964	YGR204W
304	OG0000304	snap_masked-kipT_s2-processed-gene-1.87-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-1.87&CDS=1-5109, snap_masked-kipT_s2-processed-gene-7.41-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-7.41&CDS=1-5544	YNL271C
305	OG0000305	snap_masked-kipT_s2-processed-gene-1.85-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-1.85&CDS=1-3723, snap_masked-kipT_s38-processed-gene-3.47-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.47&CDS=1-2592	YML061C
306	OG0000306	snap_masked-kipT_s2-processed-gene-1.112-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-1.112&CDS=1-3735	YIL151C, YKR096W
307	OG0000307	augustus_masked-kipT_s2-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-kipT_s2-processed-gene-1.60&CDS=1-5292	YIL149C, YKR095W
308	OG0000308	genemark-kipT_s2-processed-gene-1.15-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-1.15&CDS=1-4152	YCR005C, YNR001C
309	OG0000309	snap_masked-kipT_s2-processed-gene-2.86-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-2.86&CDS=1-3375	YCR067C, YNR026C
310	OG0000310	genemark-kipT_s2-processed-gene-2.24-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-2.24&CDS=1-2205	YJR059W, YKL198C
311	OG0000311	maker-kipT_s22-augustus-gene-8.52-mRNA-1_1&gene=maker-kipT_s22-augustus-gene-8.52&CDS=1-2145, snap_masked-kipT_s2-processed-gene-2.88-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-2.88&CDS=1-1473	YBR006W
312	OG0000312	maker-kipT_s2-augustus-gene-2.5-mRNA-1_1&gene=maker-kipT_s2-augustus-gene-2.5&CDS=1-2823, snap_masked-kipT_s24-processed-gene-0.36-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-0.36&CDS=1-1674	YDR242W
313	OG0000313	snap_masked-kipT_s2-processed-gene-2.93-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-2.93&CDS=1-3768	YJL076W, YKR010C
314	OG0000314	augustus_masked-kipT_s2-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-kipT_s2-processed-gene-3.69&CDS=1-1818	YJL136C, YKR057W
315	OG0000315	genemark-kipT_s2-processed-gene-3.139-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-3.139&CDS=1-2436	YBR294W, YLR092W
316	OG0000316	snap_masked-kipT_s2-processed-gene-4.51-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.51&CDS=1-921	YGR136W, YPR154W
317	OG0000317	genemark-kipT_s2-processed-gene-4.124-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-4.124&CDS=1-360	YDL136W, YDL191W
318	OG0000318	genemark-kipT_s2-processed-gene-4.125-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-4.125&CDS=1-543	YDL137W, YDL192W
319	OG0000319	snap_masked-kipT_s2-processed-gene-4.56-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.56&CDS=1-507	YGR131W, YPR149W
320	OG0000320	maker-kipT_s2-snap-gene-4.144-mRNA-1_1&gene=maker-kipT_s2-snap-gene-4.144&CDS=1-3588	YGR143W, YPR159W
321	OG0000321	snap_masked-kipT_s2-processed-gene-4.81-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.81&CDS=1-813	YDL127W, YDL179W
322	OG0000322	snap_masked-kipT_s2-processed-gene-4.65-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.65&CDS=1-2397	YIL105C, YNL047C
323	OG0000323	snap_masked-kipT_s2-processed-gene-4.90-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.90&CDS=1-411	YBL087C, YER117W
324	OG0000324	snap_masked-kipT_s2-processed-gene-4.91-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-4.91&CDS=1-1164	YNL283C, YOL105C
325	OG0000325	snap_masked-kipT_s2-processed-gene-5.109-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-5.109&CDS=1-3543	YGL133W, YPL216W
326	OG0000326	snap_masked-kipT_s2-processed-gene-5.120-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-5.120&CDS=1-657	YER031C, YGL210W
327	OG0000327	snap_masked-kipT_s2-processed-gene-5.129-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-5.129&CDS=1-738, snap_masked-kipT_s24-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-1.121&CDS=1-600	YKL040C
328	OG0000328	snap_masked-kipT_s2-processed-gene-5.130-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-5.130&CDS=1-1560, snap_masked-kipT_s22-processed-gene-5.81-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-5.81&CDS=1-2028	YLR034C
329	OG0000329	snap_masked-kipT_s2-processed-gene-6.81-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-6.81&CDS=1-741, snap_masked-kipT_s8-processed-gene-6.92-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.92&CDS=1-618	YNR018W
330	OG0000330	snap_masked-kipT_s2-processed-gene-6.66-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-6.66&CDS=1-2241, snap_masked-kipT_s22-processed-gene-5.90-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-5.90&CDS=1-2397	YPR181C
331	OG0000331	maker-kipT_s8-augustus-gene-15.58-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-15.58&CDS=1-2742, snap_masked-kipT_s2-processed-gene-6.69-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-6.69&CDS=1-1995	YOR021C
332	OG0000332	augustus_masked-kipT_s2-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-kipT_s2-processed-gene-6.113&CDS=1-1815	YLR273C, YOR178C
333	OG0000333	snap_masked-kipT_s2-processed-gene-6.72-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-6.72&CDS=1-801, snap_masked-kipT_s2-processed-gene-9.24-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-9.24&CDS=1-789	YMR226C
334	OG0000334	snap_masked-kipT_s2-processed-gene-6.93-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-6.93&CDS=1-1269	YDR300C, YHR033W
335	OG0000335	maker-kipT_s2-snap-gene-7.0-mRNA-1_1&gene=maker-kipT_s2-snap-gene-7.0&CDS=1-387	YHL001W, YKL006W
336	OG0000336	augustus_masked-kipT_s2-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-kipT_s2-processed-gene-7.99&CDS=1-3552	YHR155W, YNL257C
337	OG0000337	snap_masked-kipT_s2-processed-gene-8.72-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-8.72&CDS=1-1869	YNL299W, YOL115W
338	OG0000338	genemark-kipT_s2-processed-gene-8.35-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-8.35&CDS=1-2457, snap_masked-kipT_s25-processed-gene-3.241-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.241&CDS=1-1614	YGL186C
339	OG0000339	snap_masked-kipT_s2-processed-gene-8.61-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-8.61&CDS=1-1413, snap_masked-kipT_s2-processed-gene-9.50-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-9.50&CDS=1-1377	YMR020W
340	OG0000340	snap_masked-kipT_s2-processed-gene-8.90-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-8.90&CDS=1-2319	YDR505C, YLR177W
341	OG0000341	snap_masked-kipT_s2-processed-gene-9.5-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-9.5&CDS=1-1464	YDR501W, YLR183C
342	OG0000342	genemark-kipT_s2-processed-gene-9.191-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-9.191&CDS=1-258	YDR500C, YLR185W
343	OG0000343	snap_masked-kipT_s2-processed-gene-9.89-mRNA-1_1&gene=snap_masked-kipT_s2-processed-gene-9.89&CDS=1-1794	YGR092W, YPR111W
344	OG0000344	genemark-kipT_s2-processed-gene-9.274-mRNA-1_1&gene=genemark-kipT_s2-processed-gene-9.274&CDS=1-552	YKL065C, YMR040W
345	OG0000345	snap_masked-kipT_s22-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-0.23&CDS=1-1530	YBR020W, YDR009W
346	OG0000346	snap_masked-kipT_s22-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-0.7&CDS=1-1650, snap_masked-kipT_s8-processed-gene-16.138-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-16.138&CDS=1-1539	YKL103C
347	OG0000347	snap_masked-kipT_s22-processed-gene-1.55-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-1.55&CDS=1-1659	YKL127W, YMR105C
348	OG0000348	snap_masked-kipT_s22-processed-gene-2.87-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-2.87&CDS=1-246	YHR021C, YKL156W
349	OG0000349	snap_masked-kipT_s22-processed-gene-2.65-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-2.65&CDS=1-1173	YDR312W, YHR066W
350	OG0000350	snap_masked-kipT_s22-processed-gene-3.50-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-3.50&CDS=1-435	YGR118W, YPR132W
351	OG0000351	snap_masked-kipT_s22-processed-gene-3.74-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-3.74&CDS=1-1782	YDL224C, YNL197C
352	OG0000352	snap_masked-kipT_s22-processed-gene-3.58-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-3.58&CDS=1-4452	YEL022W, YJR031C
353	OG0000353	genemark-kipT_s22-processed-gene-3.18-mRNA-1_1&gene=genemark-kipT_s22-processed-gene-3.18&CDS=1-7635	YLL016W, YLR310C
354	OG0000354	snap_masked-kipT_s22-processed-gene-3.71-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-3.71&CDS=1-1911	YHR131C, YNL144C
355	OG0000355	maker-kipT_s22-snap-gene-3.130-mRNA-1_1&gene=maker-kipT_s22-snap-gene-3.130&CDS=1-966	YGR027C, YLR333C
356	OG0000356	snap_masked-kipT_s22-processed-gene-4.77-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-4.77&CDS=1-816	YDL049C, YJL174W
357	OG0000357	snap_masked-kipT_s22-processed-gene-4.63-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-4.63&CDS=1-516	YGR085C, YPR102C
358	OG0000358	maker-kipT_s22-snap-gene-5.48-mRNA-1_1&gene=maker-kipT_s22-snap-gene-5.48&CDS=1-1350	YNL108C, YOR110W
359	OG0000359	snap_masked-kipT_s22-processed-gene-6.60-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-6.60&CDS=1-4110	YGR070W, YLR371W
360	OG0000360	snap_masked-kipT_s22-processed-gene-6.62-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-6.62&CDS=1-1029	YDL048C, YLR375W
361	OG0000361	maker-kipT_s38-snap-gene-0.2-mRNA-1_1&gene=maker-kipT_s38-snap-gene-0.2&CDS=1-2682, snap_masked-kipT_s22-processed-gene-6.68-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-6.68&CDS=1-1857	YMR058W
362	OG0000362	augustus_masked-kipT_s22-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-kipT_s22-processed-gene-6.26&CDS=1-4395	YBL106C, YPR032W
363	OG0000363	snap_masked-kipT_s22-processed-gene-7.52-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-7.52&CDS=1-2553, snap_masked-kipT_s8-processed-gene-3.54-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.54&CDS=1-3081	YDR490C
364	OG0000364	snap_masked-kipT_s22-processed-gene-7.99-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-7.99&CDS=1-1818	YDL042C, YOL068C
365	OG0000365	snap_masked-kipT_s22-processed-gene-7.79-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-7.79&CDS=1-1653	YIR031C, YNL117W
366	OG0000366	snap_masked-kipT_s22-processed-gene-7.80-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-7.80&CDS=1-636	YBR014C, YDL010W
367	OG0000367	genemark-kipT_s22-processed-gene-7.154-mRNA-1_1&gene=genemark-kipT_s22-processed-gene-7.154&CDS=1-465	YBR048W, YDR025W
368	OG0000368	maker-kipT_s22-snap-gene-8.2-mRNA-1_1&gene=maker-kipT_s22-snap-gene-8.2&CDS=1-2826, snap_masked-kipT_s38-processed-gene-4.55-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-4.55&CDS=1-2727	YDL056W
369	OG0000369	snap_masked-kipT_s22-processed-gene-8.111-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-8.111&CDS=1-1668, snap_masked-kipT_s25-processed-gene-3.224-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.224&CDS=1-1410	YEL060C
370	OG0000370	snap_masked-kipT_s22-processed-gene-8.131-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-8.131&CDS=1-2013	YBR216C, YGL060W
371	OG0000371	snap_masked-kipT_s22-processed-gene-9.35-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-9.35&CDS=1-1470, snap_masked-kipT_s58-processed-gene-2.136-mRNA-1_1&gene=snap_masked-kipT_s58-processed-gene-2.136&CDS=1-1800	YOR059C
372	OG0000372	snap_masked-kipT_s22-processed-gene-9.20-mRNA-1_1&gene=snap_masked-kipT_s22-processed-gene-9.20&CDS=1-591	YBL072C, YER102W
373	OG0000373	snap_masked-kipT_s24-processed-gene-0.38-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-0.38&CDS=1-1392	YFL048C, YLR080W
374	OG0000374	snap_masked-kipT_s24-processed-gene-0.44-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-0.44&CDS=1-1752, snap_masked-kipT_s63-processed-gene-0.82-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-0.82&CDS=1-1677	YML054C
375	OG0000375	snap_masked-kipT_s24-processed-gene-1.115-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-1.115&CDS=1-1929, snap_masked-kipT_s36-processed-gene-1.84-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.84&CDS=1-1863	YNL101W
376	OG0000376	snap_masked-kipT_s24-processed-gene-1.148-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-1.148&CDS=1-321	YOR234C, YPL143W
377	OG0000377	snap_masked-kipT_s24-processed-gene-1.149-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-1.149&CDS=1-1263	YOR237W, YPL145C
378	OG0000378	snap_masked-kipT_s24-processed-gene-2.105-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-2.105&CDS=1-1848	YER059W, YIL050W
379	OG0000379	snap_masked-kipT_s24-processed-gene-2.116-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-2.116&CDS=1-3279, snap_masked-kipT_s8-processed-gene-20.69-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-20.69&CDS=1-1983	YGL179C
380	OG0000380	genemark-kipT_s24-processed-gene-3.112-mRNA-1_1&gene=genemark-kipT_s24-processed-gene-3.112&CDS=1-651	YGL135W, YPL220W
381	OG0000381	snap_masked-kipT_s24-processed-gene-3.27-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-3.27&CDS=1-1608	YNL293W, YOL112W
382	OG0000382	snap_masked-kipT_s24-processed-gene-4.96-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-4.96&CDS=1-1041	YEL006W, YIL006W
383	OG0000383	snap_masked-kipT_s24-processed-gene-4.126-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-4.126&CDS=1-2442	YFL004W, YPL019C
384	OG0000384	snap_masked-kipT_s24-processed-gene-4.112-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-4.112&CDS=1-624	YGL096W, YPL177C
385	OG0000385	snap_masked-kipT_s24-processed-gene-4.117-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-4.117&CDS=1-2265	YMR119W, YNL008C
386	OG0000386	snap_masked-kipT_s24-processed-gene-5.73-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-5.73&CDS=1-1485	YMR199W, YPL256C
387	OG0000387	snap_masked-kipT_s24-processed-gene-6.113-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.113&CDS=1-1488	YKL133C, YMR115W
388	OG0000388	snap_masked-kipT_s24-processed-gene-6.125-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.125&CDS=1-1350, snap_masked-kipT_s8-processed-gene-4.95-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.95&CDS=1-1317	YAL040C
389	OG0000389	snap_masked-kipT_s24-processed-gene-6.131-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.131&CDS=1-1197	YHR001W, YKR003W
390	OG0000390	snap_masked-kipT_s24-processed-gene-6.95-mRNA-1_1&gene=snap_masked-kipT_s24-processed-gene-6.95&CDS=1-885, snap_masked-kipT_s42-processed-gene-2.182-mRNA-1_1&gene=snap_masked-kipT_s42-processed-gene-2.182&CDS=1-2550	YOR344C
391	OG0000391	snap_masked-kipT_s25-processed-gene-0.110-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-0.110&CDS=1-1941	YDR475C, YOR019W
392	OG0000392	genemark-kipT_s25-processed-gene-0.20-mRNA-1_1&gene=genemark-kipT_s25-processed-gene-0.20&CDS=1-459	YGL031C, YGR148C
393	OG0000393	snap_masked-kipT_s25-processed-gene-1.46-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-1.46&CDS=1-981	YDL175C, YIL079C
394	OG0000394	snap_masked-kipT_s25-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.51&CDS=1-1119	YMR253C, YPL264C
395	OG0000395	snap_masked-kipT_s25-processed-gene-2.83-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.83&CDS=1-2775	YKR089C, YOR081C
396	OG0000396	snap_masked-kipT_s25-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.61&CDS=1-3294	YIR033W, YKL020C
397	OG0000397	snap_masked-kipT_s25-processed-gene-2.69-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.69&CDS=1-1356	YMR182C, YPL230W
398	OG0000398	snap_masked-kipT_s25-processed-gene-2.74-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-2.74&CDS=1-483	YDR178W, YLR164W
399	OG0000399	snap_masked-kipT_s25-processed-gene-3.187-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.187&CDS=1-2148	YER066W, YFL009W
400	OG0000400	snap_masked-kipT_s25-processed-gene-3.226-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.226&CDS=1-654	YML106W, YMR271C
401	OG0000401	maker-kipT_s25-snap-gene-3.1-mRNA-1_1&gene=maker-kipT_s25-snap-gene-3.1&CDS=1-1251	YDR348C, YHR097C
402	OG0000402	maker-kipT_s25-snap-gene-3.3-mRNA-1_1&gene=maker-kipT_s25-snap-gene-3.3&CDS=1-4206, snap_masked-kipT_s63-processed-gene-2.94-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.94&CDS=1-2121	YGL205W
403	OG0000403	snap_masked-kipT_s25-processed-gene-3.214-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.214&CDS=1-4206	YCL068C, YCR038C
404	OG0000404	snap_masked-kipT_s25-processed-gene-3.262-mRNA-1_1&gene=snap_masked-kipT_s25-processed-gene-3.262&CDS=1-984, snap_masked-kipT_s8-processed-gene-6.71-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.71&CDS=1-996	YOR246C
405	OG0000405	augustus_masked-kipT_s3-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-kipT_s3-processed-gene-0.72&CDS=1-1164, genemark-kipT_s62-processed-gene-4.35-mRNA-1_1&gene=genemark-kipT_s62-processed-gene-4.35&CDS=1-1131	YCR044C
406	OG0000406	maker-kipT_s3-snap-gene-0.61-mRNA-1_1&gene=maker-kipT_s3-snap-gene-0.61&CDS=1-1029, snap_masked-kipT_s3-processed-gene-0.144-mRNA-1_1&gene=snap_masked-kipT_s3-processed-gene-0.144&CDS=1-1155	YLL057C
407	OG0000407	snap_masked-kipT_s36-processed-gene-0.89-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-0.89&CDS=1-591	YER067W, YIL057C
408	OG0000408	snap_masked-kipT_s36-processed-gene-1.50-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.50&CDS=1-4323	YBL079W, YER105C
409	OG0000409	snap_masked-kipT_s36-processed-gene-1.78-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.78&CDS=1-534	YOR226C, YPL135W
410	OG0000410	snap_masked-kipT_s36-processed-gene-1.59-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.59&CDS=1-927, snap_masked-kipT_s8-processed-gene-20.45-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-20.45&CDS=1-963	YKL128C
411	OG0000411	snap_masked-kipT_s36-processed-gene-1.62-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.62&CDS=1-2781	YDR251W, YPL032C
412	OG0000412	snap_masked-kipT_s36-processed-gene-1.64-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.64&CDS=1-354, snap_masked-kipT_s62-processed-gene-1.57-mRNA-1_1&gene=snap_masked-kipT_s62-processed-gene-1.57&CDS=1-357	YNL322C
413	OG0000413	snap_masked-kipT_s36-processed-gene-1.90-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-1.90&CDS=1-1170	YOR390W, YPL279C
414	OG0000414	snap_masked-kipT_s36-processed-gene-2.18-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.18&CDS=1-3450	YGR238C, YHR158C
415	OG0000415	genemark-kipT_s63-processed-gene-0.34-mRNA-1_1&gene=genemark-kipT_s63-processed-gene-0.34&CDS=1-1872, snap_masked-kipT_s36-processed-gene-2.19-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.19&CDS=1-1773	YNL104C
416	OG0000416	snap_masked-kipT_s36-processed-gene-2.20-mRNA-1_1&gene=snap_masked-kipT_s36-processed-gene-2.20&CDS=1-600	YIL133C, YNL069C
417	OG0000417	snap_masked-kipT_s38-processed-gene-1.100-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.100&CDS=1-519	YLR456W, YPR172W
418	OG0000418	snap_masked-kipT_s38-processed-gene-1.113-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.113&CDS=1-2367, snap_masked-kipT_s8-processed-gene-20.92-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-20.92&CDS=1-1704	YKL062W
419	OG0000419	snap_masked-kipT_s38-processed-gene-1.117-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.117&CDS=1-873	YLR270W, YOR173W
420	OG0000420	snap_masked-kipT_s38-processed-gene-1.137-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-1.137&CDS=1-453	YGL089C, YPL187W
421	OG0000421	maker-kipT_s38-snap-gene-1.4-mRNA-1_1&gene=maker-kipT_s38-snap-gene-1.4&CDS=1-297	YMR194W, YPL249C-A
422	OG0000422	snap_masked-kipT_s38-processed-gene-2.8-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.8&CDS=1-318	YHR141C, YNL162W
423	OG0000423	snap_masked-kipT_s38-processed-gene-2.42-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-2.42&CDS=1-315	YGR209C, YLR043C
424	OG0000424	snap_masked-kipT_s38-processed-gene-3.60-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-3.60&CDS=1-1182	YDR451C, YML027W
425	OG0000425	snap_masked-kipT_s38-processed-gene-4.52-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-4.52&CDS=1-1647	YDL085W, YMR145C
426	OG0000426	genemark-kipT_s38-processed-gene-4.6-mRNA-1_1&gene=genemark-kipT_s38-processed-gene-4.6&CDS=1-7347, snap_masked-kipT_s8-processed-gene-4.89-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.89&CDS=1-4713	YER166W
427	OG0000427	augustus_masked-kipT_s62-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-kipT_s62-processed-gene-1.16&CDS=1-1677, snap_masked-kipT_s38-processed-gene-4.92-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-4.92&CDS=1-1215	YDR013W
428	OG0000428	snap_masked-kipT_s38-processed-gene-4.73-mRNA-1_1&gene=snap_masked-kipT_s38-processed-gene-4.73&CDS=1-573	YGL147C, YNL067W
