	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
790	OG0000790	YDL060W	maker-scf7180000023384-snap-gene-0.58-mRNA-1_1&gene=maker-scf7180000023384-snap-gene-0.58&CDS=1-3486
791	OG0000791	YDL064W	genemark-scf7180000023384-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000023384-processed-gene-0.48&CDS=1-480
792	OG0000792	YDL066W	genemark-scf7180000023419-processed-gene-1.65-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.65&CDS=1-1323
793	OG0000793	YDL067C	snap_masked-scf7180000023335-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000023335-processed-gene-0.32&CDS=1-177
794	OG0000794	YDL072C	snap_masked-scf7180000023138-processed-gene-0.171-mRNA-1_1&gene=snap_masked-scf7180000023138-processed-gene-0.171&CDS=1-528
795	OG0000795	YDL074C	augustus_masked-scf7180000023396-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scf7180000023396-processed-gene-1.105&CDS=1-2025
796	OG0000796	YDL077C	genemark-scf7180000023138-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.23&CDS=1-2694
797	OG0000797	YDL081C	genemark-scf7180000023419-processed-gene-1.124-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.124&CDS=1-318
798	OG0000798	YDL084W	genemark-scf7180000023347-processed-gene-2.53-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.53&CDS=1-1284
799	OG0000799	YDL087C	genemark-scf7180000023354-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000023354-processed-gene-0.71&CDS=1-762
800	OG0000800	YDL090C	augustus_masked-scf7180000023199-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000023199-processed-gene-0.22&CDS=1-1710
801	OG0000801	YDL097C	genemark-scf7180000023329-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.25&CDS=1-1332
802	OG0000802	YDL101C	genemark-scf7180000023370-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.63&CDS=1-1590
803	OG0000803	YDL102W	genemark-scf7180000023140-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000023140-processed-gene-0.70&CDS=1-3288
804	OG0000804	YDL104C	genemark-scf7180000023372-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.154&CDS=1-1140
805	OG0000805	YDL105W	genemark-scf7180000023372-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.127&CDS=1-1143
806	OG0000806	YDL106C	snap_masked-scf7180000023372-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000023372-processed-gene-0.24&CDS=1-4365
807	OG0000807	YDL107W	genemark-scf7180000023392-processed-gene-1.88-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-1.88&CDS=1-1110
808	OG0000808	YDL108W	genemark-scf7180000023370-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.52&CDS=1-891
809	OG0000809	YDL110C	genemark-scf7180000023322-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000023322-processed-gene-0.45&CDS=1-429
810	OG0000810	YDL111C	genemark-scf7180000023347-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-0.71&CDS=1-882
811	OG0000811	YDL112W	genemark-scf7180000023347-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-0.88&CDS=1-4329
812	OG0000812	YDL113C	genemark-scf7180000023367-processed-gene-1.23-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.23&CDS=1-1638
813	OG0000813	YDL114W	genemark-scf7180000023370-processed-gene-2.104-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.104&CDS=1-954
814	OG0000814	YDL115C	genemark-scf7180000023370-processed-gene-2.146-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.146&CDS=1-1167
815	OG0000815	YDL116W	snap_masked-scf7180000023329-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000023329-processed-gene-0.68&CDS=1-2301
816	OG0000816	YDL117W	genemark-scf7180000023370-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.51&CDS=1-2253
817	OG0000817	YDL119C	genemark-scf7180000023370-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.68&CDS=1-891
818	OG0000818	YDL120W	snap_masked-scf7180000023343-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scf7180000023343-processed-gene-1.30&CDS=1-501
819	OG0000819	YDL122W	maker-scf7180000023338-augustus-gene-0.100-mRNA-1_1&gene=maker-scf7180000023338-augustus-gene-0.100&CDS=1-2388
820	OG0000820	YDL124W	genemark-scf7180000023144-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000023144-processed-gene-0.44&CDS=1-927
821	OG0000821	YDL125C	genemark-scf7180000023358-processed-gene-1.15-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.15&CDS=1-444
822	OG0000822	YDL126C	genemark-scf7180000023358-processed-gene-1.35-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.35&CDS=1-2481
823	OG0000823	YDL131W	genemark-scf7180000023330-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.119&CDS=1-1314
824	OG0000824	YDL132W	genemark-scf7180000023330-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.120&CDS=1-2358
825	OG0000825	YDL133W	genemark-scf7180000023330-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.121&CDS=1-1464
826	OG0000826	YDL134C	genemark-scf7180000023330-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.96&CDS=1-1044
827	OG0000827	YDL135C	genemark-scf7180000023330-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.122&CDS=1-594
828	OG0000828	YDL140C	snap_masked-scf7180000023365-processed-gene-2.61-mRNA-1_1&gene=snap_masked-scf7180000023365-processed-gene-2.61&CDS=1-5229
829	OG0000829	YDL141W	genemark-scf7180000023365-processed-gene-2.104-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.104&CDS=1-2004
830	OG0000830	YDL142C	genemark-scf7180000023365-processed-gene-2.134-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.134&CDS=1-1032
831	OG0000831	YDL143W	genemark-scf7180000023365-processed-gene-2.103-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.103&CDS=1-1584
832	OG0000832	YDL145C	augustus_masked-scf7180000023399-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000023399-processed-gene-0.33&CDS=1-6306
833	OG0000833	YDL146W	genemark-scf7180000023399-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.68&CDS=1-1539
834	OG0000834	YDL147W	genemark-scf7180000023399-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.67&CDS=1-1320
835	OG0000835	YDL148C	genemark-scf7180000023328-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000023328-processed-gene-0.55&CDS=1-2559
836	OG0000836	YDL149W	genemark-scf7180000023328-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023328-processed-gene-0.63&CDS=1-2691
837	OG0000837	YDL150W	genemark-scf7180000023396-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.91&CDS=1-1119
838	OG0000838	YDL153C	genemark-scf7180000023365-processed-gene-2.102-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.102&CDS=1-444
839	OG0000839	YDL156W	genemark-scf7180000023396-processed-gene-1.67-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.67&CDS=1-1536
840	OG0000840	YDL159W	genemark-scf7180000023324-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000023324-processed-gene-0.30&CDS=1-1695
841	OG0000841	YDL160C	genemark-scf7180000023324-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023324-processed-gene-0.56&CDS=1-1317
842	OG0000842	YDL164C	genemark-scf7180000023347-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.62&CDS=1-2157
843	OG0000843	YDL165W	genemark-scf7180000023373-processed-gene-1.35-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.35&CDS=1-762
844	OG0000844	YDL166C	genemark-scf7180000023373-processed-gene-1.18-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.18&CDS=1-549
845	OG0000845	YDL167C	genemark-scf7180000023395-processed-gene-4.108-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.108&CDS=1-2421
846	OG0000846	YDL168W	genemark-scf7180000023392-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-0.95&CDS=1-1155
847	OG0000847	YDL169C	genemark-scf7180000023373-processed-gene-1.37-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.37&CDS=1-684
848	OG0000848	YDL170W	maker-scf7180000023373-snap-gene-1.46-mRNA-1_1&gene=maker-scf7180000023373-snap-gene-1.46&CDS=1-2091
849	OG0000849	YDL171C	genemark-scf7180000023406-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000023406-processed-gene-0.89&CDS=1-6429
850	OG0000850	YDL177C	genemark-scf7180000023346-processed-gene-1.175-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.175&CDS=1-477
851	OG0000851	YDL178W	genemark-scf7180000023375-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023375-processed-gene-0.73&CDS=1-1578
852	OG0000852	YDL181W	snap_masked-scf7180000023330-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000023330-processed-gene-0.53&CDS=1-240
853	OG0000853	YDL183C	genemark-scf7180000023330-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.95&CDS=1-1038
854	OG0000854	YDL185W	genemark-scf7180000023364-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.93&CDS=1-4275
855	OG0000855	YDL189W	genemark-scf7180000023330-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.123&CDS=1-2067
856	OG0000856	YDL190C	genemark-scf7180000023330-processed-gene-0.124-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.124&CDS=1-3564
857	OG0000857	YDL193W	genemark-scf7180000023330-processed-gene-1.4-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-1.4&CDS=1-1128
858	OG0000858	YDL195W	genemark-scf7180000023394-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000023394-processed-gene-0.23&CDS=1-3576
859	OG0000859	YDL198C	genemark-scf7180000023419-processed-gene-1.84-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.84&CDS=1-894
860	OG0000860	YDL201W	genemark-scf7180000023374-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.6&CDS=1-798
861	OG0000861	YDL202W	genemark-scf7180000023374-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.5&CDS=1-690
862	OG0000862	YDL205C	maker-scf7180000023343-augustus-gene-0.78-mRNA-1_1&gene=maker-scf7180000023343-augustus-gene-0.78&CDS=1-1098
863	OG0000863	YDL206W	genemark-scf7180000023412-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.25&CDS=1-2436
864	OG0000864	YDL207W	maker-scf7180000023412-snap-gene-0.67-mRNA-1_1&gene=maker-scf7180000023412-snap-gene-0.67&CDS=1-2217
865	OG0000865	YDL208W	genemark-scf7180000023412-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.27&CDS=1-462
866	OG0000866	YDL209C	genemark-scf7180000023343-processed-gene-1.93-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.93&CDS=1-960
867	OG0000867	YDL212W	genemark-scf7180000023344-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.52&CDS=1-681
868	OG0000868	YDL213C	snap_masked-scf7180000023366-processed-gene-2.22-mRNA-1_1&gene=snap_masked-scf7180000023366-processed-gene-2.22&CDS=1-705
869	OG0000869	YDL215C	genemark-scf7180000023395-processed-gene-2.84-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.84&CDS=1-3099
870	OG0000870	YDL216C	genemark-scf7180000023375-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023375-processed-gene-0.56&CDS=1-1194
871	OG0000871	YDL217C	genemark-scf7180000023148-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000023148-processed-gene-0.9&CDS=1-564
872	OG0000872	YDL225W	genemark-scf7180000023395-processed-gene-2.57-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.57&CDS=1-1704
873	OG0000873	YDL226C	genemark-scf7180000023254-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000023254-processed-gene-0.61&CDS=1-1101
874	OG0000874	YDL230W	snap_masked-scf7180000023319-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000023319-processed-gene-0.115&CDS=1-813
875	OG0000875	YDL234C	genemark-scf7180000023140-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000023140-processed-gene-0.87&CDS=1-2238
876	OG0000876	YDL235C	genemark-scf7180000023419-processed-gene-1.88-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.88&CDS=1-453
877	OG0000877	YDL236W	genemark-scf7180000023419-processed-gene-1.87-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.87&CDS=1-900
878	OG0000878	YDL238C	genemark-scf7180000023373-processed-gene-1.7-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.7&CDS=1-1467
879	OG0000879	YDL240W	genemark-scf7180000023374-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.36&CDS=1-3756
880	OG0000880	YDR002W	genemark-scf7180000023382-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000023382-processed-gene-0.2&CDS=1-663
881	OG0000881	YDR004W	genemark-scf7180000023395-processed-gene-3.2-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.2&CDS=1-1530
882	OG0000882	YDR005C	genemark-scf7180000023395-processed-gene-3.1-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.1&CDS=1-1065
883	OG0000883	YDR006C	snap_masked-scf7180000023321-processed-gene-0.119-mRNA-1_1&gene=snap_masked-scf7180000023321-processed-gene-0.119&CDS=1-2241
884	OG0000884	YDR007W	genemark-scf7180000023364-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.87&CDS=1-732
885	OG0000885	YDR013W	genemark-scf7180000023403-processed-gene-0.151-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.151&CDS=1-714
886	OG0000886	YDR017C	genemark-scf7180000023403-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.115&CDS=1-2811
887	OG0000887	YDR020C	genemark-scf7180000023321-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.60&CDS=1-786
888	OG0000888	YDR021W	genemark-scf7180000023321-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.88&CDS=1-1188
889	OG0000889	YDR023W	genemark-scf7180000023321-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.59&CDS=1-1380
890	OG0000890	YDR026C	snap_masked-scf7180000023343-processed-gene-1.48-mRNA-1_1&gene=snap_masked-scf7180000023343-processed-gene-1.48&CDS=1-2421
891	OG0000891	YDR027C	genemark-scf7180000023386-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.9&CDS=1-3144
892	OG0000892	YDR031W	genemark-scf7180000023403-processed-gene-0.150-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.150&CDS=1-333
893	OG0000893	YDR032C	genemark-scf7180000023339-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.57&CDS=1-594
894	OG0000894	YDR034C	augustus_masked-scf7180000023367-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000023367-processed-gene-0.89&CDS=1-2556
895	OG0000895	YDR036C	genemark-scf7180000023346-processed-gene-1.156-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.156&CDS=1-1497
896	OG0000896	YDR037W	genemark-scf7180000023233-processed-gene-0.170-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.170&CDS=1-1761
897	OG0000897	YDR041W	genemark-scf7180000023233-processed-gene-0.169-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.169&CDS=1-849
898	OG0000898	YDR043C	genemark-scf7180000023377-processed-gene-0.165-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.165&CDS=1-810
899	OG0000899	YDR044W	genemark-scf7180000023377-processed-gene-0.166-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.166&CDS=1-954
900	OG0000900	YDR045C	genemark-scf7180000023338-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.176&CDS=1-306
901	OG0000901	YDR047W	genemark-scf7180000023321-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.96&CDS=1-1077
902	OG0000902	YDR049W	genemark-scf7180000023338-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.121&CDS=1-1869
903	OG0000903	YDR050C	genemark-scf7180000023336-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000023336-processed-gene-0.15&CDS=1-750
904	OG0000904	YDR052C	genemark-scf7180000023330-processed-gene-2.87-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.87&CDS=1-2295
905	OG0000905	YDR054C	genemark-scf7180000023330-processed-gene-2.88-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.88&CDS=1-669
906	OG0000906	YDR057W	genemark-scf7180000023138-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.44&CDS=1-1248
907	OG0000907	YDR058C	genemark-scf7180000023396-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.92&CDS=1-966
908	OG0000908	YDR060W	genemark-scf7180000022366-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000022366-processed-gene-0.8&CDS=1-3252
909	OG0000909	YDR061W	genemark-scf7180000023395-processed-gene-4.95-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.95&CDS=1-1584
910	OG0000910	YDR062W	genemark-scf7180000023395-processed-gene-4.63-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.63&CDS=1-1710
911	OG0000911	YDR063W	genemark-scf7180000023395-processed-gene-3.39-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.39&CDS=1-420
912	OG0000912	YDR064W	snap_masked-scf7180000023395-processed-gene-3.110-mRNA-1_1&gene=snap_masked-scf7180000023395-processed-gene-3.110&CDS=1-453
913	OG0000913	YDR067C	genemark-scf7180000023374-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.7&CDS=1-600
914	OG0000914	YDR068W	snap_masked-scf7180000023374-processed-gene-0.205-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.205&CDS=1-1038
915	OG0000915	YDR074W	genemark-scf7180000023410-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.178&CDS=1-2625
916	OG0000916	YDR079C-A	snap_masked-scf7180000023373-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000023373-processed-gene-0.91&CDS=1-213
917	OG0000917	YDR079W	genemark-scf7180000023330-processed-gene-2.89-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.89&CDS=1-366
918	OG0000918	YDR080W	genemark-scf7180000023373-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.63&CDS=1-2397
919	OG0000919	YDR083W	genemark-scf7180000023395-processed-gene-4.107-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.107&CDS=1-1194
920	OG0000920	YDR084C	genemark-scf7180000023373-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.42&CDS=1-591
921	OG0000921	YDR086C	snap_masked-scf7180000023138-processed-gene-0.189-mRNA-1_1&gene=snap_masked-scf7180000023138-processed-gene-0.189&CDS=1-198
922	OG0000922	YDR087C	genemark-scf7180000023138-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.36&CDS=1-867
923	OG0000923	YDR088C	genemark-scf7180000023138-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.73&CDS=1-1197
924	OG0000924	YDR089W	genemark-scf7180000023347-processed-gene-2.56-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.56&CDS=1-2751
925	OG0000925	YDR090C	genemark-scf7180000023138-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.75&CDS=1-501
926	OG0000926	YDR091C	genemark-scf7180000023150-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.36&CDS=1-1824
927	OG0000927	YDR092W	genemark-scf7180000023419-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-0.104&CDS=1-453
928	OG0000928	YDR097C	maker-scf7180000023389-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000023389-augustus-gene-0.0&CDS=1-5550
929	OG0000929	YDR100W	genemark-scf7180000023352-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000023352-processed-gene-0.11&CDS=1-429
930	OG0000930	YDR101C	augustus_masked-scf7180000023352-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000023352-processed-gene-0.48&CDS=1-4800
931	OG0000931	YDR104C	augustus_masked-scf7180000023337-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000023337-processed-gene-0.34&CDS=1-3720
932	OG0000932	YDR108W	maker-scf7180000023347-snap-gene-1.0-mRNA-1_1&gene=maker-scf7180000023347-snap-gene-1.0&CDS=1-4542
933	OG0000933	YDR109C	maker-scf7180000023344-augustus-gene-1.2-mRNA-1_1&gene=maker-scf7180000023344-augustus-gene-1.2&CDS=1-2439
934	OG0000934	YDR111C	genemark-scf7180000023399-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.69&CDS=1-1482
935	OG0000935	YDR116C	genemark-scf7180000023360-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023360-processed-gene-0.7&CDS=1-828
936	OG0000936	YDR117C	genemark-scf7180000023369-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000023369-processed-gene-0.51&CDS=1-1770
937	OG0000937	YDR120C	snap_masked-scf7180000023414-processed-gene-0.202-mRNA-1_1&gene=snap_masked-scf7180000023414-processed-gene-0.202&CDS=1-2097
