	OrthologID	Hyphopichia_burtonii	Saccharomyces_cerevisiae
599	OG0000599	maker-scaffold_1-augustus-gene-5.83-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.83&CDS=1-3363	YML076C
600	OG0000600	genemark-scaffold_1-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.50&CDS=1-1953	YJR131W
601	OG0000601	genemark-scaffold_1-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.51&CDS=1-2412	YNL167C
602	OG0000602	genemark-scaffold_1-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.52&CDS=1-3558	YOR188W
603	OG0000603	genemark-scaffold_1-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.68&CDS=1-2130	YLR299W
604	OG0000604	genemark-scaffold_1-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.55&CDS=1-1146	YBR155W
605	OG0000605	genemark-scaffold_1-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.59&CDS=1-6261	YOR187W
606	OG0000606	genemark-scaffold_1-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.60&CDS=1-1878	YNL169C
607	OG0000607	genemark-scaffold_1-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.61&CDS=1-1005	YFL034C-B
608	OG0000608	genemark-scaffold_1-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.71&CDS=1-3945	YFL036W
609	OG0000609	augustus_masked-scaffold_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.30&CDS=1-1572	YLR026C
610	OG0000610	genemark-scaffold_1-processed-gene-5.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.62&CDS=1-1350	YFL037W
611	OG0000611	genemark-scaffold_1-processed-gene-6.58-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.58&CDS=1-1812	YHR194W
612	OG0000612	genemark-scaffold_1-processed-gene-6.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.60&CDS=1-1410	YKL194C
613	OG0000613	genemark-scaffold_1-processed-gene-6.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.64&CDS=1-1176	YLR418C
614	OG0000614	augustus_masked-scaffold_1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.110&CDS=1-4500	YKL195W
615	OG0000615	genemark-scaffold_1-processed-gene-6.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.67&CDS=1-600	YKL196C
616	OG0000616	genemark-scaffold_1-processed-gene-6.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.83&CDS=1-2325	YOR359W
617	OG0000617	genemark-scaffold_1-processed-gene-6.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.84&CDS=1-1953	YOR360C
618	OG0000618	genemark-scaffold_1-processed-gene-6.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.86&CDS=1-4197	YBR115C
619	OG0000619	genemark-scaffold_1-processed-gene-6.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.87&CDS=1-2451	YBR114W
620	OG0000620	augustus_masked-scaffold_1-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.134&CDS=1-1893	YMR146C
621	OG0000621	maker-scaffold_1-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.2&CDS=1-1272	YDL100C
622	OG0000622	maker-scaffold_1-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.0&CDS=1-3099	YPL003W
623	OG0000623	genemark-scaffold_1-processed-gene-6.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.93&CDS=1-1848	YFL002C
624	OG0000624	augustus_masked-scaffold_1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.115&CDS=1-1320	YFL001W
625	OG0000625	genemark-scaffold_1-processed-gene-6.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.94&CDS=1-738	YPL002C
626	OG0000626	genemark-scaffold_1-processed-gene-6.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.71&CDS=1-1926	YDL057W
627	OG0000627	genemark-scaffold_1-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.95&CDS=1-456	YHR191C
628	OG0000628	genemark-scaffold_1-processed-gene-6.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.96&CDS=1-1920	YMR145C
629	OG0000629	genemark-scaffold_1-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.102&CDS=1-531	YHR193C
630	OG0000630	genemark-scaffold_1-processed-gene-6.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.104&CDS=1-741	YER163C
631	OG0000631	genemark-scaffold_1-processed-gene-6.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.77&CDS=1-2991	YLR138W
632	OG0000632	genemark-scaffold_1-processed-gene-6.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.105&CDS=1-1305	YLR438W
633	OG0000633	maker-scaffold_1-snap-gene-6.55-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.55&CDS=1-2043	YLR443W
634	OG0000634	genemark-scaffold_1-processed-gene-6.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.81&CDS=1-1248	YML066C
635	OG0000635	genemark-scaffold_1-processed-gene-6.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.106&CDS=1-1317	YLR303W
636	OG0000636	genemark-scaffold_1-processed-gene-7.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.0&CDS=1-1011	YPL034W
637	OG0000637	genemark-scaffold_1-processed-gene-7.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.4&CDS=1-1299	YDL084W
638	OG0000638	genemark-scaffold_1-processed-gene-7.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.5&CDS=1-825	YER023W
639	OG0000639	genemark-scaffold_1-processed-gene-7.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.2&CDS=1-2436	YJR119C
640	OG0000640	genemark-scaffold_1-processed-gene-7.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.3&CDS=1-1509	YJR121W
641	OG0000641	genemark-scaffold_1-processed-gene-7.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.29&CDS=1-723	YDL087C
642	OG0000642	maker-scaffold_1-snap-gene-7.72-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.72&CDS=1-1512	YOL132W
643	OG0000643	genemark-scaffold_1-processed-gene-7.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.31&CDS=1-3123	YBR074W
644	OG0000644	maker-scaffold_1-augustus-gene-7.110-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.110&CDS=1-3051	YDR047W
645	OG0000645	genemark-scaffold_1-processed-gene-7.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.32&CDS=1-2700	YBR073W
646	OG0000646	augustus_masked-scaffold_1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.46&CDS=1-7722	YMR259C
647	OG0000647	augustus_masked-scaffold_1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.60&CDS=1-333	YDR045C
648	OG0000648	genemark-scaffold_1-processed-gene-7.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.14&CDS=1-2304	YBR060C
649	OG0000649	genemark-scaffold_1-processed-gene-7.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.17&CDS=1-4818	YBR097W
650	OG0000650	genemark-scaffold_1-processed-gene-7.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.18&CDS=1-450	YPR062W
651	OG0000651	genemark-scaffold_1-processed-gene-7.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.19&CDS=1-1095	YPR056W
652	OG0000652	augustus_masked-scaffold_1-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.51&CDS=1-1053	YPR063C
653	OG0000653	genemark-scaffold_1-processed-gene-7.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.34&CDS=1-1866	YBR103W
654	OG0000654	genemark-scaffold_1-processed-gene-7.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.22&CDS=1-2262	YBR102C
655	OG0000655	genemark-scaffold_1-processed-gene-7.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.35&CDS=1-2136	YBR043C
656	OG0000656	genemark-scaffold_1-processed-gene-7.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.23&CDS=1-1275	YBR042C
657	OG0000657	augustus_masked-scaffold_1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.54&CDS=1-11577	YHR099W
658	OG0000658	maker-scaffold_1-snap-gene-7.73-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.73&CDS=1-609	YHR100C
659	OG0000659	augustus_masked-scaffold_1-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.55&CDS=1-3342	YDR266C
660	OG0000660	genemark-scaffold_1-processed-gene-7.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.37&CDS=1-2058	YMR224C
661	OG0000661	genemark-scaffold_1-processed-gene-7.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.28&CDS=1-5232	YDR283C
662	OG0000662	genemark-scaffold_1-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.93&CDS=1-915	YDR284C
663	OG0000663	genemark-scaffold_1-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.89&CDS=1-2022	YMR004W
664	OG0000664	augustus_masked-scaffold_1-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.57&CDS=1-2097	YJR068W
665	OG0000665	genemark-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.96&CDS=1-2226	YAL043C
666	OG0000666	genemark-scaffold_1-processed-gene-8.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.108&CDS=1-1908	YJL069C
667	OG0000667	genemark-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.109&CDS=1-2976	YKL205W
668	OG0000668	genemark-scaffold_1-processed-gene-8.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.98&CDS=1-687	YDR043C
669	OG0000669	genemark-scaffold_1-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.111&CDS=1-2001	YMR258C
670	OG0000670	genemark-scaffold_1-processed-gene-8.112-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.112&CDS=1-1254	YOL054W
671	OG0000671	augustus_masked-scaffold_1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.65&CDS=1-3939	YNL308C
672	OG0000672	genemark-scaffold_1-processed-gene-8.116-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.116&CDS=1-975	YDR044W
673	OG0000673	augustus_masked-scaffold_1-processed-gene-8.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.66&CDS=1-12654	YKR054C
674	OG0000674	genemark-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.102&CDS=1-1026	YOL073C
675	OG0000675	genemark-scaffold_1-processed-gene-8.120-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.120&CDS=1-2883	YOL124C
676	OG0000676	genemark-scaffold_1-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.103&CDS=1-1554	YOL123W
677	OG0000677	genemark-scaffold_1-processed-gene-8.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.121&CDS=1-2817	YDL031W
678	OG0000678	genemark-scaffold_1-processed-gene-8.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.122&CDS=1-459	YLR170C
679	OG0000679	genemark-scaffold_1-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.104&CDS=1-1911	YDR017C
680	OG0000680	snap_masked-scaffold_1-processed-gene-8.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.27&CDS=1-255	YDR016C
681	OG0000681	genemark-scaffold_1-processed-gene-9.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.48&CDS=1-603	YDR032C
682	OG0000682	augustus_masked-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.4&CDS=1-3084	YBR035C
683	OG0000683	maker-scaffold_1-augustus-gene-9.104-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.104&CDS=1-2235	YCR002C
684	OG0000684	augustus_masked-scaffold_1-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.5&CDS=1-2007	YBR062C
685	OG0000685	genemark-scaffold_1-processed-gene-9.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.86&CDS=1-765	YDR041W
686	OG0000686	genemark-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.57&CDS=1-903	YBR061C
687	OG0000687	genemark-scaffold_1-processed-gene-9.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.87&CDS=1-1779	YDR037W
688	OG0000688	genemark-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.59&CDS=1-972	YDR051C
689	OG0000689	genemark-scaffold_1-processed-gene-9.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.60&CDS=1-747	YDR050C
690	OG0000690	genemark-scaffold_1-processed-gene-9.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.88&CDS=1-1002	YMR262W
691	OG0000691	genemark-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.89&CDS=1-936	YML112W
692	OG0000692	genemark-scaffold_1-processed-gene-9.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.62&CDS=1-459	YMR260C
693	OG0000693	maker-scaffold_1-snap-gene-9.119-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.119&CDS=1-888	YDR064W
694	OG0000694	genemark-scaffold_1-processed-gene-9.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.63&CDS=1-1944	YFR028C
695	OG0000695	genemark-scaffold_1-processed-gene-9.65-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.65&CDS=1-1953	YER140W
696	OG0000696	genemark-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.93&CDS=1-1467	YER141W
697	OG0000697	genemark-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.67&CDS=1-1965	YBR041W
698	OG0000698	genemark-scaffold_1-processed-gene-9.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.94&CDS=1-1248	YCR012W
699	OG0000699	genemark-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.68&CDS=1-864	YBR101C
700	OG0000700	genemark-scaffold_1-processed-gene-9.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.95&CDS=1-1530	YBR098W
701	OG0000701	genemark-scaffold_1-processed-gene-9.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.69&CDS=1-3387	YPR055W
702	OG0000702	genemark-scaffold_1-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.96&CDS=1-750	YPR124W
703	OG0000703	genemark-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.70&CDS=1-663	YER004W
704	OG0000704	genemark-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.72&CDS=1-1770	YMR120C
705	OG0000705	genemark-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.73&CDS=1-2010	YOR254C
706	OG0000706	genemark-scaffold_1-processed-gene-9.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.99&CDS=1-522	YOR253W
707	OG0000707	augustus_masked-scaffold_1-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.23&CDS=1-3579	YPL175W
708	OG0000708	augustus_masked-scaffold_1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.24&CDS=1-1416	YOR257W
709	OG0000709	genemark-scaffold_1-processed-gene-9.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.101&CDS=1-1248	YOR259C
710	OG0000710	genemark-scaffold_1-processed-gene-9.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.79&CDS=1-1317	YOR260W
711	OG0000711	genemark-scaffold_1-processed-gene-9.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.102&CDS=1-810	YJR056C
712	OG0000712	augustus_masked-scaffold_1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.26&CDS=1-2553	YLR268W
713	OG0000713	genemark-scaffold_1-processed-gene-9.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.103&CDS=1-747	YHR038W
714	OG0000714	genemark-scaffold_1-processed-gene-9.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.82&CDS=1-480	YIR037W
715	OG0000715	genemark-scaffold_1-processed-gene-9.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.84&CDS=1-1197	YLR355C
716	OG0000716	snap_masked-scaffold_1-processed-gene-10.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.97&CDS=1-858	YGR053C
717	OG0000717	maker-scaffold_1-augustus-gene-10.143-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.143&CDS=1-1278	YOL003C
718	OG0000718	genemark-scaffold_1-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.1&CDS=1-759	YOR362C
719	OG0000719	maker-scaffold_1-augustus-gene-10.139-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.139&CDS=1-5703	YOR361C
720	OG0000720	augustus_masked-scaffold_1-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.71&CDS=1-348	YAL046C
721	OG0000721	snap_masked-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.101&CDS=1-2595	YAL048C
722	OG0000722	genemark-scaffold_1-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.10&CDS=1-3993	YOR296W
723	OG0000723	genemark-scaffold_1-processed-gene-10.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.26&CDS=1-4770	YOL004W
724	OG0000724	genemark-scaffold_1-processed-gene-10.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.11&CDS=1-366	YOL005C
725	OG0000725	genemark-scaffold_1-processed-gene-10.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.27&CDS=1-1995	YMR001C
726	OG0000726	genemark-scaffold_1-processed-gene-10.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.12&CDS=1-2301	YOL006C
727	OG0000727	genemark-scaffold_1-processed-gene-10.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.28&CDS=1-432	YMR002W
728	OG0000728	genemark-scaffold_1-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.16&CDS=1-945	YNR064C
729	OG0000729	genemark-scaffold_1-processed-gene-10.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.31&CDS=1-1878	YMR284W
730	OG0000730	genemark-scaffold_1-processed-gene-10.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.32&CDS=1-624	YJR057W
731	OG0000731	snap_masked-scaffold_1-processed-gene-10.112-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.112&CDS=1-234	YNL138W-A
732	OG0000732	genemark-scaffold_1-processed-gene-10.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.37&CDS=1-1716	YMR250W
733	OG0000733	snap_masked-scaffold_1-processed-gene-10.113-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.113&CDS=1-1698	YDR243C
734	OG0000734	genemark-scaffold_1-processed-gene-10.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.40&CDS=1-936	YDL209C
735	OG0000735	genemark-scaffold_1-processed-gene-10.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.43&CDS=1-1146	YGL246C
736	OG0000736	genemark-scaffold_1-processed-gene-10.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.23&CDS=1-2139	YOR154W
737	OG0000737	genemark-scaffold_1-processed-gene-10.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.44&CDS=1-2121	YDR194C
738	OG0000738	genemark-scaffold_1-processed-gene-10.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.24&CDS=1-690	YNR049C
739	OG0000739	augustus_masked-scaffold_1-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.89&CDS=1-6771	YER069W
740	OG0000740	genemark-scaffold_1-processed-gene-11.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.44&CDS=1-4788	YBR047W
741	OG0000741	genemark-scaffold_1-processed-gene-11.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.47&CDS=1-534	YOR252W
742	OG0000742	genemark-scaffold_1-processed-gene-11.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.45&CDS=1-507	YOR276W
743	OG0000743	genemark-scaffold_1-processed-gene-11.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.48&CDS=1-2814	YMR212C
744	OG0000744	augustus_masked-scaffold_1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.89&CDS=1-5400	YOR274W
745	OG0000745	genemark-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.51&CDS=1-1182	YMR209C
746	OG0000746	genemark-scaffold_1-processed-gene-11.65-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.65&CDS=1-1416	YOR272W
747	OG0000747	genemark-scaffold_1-processed-gene-11.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.52&CDS=1-1587	YMR217W
748	OG0000748	genemark-scaffold_1-processed-gene-11.53-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.53&CDS=1-984	YOR271C
749	OG0000749	genemark-scaffold_1-processed-gene-11.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.71&CDS=1-561	YNL090W
750	OG0000750	genemark-scaffold_1-processed-gene-11.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.72&CDS=1-3873	YNL091W
751	OG0000751	genemark-scaffold_1-processed-gene-11.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.73&CDS=1-1992	YOR087W
752	OG0000752	genemark-scaffold_1-processed-gene-11.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.56&CDS=1-921	YHR142W
753	OG0000753	snap_masked-scaffold_1-processed-gene-11.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.30&CDS=1-234	YHR001W-A
754	OG0000754	snap_masked-scaffold_1-processed-gene-11.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.31&CDS=1-369	YKL192C
755	OG0000755	genemark-scaffold_1-processed-gene-11.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.59&CDS=1-522	YNR036C
756	OG0000756	genemark-scaffold_1-processed-gene-11.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.78&CDS=1-1014	YNR035C
757	OG0000757	genemark-scaffold_1-processed-gene-11.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.79&CDS=1-2046	YJL128C
758	OG0000758	genemark-scaffold_1-processed-gene-11.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.60&CDS=1-4041	YPL167C
759	OG0000759	genemark-scaffold_1-processed-gene-11.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.61&CDS=1-666	YPR113W
760	OG0000760	genemark-scaffold_1-processed-gene-11.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.81&CDS=1-2544	YOR249C
761	OG0000761	genemark-scaffold_1-processed-gene-11.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.63&CDS=1-4074	YLR384C
762	OG0000762	genemark-scaffold_1-processed-gene-12.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.31&CDS=1-648	YDL059C
763	OG0000763	augustus_masked-scaffold_1-processed-gene-12.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.0&CDS=1-9012	YDL058W
764	OG0000764	genemark-scaffold_1-processed-gene-12.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.30&CDS=1-2589	YCR077C
765	OG0000765	genemark-scaffold_1-processed-gene-12.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.32&CDS=1-1065	YPL088W
766	OG0000766	genemark-scaffold_1-processed-gene-12.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.34&CDS=1-372	YCR071C
767	OG0000767	genemark-scaffold_1-processed-gene-12.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.51&CDS=1-4506	YCR073C
768	OG0000768	genemark-scaffold_1-processed-gene-12.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.36&CDS=1-1557	YCR072C
769	OG0000769	genemark-scaffold_1-processed-gene-12.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.37&CDS=1-3792	YMR109W
770	OG0000770	snap_masked-scaffold_1-processed-gene-12.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.74&CDS=1-5037	YCR081W
