	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
643	OG0000643	YBR082C	augustus_masked-flattened_line_55-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.39&CDS=1-444
644	OG0000644	YBR083W	snap_masked-flattened_line_55-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.117&CDS=1-1635
645	OG0000645	YBR084W	augustus_masked-flattened_line_55-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.14&CDS=1-2895
646	OG0000646	YBR085C-A	augustus_masked-flattened_line_55-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.42&CDS=1-243
647	OG0000647	YBR086C	augustus_masked-flattened_line_19-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.21&CDS=1-2865
648	OG0000648	YBR087W	augustus_masked-flattened_line_19-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.36&CDS=1-1068
649	OG0000649	YBR088C	augustus_masked-flattened_line_19-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.19&CDS=1-774
650	OG0000650	YBR091C	snap_masked-flattened_line_55-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.148&CDS=1-312
651	OG0000651	YBR094W	augustus_masked-flattened_line_55-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.16&CDS=1-2199
652	OG0000652	YBR095C	augustus_masked-flattened_line_19-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.17&CDS=1-1356
653	OG0000653	YBR096W	augustus_masked-flattened_line_55-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.17&CDS=1-696
654	OG0000654	YBR097W	augustus_masked-flattened_line_55-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.18&CDS=1-4278
655	OG0000655	YBR098W	augustus_masked-flattened_line_19-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.32&CDS=1-1860
656	OG0000656	YBR101C	augustus_masked-flattened_line_19-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.16&CDS=1-873
657	OG0000657	YBR102C	augustus_masked-flattened_line_55-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.46&CDS=1-2229
658	OG0000658	YBR103W	augustus_masked-flattened_line_55-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.19&CDS=1-1611
659	OG0000659	YBR105C	snap_masked-flattened_line_55-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.153&CDS=1-1218
660	OG0000660	YBR106W	augustus_masked-flattened_line_55-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.23&CDS=1-561
661	OG0000661	YBR107C	augustus_masked-flattened_line_55-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.51&CDS=1-723
662	OG0000662	YBR108W	augustus_masked-flattened_line_55-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.26&CDS=1-2814
663	OG0000663	YBR109C	augustus_masked-flattened_line_19-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.13&CDS=1-441
664	OG0000664	YBR110W	augustus_masked-flattened_line_55-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.27&CDS=1-1356
665	OG0000665	YBR111C	maker-flattened_line_19-snap-gene-1.53-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.53&CDS=1-687
666	OG0000666	YBR112C	maker-flattened_line_19-snap-gene-1.52-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.52&CDS=1-2475
667	OG0000667	YBR114W	augustus_masked-flattened_line_55-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.28&CDS=1-2280
668	OG0000668	YBR115C	augustus_masked-flattened_line_55-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.53&CDS=1-4167
669	OG0000669	YBR119W	snap_masked-flattened_line_17-processed-gene-3.152-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.152&CDS=1-894
670	OG0000670	YBR120C	augustus_masked-flattened_line_53-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.32&CDS=1-471
671	OG0000671	YBR121C	augustus_masked-flattened_line_17-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.41&CDS=1-1980
672	OG0000672	YBR122C	augustus_masked-flattened_line_17-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.39&CDS=1-552
673	OG0000673	YBR123C	augustus_masked-flattened_line_17-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.38&CDS=1-1938
674	OG0000674	YBR125C	augustus_masked-flattened_line_17-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.37&CDS=1-1362
675	OG0000675	YBR126C	augustus_masked-flattened_line_17-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-3.36&CDS=1-1467
676	OG0000676	YBR127C	augustus_masked-flattened_line_53-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.33&CDS=1-1539
677	OG0000677	YBR129C	augustus_masked-flattened_line_53-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.35&CDS=1-1185
678	OG0000678	YBR131W	snap_masked-flattened_line_61-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.58&CDS=1-2043
679	OG0000679	YBR133C	augustus_masked-flattened_line_61-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.32&CDS=1-2667
680	OG0000680	YBR135W	augustus_masked-flattened_line_53-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.9&CDS=1-399
681	OG0000681	YBR136W	augustus_masked-flattened_line_61-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.14&CDS=1-7338
682	OG0000682	YBR138C	augustus_masked-flattened_line_19-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.40&CDS=1-1431
683	OG0000683	YBR141C	augustus_masked-flattened_line_19-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.130&CDS=1-990
684	OG0000684	YBR142W	augustus_masked-flattened_line_19-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.123&CDS=1-2265
685	OG0000685	YBR143C	augustus_masked-flattened_line_19-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.131&CDS=1-1311
686	OG0000686	YBR146W	augustus_masked-flattened_line_19-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.125&CDS=1-909
687	OG0000687	YBR151W	augustus_masked-flattened_line_17-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.9&CDS=1-921
688	OG0000688	YBR152W	snap_masked-flattened_line_19-processed-gene-3.92-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-3.92&CDS=1-873
689	OG0000689	YBR153W	augustus_masked-flattened_line_17-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.10&CDS=1-738
690	OG0000690	YBR154C	maker-flattened_line_19-augustus-gene-3.118-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-3.118&CDS=1-3891
691	OG0000691	YBR155W	augustus_masked-flattened_line_1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.15&CDS=1-1122
692	OG0000692	YBR156C	augustus_masked-flattened_line_1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.33&CDS=1-2274
693	OG0000693	YBR157C	augustus_masked-flattened_line_1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.34&CDS=1-594
694	OG0000694	YBR158W	augustus_masked-flattened_line_1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.16&CDS=1-1419
695	OG0000695	YBR160W	maker-flattened_line_1-snap-gene-1.42-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-1.42&CDS=1-1863
696	OG0000696	YBR162C	augustus_masked-flattened_line_1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.35&CDS=1-1362
697	OG0000697	YBR163W	augustus_masked-flattened_line_1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.21&CDS=1-1677
698	OG0000698	YBR164C	augustus_masked-flattened_line_17-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.6&CDS=1-549
699	OG0000699	YBR165W	snap_masked-flattened_line_5-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.65&CDS=1-807
700	OG0000700	YBR166C	augustus_masked-flattened_line_5-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.96&CDS=1-1347
701	OG0000701	YBR167C	augustus_masked-flattened_line_17-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.7&CDS=1-420
702	OG0000702	YBR168W	augustus_masked-flattened_line_5-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.104&CDS=1-1221
703	OG0000703	YBR170C	augustus_masked-flattened_line_17-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.32&CDS=1-1758
704	OG0000704	YBR171W	augustus_masked-flattened_line_17-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.9&CDS=1-564
705	OG0000705	YBR173C	augustus_masked-flattened_line_5-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.90&CDS=1-456
706	OG0000706	YBR175W	augustus_masked-flattened_line_5-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-1.94&CDS=1-975
707	OG0000707	YBR176W	augustus_masked-flattened_line_17-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.10&CDS=1-948
708	OG0000708	YBR179C	augustus_masked-flattened_line_17-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.34&CDS=1-2589
709	OG0000709	YBR180W	maker-flattened_line_5-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-0.85&CDS=1-1773
710	OG0000710	YBR183W	augustus_masked-flattened_line_1-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.133&CDS=1-957
711	OG0000711	YBR185C	augustus_masked-flattened_line_1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.110&CDS=1-819
712	OG0000712	YBR186W	augustus_masked-flattened_line_5-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.126&CDS=1-1539
713	OG0000713	YBR187W	augustus_masked-flattened_line_1-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.130&CDS=1-816
714	OG0000714	YBR192W	augustus_masked-flattened_line_1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.127&CDS=1-1122
715	OG0000715	YBR193C	augustus_masked-flattened_line_1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.108&CDS=1-648
716	OG0000716	YBR195C	augustus_masked-flattened_line_1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.106&CDS=1-1257
717	OG0000717	YBR196C	augustus_masked-flattened_line_1-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.103&CDS=1-1647
718	OG0000718	YBR198C	augustus_masked-flattened_line_1-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.101&CDS=1-2640
719	OG0000719	YBR199W	augustus_masked-flattened_line_5-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.120&CDS=1-1410
720	OG0000720	YBR200W	augustus_masked-flattened_line_1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.104&CDS=1-1647
721	OG0000721	YBR201W	augustus_masked-flattened_line_5-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.117&CDS=1-744
722	OG0000722	YBR202W	augustus_masked-flattened_line_5-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.116&CDS=1-2496
723	OG0000723	YBR203W	augustus_masked-flattened_line_1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.40&CDS=1-2700
724	OG0000724	YBR204C	augustus_masked-flattened_line_1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.23&CDS=1-1116
725	OG0000725	YBR205W	augustus_masked-flattened_line_1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.39&CDS=1-1320
726	OG0000726	YBR207W	augustus_masked-flattened_line_1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.37&CDS=1-1338
727	OG0000727	YBR208C	augustus_masked-flattened_line_1-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.22&CDS=1-5466
728	OG0000728	YBR211C	augustus_masked-flattened_line_7-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.99&CDS=1-1002
729	OG0000729	YBR212W	augustus_masked-flattened_line_5-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.18&CDS=1-1836
730	OG0000730	YBR213W	augustus_masked-flattened_line_5-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.19&CDS=1-852
731	OG0000731	YBR214W	augustus_masked-flattened_line_5-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.20&CDS=1-1833
732	OG0000732	YBR215W	augustus_masked-flattened_line_7-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.114&CDS=1-1635
733	OG0000733	YBR216C	augustus_masked-flattened_line_7-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.97&CDS=1-1947
734	OG0000734	YBR217W	augustus_masked-flattened_line_7-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.113&CDS=1-687
735	OG0000735	YBR220C	augustus_masked-flattened_line_11-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.27&CDS=1-1767
736	OG0000736	YBR221C	augustus_masked-flattened_line_7-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.95&CDS=1-1083
737	OG0000737	YBR222C	augustus_masked-flattened_line_7-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.94&CDS=1-1626
738	OG0000738	YBR223C	augustus_masked-flattened_line_7-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.93&CDS=1-1668
739	OG0000739	YBR227C	augustus_masked-flattened_line_11-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.26&CDS=1-1581
740	OG0000740	YBR228W	augustus_masked-flattened_line_11-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.50&CDS=1-981
741	OG0000741	YBR229C	augustus_masked-flattened_line_7-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.91&CDS=1-2787
742	OG0000742	YBR231C	augustus_masked-flattened_line_11-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.23&CDS=1-939
743	OG0000743	YBR233W-A	augustus_masked-flattened_line_11-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.45&CDS=1-258
744	OG0000744	YBR234C	augustus_masked-flattened_line_11-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.21&CDS=1-1131
745	OG0000745	YBR235W	augustus_masked-flattened_line_43-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.103&CDS=1-3306
746	OG0000746	YBR236C	augustus_masked-flattened_line_43-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.87&CDS=1-1290
747	OG0000747	YBR237W	augustus_masked-flattened_line_43-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.102&CDS=1-2586
748	OG0000748	YBR238C	augustus_masked-flattened_line_11-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.18&CDS=1-2157
749	OG0000749	YBR239C	snap_masked-flattened_line_43-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.42&CDS=1-1080
750	OG0000750	YBR240C	snap_masked-flattened_line_43-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.41&CDS=1-1167
751	OG0000751	YBR241C	snap_masked-flattened_line_77-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.10&CDS=1-1479
752	OG0000752	YBR243C	augustus_masked-flattened_line_77-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.58&CDS=1-1350
753	OG0000753	YBR245C	augustus_masked-flattened_line_11-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.17&CDS=1-3243
754	OG0000754	YBR246W	augustus_masked-flattened_line_11-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.39&CDS=1-1131
755	OG0000755	YBR247C	augustus_masked-flattened_line_77-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.57&CDS=1-2052
756	OG0000756	YBR248C	augustus_masked-flattened_line_11-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.16&CDS=1-1686
757	OG0000757	YBR249C	augustus_masked-flattened_line_7-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.39&CDS=1-1107
758	OG0000758	YBR250W	augustus_masked-flattened_line_7-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.24&CDS=1-1608
759	OG0000759	YBR251W	augustus_masked-flattened_line_47-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.8&CDS=1-942
760	OG0000760	YBR253W	augustus_masked-flattened_line_1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.105&CDS=1-360
761	OG0000761	YBR254C	augustus_masked-flattened_line_47-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.43&CDS=1-525
762	OG0000762	YBR255C-A	maker-flattened_line_47-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.85&CDS=1-363
763	OG0000763	YBR255W	snap_masked-flattened_line_47-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.98&CDS=1-1881
764	OG0000764	YBR256C	augustus_masked-flattened_line_1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.123&CDS=1-705
765	OG0000765	YBR257W	snap_masked-flattened_line_9-processed-gene-4.167-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-4.167&CDS=1-855
766	OG0000766	YBR258C	augustus_masked-flattened_line_3-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.36&CDS=1-381
767	OG0000767	YBR259W	snap_masked-flattened_line_11-processed-gene-3.126-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.126&CDS=1-1842
768	OG0000768	YBR260C	augustus_masked-flattened_line_3-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.35&CDS=1-2157
769	OG0000769	YBR261C	augustus_masked-flattened_line_9-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.57&CDS=1-693
770	OG0000770	YBR262C	augustus_masked-flattened_line_3-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.34&CDS=1-312
771	OG0000771	YBR263W	augustus_masked-flattened_line_9-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.28&CDS=1-1458
772	OG0000772	YBR265W	augustus_masked-flattened_line_9-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.65&CDS=1-954
