	OrthologID	Naumovozyma_castellii	Saccharomyces_cerevisiae
705	OG0000705	augustus_masked-HE576752-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.3&CDS=1-1320	YLL002W
706	OG0000706	augustus_masked-HE576752-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.4&CDS=1-396	YKL003C
707	OG0000707	augustus_masked-HE576752-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.5&CDS=1-1806	YKL005C
708	OG0000708	augustus_masked-HE576752-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.6&CDS=1-291	YKL006C-A
709	OG0000709	augustus_masked-HE576752-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.28&CDS=1-807	YKL007W
710	OG0000710	augustus_masked-HE576752-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.7&CDS=1-1341	YNR050C
711	OG0000711	snap_masked-HE576752-processed-gene-11.83-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-11.83&CDS=1-1731	YNR051C
712	OG0000712	genemark-HE576752-processed-gene-11.129-mRNA-1_1&gene=genemark-HE576752-processed-gene-11.129&CDS=1-1242	YNR052C
713	OG0000713	maker-HE576752-augustus-gene-11.98-mRNA-1_1&gene=maker-HE576752-augustus-gene-11.98&CDS=1-1557	YNR053C
714	OG0000714	augustus_masked-HE576752-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.32&CDS=1-912	YNR054C
715	OG0000715	augustus_masked-HE576752-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.9&CDS=1-1314	YKL106W
716	OG0000716	augustus_masked-HE576752-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.10&CDS=1-1578	YKL103C
717	OG0000717	augustus_masked-HE576752-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.11&CDS=1-2172	YKL104C
718	OG0000718	snap_masked-HE576752-processed-gene-11.67-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-11.67&CDS=1-4284	YKL101W
719	OG0000719	augustus_masked-HE576752-processed-gene-11.33-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.33&CDS=1-765	YKL099C
720	OG0000720	snap_masked-HE576752-processed-gene-11.68-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-11.68&CDS=1-1086	YKL098W
721	OG0000721	augustus_masked-HE576752-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.15&CDS=1-1341	YLR303W
722	OG0000722	augustus_masked-HE576752-processed-gene-11.16-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.16&CDS=1-717	YGR158C
723	OG0000723	genemark-HE576752-processed-gene-11.133-mRNA-1_1&gene=genemark-HE576752-processed-gene-11.133&CDS=1-921	YGL044C
724	OG0000724	augustus_masked-HE576752-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.17&CDS=1-921	YGL043W
725	OG0000725	augustus_masked-HE576752-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.18&CDS=1-432	YGL041W-A
726	OG0000726	augustus_masked-HE576752-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.19&CDS=1-816	YGL050W
727	OG0000727	augustus_masked-HE576752-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.36&CDS=1-1221	YGL048C
728	OG0000728	augustus_masked-HE576752-processed-gene-11.20-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.20&CDS=1-1245	YGR159C
729	OG0000729	augustus_masked-HE576752-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.21&CDS=1-1719	YGL045W
730	OG0000730	snap_masked-HE576752-processed-gene-11.91-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-11.91&CDS=1-1179	YDR249C
731	OG0000731	augustus_masked-HE576752-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.38&CDS=1-2343	YLR304C
732	OG0000732	augustus_masked-HE576752-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.39&CDS=1-5742	YLR305C
733	OG0000733	augustus_masked-HE576752-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.22&CDS=1-579	YLR306W
734	OG0000734	augustus_masked-HE576752-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.23&CDS=1-930	YLR307W
735	OG0000735	snap_masked-HE576752-processed-gene-11.94-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-11.94&CDS=1-2760	YLR309C
736	OG0000736	augustus_masked-HE576752-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.24&CDS=1-1656	YLL018C
737	OG0000737	augustus_masked-HE576752-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-11.25&CDS=1-2289	YLL019C
738	OG0000738	augustus_masked-HE576752-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.110&CDS=1-840	YLL023C
739	OG0000739	augustus_masked-HE576752-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.111&CDS=1-1248	YML062C
740	OG0000740	augustus_masked-HE576752-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.112&CDS=1-675	YML064C
741	OG0000741	augustus_masked-HE576752-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.116&CDS=1-2697	YML065W
742	OG0000742	augustus_masked-HE576752-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.137&CDS=1-1377	YML068W
743	OG0000743	maker-HE576752-augustus-gene-12.49-mRNA-1_1&gene=maker-HE576752-augustus-gene-12.49&CDS=1-3384	YML070W
744	OG0000744	augustus_masked-HE576752-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.118&CDS=1-1371	YML071C
745	OG0000745	genemark-HE576752-processed-gene-12.10-mRNA-1_1&gene=genemark-HE576752-processed-gene-12.10&CDS=1-5004	YML072C
746	OG0000746	augustus_masked-HE576752-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.121&CDS=1-1146	YLR449W
747	OG0000747	augustus_masked-HE576752-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.122&CDS=1-3186	YML075C
748	OG0000748	augustus_masked-HE576752-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.123&CDS=1-2682	YML076C
749	OG0000749	genemark-HE576752-processed-gene-12.29-mRNA-1_1&gene=genemark-HE576752-processed-gene-12.29&CDS=1-477	YML077W
750	OG0000750	augustus_masked-HE576752-processed-gene-12.139-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.139&CDS=1-1269	YJR125C
751	OG0000751	augustus_masked-HE576752-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.140&CDS=1-531	YML078W
752	OG0000752	maker-HE576752-augustus-gene-12.50-mRNA-1_1&gene=maker-HE576752-augustus-gene-12.50&CDS=1-1890	YML080W
753	OG0000753	augustus_masked-HE576752-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.124&CDS=1-198	YML081C-A
754	OG0000754	augustus_masked-HE576752-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.125&CDS=1-825	YHR192W
755	OG0000755	snap_masked-HE576752-processed-gene-12.71-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-12.71&CDS=1-2379	YHR194W
756	OG0000756	snap_masked-HE576752-processed-gene-12.72-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-12.72&CDS=1-2274	YHR197W
757	OG0000757	augustus_masked-HE576752-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.145&CDS=1-978	YHR198C
758	OG0000758	augustus_masked-HE576752-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.127&CDS=1-816	YHR200W
759	OG0000759	augustus_masked-HE576752-processed-gene-12.146-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.146&CDS=1-1077	YJR139C
760	OG0000760	augustus_masked-HE576752-processed-gene-12.147-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.147&CDS=1-1134	YHR201C
761	OG0000761	snap_masked-HE576752-processed-gene-12.74-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-12.74&CDS=1-2580	YHR202W
762	OG0000762	augustus_masked-HE576752-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.130&CDS=1-2394	YHR204W
763	OG0000763	genemark-HE576752-processed-gene-12.21-mRNA-1_1&gene=genemark-HE576752-processed-gene-12.21&CDS=1-2247	YHR205W
764	OG0000764	augustus_masked-HE576752-processed-gene-12.132-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.132&CDS=1-1827	YHR206W
765	OG0000765	augustus_masked-HE576752-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.150&CDS=1-1524	YHR207C
766	OG0000766	augustus_masked-HE576752-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.133&CDS=1-711	YER182W
767	OG0000767	augustus_masked-HE576752-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.135&CDS=1-1230	YGL004C
768	OG0000768	augustus_masked-HE576752-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-12.136&CDS=1-885	YGL005C
769	OG0000769	augustus_masked-HE576752-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.2&CDS=1-3516	YGL006W
770	OG0000770	augustus_masked-HE576752-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.1&CDS=1-2484	YGL014W
771	OG0000771	augustus_masked-HE576752-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.4&CDS=1-1584	YHR048W
772	OG0000772	augustus_masked-HE576752-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.5&CDS=1-2766	YHR050W
773	OG0000773	augustus_masked-HE576752-processed-gene-13.29-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.29&CDS=1-432	YKL160W
774	OG0000774	augustus_masked-HE576752-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.6&CDS=1-1155	YHR052W
775	OG0000775	augustus_masked-HE576752-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.30&CDS=1-1899	YHR032W
776	OG0000776	augustus_masked-HE576752-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.8&CDS=1-978	YHR104W
777	OG0000777	augustus_masked-HE576752-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.9&CDS=1-3621	YHR030C
778	OG0000778	augustus_masked-HE576752-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.10&CDS=1-885	YHR029C
779	OG0000779	augustus_masked-HE576752-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.11&CDS=1-600	YDR304C
780	OG0000780	augustus_masked-HE576752-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.13&CDS=1-3015	YHR027C
781	OG0000781	augustus_masked-HE576752-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.31&CDS=1-636	YHR026W
782	OG0000782	augustus_masked-HE576752-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.32&CDS=1-1074	YHR025W
783	OG0000783	augustus_masked-HE576752-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.14&CDS=1-1401	YHR024C
784	OG0000784	augustus_masked-HE576752-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.33&CDS=1-5628	YHR023W
785	OG0000785	snap_masked-HE576752-processed-gene-13.57-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-13.57&CDS=1-1179	YHR022C
786	OG0000786	augustus_masked-HE576752-processed-gene-13.19-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.19&CDS=1-2493	YLL013C
787	OG0000787	genemark-HE576752-processed-gene-13.132-mRNA-1_1&gene=genemark-HE576752-processed-gene-13.132&CDS=1-324	YLL014W
788	OG0000788	augustus_masked-HE576752-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.20&CDS=1-1152	YGR187C
789	OG0000789	augustus_masked-HE576752-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.35&CDS=1-2241	YGR186W
790	OG0000790	augustus_masked-HE576752-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.21&CDS=1-5937	YGR184C
791	OG0000791	augustus_masked-HE576752-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.36&CDS=1-312	YGR181W
792	OG0000792	augustus_masked-HE576752-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.22&CDS=1-1035	YGR180C
793	OG0000793	snap_masked-HE576752-processed-gene-13.64-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-13.64&CDS=1-1134	YGR179C
794	OG0000794	augustus_masked-HE576752-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.24&CDS=1-2205	YGR178C
795	OG0000795	augustus_masked-HE576752-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.25&CDS=1-1554	YGR177C
796	OG0000796	augustus_masked-HE576752-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.26&CDS=1-1476	YGR175C
797	OG0000797	augustus_masked-HE576752-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.27&CDS=1-462	YGR174C
798	OG0000798	augustus_masked-HE576752-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.28&CDS=1-2295	YGR171C
799	OG0000799	augustus_masked-HE576752-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-13.38&CDS=1-3378	YGR170W
800	OG0000800	snap_masked-HE576752-processed-gene-14.51-mRNA-1_1&gene=snap_masked-HE576752-processed-gene-14.51&CDS=1-270	YGR169C-A
801	OG0000801	maker-HE576752-snap-gene-14.97-mRNA-1_1&gene=maker-HE576752-snap-gene-14.97&CDS=1-1326	YGR169C
802	OG0000802	augustus_masked-HE576752-processed-gene-14.105-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.105&CDS=1-645	YGR167W
803	OG0000803	augustus_masked-HE576752-processed-gene-14.106-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.106&CDS=1-1533	YGR166W
804	OG0000804	augustus_masked-HE576752-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.107&CDS=1-1041	YGR165W
805	OG0000805	augustus_masked-HE576752-processed-gene-14.103-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.103&CDS=1-1878	YJL019W
806	OG0000806	augustus_masked-HE576752-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.104&CDS=1-1617	YJL014W
807	OG0000807	augustus_masked-HE576752-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.126&CDS=1-3015	YGR188C
808	OG0000808	augustus_masked-HE576752-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.108&CDS=1-1104	YGR173W
809	OG0000809	augustus_masked-HE576752-processed-gene-14.109-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.109&CDS=1-1776	YGR191W
810	OG0000810	augustus_masked-HE576752-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.111&CDS=1-906	YJR007W
811	OG0000811	augustus_masked-HE576752-processed-gene-14.129-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.129&CDS=1-1152	YGR193C
812	OG0000812	maker-HE576752-augustus-gene-14.50-mRNA-1_1&gene=maker-HE576752-augustus-gene-14.50&CDS=1-2658	YGR194C
813	OG0000813	augustus_masked-HE576752-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.131&CDS=1-2373	YGR196C
814	OG0000814	augustus_masked-HE576752-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.112&CDS=1-2460	YGR198W
815	OG0000815	augustus_masked-HE576752-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.113&CDS=1-1362	YNL040W
816	OG0000816	augustus_masked-HE576752-processed-gene-14.136-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.136&CDS=1-837	YGR239C
817	OG0000817	augustus_masked-HE576752-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.114&CDS=1-2256	YGR199W
818	OG0000818	augustus_masked-HE576752-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.137&CDS=1-2397	YGR200C
819	OG0000819	augustus_masked-HE576752-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.115&CDS=1-447	YGR203W
820	OG0000820	genemark-HE576752-processed-gene-14.17-mRNA-1_1&gene=genemark-HE576752-processed-gene-14.17&CDS=1-414	YGR206W
821	OG0000821	augustus_masked-HE576752-processed-gene-14.139-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.139&CDS=1-786	YGR207C
822	OG0000822	augustus_masked-HE576752-processed-gene-14.117-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.117&CDS=1-945	YGR208W
823	OG0000823	augustus_masked-HE576752-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.140&CDS=1-309	YLR043C
824	OG0000824	augustus_masked-HE576752-processed-gene-14.141-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.141&CDS=1-1248	YGR210C
825	OG0000825	augustus_masked-HE576752-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.119&CDS=1-1473	YGR211W
826	OG0000826	augustus_masked-HE576752-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.120&CDS=1-1434	YGR212W
827	OG0000827	augustus_masked-HE576752-processed-gene-14.142-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.142&CDS=1-1020	YGR213C
828	OG0000828	augustus_masked-HE576752-processed-gene-14.122-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.122&CDS=1-318	YGR215W
829	OG0000829	genemark-HE576752-processed-gene-14.45-mRNA-1_1&gene=genemark-HE576752-processed-gene-14.45&CDS=1-1830	YGR216C
830	OG0000830	augustus_masked-HE576752-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.123&CDS=1-6021	YGR217W
831	OG0000831	augustus_masked-HE576752-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.124&CDS=1-3252	YGR218W
832	OG0000832	augustus_masked-HE576752-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-14.144&CDS=1-807	YGR220C
833	OG0000833	genemark-HE576752-processed-gene-15.57-mRNA-1_1&gene=genemark-HE576752-processed-gene-15.57&CDS=1-300	YAL046C
834	OG0000834	augustus_masked-HE576752-processed-gene-15.110-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.110&CDS=1-327	YAL044W-A
835	OG0000835	augustus_masked-HE576752-processed-gene-15.114-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.114&CDS=1-528	YAL044C
836	OG0000836	augustus_masked-HE576752-processed-gene-15.115-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.115&CDS=1-2313	YAL043C
837	OG0000837	augustus_masked-HE576752-processed-gene-15.111-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.111&CDS=1-1275	YAL042W
838	OG0000838	augustus_masked-HE576752-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.112&CDS=1-2571	YAL041W
839	OG0000839	augustus_masked-HE576752-processed-gene-15.133-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.133&CDS=1-1617	YAL040C
840	OG0000840	augustus_masked-HE576752-processed-gene-15.134-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.134&CDS=1-831	YAL039C
841	OG0000841	augustus_masked-HE576752-processed-gene-15.116-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.116&CDS=1-1503	YAL038W
842	OG0000842	augustus_masked-HE576752-processed-gene-15.135-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.135&CDS=1-3066	YAL051W
843	OG0000843	augustus_masked-HE576752-processed-gene-15.136-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.136&CDS=1-2364	YAL053W
844	OG0000844	augustus_masked-HE576752-processed-gene-15.118-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.118&CDS=1-2142	YAL054C
845	OG0000845	augustus_masked-HE576752-processed-gene-15.138-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.138&CDS=1-606	YAL059W
846	OG0000846	augustus_masked-HE576752-processed-gene-15.141-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.141&CDS=1-381	YIR001C
847	OG0000847	augustus_masked-HE576752-processed-gene-15.119-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.119&CDS=1-693	YER002W
848	OG0000848	augustus_masked-HE576752-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.142&CDS=1-1287	YER003C
849	OG0000849	augustus_masked-HE576752-processed-gene-15.143-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.143&CDS=1-2976	YMR080C
850	OG0000850	maker-HE576752-snap-gene-15.107-mRNA-1_1&gene=maker-HE576752-snap-gene-15.107&CDS=1-1143	YKL096W
851	OG0000851	augustus_masked-HE576752-processed-gene-15.120-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.120&CDS=1-1737	YKL100C
852	OG0000852	augustus_masked-HE576752-processed-gene-15.121-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.121&CDS=1-1119	YMR083W
853	OG0000853	augustus_masked-HE576752-processed-gene-15.122-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.122&CDS=1-2607	YMR086W
854	OG0000854	augustus_masked-HE576752-processed-gene-15.123-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.123&CDS=1-852	YMR087W
855	OG0000855	augustus_masked-HE576752-processed-gene-15.147-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.147&CDS=1-1704	YMR088C
856	OG0000856	augustus_masked-HE576752-processed-gene-15.148-mRNA-1_1&gene=augustus_masked-HE576752-processed-gene-15.148&CDS=1-2373	YMR089C
