	OrthologID	Komagataella_pastoris	Saccharomyces_cerevisiae
522	OG0000522	snap_masked-chromosome_1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-1.36&CDS=1-693	YLR132C
523	OG0000523	genemark-chromosome_1-processed-gene-2.54-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-2.54&CDS=1-6198	YLR305C
524	OG0000524	snap_masked-chromosome_1-processed-gene-2.3-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.3&CDS=1-2709	YLL026W
525	OG0000525	snap_masked-chromosome_1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.32&CDS=1-435	YNL185C
526	OG0000526	augustus_masked-chromosome_1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-2.150&CDS=1-3336	YNL186W
527	OG0000527	snap_masked-chromosome_1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.7&CDS=1-1440	YNL182C
528	OG0000528	snap_masked-chromosome_1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.8&CDS=1-642	YDL213C
529	OG0000529	snap_masked-chromosome_1-processed-gene-2.11-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.11&CDS=1-729	YNL178W
530	OG0000530	augustus_masked-chromosome_1-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-2.131&CDS=1-930	YDL212W
531	OG0000531	snap_masked-chromosome_1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.37&CDS=1-864	YNL177C
532	OG0000532	snap_masked-chromosome_1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.39&CDS=1-1155	YNL175C
533	OG0000533	snap_masked-chromosome_1-processed-gene-2.15-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.15&CDS=1-1509	YKL035W
534	OG0000534	snap_masked-chromosome_1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.40&CDS=1-867	YOR287C
535	OG0000535	genemark-chromosome_1-processed-gene-2.65-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-2.65&CDS=1-375	YMR225C
536	OG0000536	snap_masked-chromosome_1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.41&CDS=1-894	YOR288C
537	OG0000537	snap_masked-chromosome_1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.19&CDS=1-1434	YFR044C
538	OG0000538	augustus_masked-chromosome_1-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-2.138&CDS=1-858	YGL224C
539	OG0000539	snap_masked-chromosome_1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.44&CDS=1-573	YFR042W
540	OG0000540	snap_masked-chromosome_1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.21&CDS=1-897	YFR041C
541	OG0000541	snap_masked-chromosome_1-processed-gene-2.46-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.46&CDS=1-954	YNL315C
542	OG0000542	snap_masked-chromosome_1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.26&CDS=1-366	YER112W
543	OG0000543	snap_masked-chromosome_1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.47&CDS=1-8670	YBL088C
544	OG0000544	snap_masked-chromosome_1-processed-gene-2.27-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.27&CDS=1-579	YER116C
545	OG0000545	snap_masked-chromosome_1-processed-gene-2.29-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.29&CDS=1-2823	YER114C
546	OG0000546	snap_masked-chromosome_1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.49&CDS=1-2079	YBL084C
547	OG0000547	maker-chromosome_1-augustus-gene-2.121-mRNA-1_1&gene=maker-chromosome_1-augustus-gene-2.121&CDS=1-819	YER118C
548	OG0000548	snap_masked-chromosome_1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.51&CDS=1-3186	YJR041C
549	OG0000549	snap_masked-chromosome_1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-2.52&CDS=1-1593	YGL186C
550	OG0000550	snap_masked-chromosome_1-processed-gene-3.121-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.121&CDS=1-1623	YPL184C
551	OG0000551	snap_masked-chromosome_1-processed-gene-3.123-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.123&CDS=1-864	YDL052C
552	OG0000552	snap_masked-chromosome_1-processed-gene-3.119-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.119&CDS=1-507	YOL149W
553	OG0000553	maker-chromosome_1-snap-gene-3.55-mRNA-1_1&gene=maker-chromosome_1-snap-gene-3.55&CDS=1-231	YDR379C-A
554	OG0000554	snap_masked-chromosome_1-processed-gene-3.125-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.125&CDS=1-1797	YPL222W
555	OG0000555	snap_masked-chromosome_1-processed-gene-3.151-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.151&CDS=1-396	YIL004C
556	OG0000556	snap_masked-chromosome_1-processed-gene-3.126-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.126&CDS=1-798	YIL003W
557	OG0000557	snap_masked-chromosome_1-processed-gene-3.127-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.127&CDS=1-1053	YEL004W
558	OG0000558	snap_masked-chromosome_1-processed-gene-3.128-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.128&CDS=1-1053	YMR010W
559	OG0000559	augustus_masked-chromosome_1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-3.9&CDS=1-7512	YNL242W
560	OG0000560	snap_masked-chromosome_1-processed-gene-3.133-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.133&CDS=1-483	YPL037C
561	OG0000561	snap_masked-chromosome_1-processed-gene-3.158-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.158&CDS=1-1062	YMR214W
562	OG0000562	snap_masked-chromosome_1-processed-gene-3.134-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.134&CDS=1-1341	YMR211W
563	OG0000563	snap_masked-chromosome_1-processed-gene-3.159-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.159&CDS=1-507	YOR252W
564	OG0000564	snap_masked-chromosome_1-processed-gene-3.160-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.160&CDS=1-2193	YMR212C
565	OG0000565	snap_masked-chromosome_1-processed-gene-3.161-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.161&CDS=1-4353	YJR138W
566	OG0000566	snap_masked-chromosome_1-processed-gene-3.137-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.137&CDS=1-1920	YMR213W
567	OG0000567	snap_masked-chromosome_1-processed-gene-3.162-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.162&CDS=1-4164	YDR301W
568	OG0000568	augustus_masked-chromosome_1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-3.17&CDS=1-2319	YOR275C
569	OG0000569	snap_masked-chromosome_1-processed-gene-3.163-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.163&CDS=1-1344	YOR274W
570	OG0000570	snap_masked-chromosome_1-processed-gene-3.138-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.138&CDS=1-981	YOR271C
571	OG0000571	snap_masked-chromosome_1-processed-gene-3.164-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.164&CDS=1-1239	YMR208W
572	OG0000572	snap_masked-chromosome_1-processed-gene-3.139-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.139&CDS=1-1350	YOR272W
573	OG0000573	snap_masked-chromosome_1-processed-gene-3.165-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.165&CDS=1-1212	YMR209C
574	OG0000574	snap_masked-chromosome_1-processed-gene-3.166-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.166&CDS=1-1578	YMR217W
575	OG0000575	snap_masked-chromosome_1-processed-gene-3.141-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.141&CDS=1-936	YKL019W
576	OG0000576	snap_masked-chromosome_1-processed-gene-3.142-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.142&CDS=1-981	YIR026C
577	OG0000577	snap_masked-chromosome_1-processed-gene-3.168-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.168&CDS=1-1236	YPL172C
578	OG0000578	snap_masked-chromosome_1-processed-gene-3.169-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.169&CDS=1-1005	YOR261C
579	OG0000579	genemark-chromosome_1-processed-gene-3.85-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-3.85&CDS=1-239	YOR265W
580	OG0000580	snap_masked-chromosome_1-processed-gene-3.170-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.170&CDS=1-1146	YOR262W
581	OG0000581	snap_masked-chromosome_1-processed-gene-3.143-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.143&CDS=1-1806	YFL023W
582	OG0000582	snap_masked-chromosome_1-processed-gene-3.146-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.146&CDS=1-426	YDL177C
583	OG0000583	snap_masked-chromosome_1-processed-gene-3.147-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.147&CDS=1-1233	YNL040W
584	OG0000584	augustus_masked-chromosome_1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-3.52&CDS=1-1062	YDR267C
585	OG0000585	snap_masked-chromosome_1-processed-gene-3.148-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-3.148&CDS=1-1482	YOR037W
586	OG0000586	augustus_masked-chromosome_1-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-3.28&CDS=1-810	YOR036W
587	OG0000587	maker-chromosome_1-augustus-gene-4.1-mRNA-1_1&gene=maker-chromosome_1-augustus-gene-4.1&CDS=1-2574	YHR068W
588	OG0000588	snap_masked-chromosome_1-processed-gene-4.129-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.129&CDS=1-801	YBR185C
589	OG0000589	augustus_masked-chromosome_1-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.36&CDS=1-1488	YOR070C
590	OG0000590	snap_masked-chromosome_1-processed-gene-4.131-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.131&CDS=1-942	YKR080W
591	OG0000591	snap_masked-chromosome_1-processed-gene-4.159-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.159&CDS=1-3165	YDR159W
592	OG0000592	snap_masked-chromosome_1-processed-gene-4.132-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.132&CDS=1-3579	YDR128W
593	OG0000593	snap_masked-chromosome_1-processed-gene-4.161-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.161&CDS=1-855	YGR280C
594	OG0000594	snap_masked-chromosome_1-processed-gene-4.162-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.162&CDS=1-1044	YGR279C
595	OG0000595	snap_masked-chromosome_1-processed-gene-4.163-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.163&CDS=1-894	YDR233C
596	OG0000596	genemark-chromosome_1-processed-gene-4.77-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-4.77&CDS=1-3849	YLR113W
597	OG0000597	augustus_masked-chromosome_1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.17&CDS=1-1257	YPL070W
598	OG0000598	snap_masked-chromosome_1-processed-gene-4.139-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.139&CDS=1-1038	YOL065C
599	OG0000599	snap_masked-chromosome_1-processed-gene-4.167-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.167&CDS=1-567	YCL001W
600	OG0000600	snap_masked-chromosome_1-processed-gene-4.140-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.140&CDS=1-3351	YMR308C
601	OG0000601	snap_masked-chromosome_1-processed-gene-4.168-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.168&CDS=1-1473	YCL004W
602	OG0000602	snap_masked-chromosome_1-processed-gene-4.141-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.141&CDS=1-1641	YOL066C
603	OG0000603	snap_masked-chromosome_1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.142&CDS=1-732	YDL045C
604	OG0000604	snap_masked-chromosome_1-processed-gene-4.169-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.169&CDS=1-654	YDL043C
605	OG0000605	snap_masked-chromosome_1-processed-gene-4.170-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.170&CDS=1-1290	YOL069W
606	OG0000606	snap_masked-chromosome_1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.143&CDS=1-594	YBR228W
607	OG0000607	maker-chromosome_1-snap-gene-4.63-mRNA-1_1&gene=maker-chromosome_1-snap-gene-4.63&CDS=1-1479	YPR033C
608	OG0000608	snap_masked-chromosome_1-processed-gene-4.173-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.173&CDS=1-744	YDL087C
609	OG0000609	snap_masked-chromosome_1-processed-gene-4.145-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.145&CDS=1-573	YMR150C
610	OG0000610	augustus_masked-chromosome_1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.24&CDS=1-750	YMR149W
611	OG0000611	genemark-chromosome_1-processed-gene-4.114-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-4.114&CDS=1-1122	YHR002W
612	OG0000612	snap_masked-chromosome_1-processed-gene-4.148-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.148&CDS=1-1212	YGL038C
613	OG0000613	snap_masked-chromosome_1-processed-gene-4.174-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.174&CDS=1-1071	YNL217W
614	OG0000614	snap_masked-chromosome_1-processed-gene-4.175-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.175&CDS=1-2109	YDL234C
615	OG0000615	snap_masked-chromosome_1-processed-gene-4.176-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.176&CDS=1-642	YDR071C
616	OG0000616	snap_masked-chromosome_1-processed-gene-4.150-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.150&CDS=1-237	YER146W
617	OG0000617	genemark-chromosome_1-processed-gene-4.118-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-4.118&CDS=1-885	YER142C
618	OG0000618	snap_masked-chromosome_1-processed-gene-4.151-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.151&CDS=1-1188	YER143W
619	OG0000619	snap_masked-chromosome_1-processed-gene-4.178-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.178&CDS=1-561	YDR067C
620	OG0000620	augustus_masked-chromosome_1-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.30&CDS=1-966	YDR068W
621	OG0000621	augustus_masked-chromosome_1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.31&CDS=1-2355	YLR139C
622	OG0000622	augustus_masked-chromosome_1-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-4.33&CDS=1-1026	YDR153C
623	OG0000623	snap_masked-chromosome_1-processed-gene-4.180-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.180&CDS=1-705	YDR152W
624	OG0000624	snap_masked-chromosome_1-processed-gene-4.156-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.156&CDS=1-1182	YDR161W
625	OG0000625	snap_masked-chromosome_1-processed-gene-4.181-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-4.181&CDS=1-471	YDR162C
626	OG0000626	snap_masked-chromosome_1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.3&CDS=1-1419	YLR142W
627	OG0000627	augustus_masked-chromosome_1-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-5.100&CDS=1-2550	YFL001W
628	OG0000628	snap_masked-chromosome_1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.1&CDS=1-1842	YFL002C
629	OG0000629	snap_masked-chromosome_1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.6&CDS=1-1161	YGR012W
630	OG0000630	snap_masked-chromosome_1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.8&CDS=1-2571	YGR014W
631	OG0000631	augustus_masked-chromosome_1-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-5.121&CDS=1-612	YLL033W
632	OG0000632	snap_masked-chromosome_1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.30&CDS=1-1029	YMR146C
633	OG0000633	snap_masked-chromosome_1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.11&CDS=1-3381	YAR042W
634	OG0000634	snap_masked-chromosome_1-processed-gene-5.32-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.32&CDS=1-1440	YBR272C
635	OG0000635	snap_masked-chromosome_1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.12&CDS=1-1230	YJL049W
636	OG0000636	snap_masked-chromosome_1-processed-gene-5.13-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.13&CDS=1-2688	YGL008C
637	OG0000637	snap_masked-chromosome_1-processed-gene-5.15-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.15&CDS=1-780	YPR183W
638	OG0000638	snap_masked-chromosome_1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.35&CDS=1-2811	YLR409C
639	OG0000639	snap_masked-chromosome_1-processed-gene-5.18-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.18&CDS=1-3198	YLR410W
640	OG0000640	snap_masked-chromosome_1-processed-gene-5.36-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.36&CDS=1-1275	YKL181W
641	OG0000641	snap_masked-chromosome_1-processed-gene-5.19-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.19&CDS=1-699	YLR412W
642	OG0000642	snap_masked-chromosome_1-processed-gene-5.37-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.37&CDS=1-6207	YKL182W
643	OG0000643	snap_masked-chromosome_1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.20&CDS=1-4428	YML059C
644	OG0000644	snap_masked-chromosome_1-processed-gene-5.38-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.38&CDS=1-1854	YIL031W
645	OG0000645	snap_masked-chromosome_1-processed-gene-5.21-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.21&CDS=1-1581	YML130C
646	OG0000646	snap_masked-chromosome_1-processed-gene-5.39-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.39&CDS=1-417	YML098W
647	OG0000647	snap_masked-chromosome_1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.40&CDS=1-252	YLR438C-A
648	OG0000648	genemark-chromosome_1-processed-gene-5.69-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-5.69&CDS=1-2352	YLR277C
649	OG0000649	snap_masked-chromosome_1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.43&CDS=1-1584	YML069W
650	OG0000650	maker-chromosome_1-snap-gene-5.94-mRNA-1_1&gene=maker-chromosome_1-snap-gene-5.94&CDS=1-1308	YDL084W
651	OG0000651	genemark-chromosome_1-processed-gene-5.88-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-5.88&CDS=1-3408	YLR085C
652	OG0000652	snap_masked-chromosome_1-processed-gene-5.45-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.45&CDS=1-720	YDR088C
653	OG0000653	snap_masked-chromosome_1-processed-gene-5.25-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.25&CDS=1-1101	YDR087C
654	OG0000654	snap_masked-chromosome_1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.26&CDS=1-192	YDR086C
655	OG0000655	snap_masked-chromosome_1-processed-gene-5.46-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-5.46&CDS=1-3060	YER162C
656	OG0000656	snap_masked-chromosome_1-processed-gene-6.1-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.1&CDS=1-912	YDR411C
657	OG0000657	snap_masked-chromosome_1-processed-gene-6.3-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.3&CDS=1-711	YER163C
658	OG0000658	maker-chromosome_1-augustus-gene-6.166-mRNA-1_1&gene=maker-chromosome_1-augustus-gene-6.166&CDS=1-2853	YCR068W
659	OG0000659	snap_masked-chromosome_1-processed-gene-6.34-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.34&CDS=1-1362	YJL054W
660	OG0000660	snap_masked-chromosome_1-processed-gene-6.35-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.35&CDS=1-1224	YDR165W
661	OG0000661	augustus_masked-chromosome_1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-6.121&CDS=1-1164	YHL020C
662	OG0000662	maker-chromosome_1-snap-gene-6.113-mRNA-1_1&gene=maker-chromosome_1-snap-gene-6.113&CDS=1-675	YKL041W
663	OG0000663	snap_masked-chromosome_1-processed-gene-6.37-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.37&CDS=1-1764	YFR051C
664	OG0000664	snap_masked-chromosome_1-processed-gene-6.8-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.8&CDS=1-1593	YHR064C
665	OG0000665	augustus_masked-chromosome_1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-6.123&CDS=1-2094	YOR080W
666	OG0000666	genemark-chromosome_1-processed-gene-6.92-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-6.92&CDS=1-1737	YKR099W
667	OG0000667	augustus_masked-chromosome_1-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-6.148&CDS=1-999	YMR281W
668	OG0000668	augustus_masked-chromosome_1-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-chromosome_1-processed-gene-6.149&CDS=1-3675	YAL001C
669	OG0000669	snap_masked-chromosome_1-processed-gene-6.43-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.43&CDS=1-855	YNL075W
670	OG0000670	genemark-chromosome_1-processed-gene-6.69-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-6.69&CDS=1-2253	YNL071W
671	OG0000671	genemark-chromosome_1-processed-gene-6.70-mRNA-1_1&gene=genemark-chromosome_1-processed-gene-6.70&CDS=1-1803	YLL019C
672	OG0000672	snap_masked-chromosome_1-processed-gene-6.19-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.19&CDS=1-1158	YGL048C
673	OG0000673	snap_masked-chromosome_1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.47&CDS=1-1500	YER006W
674	OG0000674	snap_masked-chromosome_1-processed-gene-6.22-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.22&CDS=1-1026	YPR086W
675	OG0000675	maker-chromosome_1-augustus-gene-6.165-mRNA-1_1&gene=maker-chromosome_1-augustus-gene-6.165&CDS=1-2352	YMR290C
676	OG0000676	snap_masked-chromosome_1-processed-gene-6.49-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.49&CDS=1-2046	YER005W
677	OG0000677	snap_masked-chromosome_1-processed-gene-6.25-mRNA-1_1&gene=snap_masked-chromosome_1-processed-gene-6.25&CDS=1-540	YER007C-A
