	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
442	OG0000442	YNL087W, YOR086C	genemark-KI547135.1-processed-gene-8.2-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.2&CDS=1-3555
443	OG0000443	YNL096C, YOR096W	genemark-KI547147.1-processed-gene-2.47-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.47&CDS=1-564
444	OG0000444	YNL101W	genemark-KI547135.1-processed-gene-5.59-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.59&CDS=1-2004, genemark-KI547141.1-processed-gene-1.44-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-1.44&CDS=1-1950
445	OG0000445	YNL104C	augustus_masked-KI547150.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-KI547150.1-processed-gene-2.118&CDS=1-1881, genemark-KI547134.1-processed-gene-12.180-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.180&CDS=1-1785
446	OG0000446	YNL106C, YOR109W	genemark-KI547149.1-processed-gene-0.122-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.122&CDS=1-3324
447	OG0000447	YNL108C, YOR110W	genemark-KI547149.1-processed-gene-0.108-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.108&CDS=1-1407
448	OG0000448	YNL192W	genemark-KI547142.1-processed-gene-3.58-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.58&CDS=1-2973, genemark-KI547147.1-processed-gene-1.63-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.63&CDS=1-3129
449	OG0000449	YNL202W	genemark-KI547134.1-processed-gene-9.109-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.109&CDS=1-867, genemark-KI547145.1-processed-gene-2.76-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.76&CDS=1-870
450	OG0000450	YNL283C, YOL105C	genemark-KI547138.1-processed-gene-4.83-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.83&CDS=1-1107
451	OG0000451	YNL299W, YOL115W	augustus_masked-KI547139.1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-6.49&CDS=1-8466
452	OG0000452	YNL301C, YOL120C	maker-KI547158.1-snap-gene-0.98-mRNA-1_1&gene=maker-KI547158.1-snap-gene-0.98&CDS=1-2658
453	OG0000453	YNL322C	genemark-KI547137.1-processed-gene-5.34-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-5.34&CDS=1-384, genemark-KI547142.1-processed-gene-0.91-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-0.91&CDS=1-369
454	OG0000454	YNR018W	genemark-KI547135.1-processed-gene-12.205-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.205&CDS=1-669, genemark-KI547154.1-processed-gene-0.233-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.233&CDS=1-603
455	OG0000455	YOL065C	augustus_masked-KI547143.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-0.48&CDS=1-2532, genemark-KI547143.1-processed-gene-1.60-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.60&CDS=1-1302
456	OG0000456	YOL080C	genemark-KI547135.1-processed-gene-3.74-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-3.74&CDS=1-792, genemark-KI547145.1-processed-gene-2.81-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.81&CDS=1-507
457	OG0000457	YOR035C	genemark-KI547140.1-processed-gene-5.37-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.37&CDS=1-2325, maker-KI547134.1-snap-gene-10.133-mRNA-1_1&gene=maker-KI547134.1-snap-gene-10.133&CDS=1-561
458	OG0000458	YOR084W	genemark-KI547153.1-processed-gene-0.258-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.258&CDS=1-1179, maker-KI547137.1-augustus-gene-3.137-mRNA-1_1&gene=maker-KI547137.1-augustus-gene-3.137&CDS=1-2136
459	OG0000459	YOR087W	genemark-KI547155.1-processed-gene-0.196-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.196&CDS=1-762, snap_masked-KI547155.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-KI547155.1-processed-gene-0.65&CDS=1-828
460	OG0000460	YOR165W	genemark-KI547142.1-processed-gene-4.148-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.148&CDS=1-2112, maker-KI547135.1-augustus-gene-0.48-mRNA-1_1&gene=maker-KI547135.1-augustus-gene-0.48&CDS=1-4596
461	OG0000461	YOR197W	genemark-KI547141.1-processed-gene-0.36-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.36&CDS=1-1350, genemark-KI547145.1-processed-gene-2.75-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.75&CDS=1-1320
462	OG0000462	YOR217W	maker-KI547136.1-augustus-gene-7.0-mRNA-1_1&gene=maker-KI547136.1-augustus-gene-7.0&CDS=1-3885, maker-KI547159.1-augustus-gene-0.101-mRNA-1_1&gene=maker-KI547159.1-augustus-gene-0.101&CDS=1-2334
463	OG0000463	YOR226C, YPL135W	genemark-KI547151.1-processed-gene-0.51-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.51&CDS=1-606
464	OG0000464	YOR227W, YPL137C	genemark-KI547151.1-processed-gene-0.70-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.70&CDS=1-3723
465	OG0000465	YOR231W, YPL140C	genemark-KI547136.1-processed-gene-7.98-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.98&CDS=1-1374
466	OG0000466	YOR234C, YPL143W	augustus_masked-KI547136.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-7.17&CDS=1-321
467	OG0000467	YOR237W, YPL145C	augustus_masked-KI547136.1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-7.16&CDS=1-1311
468	OG0000468	YOR256C, YPL176C	genemark-KI547145.1-processed-gene-3.119-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.119&CDS=1-2367
469	OG0000469	YOR285W, YOR286W	genemark-KI547148.1-processed-gene-3.111-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-3.111&CDS=1-558
470	OG0000470	YOR348C	genemark-KI547135.1-processed-gene-0.66-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-0.66&CDS=1-1524, maker-KI547135.1-augustus-gene-0.46-mRNA-1_1&gene=maker-KI547135.1-augustus-gene-0.46&CDS=1-3015
471	OG0000471	YOR388C	genemark-KI547138.1-processed-gene-0.19-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.19&CDS=1-1134, genemark-KI547149.1-processed-gene-2.170-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.170&CDS=1-1134
472	OG0000472	YOR390W, YPL279C	augustus_masked-KI547154.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-KI547154.1-processed-gene-0.136&CDS=1-1221
473	OG0000473	YPL088W	genemark-KI547134.1-processed-gene-5.53-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.53&CDS=1-669, genemark-KI547134.1-processed-gene-5.55-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.55&CDS=1-678
474	OG0000474	YPL092W	genemark-KI547155.1-processed-gene-0.195-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.195&CDS=1-1236, maker-KI547142.1-augustus-gene-2.139-mRNA-1_1&gene=maker-KI547142.1-augustus-gene-2.139&CDS=1-3600
475	OG0000475	YPL262W	genemark-KI547137.1-processed-gene-6.86-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.86&CDS=1-1386, genemark-KI547140.1-processed-gene-0.61-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-0.61&CDS=1-1467
476	OG0000476	YPR003C	genemark-KI547134.1-processed-gene-3.85-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-3.85&CDS=1-2274, genemark-KI547135.1-processed-gene-0.53-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-0.53&CDS=1-2397
477	OG0000477	YPR127W	genemark-KI547142.1-processed-gene-3.56-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.56&CDS=1-1038, genemark-KI547144.1-processed-gene-2.70-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.70&CDS=1-1029
478	OG0000478	YPR153W	maker-KI547140.1-augustus-gene-5.165-mRNA-1_1&gene=maker-KI547140.1-augustus-gene-5.165&CDS=1-4080, snap_masked-KI547139.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-KI547139.1-processed-gene-0.64&CDS=1-288
479	OG0000479	YPR169W-A, YPR170W-B	genemark-KI547135.1-processed-gene-9.62-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.62&CDS=1-1095
480	OG0000480		genemark-KI547137.1-processed-gene-4.49-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.49&CDS=1-1098, genemark-KI547149.1-processed-gene-1.76-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-1.76&CDS=1-1074, genemark-KI547161.1-processed-gene-0.6-mRNA-1_1&gene=genemark-KI547161.1-processed-gene-0.6&CDS=1-1080
481	OG0000481	YAL002W	genemark-KI547147.1-processed-gene-1.64-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.64&CDS=1-4332
482	OG0000482	YAL008W	genemark-KI547135.1-processed-gene-8.28-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.28&CDS=1-567
483	OG0000483	YAL009W	genemark-KI547136.1-processed-gene-7.135-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.135&CDS=1-1404
484	OG0000484	YAL010C	augustus_masked-KI547136.1-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-6.14&CDS=1-2232
485	OG0000485	YAL011W	genemark-KI547136.1-processed-gene-6.87-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.87&CDS=1-2727
486	OG0000486	YAL012W	genemark-KI547142.1-processed-gene-4.115-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.115&CDS=1-1194
487	OG0000487	YAL013W	genemark-KI547136.1-processed-gene-7.103-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.103&CDS=1-1773
488	OG0000488	YAL014C	genemark-KI547137.1-processed-gene-4.43-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.43&CDS=1-777
489	OG0000489	YAL016W	genemark-KI547140.1-processed-gene-2.48-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.48&CDS=1-1884
490	OG0000490	YAL019W	genemark-KI547142.1-processed-gene-4.152-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.152&CDS=1-3999
491	OG0000491	YAL020C	genemark-KI547142.1-processed-gene-4.113-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.113&CDS=1-1026
492	OG0000492	YAL023C	augustus_masked-KI547140.1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-2.110&CDS=1-2283
493	OG0000493	YAL024C	genemark-KI547136.1-processed-gene-1.74-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-1.74&CDS=1-4347
494	OG0000494	YAL025C	genemark-KI547136.1-processed-gene-1.87-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-1.87&CDS=1-903
495	OG0000495	YAL026C	augustus_masked-KI547140.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-1.118&CDS=1-10803
496	OG0000496	YAL032C	genemark-KI547138.1-processed-gene-4.67-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-4.67&CDS=1-792
497	OG0000497	YAL033W	augustus_masked-KI547141.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-3.22&CDS=1-429
498	OG0000498	YAL034W-A	genemark-KI547150.1-processed-gene-2.10-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.10&CDS=1-975
499	OG0000499	YAL035W	genemark-KI547135.1-processed-gene-10.62-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.62&CDS=1-3075
500	OG0000500	YAL036C	genemark-KI547135.1-processed-gene-10.84-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.84&CDS=1-1104
501	OG0000501	YAL038W	genemark-KI547136.1-processed-gene-3.53-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.53&CDS=1-1512
502	OG0000502	YAL039C	genemark-KI547143.1-processed-gene-1.71-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.71&CDS=1-783
503	OG0000503	YAL041W	genemark-KI547143.1-processed-gene-1.74-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.74&CDS=1-2406
504	OG0000504	YAL042W	genemark-KI547143.1-processed-gene-1.55-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.55&CDS=1-1230
505	OG0000505	YAL043C	genemark-KI547154.1-processed-gene-0.245-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.245&CDS=1-2112
506	OG0000506	YAL044C	genemark-KI547135.1-processed-gene-1.73-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.73&CDS=1-558
507	OG0000507	YAL044W-A	genemark-KI547135.1-processed-gene-2.21-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.21&CDS=1-330
508	OG0000508	YAL048C	augustus_masked-KI547134.1-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.104&CDS=1-2568
509	OG0000509	YAL051W, YOR363C	
510	OG0000510	YAL053W	snap_masked-KI547148.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-KI547148.1-processed-gene-0.32&CDS=1-2286
511	OG0000511	YAL054C	genemark-KI547150.1-processed-gene-1.92-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.92&CDS=1-2028
512	OG0000512	YAL059W	maker-KI547144.1-augustus-gene-4.111-mRNA-1_1&gene=maker-KI547144.1-augustus-gene-4.111&CDS=1-528
513	OG0000513	YAL061W	genemark-KI547153.1-processed-gene-0.215-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.215&CDS=1-1155
514	OG0000514	YAL067C	genemark-KI547149.1-processed-gene-0.120-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.120&CDS=1-1713
515	OG0000515	YAR002W	genemark-KI547139.1-processed-gene-0.42-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.42&CDS=1-1374
516	OG0000516	YAR003W	genemark-KI547147.1-processed-gene-1.47-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.47&CDS=1-1293
517	OG0000517	YAR007C	genemark-KI547156.1-processed-gene-0.224-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.224&CDS=1-1869
518	OG0000518	YAR008W	genemark-KI547136.1-processed-gene-6.92-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.92&CDS=1-792
519	OG0000519	YAR015W	augustus_masked-KI547144.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-KI547144.1-processed-gene-0.1&CDS=1-924
520	OG0000520	YAR042W	augustus_masked-KI547135.1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-9.123&CDS=1-3780
521	OG0000521	YBL001C	genemark-KI547140.1-processed-gene-2.67-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.67&CDS=1-321
522	OG0000522	YBL004W	augustus_masked-KI547158.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-KI547158.1-processed-gene-0.34&CDS=1-7275
523	OG0000523	YBL007C	genemark-KI547136.1-processed-gene-4.8-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-4.8&CDS=1-3576
524	OG0000524	YBL008W	genemark-KI547156.1-processed-gene-0.221-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.221&CDS=1-2763
525	OG0000525	YBL011W	genemark-KI547147.1-processed-gene-1.45-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.45&CDS=1-2226
526	OG0000526	YBL013W	genemark-KI547139.1-processed-gene-1.52-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-1.52&CDS=1-1026
527	OG0000527	YBL015W	genemark-KI547157.1-processed-gene-0.85-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.85&CDS=1-1572
528	OG0000528	YBL018C	maker-KI547135.1-augustus-gene-3.4-mRNA-1_1&gene=maker-KI547135.1-augustus-gene-3.4&CDS=1-375
529	OG0000529	YBL019W	genemark-KI547134.1-processed-gene-0.89-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.89&CDS=1-1338
530	OG0000530	YBL020W	genemark-KI547137.1-processed-gene-6.102-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.102&CDS=1-1635
531	OG0000531	YBL021C	genemark-KI547137.1-processed-gene-6.78-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.78&CDS=1-867
532	OG0000532	YBL022C	augustus_masked-KI547137.1-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.24&CDS=1-3210
533	OG0000533	YBL023C	maker-KI547137.1-augustus-gene-5.127-mRNA-1_1&gene=maker-KI547137.1-augustus-gene-5.127&CDS=1-3498
534	OG0000534	YBL024W	genemark-KI547137.1-processed-gene-6.79-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.79&CDS=1-2079
535	OG0000535	YBL025W	genemark-KI547137.1-processed-gene-6.104-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.104&CDS=1-549
536	OG0000536	YBL026W	genemark-KI547137.1-processed-gene-6.77-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.77&CDS=1-288
537	OG0000537	YBL028C	genemark-KI547141.1-processed-gene-5.91-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.91&CDS=1-309
538	OG0000538	YBL029W	genemark-KI547135.1-processed-gene-2.20-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.20&CDS=1-2346
539	OG0000539	YBL032W	genemark-KI547160.1-processed-gene-0.60-mRNA-1_1&gene=genemark-KI547160.1-processed-gene-0.60&CDS=1-1200
540	OG0000540	YBL033C	genemark-KI547137.1-processed-gene-4.34-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.34&CDS=1-1032
541	OG0000541	YBL034C	augustus_masked-KI547134.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-1.112&CDS=1-3708
542	OG0000542	YBL035C	snap_masked-KI547134.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-KI547134.1-processed-gene-1.31&CDS=1-1950
543	OG0000543	YBL036C	genemark-KI547134.1-processed-gene-1.90-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-1.90&CDS=1-738
544	OG0000544	YBL037W	augustus_masked-KI547134.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-1.106&CDS=1-2916
545	OG0000545	YBL038W	genemark-AYLH01000370.1-processed-gene-0.17-mRNA-1_1&gene=genemark-AYLH01000370.1-processed-gene-0.17&CDS=1-669
546	OG0000546	YBL039C	genemark-KI547146.1-processed-gene-2.91-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-2.91&CDS=1-1719
547	OG0000547	YBL040C	genemark-KI547139.1-processed-gene-4.59-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.59&CDS=1-636
548	OG0000548	YBL041W	genemark-KI547139.1-processed-gene-4.62-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.62&CDS=1-720
549	OG0000549	YBL045C	genemark-KI547146.1-processed-gene-0.81-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-0.81&CDS=1-1329
550	OG0000550	YBL047C	augustus_masked-KI547135.1-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-6.48&CDS=1-3792
551	OG0000551	YBL049W	genemark-KI547139.1-processed-gene-3.119-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.119&CDS=1-855
552	OG0000552	YBL050W	genemark-KI547137.1-processed-gene-1.74-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.74&CDS=1-879
553	OG0000553	YBL051C	genemark-KI547137.1-processed-gene-1.62-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.62&CDS=1-2106
554	OG0000554	YBL055C	genemark-KI547137.1-processed-gene-1.80-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.80&CDS=1-1164
555	OG0000555	YBL057C	genemark-KI547137.1-processed-gene-1.67-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.67&CDS=1-594
556	OG0000556	YBL059C-A	genemark-KI547149.1-processed-gene-2.167-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.167&CDS=1-303
557	OG0000557	YBL060W	snap_masked-KI547149.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-KI547149.1-processed-gene-2.25&CDS=1-2748
558	OG0000558	YBL061C	genemark-KI547140.1-processed-gene-4.70-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-4.70&CDS=1-1953
559	OG0000559	YBL066C	augustus_masked-KI547137.1-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-2.65&CDS=1-3036
560	OG0000560	YBL071W-A	augustus_masked-KI547136.1-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-6.16&CDS=1-219
561	OG0000561	YBL076C	genemark-KI547138.1-processed-gene-5.150-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.150&CDS=1-3255
562	OG0000562	YBL078C	augustus_masked-KI547139.1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-6.56&CDS=1-405
563	OG0000563	YBL079W	genemark-KI547139.1-processed-gene-6.35-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.35&CDS=1-4311
564	OG0000564	YBL080C	genemark-KI547139.1-processed-gene-6.8-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.8&CDS=1-1515
565	OG0000565	YBL082C	genemark-KI547138.1-processed-gene-5.139-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.139&CDS=1-1398
566	OG0000566	YBL086C	genemark-KI547151.1-processed-gene-0.58-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.58&CDS=1-1254
567	OG0000567	YBL088C	genemark-KI547135.1-processed-gene-7.104-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.104&CDS=1-12456
568	OG0000568	YBL091C	genemark-KI547138.1-processed-gene-5.113-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.113&CDS=1-1293
569	OG0000569	YBL092W	augustus_masked-KI547138.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-KI547138.1-processed-gene-3.68&CDS=1-411
570	OG0000570	YBL095W	genemark-KI547136.1-processed-gene-5.90-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.90&CDS=1-672
571	OG0000571	YBL097W	genemark-KI547144.1-processed-gene-2.56-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.56&CDS=1-2061
572	OG0000572	YBL098W	genemark-KI547147.1-processed-gene-3.28-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-3.28&CDS=1-1467
573	OG0000573	YBL099W	genemark-KI547134.1-processed-gene-5.58-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.58&CDS=1-1635
574	OG0000574	YBL102W	genemark-KI547135.1-processed-gene-12.183-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.183&CDS=1-651
575	OG0000575	YBL103C	genemark-KI547135.1-processed-gene-12.220-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.220&CDS=1-1686
576	OG0000576	YBL104C	augustus_masked-KI547141.1-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-5.55&CDS=1-5085
577	OG0000577	YBL107C	genemark-KI547143.1-processed-gene-4.63-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.63&CDS=1-501
578	OG0000578	YBR003W	maker-KI547152.1-augustus-gene-0.2-mRNA-1_1&gene=maker-KI547152.1-augustus-gene-0.2&CDS=1-2085
579	OG0000579	YBR006W	augustus_masked-KI547141.1-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-5.64&CDS=1-1479
580	OG0000580	YBR007C	genemark-KI547135.1-processed-gene-12.232-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.232&CDS=1-1395
581	OG0000581	YBR016W	genemark-KI547157.1-processed-gene-0.74-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.74&CDS=1-336
582	OG0000582	YBR017C	augustus_masked-KI547136.1-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-5.126&CDS=1-4881
583	OG0000583	YBR018C	genemark-KI547134.1-processed-gene-9.138-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.138&CDS=1-1149
584	OG0000584	YBR019C	genemark-KI547134.1-processed-gene-9.140-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.140&CDS=1-2055
585	OG0000585	YBR023C	augustus_masked-KI547135.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-4.24&CDS=1-3621
586	OG0000586	YBR028C	augustus_masked-KI547135.1-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-12.112&CDS=1-1707
587	OG0000587	YBR029C	genemark-KI547143.1-processed-gene-4.33-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.33&CDS=1-1290
588	OG0000588	YBR034C	genemark-KI547134.1-processed-gene-11.71-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.71&CDS=1-1017
589	OG0000589	YBR035C	augustus_masked-KI547137.1-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.58&CDS=1-819
590	OG0000590	YBR037C	genemark-KI547142.1-processed-gene-2.87-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-2.87&CDS=1-903
591	OG0000591	YBR038W	genemark-KI547149.1-processed-gene-0.90-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.90&CDS=1-3000
