	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034604_Sporopachydermia_lactativora
856	OG0000856	YDL160C	genemark-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.20&CDS=1-1395
857	OG0000857	YDL164C	snap_masked-NODE_43_length_109197_cov_37.4356_ID_85-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_43_length_109197_cov_37.4356_ID_85-processed-gene-0.15&CDS=1-2355
858	OG0000858	YDL165W	snap_masked-NODE_143_length_34432_cov_39.2361_ID_285-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_143_length_34432_cov_39.2361_ID_285-processed-gene-0.39&CDS=1-846
859	OG0000859	YDL166C	snap_masked-NODE_143_length_34432_cov_39.2361_ID_285-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_143_length_34432_cov_39.2361_ID_285-processed-gene-0.32&CDS=1-621
860	OG0000860	YDL167C	maker-NODE_143_length_34432_cov_39.2361_ID_285-snap-gene-0.27-mRNA-1_1&gene=maker-NODE_143_length_34432_cov_39.2361_ID_285-snap-gene-0.27&CDS=1-2628
861	OG0000861	YDL168W	snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.30&CDS=1-1137
862	OG0000862	YDL171C	snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_16_length_167979_cov_34.2736_ID_31-processed-gene-0.185&CDS=1-6399
863	OG0000863	YDL177C	maker-NODE_51_length_97364_cov_29.7309_ID_101-snap-gene-0.50-mRNA-1_1&gene=maker-NODE_51_length_97364_cov_29.7309_ID_101-snap-gene-0.50&CDS=1-594
864	OG0000864	YDL178W	snap_masked-NODE_51_length_97364_cov_29.7309_ID_101-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_51_length_97364_cov_29.7309_ID_101-processed-gene-0.19&CDS=1-1593
865	OG0000865	YDL183C	maker-NODE_37_length_120084_cov_30.4625_ID_73-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_37_length_120084_cov_30.4625_ID_73-snap-gene-0.83&CDS=1-894
866	OG0000866	YDL185W	genemark-NODE_195_length_18468_cov_31.3756_ID_389-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_195_length_18468_cov_31.3756_ID_389-processed-gene-0.8&CDS=1-1875
867	OG0000867	YDL189W	snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.49&CDS=1-1113
868	OG0000868	YDL190C	snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.39&CDS=1-3339
869	OG0000869	YDL193W	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-0.11&CDS=1-1122
870	OG0000870	YDL195W	snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.147&CDS=1-3855
871	OG0000871	YDL198C	snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.211-mRNA-1_1&gene=snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.211&CDS=1-903
872	OG0000872	YDL201W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.44&CDS=1-864
873	OG0000873	YDL202W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.45&CDS=1-774
874	OG0000874	YDL205C	snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.131&CDS=1-996
875	OG0000875	YDL207W	snap_masked-NODE_18_length_157026_cov_29.9254_ID_35-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_18_length_157026_cov_29.9254_ID_35-processed-gene-0.6&CDS=1-1596
876	OG0000876	YDL208W	snap_masked-NODE_18_length_157026_cov_29.9254_ID_35-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_18_length_157026_cov_29.9254_ID_35-processed-gene-0.3&CDS=1-534
877	OG0000877	YDL209C	maker-NODE_35_length_121438_cov_32.3242_ID_69-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_35_length_121438_cov_32.3242_ID_69-snap-gene-0.8&CDS=1-1266
878	OG0000878	YDL212W	snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.12&CDS=1-636
879	OG0000879	YDL213C	snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_26_length_132509_cov_28.938_ID_51-processed-gene-0.8&CDS=1-771
880	OG0000880	YDL215C	snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.134&CDS=1-3258
881	OG0000881	YDL216C	maker-NODE_107_length_50259_cov_29.4794_ID_213-snap-gene-0.22-mRNA-1_1&gene=maker-NODE_107_length_50259_cov_29.4794_ID_213-snap-gene-0.22&CDS=1-1428
882	OG0000882	YDL217C	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.37&CDS=1-570
883	OG0000883	YDL219W	maker-NODE_7_length_250496_cov_31.8261_ID_13-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_7_length_250496_cov_31.8261_ID_13-snap-gene-1.147&CDS=1-468
884	OG0000884	YDL226C	maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.99&CDS=1-1146
885	OG0000885	YDL230W	snap_masked-NODE_188_length_20578_cov_48.0357_ID_375-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_188_length_20578_cov_48.0357_ID_375-processed-gene-0.4&CDS=1-1707
886	OG0000886	YDL233W	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.10&CDS=1-2175
887	OG0000887	YDL234C	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.26&CDS=1-2154
888	OG0000888	YDL235C	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.25&CDS=1-483
889	OG0000889	YDL236W	maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-0.73&CDS=1-909
890	OG0000890	YDL237W	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.51&CDS=1-1023
891	OG0000891	YDL238C	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-0.13&CDS=1-1401
892	OG0000892	YDL240W	maker-NODE_42_length_111293_cov_33.17_ID_83-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_42_length_111293_cov_33.17_ID_83-snap-gene-0.40&CDS=1-3795
893	OG0000893	YDR001C	snap_masked-NODE_38_length_117957_cov_41.9387_ID_75-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_38_length_117957_cov_41.9387_ID_75-processed-gene-0.12&CDS=1-2259
894	OG0000894	YDR002W	maker-NODE_38_length_117957_cov_41.9387_ID_75-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_38_length_117957_cov_41.9387_ID_75-augustus-gene-0.5&CDS=1-729
895	OG0000895	YDR004W	snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_33_length_121838_cov_31.088_ID_65-processed-gene-0.24&CDS=1-1650
896	OG0000896	YDR005C	maker-NODE_182_length_22395_cov_28.0685_ID_363-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_182_length_22395_cov_28.0685_ID_363-augustus-gene-0.0&CDS=1-1302
897	OG0000897	YDR006C	snap_masked-NODE_191_length_19755_cov_32.7252_ID_381-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_191_length_19755_cov_32.7252_ID_381-processed-gene-0.4&CDS=1-1956
898	OG0000898	YDR007W	snap_masked-NODE_139_length_35822_cov_26.4652_ID_277-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_139_length_35822_cov_26.4652_ID_277-processed-gene-0.11&CDS=1-753
899	OG0000899	YDR013W	augustus_masked-NODE_96_length_59356_cov_27.8972_ID_191-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_96_length_59356_cov_27.8972_ID_191-processed-gene-0.47&CDS=1-501
900	OG0000900	YDR016C	maker-NODE_168_length_26329_cov_27.7288_ID_335-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_168_length_26329_cov_27.7288_ID_335-snap-gene-0.12&CDS=1-258
901	OG0000901	YDR017C	maker-NODE_219_length_12595_cov_28.5792_ID_437-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_219_length_12595_cov_28.5792_ID_437-snap-gene-0.0&CDS=1-2301
902	OG0000902	YDR019C	snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.40&CDS=1-1257
903	OG0000903	YDR020C	maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.94&CDS=1-738
904	OG0000904	YDR021W	snap_masked-NODE_52_length_95940_cov_32.2308_ID_103-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_52_length_95940_cov_32.2308_ID_103-processed-gene-0.10&CDS=1-1191
905	OG0000905	YDR023W	maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_52_length_95940_cov_32.2308_ID_103-snap-gene-0.93&CDS=1-1380
906	OG0000906	YDR026C	snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.35&CDS=1-2265
907	OG0000907	YDR027C	snap_masked-NODE_173_length_25128_cov_26.8708_ID_345-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_173_length_25128_cov_26.8708_ID_345-processed-gene-0.30&CDS=1-3264
908	OG0000908	YDR030C	snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.24&CDS=1-999
909	OG0000909	YDR031W	maker-NODE_168_length_26329_cov_27.7288_ID_335-snap-gene-0.13-mRNA-1_1&gene=maker-NODE_168_length_26329_cov_27.7288_ID_335-snap-gene-0.13&CDS=1-375
910	OG0000910	YDR032C	snap_masked-NODE_168_length_26329_cov_27.7288_ID_335-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_168_length_26329_cov_27.7288_ID_335-processed-gene-0.35&CDS=1-606
911	OG0000911	YDR034C	maker-NODE_158_length_29422_cov_28.4714_ID_315-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_158_length_29422_cov_28.4714_ID_315-snap-gene-0.0&CDS=1-3027
912	OG0000912	YDR035W	snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.18&CDS=1-1104
913	OG0000913	YDR036C	maker-NODE_22_length_148056_cov_28.3308_ID_43-snap-gene-0.112-mRNA-1_1&gene=maker-NODE_22_length_148056_cov_28.3308_ID_43-snap-gene-0.112&CDS=1-1473
914	OG0000914	YDR037W	snap_masked-NODE_221_length_12035_cov_29.8329_ID_441-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_221_length_12035_cov_29.8329_ID_441-processed-gene-0.10&CDS=1-1815
915	OG0000915	YDR041W	snap_masked-NODE_131_length_39675_cov_31.7286_ID_261-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_131_length_39675_cov_31.7286_ID_261-processed-gene-0.28&CDS=1-864
916	OG0000916	YDR044W	snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.50&CDS=1-960
917	OG0000917	YDR045C	snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_137_length_36324_cov_44.8562_ID_273-processed-gene-0.40&CDS=1-336
918	OG0000918	YDR047W	maker-NODE_2_length_287206_cov_30.0926_ID_3-snap-gene-0.62-mRNA-1_1&gene=maker-NODE_2_length_287206_cov_30.0926_ID_3-snap-gene-0.62&CDS=1-1083
919	OG0000919	YDR049W	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.83&CDS=1-2076
920	OG0000920	YDR050C	snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_22_length_148056_cov_28.3308_ID_43-processed-gene-0.48&CDS=1-714
921	OG0000921	YDR051C	snap_masked-NODE_221_length_12035_cov_29.8329_ID_441-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_221_length_12035_cov_29.8329_ID_441-processed-gene-0.11&CDS=1-825
922	OG0000922	YDR052C	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.226-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.226&CDS=1-1605
923	OG0000923	YDR054C	snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.225-mRNA-1_1&gene=snap_masked-NODE_1_length_289408_cov_29.0569_ID_1-processed-gene-1.225&CDS=1-753
924	OG0000924	YDR058C	maker-NODE_8_length_245876_cov_35.5678_ID_15-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_8_length_245876_cov_35.5678_ID_15-snap-gene-0.7&CDS=1-1116
925	OG0000925	YDR059C	maker-NODE_71_length_76807_cov_47.2703_ID_141-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_71_length_76807_cov_47.2703_ID_141-snap-gene-0.85&CDS=1-441
926	OG0000926	YDR060W	snap_masked-NODE_98_length_58255_cov_29.0698_ID_195-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_98_length_58255_cov_29.0698_ID_195-processed-gene-0.68&CDS=1-3510
927	OG0000927	YDR061W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.35&CDS=1-1566
928	OG0000928	YDR062W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.34&CDS=1-1743
929	OG0000929	YDR063W	maker-NODE_16_length_167979_cov_34.2736_ID_31-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_16_length_167979_cov_34.2736_ID_31-snap-gene-0.6&CDS=1-381
930	OG0000930	YDR064W	maker-NODE_16_length_167979_cov_34.2736_ID_31-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_16_length_167979_cov_34.2736_ID_31-snap-gene-0.7&CDS=1-453
931	OG0000931	YDR067C	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.32&CDS=1-636
932	OG0000932	YDR068W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.33&CDS=1-1263
933	OG0000933	YDR071C	genemark-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.91&CDS=1-594
934	OG0000934	YDR072C	genemark-NODE_43_length_109197_cov_37.4356_ID_85-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_43_length_109197_cov_37.4356_ID_85-processed-gene-0.74&CDS=1-1296
935	OG0000935	YDR074W	maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_24_length_144559_cov_30.1636_ID_47-snap-gene-0.111&CDS=1-2682
936	OG0000936	YDR075W	maker-NODE_9_length_242264_cov_31.2854_ID_17-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_9_length_242264_cov_31.2854_ID_17-snap-gene-1.54&CDS=1-918
937	OG0000937	YDR076W	snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_23_length_146493_cov_30.2187_ID_45-processed-gene-0.44&CDS=1-1275
938	OG0000938	YDR079C-A	maker-NODE_101_length_53674_cov_46.6581_ID_201-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_101_length_53674_cov_46.6581_ID_201-augustus-gene-0.38&CDS=1-219
939	OG0000939	YDR079W	genemark-NODE_180_length_23599_cov_28.5782_ID_359-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_180_length_23599_cov_28.5782_ID_359-processed-gene-0.8&CDS=1-345
940	OG0000940	YDR080W	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.253-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.253&CDS=1-3033
941	OG0000941	YDR081C	maker-NODE_180_length_23599_cov_28.5782_ID_359-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_180_length_23599_cov_28.5782_ID_359-snap-gene-0.6&CDS=1-2358
942	OG0000942	YDR083W	maker-NODE_101_length_53674_cov_46.6581_ID_201-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_101_length_53674_cov_46.6581_ID_201-snap-gene-0.19&CDS=1-1254
943	OG0000943	YDR084C	maker-NODE_86_length_65555_cov_30.5468_ID_171-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_86_length_65555_cov_30.5468_ID_171-augustus-gene-0.23&CDS=1-690
944	OG0000944	YDR086C	maker-NODE_129_length_40429_cov_36.7934_ID_257-snap-gene-0.34-mRNA-1_1&gene=maker-NODE_129_length_40429_cov_36.7934_ID_257-snap-gene-0.34&CDS=1-201
945	OG0000945	YDR087C	snap_masked-NODE_129_length_40429_cov_36.7934_ID_257-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_129_length_40429_cov_36.7934_ID_257-processed-gene-0.43&CDS=1-813
946	OG0000946	YDR090C	snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_53_length_94997_cov_31.9757_ID_105-processed-gene-0.127&CDS=1-942
947	OG0000947	YDR091C	snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.189-mRNA-1_1&gene=snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.189&CDS=1-1818
948	OG0000948	YDR092W	genemark-NODE_194_length_18575_cov_31.9586_ID_387-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_194_length_18575_cov_31.9586_ID_387-processed-gene-0.22&CDS=1-462
949	OG0000949	YDR097C	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.44&CDS=1-3699
950	OG0000950	YDR100W	maker-NODE_1_length_289408_cov_29.0569_ID_1-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_1_length_289408_cov_29.0569_ID_1-augustus-gene-1.1&CDS=1-396
951	OG0000951	YDR101C	snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.160&CDS=1-1782
952	OG0000952	YDR104C	maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.110-mRNA-1_1&gene=maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.110&CDS=1-4284
953	OG0000953	YDR105C	snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.46&CDS=1-1410
954	OG0000954	YDR108W	snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_81_length_69128_cov_39.7343_ID_161-processed-gene-0.47&CDS=1-2019
955	OG0000955	YDR109C	snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.131&CDS=1-1686
956	OG0000956	YDR111C	snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_46_length_103203_cov_34.1206_ID_91-processed-gene-0.2&CDS=1-1452
957	OG0000957	YDR115W	snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.224&CDS=1-390
958	OG0000958	YDR116C	snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.223&CDS=1-900
959	OG0000959	YDR117C	maker-NODE_15_length_173774_cov_29.5314_ID_29-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_15_length_173774_cov_29.5314_ID_29-snap-gene-0.6&CDS=1-1797
960	OG0000960	YDR118W	snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.220-mRNA-1_1&gene=snap_masked-NODE_15_length_173774_cov_29.5314_ID_29-processed-gene-0.220&CDS=1-1542
961	OG0000961	YDR120C	snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.154-mRNA-1_1&gene=snap_masked-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.154&CDS=1-1617
962	OG0000962	YDR121W	genemark-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_20_length_152376_cov_30.1479_ID_39-processed-gene-0.5&CDS=1-675
963	OG0000963	YDR126W	augustus_masked-NODE_68_length_78988_cov_28.2451_ID_135-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_68_length_78988_cov_28.2451_ID_135-processed-gene-0.35&CDS=1-834
964	OG0000964	YDR127W	snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_12_length_215069_cov_32.3968_ID_23-processed-gene-1.108&CDS=1-4737
965	OG0000965	YDR128W	snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.3&CDS=1-3753
966	OG0000966	YDR129C	snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.17&CDS=1-1857
967	OG0000967	YDR135C	maker-NODE_36_length_120409_cov_28.4148_ID_71-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_36_length_120409_cov_28.4148_ID_71-snap-gene-0.63&CDS=1-8925
968	OG0000968	YDR137W	snap_masked-NODE_105_length_52711_cov_30.8596_ID_209-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_105_length_52711_cov_30.8596_ID_209-processed-gene-0.57&CDS=1-2352
969	OG0000969	YDR139C	maker-NODE_8_length_245876_cov_35.5678_ID_15-snap-gene-1.150-mRNA-1_1&gene=maker-NODE_8_length_245876_cov_35.5678_ID_15-snap-gene-1.150&CDS=1-231
970	OG0000970	YDR140W	snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.48&CDS=1-681
971	OG0000971	YDR141C	snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_8_length_245876_cov_35.5678_ID_15-processed-gene-1.20&CDS=1-5682
972	OG0000972	YDR142C	maker-NODE_19_length_153673_cov_30.6289_ID_37-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_19_length_153673_cov_30.6289_ID_37-snap-gene-0.104&CDS=1-1158
973	OG0000973	YDR143C	snap_masked-NODE_154_length_29852_cov_34.772_ID_307-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_154_length_29852_cov_34.772_ID_307-processed-gene-0.36&CDS=1-2400
974	OG0000974	YDR145W	maker-NODE_14_length_184108_cov_30.7701_ID_27-snap-gene-0.81-mRNA-1_1&gene=maker-NODE_14_length_184108_cov_30.7701_ID_27-snap-gene-0.81&CDS=1-1911
975	OG0000975	YDR148C	snap_masked-NODE_140_length_35484_cov_42.868_ID_279-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_140_length_35484_cov_42.868_ID_279-processed-gene-0.0&CDS=1-1671
976	OG0000976	YDR150W	snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_34_length_121550_cov_28.5488_ID_67-processed-gene-0.23&CDS=1-7944
