	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035671_Phaffomyces_antillensis
1054	OG0001054	YDR216W	genemark-flattened_line_68-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.17&CDS=1-3237
1055	OG0001055	YDR217C	augustus_masked-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.139&CDS=1-3327
1056	OG0001056	YDR219C	augustus_masked-flattened_line_68-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.142&CDS=1-1077
1057	OG0001057	YDR221W	snap_masked-flattened_line_68-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.74&CDS=1-1722
1058	OG0001058	YDR226W	snap_masked-flattened_line_34-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.73&CDS=1-750
1059	OG0001059	YDR228C	maker-flattened_line_34-snap-gene-0.139-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.139&CDS=1-1614
1060	OG0001060	YDR229W	snap_masked-flattened_line_34-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.71&CDS=1-1359
1061	OG0001061	YDR231C	genemark-flattened_line_34-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.95&CDS=1-1530
1062	OG0001062	YDR232W	snap_masked-flattened_line_18-processed-gene-1.252-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.252&CDS=1-1665
1063	OG0001063	YDR233C	snap_masked-flattened_line_18-processed-gene-1.206-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.206&CDS=1-963
1064	OG0001064	YDR234W	snap_masked-flattened_line_0-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.55&CDS=1-2046
1065	OG0001065	YDR235W	snap_masked-flattened_line_155-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.4&CDS=1-1542
1066	OG0001066	YDR237W	snap_masked-flattened_line_0-processed-gene-4.54-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.54&CDS=1-885
1067	OG0001067	YDR238C	snap_masked-flattened_line_0-processed-gene-4.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.15&CDS=1-2826
1068	OG0001068	YDR243C	snap_masked-flattened_line_72-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.32&CDS=1-1746
1069	OG0001069	YDR244W	maker-flattened_line_72-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.89&CDS=1-1734
1070	OG0001070	YDR246W	snap_masked-flattened_line_18-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.19&CDS=1-345
1071	OG0001071	YDR248C	snap_masked-flattened_line_54-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.40&CDS=1-522
1072	OG0001072	YDR254W	snap_masked-flattened_line_26-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.164&CDS=1-1329
1073	OG0001073	YDR256C	snap_masked-flattened_line_20-processed-gene-1.297-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.297&CDS=1-1530
1074	OG0001074	YDR257C	snap_masked-flattened_line_6-processed-gene-3.141-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.141&CDS=1-1437
1075	OG0001075	YDR258C	snap_masked-flattened_line_74-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.122&CDS=1-2397
1076	OG0001076	YDR262W	snap_masked-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.125&CDS=1-954
1077	OG0001077	YDR264C	snap_masked-flattened_line_20-processed-gene-1.226-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.226&CDS=1-2127
1078	OG0001078	YDR265W	genemark-flattened_line_92-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.42&CDS=1-1017
1079	OG0001079	YDR266C	snap_masked-flattened_line_92-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.90&CDS=1-1860
1080	OG0001080	YDR267C	genemark-flattened_line_20-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.162&CDS=1-864
1081	OG0001081	YDR268W	snap_masked-flattened_line_2-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.71&CDS=1-1116
1082	OG0001082	YDR270W	genemark-flattened_line_16-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.125&CDS=1-3300
1083	OG0001083	YDR276C	genemark-flattened_line_80-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.89&CDS=1-168
1084	OG0001084	YDR279W	genemark-flattened_line_180-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.10&CDS=1-939
1085	OG0001085	YDR280W	genemark-flattened_line_180-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.9&CDS=1-909
1086	OG0001086	YDR282C	snap_masked-flattened_line_50-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.115&CDS=1-963
1087	OG0001087	YDR283C	snap_masked-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.76&CDS=1-5049
1088	OG0001088	YDR284C	snap_masked-flattened_line_0-processed-gene-4.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.77&CDS=1-915
1089	OG0001089	YDR286C	genemark-flattened_line_16-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.42&CDS=1-462
1090	OG0001090	YDR287W	snap_masked-flattened_line_0-processed-gene-4.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.84&CDS=1-849
1091	OG0001091	YDR288W	maker-flattened_line_0-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.2&CDS=1-861
1092	OG0001092	YDR291W	augustus_masked-flattened_line_0-processed-gene-4.237-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.237&CDS=1-4674
1093	OG0001093	YDR292C	snap_masked-flattened_line_8-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.44&CDS=1-1653
1094	OG0001094	YDR293C	snap_masked-flattened_line_56-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.69&CDS=1-3648
1095	OG0001095	YDR294C	snap_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.94&CDS=1-1683
1096	OG0001096	YDR296W	snap_masked-flattened_line_80-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.43&CDS=1-645
1097	OG0001097	YDR297W	genemark-flattened_line_80-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.83&CDS=1-990
1098	OG0001098	YDR298C	snap_masked-flattened_line_10-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.61&CDS=1-618
1099	OG0001099	YDR299W	augustus_masked-flattened_line_8-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.106&CDS=1-2667
1100	OG0001100	YDR300C	snap_masked-flattened_line_8-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.52&CDS=1-1311
1101	OG0001101	YDR301W	genemark-flattened_line_22-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.121&CDS=1-3798
1102	OG0001102	YDR305C	maker-flattened_line_82-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.7&CDS=1-567
1103	OG0001103	YDR308C	snap_masked-flattened_line_6-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.47&CDS=1-321
1104	OG0001104	YDR311W	genemark-flattened_line_2-processed-gene-3.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.0&CDS=1-1818
1105	OG0001105	YDR313C	snap_masked-flattened_line_2-processed-gene-4.80-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.80&CDS=1-765
1106	OG0001106	YDR315C	augustus_masked-flattened_line_0-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.39&CDS=1-789
1107	OG0001107	YDR316W	snap_masked-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.30&CDS=1-1404
1108	OG0001108	YDR318W	maker-flattened_line_8-snap-gene-1.137-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.137&CDS=1-993
1109	OG0001109	YDR319C	snap_masked-flattened_line_8-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.29&CDS=1-960
1110	OG0001110	YDR320C	genemark-flattened_line_2-processed-gene-3.5-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.5&CDS=1-2475
1111	OG0001111	YDR320C-A	maker-flattened_line_2-snap-gene-3.104-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.104&CDS=1-237
1112	OG0001112	YDR322C-A	augustus_masked-flattened_line_8-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.83&CDS=1-291
1113	OG0001113	YDR323C	snap_masked-flattened_line_8-processed-gene-2.165-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.165&CDS=1-1842
1114	OG0001114	YDR324C	snap_masked-flattened_line_6-processed-gene-3.151-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.151&CDS=1-2325
1115	OG0001115	YDR325W	snap_masked-flattened_line_6-processed-gene-3.132-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.132&CDS=1-2784
1116	OG0001116	YDR328C	snap_masked-flattened_line_76-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.76&CDS=1-495
1117	OG0001117	YDR329C	augustus_masked-flattened_line_76-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.33&CDS=1-1149
1118	OG0001118	YDR330W	snap_masked-flattened_line_76-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.55&CDS=1-1404
1119	OG0001119	YDR331W	snap_masked-flattened_line_76-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.60&CDS=1-1119
1120	OG0001120	YDR332W	genemark-flattened_line_76-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.122&CDS=1-1851
1121	OG0001121	YDR334W	maker-flattened_line_32-snap-gene-0.114-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.114&CDS=1-4557
1122	OG0001122	YDR335W	snap_masked-flattened_line_0-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.107&CDS=1-3597
1123	OG0001123	YDR336W	genemark-flattened_line_8-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.74&CDS=1-969
1124	OG0001124	YDR337W	snap_masked-flattened_line_8-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.30&CDS=1-882
1125	OG0001125	YDR338C	maker-flattened_line_0-augustus-gene-2.138-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.138&CDS=1-3033
1126	OG0001126	YDR339C	maker-flattened_line_92-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.1&CDS=1-564
1127	OG0001127	YDR341C	snap_masked-flattened_line_92-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.80&CDS=1-1815
1128	OG0001128	YDR346C	snap_masked-flattened_line_20-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.266&CDS=1-1146
1129	OG0001129	YDR347W	snap_masked-flattened_line_6-processed-gene-3.156-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.156&CDS=1-1038
1130	OG0001130	YDR349C	snap_masked-flattened_line_16-processed-gene-2.173-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.173&CDS=1-1380
1131	OG0001131	YDR352W	genemark-flattened_line_0-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.51&CDS=1-792
1132	OG0001132	YDR353W	snap_masked-flattened_line_46-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.158&CDS=1-957
1133	OG0001133	YDR354W	snap_masked-flattened_line_46-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.157&CDS=1-1077
1134	OG0001134	YDR357C	snap_masked-flattened_line_46-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.115&CDS=1-501
1135	OG0001135	YDR359C	maker-flattened_line_46-snap-gene-0.176-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.176&CDS=1-3444
1136	OG0001136	YDR361C	snap_masked-flattened_line_46-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.112&CDS=1-756
1137	OG0001137	YDR362C	snap_masked-flattened_line_20-processed-gene-1.317-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.317&CDS=1-1803
1138	OG0001138	YDR363W	snap_masked-flattened_line_20-processed-gene-1.315-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.315&CDS=1-1515
1139	OG0001139	YDR363W-A	snap_masked-flattened_line_0-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.122&CDS=1-228
1140	OG0001140	YDR364C	snap_masked-flattened_line_46-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.150&CDS=1-1422
1141	OG0001141	YDR365C	snap_masked-flattened_line_20-processed-gene-1.268-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.268&CDS=1-1944
1142	OG0001142	YDR367W	snap_masked-flattened_line_20-processed-gene-1.318-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.318&CDS=1-519
1143	OG0001143	YDR369C	augustus_masked-flattened_line_18-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.65&CDS=1-2304
1144	OG0001144	YDR371W	snap_masked-flattened_line_76-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.66&CDS=1-1110
1145	OG0001145	YDR372C	snap_masked-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.46&CDS=1-1002
1146	OG0001146	YDR373W	snap_masked-flattened_line_151-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.22&CDS=1-570
1147	OG0001147	YDR375C	snap_masked-flattened_line_76-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.65&CDS=1-1383
1148	OG0001148	YDR376W	snap_masked-flattened_line_114-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.34&CDS=1-1533
1149	OG0001149	YDR377W	maker-flattened_line_114-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_114-augustus-gene-0.83&CDS=1-468
1150	OG0001150	YDR379C-A	snap_masked-flattened_line_114-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.50&CDS=1-237
1151	OG0001151	YDR381C-A	maker-flattened_line_114-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.88&CDS=1-312
1152	OG0001152	YDR381W	maker-flattened_line_114-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.89&CDS=1-648
1153	OG0001153	YDR388W	augustus_masked-flattened_line_50-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.188&CDS=1-2784
1154	OG0001154	YDR390C	snap_masked-flattened_line_50-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.88&CDS=1-1776
1155	OG0001155	YDR392W	genemark-flattened_line_46-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.15&CDS=1-987
1156	OG0001156	YDR393W	genemark-flattened_line_46-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.57&CDS=1-1383
1157	OG0001157	YDR394W	snap_masked-flattened_line_46-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.140&CDS=1-1251
1158	OG0001158	YDR395W	snap_masked-flattened_line_46-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.139&CDS=1-2820
1159	OG0001159	YDR397C	snap_masked-flattened_line_46-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.97&CDS=1-471
1160	OG0001160	YDR398W	genemark-flattened_line_46-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.53&CDS=1-2031
1161	OG0001161	YDR399W	snap_masked-flattened_line_46-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.137&CDS=1-642
1162	OG0001162	YDR400W	genemark-flattened_line_46-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.51&CDS=1-996
1163	OG0001163	YDR402C	snap_masked-flattened_line_126-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.17&CDS=1-1458
1164	OG0001164	YDR403W	snap_masked-flattened_line_46-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.134&CDS=1-1566
1165	OG0001165	YDR404C	snap_masked-flattened_line_46-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.94&CDS=1-513
1166	OG0001166	YDR405W	snap_masked-flattened_line_46-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.132&CDS=1-759
1167	OG0001167	YDR407C	snap_masked-flattened_line_16-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.86&CDS=1-3510
1168	OG0001168	YDR408C	snap_masked-flattened_line_16-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.87&CDS=1-717
1169	OG0001169	YDR410C	snap_masked-flattened_line_76-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.61&CDS=1-780
1170	OG0001170	YDR412W	maker-flattened_line_76-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.127&CDS=1-660
1171	OG0001171	YDR414C	snap_masked-flattened_line_76-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.52&CDS=1-1065
1172	OG0001172	YDR415C	snap_masked-flattened_line_10-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.59&CDS=1-1077
1173	OG0001173	YDR416W	snap_masked-flattened_line_10-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.80&CDS=1-2280
1174	OG0001174	YDR419W	snap_masked-flattened_line_76-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.70&CDS=1-2088
1175	OG0001175	YDR421W	snap_masked-flattened_line_16-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.163&CDS=1-2823
1176	OG0001176	YDR424C	augustus_masked-flattened_line_36-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.133&CDS=1-261
1177	OG0001177	YDR425W	genemark-flattened_line_36-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.19&CDS=1-1578
1178	OG0001178	YDR427W	snap_masked-flattened_line_36-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.62&CDS=1-1152
1179	OG0001179	YDR428C	snap_masked-flattened_line_36-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.88&CDS=1-675
1180	OG0001180	YDR429C	snap_masked-flattened_line_36-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.61&CDS=1-840
1181	OG0001181	YDR430C	snap_masked-flattened_line_8-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.27&CDS=1-2985
1182	OG0001182	YDR432W	maker-flattened_line_8-snap-gene-1.136-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.136&CDS=1-783
1183	OG0001183	YDR434W	genemark-flattened_line_94-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.62&CDS=1-1503
1184	OG0001184	YDR435C	snap_masked-flattened_line_94-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.73&CDS=1-1032
1185	OG0001185	YDR440W	snap_masked-flattened_line_94-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.88&CDS=1-1719
1186	OG0001186	YDR443C	augustus_masked-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.110&CDS=1-3867
1187	OG0001187	YDR444W	snap_masked-flattened_line_8-processed-gene-1.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.41&CDS=1-2199
1188	OG0001188	YDR446W	augustus_masked-flattened_line_2-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.108&CDS=1-627
1189	OG0001189	YDR448W	snap_masked-flattened_line_2-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.29&CDS=1-1305
1190	OG0001190	YDR449C	snap_masked-flattened_line_2-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.6&CDS=1-1260
1191	OG0001191	YDR452W	snap_masked-flattened_line_2-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.4&CDS=1-2094
1192	OG0001192	YDR454C	snap_masked-flattened_line_82-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.148&CDS=1-555
1193	OG0001193	YDR456W	snap_masked-flattened_line_82-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.120&CDS=1-1884
