	OrthologID	Lachancea_dasiensis	Saccharomyces_cerevisiae
722	OG0000722	augustus_masked-LADA0B-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.6&CDS=1-1302	YOR117W
723	OG0000723	genemark-LADA0B-processed-gene-3.136-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.136&CDS=1-1416	YDR364C
724	OG0000724	genemark-LADA0B-processed-gene-3.137-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.137&CDS=1-1917	YDR365C
725	OG0000725	genemark-LADA0B-processed-gene-3.117-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.117&CDS=1-1659	YOR118W
726	OG0000726	genemark-LADA0B-processed-gene-3.138-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.138&CDS=1-1437	YOR119C
727	OG0000727	augustus_masked-LADA0B-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.8&CDS=1-648	YDR367W
728	OG0000728	augustus_masked-LADA0B-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.28&CDS=1-2430	YDR369C
729	OG0000729	augustus_masked-LADA0B-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.30&CDS=1-1146	YDR370C
730	OG0000730	maker-LADA0B-augustus-gene-3.52-mRNA-1_1&gene=maker-LADA0B-augustus-gene-3.52&CDS=1-378	YOR122C
731	OG0000731	genemark-LADA0B-processed-gene-3.143-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.143&CDS=1-1284	YOR123C
732	OG0000732	genemark-LADA0B-processed-gene-3.120-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.120&CDS=1-1650	YDR371W
733	OG0000733	genemark-LADA0B-processed-gene-3.144-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.144&CDS=1-1008	YDR372C
734	OG0000734	genemark-LADA0B-processed-gene-3.145-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.145&CDS=1-3699	YOR124C
735	OG0000735	genemark-LADA0B-processed-gene-3.121-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.121&CDS=1-570	YDR373W
736	OG0000736	maker-LADA0B-augustus-gene-3.53-mRNA-1_1&gene=maker-LADA0B-augustus-gene-3.53&CDS=1-1530	YOR125C
737	OG0000737	genemark-LADA0B-processed-gene-3.148-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.148&CDS=1-1350	YDR375C
738	OG0000738	genemark-LADA0B-processed-gene-3.122-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.122&CDS=1-1488	YDR376W
739	OG0000739	genemark-LADA0B-processed-gene-3.123-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.123&CDS=1-303	YDR377W
740	OG0000740	augustus_masked-LADA0B-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.37&CDS=1-249	YDR378C
741	OG0000741	genemark-LADA0B-processed-gene-3.124-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.124&CDS=1-2808	YOR127W
742	OG0000742	genemark-LADA0B-processed-gene-3.149-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.149&CDS=1-1722	YOR128C
743	OG0000743	augustus_masked-LADA0B-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.39&CDS=1-2652	YOR129C
744	OG0000744	genemark-LADA0B-processed-gene-3.127-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.127&CDS=1-648	YDR381W
745	OG0000745	genemark-LADA0B-processed-gene-3.151-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.151&CDS=1-318	YDR381C-A
746	OG0000746	genemark-LADA0B-processed-gene-3.152-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.152&CDS=1-849	YOR130C
747	OG0000747	genemark-LADA0B-processed-gene-3.129-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.129&CDS=1-330	YDR382W
748	OG0000748	snap_masked-LADA0B-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-3.101&CDS=1-705	YDR383C
749	OG0000749	genemark-LADA0B-processed-gene-3.154-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.154&CDS=1-831	YDR384C
750	OG0000750	snap_masked-LADA0B-processed-gene-3.103-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-3.103&CDS=1-708	YOR131C
751	OG0000751	genemark-LADA0B-processed-gene-3.130-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.130&CDS=1-1572	YOR132W
752	OG0000752	augustus_masked-LADA0B-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-3.21&CDS=1-1854	YDR386W
753	OG0000753	genemark-LADA0B-processed-gene-3.156-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.156&CDS=1-1602	YDR387C
754	OG0000754	genemark-LADA0B-processed-gene-3.133-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.133&CDS=1-1320	YDR388W
755	OG0000755	genemark-LADA0B-processed-gene-3.134-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.134&CDS=1-1746	YDR389W
756	OG0000756	genemark-LADA0B-processed-gene-3.157-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.157&CDS=1-1797	YDR390C
757	OG0000757	genemark-LADA0B-processed-gene-3.135-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.135&CDS=1-1104	YOR136W
758	OG0000758	snap_masked-LADA0B-processed-gene-3.106-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-3.106&CDS=1-1692	YOR137C
759	OG0000759	genemark-LADA0B-processed-gene-3.159-mRNA-1_1&gene=genemark-LADA0B-processed-gene-3.159&CDS=1-1803	YOR138C
760	OG0000760	genemark-LADA0B-processed-gene-4.3-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.3&CDS=1-2367	YOR141C
761	OG0000761	genemark-LADA0B-processed-gene-4.1-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.1&CDS=1-672	YPR151C
762	OG0000762	augustus_masked-LADA0B-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.54&CDS=1-894	YGR133W
763	OG0000763	snap_masked-LADA0B-processed-gene-4.99-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-4.99&CDS=1-843	YGR132C
764	OG0000764	augustus_masked-LADA0B-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.55&CDS=1-3561	YPR148C
765	OG0000765	augustus_masked-LADA0B-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.75&CDS=1-618	YGR129W
766	OG0000766	genemark-LADA0B-processed-gene-4.8-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.8&CDS=1-1935	YGR128C
767	OG0000767	snap_masked-LADA0B-processed-gene-4.106-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-4.106&CDS=1-918	YPR147C
768	OG0000768	snap_masked-LADA0B-processed-gene-4.126-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-4.126&CDS=1-678	YGR126W
769	OG0000769	snap_masked-LADA0B-processed-gene-4.127-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-4.127&CDS=1-3036	YGR125W
770	OG0000770	augustus_masked-LADA0B-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.57&CDS=1-1158	YGR122W
771	OG0000771	augustus_masked-LADA0B-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.78&CDS=1-939	YPR139C
772	OG0000772	genemark-LADA0B-processed-gene-4.10-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.10&CDS=1-1206	YPR140W
773	OG0000773	genemark-LADA0B-processed-gene-4.33-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.33&CDS=1-2172	YPR141C
774	OG0000774	genemark-LADA0B-processed-gene-4.11-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.11&CDS=1-846	YPR143W
775	OG0000775	genemark-LADA0B-processed-gene-4.34-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.34&CDS=1-1536	YGR123C
776	OG0000776	genemark-LADA0B-processed-gene-4.35-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.35&CDS=1-1602	YPR144C
777	OG0000777	genemark-LADA0B-processed-gene-4.13-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.13&CDS=1-1719	YPR145W
778	OG0000778	genemark-LADA0B-processed-gene-4.14-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.14&CDS=1-1356	YPR138C
779	OG0000779	genemark-LADA0B-processed-gene-4.37-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.37&CDS=1-1719	YPR137W
780	OG0000780	genemark-LADA0B-processed-gene-4.38-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.38&CDS=1-2712	YPR135W
781	OG0000781	augustus_masked-LADA0B-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.64&CDS=1-771	YGR120C
782	OG0000782	genemark-LADA0B-processed-gene-4.17-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.17&CDS=1-1572	YGR119C
783	OG0000783	snap_masked-LADA0B-processed-gene-4.137-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-4.137&CDS=1-849	YPR134W
784	OG0000784	genemark-LADA0B-processed-gene-4.18-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.18&CDS=1-1110	YPR133C
785	OG0000785	augustus_masked-LADA0B-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.67&CDS=1-1353	YGR117C
786	OG0000786	genemark-LADA0B-processed-gene-4.20-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.20&CDS=1-588	YPR131C
787	OG0000787	genemark-LADA0B-processed-gene-4.41-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.41&CDS=1-984	YPR129W
788	OG0000788	genemark-LADA0B-processed-gene-4.21-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.21&CDS=1-972	YPR128C
789	OG0000789	genemark-LADA0B-processed-gene-4.42-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.42&CDS=1-1245	YPR125W
790	OG0000790	genemark-LADA0B-processed-gene-4.44-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.44&CDS=1-4365	YGR116W
791	OG0000791	genemark-LADA0B-processed-gene-4.45-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.45&CDS=1-912	YPR124W
792	OG0000792	genemark-LADA0B-processed-gene-4.46-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.46&CDS=1-891	YGR113W
793	OG0000793	augustus_masked-LADA0B-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-4.91&CDS=1-1953	YBR251W
794	OG0000794	genemark-LADA0B-processed-gene-4.23-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.23&CDS=1-831	YPR065W
795	OG0000795	genemark-LADA0B-processed-gene-4.49-mRNA-1_1&gene=genemark-LADA0B-processed-gene-4.49&CDS=1-957	YER016W
796	OG0000796	genemark-LADA0B-processed-gene-5.1-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.1&CDS=1-2250	YER015W
797	OG0000797	augustus_masked-LADA0B-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-5.105&CDS=1-1914	YER014W
798	OG0000798	genemark-LADA0B-processed-gene-5.5-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.5&CDS=1-585	YER012W
799	OG0000799	genemark-LADA0B-processed-gene-5.0-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.0&CDS=1-1236	YIR008C
800	OG0000800	genemark-LADA0B-processed-gene-5.6-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.6&CDS=1-2226	YIR007W
801	OG0000801	genemark-LADA0B-processed-gene-5.27-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.27&CDS=1-1659	YOL027C
802	OG0000802	snap_masked-LADA0B-processed-gene-5.57-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.57&CDS=1-672	YIR014W
803	OG0000803	genemark-LADA0B-processed-gene-5.8-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.8&CDS=1-465	YIR015W
804	OG0000804	genemark-LADA0B-processed-gene-5.28-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.28&CDS=1-417	YOL026C
805	OG0000805	augustus_masked-LADA0B-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-5.110&CDS=1-762	YOL038W
806	OG0000806	snap_masked-LADA0B-processed-gene-5.61-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.61&CDS=1-2463	YOL036W
807	OG0000807	genemark-LADA0B-processed-gene-5.29-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.29&CDS=1-771	YIR017C
808	OG0000808	genemark-LADA0B-processed-gene-5.12-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.12&CDS=1-1857	YIL014W
809	OG0000809	genemark-LADA0B-processed-gene-5.13-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.13&CDS=1-6693	YNR016C
810	OG0000810	genemark-LADA0B-processed-gene-5.30-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.30&CDS=1-1167	YNR015W
811	OG0000811	snap_masked-LADA0B-processed-gene-5.81-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.81&CDS=1-753	YNR014W
812	OG0000812	genemark-LADA0B-processed-gene-5.32-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.32&CDS=1-1449	YNR012W
813	OG0000813	maker-LADA0B-augustus-gene-5.100-mRNA-1_1&gene=maker-LADA0B-augustus-gene-5.100&CDS=1-1581	YMR203W
814	OG0000814	genemark-LADA0B-processed-gene-5.35-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.35&CDS=1-669	YMR202W
815	OG0000815	snap_masked-LADA0B-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.86&CDS=1-645	YNR009W
816	OG0000816	genemark-LADA0B-processed-gene-5.37-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.37&CDS=1-1914	YNR008W
817	OG0000817	maker-LADA0B-augustus-gene-5.98-mRNA-1_1&gene=maker-LADA0B-augustus-gene-5.98&CDS=1-1881	YMR201C
818	OG0000818	genemark-LADA0B-processed-gene-5.38-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.38&CDS=1-1905	YNR006W
819	OG0000819	genemark-LADA0B-processed-gene-5.39-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.39&CDS=1-735	YMR200W
820	OG0000820	genemark-LADA0B-processed-gene-5.40-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.40&CDS=1-1509	YPL256C
821	OG0000821	genemark-LADA0B-processed-gene-5.21-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.21&CDS=1-1191	YPL255W
822	OG0000822	genemark-LADA0B-processed-gene-5.22-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.22&CDS=1-1302	YPL254W
823	OG0000823	snap_masked-LADA0B-processed-gene-5.92-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.92&CDS=1-1911	YPL253C
824	OG0000824	genemark-LADA0B-processed-gene-5.43-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.43&CDS=1-477	YPL252C
825	OG0000825	genemark-LADA0B-processed-gene-5.23-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.23&CDS=1-666	YMR197C
826	OG0000826	genemark-LADA0B-processed-gene-5.44-mRNA-1_1&gene=genemark-LADA0B-processed-gene-5.44&CDS=1-3243	YMR196W
827	OG0000827	snap_masked-LADA0B-processed-gene-5.95-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-5.95&CDS=1-321	YPL250C
828	OG0000828	genemark-LADA0B-processed-gene-6.98-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.98&CDS=1-663	YDR043C
829	OG0000829	genemark-LADA0B-processed-gene-6.100-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.100&CDS=1-1038	YDR044W
830	OG0000830	genemark-LADA0B-processed-gene-6.121-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.121&CDS=1-300	YDR045C
831	OG0000831	snap_masked-LADA0B-processed-gene-6.10-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-6.10&CDS=1-252	YBR058C-A
832	OG0000832	genemark-LADA0B-processed-gene-6.103-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.103&CDS=1-4488	YBR058C
833	OG0000833	genemark-LADA0B-processed-gene-6.123-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.123&CDS=1-1116	YDR035W
834	OG0000834	genemark-LADA0B-processed-gene-6.124-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.124&CDS=1-1479	YBR056W
835	OG0000835	genemark-LADA0B-processed-gene-6.125-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.125&CDS=1-1023	YBR053C
836	OG0000836	genemark-LADA0B-processed-gene-6.127-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.127&CDS=1-2391	YDR034C
837	OG0000837	snap_masked-LADA0B-processed-gene-6.37-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-6.37&CDS=1-2742	YBR055C
838	OG0000838	genemark-LADA0B-processed-gene-6.105-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.105&CDS=1-600	YDR032C
839	OG0000839	genemark-LADA0B-processed-gene-6.129-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.129&CDS=1-333	YDR031W
840	OG0000840	augustus_masked-LADA0B-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.62&CDS=1-1338	YDR030C
841	OG0000841	genemark-LADA0B-processed-gene-6.107-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.107&CDS=1-2712	YDR028C
842	OG0000842	genemark-LADA0B-processed-gene-6.108-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.108&CDS=1-2691	YDR027C
843	OG0000843	genemark-LADA0B-processed-gene-6.109-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.109&CDS=1-2097	YBR049C
844	OG0000844	augustus_masked-LADA0B-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.66&CDS=1-2247	YBR045C
845	OG0000845	genemark-LADA0B-processed-gene-6.131-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.131&CDS=1-1386	YDR023W
846	OG0000846	augustus_masked-LADA0B-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.84&CDS=1-1194	YDR021W
847	OG0000847	genemark-LADA0B-processed-gene-6.112-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.112&CDS=1-627	YDR020C
848	OG0000848	genemark-LADA0B-processed-gene-6.113-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.113&CDS=1-1494	YBR044C
849	OG0000849	genemark-LADA0B-processed-gene-6.114-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.114&CDS=1-1188	YDR019C
850	OG0000850	genemark-LADA0B-processed-gene-6.116-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.116&CDS=1-1929	YBR043C
851	OG0000851	genemark-LADA0B-processed-gene-6.117-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.117&CDS=1-1200	YBR042C
852	OG0000852	augustus_masked-LADA0B-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.85&CDS=1-2010	YBR041W
853	OG0000853	genemark-LADA0B-processed-gene-6.134-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.134&CDS=1-900	YBR040W
854	OG0000854	genemark-LADA0B-processed-gene-6.135-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.135&CDS=1-885	YBR039W
855	OG0000855	genemark-LADA0B-processed-gene-6.118-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.118&CDS=1-2790	YDR017C
856	OG0000856	genemark-LADA0B-processed-gene-6.119-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.119&CDS=1-297	YDR016C
857	OG0000857	augustus_masked-LADA0B-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.88&CDS=1-1347	YDR014W-A
858	OG0000858	genemark-LADA0B-processed-gene-6.120-mRNA-1_1&gene=genemark-LADA0B-processed-gene-6.120&CDS=1-1650	YBR035C
859	OG0000859	augustus_masked-LADA0B-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-6.89&CDS=1-1713	YDR014W
860	OG0000860	genemark-LADA0B-processed-gene-7.0-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.0&CDS=1-621	YDR013W
861	OG0000861	maker-LADA0B-augustus-gene-7.117-mRNA-1_1&gene=maker-LADA0B-augustus-gene-7.117&CDS=1-1263	YGR076C
862	OG0000862	genemark-LADA0B-processed-gene-7.8-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.8&CDS=1-417	YGR074W
863	OG0000863	augustus_masked-LADA0B-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.133&CDS=1-1119	YGR072W
864	OG0000864	genemark-LADA0B-processed-gene-7.4-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.4&CDS=1-1380	YOL072W
865	OG0000865	genemark-LADA0B-processed-gene-7.5-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.5&CDS=1-927	YDL047W
866	OG0000866	genemark-LADA0B-processed-gene-7.6-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.6&CDS=1-519	YDL046W
867	OG0000867	genemark-LADA0B-processed-gene-7.7-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.7&CDS=1-435	YOL071W
868	OG0000868	augustus_masked-LADA0B-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.131&CDS=1-285	YDL045W-A
869	OG0000869	genemark-LADA0B-processed-gene-7.10-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.10&CDS=1-900	YDL045C
870	OG0000870	augustus_masked-LADA0B-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.149&CDS=1-1281	YDL044C
871	OG0000871	augustus_masked-LADA0B-processed-gene-7.150-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.150&CDS=1-1746	YOL070C
872	OG0000872	genemark-LADA0B-processed-gene-7.11-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.11&CDS=1-1341	YOL069W
873	OG0000873	genemark-LADA0B-processed-gene-7.31-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.31&CDS=1-753	YDL043C
874	OG0000874	genemark-LADA0B-processed-gene-7.32-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.32&CDS=1-1746	YOL068C
875	OG0000875	augustus_masked-LADA0B-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.155&CDS=1-2964	YDL040C
876	OG0000876	genemark-LADA0B-processed-gene-7.35-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.35&CDS=1-1788	YOL066C
877	OG0000877	genemark-LADA0B-processed-gene-7.36-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.36&CDS=1-1125	YOL065C
878	OG0000878	genemark-LADA0B-processed-gene-7.37-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.37&CDS=1-2784	YDL035C
879	OG0000879	genemark-LADA0B-processed-gene-7.39-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.39&CDS=1-1083	YOL064C
880	OG0000880	genemark-LADA0B-processed-gene-7.40-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.40&CDS=1-1284	YDL033C
881	OG0000881	genemark-LADA0B-processed-gene-7.12-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.12&CDS=1-2925	YDL031W
882	OG0000882	genemark-LADA0B-processed-gene-7.13-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.13&CDS=1-1539	YDL030W
883	OG0000883	genemark-LADA0B-processed-gene-7.14-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.14&CDS=1-1311	YBR029C
884	OG0000884	genemark-LADA0B-processed-gene-7.15-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.15&CDS=1-1506	YBR028C
885	OG0000885	genemark-LADA0B-processed-gene-7.17-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.17&CDS=1-1089	YBR026C
886	OG0000886	augustus_masked-LADA0B-processed-gene-7.164-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.164&CDS=1-1140	YBR036C
887	OG0000887	maker-LADA0B-snap-gene-7.57-mRNA-1_1&gene=maker-LADA0B-snap-gene-7.57&CDS=1-348	YOL108C
888	OG0000888	genemark-LADA0B-processed-gene-7.44-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.44&CDS=1-873	YNL284C
889	OG0000889	snap_masked-LADA0B-processed-gene-7.78-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-7.78&CDS=1-585	YNL282W
890	OG0000890	genemark-LADA0B-processed-gene-7.19-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.19&CDS=1-444	YNL281W
891	OG0000891	genemark-LADA0B-processed-gene-7.46-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.46&CDS=1-1320	YNL280C
892	OG0000892	genemark-LADA0B-processed-gene-7.20-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.20&CDS=1-1014	YDR498C
893	OG0000893	genemark-LADA0B-processed-gene-7.21-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.21&CDS=1-1761	YDR497C
894	OG0000894	genemark-LADA0B-processed-gene-7.22-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.22&CDS=1-2025	YDR496C
895	OG0000895	augustus_masked-LADA0B-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-7.145&CDS=1-2790	YDR495C
896	OG0000896	snap_masked-LADA0B-processed-gene-7.108-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-7.108&CDS=1-1047	YDR494W
897	OG0000897	genemark-LADA0B-processed-gene-7.49-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.49&CDS=1-741	YOL102C
898	OG0000898	genemark-LADA0B-processed-gene-7.50-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.50&CDS=1-354	YDR493W
899	OG0000899	genemark-LADA0B-processed-gene-7.24-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.24&CDS=1-3003	YDR490C
900	OG0000900	genemark-LADA0B-processed-gene-7.53-mRNA-1_1&gene=genemark-LADA0B-processed-gene-7.53&CDS=1-3111	YOL098C
901	OG0000901	genemark-LADA0B-processed-gene-8.30-mRNA-1_1&gene=genemark-LADA0B-processed-gene-8.30&CDS=1-882	YDR489W
902	OG0000902	snap_masked-LADA0B-processed-gene-8.102-mRNA-1_1&gene=snap_masked-LADA0B-processed-gene-8.102&CDS=1-1785	YDR488C
903	OG0000903	augustus_masked-LADA0B-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-LADA0B-processed-gene-8.53&CDS=1-633	YDR487C
904	OG0000904	genemark-LADA0B-processed-gene-8.31-mRNA-1_1&gene=genemark-LADA0B-processed-gene-8.31&CDS=1-1266	YOL097C
