	OrthologID	Metschnikowia_ipomoeae	Saccharomyces_cerevisiae
837	OG0000837	snap_masked-ipo_s117-processed-gene-0.102-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.102&CDS=1-2292	YNL041C
838	OG0000838	genemark-ipo_s117-processed-gene-0.32-mRNA-1_1&gene=genemark-ipo_s117-processed-gene-0.32&CDS=1-1266	YIL103W
839	OG0000839	snap_masked-ipo_s117-processed-gene-0.121-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.121&CDS=1-1488	YNL042W
840	OG0000840	augustus_masked-ipo_s117-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ipo_s117-processed-gene-0.60&CDS=1-3294	YFR009W
841	OG0000841	snap_masked-ipo_s117-processed-gene-0.123-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.123&CDS=1-303	YPL098C
842	OG0000842	snap_masked-ipo_s117-processed-gene-0.109-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.109&CDS=1-444	YFR011C
843	OG0000843	maker-ipo_s117-augustus-gene-0.2-mRNA-1_1&gene=maker-ipo_s117-augustus-gene-0.2&CDS=1-3018	YFR010W
844	OG0000844	augustus_masked-ipo_s117-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ipo_s117-processed-gene-0.63&CDS=1-1746	YFR021W
845	OG0000845	augustus_masked-ipo_s117-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ipo_s117-processed-gene-0.64&CDS=1-921	YOR249C
846	OG0000846	snap_masked-ipo_s117-processed-gene-0.126-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.126&CDS=1-306	YPR113W
847	OG0000847	snap_masked-ipo_s117-processed-gene-0.115-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.115&CDS=1-966	YLR354C
848	OG0000848	augustus_masked-ipo_s117-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-ipo_s117-processed-gene-0.83&CDS=1-1272	YOR303W
849	OG0000849	snap_masked-ipo_s117-processed-gene-0.116-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.116&CDS=1-810	YPR127W
850	OG0000850	snap_masked-ipo_s117-processed-gene-0.133-mRNA-1_1&gene=snap_masked-ipo_s117-processed-gene-0.133&CDS=1-1191	YKL059C
851	OG0000851	snap_masked-ipo_s12-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s12-processed-gene-0.13&CDS=1-537	YKL186C
852	OG0000852	snap_masked-ipo_s12-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ipo_s12-processed-gene-0.21&CDS=1-1614	YPL249C
853	OG0000853	snap_masked-ipo_s122-processed-gene-0.110-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.110&CDS=1-1533	YDR539W
854	OG0000854	snap_masked-ipo_s122-processed-gene-0.87-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.87&CDS=1-795	YDR538W
855	OG0000855	snap_masked-ipo_s122-processed-gene-0.88-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.88&CDS=1-2394	YJR126C
856	OG0000856	snap_masked-ipo_s122-processed-gene-0.113-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.113&CDS=1-2451	YGR099W
857	OG0000857	augustus_masked-ipo_s122-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-0.47&CDS=1-4086	YKL113C
858	OG0000858	augustus_masked-ipo_s122-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-0.67&CDS=1-750	YOL038W
859	OG0000859	augustus_masked-ipo_s122-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-0.48&CDS=1-387	YIR015W
860	OG0000860	snap_masked-ipo_s122-processed-gene-0.116-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.116&CDS=1-420	YOL026C
861	OG0000861	snap_masked-ipo_s122-processed-gene-0.117-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.117&CDS=1-1449	YGL253W
862	OG0000862	snap_masked-ipo_s122-processed-gene-0.95-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.95&CDS=1-825	YPL076W
863	OG0000863	snap_masked-ipo_s122-processed-gene-0.96-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.96&CDS=1-2232	YBR198C
864	OG0000864	snap_masked-ipo_s122-processed-gene-0.98-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.98&CDS=1-705	YGR057C
865	OG0000865	maker-ipo_s122-augustus-gene-0.84-mRNA-1_1&gene=maker-ipo_s122-augustus-gene-0.84&CDS=1-1422	YMR035W
866	OG0000866	snap_masked-ipo_s122-processed-gene-0.100-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.100&CDS=1-945	YHR062C
867	OG0000867	snap_masked-ipo_s122-processed-gene-0.122-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.122&CDS=1-1008	YNL230C
868	OG0000868	snap_masked-ipo_s122-processed-gene-0.102-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.102&CDS=1-1026	YER142C
869	OG0000869	snap_masked-ipo_s122-processed-gene-0.104-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.104&CDS=1-1209	YDR083W
870	OG0000870	snap_masked-ipo_s122-processed-gene-0.106-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.106&CDS=1-2337	YER125W
871	OG0000871	snap_masked-ipo_s122-processed-gene-0.109-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-0.109&CDS=1-549	YDL217C
872	OG0000872	snap_masked-ipo_s122-processed-gene-1.76-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.76&CDS=1-1062	YNL141W
873	OG0000873	augustus_masked-ipo_s122-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-1.42&CDS=1-396	YBL078C
874	OG0000874	snap_masked-ipo_s122-processed-gene-1.78-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.78&CDS=1-1500	YBL080C
875	OG0000875	snap_masked-ipo_s122-processed-gene-1.96-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.96&CDS=1-1083	YKL178C
876	OG0000876	snap_masked-ipo_s122-processed-gene-1.97-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.97&CDS=1-3309	YER110C
877	OG0000877	snap_masked-ipo_s122-processed-gene-1.98-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.98&CDS=1-1191	YDR021W
878	OG0000878	snap_masked-ipo_s122-processed-gene-1.81-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.81&CDS=1-699	YDR020C
879	OG0000879	snap_masked-ipo_s122-processed-gene-1.82-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.82&CDS=1-1200	YDR415C
880	OG0000880	snap_masked-ipo_s122-processed-gene-1.100-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.100&CDS=1-417	YCR028C-A
881	OG0000881	snap_masked-ipo_s122-processed-gene-1.84-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.84&CDS=1-714	YPR037C
882	OG0000882	genemark-ipo_s122-processed-gene-1.27-mRNA-1_1&gene=genemark-ipo_s122-processed-gene-1.27&CDS=1-954	YHL031C
883	OG0000883	snap_masked-ipo_s122-processed-gene-1.105-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.105&CDS=1-894	YPL131W
884	OG0000884	snap_masked-ipo_s122-processed-gene-1.107-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.107&CDS=1-1878	YAL016W
885	OG0000885	snap_masked-ipo_s122-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.110&CDS=1-2145	YMR284W
886	OG0000886	snap_masked-ipo_s122-processed-gene-1.91-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.91&CDS=1-438	YJR058C
887	OG0000887	snap_masked-ipo_s122-processed-gene-1.111-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.111&CDS=1-621	YJR057W
888	OG0000888	snap_masked-ipo_s122-processed-gene-1.94-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.94&CDS=1-360	YNL322C
889	OG0000889	snap_masked-ipo_s122-processed-gene-1.95-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.95&CDS=1-627	YOL139C
890	OG0000890	snap_masked-ipo_s122-processed-gene-1.114-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-1.114&CDS=1-909	YNL320W
891	OG0000891	snap_masked-ipo_s122-processed-gene-2.122-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.122&CDS=1-3525	YOL138C
892	OG0000892	snap_masked-ipo_s122-processed-gene-2.125-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.125&CDS=1-696	YDR489W
893	OG0000893	snap_masked-ipo_s122-processed-gene-2.126-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.126&CDS=1-1536	YDL003W
894	OG0000894	snap_masked-ipo_s122-processed-gene-2.127-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.127&CDS=1-471	YDL004W
895	OG0000895	snap_masked-ipo_s122-processed-gene-2.128-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.128&CDS=1-471	YGR076C
896	OG0000896	snap_masked-ipo_s122-processed-gene-2.130-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.130&CDS=1-3060	YNL321W
897	OG0000897	snap_masked-ipo_s122-processed-gene-2.131-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.131&CDS=1-5073	YDL140C
898	OG0000898	snap_masked-ipo_s122-processed-gene-2.132-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.132&CDS=1-819	YNL282W
899	OG0000899	snap_masked-ipo_s122-processed-gene-2.133-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.133&CDS=1-972	YOL094C
900	OG0000900	snap_masked-ipo_s122-processed-gene-2.160-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.160&CDS=1-1929	YDR484W
901	OG0000901	snap_masked-ipo_s122-processed-gene-2.134-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.134&CDS=1-2820	YOL095C
902	OG0000902	snap_masked-ipo_s122-processed-gene-2.161-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.161&CDS=1-1431	YDR289C
903	OG0000903	snap_masked-ipo_s122-processed-gene-2.136-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.136&CDS=1-1083	YCR086W
904	OG0000904	augustus_masked-ipo_s122-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-2.99&CDS=1-840	YJL003W
905	OG0000905	augustus_masked-ipo_s122-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-2.76&CDS=1-4035	YNR043W
906	OG0000906	snap_masked-ipo_s122-processed-gene-2.164-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.164&CDS=1-468	YER046W
907	OG0000907	snap_masked-ipo_s122-processed-gene-2.141-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.141&CDS=1-1665	YJL008C
908	OG0000908	snap_masked-ipo_s122-processed-gene-2.165-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.165&CDS=1-750	YDR007W
909	OG0000909	snap_masked-ipo_s122-processed-gene-2.166-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.166&CDS=1-2370	YJL029C
910	OG0000910	snap_masked-ipo_s122-processed-gene-2.167-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.167&CDS=1-2160	YGL045W
911	OG0000911	snap_masked-ipo_s122-processed-gene-2.168-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.168&CDS=1-1335	YGR159C
912	OG0000912	snap_masked-ipo_s122-processed-gene-2.169-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.169&CDS=1-1146	YDR058C
913	OG0000913	snap_masked-ipo_s122-processed-gene-2.170-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.170&CDS=1-1419	YGR255C
914	OG0000914	snap_masked-ipo_s122-processed-gene-2.171-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.171&CDS=1-663	YMR090W
915	OG0000915	snap_masked-ipo_s122-processed-gene-2.172-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.172&CDS=1-792	YNL246W
916	OG0000916	snap_masked-ipo_s122-processed-gene-2.173-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.173&CDS=1-1233	YNL248C
917	OG0000917	snap_masked-ipo_s122-processed-gene-2.146-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.146&CDS=1-489	YJR097W
918	OG0000918	snap_masked-ipo_s122-processed-gene-2.174-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.174&CDS=1-1986	YJR098C
919	OG0000919	snap_masked-ipo_s122-processed-gene-2.148-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.148&CDS=1-1320	YMR091C
920	OG0000920	snap_masked-ipo_s122-processed-gene-2.177-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.177&CDS=1-1353	YKL140W
921	OG0000921	snap_masked-ipo_s122-processed-gene-2.178-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.178&CDS=1-2679	YPR194C
922	OG0000922	snap_masked-ipo_s122-processed-gene-2.152-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.152&CDS=1-978	YJL208C
923	OG0000923	snap_masked-ipo_s122-processed-gene-2.153-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.153&CDS=1-6183	YKL182W
924	OG0000924	snap_masked-ipo_s122-processed-gene-2.179-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.179&CDS=1-3354	YLR410W
925	OG0000925	snap_masked-ipo_s122-processed-gene-2.180-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.180&CDS=1-1215	YKL181W
926	OG0000926	augustus_masked-ipo_s122-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-2.91&CDS=1-747	YLR412W
927	OG0000927	snap_masked-ipo_s122-processed-gene-2.181-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.181&CDS=1-1494	YHR206W
928	OG0000928	augustus_masked-ipo_s122-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-ipo_s122-processed-gene-2.119&CDS=1-2727	YBR229C
929	OG0000929	snap_masked-ipo_s122-processed-gene-2.155-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.155&CDS=1-2037	YDL074C
930	OG0000930	snap_masked-ipo_s122-processed-gene-2.156-mRNA-1_1&gene=snap_masked-ipo_s122-processed-gene-2.156&CDS=1-1887	YLR399C
931	OG0000931	snap_masked-ipo_s125-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.3&CDS=1-1662	YBR163W
932	OG0000932	maker-ipo_s125-augustus-gene-0.44-mRNA-1_1&gene=maker-ipo_s125-augustus-gene-0.44&CDS=1-1386	YNR001C
933	OG0000933	augustus_masked-ipo_s125-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-0.114&CDS=1-1860	YER068W
934	OG0000934	snap_masked-ipo_s125-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.7&CDS=1-369	YMR123W
935	OG0000935	snap_masked-ipo_s125-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.8&CDS=1-738	YOR258W
936	OG0000936	augustus_masked-ipo_s125-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-0.95&CDS=1-2658	YIR026C
937	OG0000937	snap_masked-ipo_s125-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.34&CDS=1-1272	YNL119W
938	OG0000938	maker-ipo_s125-augustus-gene-0.47-mRNA-1_1&gene=maker-ipo_s125-augustus-gene-0.47&CDS=1-720	YHR116W
939	OG0000939	snap_masked-ipo_s125-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.14&CDS=1-2679	YER114C
940	OG0000940	augustus_masked-ipo_s125-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-0.100&CDS=1-1950	YER113C
941	OG0000941	maker-ipo_s125-snap-gene-0.1-mRNA-1_1&gene=maker-ipo_s125-snap-gene-0.1&CDS=1-1026	YBR039W
942	OG0000942	snap_masked-ipo_s125-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.17&CDS=1-2892	YCR017C
943	OG0000943	snap_masked-ipo_s125-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.18&CDS=1-270	YNL122C
944	OG0000944	snap_masked-ipo_s125-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.38&CDS=1-2928	YNL123W
945	OG0000945	snap_masked-ipo_s125-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.20&CDS=1-3018	YHR119W
946	OG0000946	snap_masked-ipo_s125-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.21&CDS=1-2886	YHR120W
947	OG0000947	augustus_masked-ipo_s125-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-0.122&CDS=1-1905	YNL124W
948	OG0000948	snap_masked-ipo_s125-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.23&CDS=1-1650	YEL063C
949	OG0000949	snap_masked-ipo_s125-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.41&CDS=1-792	YNL136W
950	OG0000950	snap_masked-ipo_s125-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.25&CDS=1-1407	YNL137C
951	OG0000951	snap_masked-ipo_s125-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.26&CDS=1-864	YNL063W
952	OG0000952	genemark-ipo_s125-processed-gene-0.88-mRNA-1_1&gene=genemark-ipo_s125-processed-gene-0.88&CDS=1-1476	YNL062C
953	OG0000953	snap_masked-ipo_s125-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-0.27&CDS=1-1791	YNL061W
954	OG0000954	snap_masked-ipo_s125-processed-gene-1.93-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.93&CDS=1-2322	YNL059C
955	OG0000955	snap_masked-ipo_s125-processed-gene-1.89-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.89&CDS=1-1587	YNL138W
956	OG0000956	snap_masked-ipo_s125-processed-gene-1.94-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.94&CDS=1-942	YOL096C
957	OG0000957	snap_masked-ipo_s125-processed-gene-1.91-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.91&CDS=1-2364	YDR485C
958	OG0000958	augustus_masked-ipo_s125-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-1.9&CDS=1-435	YNL281W
959	OG0000959	snap_masked-ipo_s125-processed-gene-1.96-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.96&CDS=1-1848	YLR276C
960	OG0000960	snap_masked-ipo_s125-processed-gene-1.115-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.115&CDS=1-1470	YHL008C
961	OG0000961	snap_masked-ipo_s125-processed-gene-1.116-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.116&CDS=1-1356	YCR066W
962	OG0000962	maker-ipo_s125-snap-gene-1.0-mRNA-1_1&gene=maker-ipo_s125-snap-gene-1.0&CDS=1-2340	YCR068W
963	OG0000963	snap_masked-ipo_s125-processed-gene-1.99-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.99&CDS=1-825	YML052W
964	OG0000964	snap_masked-ipo_s125-processed-gene-1.118-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.118&CDS=1-372	YBL092W
965	OG0000965	genemark-ipo_s125-processed-gene-1.57-mRNA-1_1&gene=genemark-ipo_s125-processed-gene-1.57&CDS=1-7638	YLR454W
966	OG0000966	snap_masked-ipo_s125-processed-gene-1.119-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.119&CDS=1-555	YBL093C
967	OG0000967	snap_masked-ipo_s125-processed-gene-1.120-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.120&CDS=1-1473	YBR006W
968	OG0000968	snap_masked-ipo_s125-processed-gene-1.122-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.122&CDS=1-573	YLR229C
969	OG0000969	snap_masked-ipo_s125-processed-gene-1.123-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.123&CDS=1-1764	YDR213W
970	OG0000970	snap_masked-ipo_s125-processed-gene-1.103-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.103&CDS=1-435	YGR174C
971	OG0000971	augustus_masked-ipo_s125-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-1.35&CDS=1-513	YJL024C
972	OG0000972	snap_masked-ipo_s125-processed-gene-1.105-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.105&CDS=1-1506	YGL160W
973	OG0000973	snap_masked-ipo_s125-processed-gene-1.125-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.125&CDS=1-1422	YDR030C
974	OG0000974	snap_masked-ipo_s125-processed-gene-1.109-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.109&CDS=1-1374	YDR023W
975	OG0000975	snap_masked-ipo_s125-processed-gene-1.127-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.127&CDS=1-3582	YJL074C
976	OG0000976	snap_masked-ipo_s125-processed-gene-1.128-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.128&CDS=1-2601	YBR223C
977	OG0000977	snap_masked-ipo_s125-processed-gene-1.111-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.111&CDS=1-2064	YIL108W
978	OG0000978	augustus_masked-ipo_s125-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-1.41&CDS=1-813	YGL079W
979	OG0000979	snap_masked-ipo_s125-processed-gene-1.112-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.112&CDS=1-3180	YPL195W
980	OG0000980	snap_masked-ipo_s125-processed-gene-1.113-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.113&CDS=1-1779	YMR013C
981	OG0000981	snap_masked-ipo_s125-processed-gene-1.114-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-1.114&CDS=1-1191	YPL054W
982	OG0000982	augustus_masked-ipo_s125-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-2.121&CDS=1-1683	YPL086C
983	OG0000983	snap_masked-ipo_s125-processed-gene-2.4-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.4&CDS=1-2409	YMR216C
984	OG0000984	snap_masked-ipo_s125-processed-gene-2.5-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.5&CDS=1-2085	YPL106C
985	OG0000985	snap_masked-ipo_s125-processed-gene-2.6-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.6&CDS=1-1677	YBR170C
986	OG0000986	maker-ipo_s125-snap-gene-2.180-mRNA-1_1&gene=maker-ipo_s125-snap-gene-2.180&CDS=1-2181	YOR099W
987	OG0000987	snap_masked-ipo_s125-processed-gene-2.29-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.29&CDS=1-219	YLR218C
988	OG0000988	snap_masked-ipo_s125-processed-gene-2.30-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.30&CDS=1-1584	YGR123C
989	OG0000989	maker-ipo_s125-augustus-gene-2.178-mRNA-1_1&gene=maker-ipo_s125-augustus-gene-2.178&CDS=1-4998	YDL145C
990	OG0000990	snap_masked-ipo_s125-processed-gene-2.33-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.33&CDS=1-2802	YPL084W
991	OG0000991	snap_masked-ipo_s125-processed-gene-2.37-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.37&CDS=1-1152	YDL133W
992	OG0000992	snap_masked-ipo_s125-processed-gene-2.11-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.11&CDS=1-1092	YDL183C
993	OG0000993	augustus_masked-ipo_s125-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-ipo_s125-processed-gene-2.152&CDS=1-1851	YDL185W
994	OG0000994	snap_masked-ipo_s125-processed-gene-2.41-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.41&CDS=1-1020	YDL134C
995	OG0000995	snap_masked-ipo_s125-processed-gene-2.44-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.44&CDS=1-1317	YBR162C
996	OG0000996	snap_masked-ipo_s125-processed-gene-2.46-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.46&CDS=1-2262	YDR109C
997	OG0000997	snap_masked-ipo_s125-processed-gene-2.47-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.47&CDS=1-504	YER159C
998	OG0000998	snap_masked-ipo_s125-processed-gene-2.48-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.48&CDS=1-1197	YLR105C
999	OG0000999	snap_masked-ipo_s125-processed-gene-2.53-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.53&CDS=1-891	YCL009C
1000	OG0001000	snap_masked-ipo_s125-processed-gene-2.54-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.54&CDS=1-1050	YGR231C
1001	OG0001001	genemark-ipo_s125-processed-gene-2.114-mRNA-1_1&gene=genemark-ipo_s125-processed-gene-2.114&CDS=1-1776	YHR151C
1002	OG0001002	snap_masked-ipo_s125-processed-gene-2.56-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.56&CDS=1-594	YDL135C
1003	OG0001003	snap_masked-ipo_s125-processed-gene-2.24-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.24&CDS=1-3123	YDL190C
1004	OG0001004	snap_masked-ipo_s125-processed-gene-2.59-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.59&CDS=1-876	YDL193W
1005	OG0001005	snap_masked-ipo_s125-processed-gene-2.26-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.26&CDS=1-684	YGR232W
1006	OG0001006	snap_masked-ipo_s125-processed-gene-2.60-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.60&CDS=1-2397	YDL148C
1007	OG0001007	snap_masked-ipo_s125-processed-gene-2.61-mRNA-1_1&gene=snap_masked-ipo_s125-processed-gene-2.61&CDS=1-2694	YDL149W
1008	OG0001008	snap_masked-ipo_s126-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s126-processed-gene-0.38&CDS=1-5004	YML103C
1009	OG0001009	snap_masked-ipo_s126-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ipo_s126-processed-gene-0.40&CDS=1-1245	YMR208W
