	OrthologID	Kluyveromyces_lactis	Saccharomyces_cerevisiae
734	OG0000734	augustus_masked-CR382122-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.33&CDS=1-591	YML028W
735	OG0000735	snap_masked-CR382122-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.116&CDS=1-2571	YML029W
736	OG0000736	augustus_masked-CR382122-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.35&CDS=1-474	YML030W
737	OG0000737	augustus_masked-CR382122-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.36&CDS=1-576	YDR454C
738	OG0000738	augustus_masked-CR382122-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.16&CDS=1-1842	YDR456W
739	OG0000739	snap_masked-CR382122-processed-gene-1.119-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-1.119&CDS=1-1581	YML031W
740	OG0000740	augustus_masked-CR382122-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.17&CDS=1-1308	YML032C
741	OG0000741	augustus_masked-CR382122-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.18&CDS=1-9726	YDR457W
742	OG0000742	augustus_masked-CR382122-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.38&CDS=1-2433	YML034W
743	OG0000743	augustus_masked-CR382122-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.19&CDS=1-2007	YPL222W
744	OG0000744	augustus_masked-CR382122-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.23&CDS=1-2667	YGL137W
745	OG0000745	augustus_masked-CR382122-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.40&CDS=1-867	YGL136C
746	OG0000746	augustus_masked-CR382122-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.26&CDS=1-570	YPL218W
747	OG0000747	augustus_masked-CR382122-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-1.41&CDS=1-3501	YPL217C
748	OG0000748	augustus_masked-CR382122-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.0&CDS=1-3357	YGL133W
749	OG0000749	augustus_masked-CR382122-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.1&CDS=1-981	YPL215W
750	OG0000750	augustus_masked-CR382122-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.4&CDS=1-1548	YPL214C
751	OG0000751	augustus_masked-CR382122-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.2&CDS=1-726	YPL213W
752	OG0000752	augustus_masked-CR382122-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.5&CDS=1-4515	YGL131C
753	OG0000753	augustus_masked-CR382122-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.3&CDS=1-1398	YGL130W
754	OG0000754	augustus_masked-CR382122-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.6&CDS=1-1305	YGL129C
755	OG0000755	augustus_masked-CR382122-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.7&CDS=1-1659	YPL212C
756	OG0000756	augustus_masked-CR382122-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.8&CDS=1-543	YPL211W
757	OG0000757	augustus_masked-CR382122-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.27&CDS=1-1914	YPL210C
758	OG0000758	augustus_masked-CR382122-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.9&CDS=1-1752	YGL064C
759	OG0000759	augustus_masked-CR382122-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.28&CDS=1-1083	YPL209C
760	OG0000760	snap_masked-CR382122-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.105&CDS=1-2160	YPL208W
761	OG0000761	augustus_masked-CR382122-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.12&CDS=1-1509	YGL065C
762	OG0000762	augustus_masked-CR382122-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.30&CDS=1-1473	YGL066W
763	OG0000763	augustus_masked-CR382122-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.31&CDS=1-966	YPL206C
764	OG0000764	augustus_masked-CR382122-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.13&CDS=1-1092	YKL189W
765	OG0000765	augustus_masked-CR382122-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.33&CDS=1-1530	YLR417W
766	OG0000766	augustus_masked-CR382122-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.34&CDS=1-2424	YKL188C
767	OG0000767	augustus_masked-CR382122-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.14&CDS=1-795	YLR414C
768	OG0000768	augustus_masked-CR382122-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.36&CDS=1-534	YKL186C
769	OG0000769	augustus_masked-CR382122-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.15&CDS=1-1380	YKL185W
770	OG0000770	augustus_masked-CR382122-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.16&CDS=1-1323	YKL184W
771	OG0000771	augustus_masked-CR382122-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.17&CDS=1-897	YKL183W
772	OG0000772	augustus_masked-CR382122-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.18&CDS=1-6141	YKL182W
773	OG0000773	augustus_masked-CR382122-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.37&CDS=1-858	YLR412W
774	OG0000774	augustus_masked-CR382122-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.19&CDS=1-1251	YKL181W
775	OG0000775	augustus_masked-CR382122-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.38&CDS=1-3420	YLR410W
776	OG0000776	augustus_masked-CR382122-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.20&CDS=1-2826	YLR409C
777	OG0000777	augustus_masked-CR382122-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.39&CDS=1-2979	YDL077C
778	OG0000778	snap_masked-CR382122-processed-gene-2.115-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.115&CDS=1-309	YLR408C
779	OG0000779	augustus_masked-CR382122-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.40&CDS=1-606	YLR407W
780	OG0000780	augustus_masked-CR382122-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.41&CDS=1-918	YDL076C
781	OG0000781	snap_masked-CR382122-processed-gene-2.138-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-2.138&CDS=1-1053	YLR405W
782	OG0000782	augustus_masked-CR382122-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.43&CDS=1-1989	YDL074C
783	OG0000783	augustus_masked-CR382122-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.22&CDS=1-3039	YDL073W
784	OG0000784	augustus_masked-CR382122-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.44&CDS=1-2043	YLR403W
785	OG0000785	augustus_masked-CR382122-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.23&CDS=1-1995	YLR401C
786	OG0000786	augustus_masked-CR382122-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.45&CDS=1-537	YDL072C
787	OG0000787	augustus_masked-CR382122-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.24&CDS=1-1977	YLR399C
788	OG0000788	augustus_masked-CR382122-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-2.26&CDS=1-984	YEL004W
789	OG0000789	snap_masked-CR382122-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.4&CDS=1-2412	YLR397C
790	OG0000790	snap_masked-CR382122-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.5&CDS=1-2046	YLR396C
791	OG0000791	snap_masked-CR382122-processed-gene-3.6-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.6&CDS=1-180	YDL067C
792	OG0000792	augustus_masked-CR382122-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.55&CDS=1-219	YLR395C
793	OG0000793	augustus_masked-CR382122-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.75&CDS=1-942	YLR394W
794	OG0000794	augustus_masked-CR382122-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.57&CDS=1-795	YPR183W
795	OG0000795	genemark-CR382122-processed-gene-3.108-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.108&CDS=1-4542	YPR184W
796	OG0000796	augustus_masked-CR382122-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.59&CDS=1-2052	YPR185W
797	OG0000797	augustus_masked-CR382122-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.76&CDS=1-1332	YPR186C
798	OG0000798	augustus_masked-CR382122-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.60&CDS=1-474	YPR187W
799	OG0000799	augustus_masked-CR382122-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.77&CDS=1-405	YPR188C
800	OG0000800	augustus_masked-CR382122-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.61&CDS=1-4203	YPR189W
801	OG0000801	augustus_masked-CR382122-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.78&CDS=1-1971	YPR190C
802	OG0000802	augustus_masked-CR382122-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.62&CDS=1-1080	YPR191W
803	OG0000803	genemark-CR382122-processed-gene-3.128-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.128&CDS=1-2199	YHR205W
804	OG0000804	augustus_masked-CR382122-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.80&CDS=1-2292	YHR204W
805	OG0000805	augustus_masked-CR382122-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.81&CDS=1-1785	YHR202W
806	OG0000806	augustus_masked-CR382122-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.82&CDS=1-786	YJR144W
807	OG0000807	augustus_masked-CR382122-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.65&CDS=1-2316	YJR143C
808	OG0000808	augustus_masked-CR382122-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.83&CDS=1-1026	YJR142W
809	OG0000809	augustus_masked-CR382122-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.66&CDS=1-1149	YHR201C
810	OG0000810	augustus_masked-CR382122-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.84&CDS=1-1062	YJR141W
811	OG0000811	augustus_masked-CR382122-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.67&CDS=1-5937	YJR140C
812	OG0000812	augustus_masked-CR382122-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.85&CDS=1-4674	YJR138W
813	OG0000813	augustus_masked-CR382122-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.86&CDS=1-741	YHR200W
814	OG0000814	genemark-CR382122-processed-gene-3.118-mRNA-1_1&gene=genemark-CR382122-processed-gene-3.118&CDS=1-4257	YJR137C
815	OG0000815	augustus_masked-CR382122-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.69&CDS=1-945	YHR198C
816	OG0000816	augustus_masked-CR382122-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.70&CDS=1-1281	YJR136C
817	OG0000817	augustus_masked-CR382122-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.88&CDS=1-261	YJR135W-A
818	OG0000818	snap_masked-CR382122-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-3.26&CDS=1-678	YJR135C
819	OG0000819	augustus_masked-CR382122-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.89&CDS=1-2328	YHR197W
820	OG0000820	augustus_masked-CR382122-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.72&CDS=1-2004	YJR134C
821	OG0000821	augustus_masked-CR382122-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.90&CDS=1-645	YJR133W
822	OG0000822	augustus_masked-CR382122-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.91&CDS=1-1617	YHR196W
823	OG0000823	augustus_masked-CR382122-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.92&CDS=1-3156	YJR132W
824	OG0000824	augustus_masked-CR382122-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.94&CDS=1-1737	YHR194W
825	OG0000825	augustus_masked-CR382122-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.73&CDS=1-528	YHR193C
826	OG0000826	augustus_masked-CR382122-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.95&CDS=1-831	YHR192W
827	OG0000827	augustus_masked-CR382122-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-3.74&CDS=1-399	YHR191C
828	OG0000828	augustus_masked-CR382122-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.54&CDS=1-1653	YJR131W
829	OG0000829	augustus_masked-CR382122-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.50&CDS=1-2064	YJR130C
830	OG0000830	genemark-CR382122-processed-gene-4.6-mRNA-1_1&gene=genemark-CR382122-processed-gene-4.6&CDS=1-168	YML081C-A
831	OG0000831	augustus_masked-CR382122-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.51&CDS=1-1059	YIR029W
832	OG0000832	augustus_masked-CR382122-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.52&CDS=1-924	YJR129C
833	OG0000833	augustus_masked-CR382122-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.55&CDS=1-3996	YML081W
834	OG0000834	augustus_masked-CR382122-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.57&CDS=1-576	YML078W
835	OG0000835	augustus_masked-CR382122-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.58&CDS=1-1200	YJR125C
836	OG0000836	maker-CR382122-augustus-gene-4.47-mRNA-1_1&gene=maker-CR382122-augustus-gene-4.47&CDS=1-411	YML077W
837	OG0000837	augustus_masked-CR382122-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.74&CDS=1-2757	YML076C
838	OG0000838	augustus_masked-CR382122-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.75&CDS=1-3216	YML075C
839	OG0000839	augustus_masked-CR382122-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.76&CDS=1-1254	YLR449W
840	OG0000840	maker-CR382122-augustus-gene-4.48-mRNA-1_1&gene=maker-CR382122-augustus-gene-4.48&CDS=1-525	YML073C
841	OG0000841	augustus_masked-CR382122-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.78&CDS=1-4470	YML072C
842	OG0000842	augustus_masked-CR382122-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.79&CDS=1-1254	YML071C
843	OG0000843	augustus_masked-CR382122-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.59&CDS=1-1041	YLR447C
844	OG0000844	augustus_masked-CR382122-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.63&CDS=1-1755	YML070W
845	OG0000845	augustus_masked-CR382122-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.64&CDS=1-1665	YML069W
846	OG0000846	snap_masked-CR382122-processed-gene-4.134-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.134&CDS=1-534	YLR445W
847	OG0000847	genemark-CR382122-processed-gene-4.36-mRNA-1_1&gene=genemark-CR382122-processed-gene-4.36&CDS=1-1017	YML067C
848	OG0000848	augustus_masked-CR382122-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.84&CDS=1-1023	YML066C
849	OG0000849	snap_masked-CR382122-processed-gene-4.137-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.137&CDS=1-1194	YLR443W
850	OG0000850	augustus_masked-CR382122-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.65&CDS=1-2658	YML065W
851	OG0000851	snap_masked-CR382122-processed-gene-4.138-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.138&CDS=1-669	YML064C
852	OG0000852	augustus_masked-CR382122-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.66&CDS=1-765	YLR441C
853	OG0000853	snap_masked-CR382122-processed-gene-4.140-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.140&CDS=1-1062	YML062C
854	OG0000854	snap_masked-CR382122-processed-gene-4.118-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-4.118&CDS=1-2016	YLR440C
855	OG0000855	augustus_masked-CR382122-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.68&CDS=1-1191	YML060W
856	OG0000856	augustus_masked-CR382122-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.88&CDS=1-996	YLR439W
857	OG0000857	augustus_masked-CR382122-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.69&CDS=1-249	YLR438C-A
858	OG0000858	augustus_masked-CR382122-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.89&CDS=1-4323	YML059C
859	OG0000859	augustus_masked-CR382122-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.90&CDS=1-1311	YLR438W
860	OG0000860	augustus_masked-CR382122-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.72&CDS=1-474	YML058W
861	OG0000861	augustus_masked-CR382122-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-4.92&CDS=1-627	YLR435W
862	OG0000862	augustus_masked-CR382122-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.45&CDS=1-1635	YLR433C
863	OG0000863	augustus_masked-CR382122-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.46&CDS=1-1278	YLR431C
864	OG0000864	augustus_masked-CR382122-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.48&CDS=1-5991	YLR430W
865	OG0000865	augustus_masked-CR382122-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.66&CDS=1-3663	YOR151C
866	OG0000866	augustus_masked-CR382122-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.49&CDS=1-723	YDR405W
867	OG0000867	augustus_masked-CR382122-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.67&CDS=1-612	YGR038W
868	OG0000868	augustus_masked-CR382122-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.50&CDS=1-261	YGR037C
869	OG0000869	augustus_masked-CR382122-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.51&CDS=1-2583	YLR347C
870	OG0000870	augustus_masked-CR382122-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.52&CDS=1-693	YGR036C
871	OG0000871	augustus_masked-CR382122-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.68&CDS=1-1641	YLR345W
872	OG0000872	augustus_masked-CR382122-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.53&CDS=1-702	YGR033C
873	OG0000873	augustus_masked-CR382122-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.72&CDS=1-1032	YGR031W
874	OG0000874	augustus_masked-CR382122-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.74&CDS=1-933	YLR340W
875	OG0000875	snap_masked-CR382122-processed-gene-5.12-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-5.12&CDS=1-459	YGR030C
876	OG0000876	augustus_masked-CR382122-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.56&CDS=1-1767	YLR337C
877	OG0000877	maker-CR382122-snap-gene-5.2-mRNA-1_1&gene=maker-CR382122-snap-gene-5.2&CDS=1-612	YGR029W
878	OG0000878	augustus_masked-CR382122-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.76&CDS=1-1080	YGR028W
879	OG0000879	maker-CR382122-snap-gene-5.0-mRNA-1_1&gene=maker-CR382122-snap-gene-5.0&CDS=1-2775	YLR336C
880	OG0000880	augustus_masked-CR382122-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.77&CDS=1-1983	YLR335W
881	OG0000881	augustus_masked-CR382122-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.78&CDS=1-804	YGR026W
882	OG0000882	augustus_masked-CR382122-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.59&CDS=1-711	YGR024C
883	OG0000883	augustus_masked-CR382122-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.80&CDS=1-3609	YPR010C
884	OG0000884	augustus_masked-CR382122-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.60&CDS=1-744	YKL096W
885	OG0000885	augustus_masked-CR382122-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.61&CDS=1-813	YKL095W
886	OG0000886	augustus_masked-CR382122-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.62&CDS=1-963	YKL094W
887	OG0000887	augustus_masked-CR382122-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.64&CDS=1-2901	YMR080C
888	OG0000888	snap_masked-CR382122-processed-gene-5.39-mRNA-1_1&gene=snap_masked-CR382122-processed-gene-5.39&CDS=1-3138	YKL092C
889	OG0000889	augustus_masked-CR382122-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-CR382122-processed-gene-5.82&CDS=1-903	YMR079W
