	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
593	OG0000593	augustus_masked-LCTY01000001.1-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.47&CDS=1-930	YMR274C
594	OG0000594	augustus_masked-LCTY01000001.1-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.50&CDS=1-1062	YHR025W
595	OG0000595	augustus_masked-LCTY01000001.1-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.64&CDS=1-585	YHR026W
596	OG0000596	augustus_masked-LCTY01000001.1-processed-gene-7.65-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.65&CDS=1-3057	YHR027C
597	OG0000597	augustus_masked-LCTY01000001.1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.66&CDS=1-1506	YPL254W
598	OG0000598	augustus_masked-LCTY01000001.1-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.51&CDS=1-1488	YHR030C
599	OG0000599	augustus_masked-LCTY01000001.1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.67&CDS=1-2535	YHR028C
600	OG0000600	augustus_masked-LCTY01000001.1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.52&CDS=1-1035	YMR315W
601	OG0000601	augustus_masked-LCTY01000001.1-processed-gene-7.54-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.54&CDS=1-852	YIL093C
602	OG0000602	augustus_masked-LCTY01000001.1-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.69&CDS=1-492	YGR076C
603	OG0000603	augustus_masked-LCTY01000001.1-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.55&CDS=1-1344	YOL140W
604	OG0000604	augustus_masked-LCTY01000001.1-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.70&CDS=1-3585	YNL321W
605	OG0000605	augustus_masked-LCTY01000001.1-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.71&CDS=1-948	YDL015C
606	OG0000606	snap_masked-LCTY01000001.1-processed-gene-7.98-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-7.98&CDS=1-711	YOL139C
607	OG0000607	genemark-LCTY01000001.1-processed-gene-7.32-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-7.32&CDS=1-1515	YLR004C
608	OG0000608	augustus_masked-LCTY01000001.1-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.59&CDS=1-2037	YPR175W
609	OG0000609	augustus_masked-LCTY01000001.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.74&CDS=1-975	YPR176C
610	OG0000610	augustus_masked-LCTY01000001.1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.60&CDS=1-2568	YBR202W
611	OG0000611	augustus_masked-LCTY01000001.1-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.80&CDS=1-1932	YNL045W
612	OG0000612	augustus_masked-LCTY01000001.1-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.61&CDS=1-1650	YNL044W
613	OG0000613	augustus_masked-LCTY01000001.1-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.81&CDS=1-2433	YJL200C
614	OG0000614	augustus_masked-LCTY01000001.1-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.82&CDS=1-2331	YOR144C
615	OG0000615	augustus_masked-LCTY01000001.1-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.63&CDS=1-1941	YMR058W
616	OG0000616	augustus_masked-LCTY01000001.1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.83&CDS=1-1629	YHR078W
617	OG0000617	augustus_masked-LCTY01000001.1-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-7.84&CDS=1-825	YKL154W
618	OG0000618	augustus_masked-LCTY01000001.1-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.82&CDS=1-2406	YPR181C
619	OG0000619	snap_masked-LCTY01000001.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-8.47&CDS=1-1473	YML007W
620	OG0000620	augustus_masked-LCTY01000001.1-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.100&CDS=1-2415	YEL053C
621	OG0000621	augustus_masked-LCTY01000001.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.101&CDS=1-615	YDR298C
622	OG0000622	augustus_masked-LCTY01000001.1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.84&CDS=1-990	YEL050C
623	OG0000623	snap_masked-LCTY01000001.1-processed-gene-8.50-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-8.50&CDS=1-3051	YBR084W
624	OG0000624	augustus_masked-LCTY01000001.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.88&CDS=1-1122	YGL148W
625	OG0000625	snap_masked-LCTY01000001.1-processed-gene-8.70-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-8.70&CDS=1-2589	YGL180W
626	OG0000626	augustus_masked-LCTY01000001.1-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.105&CDS=1-1389	YGL181W
627	OG0000627	augustus_masked-LCTY01000001.1-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.90&CDS=1-999	YOL002C
628	OG0000628	augustus_masked-LCTY01000001.1-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.106&CDS=1-2223	YGL124C
629	OG0000629	augustus_masked-LCTY01000001.1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.107&CDS=1-1221	YJL059W
630	OG0000630	maker-LCTY01000001.1-snap-gene-8.42-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-8.42&CDS=1-1692	YLR259C
631	OG0000631	maker-LCTY01000001.1-snap-gene-8.43-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-8.43&CDS=1-3681	YLR129W
632	OG0000632	augustus_masked-LCTY01000001.1-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.92&CDS=1-1890	YLR127C
633	OG0000633	augustus_masked-LCTY01000001.1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.110&CDS=1-4431	YLR419W
634	OG0000634	augustus_masked-LCTY01000001.1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.94&CDS=1-1155	YLR130C
635	OG0000635	maker-LCTY01000001.1-augustus-gene-8.39-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-8.39&CDS=1-1293	YDL084W
636	OG0000636	augustus_masked-LCTY01000001.1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.95&CDS=1-1650	YML069W
637	OG0000637	augustus_masked-LCTY01000001.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.96&CDS=1-2982	YDR089W
638	OG0000638	augustus_masked-LCTY01000001.1-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.113&CDS=1-1257	YLR085C
639	OG0000639	augustus_masked-LCTY01000001.1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.114&CDS=1-2241	YLR277C
640	OG0000640	augustus_masked-LCTY01000001.1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-8.98&CDS=1-291	YLR438C-A
641	OG0000641	genemark-LCTY01000001.1-processed-gene-8.36-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-8.36&CDS=1-4809	YML059C
642	OG0000642	maker-LCTY01000001.1-snap-gene-9.84-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-9.84&CDS=1-6153	YKL182W
643	OG0000643	snap_masked-LCTY01000001.1-processed-gene-9.40-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-9.40&CDS=1-2316	YDL164C
644	OG0000644	snap_masked-LCTY01000001.1-processed-gene-9.42-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-9.42&CDS=1-972	YPL266W
645	OG0000645	maker-LCTY01000001.1-snap-gene-9.87-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-9.87&CDS=1-2766	YPL270W
646	OG0000646	augustus_masked-LCTY01000001.1-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.2&CDS=1-3096	YEL055C
647	OG0000647	augustus_masked-LCTY01000001.1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.3&CDS=1-1599	YBR233W
648	OG0000648	augustus_masked-LCTY01000001.1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.24&CDS=1-2355	YGL114W
649	OG0000649	augustus_masked-LCTY01000001.1-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.25&CDS=1-1014	YGL115W
650	OG0000650	augustus_masked-LCTY01000001.1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.4&CDS=1-1863	YKL125W
651	OG0000651	augustus_masked-LCTY01000001.1-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.26&CDS=1-1194	YMR026C
652	OG0000652	augustus_masked-LCTY01000001.1-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.5&CDS=1-414	YDR308C
653	OG0000653	augustus_masked-LCTY01000001.1-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.6&CDS=1-2559	YDR524C
654	OG0000654	augustus_masked-LCTY01000001.1-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.7&CDS=1-1386	YDR523C
655	OG0000655	augustus_masked-LCTY01000001.1-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.9&CDS=1-1095	YHR118C
656	OG0000656	augustus_masked-LCTY01000001.1-processed-gene-9.10-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.10&CDS=1-2976	YNL123W
657	OG0000657	augustus_masked-LCTY01000001.1-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.29&CDS=1-291	YNL122C
658	OG0000658	augustus_masked-LCTY01000001.1-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.11&CDS=1-3324	YHR119W
659	OG0000659	augustus_masked-LCTY01000001.1-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.31&CDS=1-1821	YDR208W
660	OG0000660	augustus_masked-LCTY01000001.1-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.13&CDS=1-2883	YHR120W
661	OG0000661	augustus_masked-LCTY01000001.1-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.32&CDS=1-1476	YNL124W
662	OG0000662	augustus_masked-LCTY01000001.1-processed-gene-9.14-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.14&CDS=1-3189	YNL132W
663	OG0000663	augustus_masked-LCTY01000001.1-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.33&CDS=1-768	YNL129W
664	OG0000664	augustus_masked-LCTY01000001.1-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.15&CDS=1-654	YHR122W
665	OG0000665	augustus_masked-LCTY01000001.1-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.16&CDS=1-807	YIL088C
666	OG0000666	augustus_masked-LCTY01000001.1-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.36&CDS=1-1107	YNL025C
667	OG0000667	augustus_masked-LCTY01000001.1-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-9.18&CDS=1-864	YER009W
668	OG0000668	snap_masked-LCTY01000001.1-processed-gene-9.62-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-9.62&CDS=1-2025	YIR003W
669	OG0000669	augustus_masked-LCTY01000001.1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.44&CDS=1-1353	YOL030W
670	OG0000670	augustus_masked-LCTY01000001.1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.47&CDS=1-663	YLR109W
671	OG0000671	genemark-LCTY01000001.1-processed-gene-10.110-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-10.110&CDS=1-1233	YCR066W
672	OG0000672	snap_masked-LCTY01000001.1-processed-gene-10.7-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-10.7&CDS=1-195	YMR256C
673	OG0000673	maker-LCTY01000001.1-snap-gene-10.126-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-10.126&CDS=1-4212	YER014W
674	OG0000674	augustus_masked-LCTY01000001.1-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.72&CDS=1-360	YHL018W
675	OG0000675	augustus_masked-LCTY01000001.1-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.56&CDS=1-2781	YNR026C
676	OG0000676	maker-LCTY01000001.1-augustus-gene-10.135-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-10.135&CDS=1-333	YKL058W
677	OG0000677	augustus_masked-LCTY01000001.1-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.57&CDS=1-1284	YKL059C
678	OG0000678	augustus_masked-LCTY01000001.1-processed-gene-10.74-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.74&CDS=1-1365	YMR027W
679	OG0000679	augustus_masked-LCTY01000001.1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.58&CDS=1-1176	YBR095C
680	OG0000680	maker-LCTY01000001.1-augustus-gene-10.136-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-10.136&CDS=1-2160	YBR094W
681	OG0000681	augustus_masked-LCTY01000001.1-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.76&CDS=1-1251	YOR303W
682	OG0000682	maker-LCTY01000001.1-snap-gene-10.127-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-10.127&CDS=1-1149	YOR063W
683	OG0000683	augustus_masked-LCTY01000001.1-processed-gene-10.60-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.60&CDS=1-1902	YOR204W
684	OG0000684	snap_masked-LCTY01000001.1-processed-gene-10.18-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-10.18&CDS=1-1149	YJL108C
685	OG0000685	snap_masked-LCTY01000001.1-processed-gene-10.36-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-10.36&CDS=1-660	YFR016C
686	OG0000686	augustus_masked-LCTY01000001.1-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.78&CDS=1-3252	YJL080C
687	OG0000687	augustus_masked-LCTY01000001.1-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.62&CDS=1-1242	YOL022C
688	OG0000688	augustus_masked-LCTY01000001.1-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.80&CDS=1-2142	YDR052C
689	OG0000689	augustus_masked-LCTY01000001.1-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.82&CDS=1-291	YDR079W
690	OG0000690	augustus_masked-LCTY01000001.1-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.64&CDS=1-984	YER156C
691	OG0000691	augustus_masked-LCTY01000001.1-processed-gene-10.65-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.65&CDS=1-6096	YER155C
692	OG0000692	augustus_masked-LCTY01000001.1-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.66&CDS=1-870	YNL202W
693	OG0000693	augustus_masked-LCTY01000001.1-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.67&CDS=1-1230	YPL092W
694	OG0000694	augustus_masked-LCTY01000001.1-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-10.83&CDS=1-1848	YLR117C
695	OG0000695	augustus_masked-LCTY01000001.1-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.0&CDS=1-2514	YHR154W
696	OG0000696	maker-LCTY01000001.1-augustus-gene-11.86-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-11.86&CDS=1-1263	YLR303W
697	OG0000697	snap_masked-LCTY01000001.1-processed-gene-11.71-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-11.71&CDS=1-2007	YIL108W
698	OG0000698	augustus_masked-LCTY01000001.1-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.8&CDS=1-1083	YLR326W
699	OG0000699	augustus_masked-LCTY01000001.1-processed-gene-11.29-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.29&CDS=1-1146	YGR111W
700	OG0000700	augustus_masked-LCTY01000001.1-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.11&CDS=1-414	YDR511W
701	OG0000701	augustus_masked-LCTY01000001.1-processed-gene-11.12-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.12&CDS=1-861	YMR314W
702	OG0000702	augustus_masked-LCTY01000001.1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.31&CDS=1-627	YIR032C
703	OG0000703	snap_masked-LCTY01000001.1-processed-gene-11.73-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-11.73&CDS=1-1512	YNL241C
704	OG0000704	snap_masked-LCTY01000001.1-processed-gene-11.75-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-11.75&CDS=1-1602	YNL240C
705	OG0000705	augustus_masked-LCTY01000001.1-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.13&CDS=1-1734	YBL061C
706	OG0000706	augustus_masked-LCTY01000001.1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.14&CDS=1-1713	YGR044C
707	OG0000707	genemark-LCTY01000001.1-processed-gene-11.111-mRNA-1_1&gene=genemark-LCTY01000001.1-processed-gene-11.111&CDS=1-732	YER100W
708	OG0000708	augustus_masked-LCTY01000001.1-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.36&CDS=1-225	YBL071W-A
709	OG0000709	maker-LCTY01000001.1-snap-gene-11.92-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-11.92&CDS=1-3327	YBR079C
710	OG0000710	maker-LCTY01000001.1-snap-gene-11.93-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-11.93&CDS=1-9504	YLL040C
711	OG0000711	augustus_masked-LCTY01000001.1-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.39&CDS=1-1014	YBL013W
712	OG0000712	augustus_masked-LCTY01000001.1-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.23&CDS=1-2106	YGL026C
713	OG0000713	augustus_masked-LCTY01000001.1-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-11.25&CDS=1-2463	YGL027C
714	OG0000714	augustus_masked-LCTY01000001.1-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.1&CDS=1-393	YFR033C
715	OG0000715	snap_masked-LCTY01000001.1-processed-gene-12.39-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-12.39&CDS=1-5211	YLL048C
716	OG0000716	augustus_masked-LCTY01000001.1-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.17&CDS=1-1650	YHL036W
717	OG0000717	augustus_masked-LCTY01000001.1-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.18&CDS=1-621	YLR040C
718	OG0000718	augustus_masked-LCTY01000001.1-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.3&CDS=1-2985	YBR038W
719	OG0000719	augustus_masked-LCTY01000001.1-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.19&CDS=1-2877	YJL089W
720	OG0000720	maker-LCTY01000001.1-augustus-gene-12.79-mRNA-1_1&gene=maker-LCTY01000001.1-augustus-gene-12.79&CDS=1-2085	YOR287C
721	OG0000721	augustus_masked-LCTY01000001.1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.22&CDS=1-1482	YKL035W
722	OG0000722	augustus_masked-LCTY01000001.1-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.5&CDS=1-1692	YBR195C
723	OG0000723	augustus_masked-LCTY01000001.1-processed-gene-12.23-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.23&CDS=1-1191	YPR108W
724	OG0000724	augustus_masked-LCTY01000001.1-processed-gene-12.6-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.6&CDS=1-1005	YDR498C
725	OG0000725	augustus_masked-LCTY01000001.1-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.24&CDS=1-1245	YBL091C
726	OG0000726	augustus_masked-LCTY01000001.1-processed-gene-12.7-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.7&CDS=1-486	YBL090W
727	OG0000727	augustus_masked-LCTY01000001.1-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.26&CDS=1-2646	YPL190C
728	OG0000728	maker-LCTY01000001.1-snap-gene-12.83-mRNA-1_1&gene=maker-LCTY01000001.1-snap-gene-12.83&CDS=1-1692	YDL076C
729	OG0000729	augustus_masked-LCTY01000001.1-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.10&CDS=1-900	YLR407W
730	OG0000730	augustus_masked-LCTY01000001.1-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.11&CDS=1-3147	YDL077C
731	OG0000731	augustus_masked-LCTY01000001.1-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.30&CDS=1-2856	YLR409C
732	OG0000732	augustus_masked-LCTY01000001.1-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.12&CDS=1-3303	YLR410W
733	OG0000733	snap_masked-LCTY01000001.1-processed-gene-12.71-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-12.71&CDS=1-1287	YKL181W
734	OG0000734	augustus_masked-LCTY01000001.1-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.13&CDS=1-1959	YHR032W
735	OG0000735	snap_masked-LCTY01000001.1-processed-gene-12.75-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-12.75&CDS=1-945	YDR313C
736	OG0000736	augustus_masked-LCTY01000001.1-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.15&CDS=1-1797	YJR052W
737	OG0000737	augustus_masked-LCTY01000001.1-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.34&CDS=1-1965	YML046W
738	OG0000738	augustus_masked-LCTY01000001.1-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.16&CDS=1-1257	YEL037C
739	OG0000739	augustus_masked-LCTY01000001.1-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-12.35&CDS=1-771	YEL038W
740	OG0000740	augustus_masked-LCTY01000001.1-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-13.1&CDS=1-1569	YGL160W
741	OG0000741	augustus_masked-LCTY01000001.1-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-13.4&CDS=1-2046	YKR099W
742	OG0000742	snap_masked-LCTY01000001.1-processed-gene-13.77-mRNA-1_1&gene=snap_masked-LCTY01000001.1-processed-gene-13.77&CDS=1-231	YIL156W-B
743	OG0000743	augustus_masked-LCTY01000001.1-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-LCTY01000001.1-processed-gene-13.5&CDS=1-1641	YKL139W
