	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
790	OG0000790	YBR126C	genemark-flattened_line_104-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.83&CDS=1-1413
791	OG0000791	YBR127C	genemark-flattened_line_8-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.34&CDS=1-1500
792	OG0000792	YBR132C	genemark-flattened_line_44-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.48&CDS=1-1773
793	OG0000793	YBR133C	genemark-flattened_line_54-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.125&CDS=1-2763
794	OG0000794	YBR135W	genemark-flattened_line_28-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.40&CDS=1-327
795	OG0000795	YBR136W	maker-flattened_line_54-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.79&CDS=1-7620
796	OG0000796	YBR137W	genemark-flattened_line_46-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.210&CDS=1-507
797	OG0000797	YBR138C	augustus_masked-flattened_line_112-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.71&CDS=1-1488
798	OG0000798	YBR139W	genemark-flattened_line_124-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.7&CDS=1-1614
799	OG0000799	YBR141C	genemark-flattened_line_6-processed-gene-2.169-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.169&CDS=1-1062
800	OG0000800	YBR142W	genemark-flattened_line_6-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.121&CDS=1-2355
801	OG0000801	YBR143C	genemark-flattened_line_6-processed-gene-2.170-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.170&CDS=1-1299
802	OG0000802	YBR146W	genemark-flattened_line_18-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.40&CDS=1-1005
803	OG0000803	YBR149W	genemark-flattened_line_16-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.128&CDS=1-945
804	OG0000804	YBR151W	genemark-flattened_line_124-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.6&CDS=1-924
805	OG0000805	YBR153W	genemark-flattened_line_18-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.16&CDS=1-798
806	OG0000806	YBR154C	genemark-flattened_line_18-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.42&CDS=1-642
807	OG0000807	YBR155W	genemark-flattened_line_58-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.114&CDS=1-1203
808	OG0000808	YBR158W	maker-flattened_line_14-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.93&CDS=1-1656
809	OG0000809	YBR160W	maker-flattened_line_8-snap-gene-1.114-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.114&CDS=1-1914
810	OG0000810	YBR162C	genemark-flattened_line_2-processed-gene-4.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.135&CDS=1-1410
811	OG0000811	YBR162W-A	genemark-flattened_line_2-processed-gene-4.165-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.165&CDS=1-189
812	OG0000812	YBR164C	genemark-flattened_line_72-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.121&CDS=1-549
813	OG0000813	YBR166C	genemark-flattened_line_72-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.122&CDS=1-1326
814	OG0000814	YBR170C	maker-flattened_line_2-augustus-gene-4.6-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.6&CDS=1-1773
815	OG0000815	YBR171W	genemark-flattened_line_10-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.95&CDS=1-588
816	OG0000816	YBR173C	genemark-flattened_line_10-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.140&CDS=1-453
817	OG0000817	YBR176W	genemark-flattened_line_14-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.33&CDS=1-930
818	OG0000818	YBR179C	genemark-flattened_line_50-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.201&CDS=1-2574
819	OG0000819	YBR182C	genemark-flattened_line_10-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.153&CDS=1-1374
820	OG0000820	YBR185C	genemark-flattened_line_10-processed-gene-2.152-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.152&CDS=1-804
821	OG0000821	YBR186W	snap_masked-flattened_line_137-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.6&CDS=1-1521
822	OG0000822	YBR187W	genemark-flattened_line_34-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.13&CDS=1-996
823	OG0000823	YBR195C	genemark-flattened_line_4-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.34&CDS=1-1371
824	OG0000824	YBR199W	genemark-flattened_line_54-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.94&CDS=1-1338
825	OG0000825	YBR200W	genemark-flattened_line_14-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.19&CDS=1-1845
826	OG0000826	YBR201W	genemark-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.18&CDS=1-834
827	OG0000827	YBR202W	genemark-flattened_line_44-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.46&CDS=1-2490
828	OG0000828	YBR207W	genemark-flattened_line_18-processed-gene-1.202-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.202&CDS=1-1266
829	OG0000829	YBR208C	snap_masked-flattened_line_6-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.38&CDS=1-5490
830	OG0000830	YBR212W	genemark-flattened_line_42-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.208&CDS=1-1623
831	OG0000831	YBR213W	genemark-flattened_line_42-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.172&CDS=1-792
832	OG0000832	YBR215W	genemark-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.61&CDS=1-2040
833	OG0000833	YBR217W	genemark-flattened_line_26-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.78&CDS=1-630
834	OG0000834	YBR220C	genemark-flattened_line_50-processed-gene-0.252-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.252&CDS=1-1818
835	OG0000835	YBR221C	genemark-flattened_line_98-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.49&CDS=1-1131
836	OG0000836	YBR223C	genemark-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.37&CDS=1-1770
837	OG0000837	YBR227C	maker-flattened_line_34-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.139&CDS=1-1764
838	OG0000838	YBR228W	genemark-flattened_line_10-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.86&CDS=1-861
839	OG0000839	YBR229C	genemark-flattened_line_80-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.135&CDS=1-2811
840	OG0000840	YBR231C	genemark-flattened_line_76-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.72&CDS=1-879
841	OG0000841	YBR233W	genemark-flattened_line_76-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.104&CDS=1-1263
842	OG0000842	YBR234C	genemark-flattened_line_50-processed-gene-0.250-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.250&CDS=1-1110
843	OG0000843	YBR235W	genemark-flattened_line_70-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.83&CDS=1-3738
844	OG0000844	YBR236C	genemark-flattened_line_70-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.82&CDS=1-1584
845	OG0000845	YBR237W	snap_masked-flattened_line_70-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.59&CDS=1-2619
846	OG0000846	YBR240C	genemark-flattened_line_128-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.28&CDS=1-243
847	OG0000847	YBR247C	genemark-flattened_line_40-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.102&CDS=1-1446
848	OG0000848	YBR248C	genemark-flattened_line_40-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.101&CDS=1-1707
849	OG0000849	YBR249C	genemark-flattened_line_40-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.120&CDS=1-1104
850	OG0000850	YBR251W	genemark-flattened_line_44-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.49&CDS=1-924
851	OG0000851	YBR255C-A	genemark-flattened_line_137-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.21&CDS=1-414
852	OG0000852	YBR260C	genemark-flattened_line_48-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.43&CDS=1-3000
853	OG0000853	YBR261C	genemark-flattened_line_12-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.128&CDS=1-744
854	OG0000854	YBR263W	genemark-flattened_line_120-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.33&CDS=1-1473
855	OG0000855	YBR265W	genemark-flattened_line_6-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.150&CDS=1-930
856	OG0000856	YBR267W	genemark-flattened_line_48-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.29&CDS=1-1224
857	OG0000857	YBR268W	augustus_masked-flattened_line_62-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.162&CDS=1-282
858	OG0000858	YBR269C	genemark-flattened_line_62-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.48&CDS=1-393
859	OG0000859	YBR271W	genemark-flattened_line_40-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.100&CDS=1-1236
860	OG0000860	YBR276C	maker-flattened_line_58-snap-gene-0.16-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.16&CDS=1-3480
861	OG0000861	YBR279W	genemark-flattened_line_4-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.30&CDS=1-1299
862	OG0000862	YBR281C	genemark-flattened_line_6-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.151&CDS=1-2763
863	OG0000863	YBR282W	genemark-flattened_line_58-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.145&CDS=1-429
864	OG0000864	YBR283C	genemark-flattened_line_12-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.90&CDS=1-1464
865	OG0000865	YBR286W	genemark-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.40&CDS=1-1554
866	OG0000866	YBR287W	maker-flattened_line_12-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.3&CDS=1-1980
867	OG0000867	YBR288C	genemark-flattened_line_96-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.100&CDS=1-1833
868	OG0000868	YBR289W	maker-flattened_line_18-snap-gene-1.96-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.96&CDS=1-3243
869	OG0000869	YBR291C	genemark-flattened_line_18-processed-gene-1.268-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.268&CDS=1-891
870	OG0000870	YBR296C	genemark-flattened_line_46-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.169&CDS=1-1725
871	OG0000871	YCL001W	genemark-flattened_line_82-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.167&CDS=1-549
872	OG0000872	YCL004W	genemark-flattened_line_26-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.88&CDS=1-1560
873	OG0000873	YCL009C	genemark-flattened_line_14-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.41&CDS=1-897
874	OG0000874	YCL010C	genemark-flattened_line_26-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.69&CDS=1-789
875	OG0000875	YCL014W	genemark-flattened_line_26-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.152&CDS=1-4209
876	OG0000876	YCL016C	snap_masked-flattened_line_66-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.9&CDS=1-1113
877	OG0000877	YCL017C	genemark-flattened_line_80-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.122&CDS=1-1410
878	OG0000878	YCL018W	genemark-flattened_line_80-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.126&CDS=1-1092
879	OG0000879	YCL027W	augustus_masked-flattened_line_122-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.3&CDS=1-1389
880	OG0000880	YCL029C	genemark-flattened_line_6-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.143&CDS=1-1272
881	OG0000881	YCL030C	genemark-flattened_line_6-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.144&CDS=1-2562
882	OG0000882	YCL031C	genemark-flattened_line_12-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.127&CDS=1-909
883	OG0000883	YCL032W	genemark-flattened_line_12-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.89&CDS=1-1572
884	OG0000884	YCL033C	genemark-flattened_line_60-processed-gene-0.204-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.204&CDS=1-408
885	OG0000885	YCL034W	genemark-flattened_line_60-processed-gene-0.237-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.237&CDS=1-1284
886	OG0000886	YCL038C	genemark-flattened_line_50-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.224&CDS=1-1785
887	OG0000887	YCL039W	genemark-flattened_line_50-processed-gene-0.261-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.261&CDS=1-1662
888	OG0000888	YCL043C	genemark-flattened_line_50-processed-gene-0.225-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.225&CDS=1-1569
889	OG0000889	YCL045C	genemark-flattened_line_70-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.106&CDS=1-2556
890	OG0000890	YCL057W	genemark-flattened_line_54-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.131&CDS=1-2184
891	OG0000891	YCL059C	genemark-flattened_line_12-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.73&CDS=1-1083
892	OG0000892	YCL061C	genemark-flattened_line_12-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.72&CDS=1-3702
893	OG0000893	YCR002C	genemark-flattened_line_80-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.141&CDS=1-1080
894	OG0000894	YCR003W	genemark-flattened_line_80-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.120&CDS=1-573
895	OG0000895	YCR011C	genemark-flattened_line_28-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.41&CDS=1-3096
896	OG0000896	YCR012W	genemark-flattened_line_10-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.142&CDS=1-1245
897	OG0000897	YCR014C	genemark-flattened_line_10-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.151&CDS=1-1509
898	OG0000898	YCR015C	genemark-flattened_line_10-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.141&CDS=1-852
899	OG0000899	YCR016W	genemark-flattened_line_10-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.108&CDS=1-897
900	OG0000900	YCR017C	genemark-flattened_line_10-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.110&CDS=1-2850
901	OG0000901	YCR019W	genemark-flattened_line_30-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.89&CDS=1-1056
902	OG0000902	YCR020C	snap_masked-flattened_line_18-processed-gene-1.194-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.194&CDS=1-666
903	OG0000903	YCR023C	genemark-flattened_line_24-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.78&CDS=1-1857
904	OG0000904	YCR024C	maker-flattened_line_28-augustus-gene-1.189-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.189&CDS=1-3117
905	OG0000905	YCR028C	genemark-flattened_line_28-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.17&CDS=1-1560
906	OG0000906	YCR028C-A	genemark-flattened_line_26-processed-gene-1.174-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.174&CDS=1-402
907	OG0000907	YCR030C	genemark-flattened_line_26-processed-gene-1.220-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.220&CDS=1-2646
908	OG0000908	YCR032W	genemark-flattened_line_14-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.98&CDS=1-6765
909	OG0000909	YCR033W	genemark-flattened_line_14-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.100&CDS=1-3834
910	OG0000910	YCR034W	genemark-flattened_line_14-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.99&CDS=1-1026
911	OG0000911	YCR035C	genemark-flattened_line_14-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.78&CDS=1-1182
912	OG0000912	YCR036W	genemark-flattened_line_40-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.113&CDS=1-957
913	OG0000913	YCR042C	augustus_masked-flattened_line_54-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.33&CDS=1-3912
914	OG0000914	YCR044C	augustus_masked-flattened_line_96-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.30&CDS=1-1125
915	OG0000915	YCR045C	genemark-flattened_line_24-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.104&CDS=1-1356
916	OG0000916	YCR046C	snap_masked-flattened_line_8-processed-gene-2.216-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.216&CDS=1-402
917	OG0000917	YCR047C	genemark-flattened_line_8-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.128&CDS=1-813
918	OG0000918	YCR051W	genemark-flattened_line_8-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.168&CDS=1-654
919	OG0000919	YCR053W	maker-flattened_line_8-snap-gene-2.93-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.93&CDS=1-3090
920	OG0000920	YCR054C	genemark-flattened_line_72-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.86&CDS=1-1779
921	OG0000921	YCR057C	genemark-flattened_line_72-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.85&CDS=1-2769
922	OG0000922	YCR059C	genemark-flattened_line_72-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.84&CDS=1-975
923	OG0000923	YCR060W	genemark-flattened_line_72-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.117&CDS=1-1053
924	OG0000924	YCR061W	genemark-flattened_line_72-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.116&CDS=1-1866
925	OG0000925	YCR063W	genemark-flattened_line_4-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.40&CDS=1-453
926	OG0000926	YCR065W	genemark-flattened_line_42-processed-gene-0.240-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.240&CDS=1-1791
927	OG0000927	YCR068W	augustus_masked-flattened_line_24-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.171&CDS=1-2139
928	OG0000928	YCR071C	genemark-flattened_line_10-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.86&CDS=1-390
929	OG0000929	YCR072C	genemark-flattened_line_74-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.177&CDS=1-1521
930	OG0000930	YCR075C	genemark-flattened_line_2-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.54&CDS=1-798
931	OG0000931	YCR077C	genemark-flattened_line_44-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.15&CDS=1-2523
932	OG0000932	YCR079W	genemark-flattened_line_44-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.52&CDS=1-1473
