	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
267	OG0000267	YDL082W, YMR142C	augustus_masked-scf7180000055578-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000055578-processed-gene-0.100&CDS=1-597
268	OG0000268	YDL093W, YDL095W	maker-scf7180000055597-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000055597-snap-gene-0.4&CDS=1-5439
269	OG0000269	YDL115C	augustus_masked-scf7180000053689-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053689-processed-gene-0.2&CDS=1-621, genemark-scf7180000055597-processed-gene-0.242-mRNA-1_1&gene=genemark-scf7180000055597-processed-gene-0.242&CDS=1-1122
270	OG0000270	YDL136W, YDL191W	augustus_masked-scf7180000055586-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-scf7180000055586-processed-gene-0.80&CDS=1-360
271	OG0000271	YDL144C	augustus_masked-scf7180000053738-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053738-processed-gene-0.2&CDS=1-1059, snap_masked-scf7180000055556-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000055556-processed-gene-0.19&CDS=1-1059
272	OG0000272	YDL161W, YLR206W	genemark-scf7180000055651-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000055651-processed-gene-0.45&CDS=1-1302
273	OG0000273	YDL167C	genemark-scf7180000053900-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053900-processed-gene-0.0&CDS=1-1155, maker-scf7180000055651-snap-gene-0.30-mRNA-1_1&gene=maker-scf7180000055651-snap-gene-0.30&CDS=1-1428
274	OG0000274	YDL175C, YIL079C	snap_masked-scf7180000055586-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000055586-processed-gene-0.2&CDS=1-867
275	OG0000275	YDL199C	augustus_masked-scf7180000055648-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000055648-processed-gene-0.60&CDS=1-2028, snap_masked-scf7180000054784-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054784-processed-gene-0.1&CDS=1-330
276	OG0000276	YDL209C	genemark-scf7180000055648-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000055648-processed-gene-0.10&CDS=1-999, snap_masked-scf7180000054199-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054199-processed-gene-0.0&CDS=1-612
277	OG0000277	YDL210W	genemark-scf7180000055531-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055531-processed-gene-0.36&CDS=1-1722, genemark-scf7180000055605-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000055605-processed-gene-0.112&CDS=1-1710
278	OG0000278	YDL229W, YNL209W	genemark-scf7180000055579-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000055579-processed-gene-0.51&CDS=1-2214
279	OG0000279	YDR001C	augustus_masked-scf7180000055649-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000055649-processed-gene-0.46&CDS=1-2250, genemark-scf7180000055607-processed-gene-1.205-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.205&CDS=1-2355
280	OG0000280	YDR078C	genemark-scf7180000055528-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000055528-processed-gene-0.42&CDS=1-828, snap_masked-scf7180000054140-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054140-processed-gene-0.0&CDS=1-267
281	OG0000281	YDR082W	snap_masked-scf7180000055175-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055175-processed-gene-0.1&CDS=1-183, snap_masked-scf7180000055615-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000055615-processed-gene-0.159&CDS=1-1497
282	OG0000282	YDR132C	augustus_masked-scf7180000054596-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054596-processed-gene-0.2&CDS=1-444, genemark-scf7180000055613-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055613-processed-gene-0.36&CDS=1-1455
283	OG0000283	YDR142C	genemark-scf7180000055654-processed-gene-0.203-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.203&CDS=1-1461, maker-scf7180000055598-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000055598-augustus-gene-0.5&CDS=1-2922
284	OG0000284	YDR208W	augustus_masked-scf7180000053746-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053746-processed-gene-0.2&CDS=1-1134, genemark-scf7180000055642-processed-gene-1.107-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-1.107&CDS=1-2424
285	OG0000285	YDR213W	augustus_masked-scf7180000054111-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054111-processed-gene-0.2&CDS=1-834, maker-scf7180000055642-snap-gene-1.0-mRNA-1_1&gene=maker-scf7180000055642-snap-gene-1.0&CDS=1-2277
286	OG0000286	YDR221W	augustus_masked-scf7180000055642-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scf7180000055642-processed-gene-1.68&CDS=1-2040, snap_masked-scf7180000054137-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054137-processed-gene-0.0&CDS=1-276
287	OG0000287	YDR222W, YLR225C	genemark-scf7180000055642-processed-gene-1.115-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-1.115&CDS=1-1230
288	OG0000288	YDR233C	augustus_masked-scf7180000054180-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054180-processed-gene-0.2&CDS=1-348, genemark-scf7180000055642-processed-gene-1.138-mRNA-1_1&gene=genemark-scf7180000055642-processed-gene-1.138&CDS=1-783
289	OG0000289	YDR277C, YOR047C	augustus_masked-scf7180000055673-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.54&CDS=1-933
290	OG0000290	YDR296W	genemark-scf7180000055604-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000055604-processed-gene-0.125&CDS=1-666, snap_masked-scf7180000054931-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054931-processed-gene-0.0&CDS=1-288
291	OG0000291	YDR312W, YHR066W	genemark-scf7180000055419-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055419-processed-gene-0.9&CDS=1-1404
292	OG0000292	YDR329C	augustus_masked-scf7180000054494-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054494-processed-gene-0.2&CDS=1-480, genemark-scf7180000055655-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000055655-processed-gene-0.38&CDS=1-1224
293	OG0000293	YDR347W	augustus_masked-scf7180000054214-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054214-processed-gene-0.0&CDS=1-633, genemark-scf7180000055628-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055628-processed-gene-0.12&CDS=1-939
294	OG0000294	YDR353W, YHR106W	maker-scf7180000055628-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000055628-augustus-gene-0.13&CDS=1-2112
295	OG0000295	YDR356W	augustus_masked-scf7180000054771-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054771-processed-gene-0.0&CDS=1-204, augustus_masked-scf7180000055628-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000055628-processed-gene-0.33&CDS=1-3354
296	OG0000296	YDR368W, YOR120W	augustus_masked-scf7180000055594-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055594-processed-gene-0.2&CDS=1-1506
297	OG0000297	YDR385W, YOR133W	genemark-scf7180000055662-processed-gene-4.77-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.77&CDS=1-2526
298	OG0000298	YDR418W, YEL054C	genemark-scf7180000055594-processed-gene-1.135-mRNA-1_1&gene=genemark-scf7180000055594-processed-gene-1.135&CDS=1-495
299	OG0000299	YDR453C, YML028W	genemark-scf7180000055596-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.64&CDS=1-600
300	OG0000300	YDR470C	augustus_masked-scf7180000055180-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055180-processed-gene-0.0&CDS=1-306, snap_masked-scf7180000055673-processed-gene-2.110-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-2.110&CDS=1-1425
301	OG0000301	YDR471W, YHR010W	augustus_masked-scf7180000055673-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.26&CDS=1-384
302	OG0000302	YDR485C	snap_masked-scf7180000054554-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000054554-processed-gene-0.2&CDS=1-432, snap_masked-scf7180000055673-processed-gene-1.17-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-1.17&CDS=1-2154
303	OG0000303	YDR486C	genemark-scf7180000054264-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000054264-processed-gene-0.3&CDS=1-399, snap_masked-scf7180000055673-processed-gene-1.16-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-1.16&CDS=1-702
304	OG0000304	YDR489W	augustus_masked-scf7180000055673-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-1.63&CDS=1-963, genemark-scf7180000054107-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000054107-processed-gene-0.1&CDS=1-807
305	OG0000305	YDR498C	snap_masked-scf7180000055207-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000055207-processed-gene-0.0&CDS=1-285, snap_masked-scf7180000055673-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-1.11&CDS=1-1014
306	OG0000306	YDR500C, YLR185W	augustus_masked-scf7180000055639-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-1.63&CDS=1-264
307	OG0000307	YDR511W	genemark-scf7180000054853-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054853-processed-gene-0.0&CDS=1-267, genemark-scf7180000054885-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000054885-processed-gene-0.0&CDS=1-267
308	OG0000308	YEL001C	augustus_masked-scf7180000055631-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000055631-processed-gene-0.77&CDS=1-708, snap_masked-scf7180000053863-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053863-processed-gene-0.3&CDS=1-177
309	OG0000309	YEL006W, YIL006W	augustus_masked-scf7180000055457-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055457-processed-gene-0.23&CDS=1-3156
310	OG0000310	YEL039C, YJR048W	augustus_masked-scf7180000055561-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055561-processed-gene-0.17&CDS=1-336
311	OG0000311	YEL040W	genemark-scf7180000055537-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055537-processed-gene-0.8&CDS=1-1359, genemark-scf7180000055653-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.88&CDS=1-1362
312	OG0000312	YEL043W	augustus_masked-scf7180000054027-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054027-processed-gene-0.0&CDS=1-972, snap_masked-scf7180000055537-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000055537-processed-gene-0.80&CDS=1-2664
313	OG0000313	YER010C	augustus_masked-scf7180000053740-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053740-processed-gene-0.3&CDS=1-705, genemark-scf7180000055631-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000055631-processed-gene-0.30&CDS=1-705
314	OG0000314	YER023W	augustus_masked-scf7180000053684-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053684-processed-gene-0.0&CDS=1-741, maker-scf7180000055533-augustus-gene-0.31-mRNA-1_1&gene=maker-scf7180000055533-augustus-gene-0.31&CDS=1-4335
315	OG0000315	YER034W	augustus_masked-scf7180000055607-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.37&CDS=1-438, augustus_masked-scf7180000055626-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000055626-processed-gene-0.71&CDS=1-507
316	OG0000316	YER038C	augustus_masked-scf7180000055626-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000055626-processed-gene-0.87&CDS=1-1146, snap_masked-scf7180000054449-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054449-processed-gene-0.1&CDS=1-219
317	OG0000317	YER056C, YER060W-A	augustus_masked-scf7180000055674-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055674-processed-gene-0.23&CDS=1-1587
318	OG0000318	YER062C, YIL053W	genemark-scf7180000055674-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000055674-processed-gene-0.1&CDS=1-750
319	OG0000319	YER074W, YIL069C	snap_masked-scf7180000055556-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000055556-processed-gene-0.33&CDS=1-417
320	OG0000320	YER081W, YIL074C	genemark-scf7180000055586-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000055586-processed-gene-0.30&CDS=1-1407
321	OG0000321	YER131W, YGL189C	genemark-scf7180000055669-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000055669-processed-gene-0.99&CDS=1-357
322	OG0000322	YER166W	genemark-scf7180000055615-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.33&CDS=1-4677, genemark-scf7180000055669-processed-gene-1.89-mRNA-1_1&gene=genemark-scf7180000055669-processed-gene-1.89&CDS=1-4758
323	OG0000323	YER167W	augustus_masked-scf7180000055320-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055320-processed-gene-0.0&CDS=1-228, snap_masked-scf7180000055669-processed-gene-1.19-mRNA-1_1&gene=snap_masked-scf7180000055669-processed-gene-1.19&CDS=1-2640
324	OG0000324	YFL007W	augustus_masked-scf7180000055577-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000055577-processed-gene-0.116&CDS=1-6822, maker-scf7180000055577-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000055577-augustus-gene-0.2&CDS=1-6321
325	OG0000325	YFL011W, YMR011W	genemark-scf7180000055560-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000055560-processed-gene-0.7&CDS=1-1746
326	OG0000326	YFL050C, YOL130W	maker-scf7180000055639-snap-gene-2.298-mRNA-1_1&gene=maker-scf7180000055639-snap-gene-2.298&CDS=1-4494
327	OG0000327	YFL059W, YNL333W	genemark-scf7180000055653-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.68&CDS=1-891
328	OG0000328	YFL060C, YNL334C	genemark-scf7180000055653-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000055653-processed-gene-0.90&CDS=1-666
329	OG0000329	YFR021W	genemark-scf7180000055521-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.36&CDS=1-1548, snap_masked-scf7180000053942-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000053942-processed-gene-0.2&CDS=1-963
330	OG0000330	YFR024C-A, YHR016C	augustus_masked-scf7180000055521-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000055521-processed-gene-0.15&CDS=1-1242
331	OG0000331	YFR031C-A, YIL018W	genemark-scf7180000055615-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000055615-processed-gene-0.16&CDS=1-762
332	OG0000332	YFR033C	augustus_masked-scf7180000054980-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054980-processed-gene-0.2&CDS=1-252, genemark-scf7180000055572-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055572-processed-gene-0.12&CDS=1-372
333	OG0000333	YFR053C, YGL253W	genemark-scf7180000055568-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000055568-processed-gene-0.34&CDS=1-1458
334	OG0000334	YGL008C	genemark-scf7180000055533-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000055533-processed-gene-0.51&CDS=1-2718, genemark-scf7180000055655-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000055655-processed-gene-0.23&CDS=1-2721
335	OG0000335	YGL018C	genemark-scf7180000055655-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000055655-processed-gene-0.41&CDS=1-600, snap_masked-scf7180000055309-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055309-processed-gene-0.1&CDS=1-282
336	OG0000336	YGL050W	augustus_masked-scf7180000054159-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054159-processed-gene-0.0&CDS=1-750, genemark-scf7180000055359-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000055359-processed-gene-0.32&CDS=1-816
337	OG0000337	YGL061C	augustus_masked-scf7180000055639-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.109&CDS=1-615, snap_masked-scf7180000054725-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054725-processed-gene-0.1&CDS=1-237
338	OG0000338	YGL073W	augustus_masked-scf7180000055673-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-0.13&CDS=1-1707, snap_masked-scf7180000055124-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055124-processed-gene-0.1&CDS=1-237
339	OG0000339	YGL076C, YPL198W	maker-scf7180000055673-augustus-gene-0.71-mRNA-1_1&gene=maker-scf7180000055673-augustus-gene-0.71&CDS=1-732
340	OG0000340	YGL082W, YPL191C	genemark-scf7180000055587-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000055587-processed-gene-0.64&CDS=1-1161
341	OG0000341	YGL085W	augustus_masked-scf7180000055673-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-0.11&CDS=1-906, snap_masked-scf7180000053783-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000053783-processed-gene-0.1&CDS=1-492
342	OG0000342	YGL086W	augustus_masked-scf7180000053783-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053783-processed-gene-0.4&CDS=1-1119, augustus_masked-scf7180000055673-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-0.10&CDS=1-2007
343	OG0000343	YGL089C, YPL187W	genemark-scf7180000055600-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000055600-processed-gene-0.117&CDS=1-450
344	OG0000344	YGL093W	augustus_masked-scf7180000054143-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054143-processed-gene-0.2&CDS=1-759, snap_masked-scf7180000055673-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-0.40&CDS=1-2586
345	OG0000345	YGL126W	snap_masked-scf7180000054399-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054399-processed-gene-0.1&CDS=1-354, snap_masked-scf7180000055639-processed-gene-2.191-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-2.191&CDS=1-972
346	OG0000346	YGL134W, YPL219W	augustus_masked-scf7180000055559-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000055559-processed-gene-0.39&CDS=1-1038
347	OG0000347	YGL135W, YPL220W	genemark-scf7180000055563-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000055563-processed-gene-0.73&CDS=1-651
348	OG0000348	YGL140C	augustus_masked-scf7180000053862-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053862-processed-gene-0.0&CDS=1-1335, genemark-scf7180000055595-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000055595-processed-gene-0.21&CDS=1-4704
349	OG0000349	YGL147C, YNL067W	genemark-scf7180000055668-processed-gene-1.74-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.74&CDS=1-573
350	OG0000350	YGL161C	augustus_masked-scf7180000054178-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054178-processed-gene-0.2&CDS=1-399, snap_masked-scf7180000055577-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000055577-processed-gene-0.14&CDS=1-915
351	OG0000351	YGL167C	genemark-scf7180000055577-processed-gene-0.193-mRNA-1_1&gene=genemark-scf7180000055577-processed-gene-0.193&CDS=1-2835, genemark-scf7180000055580-processed-gene-0.170-mRNA-1_1&gene=genemark-scf7180000055580-processed-gene-0.170&CDS=1-2838
352	OG0000352	YGL202W	augustus_masked-scf7180000053984-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053984-processed-gene-0.0&CDS=1-981, genemark-scf7180000055638-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-0.16&CDS=1-1509
353	OG0000353	YGL262W	augustus_masked-scf7180000055614-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000055614-processed-gene-0.33&CDS=1-846, genemark-scf7180000055577-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000055577-processed-gene-0.154&CDS=1-1065
354	OG0000354	YGR008C, YLR327C	augustus_masked-scf7180000055655-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000055655-processed-gene-0.129&CDS=1-264
355	OG0000355	YGR023W, YLR332W	genemark-scf7180000055654-processed-gene-0.194-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.194&CDS=1-1452
356	OG0000356	YGR027C, YLR333C	genemark-scf7180000055552-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000055552-processed-gene-0.93&CDS=1-327
357	OG0000357	YGR034W, YLR344W	genemark-scf7180000055654-processed-gene-0.187-mRNA-1_1&gene=genemark-scf7180000055654-processed-gene-0.187&CDS=1-381
358	OG0000358	YGR052W	genemark-scf7180000055662-processed-gene-1.87-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-1.87&CDS=1-1059, snap_masked-scf7180000054434-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000054434-processed-gene-0.1&CDS=1-390
359	OG0000359	YGR085C, YPR102C	genemark-scf7180000055583-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000055583-processed-gene-0.11&CDS=1-522
360	OG0000360	YGR121C, YPR138C	genemark-scf7180000055665-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000055665-processed-gene-0.75&CDS=1-1533
361	OG0000361	YGR138C, YPR156C	genemark-scf7180000055638-processed-gene-1.2-mRNA-1_1&gene=genemark-scf7180000055638-processed-gene-1.2&CDS=1-1842
