"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"sstart2"	"send2"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"	"pdb_length"	"Coverage"	"locus"	"note"
"Q06835"	""	107	"20ef850ab9329ec2b98a77cbc3e72c05"	"5cda09663b85d1fa7651d70b"	"SWISSMODEL"	2	104	"5gm6.1.I"	-1.5815429426	0.7134327563	100	"https://swissmodel.expasy.org/repository/uniprot/Q06835.pdb?provider=swissmodel&from=2&to=104&template=5gm6.1.I&provider=swissmodel"	"2_104_5gm6.1.I_5cda09663b85d1fa7651d70b"	NA	NA	"5gm6"	NA	102	0.953271028037383	"YPR094W"	NA
"Q12461"	""	358	"31dda1fce9fba628973edc22bfcfed06"	"5cdd3879a03a1bef7becaba0"	"SWISSMODEL"	3	299	"2ixn.1.A"	-3.7063532872	0.6340450953	100	"https://swissmodel.expasy.org/repository/uniprot/Q12461.pdb?provider=swissmodel&from=3&to=299&template=2ixn.1.A&provider=swissmodel"	"3_299_2ixn.1.A_5cdd3879a03a1bef7becaba0"	NA	NA	"2ixn"	NA	296	0.826815642458101	"YPL152W"	NA
"O13555"	""	125	"9b0ccbbd8efea954c84ada174be2cfb0"	"5cd953baa03a1b5f76578fea"	"SWISSMODEL"	79	122	"5coz.1.A"	-1.7609370572	0.5785325816	38.6363639832	"https://swissmodel.expasy.org/repository/uniprot/O13555.pdb?provider=swissmodel&from=79&to=122&template=5coz.1.A&provider=swissmodel"	"79_122_5coz.1.A_5cd953baa03a1b5f76578fea"	NA	NA	"5coz"	NA	43	0.344	"YLR331C"	NA
"Q08412"	""	411	"a4101e46d0fca93841475990910902e7"	"5cd5217ca03a1b64968dfded"	"SWISSMODEL"	98	140	"1mn3.1.A"	0.2690908713	0.8093529414	32.558139801	"https://swissmodel.expasy.org/repository/uniprot/Q08412.pdb?provider=swissmodel&from=98&to=140&template=1mn3.1.A&provider=swissmodel"	"98_140_1mn3.1.A_5cd5217ca03a1b64968dfded"	NA	NA	"1mn3"	NA	42	0.102189781021898	"YOR042W"	NA
"P53963"	""	612	"598a234af965beb1293e304c2aa77d60"	"5a7f177aa52be7849df63549"	"SWISSMODEL"	535	560	"5kug.1.A"	-1.656544766	0.583431972	35.7142868042	"https://swissmodel.expasy.org/repository/uniprot/P53963.pdb?provider=swissmodel&from=535&to=560&template=5kug.1.A&provider=swissmodel"	"535_560_5kug.1.A_5a7f177aa52be7849df63549"	NA	NA	"5kug"	NA	25	0.0408496732026144	"YNL034W"	NA
"P32338"	""	300	"98219bc25645e5b9c9f4f25e5d5694f8"	"5cd56ae79ffd12b1b14afd74"	"SWISSMODEL"	141	281	"5wjq.1.C"	-2.9356730753	0.6292105362	23.387096405	"https://swissmodel.expasy.org/repository/uniprot/P32338.pdb?provider=swissmodel&from=141&to=281&template=5wjq.1.C&provider=swissmodel"	"141_281_5wjq.1.C_5cd56ae79ffd12b1b14afd74"	NA	NA	"5wjq"	NA	140	0.466666666666667	"YGR044C"	NA
"P47156"	""	728	"0c7d80526d4d4300fcfe72e15546a77a"	"5902af2cf4763d09ad9c593d"	"SWISSMODEL"	296	642	"5fzb.1.A"	-3.777824641	0.6408647603	36.8902435303	"https://swissmodel.expasy.org/repository/uniprot/P47156.pdb?provider=swissmodel&from=296&to=642&template=5fzb.1.A&provider=swissmodel"	"296_642_5fzb.1.A_5902af2cf4763d09ad9c593d"	NA	NA	"5fzb"	NA	346	0.475274725274725	"YJR119C"	NA
"P47156"	""	728	"0c7d80526d4d4300fcfe72e15546a77a"	"5902af2cf4763d09ad9c5941"	"SWISSMODEL"	3	84	"5ceh.1.A"	-0.5171323752	0.7630508975	35	"https://swissmodel.expasy.org/repository/uniprot/P47156.pdb?provider=swissmodel&from=3&to=84&template=5ceh.1.A&provider=swissmodel"	"3_84_5ceh.1.A_5902af2cf4763d09ad9c5941"	NA	NA	"5ceh"	NA	81	0.111263736263736	"YJR119C"	NA
"P33734"	""	552	"31f60a4529ac1c979a14373ae0669f1e"	"5cd6fadbd60c59513cdcd0b9"	"SWISSMODEL"	1	552	"1jvn.1.A"	0.8238063881	0.7991480982	100	"https://swissmodel.expasy.org/repository/uniprot/P33734.pdb?provider=swissmodel&from=1&to=552&template=1jvn.1.A&provider=swissmodel"	"1_552_1jvn.1.A_5cd6fadbd60c59513cdcd0b9"	NA	NA	"1jvn"	NA	551	0.998188405797101	"YBR248C"	NA
"P39968"	""	578	"e9c5de15814e0872b8392ca436067c3d"	"5cd7397f732c1e5ded6407d1"	"SWISSMODEL"	19	512	"5xjg.1.C"	-1.5561627235	0.7232940176	100	"https://swissmodel.expasy.org/repository/uniprot/P39968.pdb?provider=swissmodel&from=19&to=512&template=5xjg.1.C&provider=swissmodel"	"19_512_5xjg.1.C_5cd7397f732c1e5ded6407d1"	NA	NA	"5xjg"	NA	493	0.852941176470588	"YEL013W"	NA
"P53930"	""	226	"5714a308d32553b4c5399bc2695a67ef"	"5cd6c87f8fd6f96eac45fce7"	"SWISSMODEL"	8	169	"3fk3.1.B"	-0.989895835	0.7415607356	100	"https://swissmodel.expasy.org/repository/uniprot/P53930.pdb?provider=swissmodel&from=8&to=169&template=3fk3.1.B&provider=swissmodel"	"8_169_3fk3.1.B_5cd6c87f8fd6f96eac45fce7"	NA	NA	"3fk3"	NA	161	0.712389380530973	"YNL107W"	NA
"P32912"	""	316	"1dd116b65c55d0450b2f88b08ab48bb9"	"5cd5077ba03a1b18e361f412"	"SWISSMODEL"	8	124	"1kmd.1.A"	-2.4524588622	0.6565389948	100	"https://swissmodel.expasy.org/repository/uniprot/P32912.pdb?provider=swissmodel&from=8&to=124&template=1kmd.1.A&provider=swissmodel"	"8_124_1kmd.1.A_5cd5077ba03a1b18e361f412"	NA	NA	"1kmd"	NA	116	0.367088607594937	"YGL212W"	NA
"Q12250"	""	445	"d5aa1b08eb85802639df1196811937b7"	"5cd5a8acd60c5902cdce3eb5"	"SWISSMODEL"	1	440	"5mpd.1.I"	-3.0910561802	0.6680828869	100	"https://swissmodel.expasy.org/repository/uniprot/Q12250.pdb?provider=swissmodel&from=1&to=440&template=5mpd.1.I&provider=swissmodel"	"1_440_5mpd.1.I_5cd5a8acd60c5902cdce3eb5"	NA	NA	"5mpd"	NA	439	0.986516853932584	"YDL147W"	NA
"P40060"	""	125	"f1d6848c50088ef6275d029f87ed71fa"	"59cc3e5ca52be75f4bc3cc59"	"SWISSMODEL"	79	98	"5gpy.1.A"	0.4490958962	0.8213242092	31.0344829559	"https://swissmodel.expasy.org/repository/uniprot/P40060.pdb?provider=swissmodel&from=79&to=98&template=5gpy.1.A&provider=swissmodel"	"79_98_5gpy.1.A_59cc3e5ca52be75f4bc3cc59"	NA	NA	"5gpy"	NA	19	0.152	"YER092W"	NA
"P40358"	""	645	"dce9577e1fb8bcf1648d7a658cc45c92"	"59391e99afa35818feff37ea"	"SWISSMODEL"	535	617	"2l6l.1.A"	-2.503344024	0.6382418489	36.5853652954	"https://swissmodel.expasy.org/repository/uniprot/P40358.pdb?provider=swissmodel&from=535&to=617&template=2l6l.1.A&provider=swissmodel"	"535_617_2l6l.1.A_59391e99afa35818feff37ea"	NA	NA	"2l6l"	NA	82	0.127131782945736	"YJL073W"	NA
"P53193"	""	184	"9b6cad83bde2dc28ff9b773e0b9ecbca"	"5cd7acf4a03a1ba686a54138"	"SWISSMODEL"	8	181	"3uo3.1.A"	0.4232585706	0.8040300604	100	"https://swissmodel.expasy.org/repository/uniprot/P53193.pdb?provider=swissmodel&from=8&to=181&template=3uo3.1.A&provider=swissmodel"	"8_181_3uo3.1.A_5cd7acf4a03a1ba686a54138"	NA	NA	"3uo3"	NA	173	0.940217391304348	"YGL018C"	NA
"P40494"	""	810	"1391069c4fe48785770f0cb748028f33"	"5cd8e7b5732c1eaccbcb42ca"	"SWISSMODEL"	10	300	"5te0.1.A"	-2.1300260239	0.6915650375	37.4558296204	"https://swissmodel.expasy.org/repository/uniprot/P40494.pdb?provider=swissmodel&from=10&to=300&template=5te0.1.A&provider=swissmodel"	"10_300_5te0.1.A_5cd8e7b5732c1eaccbcb42ca"	NA	NA	"5te0"	NA	290	0.358024691358025	"YIL095W"	NA
"P09798"	""	840	"e25f39aa8da9d7a21a102f6f620e92b6"	"5cd9132308cc8fc96071bb61"	"SWISSMODEL"	229	755	"5a31.1.C"	-3.9054708638	0.6414811482	18.75	"https://swissmodel.expasy.org/repository/uniprot/P09798.pdb?provider=swissmodel&from=229&to=755&template=5a31.1.C&provider=swissmodel"	"229_755_5a31.1.C_5cd9132308cc8fc96071bb61"	NA	NA	"5a31"	NA	526	0.626190476190476	"YKL022C"	NA
"P00045"	""	113	"d012f3768f4bad194b777d2711f71269"	"5cd9ce9f732c1e2722bf7408"	"SWISSMODEL"	2	113	"3cxh.1.W"	-1.1584371318	0.7331213891	100	"https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?provider=swissmodel&from=2&to=113&template=3cxh.1.W&provider=swissmodel"	"2_113_3cxh.1.W_5cd9ce9f732c1e2722bf7408"	NA	NA	"3cxh"	NA	111	0.982300884955752	"YEL039C"	NA
"Q04934"	""	453	"4c35617c91d11731dd5a21dbd89f212b"	"5cd5c8098fd6f94aedac600f"	"SWISSMODEL"	106	286	"3ok8.1.A"	-1.903197239	0.7079058329	12.3595504761	"https://swissmodel.expasy.org/repository/uniprot/Q04934.pdb?provider=swissmodel&from=106&to=286&template=3ok8.1.A&provider=swissmodel"	"106_286_3ok8.1.A_5cd5c8098fd6f94aedac600f"	NA	NA	"3ok8"	NA	180	0.397350993377483	"YDR229W"	NA
"Q04934"	""	453	"4c35617c91d11731dd5a21dbd89f212b"	"5cd5c8098fd6f94aedac6017"	"SWISSMODEL"	96	250	"1wdz.1.A"	-3.1422668988	0.6597896671	16.7832164764	"https://swissmodel.expasy.org/repository/uniprot/Q04934.pdb?provider=swissmodel&from=96&to=250&template=1wdz.1.A&provider=swissmodel"	"96_250_1wdz.1.A_5cd5c8098fd6f94aedac6017"	NA	NA	"1wdz"	NA	154	0.339955849889625	"YDR229W"	NA
"Q04934"	""	453	"4c35617c91d11731dd5a21dbd89f212b"	"5cd5c8098fd6f94aedac601f"	"SWISSMODEL"	203	324	"3jc1.1.A"	-3.8162464479	0.582121308	15.517241478	"https://swissmodel.expasy.org/repository/uniprot/Q04934.pdb?provider=swissmodel&from=203&to=324&template=3jc1.1.A&provider=swissmodel"	"203_324_3jc1.1.A_5cd5c8098fd6f94aedac601f"	NA	NA	"3jc1"	NA	121	0.267108167770419	"YDR229W"	NA
"P04385"	""	528	"b28aafb96d1858a638aa3e83f8b47abf"	"5cd6b8ff9ffd12b7bb867651"	"SWISSMODEL"	9	528	"2aj4.1.A"	-0.0182896862	0.7703132952	100	"https://swissmodel.expasy.org/repository/uniprot/P04385.pdb?provider=swissmodel&from=9&to=528&template=2aj4.1.A&provider=swissmodel"	"9_528_2aj4.1.A_5cd6b8ff9ffd12b7bb867651"	NA	NA	"2aj4"	NA	519	0.982954545454545	"YBR020W"	NA
"Q03558"	""	400	"18b7c5e65830b4664bb32bd9411f99a5"	"5cd4ff3c9ffd125d0da84075"	"SWISSMODEL"	2	399	"3tx9.1.A"	1.7948873532	0.8339427975	91.9799499512	"https://swissmodel.expasy.org/repository/uniprot/Q03558.pdb?provider=swissmodel&from=2&to=399&template=3tx9.1.A&provider=swissmodel"	"2_399_3tx9.1.A_5cd4ff3c9ffd125d0da84075"	NA	NA	"3tx9"	NA	397	0.9925	"YHR179W"	NA
"P25382"	""	515	"04e343fc6ac1052bbe91b13025c66483"	"5cd693773b85d1612f3d6388"	"SWISSMODEL"	28	514	"5jcs.1.3"	-2.5333064538	0.6917771968	100	"https://swissmodel.expasy.org/repository/uniprot/P25382.pdb?provider=swissmodel&from=28&to=514&template=5jcs.1.3&provider=swissmodel"	"28_514_5jcs.1.3_5cd693773b85d1612f3d6388"	NA	NA	"5jcs"	NA	486	0.94368932038835	"YCR072C"	NA
"P47119"	""	197	"279a70a3cd55f219c395045c6c88b1cd"	"5cd766de9ffd12b41e2d8069"	"SWISSMODEL"	3	194	"4f95.1.A"	-2.79074987	0.671739727	42.3913040161	"https://swissmodel.expasy.org/repository/uniprot/P47119.pdb?provider=swissmodel&from=3&to=194&template=4f95.1.A&provider=swissmodel"	"3_194_4f95.1.A_5cd766de9ffd12b41e2d8069"	NA	NA	"4f95"	NA	191	0.969543147208122	"YJR069C"	NA
"P31385"	""	405	"3a438a7437dd6ee14018bd7c4e0a3b4c"	"5cd50e869ffd127bd8feaf05"	"SWISSMODEL"	174	206	"4auv.2.B"	-0.0555612559	0.7817542202	30.303030014	"https://swissmodel.expasy.org/repository/uniprot/P31385.pdb?provider=swissmodel&from=174&to=206&template=4auv.2.B&provider=swissmodel"	"174_206_4auv.2.B_5cd50e869ffd127bd8feaf05"	NA	NA	"4auv"	NA	32	0.0790123456790123	"YAL013W"	NA
"P53125"	""	1264	"77317340a7c29b83e6685cb4840a670c"	"5cdb035f1a200bc69045786a"	"SWISSMODEL"	757	865	"4ilo.2.A"	-3.1326300453	0.6283702534	12.9870128632	"https://swissmodel.expasy.org/repository/uniprot/P53125.pdb?provider=swissmodel&from=757&to=865&template=4ilo.2.A&provider=swissmodel"	"757_865_4ilo.2.A_5cdb035f1a200bc69045786a"	NA	NA	"4ilo"	NA	108	0.0854430379746835	"YGL133W"	NA
"P38626"	""	284	"680ab1f2be568c3d6ff96012d5f60314"	"5cd5b6e4a03a1b788d685242"	"SWISSMODEL"	28	268	"2eix.1.A"	-0.0494416584	0.7729609758	45.957447052	"https://swissmodel.expasy.org/repository/uniprot/P38626.pdb?provider=swissmodel&from=28&to=268&template=2eix.1.A&provider=swissmodel"	"28_268_2eix.1.A_5cd5b6e4a03a1b788d685242"	NA	NA	"2eix"	NA	240	0.845070422535211	"YIL043C"	NA
"P38699"	""	743	"7fcfd855e436683260cbf3c37e1ab4e0"	"5cd87c2f1a200b7bd7528003"	"SWISSMODEL"	18	57	"1pyi.1.D"	-3.0805582362	0.5933536594	32.5	"https://swissmodel.expasy.org/repository/uniprot/P38699.pdb?provider=swissmodel&from=18&to=57&template=1pyi.1.D&provider=swissmodel"	"18_57_1pyi.1.D_5cd87c2f1a200b7bd7528003"	NA	NA	"1pyi"	NA	39	0.0524899057873486	"YHR178W"	NA
"P21374"	""	235	"26a37b3a89619e2f0c3f2c121da9288c"	"5cd69a6608cc8f94a32e97c7"	"SWISSMODEL"	1	97	"5lj5.1.K"	-2.3522269674	0.6662632708	100	"https://swissmodel.expasy.org/repository/uniprot/P21374.pdb?provider=swissmodel&from=1&to=97&template=5lj5.1.K&provider=swissmodel"	"1_97_5lj5.1.K_5cd69a6608cc8f94a32e97c7"	NA	NA	"5lj5"	NA	96	0.408510638297872	"YJR050W"	NA
"P38144"	""	1129	"6fffc461b46cd7e28da2ec0a131777f8"	"5cda76ce732c1eaed4e3052b"	"SWISSMODEL"	100	737	"5jxr.1.A"	-1.4330191568	0.7161176817	65.3521118164	"https://swissmodel.expasy.org/repository/uniprot/P38144.pdb?provider=swissmodel&from=100&to=737&template=5jxr.1.A&provider=swissmodel"	"100_737_5jxr.1.A_5cda76ce732c1eaed4e3052b"	NA	NA	"5jxr"	NA	637	0.564216120460585	"YBR245C"	NA
"P38144"	""	1129	"6fffc461b46cd7e28da2ec0a131777f8"	"5cda76ce732c1eaed4e30533"	"SWISSMODEL"	789	1075	"2y9z.1.A"	-3.1342810509	0.6479861268	100	"https://swissmodel.expasy.org/repository/uniprot/P38144.pdb?provider=swissmodel&from=789&to=1075&template=2y9z.1.A&provider=swissmodel"	"789_1075_2y9z.1.A_5cda76ce732c1eaed4e30533"	NA	NA	"2y9z"	NA	286	0.253321523472099	"YBR245C"	NA
"P27472"	""	705	"15dd9da2101e1557829eab399f1fd70f"	"5cd838461a200b9b4863f4b1"	"SWISSMODEL"	2	639	"4kqm.1.B"	-0.7424964222	0.741323158	99.7159118652	"https://swissmodel.expasy.org/repository/uniprot/P27472.pdb?provider=swissmodel&from=2&to=639&template=4kqm.1.B&provider=swissmodel"	"2_639_4kqm.1.B_5cd838461a200b9b4863f4b1"	NA	NA	"4kqm"	NA	637	0.90354609929078	"YLR258W"	NA
"P13134"	""	814	"f9834594348833b494530048f14f6ee6"	"5cd8ebcb9ffd12aee852444e"	"SWISSMODEL"	121	601	"1r64.1.A"	0.4521684198	0.7889422657	100	"https://swissmodel.expasy.org/repository/uniprot/P13134.pdb?provider=swissmodel&from=121&to=601&template=1r64.1.A&provider=swissmodel"	"121_601_1r64.1.A_5cd8ebcb9ffd12aee852444e"	NA	NA	"1r64"	NA	480	0.58968058968059	"YNL238W"	NA
"P16467"	""	563	"f9dab555bfc437c22a75f4dd3bd329ce"	"5cd7174a9ffd12bc2d16d65e"	"SWISSMODEL"	2	563	"2w93.1.B"	-0.1660678126	0.762363968	88.0994644165	"https://swissmodel.expasy.org/repository/uniprot/P16467.pdb?provider=swissmodel&from=2&to=563&template=2w93.1.B&provider=swissmodel"	"2_563_2w93.1.B_5cd7174a9ffd12bc2d16d65e"	NA	NA	"2w93"	NA	561	0.996447602131439	"YLR134W"	NA
"Q05905"	""	244	"966ca09871f7b5baf28e16ec59005875"	"5cd6719f8fd6f98980965448"	"SWISSMODEL"	1	244	"3rby.1.A"	-0.4614625036	0.758641479	99.5901641846	"https://swissmodel.expasy.org/repository/uniprot/Q05905.pdb?provider=swissmodel&from=1&to=244&template=3rby.1.A&provider=swissmodel"	"1_244_3rby.1.A_5cd6719f8fd6f98980965448"	NA	NA	"3rby"	NA	243	0.995901639344262	"YLR301W"	NA
"Q12056"	""	156	"ec8a223c7688c8127105a995760ff880"	"5cd85fa23b85d19931befed2"	"SWISSMODEL"	20	155	"5t0v.1.C"	-3.4526801167	0.5966408972	82.3529434204	"https://swissmodel.expasy.org/repository/uniprot/Q12056.pdb?provider=swissmodel&from=20&to=155&template=5t0v.1.C&provider=swissmodel"	"20_155_5t0v.1.C_5cd85fa23b85d19931befed2"	NA	NA	"5t0v"	NA	135	0.865384615384615	"YOR226C"	NA
"P23594"	""	369	"b210ab523ac09dd37f203cb0d88eb104"	"5cd485009ffd12ff6c87c3fe"	"SWISSMODEL"	65	369	"5w0w.1.C"	-1.4800805791	0.7238645862	74.7540969849	"https://swissmodel.expasy.org/repository/uniprot/P23594.pdb?provider=swissmodel&from=65&to=369&template=5w0w.1.C&provider=swissmodel"	"65_369_5w0w.1.C_5cd485009ffd12ff6c87c3fe"	NA	NA	"5w0w"	NA	304	0.823848238482385	"YDL134C"	NA
"P07991"	""	424	"2f5dfbf2dfbd66fda2eaf80add5d6d67"	"5cd55bafa03a1b17091f2e7e"	"SWISSMODEL"	7	421	"2can.1.A"	-0.3577396538	0.7553675582	55.2763824463	"https://swissmodel.expasy.org/repository/uniprot/P07991.pdb?provider=swissmodel&from=7&to=421&template=2can.1.A&provider=swissmodel"	"7_421_2can.1.A_5cd55bafa03a1b17091f2e7e"	NA	NA	"2can"	NA	414	0.976415094339623	"YLR438W"	NA
"Q03323"	""	175	"47d76da08c5edf6c9513b0cf84dcf069"	"5cd7e1623b85d154fedff5ff"	"SWISSMODEL"	117	166	"3g36.1.A"	-1.7895319926	0.698725073	32	"https://swissmodel.expasy.org/repository/uniprot/Q03323.pdb?provider=swissmodel&from=117&to=166&template=3g36.1.A&provider=swissmodel"	"117_166_3g36.1.A_5cd7e1623b85d154fedff5ff"	NA	NA	"3g36"	NA	49	0.28	"YDR469W"	NA
"P49960"	""	444	"10a1c91612c1585877f2968bab47a21d"	"5cd5a832732c1ec79c21484f"	"SWISSMODEL"	26	444	"5vsu.1.A"	0.0569174501	0.7778356357	100	"https://swissmodel.expasy.org/repository/uniprot/P49960.pdb?provider=swissmodel&from=26&to=444&template=5vsu.1.A&provider=swissmodel"	"26_444_5vsu.1.A_5cd5a832732c1ec79c21484f"	NA	NA	"5vsu"	NA	418	0.941441441441441	"YMR268C"	NA
"Q6WNK7"	""	96	"873a8cd70bf0b03b88d16044ec994239"	"5cda737ad60c59f2e8006fe3"	"SWISSMODEL"	3	95	"3fwc.4.D"	0.2409335903	0.8106655407	100	"https://swissmodel.expasy.org/repository/uniprot/Q6WNK7.pdb?provider=swissmodel&from=3&to=95&template=3fwc.4.D&provider=swissmodel"	"3_95_3fwc.4.D_5cda737ad60c59f2e8006fe3"	NA	NA	"3fwc"	NA	92	0.958333333333333	"YBR111W-A"	NA
"Q12012"	""	251	"b387068bb526b5ee6a85444716ae4519"	"5cd64f6fa03a1be7ccdd4371"	"SWISSMODEL"	24	239	"1vaj.1.A"	-3.1528875659	0.6514371361	23.9130439758	"https://swissmodel.expasy.org/repository/uniprot/Q12012.pdb?provider=swissmodel&from=24&to=239&template=1vaj.1.A&provider=swissmodel"	"24_239_1vaj.1.A_5cd64f6fa03a1be7ccdd4371"	NA	NA	"1vaj"	NA	215	0.856573705179283	"YOR289W"	NA
"P53843"	""	298	"08d2b6cf82bad7ebd3f60fbaacb5b250"	"5cd573289ffd123f69229e83"	"SWISSMODEL"	3	184	"3ggz.1.A"	-0.7176246473	0.7540249233	100	"https://swissmodel.expasy.org/repository/uniprot/P53843.pdb?provider=swissmodel&from=3&to=184&template=3ggz.1.A&provider=swissmodel"	"3_184_3ggz.1.A_5cd573289ffd123f69229e83"	NA	NA	"3ggz"	NA	181	0.60738255033557	"YNL265C"	NA
"Q6Q560"	""	94	"03a8d69a144d65c518e4298756de965e"	"5cda9479732c1e6fe92e9508"	"SWISSMODEL"	7	88	"5wlw.1.F"	-0.8692883958	0.7398047119	37.9310340881	"https://swissmodel.expasy.org/repository/uniprot/Q6Q560.pdb?provider=swissmodel&from=7&to=88&template=5wlw.1.F&provider=swissmodel"	"7_88_5wlw.1.F_5cda9479732c1e6fe92e9508"	NA	NA	"5wlw"	NA	81	0.861702127659574	"YER048W-A"	NA
"Q03266"	""	374	"1291cdcb41c67b1661f4b5db92566ca0"	"5cd496d98fd6f9dd8effc8e1"	"SWISSMODEL"	23	374	"4k6n.1.A"	-0.9279630331	0.7449974165	100	"https://swissmodel.expasy.org/repository/uniprot/Q03266.pdb?provider=swissmodel&from=23&to=374&template=4k6n.1.A&provider=swissmodel"	"23_374_4k6n.1.A_5cd496d98fd6f9dd8effc8e1"	NA	NA	"4k6n"	NA	351	0.938502673796791	"YMR289W"	NA
"Q12425"	""	185	"835e1036a9f81552156a7d9cd4d8c102"	"5cd7a7b68fd6f92281f43162"	"SWISSMODEL"	59	184	"1x0g.1.B"	-3.7567132975	0.5846434571	23.8095245361	"https://swissmodel.expasy.org/repository/uniprot/Q12425.pdb?provider=swissmodel&from=59&to=184&template=1x0g.1.B&provider=swissmodel"	"59_184_1x0g.1.B_5cd7a7b68fd6f92281f43162"	NA	NA	"1x0g"	NA	125	0.675675675675676	"YPR067W"	NA
"Q07821"	""	250	"549cc5bfb40504ee353db818cf304c00"	"5cd651d39ffd120672e08483"	"SWISSMODEL"	146	250	"1x0g.1.C"	-3.5328262755	0.6470722883	32.3809509277	"https://swissmodel.expasy.org/repository/uniprot/Q07821.pdb?provider=swissmodel&from=146&to=250&template=1x0g.1.C&provider=swissmodel"	"146_250_1x0g.1.C_5cd651d39ffd120672e08483"	NA	NA	"1x0g"	NA	104	0.416	"YLL027W"	NA
"Q07821"	""	250	"549cc5bfb40504ee353db818cf304c00"	"5cd651d39ffd120672e0847f"	"SWISSMODEL"	146	250	"1x0g.1.B"	-3.5328262755	0.6470722883	32.3809509277	"https://swissmodel.expasy.org/repository/uniprot/Q07821.pdb?provider=swissmodel&from=146&to=250&template=1x0g.1.B&provider=swissmodel"	"146_250_1x0g.1.B_5cd651d39ffd120672e0847f"	NA	NA	"1x0g"	NA	104	0.416	"YLL027W"	NA
"P40545"	""	261	"2d127d8fd16552ac69b4c387c7fad434"	"5cd61894a03a1ba0be4cfc2d"	"SWISSMODEL"	2	261	"2agk.1.A"	-0.1436196311	0.7727230272	100	"https://swissmodel.expasy.org/repository/uniprot/P40545.pdb?provider=swissmodel&from=2&to=261&template=2agk.1.A&provider=swissmodel"	"2_261_2agk.1.A_5cd61894a03a1ba0be4cfc2d"	NA	NA	"2agk"	NA	259	0.992337164750958	"YIL020C"	NA
"P36009"	""	735	"d7a43b8302b131a3844abb609d4f116a"	"5cd870b19ffd12eecc988d3b"	"SWISSMODEL"	59	734	"3kx2.2.A"	-2.2483572288	0.6863561931	40.1215820312	"https://swissmodel.expasy.org/repository/uniprot/P36009.pdb?provider=swissmodel&from=59&to=734&template=3kx2.2.A&provider=swissmodel"	"59_734_3kx2.2.A_5cd870b19ffd12eecc988d3b"	NA	NA	"3kx2"	NA	675	0.918367346938776	"YKL078W"	NA
"Q12269"	"Q12269-1"	1755	"a1c37e867e3e381b271fdeef673406db"	"5903abe6a52be72464ca863e"	"SWISSMODEL"	636	837	"3s3n.1.A"	-3.5056850532	0.6395578867	29.6703300476	"https://swissmodel.expasy.org/repository/uniprot/Q12269.pdb?provider=swissmodel&from=636&to=837&template=3s3n.1.A&provider=swissmodel"	"636_837_3s3n.1.A_5903abe6a52be72464ca863e"	NA	NA	"3s3n"	NA	201	0.114529914529915	"YGR038C-B"	NA
"Q99181"	""	213	"f7af786f81798dd899cd51e659c72f62"	"5cd712133b85d168261be9be"	"SWISSMODEL"	8	205	"5lsb.1.A"	-1.5911746369	0.7183496044	100	"https://swissmodel.expasy.org/repository/uniprot/Q99181.pdb?provider=swissmodel&from=8&to=205&template=5lsb.1.A&provider=swissmodel"	"8_205_5lsb.1.A_5cd712133b85d168261be9be"	NA	NA	"5lsb"	NA	197	0.924882629107981	"YOR319W"	NA
"Q03036"	""	179	"60fd3605327aced1438241e661d4f63a"	"5cd7ccb33b85d12c947f9be4"	"SWISSMODEL"	3	170	"5cog.1.A"	-0.7274795079	0.7516447816	100	"https://swissmodel.expasy.org/repository/uniprot/Q03036.pdb?provider=swissmodel&from=3&to=170&template=5cog.1.A&provider=swissmodel"	"3_170_5cog.1.A_5cd7ccb33b85d12c947f9be4"	NA	NA	"5cog"	NA	167	0.932960893854749	"YDR540C"	NA
"P32909"	""	740	"0aff07b473a69cf121afb7f98740906c"	"5cd87770d60c59265078df7e"	"SWISSMODEL"	202	286	"3fma.5.A"	-0.4842382678	0.7679087275	100	"https://swissmodel.expasy.org/repository/uniprot/P32909.pdb?provider=swissmodel&from=202&to=286&template=3fma.5.A&provider=swissmodel"	"202_286_3fma.5.A_5cd87770d60c59265078df7e"	NA	NA	"3fma"	NA	84	0.113513513513514	"YBR172C"	NA
"P43610"	""	853	"7610bfe4672cb7cfa842df3d7446c9ed"	"5cd92b703b85d18020642fd0"	"SWISSMODEL"	202	778	"5jxr.1.A"	-3.2312496994	0.6532321036	44.8897781372	"https://swissmodel.expasy.org/repository/uniprot/P43610.pdb?provider=swissmodel&from=202&to=778&template=5jxr.1.A&provider=swissmodel"	"202_778_5jxr.1.A_5cd92b703b85d18020642fd0"	NA	NA	"5jxr"	NA	576	0.675263774912075	"YFR038W"	NA
"P39007"	""	718	"a3f1202cb96bc571190db5f7149443d3"	"5cd84e27732c1e57d0bf10d9"	"SWISSMODEL"	6	718	"6ezn.1.F"	-3.8113688563	0.6293031076	100	"https://swissmodel.expasy.org/repository/uniprot/P39007.pdb?provider=swissmodel&from=6&to=718&template=6ezn.1.F&provider=swissmodel"	"6_718_6ezn.1.F_5cd84e27732c1e57d0bf10d9"	NA	NA	"6ezn"	NA	712	0.991643454038997	"YGL022W"	NA
