"locus"	"pdbid"	"sstart2"	"send2"	"qstart2"	"qend2"	"strain_type"	"p_value"
"YJL011C"	"1_160_2ckz.2.A_5a5bd605c730d4324f99a9f2"	1	160	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR374C"	"141_302_4rcm.1.A_5cd544819ffd1204c9950f31"	141	302	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR374C"	"25_67_5j0j.1.A_5cd544819ffd1204c9950f35"	25	67	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR072C"	"407_436_5iy6.1.N_5cd6b4f03b85d1fe73eb11b3"	407	436	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL060W"	"18_444_3b46.1.A_5cd5a6143b85d18110fcbbb7"	18	444	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR163C"	"24_462_1hr7.1.B_5cd5e64b8fd6f92a1161778a"	24	462	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR176W"	"545_663_3ter.1.A_5cd832ecd60c5961e1046934"	545	663	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR176W"	"505_610_4kis.1.A_5cd832ecd60c5961e1046930"	505	610	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR024C"	"14_470_1hr6.1.A_5cd62270a03a1b700033d693"	14	470	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR002W"	"295_539_5wlc.32.A_5cd758748fd6f9f1a2717ef4"	295	539	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YAL046C"	"35_112_2ncl.1.A_5cd9964a1a200be236527cf8"	35	112	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR036C"	"226_403_1cwr.1.A_5cd6feba1a200bbbbb32c977"	226	403	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL055C"	"1_356_5z0a.1.A_5cdd4ac708cc8f275370b5e1"	1	356	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPR181C"	"2_768_4bzi.1.F_5cd8a03e732c1e9be3cc3b31"	2	768	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL091W"	"256_390_3jbh.1.B_5cd77a7a3b85d1ad18b816ac"	256	390	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR177C"	"183_312_5j1i.1.A_5cd5eac808cc8ff0c3726dbb"	183	312	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.1576"
"YOR177C"	"204_325_3na7.1.A_5cd5eac808cc8ff0c3726dbf"	204	325	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.3392"
"YDR223W"	"366_396_4pft.1.A_5cd5f4a31a200b038849e5cc"	366	396	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.2545"
"YDR223W"	"24_48_2lw6.1.A_5cd5f4a31a200b038849e5d0"	24	48	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.5875"
"YHR177W"	"6_190_4m8b.1.C_5cd5c7083b85d11f092497ce"	6	190	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6028"
"YGL080W"	"34_58_5lzf.1.B_597de24b26232580b017533e"	34	58	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR274W"	"13_421_3epl.1.A_5cd56e90732c1e3b0e2661fd"	13	421	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"2_410_3epl.1.A_5cd53f529ffd12348fa7d302"	2	410	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAL064W"	"11_42_2w8m.1.A_5cda921f9ffd120a36102b71"	11	42	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR059W"	"197_327_1zcy.1.A_5cd73d8bd60c59747dfd14aa"	197	327	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL148W"	"23_180_4c3h.1.N_5cd6a70ed60c59332399a17f"	23	180	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL104C"	"31_406_3wuh.2.A_5cd514e6732c1e8bb7ecedfc"	31	406	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR145W"	"2_363_5wlc.27.A_5cd83bb31a200b341afbba11"	2	363	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER152C"	"3_437_3ath.1.A_5cd5a9f01a200b2b1a3395a2"	3	437	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR235W"	"2_542_6g90.1.G_5cd6e9478fd6f9925570848b"	2	542	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR041W"	"246_405_2ful.5.A_5cd510391a200ba2391b801e"	246	405	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR041W"	"3_149_6fyx.1.f_5cd510391a200ba2391b801a"	3	149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"224_375_2ful.1.A_5cd4cebfa03a1ba03e5b1833"	224	375	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
NA	"1_132_6fyx.1.f_5cd4cebfa03a1ba03e5b1837"	1	132	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL087C"	"1_137_5ojw.1.B_5cd8eaaea03a1bae0a454c98"	1	137	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR270C"	"326_429_3mb3.1.A_5cd6ea398fd6f9be07fcc5ce"	326	429	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR267C"	"213_497_4l9i.1.A_5cd8952a9ffd1217f8ea1860"	213	497	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR320W"	"897_1080_3ea5.2.B_5cdb620dd60c59549a1b9e6f"	897	1080	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YLL006W"	"173_421_5yk6.1.A_5cd563dc8fd6f92336ff585b"	173	421	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL051C"	"20_144_3quw.1.A_5cd8ae44a03a1baaea144c22"	20	144	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL149C"	"1592_1630_4nbz.1.B_5a7b9a8214055033b1e35f04"	1592	1630	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.9468"
"YLR035C"	"5_360_3h4l.1.B_5cd8277c3b85d17c96d518d1"	5	360	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL106W"	"2_149_1m46.1.A_5cd89485d60c59f95424784b"	2	149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAL055W"	"57_180_2y9m.1.B_5cd7c579a03a1b6945748f98"	57	180	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL211C"	"222_250_3vvo.1.A_5c719e02732c1e17d88b9580"	222	250	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.6573"
"YBR115C"	"2_918_5t3d.1.A_5cdb4f98d60c594ebbb99a7c"	2	918	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR048C"	"82_363_2z2r.1.A_5cd53f529ffd12348fa7d2f6"	82	363	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL140C"	"210_498_2y4i.1.B_5cd67719732c1e8d97954a7e"	210	498	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR242W"	"26_231_5yox.4.A_5cd68c0c9ffd1289e75dea6e"	26	231	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YEL007W"	"5_237_4m8b.1.C_5cd7ea3208cc8f1b67d73d53"	5	237	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR032W"	"2_275_4wpe.1.A_5cd7ef908fd6f94ffaecbd3b"	2	275	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR192C"	"397_430_6b4e.2.B_5cd573599ffd124a968ccdc2"	397	430	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJL221C"	"4_589_3axh.1.A_5cd74fa11a200be39f706669"	4	589	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL060W"	"43_787_6fai.1.I_5cd8c05a3b85d167245982ad"	43	787	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL035C"	"28_103_5wjq.1.C_5cd670898fd6f942b27bc37e"	28	103	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YKL195W"	"258_353_2zxt.1.A_5cd508073b85d1b956860174"	258	353	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR259C"	"48_436_5l4g.1.4_5cd5915b732c1e7ee51bfafb"	48	436	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YEL048C"	"3_152_3pr6.1.A_5cd87ae29ffd12b1552c18d3"	3	152	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR211C"	"188_696_6dlu.1.B_5cd965488fd6f9f98f561ec0"	188	696	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL094W"	"2_309_4zxf.1.A_5cd5166f732c1ee8a86eb3bd"	2	309	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR190C"	"499_640_3kp7.1.B_5cd7d31f8fd6f91d853ec67d"	499	640	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR033W"	"617_844_5leb.1.A_5cda623aa03a1b3e8aa22a61"	617	844	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR033W"	"617_844_5le4.1.A_5cda623ba03a1b3e8aa22a69"	617	844	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR033W"	"617_844_5le3.4.A_5cda623ba03a1b3e8aa22a7d"	617	844	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIR033W"	"617_844_5le8.1.A_5cda623ba03a1b3e8aa22a6d"	617	844	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR144W"	"110_218_5jpq.1.7_5cd5f8c208cc8fe51a8a4091"	110	218	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR279W"	"4_108_6af0.1.B_5cd5a9c5732c1e084bc00835"	4	108	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YMR218C"	"412_534_3zpj.1.A_5cda567d732c1e799ece59ba"	412	534	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER091C"	"1_765_4qqu.1.A_5cd89f279ffd129e75aca96d"	1	765	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.8754"
"YLR017W"	"30_334_4glj.1.A_5cd49ad71a200bfdea2da39c"	30	334	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER136W"	"5_446_1ukv.1.A_5cd5c1a08fd6f903aee82237"	5	446	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR213W"	"1_273_1kyq.1.B_5cd5e244a03a1b5ac5e7b9f1"	1	273	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR010W"	"2_511_1g8f.1.A_5cd686bb08cc8f403ff37a06"	2	511	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR042W"	"764_1188_5h2d.1.A_5cdabd32732c1e749c022d1f"	764	1188	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YAR042W"	"12_274_5h28.1.A_5cdabd32732c1e749c022d2b"	12	274	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR253C"	"75_155_6b0q.1.A_5cd787cda03a1b84bfd84920"	75	155	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL277W"	"28_448_2vax.1.A_5cd6324d3b85d103a90e406a"	28	448	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR154W"	"57_112_1zx6.1.A_5cd706b33b85d132b961e218"	57	112	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML064C"	"19_202_1vg8.1.A_5cd66d6d732c1ed243d485a0"	19	202	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR031W"	"53_340_2y6u.1.A_5cd484acd60c5913891852e8"	53	340	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL064C"	"2_355_1ka1.1.A_5cdd361e08cc8fadae9c6610"	2	355	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL210W"	"121_265_6g18.1.3_5cd5f2e11a200bb2f50ad661"	121	265	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.7057"
"YLL053C"	"1_138_2w2e.1.A_5cd87e001a200bc2abb3beb2"	1	138	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNR010W"	"65_149_5sva.1.V_5cd891a61a200b3d663d55b8"	65	149	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YNR010W"	"61_145_5oqm.1.e_5cd891a61a200b3d663d55b4"	61	145	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR151C"	"203_271_2d9n.1.A_5cd4d369732c1e236e8ba819"	203	271	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR151C"	"203_271_1rgo.1.A_5cd4d369732c1e236e8ba815"	203	271	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL035C"	"1_371_4lfi.1.B_5cd48f0ba03a1b8a3ed9ba47"	1	371	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR228C"	"1_140_1sza.1.A_5cd79eb8d60c592a82a3d224"	1	140	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR228C"	"538_608_2nax.1.A_5cd79eb8d60c592a82a3d228"	538	608	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL135C"	"16_211_5oqm.1.d_5cd6e3091a200bb2870c3140"	16	211	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL151W"	"762_926_4ll8.1.A_57f13c33afa35865128dc3a4"	762	926	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YJR101W"	"8_262_5mrc.68.A_5cd6028d1a200b80eb65cfce"	8	262	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR041C"	"2_209_2hzs.1.A_5cd721e6a03a1bea8e1dc115"	2	209	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR104C"	"2_301_4gwp.1.E_5cd53e6008cc8f719820f099"	2	301	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL051W"	"279_368_6aly.1.A_5cda41963b85d1f302203d24"	279	368	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL051W"	"158_236_2lpb.1.A_5cda41963b85d1f302203d28"	158	236	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL051W"	"6_81_2k0n.1.A_5cda41963b85d1f302203d2c"	6	81	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL185W"	"498_551_4tvr.1.A_5cd74df308cc8f07a93e8b1c"	498	551	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL111C"	"71_151_4asw.1.C_5cd7141ca03a1b5ee3415380"	71	151	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOL111C"	"3_56_5bwk.1.E_5cd7141ca03a1b5ee341537c"	3	56	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YOL111C"	"173_212_2lnz.1.A_5cd7141ca03a1b5ee3415384"	173	212	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YPL065W"	"15_125_2f66.1.B_5cd67afa3b85d124d50c1429"	15	125	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL065W"	"149_241_2g3k.1.A_5cd67afa3b85d124d50c1425"	149	241	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR025W"	"26_50_2oy9.1.A_5cda45581a200b9712574461"	26	50	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR060W"	"279_306_2mvm.1.A_5a7ce2e37aaa0d7208701bd6"	279	306	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR059W"	"12_393_2vso.1.A_5cd4ed4408cc8fc55bfbe819"	12	393	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER014W"	"12_539_3nks.1.A_5cd6dcee08cc8f6afe8df4f2"	12	539	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL027C"	"182_408_3skq.1.A_5cd72e818fd6f9ab5fe4b3e4"	182	408	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPR083W"	"220_323_5u4i.1.q_5cd739d2a03a1b66f3d5cd6f"	220	323	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR031W"	"2_362_5t62.1.G_5a7c26137aaa0d4d2a4d9007"	2	362	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR060C"	"236_620_5zr1.1.B_5cd7916e9ffd125e528d8817"	236	620	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR062C"	"1_293_6ah3.1.J_5cd58de43b85d15e3a39c9b9"	1	293	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR310C"	"3_405_3id5.1.E_5cd6854d8fd6f9a08e5a13e4"	3	405	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR310C"	"92_437_5wlc.44.A_5cd6854d8fd6f9a08e5a13e8"	92	437	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL230W"	"10_333_3sr9.1.A_5cd4a5648fd6f994d8b8d251"	10	333	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCR030C"	"609_870_3g9h.1.A_5cd93ec31a200b04b7a50b74"	609	870	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YCR030C"	"1_250_3g9g.1.A_5cd93ec31a200b04b7a50b6c"	1	250	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER085C"	"20_51_4mu6.1.A_5ad72870afa358b1becfce08"	20	51	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML104C"	"424_570_2es0.1.A_5cda706f1a200b31d19e6529"	424	570	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YML104C"	"772_900_2dyb.1.A_5cda706f1a200b31d19e6531"	772	900	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YPL270W"	"106_679_4ayx.1.B_5cd8a94f1a200bf90c21400f"	106	679	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL133C-A"	"1_25_5tga.149.A_5cc8b21b08cc8f1bdf099a4c"	1	25	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR188W"	"89_666_4ayx.1.B_5cd8286a732c1e133ec45f25"	89	666	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKL085W"	"18_333_1emd.1.A_5cd4abbd08cc8f7cc710b683"	18	333	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOL126C"	"14_372_5zi2.1.A_5cd4a5628fd6f994d8b8d181"	14	372	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YKR008W"	"19_311_2r0v.1.A_5cd79d608fd6f922fd1391a8"	19	311	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YNL173C"	"5_90_5ufu.2.E_5ad4b553ad01f0bada0a40a8"	5	90	NA	NA	"dN_dS_max_gap_ratio_0.3"	"0.0011"
"YIL132C"	"1_213_4dt1.1.A_5cd70f1308cc8f3653cf9824"	1	213	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR202W"	"1_729_3ja8.1.F_5cd91c0508cc8ffa9ba6f24a"	1	729	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL093C"	"1_233_5mrc.60.A_5cd60cfda03a1b4ee238f059"	1	233	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL023C"	"201_864_6f0l.1.G_5cd93e36d60c590247cbd28c"	201	864	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL023C"	"201_864_5v8f.1.A_5cd93e36d60c590247cbd288"	201	864	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YIL150C"	"152_348_3ebe.3.A_5cd728d33b85d1c20739019f"	152	348	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLR136C"	"169_235_2rhk.1.C_5cd5b47d8fd6f986a3395a1a"	169	235	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YER006W"	"155_342_3t34.1.B_5cd6a48a8fd6f95513e3f954"	155	342	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER006W"	"1_77_3jct.1.i_5cd6a48a8fd6f95513e3f948"	1	77	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGL174W"	"145_265_5gm6.1.V_5cd605879ffd1227e343e937"	145	265	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBL064C"	"48_260_5ovq.1.A_5cd61cd2d60c59e57cd6479f"	48	260	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YBR236C"	"141_425_5e8j.2.A_5cd58b9ed60c590a7590a90f"	141	425	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR024C"	"5_233_5xox.1.A_5cd694163b85d180f30e3a98"	5	233	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YLL010C"	"234_414_2hhl.3.A_5cd566c88fd6f9ae1f0b05b6"	234	414	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YOR197W"	"93_432_4f6p.1.A_5cd57e03a03a1b6c0531c7f6"	93	432	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER111C"	"441_688_5jhq.3.A_5cda4f539ffd1249fc5aa804"	441	688	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YHR038W"	"46_230_3j0d.1.K_5cd6b5af3b85d12c94d1833e"	46	230	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YER069W"	"67_502_4ab7.1.B_5cd935d21a200ba7b98d0501"	67	502	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER069W"	"540_856_3dr3.1.A_5cd935d21a200ba7b98d0505"	540	856	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER179W"	"15_334_5np7.1.C_5cd4ad121a200b530914991c"	15	334	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YER094C"	"2_205_5wvk.1.J_5cd73af8d60c59f75bd7fabd"	2	205	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YGR119C"	"287_537_5cws.2.E_5cd6e1a008cc8f549e8bb5dc"	287	537	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDR423C"	"48_106_5j0k.1.B_5cd51e2608cc8f4a1c22b48f"	48	106	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR423C"	"49_107_1gd2.3.A_5cd51e2608cc8f4a1c22b48b"	49	107	NA	NA	"dN_dS_max_gap_ratio_0.3"	"NA"
"YDR139C"	"1_76_2n7k.1.A_5cdb4066d60c59bda7498254"	1	76	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"YDL056W"	"352_587_5lel.3.A_5cd908a69ffd12027b047b39"	352	587	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"Q0115"	"257_517_2ab5.1.A_5cd699449ffd12ca8ae59247"	257	517	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"Q0115"	"1_180_1kb9.1.C_5cd699449ffd12ca8ae59243"	1	180	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
"Q0120"	"1_253_6hu9.1.M_5cd7b53e9ffd12bbcea6a6bc"	1	253	NA	NA	"dN_dS_max_gap_ratio_0.3"	"No interesting sites or related Ortholog groups!"
