# print values over probCutOff 0.05
G/L	POS	branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
gain	48	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1077	0.1114
loss	48	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.8563	0.9334
gain	48	N30	0.08246	0.2819	2.435e-11	2	0.1912	0.1921
gain	48	N31	0.3418	0.3418	0.174	2	0.1669	0.1748
loss	48	N31	0.3418	0.3418	0.174	2	0.5464	0.5879
gain	48	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.05395	0.05455
loss	48	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1556	0.1585
gain	48	N32	0.1448	0.4867	0.1437	3	0.05235	0.05286
loss	48	N32	0.1448	0.4867	0.1437	3	0.126	0.1277
gain	48	Listeria_innocua	0.243	0.7296	0	1	0.1015	0.1037
loss	48	Listeria_innocua	0.243	0.7296	0	1	0.1294	0.1328
loss	48	N35	0.1284	0.6151	0.01528	2	0.06018	0.06074
loss	48	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.06868	0.06945
gain	48	N36	0.675	1.162	0.09281	2	0.5461	0.6583
loss	48	N36	0.675	1.162	0.09281	2	0.4169	0.4811
loss	48	Streptococcus_pyogenes_M1	0.09281	1.254	0	1	0.2205	0.2219
gain	48	Streptococcus_pneumoniae_TIGR4	0.09392	1.256	0	1	0.798	0.8032
loss	48	Lactococcus_lactis	0.1139	1.276	0	1	0.2273	0.2294
gain	49	N2	0.1189	0.1189	0.1629	3	0.3106	0.3131
gain	49	N4	0.09654	0.2155	0.1023	3	0.06461	0.06499
loss	49	N8	0.102	0.3178	7.569e-08	2	0.9084	0.9135
gain	49	N9	0.08611	0.4039	0.162	2	0.136	0.1367
gain	49	N10	0.09368	0.4976	0.06827	3	0.2668	0.2682
gain	49	N12	0.05066	0.5631	0.002765	2	0.3723	0.3728
gain	49	N13	0.002765	0.5659	4.542e-11	2	0.2104	0.2104
loss	49	Salmonella_typhimurium	0.04607	0.6092	0	1	0.7902	0.7912
gain	49	Yersinia_pestis	0.2301	0.7426	0	1	0.05028	0.05107
loss	49	Yersinia_pestis	0.2301	0.7426	0	1	0.4581	0.473
gain	49	N15	0.8811	1.379	1.882e-11	2	0.3907	0.4668
loss	49	N15	0.8811	1.379	1.882e-11	2	0.6358	0.8424
gain	49	Vibrio_cholerae	0.2741	0.6781	0	1	0.08681	0.08895
loss	49	Vibrio_cholerae	0.2741	0.6781	0	1	0.2068	0.2152
gain	49	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1392	0.1477
loss	49	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9338	1.054
gain	49	N17	1.124	1.34	0.001039	2	0.4242	0.5367
loss	49	N17	1.124	1.34	0.001039	2	0.9665	1.443
gain	49	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1373	0.1395
gain	49	N18	0.08709	0.3028	0.08119	2	0.09199	0.09243
gain	49	Brucella_melitensis	0.3466	0.6941	0	1	0.2008	0.2098
loss	49	Brucella_melitensis	0.3466	0.6941	0	1	0.1994	0.2082
gain	49	Caulobacter_vibrioides	0.1842	0.487	0	1	0.07577	0.07692
loss	49	Caulobacter_vibrioides	0.1842	0.487	0	1	0.05932	0.06006
gain	49	N22	1.46	1.676	4.898e-06	2	0.5499	0.7806
loss	49	N22	1.46	1.676	4.898e-06	2	0.9769	1.687
gain	49	N23	0.8467	2.523	2.697e-11	2	0.4345	0.5237
loss	49	N23	0.8467	2.523	2.697e-11	2	0.4345	0.5237
loss	49	N24	0.02108	0.1401	0.2566	3	0.05224	0.05225
gain	49	N25	1.647	1.787	0.4354	2	0.6778	1.092
loss	49	N25	1.647	1.787	0.4354	2	0.9405	1.697
gain	49	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9677	1.657
loss	49	Fusobacterium_nucleatum	1.445	3.232	0	1	0.6069	0.8914
gain	49	N26	0.1288	1.916	0.3067	2	0.07631	0.07706
loss	49	N26	0.1288	1.916	0.3067	2	0.1136	0.1146
gain	49	Aquifex_aeolicus	2.838	4.754	0	1	0.8718	2.025
loss	49	Aquifex_aeolicus	2.838	4.754	0	1	0.9021	2.221
gain	49	Thermotoga_maritima	0.3067	2.222	0	1	0.1009	0.1039
loss	49	Thermotoga_maritima	0.3067	2.222	0	1	0.287	0.3005
loss	49	N27	0.05299	0.193	0.2036	2	0.1184	0.1187
gain	49	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.4339	0.4692
loss	49	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1923	0.2024
loss	49	N28	0.2036	0.3966	8.132e-08	2	0.7515	0.7672
gain	49	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.0571	0.05792
loss	49	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.0571	0.05792
gain	49	N29	0.08048	0.1994	0.08246	2	0.07939	0.07972
gain	49	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.2506	0.2648
loss	49	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.201	0.2104
gain	49	N30	0.08246	0.2819	2.435e-11	2	0.06537	0.06567
gain	49	N31	0.3418	0.3418	0.174	2	0.1205	0.1258
loss	49	N31	0.3418	0.3418	0.174	2	0.6013	0.635
loss	49	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.134	0.1362
loss	49	N32	0.1448	0.4867	0.1437	3	0.107	0.1082
gain	49	Listeria_innocua	0.243	0.7296	0	1	0.07599	0.07751
loss	49	Listeria_innocua	0.243	0.7296	0	1	0.1047	0.1074
gain	49	N35	0.1284	0.6151	0.01528	2	0.05557	0.05604
gain	49	Bacillus_halodurans	0.1233	0.7384	0	1	0.958	0.966
loss	49	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.0592	0.05986
gain	49	N36	0.675	1.162	0.09281	2	0.3412	0.3888
loss	49	N36	0.675	1.162	0.09281	2	0.358	0.4115
gain	50	N15	0.8811	1.379	1.882e-11	2	0.1055	0.11
loss	50	N15	0.8811	1.379	1.882e-11	2	0.1052	0.1097
loss	50	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	1	1.012
gain	50	N17	1.124	1.34	0.001039	2	0.1589	0.1695
loss	50	N17	1.124	1.34	0.001039	2	0.1589	0.1694
gain	50	N22	1.46	1.676	4.898e-06	2	0.08313	0.08859
loss	50	N22	1.46	1.676	4.898e-06	2	1	1.089
gain	50	N23	0.8467	2.523	2.697e-11	2	0.07141	0.07384
loss	50	N23	0.8467	2.523	2.697e-11	2	0.07141	0.07384
gain	50	N25	1.647	1.787	0.4354	2	0.1279	0.1412
loss	50	N25	1.647	1.787	0.4354	2	0.9154	1.013
gain	50	Fusobacterium_nucleatum	1.445	3.232	0	1	0.149	0.1613
loss	50	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2475	0.2716
gain	50	Aquifex_aeolicus	2.838	4.754	0	1	0.3475	0.4296
loss	50	Aquifex_aeolicus	2.838	4.754	0	1	0.4021	0.5084
loss	50	Thermotoga_maritima	0.3067	2.222	0	1	0.08924	0.08978
gain	50	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.07	0.07076
loss	50	N28	0.2036	0.3966	8.132e-08	2	0.9508	0.9526
loss	50	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.9897	0.9906
loss	50	N36	0.675	1.162	0.09281	2	0.99	1.01
gain	51	N2	0.1189	0.1189	0.1629	3	0.3379	0.3411
gain	51	N4	0.09654	0.2155	0.1023	3	0.06507	0.06546
gain	51	N8	0.102	0.3178	7.569e-08	2	0.07647	0.07697
loss	51	N9	0.08611	0.4039	0.162	2	0.5791	0.5818
loss	51	N10	0.09368	0.4976	0.06827	3	0.3205	0.3224
loss	51	N12	0.05066	0.5631	0.002765	2	0.08653	0.08669
gain	51	Yersinia_pestis	0.2301	0.7426	0	1	0.08008	0.08158
loss	51	Yersinia_pestis	0.2301	0.7426	0	1	0.1596	0.1642
gain	51	N15	0.8811	1.379	1.882e-11	2	0.4971	0.6115
loss	51	N15	0.8811	1.379	1.882e-11	2	0.5752	0.7377
gain	51	Vibrio_cholerae	0.2741	0.6781	0	1	0.08447	0.08651
loss	51	Vibrio_cholerae	0.2741	0.6781	0	1	0.4908	0.5144
gain	51	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1592	0.1689
loss	51	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9613	1.113
gain	51	N17	1.124	1.34	0.001039	2	0.4892	0.6236
loss	51	N17	1.124	1.34	0.001039	2	0.9813	1.568
loss	51	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.9469	0.9643
loss	51	N20	0.09521	0.4427	0.03546	2	0.8488	0.8539
loss	51	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.1121	0.1131
loss	51	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.09178	0.09186
gain	51	Brucella_melitensis	0.3466	0.6941	0	1	0.0814	0.08376
loss	51	Brucella_melitensis	0.3466	0.6941	0	1	0.9464	1.019
gain	51	Mesorhizobium_loti	0.03647	0.384	0	1	0.06742	0.06748
gain	51	Caulobacter_vibrioides	0.1842	0.487	0	1	0.1139	0.1159
loss	51	Caulobacter_vibrioides	0.1842	0.487	0	1	0.07013	0.07104
gain	51	N22	1.46	1.676	4.898e-06	2	0.6285	0.9067
loss	51	N22	1.46	1.676	4.898e-06	2	0.9876	1.851
gain	51	N23	0.8467	2.523	2.697e-11	2	0.5001	0.6108
loss	51	N23	0.8467	2.523	2.697e-11	2	0.5001	0.6108
gain	51	N25	1.647	1.787	0.4354	2	0.7502	1.242
loss	51	N25	1.647	1.787	0.4354	2	0.9696	1.905
gain	51	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7091	1.079
loss	51	Fusobacterium_nucleatum	1.445	3.232	0	1	0.794	1.313
gain	51	N26	0.1288	1.916	0.3067	2	0.09024	0.09118
loss	51	N26	0.1288	1.916	0.3067	2	0.1206	0.1218
gain	51	Aquifex_aeolicus	2.838	4.754	0	1	0.9987	3.032
loss	51	Aquifex_aeolicus	2.838	4.754	0	1	0.9073	2.234
gain	51	Thermotoga_maritima	0.3067	2.222	0	1	0.12	0.1238
loss	51	Thermotoga_maritima	0.3067	2.222	0	1	0.3099	0.3265
loss	51	N27	0.05299	0.193	0.2036	2	0.06129	0.06141
gain	51	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1104	0.1148
loss	51	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.8864	0.9701
gain	51	N28	0.2036	0.3966	8.132e-08	2	0.2191	0.2247
loss	51	N28	0.2036	0.3966	8.132e-08	2	0.07874	0.07997
gain	51	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.08826	0.08966
loss	51	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.08826	0.08966
gain	51	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.08862	0.09143
loss	51	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9304	1.006
gain	51	N30	0.08246	0.2819	2.435e-11	2	0.09862	0.09908
gain	51	N31	0.3418	0.3418	0.174	2	0.1403	0.1466
loss	51	N31	0.3418	0.3418	0.174	2	0.6115	0.6536
loss	51	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.149	0.1518
loss	51	N32	0.1448	0.4867	0.1437	3	0.1225	0.124
gain	51	Listeria_innocua	0.243	0.7296	0	1	0.09125	0.09317
loss	51	Listeria_innocua	0.243	0.7296	0	1	0.1156	0.1186
loss	51	N35	0.1284	0.6151	0.01528	2	0.05329	0.05377
loss	51	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.06089	0.06156
gain	51	N36	0.675	1.162	0.09281	2	0.3988	0.4585
loss	51	N36	0.675	1.162	0.09281	2	0.4108	0.4749
loss	52	N15	0.8811	1.379	1.882e-11	2	0.9993	1.027
loss	52	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	1	1.01
loss	52	N17	1.124	1.34	0.001039	2	1	1.045
gain	52	N22	1.46	1.676	4.898e-06	2	0.0691	0.07292
loss	52	N22	1.46	1.676	4.898e-06	2	1	1.073
gain	52	N23	0.8467	2.523	2.697e-11	2	0.06001	0.06172
loss	52	N23	0.8467	2.523	2.697e-11	2	0.06001	0.06172
gain	52	N25	1.647	1.787	0.4354	2	0.1049	0.114
loss	52	N25	1.647	1.787	0.4354	2	0.9254	1.008
gain	52	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1288	0.1378
loss	52	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2253	0.2436
gain	52	Aquifex_aeolicus	2.838	4.754	0	1	0.3152	0.3776
loss	52	Aquifex_aeolicus	2.838	4.754	0	1	0.3701	0.4521
loss	52	Thermotoga_maritima	0.3067	2.222	0	1	0.08308	0.08348
loss	52	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.002
gain	52	N36	0.675	1.162	0.09281	2	0.05285	0.054
loss	52	N36	0.675	1.162	0.09281	2	0.05287	0.05401
gain	53	N2	0.1189	0.1189	0.1629	3	0.0521	0.05251
loss	53	N2	0.1189	0.1189	0.1629	3	0.1223	0.1235
gain	53	N4	0.09654	0.2155	0.1023	3	0.06241	0.06278
loss	53	N4	0.09654	0.2155	0.1023	3	0.05144	0.05174
loss	53	N8	0.102	0.3178	7.569e-08	2	0.1033	0.104
gain	53	Salmonella_typhimurium	0.04607	0.6092	0	1	0.9772	0.9787
gain	53	Yersinia_pestis	0.2301	0.7426	0	1	0.09371	0.09553
loss	53	Yersinia_pestis	0.2301	0.7426	0	1	0.1238	0.1268
gain	53	N15	0.8811	1.379	1.882e-11	2	0.9939	1.454
loss	53	N15	0.8811	1.379	1.882e-11	2	0.4144	0.4901
gain	53	Vibrio_cholerae	0.2741	0.6781	0	1	0.1257	0.1292
loss	53	Vibrio_cholerae	0.2741	0.6781	0	1	0.1549	0.16
gain	53	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.958	1.128
loss	53	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1979	0.2115
gain	53	N17	1.124	1.34	0.001039	2	0.6962	0.9765
loss	53	N17	1.124	1.34	0.001039	2	0.7038	0.9935
loss	53	Neisseria_meningitidis_B	0.001039	1.341	0	1	0.06635	0.06635
gain	53	Neisseria_meningitidis_A	0.01431	1.354	0	1	0.9337	0.9338
gain	53	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.05154	0.05207
loss	53	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1331	0.1354
gain	53	N18	0.08709	0.3028	0.08119	2	0.2458	0.2472
gain	53	N19	0.04472	0.3475	0.03648	3	0.2785	0.2789
loss	53	N20	0.09521	0.4427	0.03546	2	0.216	0.2174
gain	53	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.6035	0.6097
loss	53	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.4118	0.4122
gain	53	Brucella_melitensis	0.3466	0.6941	0	1	0.1271	0.1318
loss	53	Brucella_melitensis	0.3466	0.6941	0	1	0.658	0.7123
gain	53	Mesorhizobium_loti	0.03647	0.384	0	1	0.4213	0.4217
gain	53	Caulobacter_vibrioides	0.1842	0.487	0	1	0.05251	0.05313
loss	53	Caulobacter_vibrioides	0.1842	0.487	0	1	0.354	0.3625
gain	53	N22	1.46	1.676	4.898e-06	2	0.7896	1.251
loss	53	N22	1.46	1.676	4.898e-06	2	0.8153	1.335
gain	53	N23	0.8467	2.523	2.697e-11	2	1	1.438
loss	53	N23	0.8467	2.523	2.697e-11	2	0.3777	0.4382
gain	53	N25	1.647	1.787	0.4354	2	0.8752	1.609
loss	53	N25	1.647	1.787	0.4354	2	0.8336	1.441
gain	53	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9932	1.912
loss	53	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7526	1.157
gain	53	N26	0.1288	1.916	0.3067	2	0.1008	0.1019
loss	53	N26	0.1288	1.916	0.3067	2	0.1305	0.132
gain	53	Aquifex_aeolicus	2.838	4.754	0	1	0.9616	2.535
loss	53	Aquifex_aeolicus	2.838	4.754	0	1	0.9731	2.749
gain	53	Thermotoga_maritima	0.3067	2.222	0	1	0.1349	0.1393
loss	53	Thermotoga_maritima	0.3067	2.222	0	1	0.335	0.354
gain	53	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.2129	0.2244
loss	53	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.2836	0.3037
gain	53	N28	0.2036	0.3966	8.132e-08	2	0.07355	0.07467
loss	53	N28	0.2036	0.3966	8.132e-08	2	0.1504	0.1539
gain	53	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07713	0.07831
loss	53	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.07713	0.07831
gain	53	N29	0.08048	0.1994	0.08246	2	0.05304	0.05327
gain	53	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9403	1.027
loss	53	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1071	0.1108
loss	53	N30	0.08246	0.2819	2.435e-11	2	0.09722	0.09769
gain	53	N31	0.3418	0.3418	0.174	2	0.2333	0.2463
loss	53	N31	0.3418	0.3418	0.174	2	0.271	0.2874
gain	53	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.05479	0.0554
loss	53	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1548	0.1578
gain	53	N32	0.1448	0.4867	0.1437	3	0.09568	0.09689
loss	53	N32	0.1448	0.4867	0.1437	3	0.0967	0.09793
gain	53	Listeria_innocua	0.243	0.7296	0	1	0.9131	0.9529
loss	53	Listeria_innocua	0.243	0.7296	0	1	0.0534	0.05426
loss	53	N35	0.1284	0.6151	0.01528	2	0.1278	0.1292
loss	53	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.1384	0.1403
gain	53	N36	0.675	1.162	0.09281	2	0.5386	0.6478
loss	53	N36	0.675	1.162	0.09281	2	0.4588	0.5382
loss	53	Streptococcus_pyogenes_M1	0.09281	1.254	0	1	0.2253	0.2267
gain	53	Streptococcus_pneumoniae_TIGR4	0.09392	1.256	0	1	0.7936	0.7988
loss	53	Lactococcus_lactis	0.1139	1.276	0	1	0.2321	0.2342
loss	54	N2	0.1189	0.1189	0.1629	3	0.07691	0.07706
gain	54	N4	0.09654	0.2155	0.1023	3	0.2233	0.2237
gain	54	N8	0.102	0.3178	7.569e-08	2	0.1107	0.1109
gain	54	N15	0.8811	1.379	1.882e-11	2	0.2644	0.2869
loss	54	N15	0.8811	1.379	1.882e-11	2	0.2631	0.2852
loss	54	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9018	0.9316
gain	54	N17	1.124	1.34	0.001039	2	0.1474	0.161
loss	54	N17	1.124	1.34	0.001039	2	0.9204	1.054
gain	54	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1172	0.1177
loss	54	N18	0.08709	0.3028	0.08119	2	0.1457	0.1459
loss	54	N19	0.04472	0.3475	0.03648	3	0.724	0.7242
loss	54	Brucella_melitensis	0.3466	0.6941	0	1	0.06633	0.06756
gain	54	Caulobacter_vibrioides	0.1842	0.487	0	1	0.2578	0.2592
gain	54	N22	1.46	1.676	4.898e-06	2	0.2196	0.2504
loss	54	N22	1.46	1.676	4.898e-06	2	0.9294	1.143
gain	54	N23	0.8467	2.523	2.697e-11	2	0.1705	0.1821
loss	54	N23	0.8467	2.523	2.697e-11	2	0.1705	0.1821
loss	54	N24	0.02108	0.1401	0.2566	3	0.108	0.108
gain	54	N25	1.647	1.787	0.4354	2	0.3922	0.4778
loss	54	N25	1.647	1.787	0.4354	2	0.6609	0.8313
gain	54	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8912	1.092
loss	54	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2645	0.3051
loss	54	N26	0.1288	1.916	0.3067	2	0.07996	0.08014
gain	54	Aquifex_aeolicus	2.838	4.754	0	1	0.5987	0.8711
loss	54	Aquifex_aeolicus	2.838	4.754	0	1	0.6797	1.028
loss	54	Thermotoga_maritima	0.3067	2.222	0	1	0.1834	0.1858
loss	54	N27	0.05299	0.193	0.2036	2	0.247	0.2471
loss	54	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.3548	0.3621
loss	54	N28	0.2036	0.3966	8.132e-08	2	0.3322	0.334
loss	54	N29	0.08048	0.1994	0.08246	2	0.1143	0.1144
gain	54	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.4582	0.467
loss	54	N30	0.08246	0.2819	2.435e-11	2	0.5695	0.5699
gain	54	N31	0.3418	0.3418	0.174	2	0.2953	0.3005
gain	54	N36	0.675	1.162	0.09281	2	0.1709	0.1804
loss	54	N36	0.675	1.162	0.09281	2	0.1706	0.18
gain	55	N2	0.1189	0.1189	0.1629	3	0.1843	0.1862
loss	55	N2	0.1189	0.1189	0.1629	3	0.07827	0.07897
gain	55	N4	0.09654	0.2155	0.1023	3	0.5013	0.5047
gain	55	N8	0.102	0.3178	7.569e-08	2	0.08024	0.08078
loss	55	N9	0.08611	0.4039	0.162	2	0.5641	0.5671
loss	55	N10	0.09368	0.4976	0.06827	3	0.3297	0.3318
loss	55	N12	0.05066	0.5631	0.002765	2	0.09336	0.09354
gain	55	Yersinia_pestis	0.2301	0.7426	0	1	0.08736	0.08903
loss	55	Yersinia_pestis	0.2301	0.7426	0	1	0.173	0.1781
gain	55	N15	0.8811	1.379	1.882e-11	2	0.533	0.6599
loss	55	N15	0.8811	1.379	1.882e-11	2	0.6143	0.7944
gain	55	Vibrio_cholerae	0.2741	0.6781	0	1	0.09193	0.09419
loss	55	Vibrio_cholerae	0.2741	0.6781	0	1	0.5117	0.5378
gain	55	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1737	0.1845
loss	55	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9606	1.127
gain	55	N17	1.124	1.34	0.001039	2	0.5292	0.6784
loss	55	N17	1.124	1.34	0.001039	2	0.9816	1.621
gain	55	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.1191	0.121
loss	55	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.0628	0.06348
loss	55	N18	0.08709	0.3028	0.08119	2	0.06312	0.06343
gain	55	N19	0.04472	0.3475	0.03648	3	0.06527	0.06537
loss	55	N20	0.09521	0.4427	0.03546	2	0.06486	0.06524
loss	55	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.9432	0.9527
gain	55	Sinorhizobium_meliloti	0.03546	0.4781	0	1	0.06106	0.06111
gain	55	Brucella_melitensis	0.3466	0.6941	0	1	0.08476	0.08715
loss	55	Brucella_melitensis	0.3466	0.6941	0	1	0.9803	1.063
loss	55	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9229	0.9456
gain	55	N22	1.46	1.676	4.898e-06	2	0.6755	0.9842
loss	55	N22	1.46	1.676	4.898e-06	2	0.9878	1.926
gain	55	N23	0.8467	2.523	2.697e-11	2	0.537	0.6598
loss	55	N23	0.8467	2.523	2.697e-11	2	0.537	0.6598
gain	55	N25	1.647	1.787	0.4354	2	0.8331	1.468
loss	55	N25	1.647	1.787	0.4354	2	0.8853	1.661
gain	55	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7507	1.16
loss	55	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8294	1.4
gain	55	N26	0.1288	1.916	0.3067	2	0.09782	0.09886
loss	55	N26	0.1288	1.916	0.3067	2	0.1271	0.1285
gain	55	Aquifex_aeolicus	2.838	4.754	0	1	0.9506	2.471
loss	55	Aquifex_aeolicus	2.838	4.754	0	1	0.9636	2.681
gain	55	Thermotoga_maritima	0.3067	2.222	0	1	0.1306	0.1349
loss	55	Thermotoga_maritima	0.3067	2.222	0	1	0.3269	0.3452
loss	55	N27	0.05299	0.193	0.2036	2	0.08007	0.08024
gain	55	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.7358	0.8084
loss	55	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1884	0.1982
gain	55	N28	0.2036	0.3966	8.132e-08	2	0.05712	0.05793
loss	55	N28	0.2036	0.3966	8.132e-08	2	0.4353	0.4477
gain	55	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	1	1.03
loss	55	N29	0.08048	0.1994	0.08246	2	0.2845	0.2859
gain	55	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1693	0.1768
loss	55	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.3408	0.3651
loss	55	N30	0.08246	0.2819	2.435e-11	2	0.1996	0.2006
gain	55	N31	0.3418	0.3418	0.174	2	0.1835	0.1926
loss	55	N31	0.3418	0.3418	0.174	2	0.4203	0.4501
gain	55	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.0534	0.05399
loss	55	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1397	0.1423
gain	55	N32	0.1448	0.4867	0.1437	3	0.05122	0.05173
loss	55	N32	0.1448	0.4867	0.1437	3	0.1129	0.1144
gain	55	Listeria_innocua	0.243	0.7296	0	1	0.09972	0.1019
loss	55	Listeria_innocua	0.243	0.7296	0	1	0.1243	0.1276
loss	55	N35	0.1284	0.6151	0.01528	2	0.05632	0.05683
loss	55	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.06457	0.06528
gain	55	N36	0.675	1.162	0.09281	2	0.4308	0.4972
loss	55	N36	0.675	1.162	0.09281	2	0.4423	0.513
gain	56	N2	0.1189	0.1189	0.1629	3	0.2745	0.2747
loss	56	N15	0.8811	1.379	1.882e-11	2	0.9988	1.05
gain	56	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.05629	0.05741
loss	56	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.05626	0.05738
gain	56	N17	1.124	1.34	0.001039	2	0.2271	0.246
loss	56	N17	1.124	1.34	0.001039	2	0.2271	0.246
gain	56	N22	1.46	1.676	4.898e-06	2	0.1199	0.1299
loss	56	N22	1.46	1.676	4.898e-06	2	1	1.13
gain	56	N23	0.8467	2.523	2.697e-11	2	0.1013	0.1057
loss	56	N23	0.8467	2.523	2.697e-11	2	0.1013	0.1057
gain	56	N25	1.647	1.787	0.4354	2	0.1826	0.2061
loss	56	N25	1.647	1.787	0.4354	2	0.9215	1.064
gain	56	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2015	0.2228
loss	56	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3073	0.3472
gain	56	Aquifex_aeolicus	2.838	4.754	0	1	0.431	0.5654
loss	56	Aquifex_aeolicus	2.838	4.754	0	1	0.4859	0.6571
loss	56	Thermotoga_maritima	0.3067	2.222	0	1	0.1068	0.1078
loss	56	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.973	0.9831
loss	56	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9837	0.9923
loss	56	N31	0.3418	0.3418	0.174	2	0.6874	0.6927
gain	56	N36	0.675	1.162	0.09281	2	0.07054	0.0726
loss	56	N36	0.675	1.162	0.09281	2	0.07127	0.07339
gain	57	N4	0.09654	0.2155	0.1023	3	0.6913	0.6917
gain	57	N8	0.102	0.3178	7.569e-08	2	0.2773	0.2779
gain	57	N15	0.8811	1.379	1.882e-11	2	0.188	0.2115
loss	57	N15	0.8811	1.379	1.882e-11	2	0.1868	0.2096
gain	57	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.3152	0.3309
loss	57	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.05307	0.05527
gain	57	N17	1.124	1.34	0.001039	2	0.4135	0.49
loss	57	N17	1.124	1.34	0.001039	2	0.1879	0.2143
loss	57	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.7285	0.73
